(	(	(	(	(	0
Forein	Forein	j	Foreign	foreign	0
Nations	Nations	n2	Nations	nation	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
written	written	vvn	written	write	0
Ori	Ori	np1	Ori	Ori	0
∣	∣	sy	∣	∣	0
ginally	ginally	av-j	ginally	ginal	0
in	in	p-acp	in	in	0
Latin	Latin	jp	Latin	latin	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
asserting	asserting	vvg	asserting	assert	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Right	Right	n-jn	Right	right	0
before	before	p-acp	before	before	0
all	all	d	all	all	0
the	the	dt	the	the	0
world	world	n1	world	world	0
;	;	;	;	;	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
convinced	convinced	vvn	convinced	convince	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
,	,	,	,	,	0
appear's	appear's	vvz	appear's	appear	0
hi	hi	uh	him	hi	0
∣	∣	sy	∣	∣	0
therto	therto	av	thereto	thereto	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
universal	universal	j	universal	universal	0
Admiration	Admiration	n1	Admiration	admiration	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
∣	∣	sy	∣	∣	0
tend's	tend's	vvz	tend's	tend'	0
it	it	pn31	it	it	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
considering	considering	vvg	considering	consider	0
what	what	r-crq	what	what	0
pitie	pitie	n1	pity	pity	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
rare	rare	j	rare	rare	0
a	a	dt	a	a	0
Jewel	Jewel	n1	Jewel	jewel	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
drawn	drawn	vvn	drawn	draw	0
the	the	dt	the	the	0
envie	envie	vvi	envy	envy	0
of	of	pp-f	of	of	0
som	som	d	some	some	0
few	few	d	few	few	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Ap	Ap	fw-mi	Ap	ap	0
∣	∣	sy	∣	∣	0
probation	probation	n1	probation	probation	0
of	of	pp-f	of	of	0
All	All	d	All	all	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
lie	lie	vvi	lie	lie	0
so	so	av	so	so	0
long	long	av-j	long	long	0
lockt	lockt	vvn	locked	lock	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Language	Language	n1	Language	language	0
unknown	unknown	j	unknown	unknown	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Nation	Nation	n1	Nation	nation	0
whom	whom	ro-crq	whom	who	0
it	it	pn31	it	it	0
most	most	av-ds	most	most	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
cern's	cern's	ng1	cern's	cern	0
;	;	;	;	;	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
necessarie	necessarie	j	necessary	necessary	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
present	present	j	present	present	0
Juncture	Juncture	n1	Juncture	juncture	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
the	the	dt	the	the	0
People	People	n1	People	people	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
clear	clear	j	clear	clear	0
understanding	understanding	n1	understanding	understanding	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
nearest	nearest	js	nearest	near	0
inte	inte	n1	inte	inte	0
∣	∣	sy	∣	∣	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
that	that	d	that	that	0
Right	Right	n-jn	Right	right	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
recei	recei	fw-mi	recei	recei	0
∣	∣	sy	∣	∣	0
ved	ved	vvn	ved	ve	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
Ages	Ages	n2	Ages	age	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
a	a	dt	a	a	0
strange	strange	j	strange	strange	0
People	People	n1	People	people	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
latter	latter	d	latter	latter	0
Age	Age	n1	Age	age	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
bold	bold	j	bold	bold	0
to	to	p-acp	to	to	0
under	under	a-acp	under	under	0
∣	∣	sy	∣	∣	0
mine	mine	zz	mine	mine	0
;	;	;	;	;	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
judged	judged	vvn	judged	judge	0
very	very	av	very	very	0
requisite	requisite	j	requisite	requisite	0
to	to	pc-acp	to	to	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
lock	lock	vvi	lock	lock	0
the	the	dt	the	the	0
Cabinet	Cabinet	n1	Cabinet	cabinet	0
,	,	,	,	,	0
and	and	cc	and	and	0
expose	expose	vvi	expose	expose	0
the	the	dt	the	the	0
Jewel	Jewel	n1	Jewel	jewel	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
prize	prize	vvi	prize	prize	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
apprehend	apprehend	vvb	apprehend	apprehend	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
their	their	po32	their	their	0
own	own	d	own	own	0
Interests	Interests	n2	Interests	interest	0
and	and	cc	and	and	0
Concernments	Concernments	n2	Concernments	concernment	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
how	how	q-crq	how	how	0
far	far	av-j	far	far	0
wee	wee	pns12	we	we	0
and	and	cc	and	and	0
our	our	po12	our	our	0
Posteritie	Posteritie	n1	Posterity	posterity	0
must	must	vmb	must	must	0
stand	stand	vvi	stand	stand	0
indebted	indebted	vvn	indebted	indebt	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
name	name	n1	name	name	0
and	and	cc	and	and	0
memorie	memorie	n1	memory	memory	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
noble	noble	j	noble	noble	0
SELDEN	SELDEN	np1	SELDEN	Selden	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
bee	bee	vbb	be	be	0
accounted	accounted	vvn	accounted	account	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
meanest	meanest	js	meanest	mean	0
Services	Services	n2	Services	service	0
to	to	p-acp	to	to	0
Translate	Translate	vvb	Translate	translate	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
consulted	consulted	vvd	consulted	consult	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
own	own	d	own	own	0
Thoughts	Thoughts	n2	Thoughts	thought	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
way	way	n1	way	way	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
best	best	av-js	best	best	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
press	press	n1	press	press	0
my	my	po11	my	my	0
dutie	dutie	n1	duty	duty	0
and	and	cc	and	and	0
affection	affection	n1	affection	affection	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
present	present	j	present	present	0
Caus	Caus	np1	Caus	Caus	0
,	,	,	,	,	0
and	and	cc	and	and	0
consider'd	consider'd	vvn	considered	consider	0
,	,	,	,	,	0
that	that	cst	that	that	0
little	little	av-j	little	little	0
could	could	vmd	could	can	0
bee	bee	vbi	be	be	0
said	said	vvn	said	say	0
or	or	cc	or	or	0
collected	collected	vvn	collected	collect	0
upon	upon	p-acp	upon	upon	0
this	this	d	this	this	0
subject	subject	n-jn	subject	subject	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
abundantly	abundantly	av-j	abundantly	abundant	0
set	set	vvn	set	set	0
forth	forth	av	forth	forth	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
irrefragable	irrefragable	j	irrefragable	irrefragable	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
I	I	pns11	I	i	0
conceived	conceived	vvd	conceived	conceive	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
Task	Task	n1	Task	task	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
less	less	dc	less	less	0
importance	importance	n1	importance	importance	0
than	than	cs	than	than	0
difficul	difficul	n1	difficul	difficul	0
∣	∣	sy	∣	∣	0
tie	tie	zz	tie	tie	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
don	don	vdn	dONE	do	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
well	well	av	well	well	0
don	don	n1	dONE	don	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
believ	believ	vvi	believe	believe	0
my	my	po11	my	my	0
self	self	n1	self	self	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
atteined	atteined	vvn	attained	attain	0
no	no	dx	no	no	0
small	small	j	small	small	0
happiness	happiness	n1	happiness	happiness	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
having	having	vhg	having	have	0
my	my	po11	my	my	0
name	name	n1	name	name	0
any	any	d	any	any	0
way	way	n1	way	way	0
related	related	vvn	related	relate	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Learned	Learned	j	Learned	learned	0
Autor	Autor	n1	Author	author	0
;	;	;	;	;	0
who	who	r-crq	who	who	0
shall	shall	vmb	shall	shall	0
ever	ever	av	ever	ever	0
live	live	vvi	live	live	0
like	like	av-j	like	like	0
himself	himself	px31	himself	himself	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
cellent	cellent	j	cellent	cellent	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
any	any	d	any	any	0
memo	memo	fw-la	memo	memo	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
of	of	pp-f	of	of	0
Britain	Britain	np1	Britain	Britain	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
that	that	cst	that	that	0
flow's	flow's	ng1	flow's	flow	0
about	about	p-acp	about	about	0
it	it	pn31	it	it	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
work	work	n1	work	work	0
begun	begun	vvd	begun	begin	0
(	(	(	(	(	0
it	it	pn31	it	it	0
seem's	seem's	vvz	seem's	seem'	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Reign	Reign	vvi	Reign	reign	0
of	of	pp-f	of	of	0
King	King	n1	King	king	0
James	James	np1	James	James	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
laid	laid	vvd	laid	lay	0
aside	aside	av	aside	aside	0
again	again	av	again	again	0
for	for	c-acp	for	for	0
above	above	p-acp	above	above	0
sixteen	sixteen	crd	sixteen	sixteen	0
years	years	n2	years	year	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
after	after	a-acp	after	after	0
∣	∣	sy	∣	∣	0
wards	wards	av	wards	ward	0
revived	revived	vvd	revived	revive	0
,	,	,	,	,	0
alter'd	alter'd	vvn	altered	alter	0
,	,	,	,	,	0
and	and	cc	and	and	0
enlarged	enlarged	vvn	enlarged	enlarge	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Learned	Learned	j	Learned	learned	0
Autor	Autor	n1	Author	author	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
hee	hee	pns31	he	he	0
saith	saith	vvz	says	say	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Epi	Epi	fw-la	Epi	epi	0
∣	∣	sy	∣	∣	0
stle	stle	n1	stle	stle	0
)	)	)	)	)	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
command	command	n1	command	command	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
late	late	j	late	late	0
Tyrant	Tyrant	n1	Tyrant	tyrant	0
;	;	;	;	;	0
And	And	cc	And	and	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
written	written	vvn	written	write	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
,	,	,	,	,	0
so	so	av	so	so	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
de	de	fw-la	de	de	0
∣	∣	sy	∣	∣	0
dicated	dicated	vvn	dicated	dicate	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
beeing	beeing	vbg	being	be	0
supposed	supposed	vvn	supposed	suppose	0
one	one	pi	one	one	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
,	,	,	,	,	0
or	or	cc	or	or	0
ought	ought	pi	ought	aught	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
,	,	,	,	,	0
a	a	dt	a	a	0
fit	fit	j	fit	fit	0
Patron	Patron	n1	Patron	patron	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Dominion	Dominion	n1	Dominion	dominion	0
here	here	av	here	here	0
asserted	asserted	vvn	asserted	assert	0
:	:	:	:	:	0
However	However	c-acp	However	however	0
,	,	,	,	,	0
this	this	d	this	this	0
I	I	pns11	I	i	0
finde	finde	vvb	find	find	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
hee	hee	pns31	he	he	0
seemed	seemed	vvd	seemed	seem	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
na	na	fw-la	na	na	0
∣	∣	sy	∣	∣	0
val	val	fw-fr	val	val	0
Preparations	Preparations	n2	Preparations	preparation	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
year	year	n1	year	year	0
1635	1635	crd	1635	1635	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
resent	resent	vvi	resent	resend	0
the	the	dt	the	the	0
many	many	d	many	many	0
injurious	injurious	j	injurious	injurious	0
usurpations	usurpations	n2	usurpations	usurpation	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
un	un	j	un	unacustomated	0
∣	∣	sy	∣	∣	0
ruly	ruly	av-j	ruly	ru	0
Neighbors	Neighbors	n2	Neighbours	neighbour	0
,	,	,	,	,	0
and	and	cc	and	and	0
did	did	vdd	did	do	0
in	in	p-acp	in	in	0
words	words	n2	words	word	0
also	also	av	also	also	0
stre	stre	j	stre	stre	0
∣	∣	sy	∣	∣	0
nuously	nuously	av-j	nuously	nuous	0
assert	assert	vvb	assert	assert	0
the	the	dt	the	the	0
Jurisdiction	Jurisdiction	n1	Jurisdiction	jurisdiction	0
at	at	p-acp	at	at	0
Sea	Sea	n1	Sea	sea	0
;	;	;	;	;	0
so	so	av	so	so	0
hee	hee	pns31	he	he	0
set	set	vvd	set	set	0
a	a	dt	a	a	0
value	value	n1	valve	value	0
upon	upon	p-acp	upon	upon	0
this	this	d	this	this	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it's	it's	pn31|vbz	it's	it|be	0
main	main	j	main	main	0
Evidence	Evidence	n1	Evidence	evidence	0
:	:	:	:	:	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
12	12	crd	12	12	0
year	year	n1	year	year	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Reign	Reign	vvi	Reign	reign	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
upon	upon	p-acp	upon	upon	0
his	his	po31	his	his	0
special	special	j	special	special	0
command	command	n1	command	command	0
,	,	,	,	,	0
deliver'd	deliver'd	vvn	delivered	deliver	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
hands	hands	n2	hands	hand	0
of	of	pp-f	of	of	0
Sir	Sir	n1	Sir	sir	0
William	William	np1	William	William	0
Beecher	Beecher	np1	Beecher	Beecher	0
(	(	(	(	(	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Clerks	Clerks	n2	Clerks	clerk	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Council	Council	n1	Council	council	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Barons	Barons	n2	Barons	baron	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Exchequer	Exchequer	n1	Exchequer	exchequer	0
in	in	p-acp	in	in	0
open	open	j	open	open	0
Court	Court	n1	Court	court	0
;	;	;	;	;	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
immediate	immediate	j	immediate	immediate	0
Order	Order	n1	Order	order	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Court	Court	n1	Court	court	0
,	,	,	,	,	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
pla	pla	zz	pla	pla	0
∣	∣	sy	∣	∣	0
ced	ced	vvn	ced	ce	0
among	among	p-acp	among	among	0
their	their	po32	their	their	0
publick	publick	j	public	public	0
Records	Records	n2	Records	record	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
remain's	remain's	ng1	remain's	remain	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
day	day	n1	day	day	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
,	,	,	,	,	0
had	had	vhd	had	have	0
hee	hee	pns31	he	he	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
sisted	sisted	vvd	sisted	sist	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
same	same	d	same	same	0
firm	firm	j	firm	firm	0
resolution	resolution	n1	resolution	resolution	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
honorable	honorable	j	honourable	honourable	0
business	business	n1	business	business	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
hee	hee	pns31	he	he	0
did	did	vdd	did	do	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
,	,	,	,	,	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
destructive	destructive	j	destructive	destructive	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Nation's	Nation's	n1|vbz	Nation's	nation|be	0
interest	interest	n1	interest	interest	0
,	,	,	,	,	0
the	the	dt	the	the	0
Netherlanders	Netherlanders	np2	Netherlanders	netherlander	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
prevented	prevented	vvn	prevented	prevent	0
from	from	p-acp	from	from	0
spinning	spinning	vvg	spinning	spin	0
out	out	av	out	out	0
their	their	po32	their	their	0
long	long	j	long	long	0
opportunitie	opportunitie	n1	opportunity	opportunity	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
imaginarie	imaginarie	j	imaginary	imaginary	0
Claim	Claim	n1	Claim	claim	0
of	of	pp-f	of	of	0
Prescription	Prescription	n1	Prescription	prescription	0
;	;	;	;	;	0
so	so	av	so	so	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
had	had	vhn	had	have	0
less	less	dc	less	less	0
Pretence	Pretence	n1	Pretence	pretence	0
to	to	p-acp	to	to	0
Act	Act	n1	Act	act	0
those	those	d	those	those	0
Insolencies	Insolencies	n2	Insolences	insolence	0
now	now	av	now	now	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
former	former	j	former	former	0
times	times	n2	times	time	0
never	never	av-x	never	never	0
durst	durst	vvd	durst	dare	0
enter	enter	vvi	enter	enter	0
the	the	dt	the	the	0
Thoughts	Thoughts	n2	Thoughts	thought	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Predecessors	Predecessors	n2	Predecessors	predecessor	0
.	.	.	.	.	1
The	The	dt	The	the	0
truth	truth	n1	truth	truth	0
is	is	vbz	is	be	0
,	,	,	,	,	0
too	too	av	too	too	0
much	much	d	much	much	0
easiness	easiness	n1	easiness	easiness	0
and	and	cc	and	and	0
indul	indul	av-j	indul	indul	0
∣	∣	sy	∣	∣	0
gence	gence	n1	gence	gence	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Fathers	Fathers	n2	Father's	father	0
and	and	cc	and	and	0
Grand-fathers	Grand-fathers	n2	Grandfathers	grandfather	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
present	present	j	present	present	0
Generation	Generation	n1	Generation	generation	0
,	,	,	,	,	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
first	first	ord	first	first	0
occasi	occasi	fw-la	occasi	occasi	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
of	of	pp-f	of	of	0
elevating	elevating	j-vvg	elevating	elevate	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
height	height	n1	height	height	0
of	of	pp-f	of	of	0
Confidence	Confidence	n1	Confidence	confidence	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
pressing	pressing	vvg	pressing	press	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Seas	Seas	n2	Seas	sea	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
know's	know's	vvz	know's	know	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
tenderness	tenderness	n1	tenderness	tenderness	0
,	,	,	,	,	0
and	and	cc	and	and	0
upon	upon	p-acp	upon	upon	0
what	what	r-crq	what	what	0
terms	terms	n2	terms	term	0
,	,	,	,	,	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
first	first	ord	first	first	0
taken	taken	vvn	taken	take	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
bosom	bosom	n1	bosom	bosom	0
of	of	pp-f	of	of	0
Queen	Queen	n1	Queen	queen	0
Eli	Eli	np1	Eli	Eli	0
∣	∣	sy	∣	∣	0
sabeth	sabeth	n1	sabeth	sabeth	0
?	?	?	?	?	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
no	no	av-dx	no	no	0
sooner	sooner	av-c	sooner	soon	0
warm	warm	vvi	warm	warm	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
shew'd	shew'd	vvd	showed	show	0
their	their	po32	their	their	0
sting	sting	n1	sting	sting	0
,	,	,	,	,	0
and	and	cc	and	and	0
proved	proved	vvd	proved	prove	0
the	the	dt	the	the	0
onely	onely	j	only	only	0
great	great	j	great	great	0
vexation	vexation	n1	vexation	vexation	0
(	(	(	(	(	0
becaus	becaus	c-acp	because	because	0
deceitful	deceitful	j	deceitful	deceitful	0
friends	friends	n2	friends	friend	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
excellent	excellent	j	excellent	excellent	0
Ladie	Ladie	n1	Lady	lady	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
Infant-daies	Infant-daies	n2	Infant-days	infant-day	0
,	,	,	,	,	0
was	was	vbds	was	be	0
both	both	d	both	both	0
Mother	Mother	n1	Mother	mother	0
and	and	cc	and	and	0
Nurs	Nurs	n1	Nurse	nurse	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
ungrateful	ungrateful	j	ungrateful	ungrateful	0
Republick	Republick	n1	Republic	republic	0
