THOMAS	THOMAS	np1	THOMAS	Thomas	0
wee	wee	pns12	we	we	0
must	must	vmb	must	must	0
not	not	xx	not	not	0
deny	deny	vvi	deny	deny	0
nature	nature	n1	nature	nature	0
her	her	po31	her	her	0
due	due	j-jn	due	due	0
passions	passions	n2	passion	passion	0
and	and	cc	and	and	0
affections	affections	n2	affections	affection	0
,	,	,	,	,	0
onely	onely	av-j	only	only	0
take	take	vvb	take	take	0
heed	heed	n1	heed	heed	0
,	,	,	,	,	0
your	your	po22	your	your	0
sorrow	sorrow	n1	sorrow	sorrow	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
boundlesse	boundlesse	j	boundless	boundless	0
,	,	,	,	,	0
immode	immode	j	immode	immode	0
∣	∣	sy	∣	∣	0
rate	rate	n1	rate	rate	0
,	,	,	,	,	0
endlesse	endlesse	j	endless	endless	0
.	.	.	.	.	1
Saint	Saint	n1	Saint	saint	0
Paul	Paul	np1	Paul	Paul	0
will	will	vmb	will	will	0
allowe	allowe	vvi	allow	allow	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
mourne	mourne	vvi	mourn	mourn	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
movrne	movrne	vvi	mourn	mourn	0
as	as	c-acp	as	as	0
one	one	pi	one	one	0
without	without	p-acp	without	without	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
glorous	glorous	j	glorious	glorious	0
resurrection	resurrection	n1	resurrection	resurrection	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
will	will	vmb	will	will	0
1	1	vvn	1	encage	0
Thes.	Thes.	np1	Thes.	Thes.	1
13.	13.	crd	13.	13.	0
not	not	xx	not	not	0
.	.	.	.	.	1
If	If	cs	If	if	0
he	he	pns31	he	he	0
whom	whom	ro-crq	whom	who	0
you	you	pn22	you	you	0
bemoane	bemoane	vvb	bemoan	bemoan	0
were	were	vbdr	were	be	0
utterly	utterly	av-j	utterly	utter	0
lost	lost	vvn	lost	lose	0
,	,	,	,	,	0
and	and	cc	and	and	0
never	never	av-x	never	never	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
revived	revived	vvn	revived	revive	0
,	,	,	,	,	0
you	you	pn22	you	you	0
might	might	vmd	might	may	0
bee	bee	vbi	be	be	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
passionate	passionate	j	passionate	passionate	0
,	,	,	,	,	0
and	and	cc	and	and	0
weepe	weepe	vvi	weep	weep	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Rachel	Rachel	np1	Rachel	Rachel	0
for	for	p-acp	for	for	0
her	her	po31	her	her	0
Children	Children	n2	Children	child	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
bitter	bitter	j	bitter	bitter	0
lamentation	lamentation	n1	lamentation	lamentation	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
seeing	seeing	vvg	seeing	see	0
hee	hee	pns31	he	he	0
hath	hath	vhz	hath	have	0
but	but	p-acp	but	but	0
onely	onely	j	only	only	0
exchanged	exchanged	vvn	exchanged	exchange	0
his	his	po31	his	his	0
lodging	lodging	n1	lodging	lodging	0
and	and	cc	and	and	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
signed	signed	vvn	signed	sign	0
this	this	d	this	this	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
for	for	p-acp	for	for	0
another	another	j-jn	another	another	0
(	(	(	(	(	0
a	a	dt	a	a	0
better	better	jc	better	better	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
heaven	heaven	n1	heaven	heaven	0
:	:	:	:	:	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
now	now	av	now	now	0
bemoane	bemoane	vvi	bemoan	bemoan	0
him	him	pno31	him	he	0
above	above	p-acp	above	above	0
measure	measure	n1	measure	measure	0
,	,	,	,	,	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
to	to	pc-acp	to	to	0
envy	envy	vvi	envy	envy	0
his	his	po31	his	his	0
prefer	prefer	vvi	prefer	prefer	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
your	your	po22	your	your	0
self	self	n1	self	self	0
injurious	injurious	j	injurious	injurious	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
(	(	(	(	(	0
if	if	cs	if	if	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
;	;	;	;	;	0
)	)	)	)	)	0
you	you	pn22	you	you	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
thinke	thinke	vvi	think	think	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
a	a	dt	a	a	0
day	day	n1	day	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
forecast	forecast	vvi	forecast	forecast	0
within	within	p-acp	within	within	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
a	a	dt	a	a	0
destiny	destiny	n1	destiny	destiny	0
,	,	,	,	,	0
that	that	cst	that	that	0
either	either	av-d	either	either	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
part	part	vvi	part	part	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
,	,	,	,	,	0
or	or	cc	or	or	0
he	he	pns31	he	he	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
.	.	.	.	.	1
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
perswaded	perswaded	vvn	persuaded	persuade	0
,	,	,	,	,	0
that	that	cst	that	that	0
this	this	d	this	this	0
affliction	affliction	n1	affliction	affliction	0
did	did	vdd	did	do	0
surprize	surprize	vvi	surprise	surprise	0
you	you	pn22	you	you	0
upon	upon	p-acp	upon	upon	0
a	a	dt	a	a	0
suddaine	suddaine	j	sudden	sudden	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
such	such	d	such	such	0
a	a	dt	a	a	0
faithful	faithful	j	faithful	faithful	0
and	and	cc	and	and	0
experienced	experienced	j-vvn	experienced	experience	0
Disciple	Disciple	n1	Disciple	disciple	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
self	self	n1	self	self	0
)	)	)	)	)	0
would	would	vmd	would	will	0
and	and	cc	and	and	0
did	did	vdd	did	do	0
without	without	p-acp	without	without	0
all	all	d	all	all	0
question	question	n1	question	question	0
(	(	(	(	(	0
put	put	vvd	put	put	0
cases	cases	n2	cases	case	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
nature	nature	n1	nature	nature	0
)	)	)	)	)	0
suspect	suspect	vvb	suspect	suspect	0
casualties	casualties	n2	casualties	casualty	0
,	,	,	,	,	0
weigh	weigh	vvb	weigh	weigh	0
uncertainties	uncertainties	n2	uncertainties	uncertainty	0
,	,	,	,	,	0
foresee	foresee	vvb	foresee	foresee	0
afflictions	afflictions	n2	afflictions	affliction	0
,	,	,	,	,	0
and	and	cc	and	and	0
prouide	prouide	vvi	provide	provide	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
tryal	tryal	n1	trial	trial	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
providence	providence	n1	providence	providence	0
,	,	,	,	,	0
your	your	po22	your	your	0
patience	patience	n1	patience	patience	0
,	,	,	,	,	0
your	your	po22	your	your	0
fortitude	fortitude	n1	fortitude	fortitude	0
,	,	,	,	,	0
now	now	av	now	now	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
forth	forth	av	forth	forth	0
that	that	d	that	that	0
store	store	n1	store	store	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
gathered	gathered	vvn	gathered	gather	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
practise	practise	vvi	practise	practise	0
that	that	cst	that	that	0
Christianity	Christianity	np1	Christianity	Christianity	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
all	all	d	all	all	0
this	this	d	this	this	0
while	while	n1	while	while	0
so	so	av	so	so	0
Plausibly	Plausibly	av-j	Plausibly	plausible	0
,	,	,	,	,	0
and	and	cc	and	and	0
praisably	praisably	av-j	praisably	praisable	0
professed	professed	vvn	professed	profess	0
;	;	;	;	;	0
the	the	dt	the	the	0
chiefe	chiefe	j-jn	chief	chief	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
weapons	weapons	n2	weapons	weapon	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
war	war	n1	war	war	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
Christianity	Christianity	np1	Christianity	Christianity	0
in	in	p-acp	in	in	0
conflicts	conflicts	n2	conflicts	conflict	0
and	and	cc	and	and	0
trialls	trialls	n2	trials	trial	0
,	,	,	,	,	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
manages	manages	vvz	manages	manage	0
his	his	po31	his	his	0
afflictions	afflictions	n2	afflictions	affliction	0
with	with	p-acp	with	with	0
wisdome	wisdome	n1	wisdom	wisdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
beares	beares	vvz	bears	bear	0
the	the	dt	the	the	0
crosse	crosse	n1	cross	cross	0
with	with	p-acp	with	with	0
patience	patience	n1	patience	patience	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
lies	lies	vvz	lies	lie	0
upon	upon	p-acp	upon	upon	0
his	his	po31	his	his	0
owen	owen	np1	owen	Owen	0
shoulders	shoulders	n2	shoulders	shoulder	0
,	,	,	,	,	0
is	is	vbz	is	be	0
undoubtedly	undoubtedly	av-j	undoubtedly	undoubted	0
the	the	dt	the	the	0
best	best	js	best	best	0
Christian	Christian	np1	Christian	Christian	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
your	your	po22	your	your	0
temper	temper	n1	temper	temper	0
and	and	cc	and	and	0
moderation	moderation	n1	moderation	moderation	0
(	(	(	(	(	0
good	good	j	good	good	0
Madam	Madam	n1	Madam	madam	0
)	)	)	)	)	0
appeare	appeare	vvb	appear	appear	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
difficulty	difficulty	n1	difficulty	difficulty	0
that	that	cst	that	that	0
the	the	dt	the	the	0
world	world	n1	world	world	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
fruits	fruits	n2	fruits	fruit	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
as	as	a-acp	as	as	0
well	well	av	well	well	0
advise	advise	vvi	advice	advise	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
give	give	vvb	give	give	0
advice	advice	n1	advice	advice	0
to	to	p-acp	to	to	0
others	others	n2-jn	others	other	0
;	;	;	;	;	0
&	&	cc	&	and	0
wisely	wisely	av-j	wisely	wise	0
digest	digest	vvi	digest	digest	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
Pressures	Pressures	n2	Pressures	pressure	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
prescribe	prescribe	vvi	prescribe	prescribe	0
reme	reme	j-jn	reme	reme	0
∣	∣	sy	∣	∣	0
dies	dies	vvz	die	die	0
for	for	c-acp	for	for	0
other	other	j-jn	other	other	0
mens	mens	ng2	men's	man	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
our	our	po12	our	our	0
happinesse	happinesse	n1	happiness	happiness	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
thus	thus	av	thus	thus	0
afflicted	afflicted	vvn	afflicted	afflict	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
the	the	dt	the	the	0
condition	condition	n1	condition	condition	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
fami	fami	fw-la	fami	fami	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
onely	onely	av-j	only	only	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
lyable	lyable	j	liable	liable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
stroke	stroke	n1	stroke	stroke	0
of	of	pp-f	of	of	0
death	death	n1	death	death	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
;	;	;	;	;	0
this	this	d	this	this	0
may	may	vmb	may	may	0
a	a	dt	a	a	0
little	little	j	little	little	0
revive	revive	vvb	revive	revive	0
your	your	po22	your	your	0
drooping	drooping	j-vvg	drooping	droop	0
Spirits	Spirits	n2	Spirits	spirit	0
,	,	,	,	,	0
and	and	cc	and	and	0
adde	adde	vvi	add	add	0
something	something	pi	something	something	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
comforts	comforts	n2	comforts	comfort	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
hath	hath	vhz	hath	have	0
no	no	dx	no	no	0
temptation	temptation	n1	temptation	temptation	0
taken	taken	vvn	taken	take	0
you	you	pn22	you	you	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
common	common	j	common	common	0
to	to	p-acp	to	to	0
men	men	n2	men	man	0
.	.	.	.	.	1
How	How	c-crq	How	how	0
many	many	d	many	many	0
thousands	thousands	crd	thousands	thousand	0
shares	shares	n2	shares	share	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
like	like	j	like	like	0
affliction	affliction	n1	affliction	affliction	0
?	?	?	?	?	0
for	for	p-acp	for	for	0
husbands	husbands	n2	husbands	husband	0
to	to	pc-acp	to	to	0
loose	loose	vvi	lose	loose	0
their	their	po32	their	their	0
wives	wives	n2	wives	wife	0
,	,	,	,	,	0
and	and	cc	and	and	0
wives	wives	n2	wives	wife	0
againe	againe	av	again	again	0
their	their	po32	their	their	0
husbands	husbands	n2	husbands	husband	0
,	,	,	,	,	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
common	common	j	common	common	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
you	you	pn22	you	you	0
cannot	cannot	vmbx	cannot	can	0
in	in	p-acp	in	in	0
reason	reason	n1	reason	reason	0
be	be	vbi	be	be	0
justly	justly	av-j	justly	just	0
offended	offended	vvn	offended	offend	0
,	,	,	,	,	0
or	or	cc	or	or	0
grieved	grieved	vvd	grieved	grieve	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
singu	singu	n1	singu	singu	0
∣	∣	sy	∣	∣	0
lar	lar	n1	lar	lar	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
have	have	vhb	have	have	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
most	most	ds	most	most	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
companions	companions	n2	companions	companion	0
.	.	.	.	.	1
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
loath	loath	j	loath	loath	0
that	that	cst	that	that	0
the	the	dt	the	the	0
remembrance	remembrance	n1	remembrance	remembrance	0
of	of	pp-f	of	of	0
thse	thse	d	thse	these	0
things	things	n2	things	thing	0
should	should	vmd	should	shall	0
la	la	fw-fr	la	la	0
∣	∣	sy	∣	∣	0
den	den	zz	den	den	0
your	your	po22	your	your	0
thoughts	thoughts	n2	thoughts	thought	0
a	a	dt	a	a	0
fsh	fsh	n1	fsh	fsh	0
,	,	,	,	,	0
or	or	cc	or	or	0
rub	rub	vvb	rub	rub	0
up	up	a-acp	up	up	0
that	that	d	that	that	0
fore	fore	n1	before	fore	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
wisedome	wisedome	n1	wisdom	wisdom	0
and	and	cc	and	and	0
time	time	n1	time	time	0
hath	hath	vhz	hath	have	0
wel	wel	av	well	well	0
∣	∣	sy	∣	∣	0
night	night	n1	night	night	0
skind	skind	vvn	skind	skin	0
over	over	a-acp	over	over	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
my	my	po11	my	my	0
intention	intention	n1	intention	intention	0
,	,	,	,	,	0
I	I	pns11	I	i	0
aime	aime	vvb	aim	aim	0
at	at	p-acp	at	at	0
nothing	nothing	pix	nothing	nothing	0
lesse	lesse	av-dc	less	less	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
remēbrance	remēbrance	n1	remembrance	remembrance	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
griefe	griefe	n1	grief	grief	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
physick	physick	n1	physic	physic	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
prescribe	prescribe	vvb	prescribe	prescribe	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
chaunce	chaunce	vvi	chance	chance	0
to	to	pc-acp	to	to	0
cause	cause	vvi	cause	cause	0
any	any	d	any	any	0
little	little	j	little	little	0
distemper	distemper	n1	distemper	distemper	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
patient	patient	j	patient	patient	0
,	,	,	,	,	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
(	(	(	(	(	0
I	I	pns11	I	i	0
presume	presume	vvb	presume	presume	0
)	)	)	)	)	0
blame	blame	vvb	blame	blame	0
the	the	dt	the	the	0
phisitian	phisitian	n1	physician	physician	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
pati	pati	n1	patience	patience	0
∣	∣	sy	∣	∣	0
ents	ents	fw-fr	ents	ents	0
constitutions	constitutions	n2	constitutions	constitution	0
,	,	,	,	,	0
every	every	d	every	every	0
thing	thing	n1	thing	thing	0
works	works	vvz	works	work	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
ording	ording	vvg	ording	ord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
disposition	disposition	n1	disposition	disposition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
receiver	receiver	n1	receiver	receiver	0
,	,	,	,	,	0
nothing	nothing	pix	nothing	nothing	0
comes	comes	vvz	comes	come	0
amisse	amisse	av	amiss	amiss	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
rightly	rightly	av-jn	rightly	right	0
disposed	disposed	vvn	disposed	dispose	0
Christian	Christian	njp	Christian	christian	0
:	:	:	:	:	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
wise	wise	j	wise	wise	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
learned	learned	vvn	learned	learn	0
with	with	p-acp	with	with	0
holy	holy	j	holy	holy	0
Job	Job	n1	Job	job	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
both	both	d	both	both	0
good	good	j	good	good	0
and	and	cc	and	and	0
ill	ill	av-jn	ill	ill	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
And	And	cc	And	and	0
with	with	p-acp	with	with	0
patient	patient	j	patient	patient	0
Paul	Paul	np1	Paul	Paul	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
condition	condition	n1	condition	condition	0
God	God	np1	God	God	0
shal	shal	vmb	shall	shall	0
cast	cast	vvi	cast	cast	0
you	you	pn22	you	you	0
therewith	therewith	av	therewith	therewith	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
content	content	j	content	content	0
,	,	,	,	,	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
denied	denied	vvn	denied	deny	0
but	but	p-acp	but	but	0
that	that	d	that	that	0
your	your	po22	your	your	0
sufferings	sufferings	n2	sufferings	suffering	0
are	are	vbr	are	be	0
som	som	d	some	some	0
what	what	q-crq	what	what	0
and	and	cc	and	and	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
deserue	deserue	vvi	deserve	deserve	0
commisse	commisse	av	commisse	commisse	0
∣	∣	sy	∣	∣	0
ration	ration	n1	ration	ration	0
and	and	cc	and	and	0
condolement	condolement	n1	condolement	condolement	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
nothing	nothing	pix	nothing	nothing	0
to	to	p-acp	to	to	0
what	what	r-crq	what	what	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
seveere	seveere	j-jn	seveere	seveere	0
justice	justice	n1	justice	justice	0
could	could	vmd	could	can	0
and	and	cc	and	and	0
might	might	vmd	might	may	0
inflict	inflict	vvi	inflict	inflict	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
.	.	.	.	.	1
You	You	pn22	You	you	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
yet	yet	av	yet	yet	0
resisted	resisted	vvn	resisted	resist	0
into	into	p-acp	into	into	0
blood	blood	n1	blood	blood	0
:	:	:	:	:	0
sire	sire	n1	sire	sire	0
and	and	cc	and	and	0
faggot	faggot	n1	faggot	faggot	0
and	and	cc	and	and	0
the	the	dt	the	the	0
sword	sword	n1	sword	sword	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
intollerable	intollerable	j	intolerable	intolerable	0
afflictions	afflictions	n2	afflictions	affliction	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
fore-fathers	fore-fathers	n2	forefathers	forefather	0
