Most	Most	av-ds	Most	most	0
excellent	excellent	j	excellent	excellent	0
Dan.	Dan.	np1	Dan.	Dan.	1
4.	4.	crd	4.	4.	0
36.	36.	crd	36.	36.	1
Majesty	Majesty	n1	Majesty	majesty	0
is	is	vbz	is	be	0
given	given	vvn	given	give	0
them	them	pno32	them	they	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
next	next	ord	next	next	0
under	under	p-acp	under	under	0
Rom.	Rom.	np1	Rom.	Rom.	1
13.	13.	crd	13.	13.	1
God	God	np1	God	God	0
,	,	,	,	,	0
Head	Head	n1	Head	head	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Commonwealth	Commonwealth	n1	Commonwealth	commonwealth	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord's	Lord's	ng1	Lord's	lord	0
Lieutenants	Lieutenants	n2	Lieutenants	lieutenant	0
here	here	av	here	here	0
on	on	p-acp	on	on	0
Earth	Earth	n1	Earth	earth	0
.	.	.	.	.	1
And	And	np1	And	And	0
seeing	seeing	vvg	seeing	see	0
since	since	p-acp	since	since	0
the	the	dt	the	the	0
Fall	Fall	n1	Fallen	fall	0
,	,	,	,	,	0
Mans	Mans	ng1	men	man	0
Heart	Heart	n1	Heart	heart	0
is	is	vbz	is	be	0
Jer.	Jer.	np1	Jer.	Jer.	1
17.	17.	crd	17.	17.	0
9.	9.	crd	9.	9	0
deceitful	deceitful	j	deceitful	deceitful	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
Mans	Mans	ng1	men	man	0
Flesh	Flesh	n1	Flesh	flesh	0
dwelleth	dwelleth	vvz	dwells	dwell	0
no	no	dx	no	no	0
good	good	j	good	good	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Good	Good	j	Good	good	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
do	do	vdi	do	do	0
,	,	,	,	,	0
he	he	pns31	he	he	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Evil	Evil	n-jn	Evil	evil	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
doth	doth	vdz	does	do	0
Rom.	Rom.	np1	Rom.	Rom.	1
7.	7.	crd	7.	7.	0
.	.	.	.	.	1
There	There	a-acp	There	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
for	for	p-acp	for	for	0
guide	guide	n1	guide	guide	0
in	in	p-acp	in	in	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
given	given	vvn	given	give	0
Kings	Kings	n2	Kings	king	0
the	the	dt	the	the	0
second	second	ord	second	second	0
Exod.	Exod.	np1	Exod.	Exod.	1
20.	20.	crd	20.	20.	1
Table	Table	n1	Table	table	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Royal	Royal	j	Royal	royal	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
sure	sure	j	sure	sure	0
Foundation	Foundation	n1	Foundation	foundation	0
and	and	cc	and	and	0
Rule	Rule	n1	Rule	rule	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
square	square	vvi	square	square	0
all	all	d	all	all	0
their	their	po32	their	their	0
Laws	Laws	n2	Laws	law	0
by	by	p-acp	by	by	0
to	to	pc-acp	to	to	0
govern	govern	vvi	govern	govern	0
their	their	po32	their	their	0
People	People	n1	People	people	0
;	;	;	;	;	0
so	so	av	so	so	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
they	they	pns32	they	they	0
bear	bear	vvb	bear	bear	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Sword	Sword	n1	Sword	sword	0
in	in	p-acp	in	in	0
vain	vain	j	vain	vain	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
use	use	vvb	use	use	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Glory	Glory	n1	Glory	glory	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
punishment	punishment	n1	punishment	punishment	0
of	of	pp-f	of	of	0
Evil-doers	Evil-doers	n2	Evildoers	evildoer	0
Rom.	Rom.	np1	Rom.	Rom.	1
13.	13.	crd	13.	13.	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
praise	praise	n1	praise	praise	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
do	do	vdb	do	do	0
well	well	av	well	well	0
:	:	:	:	:	0
Of	Of	pp-f	Of	of	0
which	which	r-crq	which	which	0
Trust	Trust	n1	Trust	trust	0
and	and	cc	and	and	0
Stewardship	Stewardship	n1	Stewardship	stewardship	0
committed	committed	vvn	committed	commit	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
they	they	pns32	they	they	0
must	must	vmb	must	must	0
shortly	shortly	av-j	shortly	short	0
give	give	vvi	give	give	0
an	an	dt	and	a	0
Account	Account	vvb	Account	account	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Chief	Chief	j-jn	Chief	chief	0
Judg	Judg	n1	Judge	judge	0
,	,	,	,	,	0
the	the	dt	the	the	0
Prince	Prince	n1	Prince	prince	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Kings	Kings	n2	Kings	king	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
last	last	ord	last	last	0
Day	Day	n1	Day	day	0
.	.	.	.	.	1
The	The	dt	The	the	0
other	other	j-jn	other	other	0
State	State	n1	State	state	0
or	or	cc	or	or	0
Piller	Piller	n1	Pillar	pillar	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Rev.	Rev.	n1	Rev.	rev.	1
15.	15.	crd	15.	15.	0
3	3	crd	3	3	1
Mat.	Mat.	np1	Mat.	Mat	0
28.	28.	crd	28.	28.	0
18	18	crd	18	18	1
Kingly	Kingly	j	Kingly	kingly	0
Government	Government	n1	Government	government	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
or	or	cc	or	or	0
John	John	np1	John	John	0
18.	18.	crd	18.	18.	0
36.	36.	crd	36.	36.	1
Kingdom	Kingdom	n1	Kingdom	kingdom	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
things	things	n2	things	thing	0
Spiritual	Spiritual	j	Spiritual	spiritual	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
Christ	Christ	np1	Christ	Christ	0
hath	hath	vhz	hath	have	0
his	his	po31	his	his	0
Of	Of	pp-f	Of	of	0
∣	∣	sy	∣	∣	0
fice	fice	n1	fice	fice	0
under	under	p-acp	under	under	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
only	only	j	only	only	0
Head	Head	n1	Head	head	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Mystical	Mystical	j	Mystical	mystical	0
Body	Body	n1	Body	body	0
Ephes.	Ephes.	np1	Ephes.	Ephes.	1
5.	5.	crd	5.	5.	0
23.	23.	crd	23.	23.	1
Col.	Col.	np1	Col.	Col.	0
1.	1.	crd	1.	1.	0
17.	17.	crd	17.	17.	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
whose	whose	rg-crq	whose	who	0
Government	Government	n1	Government	government	0
is	is	vbz	is	be	0
given	given	vvn	given	give	0
the	the	dt	the	the	0
first	first	ord	first	first	0
Table	Table	n1	Table	table	0
of	of	pp-f	of	of	0
God's	God's	npg1	God's	God	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
most	most	av-ds	most	most	0
sure	sure	j	sure	sure	0
Foundation	Foundation	n1	Foundation	foundation	0
are	are	vbr	are	be	0
all	all	d	all	all	0
the	the	dt	the	the	0
Laws	Laws	n2	Laws	law	0
made	made	vvn	made	make	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
Ages	Ages	n2	Ages	age	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
worship	worship	n1	worship	worship	0
:	:	:	:	:	0
And	And	cc	And	and	0
though	though	cs	though	though	0
Christ	Christ	np1	Christ	Christ	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
manifested	manifested	vvn	manifested	manifest	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Flesh	Flesh	n1	Flesh	flesh	0
till	till	c-acp	till	till	0
these	these	d	these	these	0
last	last	ord	last	last	0
Times	Times	n2	Times	time	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
was	was	vbds	was	be	0
he	he	pns31	he	he	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Days	Days	n2	Days	day	0
of	of	pp-f	of	of	0
Adam	Adam	np1	Adam	Adam	0
King	King	n1	King	king	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
Psal.	Psal.	np1	Psal.	Psal.	1
2.	2.	crd	2.	2.	0
6.	6.	crd	6.	6.	1
Hill	Hill	n1	Hill	hill	0
of	of	pp-f	of	of	0
Sion	Sion	np1	Sion	Zion	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
Figures	Figures	n2	Figures	figure	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Heb.	Heb.	np1	Heb.	Heb.	1
7.	7.	crd	7.	7.	0
1.	1.	crd	1.	1.	1
Ps.	Ps.	np1	Ps.	Ps.	0
110.	110.	crd	110.	110.	0
4.	4.	crd	4.	4.	1
Melchisedeck	Melchisedeck	np1	Melchisedeck	Melchisedeck	0
,	,	,	,	,	0
Acts	Acts	vvz	Acts	act	0
3.	3.	crd	3.	3.	0
22.	22.	crd	22.	22.	1
Moses	Moses	np1	Moses	Moses	0
,	,	,	,	,	0
and	and	cc	and	and	0
David	David	np1	David	David	0
;	;	;	;	;	0
so	so	av	so	so	0
Christ	Christ	np1	Christ	Christ	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
same	same	d	same	same	0
Yesterday	Yesterday	av-an	Yesterday	yesterday	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Day	Day	n1	Day	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
Heb.	Heb.	np1	Heb.	Heb.	1
13.	13.	crd	13.	13.	0
8	8	crd	8	8	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
sitteth	sitteth	vvz	sitteth	sit	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Throne	Throne	n1	Throne	throne	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Father	Father	n1	Father	father	0
David	David	np1	David	David	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
written	written	vvn	written	write	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
Isa.	Isa.	np1	Isa.	Isa.	1
11.	11.	crd	11.	11.	0
3	3	crd	3	3	0
,	,	,	,	,	1
4.	4.	crd	4.	4.	1
That	That	cst	That	that	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
judg	judg	vvb	judge	judge	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Eyes	Eyes	n2	Eyes	eye	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
reprove	reprove	vvi	reprove	reprove	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
hearing	hearing	n-vvg	hearing	hear	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Ears	Ears	n2	Ears	ear	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
with	with	p-acp	with	with	0
Righ	Righ	j-jn	Righ	right	0
∣	∣	sy	∣	∣	0
teousness	teousness	n1-u	teousness	teousnes	0
shall	shall	vmb	shall	shall	0
he	he	pns31	he	he	0
judg	judg	vvb	judge	judge	0
the	the	dt	the	the	0
Poor	Poor	j	Poor	poor	0
,	,	,	,	,	0
and	and	cc	and	and	0
reprove	reprove	vvi	reprove	reprove	0
with	with	p-acp	with	with	0
Equity	Equity	n1	Equity	equity	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Meek	Meek	j	Meek	meek	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
:	:	:	:	:	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
smite	smite	vvi	smite	smite	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Rod	Rod	n1	Rod	rod	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Mouth	Mouth	n1	Mouth	mouth	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
breath	breath	n1	breath	breath	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Lips	Lips	n2	Lips	lip	0
shall	shall	vmb	shall	shall	0
he	he	pns31	he	he	0
slay	slay	vvi	slay	slay	0
the	the	dt	the	the	0
Wick	Wick	n1	Wick	wick	0
∣	∣	sy	∣	∣	0
ed.	ed.	n1	ed.	ed.	1
So	So	av	So	so	0
that	that	cst	that	that	0
his	his	po31	his	his	0
Weapons	Weapons	n2	Weapons	weapon	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
Carnal	Carnal	j	Carnal	carnal	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
his	his	po31	his	his	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
World	World	n1	World	world	0
;	;	;	;	;	0
so	so	av	so	so	0
differing	differing	vvg	differing	differ	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Civil	Civil	j	Civil	civil	0
State	State	n1	State	state	0
.	.	.	.	.	1
Moreover	Moreover	np1	Moreover	Moreover	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
these	these	d	these	these	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
only	only	j	only	only	0
States	States	n2	States	state	0
ordained	ordained	vvn	ordained	ordain	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
na	na	fw-la	na	na	0
∣	∣	sy	∣	∣	0
ture	ture	n1	ture	ture	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
being	being	vbg	being	be	0
so	so	av	so	so	0
different	different	j	different	different	0
the	the	dt	the	the	0
one	one	crd	one	one	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
Civil	Civil	j	Civil	civil	0
and	and	cc	and	and	0
Spiritual	Spiritual	j	Spiritual	spiritual	0
is	is	vbz	is	be	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
one	one	crd	one	one	0
State	State	n1	State	state	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
meddle	meddle	vvi	meddle	meddle	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Work	Work	n1	Work	work	0
that	that	cst	that	that	0
belongeth	belongeth	vvz	belongeth	belong	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
.	.	.	.	.	1
And	And	cc	And	and	0
hereupon	hereupon	av	hereupon	hereupon	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
,	,	,	,	,	0
constitute	constitute	vvb	constitute	constitute	0
the	the	dt	the	the	0
Civil	Civil	j	Civil	civil	0
State	State	n1	State	state	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Tribe	Tribe	n1	Tribe	tribe	0
of	of	pp-f	of	of	0
Gen.	Gen.	np1	Gen.	Gen.	1
49.	49.	crd	49.	49.	0
10.	10.	crd	10.	10.	0
2	2	crd	2	2	1
Chron.	Chron.	np1	Chron.	Chron.	0
5.	5.	crd	5.	5.	0
2.	2.	crd	2.	2.	1
Judah	Judah	np1	Judah	Judah	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Spiritual	Spiritual	j	Spiritual	spiritual	0
State	State	n1	State	state	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Tribe	Tribe	n1	Tribe	tribe	0
of	of	pp-f	of	of	0
Levi	Levi	np1	Levi	Levi	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
when	when	q-crq	when	when	0
King	King	n1	King	king	0
Uzziah	Uzziah	np1	Uzziah	Uzziah	0
would	would	vmd	would	will	0
presume	presume	vvi	presume	presume	0
to	to	pc-acp	to	to	0
break	break	vvi	break	break	0
God's	God's	npg1	God's	God	0
Order	Order	n1	Order	order	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
that	that	d	that	that	0
Work	Work	n1	Work	work	0
which	which	r-crq	which	which	0
2	2	crd	2	2	0
Chron.	Chron.	np1	Chron.	Chron.	1
27.	27.	crd	27.	27.	0
16	16	crd	16	16	0
,	,	,	,	,	1
17	17	crd	17	17	0
,	,	,	,	,	0
18.	18.	crd	18.	18.	0
belonged	belonged	vvd	belonged	belong	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Civil	Civil	j	Civil	civil	0
States	States	ng1	States	state	0
Office	Office	n1	Office	office	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
smote	smote	vvd	smote	smite	0
him	him	pno31	him	he	0
with	with	p-acp	with	with	0
Leprosie	Leprosie	n1	Leprosy	leprosy	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Death	Death	n1	Death	death	0
;	;	;	;	;	0
that	that	d	that	that	0
others	others	n2-jn	others	other	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
warned	warned	vvn	warned	warn	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
presume	presume	vvi	presume	presume	0
above	above	p-acp	above	above	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
written	written	vvn	written	write	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
4.	4.	crd	4.	4.	0
6.	6.	crd	6.	6.	1
Therefore	Therefore	av	Therefore	therefore	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
,	,	,	,	,	0
our	our	po12	our	our	0
High	High	j	High	high	0
Priest	Priest	n1	Priest	priest	0
,	,	,	,	,	0
and	and	cc	and	and	0
only	only	j	only	only	0
Lord	Lord	n1	Lord	lord	0
Spiritual	Spiritual	j	Spiritual	spiritual	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
meddle	meddle	vvi	meddle	meddle	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Magistrates-work	Magistrates-work	n1	Magistrates-work	magistrates-work	0
nor	nor	ccx	nor	nor	0
Office	Office	n1	Office	office	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
Judgment	Judgment	n1	Judgement	judgement	0
on	on	p-acp	on	on	0
a	a	dt	a	a	0
Woman	Woman	n1	Woman	woman	0
taken	taken	vvn	taken	take	0
in	in	p-acp	in	in	0
Adultery	Adultery	n1	Adultery	adultery	0
John	John	np1	John	John	0
8.	8.	crd	8.	8.	0
3	3	crd	3	3	0
,	,	,	,	,	1
4	4	crd	4	4	0
,	,	,	,	,	0
5.	5.	crd	5.	5.	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
divide	divide	vvi	divide	divide	0
Inheri	Inheri	av	Inheri	inheri	0
∣	∣	sy	∣	∣	0
tances	tances	fw-fr	tances	tances	0
between	between	p-acp	between	between	0
Brethren	Brethren	n2	Brothers	brethren	0
:	:	:	:	:	0
And	And	cc	And	and	0
likewise	likewise	av	likewise	likewise	0
commanded	commanded	vvd	commanded	command	0
his	his	po31	his	his	0
Disciples	Disciples	n2	Disciples	disciple	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
Bishops	Bishops	n2	Bishops	bishop	0
and	and	cc	and	and	0
Ministers	Ministers	n2	Ministers	minister	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Worlds	Worlds	ng1	World's	world	0
end	end	n1	end	end	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
on	on	p-acp	on	on	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
title	title	n1	title	title	0
Luke	Luke	av	Lycia	luke	0
22.	22.	crd	22.	22.	0
25.	25.	crd	25.	25.	1
Mat.	Mat.	np1	Mat.	Mat	0
20.	20.	crd	20.	20.	0
25.	25.	crd	25.	25.	0
of	of	pp-f	of	of	0
Politick	Politick	j	Politic	politic	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
rather	rather	av-c	rather	rather	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
Chief	Chief	j-jn	Chief	chief	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Servant	Servant	n1	Servant	servant	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
;	;	;	;	;	0
and	and	cc	and	and	0
not	not	xx	not	not	0
as	as	p-acp	as	as	0
Lords	Lords	n2	Lords	lord	0
,	,	,	,	,	0
either	either	av-d	either	either	0
in	in	p-acp	in	in	0
Title	Title	n1	Title	title	0
or	or	cc	or	or	0
Rule	Rule	n1	Rule	rule	0
,	,	,	,	,	0
over	over	p-acp	over	over	0
God's	God's	npg1	God's	God	0
Heritage	Heritage	n1	Heritage	heritage	0
1	1	vvn	1	encage	0
Pet.	Pet.	np1	Pet.	Pet.	1
5.	5.	crd	5.	5.	0
3.	3.	crd	3.	3.	0
,	,	,	,	,	0
or	or	cc	or	or	0
Churches	Churches	n2	Churches	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
we	we	pns12	we	we	0
see	see	vvb	see	see	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
hath	hath	vhz	hath	have	0
limited	limited	vvn	limited	limit	0
either	either	d	either	either	0
State	State	n1	State	state	0
to	to	pc-acp	to	to	0
keep	keep	vvi	keep	keep	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
limits	limits	n2	limits	limit	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
ordained	ordained	vvn	ordained	ordain	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
as	as	c-acp	as	as	0
touch	touch	vvi	touch	touch	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
the	the	dt	the	the	0
Civil	Civil	j	Civil	civil	0
Magistratical	Magistratical	j	Magistratical	magistratical	0
State	State	n1	State	state	0
,	,	,	,	,	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
justly	justly	av-j	justly	just	0
conclude	conclude	vvi	conclude	conclude	0
,	,	,	,	,	0
That	That	cst	That	that	0
whatso	whatso	n1	whatso	whatso	0
