ALl	ALl	av-d	ALl	all	0
against	against	p-acp	against	against	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
Craft	Craft	n1	Craft	craft	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
cast	cast	vvi	cast	cast	0
off	off	a-acp	off	off	0
the	the	dt	the	the	0
Guilt	Guilt	j-vvn	Gilded	gild	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
hainous	hainous	j	heinous	heinous	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
least	least	cs	lest	lest	0
it	it	pn31	it	it	0
remain	remain	vvb	remain	remain	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
perish	perish	vvb	perish	perish	0
and	and	cc	and	and	0
dye	dye	vvi	die	dye	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
wickednesse	wickednesse	n1	wickedness	wickedness	0
,	,	,	,	,	0
unrepented	unrepented	n1	unrepented	unrepented	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
be	be	vbi	be	be	0
cast	cast	vvn	cast	cast	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Lake	Lake	n1	Lake	lake	0
that	that	cst	that	that	0
burn	burn	n1	burn	burn	0
∣	∣	sy	∣	∣	0
eth	eth	zz	eth	eth	0
with	with	p-acp	with	with	0
fire	fire	n1	fire	fire	0
and	and	cc	and	and	0
brimstone	brimstone	n1	brimstone	brimstone	0
,	,	,	,	,	0
prepared	prepared	vvn	prepared	prepare	0
for	for	p-acp	for	for	0
sorcerers	sorcerers	n2	sorcerers	sorcerer	0
and	and	cc	and	and	0
wicked	wicked	j	wicked	wicked	0
ones	ones	pi2	ones	one	0
,	,	,	,	,	0
Isai.	Isai.	np1	Isai.	Isai.	1
30.	30.	crd	30.	30.	0
33.	33.	crd	33.	33.	1
Mat.	Mat.	np1	Mat.	Mat	0
25.	25.	crd	25.	25.	0
41.	41.	crd	41.	41.	1
Rev.	Rev.	n1	Rev.	rev.	0
21.	21.	crd	21.	21.	0
8.	8.	crd	8.	8.	1
Rev.	Rev.	n1	Rev.	rev.	0
20.	20.	crd	20.	20.	0
9	9	crd	9	9	0
,	,	,	,	,	1
10	10	crd	10	10	0
,	,	,	,	,	0
15.	15.	crd	15.	15.	1
And	And	cc	And	and	0
all	all	d	all	all	0
you	you	pn22	you	you	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
to	to	pc-acp	to	to	0
enquire	enquire	vvi	inquire	inquire	0
at	at	p-acp	at	at	0
wizards	wizards	n2	wizards	wizard	0
,	,	,	,	,	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
gone	gone	vvn	gone	go	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Counsell	Counsell	n1	Counsel	counsel	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
way	way	n1	way	way	0
to	to	pc-acp	to	to	0
turn	turn	vvi	turn	turn	0
in	in	p-acp	in	in	0
again	again	av	again	again	0
is	is	vbz	is	be	0
to	to	p-acp	to	to	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
clare	clare	vvb	clare	clare	0
against	against	p-acp	against	against	0
that	that	d	that	that	0
craft	craft	n1	craft	craft	0
openly	openly	av-j	openly	open	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Devill	Devill	n1	Devil	devil	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
wizards	wizards	n2	wizards	wizard	0
live	live	vvb	live	live	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
and	and	cc	and	and	0
utterly	utterly	av-j	utterly	utter	0
to	to	pc-acp	to	to	0
abhorre	abhorre	vvi	abhor	abhor	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
do	do	vdb	do	do	0
so	so	av	so	so	0
:	:	:	:	:	0
you	you	pn22	you	you	0
cast	cast	vvd	cast	cast	0
off	off	a-acp	off	off	0
the	the	dt	the	the	0
Guilt	Guilt	j-vvn	Gilded	gild	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
otherwaies	otherwaies	av	otherways	otherways	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
cast	cast	vvn	cast	cast	0
off	off	a-acp	off	off	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
repent	repent	vvi	repent	repent	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
turn	turn	vvi	turn	turn	0
from	from	p-acp	from	from	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
declare	declare	vvi	declare	declare	0
against	against	p-acp	against	against	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
may	may	vmb	may	may	0
hear	hear	vvi	hear	hear	0
and	and	cc	and	and	0
fear	fear	vvi	fear	fear	0
,	,	,	,	,	0
and	and	cc	and	and	0
take	take	vvb	take	take	0
warning	warning	vvg	warning	warn	0
also	also	av	also	also	0
,	,	,	,	,	0
least	least	cs	lest	lest	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
pe	pe	fw-es	pe	pe	0
∣	∣	sy	∣	∣	0
rish	rish	zf	rish	rich	0
,	,	,	,	,	0
and	and	cc	and	and	0
go	go	vvb	go	go	0
down	down	a-acp	down	down	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
pit	pit	n1	pit	pit	0
:	:	:	:	:	0
To	To	p-acp	To	to	0
the	the	dt	the	the	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
your	your	po22	your	your	0
Con	Con	vvb	Con	con	0
∣	∣	sy	∣	∣	0
sciences	sciences	n2	sciences	science	0
,	,	,	,	,	0
I	I	pns11	I	i	0
speak	speak	vvb	speak	speak	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
checks	checks	vvz	checks	check	0
and	and	cc	and	and	0
reproves	reproves	vvz	reproves	reprove	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
secret	secret	j-jn	secret	secret	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
evil	evil	n-jn	evil	evil	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
doings	doings	n2-vdg	doings	do	0
,	,	,	,	,	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
your	your	po22	your	your	0
memories	memories	n2	memories	memory	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
quicken	quicken	vvb	quicken	quicken	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
,	,	,	,	,	0
and	and	cc	and	and	0
see	see	vvb	see	see	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
question	question	vvi	question	question	0
you	you	pn22	you	you	0
secretly	secretly	av-jn	secretly	secret	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Conscience	Conscience	n1	Conscience	conscience	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	c-acp	before	fore	0
you	you	pn22	you	you	0
went	went	vvd	went	go	0
to	to	pc-acp	to	to	0
enquire	enquire	vvi	inquire	inquire	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
wizard	wizard	n1	vizard	wizard	0
,	,	,	,	,	0
and	and	cc	and	and	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
had	had	vhn	had	have	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
gone	gone	vvn	gone	go	0
,	,	,	,	,	0
and	and	cc	and	and	0
after	after	p-acp	after	after	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
Counsell	Counsell	n1	Counsel	counsel	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
wiz	wiz	av	wiz	wiz	0
∣	∣	sy	∣	∣	0
ard	ard	av-j	ard	ard	0
,	,	,	,	,	0
The	The	dt	The	the	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Consciences	Consciences	n2	Consciences	conscience	0
would	would	vmd	would	will	0
check	check	vvi	check	check	0
and	and	cc	and	and	0
reprove	reprove	vvi	reprove	reprove	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Consciences	Consciences	n2	Consciences	conscience	0
afterwards	afterwards	av	afterwards	afterward	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
tell	tell	vvb	tell	tell	0
you	you	pn22	you	you	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
Counsell	Counsell	n1	Counsel	counsel	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Devill	Devill	n1	Devil	devil	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
wizard	wizard	n1	vizard	wizard	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
light	light	n1	light	light	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Consciences	Consciences	n2	Consciences	conscience	0
will	will	vmb	will	will	0
still	still	av	still	still	0
accuse	accuse	vvi	accuse	accuse	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
you	you	pn22	you	you	0
go	go	vvb	go	go	0
,	,	,	,	,	0
and	and	cc	and	and	0
declare	declare	vvi	declare	declare	0
against	against	p-acp	against	against	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
cast	cast	vvd	cast	cast	0
it	it	pn31	it	it	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
danger	danger	n1	danger	danger	0
to	to	p-acp	to	to	0
pe	pe	zz	pe	pe	0
∣	∣	sy	∣	∣	0
rish	rish	zf	rish	rich	0
.	.	.	.	.	1
And	And	cc	And	and	0
all	all	d	all	all	0
now	now	av	now	now	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
warned	warned	vvn	warned	warn	0
,	,	,	,	,	0
take	take	vvb	take	take	0
heed	heed	n1	heed	heed	0
of	of	pp-f	of	of	0
sinning	sinning	vvg	sinning	sin	0
willful	willful	j	wilful	wilful	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
against	against	p-acp	against	against	0
light	light	n1	light	light	0
or	or	cc	or	or	0
grace	grace	n1	grace	grace	0
received	received	vvn	received	receive	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
do	do	vdb	do	do	0
read	read	vvi	read	read	0
your	your	po22	your	your	0
Reward	Reward	n1	Reward	reward	0
.	.	.	.	.	1
Heb.	Heb.	np1	Heb.	Heb.	0
10.	10.	crd	10.	10.	0
26	26	crd	26	26	0
,	,	,	,	,	1
27.	27.	crd	27.	27.	1
