LORDS	LORDS	ng1	LORDS	lord	0
Shee	Shee	np1	Shee	Shee	0
now	now	av	now	now	0
mournes	mournes	vvz	mourns	mourn	0
both	both	d	both	both	0
in	in	p-acp	in	in	0
teares	teares	n2	tears	tear	0
and	and	cc	and	and	0
blood	blood	n1	blood	blood	0
,	,	,	,	,	0
and	and	cc	and	and	0
breathes	breathes	vvz	breathes	breathe	0
forth	forth	av	forth	forth	0
her	her	po31	her	her	0
wounds	wounds	n2	wounds	wound	0
and	and	cc	and	and	0
sorrowes	sorrowes	n2	sorrows	sorrow	0
to	to	p-acp	to	to	0
vs	vs	pno12	us	we	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
fainting	fainting	j-vvg	fainting	faint	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
almost	almost	av	almost	almost	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
dying	dying	j-vvg	dying	die	0
eloquence	eloquence	n1	eloquence	eloquence	0
;	;	;	;	;	0
Shall	Shall	vmb	Shall	shall	0
wee	wee	pns12	we	we	0
therefore	therefore	av	therefore	therefore	0
(	(	(	(	(	0
who	who	r-crq	who	who	0
professe	professe	vvb	profess	profess	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
best	best	js	best	best	0
of	of	pp-f	of	of	0
Chri	Chri	n2	Chri	chri	0
∣	∣	sy	∣	∣	0
stians	stians	n2	stians	stian	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
deerest	deerest	js-jn	dearest	dear	0
of	of	pp-f	of	of	0
Gods	Gods	n2	Gods	god	0
Children	Children	n2	Children	child	0
)	)	)	)	)	0
permit	permit	vvi	permit	permit	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
phannesse	phannesse	n1	phannesse	phannesse	0
to	to	p-acp	to	to	0
preuaile	preuaile	vvi	prevail	prevail	0
ore	ore	a-acp	over	over	0
pietie	pietie	n1	piety	piety	0
,	,	,	,	,	0
Idolatrie	Idolatrie	n1	Idolatry	idolatry	0
to	to	pc-acp	to	to	0
triumph	triumph	vvi	triumph	triumph	0
ore	ore	a-acp	over	over	0
true	true	j	true	true	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Rome	Rome	np1	Rome	Rome	0
,	,	,	,	,	0
ore	ore	a-acp	over	over	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
if	if	cs	if	if	0
our	our	po12	our	our	0
Religion	Religion	n1	Religion	religion	0
be	be	vbb	be	be	0
theirs	theirs	png32	theirs	they	0
,	,	,	,	,	0
must	must	vmb	must	must	0
not	not	xx	not	not	0
their	their	po32	their	their	0
dan	dan	n1	dan	dan	0
∣	∣	sy	∣	∣	0
gers	gers	zz	gers	gers	0
and	and	cc	and	and	0
persecutions	persecutions	n2	persecutions	persecution	0
be	be	vbb	be	be	0
ours	ours	png12	ours	we	0
,	,	,	,	,	0
For	For	p-acp	For	for	0
what	what	r-crq	what	what	0
Peace	Peace	n1	Peace	peace	0
can	can	vmb	can	can	0
we	we	pns12	we	we	0
haue	haue	vhi	have	have	0
whiles	whiles	n1	while	while	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
oppressed	oppressed	vvn	oppressed	oppress	0
with	with	p-acp	with	with	0
Warre	Warre	n1	War	war	0
,	,	,	,	,	0
or	or	cc	or	or	0
how	how	q-crq	how	how	0
can	can	vmb	can	can	0
our	our	po12	our	our	0
consciences	consciences	n2	consciences	conscience	0
be	be	vbb	be	be	0
at	at	p-acp	at	at	0
rest	rest	n1	rest	rest	0
and	and	cc	and	and	0
tranquilitie	tranquilitie	n1	tranquillity	tranquillity	0
,	,	,	,	,	0
whiles	whiles	cs	while	while	0
theirs	theirs	png32	theirs	they	0
are	are	vbr	are	be	0
tovmented	tovmented	j	tovmented	tovmented	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
afflictions	afflictions	n2	afflictions	affliction	0
and	and	cc	and	and	0
cruelties	cruelties	n2	cruelties	cruelty	0
,	,	,	,	,	0
Can	Can	vmb	Can	can	0
that	that	d	that	that	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
be	be	vbb	be	be	0
beaten	beaten	vvn	beaten	beat	0
but	but	p-acp	but	but	0
this	this	d	this	this	0
of	of	pp-f	of	of	0
Eng	Eng	np1	Eng	Eng	0
∣	∣	sy	∣	∣	0
land	land	n1	land	land	0
is	is	vbz	is	be	0
threatned	threatned	vvn	threatened	threaten	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
Protestants	Protestants	n2	Protestants	protestant	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
be	be	vbi	be	be	0
extinguished	extinguished	vvn	extinguished	extinguish	0
but	but	cc-acp	but	but	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
Eclipsed	Eclipsed	vvn	Eclipsed	eclipse	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
their	their	po32	their	their	0
feares	feares	n2	fears	fear	0
presage	presage	vvi	presage	presage	0
and	and	cc	and	and	0
predict	predict	vvb	predict	predict	0
ours	ours	png12	ours	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
dangers	dangers	n2	dangers	danger	0
fatally	fatally	av-j	fatally	fatal	0
denounce	denounce	vvi	denounce	denounce	0
and	and	cc	and	and	0
portend	portend	vvi	portend	portend	0
ours	ours	png12	ours	we	0
:	:	:	:	:	0
We	We	pns12	We	we	0
haue	haue	vhb	have	have	0
already	already	av	already	already	0
seene	seene	vvn	seen	see	0
and	and	cc	and	and	0
suffered	suffered	vvn	suffered	suffer	0
Gods	Gods	npg1	Gods	God	0
Church	Church	n1	Church	church	0
in	in	p-acp	in	in	0
Bohemia	Bohemia	np1	Bohemia	Bohemia	0
,	,	,	,	,	0
the	the	dt	the	the	0
Paatinate	Paatinate	n1	Paatinate	paatinate	0
,	,	,	,	,	0
Se	Se	fw-la	Se	se	0
∣	∣	sy	∣	∣	0
lesia	lesia	n1	lesia	lesia	0
and	and	cc	and	and	0
Morauia	Morauia	np1	Morauia	Moravia	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
ruined	ruined	vvn	ruined	ruin	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
we	we	pns12	we	we	0
not	not	xx	not	not	0
there	there	pc-acp	there	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
beleeue	beleeue	vvb	believe	believe	0
,	,	,	,	,	0
if	if	cs	if	if	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
goe	goe	vvi	go	go	0
next	next	ord	next	next	0
,	,	,	,	,	0
that	that	cst	that	that	0
this	this	d	this	this	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
must	must	vmb	must	must	0
immediately	immediately	av-j	immediately	immediate	0
follow	follow	vvi	follow	follow	0
,	,	,	,	,	0
We	We	pns12	We	we	0
see	see	vvb	see	see	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
is	is	vbz	is	be	0
as	as	a-acp	as	as	0
bloody	bloody	j	bloody	bloody	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
malice	malice	n1	malice	malice	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
boundlesse	boundlesse	j	boundless	boundless	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Ambition	Ambition	n1	Ambition	ambition	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
high	high	j	high	high	0
wrestling	wrestling	n-vvg	wrestling	wrestle	0
,	,	,	,	,	0
and	and	cc	and	and	0
an	an	dt	and	a	0
insulting	insulting	j-vvg	insulting	insult	0
brauerie	brauerie	n1	bravery	bravery	0
,	,	,	,	,	0
he	he	pns31	he	he	0
proceedes	proceedes	vvz	proceeds	proceed	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Enuie	Enuie	n1	Envy	envy	0
and	and	cc	and	and	0
power	power	n1	power	power	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
one	one	crd	one	one	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
roote	roote	vvi	root	root	0
out	out	av	out	out	0
the	the	dt	the	the	0
name	name	n1	name	name	0
and	and	cc	and	and	0
memorie	memorie	n1	memory	memory	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
Chil	Chil	pns11|vmb	Chil	I|will	0
∣	∣	sy	∣	∣	0
dren	dren	n2	dren	dren	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
places	places	n2	places	place	0
and	and	cc	and	and	0
Countries	Countries	n2	Countries	country	0
of	of	pp-f	of	of	0
Christendome	Christendome	np1	Christendome	Christendom	0
.	.	.	.	.	1
How	How	c-crq	How	how	0
powerfully	powerfully	av-j	powerfully	powerful	0
hath	hath	vhz	hath	have	0
he	he	pns31	he	he	0
lately	lately	av-j	lately	late	0
preuailed	preuailed	vvd	prevailed	prevail	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
and	and	cc	and	and	0
the	the	dt	the	the	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Spaine	Spaine	np1	Spaine	Spain	0
and	and	cc	and	and	0
Poland	Poland	np1	Poland	Poland	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
bloody	bloody	j	bloody	bloody	0
qua	qua	fw-la	qua	qua	0
∣	∣	sy	∣	∣	0
rell	rell	zz	rell	rell	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
with	with	p-acp	with	with	0
barbarous	barbarous	j	barbarous	barbarous	0
hearts	hearts	n2	hearts	heart	0
and	and	cc	and	and	0
sacrilegious	sacrilegious	j	sacrilegious	sacrilegious	0
hands	hands	n2	hands	hand	0
haue	haue	vhb	have	have	0
played	played	vvn	played	play	0
their	their	po32	their	their	0
prises	prises	n2	prizes	prize	0
in	in	p-acp	in	in	0
oppressing	oppressing	vvg	oppressing	oppress	0
and	and	cc	and	and	0
de-pressing	de-pressing	j	depressing	depressing	0
these	these	d	these	these	0
Churches	Churches	n2	Churches	church	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Countries	Countries	n2	Countries	country	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
now	now	av	now	now	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
policie	policie	n1	policy	policy	0
as	as	c-acp	as	as	0
subtile	subtile	j	subtle	subtle	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
execrable	execrable	j	execrable	execrable	0
)	)	)	)	)	0
hath	hath	vhz	hath	have	0
likewise	likewise	av	likewise	likewise	0
drawne	drawne	vvn	drawn	draw	0
the	the	dt	the	the	0
French	French	jp	French	french	0
King	King	n1	King	king	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
himselfe	himselfe	px31	himself	himself	0
guiltie	guiltie	j	guilty	guilty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
impious	impious	j	impious	impious	0
and	and	cc	and	and	0
bloody	bloody	j	bloody	bloody	0
crimes	crimes	n2	crimes	crime	0
;	;	;	;	;	0
to	to	pc-acp	to	to	0
ruine	ruine	vvi	ruin	ruin	0
the	the	dt	the	the	0
Protestants	Protestants	n2	Protestants	protestant	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
King	King	n1	King	king	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
Valours	Valours	n2	Valours	valour	0
and	and	cc	and	and	0
Fidelities	Fidelities	n2	Fidelities	fidelity	0
placed	placed	vvn	placed	place	0
the	the	dt	the	the	0
Crowne	Crowne	n1	Crown	crown	0
on	on	p-acp	on	on	0
his	his	po31	his	his	0
Fathers	Fathers	ng1	Father's	father	0
head	head	n1	head	head	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
exterminate	exterminate	vvi	exterminate	exterminate	0
those	those	d	those	those	0
Chur	Chur	np1	Chur	Chur	0
∣	∣	sy	∣	∣	0
ches	ches	n1	ches	ches	0
which	which	q-crq	which	which	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
much	much	d	much	much	0
Pietie	Pietie	n1	Piety	piety	0
and	and	cc	and	and	0
wisedome	wisedome	n1	wisdom	wisdom	0
hee	hee	pns31	he	he	0
had	had	vhd	had	have	0
established	established	vvn	established	establish	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Meridian	Meridian	n1	Meridian	meridian	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
perfection	perfection	n1	perfection	perfection	0
and	and	cc	and	and	0
glorie	glorie	n1	glory	glory	0
.	.	.	.	.	1
The	The	dt	The	the	0
which	which	r-crq	which	which	0
to	to	pc-acp	to	to	0
preuent	preuent	vvi	prevent	prevent	0
,	,	,	,	,	0
and	and	cc	and	and	0
oppose	oppose	vvi	oppose	oppose	0
,	,	,	,	,	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
inspi	inspi	vvb	inspi	inspi	0
∣	∣	sy	∣	∣	0
red	red	vvd	read	read	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Gracious	Gracious	j	Gracious	gracious	0
King	King	n1	King	king	0
CHARLES	CHARLES	np1	CHARLES	Charles	0
to	to	pc-acp	to	to	0
reach	reach	vvi	reach	reach	0
them	them	pno32	them	they	0
out	out	av	out	out	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
and	and	cc	and	and	0
Scepter	Scepter	n1	Sceptre	sceptre	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Royall	Royall	j	Royal	royal	0
assis	assis	n1	assis	assis	0
∣	∣	sy	∣	∣	0
tance	tance	n1	tance	tance	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
proue	proue	vvi	prove	prove	0
himselfe	himselfe	px31	himself	himself	0
a	a	dt	a	a	0
true	true	j	true	true	0
Defender	Defender	n1	Defender	defender	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
in	in	p-acp	in	in	0
Fact	Fact	n1	Fact	fact	0
as	as	p-acp	as	as	0
Title	Title	n1	Title	title	0
.	.	.	.	.	1
Knowing	Knowing	vvg	Knowing	know	0
therefore	therefore	av	therefore	therefore	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Lawes	Lawes	n2	Laws	law	0
of	of	pp-f	of	of	0
Honour	Honour	n1	Honour	honour	0
and	and	cc	and	and	0
Religion	Religion	n1	Religion	religion	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
bound	bound	vvn	bound	bind	0
to	to	pc-acp	to	to	0
ayde	ayde	vvi	aid	aid	0
and	and	cc	and	and	0
asist	asist	vvi	assist	assist	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
suffer	suffer	vvi	suffer	suffer	0
the	the	dt	the	the	0
Vineyard	Vineyard	n1	Vineyard	vineyard	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
Church	Church	n1	Church	church	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
thus	thus	av	thus	thus	0
miserably	miserably	av-j	miserably	miserable	0
trampled	trampled	vvn	trampled	trample	0
ore	ore	a-acp	over	over	0
,	,	,	,	,	0
and	and	cc	and	and	0
rooted	rooted	vvn	rooted	root	0
vp	vp	a-acp	up	up	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Champions	Champions	n2	Champions	champion	0
of	of	pp-f	of	of	0
Rome	Rome	n1	Room	room	0
and	and	cc	and	and	0
Hell	Hell	n1	Hell	hell	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
pious	pious	j	pious	pious	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Noble	Noble	j	Noble	noble	0
worke	worke	n1	work	work	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
Illustrious	Illustrious	j	Illustrious	illustrious	0
Lords	Lords	n2	Lords	lord	0
and	and	cc	and	and	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
,	,	,	,	,	0
the	the	dt	the	the	0
Great	Great	j	Great	great	0
Senators	Senators	n2	Senators	senator	0
,	,	,	,	,	0
and	and	cc	and	and	0
Elders	Elders	n2-jn	Elders	elder	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Israell	Israell	np1	Israell	Israel	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
contribute	contribute	vvi	contribute	contribute	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
our	our	po12	our	our	0
King	King	n1	King	king	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
Will	Will	n1	Will	will	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
preseruation	preseruation	n1	preservation	preservation	0
and	and	cc	and	and	0
building	building	vvg	building	build	0
vp	vp	a-acp	up	up	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
Religi	Religi	fw-la	Religi	religi	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
and	and	cc	and	and	0
glorious	glorious	j	glorious	glorious	0
a	a	dt	a	a	0
Worke	Worke	n1	Work	work	0
;	;	;	;	;	0
by	by	p-acp	by	by	0
affecting	affecting	vvg	affecting	affect	0
it	it	pn31	it	it	0
tenderly	tenderly	av-j	tenderly	tender	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
cheerishing	cheerishing	vvg	cherishing	cherish	0
it	it	pn31	it	it	0
carefully	carefully	av-j	carefully	careful	0
and	and	cc	and	and	0
dearely	dearely	av-jn	dearly	dear	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
parts	parts	n2	parts	part	0
and	and	cc	and	and	0
members	members	n2	members	member	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
King	King	n1	King	king	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Protestants	Protestants	n2	Protestants	protestant	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
call	call	vvb	call	call	0
on	on	p-acp	on	on	0
our	our	po12	our	our	0
King	King	n1	King	king	0
,	,	,	,	,	0
so	so	av	so	so	0
doth	doth	vdz	does	do	0
his	his	po31	his	his	0
Maiestie	Maiestie	n1	Majesty	majesty	0
on	on	p-acp	on	on	0
you	you	pn22	you	you	0
(	(	(	(	(	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
essentiall	essentiall	j	essential	essential	0
and	and	cc	and	and	0
figuratiue	figuratiue	j	figurative	figurative	0
body	body	n1	body	body	0
thereof	thereof	av	thereof	thereof	0
)	)	)	)	)	0
and	and	cc	and	and	0
God	God	np1	God	God	0
on	on	p-acp	on	on	0
you	you	pn22	you	you	0
all	all	d	all	all	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
speedy	speedy	j	speedy	speedy	0
and	and	cc	and	and	0
vigorous	vigorous	j	vigorous	vigorous	0
assistance	assistance	n1	assistance	assistance	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
his	his	po31	his	his	0
afflicted	afflicted	j-vvn	afflicted	afflict	0
Spouse	Spouse	n1	Spouse	spouse	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
hee	hee	pns31	he	he	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
searcher	searcher	n1	searcher	searcher	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
hearts	hearts	n2	hearts	heart	0
the	the	dt	the	the	0
witnesse	witnesse	n1	witness	witness	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
soules	soules	n2	souls	soul	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Iudge	Iudge	n1	Judge	judge	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
actions	actions	n2	actions	action	0
,	,	,	,	,	0
will	will	vmb	will	will	0
infallibly	infallibly	av-j	infallibly	infallible	0
iudge	iudge	vvi	judge	judge	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
him	him	pno31	him	he	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
true	true	j	true	true	0
Deuotion	Deuotion	n1	Devotion	devotion	0
and	and	cc	and	and	0
Zeale	Zeale	n1	Zeal	zeal	0
you	you	pn22	you	you	0
performe	performe	vvb	perform	perform	0
this	this	d	this	this	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
seruice	seruice	n1	service	service	0
and	and	cc	and	and	0
glorie	glorie	n1	glory	glory	0
.	.	.	.	.	1
Warres	Warres	ng1	Wars	war	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
as	as	a-acp	as	as	0
well	well	av	well	well	0
with	with	p-acp	with	with	0
Gold	Gold	n1	Gold	gold	0
as	as	p-acp	as	as	0
Iron	Iron	n1	Iron	iron	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
in	in	p-acp	in	in	0
assisting	assisting	vvg	assisting	assist	0
this	this	d	this	this	0
our	our	po12	our	our	0
afflicted	afflicted	j-vvn	afflicted	afflict	0
Sister	Sister	n1	Sister	sister	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
must	must	vmb	must	must	0
second	second	vvi	second	second	0
our	our	po12	our	our	0
words	words	n2	words	word	0
with	with	p-acp	with	with	0
deedes	deedes	n2	deeds	deed	0
;	;	;	;	;	0
our	our	po12	our	our	0
promises	promises	n2	promises	promise	0
with	with	p-acp	with	with	0
effects	effects	n2	effects	effect	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
Prayers	Prayers	n2	Prayers	prayer	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
pur	pur	zz	pur	pur	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
.	.	.	.	.	1
Their	Their	po32	Their	their	0
Enemies	Enemies	n2	Enemies	enemy	0
are	are	vbr	are	be	0
strong	strong	j	strong	strong	0
and	and	cc	and	and	0
powerfull	powerfull	j	powerful	powerful	0
,	,	,	,	,	0
their	their	po32	their	their	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
flictions	flictions	n2	flictions	fliction	0
and	and	cc	and	and	0
dangers	dangers	n2	dangers	danger	0
great	great	j	great	great	0
