ALbeit	ALbeit	cs	ALbeit	albeit	0
good	good	j	good	good	0
desert	desert	n1	desert	desert	0
)	)	)	)	)	0
haith	haith	vhz	hath	have	0
lefte	lefte	vvn	left	leave	0
vs	vs	pno12	us	we	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
exile	exile	n1	exile	exile	0
&	&	cc	&	and	0
vale	vale	n1	vale	vale	0
of	of	pp-f	of	of	0
woes	woes	n2	woes	woe	0
,	,	,	,	,	0
diuers	diuers	j	diverse	diverse	0
helpes	helpes	n2	helps	help	0
,	,	,	,	,	0
remedies	remedies	n2	remedies	remedy	0
,	,	,	,	,	0
&	&	cc	&	and	0
meanes	meanes	n2	means	mean	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
by	by	p-acp	by	by	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
attayne	attayne	vvi	attain	attain	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
graceous	graceous	j	graceous	graceous	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
noure	noure	n1	hour	hour	0
agayne	agayne	av	again	again	0
,	,	,	,	,	0
&	&	cc	&	and	0
(	(	(	(	(	0
after	after	c-acp	after	after	0
this	this	d	this	this	0
transitorie	transitorie	j	transitory	transitory	0
lyfe	lyfe	n1	life	life	0
)	)	)	)	)	0
be	be	vbb	be	be	0
aduaunced	aduaunced	vvn	advanced	advance	0
to	to	p-acp	to	to	0
high	high	j	high	high	0
glorie	glorie	n1	glory	glory	0
and	and	cc	and	and	0
the	the	dt	the	the	0
eternall	eternall	j	eternal	eternal	0
ioyes	ioyes	n2	joys	joy	0
in	in	p-acp	in	in	0
heauen	heauen	n1	heaven	heaven	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
meanes	meanes	vvz	means	mean	0
are	are	vbr	are	be	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
graces	graces	n2	graces	grace	0
&	&	cc	&	and	0
vertues	vertues	n2	virtues	virtue	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
moued	moued	vvn	moved	move	0
&	&	cc	&	and	0
made	made	vvd	made	make	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
serue	serue	vvi	serve	serve	0
him	him	pno31	him	he	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
conforme	conforme	vvi	conform	conform	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
will	will	n1	will	will	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
thinges	thinges	n2	things	thing	0
.	.	.	.	.	1
Oure	Oure	np1	Oure	Oure	0
perfect	perfect	j	perfect	perfect	0
sanctity	sanctity	n1	sanctity	sanctity	0
&	&	cc	&	and	0
frendshipp	frendshipp	n1	frendshipp	frendshipp	0
with	with	p-acp	with	with	0
god	god	n1	god	god	0
standeth	standeth	vvz	stands	stand	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
pointe	pointe	n1	point	point	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
be	be	vbb	be	be	0
of	of	pp-f	of	of	0
same	same	d	same	same	0
spirit	spirit	n1	spirit	spirit	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
euery	euery	d	every	every	0
thing	thing	n1	thing	thing	0
we	we	pns12	we	we	0
doe	doe	vdb	do	do	0
.	.	.	.	.	1
And	And	cc	And	and	0
though	though	cs	though	though	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
gra	gra	j	gram	great	0
∣	∣	sy	∣	∣	0
ceous	ceous	j	ceous	ceous	0
&	&	cc	&	and	0
bountifull	bountifull	j	bountiful	bountiful	0
Lorde	Lorde	n1	Lord	lord	0
,	,	,	,	,	0
&	&	cc	&	and	0
excee	excee	n1	excee	excee	0
∣	∣	sy	∣	∣	0
dingly	dingly	av-vvg	dingly	ding	0
desireous	desireous	j	desirous	desirous	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
eternall	eternall	j	eternal	eternal	0
happy	happy	j	happy	happy	0
estate	estate	n1	estate	estate	0
:	:	:	:	:	0
And	And	cc	And	and	0
haith	haith	vhz	hath	have	0
moreouer	moreouer	av	moreover	moreover	0
abundant	abundant	j	abundant	abundant	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
prouyded	prouyded	vvn	provided	provide	0
whatsoeuer	whatsoeuer	r-crq	whatsoever	whatsoever	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
ne	ne	zz	ne	ne	0
∣	∣	sy	∣	∣	0
cessary	cessary	j	cessary	cessary	0
or	or	cc	or	or	0
conuenient	conuenient	j	convenient	convenient	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
welfare	welfare	n1	welfare	welfare	0
:	:	:	:	:	0
yea	yea	uh	yea	yea	0
&	&	cc	&	and	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
excesse	excesse	n1	excess	excess	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
uine	uine	n1	vine	vine	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
haith	haith	vhz	hath	have	0
lefte	lefte	vvn	left	leave	0
nothing	nothing	pix	nothing	nothing	0
vndone	vndone	vvn	undone	undo	0
that	that	cst	that	that	0
might	might	vmd	might	may	0
helpe	helpe	vvi	help	help	0
or	or	cc	or	or	0
doe	doe	vdb	do	do	0
vs	vs	pno12	us	we	0
good	good	j	good	good	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
haith	haith	vhz	hath	have	0
he	he	pns31	he	he	0
lefte	lefte	vvn	left	leave	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
choyce	choyce	n1	choice	choice	0
,	,	,	,	,	0
&	&	cc	&	and	0
free	free	j	free	free	0
libertie	libertie	n1	liberty	liberty	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
we	we	pns12	we	we	0
will	will	vmb	will	will	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
cept	cept	n1	cept	cept	0
and	and	cc	and	and	0
vse	vse	vvi	use	use	0
his	his	po31	his	his	0
graces	graces	n2	graces	grace	0
,	,	,	,	,	0
endeuour	endeuour	n1	endeavour	endeavour	0
to	to	pc-acp	to	to	0
gett	gett	vvi	get	get	0
perfect	perfect	j	perfect	perfect	0
holines	holines	n1	holiness	holiness	0
,	,	,	,	,	0
&	&	cc	&	and	0
serue	serue	vvi	serve	serve	0
him	him	pno31	him	he	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
desyreth	desyreth	vvz	desireth	desire	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
good	good	j	good	good	0
,	,	,	,	,	0
or	or	cc	or	or	0
noe	noe	uh-dx	no	no	0
.	.	.	.	.	1
Great	Great	j	Great	great	0
ruyne	ruyne	n1	ruin	ruin	0
and	and	cc	and	and	0
destruction	destruction	n1	destruction	destruction	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
good	good	j	good	good	0
,	,	,	,	,	0
is	is	vbz	is	be	0
made	made	vvn	made	make	0
in	in	p-acp	in	in	0
oure	oure	po12	our	our	0
soules	soules	n2	souls	soul	0
by	by	p-acp	by	by	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
power	power	n1	power	power	0
to	to	pc-acp	to	to	0
repayre	repayre	vvi	repair	repair	0
again	again	av	again	again	0
this	this	d	this	this	0
losse	losse	n1	loss	loss	0
&	&	cc	&	and	0
calamitie	calamitie	n1	calamity	calamity	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
obtayne	obtayne	vvi	obtain	obtain	0
perfect	perfect	j	perfect	perfect	0
holines	holines	n1	holiness	holiness	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
if	if	cs	if	if	0
(	(	(	(	(	0
cooperating	cooperating	vvg	cooperating	cooperate	0
with	with	p-acp	with	with	0
goddes	goddes	ng1	gods	god	0
grace	grace	n1	grace	grace	0
)	)	)	)	)	0
we	we	pns12	we	we	0
suffer	suffer	vvb	suffer	suffer	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
moued	moued	vvn	moved	move	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
our	our	po12	our	our	0
actions	actions	n2	actions	action	0
onely	onely	av-j	only	only	0
by	by	p-acp	by	by	0
goddes	goddes	n2	gods	god	0
holy	holy	j	holy	holy	0
spirit	spirit	n1	spirit	spirit	0
&	&	cc	&	and	0
will	will	n1	will	will	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
S.	S.	n1	S.	saint	0
Paule	Paule	np1	Paule	Paul	0
saithe	saithe	vvz	sayeth	say	0
his	his	po31	his	his	0
children	children	n2	children	child	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
instruct	instruct	vvi	instruct	instruct	0
this	this	d	this	this	0
,	,	,	,	,	0
many	many	d	many	many	0
deuout	deuout	j	devout	devout	0
bokes	bokes	n2	books	book	0
&	&	cc	&	and	0
Treatises	Treatises	n2	Treatises	treatise	0
haue	haue	vhb	have	have	0
bene	bene	vbn	be	be	0
writen	writen	vvn	written	write	0
by	by	p-acp	by	by	0
lear	lear	j	lear	lear	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
&	&	cc	&	and	0
holy	holy	j	holy	holy	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
ages	ages	n2	ages	age	0
,	,	,	,	,	0
teaching	teaching	vvg	teaching	teach	0
what	what	r-crq	what	what	0
we	we	pns12	we	we	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
discoursing	discoursing	vvg	discoursing	discourse	0
at	at	p-acp	at	at	0
large	large	j	large	large	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
natures	natures	n2	nature's	nature	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
vertues	vertues	n2	virtues	virtue	0
&	&	cc	&	and	0
vyces	vyces	n2	vices	vice	0
,	,	,	,	,	0
&	&	cc	&	and	0
yelding	yelding	vvg	yielding	yield	0
sufficient	sufficient	j	sufficient	sufficient	0
matter	matter	n1	matter	matter	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
holy	holy	j	holy	holy	0
Meditations	Meditations	n2	Meditations	meditation	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
iestie	iestie	n1	iestie	iestie	0
,	,	,	,	,	0
goodnes	goodnes	n1	goodness	goodness	0
,	,	,	,	,	0
&	&	cc	&	and	0
other	other	j-jn	other	other	0
perfections	perfections	n2	perfections	perfection	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
:	:	:	:	:	0
Touching	Touching	vvg	Touching	touch	0
heauen	heauen	n1	heaven	heaven	0
,	,	,	,	,	0
hell	hell	n1	hell	hell	0
,	,	,	,	,	0
Iudg	Iudg	n1	Judge	judge	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
death	death	n1	death	death	0
,	,	,	,	,	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
:	:	:	:	:	0
Perswading	Perswading	vvg	Persuading	persuade	0
to	to	p-acp	to	to	0
good	good	j	good	good	0
lyfe	lyfe	n1	life	life	0
&	&	cc	&	and	0
ter	ter	zz	ter	ter	0
∣	∣	sy	∣	∣	0
rifyinge	rifyinge	vvg	rifyinge	rifyinge	0
from	from	p-acp	from	from	0
euill	euill	j-jn	evil	evil	0
:	:	:	:	:	0
All	All	d	All	all	0
commodious	commodious	j	commodious	commodious	0
woorkes	woorkes	n2	works	work	0
&	&	cc	&	and	0
commendable	commendable	j	commendable	commendable	0
trauells	trauells	n2	travels	travel	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
men	men	n2	men	man	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
amonge	amonge	p-acp	among	among	0
them	them	pno32	them	they	0
all	all	d	all	all	0
I	I	pns11	I	i	0
neuer	neuer	av-x	never	never	0
founde	founde	vvd	found	find	0
hitherto	hitherto	av	hitherto	hitherto	0
any	any	d	any	any	0
comparable	comparable	j	comparable	comparable	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
litle	litle	j	little	little	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
deuulged	deuulged	vvn	divulged	divulge	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
religi	religi	fw-la	religi	religi	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
man	man	n1	man	man	0
named	named	vvn	nam	name	0
Alphonso	Alphonso	np1	Alphonso	Alphonso	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Spa	Spa	np1	Spa	Spa	0
∣	∣	sy	∣	∣	0
nish	nish	n1	nish	nish	0
tonge	tonge	n1	tongue	tongue	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
which	which	r-crq	which	which	0
goulden	goulden	j	golden	golden	0
Trea	Trea	np1	Trea	Trea	0
∣	∣	sy	∣	∣	0
tise	tise	n1	tise	tise	0
,	,	,	,	,	0
he	he	pns31	he	he	0
geueth	geueth	vvz	giveth	give	0
vs	vs	pno12	us	we	0
an	an	dt	and	a	0
exacte	exacte	vvb	exact	exact	0
&	&	cc	&	and	0
perfect	perfect	j	perfect	perfect	0
way	way	n1	way	way	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
repayre	repayre	vvi	repair	repair	0
againe	againe	av	again	again	0
the	the	dt	the	the	0
ruine	ruine	n1	ruin	ruin	0
&	&	cc	&	and	0
wofull	wofull	j	woeful	woeful	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
soules	soules	n2	souls	soul	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
sinn	sinn	n1	sin	sin	0
:	:	:	:	:	0
&	&	cc	&	and	0
by	by	p-acp	by	by	0
rightly	rightly	av-jn	rightly	right	0
seruinge	seruinge	vvg	serving	serve	0
God	God	n1	God	god	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
∣	∣	sy	∣	∣	0
taine	taine	zz	taine	taine	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
perfection	perfection	n1	perfection	perfection	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
holines	holines	n1	holiness	holiness	0
&	&	cc	&	and	0
loue	loue	n1	love	love	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
.	.	.	.	.	1
This	This	d	This	this	0
Author	Author	n1	Author	author	0
leauethe	leauethe	vvz	leaveth	leave	0
the	the	dt	the	the	0
large	large	j	large	large	0
&	&	cc	&	and	0
goodly	goodly	j	goodly	goodly	0
discourses	discourses	n2	discourses	discourse	0
of	of	pp-f	of	of	0
ver	ver	fw-la	ver	ver	0
∣	∣	sy	∣	∣	0
tues	tues	n2	tues	tue	0
&	&	cc	&	and	0
vyces	vyces	n2	vices	vice	0
,	,	,	,	,	0
their	their	po32	their	their	0
reasons	reasons	n2	reasons	reason	0
,	,	,	,	,	0
examples	examples	n2	examples	example	0
,	,	,	,	,	0
perswasions	perswasions	n2	persuasions	persuasion	0
,	,	,	,	,	0
&	&	cc	&	and	0
allpoynts	allpoynts	n2	allpoynts	allpoynt	0
of	of	pp-f	of	of	0
Medita	Medita	np1	Medita	Medita	0
∣	∣	sy	∣	∣	0
tions	tions	n1	tions	tions	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
all	all	d	all	all	0
beinge	beinge	vbg	being	be	0
sufficientlye	sufficientlye	av-j	sufficiently	sufficient	0
Taughte	Taughte	vvn	Taught	teach	0
and	and	cc	and	and	0
handled	handled	vvn	handled	handle	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
others	others	n2-jn	others	other	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
numerable	numerable	j	numerable	numerable	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
founde	founde	vvn	found	find	0
euery	euery	d	every	every	0
where	where	c-crq	where	where	0
,	,	,	,	,	0
)	)	)	)	)	0
and	and	cc	and	and	0
breefely	breefely	av-j	briefly	brief	0
touchinge	touchinge	vvg	touching	touch	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
created	created	vvd	created	create	0
and	and	cc	and	and	0
placed	placed	vvn	placed	place	0
vs	vs	pno12	us	we	0
on	on	p-acp	on	on	0
earthe	earthe	n1	earth	earth	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
bounde	bounde	vvn	bound	bind	0
&	&	cc	&	and	0
dutie	dutie	n1	duty	duty	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
of	of	pp-f	of	of	0
ser	ser	n1	sir	sir	0
∣	∣	sy	∣	∣	0
uinge	uinge	vhg	uinge	uinge	0
him	him	pno31	him	he	0
:	:	:	:	:	0
what	what	r-crq	what	what	0
abiection	abiection	n1	abjection	abjection	0
&	&	cc	&	and	0
miserie	miserie	n1	misery	misery	0
our	our	po12	our	our	0
soules	soules	n2	souls	soul	0
&	&	cc	&	and	0
bodies	bodies	n2	bodies	body	0
are	are	vbr	are	be	0
brought	brought	vvn	brought	bring	0
vnto	vnto	p-acp	unto	unto	0
by	by	p-acp	by	by	0
sinne	sinne	n1	sin	sin	0
:	:	:	:	:	0
He	He	pns31	He	he	0
sheweth	sheweth	vvz	shows	show	0
a	a	dt	a	a	0
breefe	breefe	j	brief	brief	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
a	a	dt	a	a	0
most	most	ds	most	most	0
exacte	exacte	vvb	exact	exact	0
way	way	n1	way	way	0
and	and	cc	and	and	0
manner	manner	n1	manner	manner	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
instrumentes	instrumentes	n2	instruments	instrument	0
and	and	cc	and	and	0
powers	powers	n2	powers	power	0
of	of	pp-f	of	of	0
oure	oure	po12	our	our	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
namely	namely	av	namely	namely	0
our	our	po12	our	our	0
vnderstandinge	vnderstandinge	n1	understanding	understanding	0
and	and	cc	and	and	0
free	free	j	free	free	0
will	will	n1	will	will	0
,	,	,	,	,	0
helped	helped	vvn	helped	help	0
by	by	p-acp	by	by	0
godds	godds	ng1	gods	god	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
put	put	vvi	put	put	0
in	in	p-acp	in	in	0
practise	practise	n1	practice	practice	0
and	and	cc	and	and	0
execution	execution	n1	execution	execution	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
most	most	av-ds	most	most	0
holy	holy	j	holy	holy	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
greatest	greatest	js	greatest	great	0
profitt	profitt	n1	profit	profit	0
,	,	,	,	,	0
whatsoeuer	whatsoeuer	r-crq	whatsoever	whatsoever	0
is	is	vbz	is	be	0
taughte	taughte	vvn	taught	teach	0
&	&	cc	&	and	0
conteyned	conteyned	vvn	contained	contain	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
bookes	bookes	n2	books	book	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
repayre	repayre	vvi	repair	repair	0
our	our	po12	our	our	0
state	state	n1	state	state	0
againe	againe	av	again	again	0
,	,	,	,	,	0
caste	caste	vvn	cast	cast	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
wicked	wicked	j	wicked	wicked	0
customes	customes	n2	customs	custom	0
,	,	,	,	,	0
expell	expell	vvi	expel	expel	0
all	all	d	all	all	0
vitious	vitious	j	vicious	vicious	0
habitts	habitts	n2	habits	habit	0
,	,	,	,	,	0
enryche	enryche	vvb	enrich	enrich	0
&	&	cc	&	and	0
bewtify	bewtify	vvi	bewtify	bewtify	0
oure	oure	po12	our	our	0
selues	selues	n2	selves	self	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
make	make	vvb	make	make	0
all	all	d	all	all	0
our	our	po12	our	our	0
woorks	woorks	n2	works	work	0
most	most	av-ds	most	most	0
preceous	preceous	j	preceous	precious	0
,	,	,	,	,	0
acceptable	acceptable	j	acceptable	acceptable	0
,	,	,	,	,	0
&	&	cc	&	and	0
meri	meri	fw-la	meri	meri	0
∣	∣	sy	∣	∣	0
torious	torious	j	torious	torious	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
goddes	goddes	ng1	gods	god	0
sight	sight	n1	sighed	sight	0
,	,	,	,	,	0
becom	becom	vvi	become	become	0
holy	holy	j	holy	holy	0
chaunge	chaunge	n1	change	change	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
owt	owt	av	out	out	0
of	of	pp-f	of	of	0
poore	poore	j	poor	poor	0
,	,	,	,	,	0
na	na	fw-la	na	na	0
∣	∣	sy	∣	∣	0
ked	ked	j-vvn-u	ked	k	0
,	,	,	,	,	0
&	&	cc	&	and	0
abiect	abiect	j	abject	abject	0
persons	persons	n2	persons	person	0
:	:	:	:	:	0
into	into	p-acp	into	into	0
most	most	ds	most	most	0
glo	glo	vvi	glow	glow	0
∣	∣	sy	∣	∣	0
rious	rious	j	rious	rious	0
&	&	cc	&	and	0
diuine	diuine	j-jn	divine	divine	0
creatures	creatures	n2	creatures	creature	0
:	:	:	:	:	0
And	And	cc	And	and	0
finally	finally	av-j	finally	final	0
be	be	vbi	be	be	0
vnited	vnited	vvn	united	unite	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
most	most	ds	most	most	0
perfect	perfect	j	perfect	perfect	0
man	man	n1	man	man	0
∣	∣	sy	∣	∣	0
ner	ner	zz	ner	ner	0
of	of	pp-f	of	of	0
frendshipp	frendshipp	n1	frendshipp	frendshipp	0
&	&	cc	&	and	0
loue	loue	n1	love	love	0
.	.	.	.	.	1
This	This	d	This	this	0
preceous	preceous	j	preceous	precious	0
Iewell	Iewell	n1	Jewel	jewel	0
,	,	,	,	,	0
I	I	pns11	I	i	0
sende	sende	vvb	send	send	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
token	token	n1	token	token	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
good	good	j	good	good	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
wardes	wardes	n2	wards	ward	0
your	your	po22	your	your	0
spirituall	spirituall	j	spiritual	spiritual	0
welfare	welfare	n1	welfare	welfare	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
translated	translated	vvn	translated	translate	0
owt	owt	av	out	out	0
of	of	pp-f	of	of	0
latin	latin	jp	latin	latin	0
,	,	,	,	,	0
not	not	xx	not	not	0
yel	yel	av	yel	yel	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
woord	woord	n1	word	word	0
for	for	p-acp	for	for	0
woord	woord	n1	word	word	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
(	(	(	(	(	0
cullinge	cullinge	vvg	culling	cull	0
owt	owt	av	out	out	0
the	the	dt	the	the	0
principall	principall	j-jn	principal	principal	0
poyntes	poyntes	n2	points	point	0
&	&	cc	&	and	0
pithe	pithe	n1	pith	pith	0
of	of	pp-f	of	of	0
euery	euery	d	every	every	0
Chapter	Chapter	n1	Chapter	chapter	0
)	)	)	)	)	0
haue	haue	vhb	have	have	0
reduced	reduced	vvn	reduced	reduce	0
it	it	pn31	it	it	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
forme	forme	n1	form	form	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Dyalogue	Dyalogue	n1	Dyalogue	dialogue	0
,	,	,	,	,	0
thereby	thereby	av	thereby	thereby	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
kinge	kinge	n1	king	king	0
