Gentlemen	Gentlemen	np1	Gentlemen	Gentlemen	0
:	:	:	:	:	0
Never	Never	av-x	Never	never	0
∣	∣	sy	∣	∣	0
thelesse	thelesse	av	thelesse	thelesse	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
perform	perform	vvi	perform	perform	0
my	my	po11	my	my	0
part	part	n1	part	part	0
.	.	.	.	.	1
Our	Our	po12	Our	our	0
present	present	j	present	present	0
age	age	n1	age	age	0
has	has	vhz	has	have	0
been	been	vbn	been	be	0
an	an	dt	and	a	0
age	age	n1	age	age	0
of	of	pp-f	of	of	0
wonders	wonders	n2	wonders	wonder	0
,	,	,	,	,	0
I	I	pns11	I	i	0
offer	offer	vvb	offer	offer	0
only	only	av-j	only	only	0
three	three	crd	three	three	0
(	(	(	(	(	0
and	and	cc	and	and	0
those	those	d	those	those	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
considera	considera	fw-la	considera	considera	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
:	:	:	:	:	0
We	We	pns12	We	we	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
the	the	dt	the	the	0
best	best	js	best	best	0
of	of	pp-f	of	of	0
Princes	Princes	n2	Princes	prince	0
barbarously	barbarously	av-j	barbarously	barbarous	0
murthe	murthe	av-j	murthe	murthe	0
∣	∣	sy	∣	∣	0
red	red	vvd	read	read	0
;	;	;	;	;	0
A	A	dt	A	a	0
banisht	banisht	vvn	banished	banish	0
Prince	Prince	n1	Prince	prince	0
miraculously	miraculously	av-j	miraculously	miraculous	0
restored	restored	vvn	restored	restore	0
;	;	;	;	;	0
And	And	cc	And	and	0
a	a	dt	a	a	0
loyal	loyal	j	loyal	loyal	0
people	people	n1	people	people	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
)	)	)	)	)	0
but	but	p-acp	but	but	0
badly	badly	av-j	badly	bad	0
requited	requited	vvn	requited	requite	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
the	the	dt	the	the	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
you	you	pn22	you	you	0
owe	owe	vvb	owe	owe	0
your	your	po22	your	your	0
solemn	solemn	j	solemn	solemn	0
sorrows	sorrows	n2	sorrows	sorrow	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
second	second	vvb	second	second	0
your	your	po22	your	your	0
constant	constant	j	constant	constant	0
thanks	thanks	n2	thanks	thank	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
third	third	ord	third	three	0
your	your	po22	your	your	0
just	just	j	just	just	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
passions	passions	n1	passion	passion	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
these	these	d	these	these	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
obey	obey	vvi	obey	obey	0
your	your	po22	your	your	0
commands	commands	n2	commands	command	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
these	these	d	these	these	0
I	I	pns11	I	i	0
chose	chose	vvd	chosen	choose	0
my	my	po11	my	my	0
Text	Text	n1	Text	text	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
these	these	d	these	these	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
pleaded	pleaded	vvn	pleaded	plead	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
these	these	d	these	these	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
never	never	av-x	never	never	0
did	did	vdd	did	do	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
printed	printed	vvn	printed	print	0
what	what	r-crq	what	what	0
was	was	vbds	was	be	0
pleaded	pleaded	vvn	pleaded	plead	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
case	case	n1	case	case	0
they	they	pns32	they	they	0
miss	miss	vvb	miss	miss	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
or	or	cc	or	or	0
better	better	jc	better	better	0
remembrance	remembrance	n1	remembrance	remembrance	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
hitherto	hitherto	av	hitherto	hitherto	0
)	)	)	)	)	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
meet	meet	vvi	meet	meet	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
slender	slender	j	slender	slender	0
one	one	pi	one	one	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
upon	upon	p-acp	upon	upon	0
a	a	dt	a	a	0
paper	paper	n1	paper	paper	0
.	.	.	.	.	1
'Tis	'Tis	pn31|vbz	It's	it|be	0
confest	confest	vvn	confessed	confess	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
your	your	po22	your	your	0
duty	duty	n1	duty	duty	0
well	well	av	well	well	0
and	and	cc	and	and	0
handsome	handsome	j	handsome	handsome	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
two	two	crd	two	two	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
wonders	wonders	n2	wonders	wonder	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
answering	answering	vvg	answering	answer	0
them	them	pno32	them	they	0
both	both	d	both	both	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
proportionable	proportionable	j	proportionable	proportionable	0
and	and	cc	and	and	0
becomming	becomming	vvg	becoming	become	0
affections	affections	n2	affections	affection	0
;	;	;	;	;	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
mourned	mourned	vvn	mourned	mourn	0
soundly	soundly	av-j	soundly	sound	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
first	first	ord	first	first	0
,	,	,	,	,	0
and	and	cc	and	and	0
reforced	reforced	vvd	reforced	reforce	0
lustily	lustily	av-j	lustily	lusty	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
se	se	zz	se	se	0
∣	∣	sy	∣	∣	0
cond	cond	zz	cond	cond	0
:	:	:	:	:	0
These	These	d	These	these	0
things	things	n2	things	thing	0
you	you	pn22	you	you	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
done	done	vdn	done	do	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
undone	undone	vvn	undone	undo	0
;	;	;	;	;	0
undone	undone	j	undone	undo	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
as	as	a-acp	as	as	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
are	are	vbr	are	be	0
they	they	pns32	they	they	0
for	for	p-acp	for	for	0
whom	whom	ro-crq	whom	who	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
;	;	;	;	;	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
say	say	vvi	say	say	0
it	it	pn31	it	it	0
from	from	p-acp	from	from	0
as	as	c-acp	as	as	0
profound	profound	j	profound	profound	0
an	an	dt	and	a	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
Mankind	Mankind	n1	Mankind	mankind	0
,	,	,	,	,	0
Eccles.	Eccles.	np1	Eccles.	Eccles.	1
8.	8.	crd	8.	8.	0
14.	14.	crd	14.	14.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
vanity	vanity	n1	vanity	vanity	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
done	done	vdn	done	do	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
just	just	j	just	just	0
men	men	n2	men	man	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
whom	whom	ro-crq	whom	who	0
it	it	pn31	it	it	0
hapneth	hapneth	vvz	happeneth	happen	0
accord	accord	n1	accord	accord	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
:	:	:	:	:	0
Again	Again	av	Again	again	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
wick	wick	n1	wick	wick	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
men	men	n2	men	man	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
it	it	pn31	it	it	0
hapneth	hapneth	vvz	happeneth	happen	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
righteous	righteous	j	righteous	righteous	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
this	this	d	this	this	0
Subject	Subject	n-jn	Subject	subject	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
now	now	av	now	now	0
upon	upon	p-acp	upon	upon	0
,	,	,	,	,	0
a	a	dt	a	a	0
very	very	j	very	very	0
poor	poor	j	poor	poor	0
one	one	pi	one	one	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
a	a	dt	a	a	0
very	very	j	very	very	0
good	good	j	good	good	0
one	one	pi	one	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
very	very	j	very	very	0
good	good	j	good	good	0
one	one	pi	one	one	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
a	a	dt	a	a	0
very	very	j	very	very	0
Loy	Loy	n1	Loy	loy	0
∣	∣	sy	∣	∣	0
al	al	d	all	all	0
one	one	pi	one	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
Novelty	Novelty	n1	Novelty	novelty	0
makes	makes	vvz	makes	make	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
acceptable	acceptable	j	acceptable	acceptable	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
does	does	vdz	does	do	0
)	)	)	)	)	0
then	then	cs	then	than	0
this	this	d	this	this	0
paper	paper	n1	paper	paper	0
may	may	vmb	may	may	0
challenge	challenge	vvi	challenge	challenge	0
your	your	po22	your	your	0
acceptance	acceptance	n1	acceptance	acceptance	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
treats	treats	vvz	treats	treat	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Subject	Subject	j-jn	Subject	subject	0
never	never	av	never	never	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
)	)	)	)	)	0
thought	thought	vvd	thought	think	0
upon	upon	p-acp	upon	upon	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Subject	Subject	j-jn	Subject	subject	0
never	never	av-x	never	never	0
handled	handled	vvn	handled	handle	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
very	very	av	very	very	0
coursly	coursly	av-j	coursly	coarse	0
,	,	,	,	,	0
very	very	av	very	very	0
wrong	wrong	vvb	wrong	wrong	0
∣	∣	sy	∣	∣	0
fully	fully	av-j	fully	full	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
power	power	n1	power	power	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
them	them	pno32	them	they	0
right	right	n-jn	right	right	0
,	,	,	,	,	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
suf	suf	fw-fr	suf	suf	0
∣	∣	sy	∣	∣	0
fered	fered	zz	fered	fered	0
wrong	wrong	n-jn	wrong	wrong	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
feed	feed	vvi	feed	feed	0
and	and	cc	and	and	0
relieve	relieve	vvi	relieve	relieve	0
these	these	d	these	these	0
hungry	hungry	j	hungry	hungry	0
ones	ones	pi2	ones	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Action	Action	n1	Actium	action	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
this	this	d	this	this	0
,	,	,	,	,	0
that	that	cst	that	that	0
hereby	hereby	av	hereby	hereby	0
you	you	pn22	you	you	0
wil	wil	vmb	will	will	0
be	be	vbi	be	be	0
followers	followers	n2	followers	follower	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
executeth	executeth	vvz	executeth	execute	0
judgment	judgment	n1	judgement	judgement	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
oppressed	oppressed	j-vvn	oppressed	oppress	0
,	,	,	,	,	0
he	he	pns31	he	he	0
giveth	giveth	vvz	gives	give	0
food	food	n1	food	food	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
hungry	hungry	j	hungry	hungry	0
,	,	,	,	,	0
he	he	pns31	he	he	0
looseth	looseth	vvz	loses	lose	0
the	the	dt	the	the	0
prisoners	prisoners	n2	prisoners	prisoner	0
,	,	,	,	,	0
and	and	cc	and	and	0
raiseth	raiseth	vvz	raiseth	raise	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
bowed	bowed	vvn	bowed	bow	0
down	down	a-acp	down	down	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
146.	146.	crd	146.	146.	0
7	7	crd	7	7	0
,	,	,	,	,	1
8.	8.	crd	8.	8.	1
Be	Be	vbb	Be	be	0
ye	ye	pn22	you	you	0
therefore	therefore	av	therefore	therefore	0
merciful	merciful	j	merciful	merciful	0
even	even	av	even	even	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
heavenly	heavenly	j	heavenly	heavenly	0
Father	Father	n1	Father	father	0
is	is	vbz	is	be	0
merciful	merciful	j	merciful	merciful	0
:	:	:	:	:	0
As	As	c-acp	As	as	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
now	now	av	now	now	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
merciful	merciful	j	merciful	merciful	0
both	both	av-d	both	both	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
just	just	j	just	just	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
unjust	unjust	j	unjust	unjust	0
;	;	;	;	;	0
be	be	vbb	be	be	0
merciful	merciful	j	merciful	merciful	0
to	to	p-acp	to	to	0
both	both	d	both	both	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
merciful	merciful	j	merciful	merciful	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
unjust	unjust	j	unjust	unjust	0
only	only	av-j	only	only	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
just	just	j	just	just	0
also	also	av	also	also	0
,	,	,	,	,	0
this	this	d	this	this	0
is	is	vbz	is	be	0
cruelty	cruelty	n1	cruelty	cruelty	0
;	;	;	;	;	0
if	if	cs	if	if	0
honest	honest	j	honest	honest	0
men	men	n2	men	man	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
preference	preference	n1	preference	preference	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
mercy	mercy	n1	mercy	mercy	0
,	,	,	,	,	0
you	you	pn22	you	you	0
cannot	cannot	vmbx	cannot	can	0
do	do	vdi	do	do	0
lesse	lesse	av-dc	less	less	0
,	,	,	,	,	0
then	then	av	then	then	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
go	go	vvi	go	go	0
sharers	sharers	n2	sharers	sharer	0
with	with	p-acp	with	with	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
far	far	av-j	far	far	0
less	less	av-dc	less	less	0
(	(	(	(	(	0
if	if	cs	if	if	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
)	)	)	)	)	0
deserv'd	deserv'd	vvd	deserved	deserve	0
it	it	pn31	it	it	0
.	.	.	.	.	1
'Tis	'Tis	pn31|vbz	It's	it|be	0
very	very	av	very	very	0
possible	possible	j	possible	possible	0
,	,	,	,	,	0
(	(	(	(	(	0
and	and	cc	and	and	0
,	,	,	,	,	0
I	I	pns11	I	i	0
fear	fear	vvb	fear	fear	0
,	,	,	,	,	0
very	very	av	very	very	0
probable	probable	j	probable	probable	0
,	,	,	,	,	0
)	)	)	)	)	0
that	that	cst	that	that	0
many	many	d	many	many	0
years	years	n2	years	year	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
bring	bring	vvi	bring	bring	0
forth	forth	av	forth	forth	0
such	such	d	such	such	0
a	a	dt	a	a	0
Temper	Temper	vvi	Temper	temper	0
,	,	,	,	,	0
and	and	cc	and	and	0
Complexion	Complexion	n1	Complexion	complexion	0
of	of	pp-f	of	of	0
Parliament	Parliament	n1	Parliament	parliament	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
is	is	vbz	is	be	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
sit	sit	vvb	fit	sit	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
'tis	'tis	pn31|vbz	it's	it|be	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
as	as	c-acp	as	as	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
Hazard	Hazard	n1	Hazard	hazard	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
project	project	n1	project	project	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
great	great	j	great	great	0
Elixir	Elixir	n1	Elixir	elixir	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
misses	misses	vvz	misses	miss	0
a	a	dt	a	a	0
hundred	hundred	crd	hundred	hundred	0
times	times	n2	times	time	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
it	it	pn31	it	it	0
hits	hits	vvz	hits	hit	0
once	once	a-acp	once	once	0
;	;	;	;	;	0
your	your	po22	your	your	0
children	children	n2	children	child	0
to	to	p-acp	to	to	0
many	many	d	many	many	0
Generations	Generations	n2	Generations	generation	0
may	may	vmb	may	may	0
sadly	sadly	av-j	sadly	sad	0
desire	desire	vvi	desire	desire	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
days	days	n2	days	day	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
a	a	dt	a	a	0
Convention	Convention	n1	Convention	convention	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
not	not	xx	not	not	0
see	see	vvi	see	see	0
it	it	pn31	it	it	0
:	:	:	:	:	0
Therefore	Therefore	av	Therefore	therefore	0
,	,	,	,	,	0
behold	behold	vvb	behold	behold	0
,	,	,	,	,	0
now	now	av	now	now	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
accepted	accepted	j-vvn	accepted	accept	0
time	time	n1	time	time	0
;	;	;	;	;	0
behold	behold	vvb	behold	behold	0
now	now	av	now	now	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
salvation	salvation	n1	salvation	salvation	0
:	:	:	:	:	0
To	To	p-acp	To	to	0
day	day	n1	day	day	0
therefore	therefore	av	therefore	therefore	0
(	(	(	(	(	0
after	after	c-acp	after	after	0
so	so	av	so	so	0
long	long	j	long	long	0
a	a	dt	a	a	0
time	time	n1	time	time	0
)	)	)	)	)	0
whilst	whilst	cs	while	while	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
said	said	vvn	said	say	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
day	day	n1	day	day	0
;	;	;	;	;	0
harden	harden	vvb	harden	harden	0
not	not	xx	not	not	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
;	;	;	;	;	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
do	do	vdb	do	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
Esau	Esau	np1	Esau	Esau	0
)	)	)	)	)	0
sell	sell	vvi	fell	sell	0
your	your	po22	your	your	0
own	own	d	own	own	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
birth-rights	birth-rights	ng1	birthrights	birthright	0
,	,	,	,	,	0
afterwards	afterwards	av	afterwards	afterward	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
inherit	inherit	vvi	inherit	inherit	0
the	the	dt	the	the	0
blessing	blessing	n1	blessing	blessing	0
,	,	,	,	,	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
rejected	rejected	vvn	rejected	reject	0
,	,	,	,	,	0
though	though	cs	though	though	0
you	you	pn22	you	you	0
sek	sek	vvb	sek	sek	0
it	it	pn31	it	it	0
care	care	vvi	care	care	0
∣	∣	sy	∣	∣	0
fully	fully	av-j	fully	full	0
with	with	p-acp	with	with	0
tears	tears	n2	tears	tear	0
.	.	.	.	.	1
You	You	pn22	You	you	0
love	love	vvb	love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
for	for	p-acp	for	for	0
Loyalty	Loyalty	n1	Loyalty	loyalty	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
be	be	vbb	be	be	0
,	,	,	,	,	0
then	then	av	then	then	0
cherish	cherish	vvb	cherish	cherish	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
love	love	vvb	love	love	0
:	:	:	:	:	0
let	let	vvb	let	let	0
that	that	d	that	that	0
tree	tree	n1	tree	tree	0
have	have	vhb	have	have	0
the	the	dt	the	the	0
most	most	ds	most	most	0
,	,	,	,	,	0
and	and	cc	and	and	0
best	best	js	best	best	0
care	care	n1	care	care	0
and	and	cc	and	and	0
water	water	n1	water	water	0
,	,	,	,	,	0
the	the	dt	the	the	0
best	best	js	best	best	0
soil	soil	n1	soil	soil	0
and	and	cc	and	and	0
fence	fence	n1	fence	fence	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
gives	gives	vvz	gives	give	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
fruit	fruit	n1	fruit	fruit	0
you	you	pn22	you	you	0
most	most	av-ds	most	most	0
love	love	vvb	love	love	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
crueltie	crueltie	n1	cruelty	cruelty	0
no	no	av-dx	no	no	0
where	where	c-crq	where	where	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Nero	Nero	np1	Nero	Nero	0
,	,	,	,	,	0
Ardet	Ardet	np1	Ardet	Ardet	0
Roma	Roma	np1	Roma	Roma	0
,	,	,	,	,	0
dum	dum	fw-la	dum	dum	0
cythara	cythara	fw-la	cythara	cythara	0
canit	canit	fw-la	canit	canit	0
:	:	:	:	:	0
And	And	cc	And	and	0
shal	shal	vmb	shall	shall	0
we	we	pns12	we	we	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
Amos.	Amos.	np1	Amos.	Amos.	1
6	6	crd	6	6	0
,	,	,	,	,	0
4	4	crd	4	4	0
,	,	,	,	,	0
5	5	crd	5	5	0
;	;	;	;	;	0
6.	6.	crd	6.	6.	0
)	)	)	)	)	0
lye	lye	vvb	lie	lie	0
upon	upon	p-acp	upon	upon	0
beds	beds	n2	beds	bed	0
of	of	pp-f	of	of	0
Ivory	Ivory	n1	Ivory	ivory	0
,	,	,	,	,	0
and	and	cc	and	and	0
