Honoured	Honoured	j-vvn	Honoured	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
firm	firm	j	firm	firm	0
establishment	establishment	n1	establishment	establishment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Churches	Churches	n2	Churches	church	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
of	of	pp-f	of	of	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
towards	towards	p-acp	towards	towards	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
love	love	vvb	love	love	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
Brethren	Brethren	n2	Brothers	brethren	0
:	:	:	:	:	0
Even	Even	av-j	Even	even	0
so	so	av	so	so	0
these	these	d	these	these	0
late	late	j	late	late	0
and	and	cc	and	and	0
unhappy	unhappy	j	unhappy	unhappy	0
differences	differences	n2	differences	difference	0
(	(	(	(	(	0
through	through	p-acp	through	through	0
Gods	Gods	npg1	Gods	God	0
bles	bles	n1	bles	bles	0
∣	∣	sy	∣	∣	0
sings	sings	vvz	sings	sing	0
and	and	cc	and	and	0
goodness	goodness	n1	goodness	goodness	0
)	)	)	)	)	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
the	the	dt	the	the	0
like	like	j	like	like	0
success	success	n1	success	success	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
mongst	mongst	p-acp	amongst	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
setting	setting	vvg	setting	set	0
both	both	d	both	both	0
Pastor	Pastor	n1	Pastor	pastor	0
and	and	cc	and	and	0
people	people	n1	people	people	0
upon	upon	p-acp	upon	upon	0
a	a	dt	a	a	0
diligent	diligent	j	diligent	diligent	0
and	and	cc	and	and	0
studious	studious	j	studious	studious	0
inquiery	inquiery	n1	inquiry	inquiry	0
into	into	p-acp	into	into	0
,	,	,	,	,	0
and	and	cc	and	and	0
discovery	discovery	n1	discovery	discovery	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
establishing	establishing	vvg	establishing	establish	0
them	them	pno32	them	they	0
therein	therein	av	therein	therein	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Eater	Eater	n1	Eater	eater	0
hath	hath	vhz	hath	have	0
come	come	vvn	come	come	0
Meat	Meat	n1	Meat	meat	0
,	,	,	,	,	0
the	the	dt	the	the	0
weak	weak	j	weak	weak	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
strong	strong	j	strong	strong	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
strong	strong	j	strong	strong	0
stronger	stronger	jc	stronger	strong	0
;	;	;	;	;	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
seemed	seemed	vvd	seemed	seem	0
to	to	pc-acp	to	to	0
stagger	stagger	vvi	stagger	stagger	0
,	,	,	,	,	0
do	do	vdb	do	do	0
now	now	av	now	now	0
stand	stand	vvi	stand	stand	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
feet	feet	n2	feet	foot	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
stood	stood	vvd	stood	stand	0
are	are	vbr	are	be	0
now	now	av	now	now	0
established	established	vvn	established	establish	0
,	,	,	,	,	0
none	none	pix	none	none	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
danger	danger	n1	danger	danger	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
formerly	formerly	av-j	formerly	former	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
turned	turned	vvn	turned	turn	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
way	way	n1	way	way	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
those	those	d	those	those	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
formerly	formerly	av-j	formerly	former	0
hindred	hindred	vvd	hindered	hinder	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
removed	removed	vvd	removed	remove	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
way	way	n1	way	way	0
,	,	,	,	,	0
Faith	Faith	n1	Faith	faith	0
and	and	cc	and	and	0
love	love	n1	love	love	0
,	,	,	,	,	0
Piety	Piety	n1	Piety	piety	0
and	and	cc	and	and	0
charity	charity	n1	charity	charity	0
,	,	,	,	,	0
will	will	vmb	will	will	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
)	)	)	)	)	0
go	go	vvb	go	go	0
on	on	a-acp	on	on	0
and	and	cc	and	and	0
prosper	prosper	vvi	prosper	prosper	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
run	run	vvb	run	run	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
glorified	glorified	vvn	glorified	glorify	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
;	;	;	;	;	0
you	you	pn22	you	you	0
did	did	vdd	did	do	0
lament	lament	vvi	lament	lament	0
and	and	cc	and	and	0
mourn	mourn	vvi	mourn	mourn	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
your	your	po22	your	your	0
sorrow	sorrow	n1	sorrow	sorrow	0
is	is	vbz	is	be	0
turned	turned	vvn	turned	turn	0
into	into	p-acp	into	into	0
joy	joy	n1	joy	joy	0
.	.	.	.	.	1
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
taken	taken	vvn	taken	take	0
away	away	av	away	away	0
your	your	po22	your	your	0
Sackcloath	Sackcloath	n1	Sackcloth	sackcloth	0
and	and	cc	and	and	0
Ashes	Ashes	n2	Ashes	ash	0
,	,	,	,	,	0
and	and	cc	and	and	0
girded	girded	vvd	girded	gird	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
joy	joy	n1	joy	joy	0
and	and	cc	and	and	0
gladness	gladness	n1	gladness	gladness	0
:	:	:	:	:	0
The	The	dt	The	the	0
foundations	foundations	n2	foundations	foundation	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
building	building	n1	building	building	0
did	did	vdd	did	do	0
seem	seem	vvi	seem	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
removed	removed	vvn	removed	remove	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
places	places	n2	places	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
pillars	pillars	n2	pillars	pillar	0
thereof	thereof	av	thereof	thereof	0
did	did	vdd	did	do	0
tremble	tremble	vvi	tremble	tremble	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Highest	Highest	js	Highest	high	0
himself	himself	n1	himself	himself	0
hath	hath	vhz	hath	have	0
establi	establi	vvn	establi	establi	0
∣	∣	sy	∣	∣	0
shed	shed	vvb	shed	shed	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
guide	guide	vvi	guide	guide	0
your	your	po22	your	your	0
feet	feet	n2	feet	foot	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
and	and	cc	and	and	0
peace	peace	n1	peace	peace	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
brethren	brethren	n2	brothers	brethren	0
,	,	,	,	,	0
have	have	vhb	have	have	0
they	they	pns32	they	they	0
stumbled	stumbled	vvd	stumbled	stumble	0
(	(	(	(	(	0
indeed	indeed	av	indeed	indeed	0
at	at	p-acp	at	at	0
ceremonies	ceremonies	n2	ceremonies	ceremony	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Iews	Iews	np2	Iews	Jew	0
did	did	vdd	did	do	0
)	)	)	)	)	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
fall	fall	vvi	fallen	fall	0
?	?	?	?	?	1
God	God	np1	God	God	0
forbid	forbid	vvb	forbid	forbid	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
if	if	cs	if	if	0
through	through	p-acp	through	through	0
their	their	po32	their	their	0
fall	fall	n1	fallen	fall	0
establishment	establishment	n1	establishment	establishment	0
be	be	vbi	be	be	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
shal	shal	vmb	shall	shall	0
not	not	xx	not	not	0
their	their	po32	their	their	0
restoration	restoration	n1	restoration	restoration	0
belife	belife	n1	belief	belief	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
dead	dead	j	dead	dead	0
?	?	?	?	?	1
And	And	cc	And	and	0
let	let	vvb	let	let	0
every	every	d	every	every	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
that	that	cst	that	that	0
stand	stand	vvb	stand	stand	0
,	,	,	,	,	0
take	take	vvb	take	take	0
heed	heed	n1	heed	heed	0
least	least	cs	lest	lest	0
we	we	pns12	we	we	0
fall	fall	vvb	fallen	fall	0
.	.	.	.	.	1
If	If	cs	If	if	0
we	we	pns12	we	we	0
pon	pon	av	pon	pon	0
∣	∣	sy	∣	∣	0
der	der	fw-mi	der	der	0
the	the	dt	the	the	0
pathes	pathes	n2	paths	path	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
feet	feet	n2	feet	foot	0
,	,	,	,	,	0
our	our	po12	our	our	0
wayes	wayes	n2	ways	way	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
established	established	vvn	established	establish	0
:	:	:	:	:	0
Prov.	Prov.	np1	Prov.	Prov.	1
4.26	4.26	crd	4.26	4.26	0
.	.	.	.	.	1
Though	Though	cs	Though	though	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
add	add	vvi	add	add	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
spirituall	spirituall	j	spiritual	spiritual	0
stature	stature	n1	stature	stature	0
,	,	,	,	,	0
or	or	cc	or	or	0
increase	increase	vvi	increase	increase	0
in	in	p-acp	in	in	0
knowledge	knowledge	n1	knowledge	knowledge	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
business	business	n1	business	business	0
in	in	p-acp	in	in	0
controversie	controversie	n1	controversy	controversy	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
so	so	av	so	so	0
richly	richly	av-j	richly	rich	0
instructed	instructed	vvn	instructed	instruct	0
here	here	av	here	here	0
∣	∣	sy	∣	∣	0
in	in	n1	in	inn	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
very	very	av	very	very	0
lately	lately	av-j	lately	late	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
honoured	honoured	j-vvn	honoured	honour	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
loved	loved	vvd	loved	love	0
Pastor	Pastor	np1	Pastor	Pastor	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
but	but	p-acp	but	but	0
put	put	vvi	put	put	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
minde	minde	n1	mind	mind	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
wonted	wonted	j	wonted	wont	0
Dialect	Dialect	n1	Dialect	dialect	0
and	and	cc	and	and	0
plain	plain	j	plain	plain	0
manner	manner	n1	manner	manner	0
,	,	,	,	,	0
(	(	(	(	(	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
moved	moved	vvd	moved	move	0
hereunto	hereunto	av	hereunto	hereunto	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
)	)	)	)	)	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
its	its	po31	its	its	0
Christian	Christian	njp	Christian	christian	0
acceptance	acceptance	n1	acceptance	acceptance	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
;	;	;	;	;	0
and	and	cc	and	and	0
who	who	r-crq	who	who	0
knowes	knowes	vvz	knows	know	0
whether	whether	cs	whither	whether	0
God	God	np1	God	God	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
make	make	vvi	make	make	0
five	five	crd	five	five	0
loaves	loaves	n2	loaves	loaf	0
and	and	cc	and	and	0
two	two	crd	two	two	0
fishes	fishes	n2	fish	fish	0
,	,	,	,	,	0
(	(	(	(	(	0
I	I	pns11	I	i	0
mean	mean	vvb	mean	mean	0
a	a	dt	a	a	0
little	little	j	little	little	0
of	of	pp-f	of	of	0
mean	mean	j	mean	mean	0
fare	fare	n1	fare	fare	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
feast	feast	n1	feast	feast	0
of	of	pp-f	of	of	0
fat	fat	j	fat	fat	0
things	things	n2	things	thing	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
.	.	.	.	.	1
My	My	po11	My	my	0
hearts	hearts	n2	hearts	heart	0
desire	desire	vvb	desire	desire	0
and	and	cc	and	and	0
prayer	prayer	n1	prayer	prayer	0
unto	unto	p-acp	unto	unto	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
all	all	d	all	all	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
henceforth	henceforth	av	henceforth	henceforth	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
stumble	stumble	vvi	stumble	stumble	0
and	and	cc	and	and	0
fall	fall	vvi	fallen	fall	0
,	,	,	,	,	0
Isa.	Isa.	np1	Isa.	Isa.	1
8.15	8.15	crd	8.15	8.15	0
.	.	.	.	.	1
2	2	crd	2	2	0
Coll	Coll	np1	Coll	Coll	0
:	:	:	:	:	0
8.	8.	crd	8.	8.	0
2	2	crd	2	2	1
Tim.	Tim.	np1	Tim.	Tim.	0
3.6	3.6	crd	3.6	3.6	0
,	,	,	,	,	0
2	2	crd	2	2	0
Pet.	Pet.	np1	Pet.	Pet.	0
2.3	2.3	crd	2.3	2.3	0
.	.	.	.	.	1
2	2	crd	2	2	0
Cor	Cor	np1	Cor	Cor	0
:	:	:	:	:	0
11.20	11.20	crd	11.20	11.20	0
:	:	:	:	:	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
broken	broken	vvn	broken	break	0
,	,	,	,	,	0
and	and	cc	and	and	0
snared	snared	vvn	snared	snare	0
and	and	cc	and	and	0
taken	taken	vvn	taken	take	0
;	;	;	;	;	0
that	that	cst	that	that	0
no	no	dx	no	no	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
spoyl	spoyl	vvi	spoil	spoil	0
you	you	pn22	you	you	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
sheep-stealers	sheep-stealers	n2	sheep-stealers	sheep-stealer	0
,	,	,	,	,	0
snatching	snatching	vvg	snatching	snatch	0
you	you	pn22	you	you	0
away	away	av	away	away	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
fold	fold	n1	fold	fold	0
or	or	cc	or	or	0
flock	flock	n1	flock	flock	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
)	)	)	)	)	0
nor	nor	ccx	nor	nor	0
take	take	vvb	take	take	0
you	you	pn22	you	you	0
prisoners	prisoners	n2	prisoners	prisoner	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
make	make	vvi	make	make	0
merchandize	merchandize	n1	merchandise	merchandise	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
bring	bring	vvb	bring	bring	0
you	you	pn22	you	you	0
into	into	p-acp	into	into	0
bondage	bondage	n1	bondage	bondage	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
florish	florish	vvi	flourish	flourish	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Courts	Courts	n2	Courts	court	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
house	house	n1	house	house	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
God	God	n1	God	god	0
,	,	,	,	,	0
running	running	vvg	running	run	0
without	without	p-acp	without	without	0
weariness	weariness	n1	weariness	weariness	0
,	,	,	,	,	0
and	and	cc	and	and	0
walking	walking	vvg	walking	walk	0
on	on	a-acp	on	on	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
fainting	fainting	j-vvg	fainting	faint	0
;	;	;	;	;	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
yet	yet	av	yet	yet	0
after	after	p-acp	after	after	0
many	many	d	many	many	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
years	years	n2	years	year	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
with	with	p-acp	with	with	0
Moses	Moses	np1	Moses	Moses	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
old	old	j	old	old	0
age	age	n1	age	age	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
sight	sight	n1	sighed	sight	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
was	was	vbds	was	be	0
dim	dim	j	dim	dim	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
was	was	vbds	was	be	0
his	his	po31	his	his	0
natural	natural	j	natural	natural	0
strength	strength	n1	strength	strength	0
abated	abated	vvn	abated	abate	0
;	;	;	;	;	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
received	received	vvn	received	receive	0
Christ	Christ	np1	Christ	Christ	0
Jesus	Jesus	np1	Jesus	Jesus	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
so	so	av	so	so	0
ye	ye	pn22	you	you	0
might	might	vmd	might	may	0
walk	walk	vvi	walk	walk	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
,	,	,	,	,	0
rooted	rooted	vvn	rooted	root	0
and	and	cc	and	and	0
built	built	vvn	built	build	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
stablished	stablished	vvd	established	establish	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
taught	taught	vvn	taught	teach	0
;	;	;	;	;	0
that	that	cst	that	that	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
comforted	comforted	vvn	comforted	comfort	0
by	by	p-acp	by	by	0
daily	daily	j	daily	daily	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
freshings	freshings	n2-vvg	freshings	freshing	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
presence	presence	n1	presence	presence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
beeing	beeing	vbg	being	be	0
knit	knit	vvn	knit	knit	0
together	together	av	together	together	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
rooted	rooted	j-vvn	rooted	root	0
and	and	cc	and	and	0
grounded	grounded	vvn	grounded	ground	0
in	in	p-acp	in	in	0
love	love	n1	love	love	0
,	,	,	,	,	0
