ELect	ELect	j-vvn	ELect	elect	0
subtiltie	subtiltie	n1	subtlety	subtlety	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
vndermined	vndermined	vvn	undermined	undermine	0
;	;	;	;	;	0
so	so	av	so	so	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
to	to	p-acp	to	to	0
rampire	rampire	n1	rampire	rampire	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
doc	doc	fw-fr	doc	doc	0
∣	∣	sy	∣	∣	0
trine	trine	n1	trine	trine	0
:	:	:	:	:	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
a	a	dt	a	a	0
fierie	fierie	j	fiery	fiery	0
wal	wal	n1	wall	wall	0
of	of	pp-f	of	of	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
the	the	dt	the	the	0
gates	gates	n2	gates	gate	0
of	of	pp-f	of	of	0
hell	hell	n1	hell	hell	0
cannot	cannot	vmbx	cannot	can	0
preuayle	preuayle	vvi	prevail	prevail	0
agaynst	agaynst	p-acp	against	against	0
it	it	pn31	it	it	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
as	as	c-acp	as	as	0
Sathan	Sathan	np1	Sathan	Satan	0
is	is	vbz	is	be	0
wont	wont	vvn	wont	wont	0
some	some	d	some	some	0
∣	∣	sy	∣	∣	0
time	time	n1	time	time	0
to	to	p-acp	to	to	0
transforme	transforme	vvi	transform	transform	0
himselfe	himselfe	px31	himself	himself	0
into	into	p-acp	into	into	0
an	an	cs	and	an	0
An	An	dt	And	a	0
∣	∣	sy	∣	∣	0
gell	gell	n1	gell	gell	0
of	of	pp-f	of	of	0
light	light	n1	light	light	0
,	,	,	,	,	0
so	so	av	so	so	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
he	he	pns31	he	he	0
see	see	vvb	see	see	0
∣	∣	sy	∣	∣	0
keth	keth	zz	keth	keth	0
to	to	p-acp	to	to	0
ouerturne	ouerturne	vvi	overturn	overturn	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
sworde	sworde	n1	sword	sword	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirite	Spirite	n1	Spirit	spirit	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
sharpe	sharpe	j	sharp	sharp	0
edge	edge	n1	edge	edge	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
alwaies	alwaies	av	always	always	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
cut	cut	vvb	cut	cut	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
sunder	sunder	av	sunder	sunder	0
all	all	d	all	all	0
the	the	dt	the	the	0
knottie	knottie	j	knotty	knotty	0
quiddities	quiddities	n2	quiddities	quiddity	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
our	our	po12	our	our	0
aduersaries	aduersaries	n2	adversaries	adversary	0
(	(	(	(	(	0
though	though	cs	though	though	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
ningly	ningly	av-jn	ningly	ning	0
)	)	)	)	)	0
shall	shall	vmb	shall	shall	0
endeuour	endeuour	n1	endeavour	endeavour	0
to	to	pc-acp	to	to	0
contriue	contriue	vvi	contrive	contrive	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
plaine	plaine	j	plain	plain	0
trueth	trueth	n1	truth	truth	0
,	,	,	,	,	0
reueiled	reueiled	vvn	revealed	reveal	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Scrip	Scrip	n1	Scrip	scrip	0
∣	∣	sy	∣	∣	0
tures	tures	n1	tures	tures	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
experience	experience	n1	experience	experience	0
wherof	wherof	c-crq	whereof	whereof	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
here	here	av	here	here	0
dedicated	dedicated	vvn	dedicated	dedicate	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Worships	Worships	n2	Worships	worship	0
,	,	,	,	,	0
a	a	dt	a	a	0
little	little	j	little	little	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
mainder	mainder	n1	mainder	mainder	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
,	,	,	,	,	0
reading	reading	vvg	reading	read	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
charge	charge	n1	charge	charge	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
Epistle	Epistle	n1	Epistle	epistle	0
of	of	pp-f	of	of	0
Sainct	Sainct	n1	Saint	saint	0
Iames	Iames	np1	Iames	Iames	0
:	:	:	:	:	0
wherein	wherein	c-crq	wherein	wherein	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
laboured	laboured	vvd	laboured	labour	0
to	to	pc-acp	to	to	0
teach	teach	vvi	teach	teach	0
the	the	dt	the	the	0
trueth	trueth	n1	truth	truth	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
plainly	plainly	av-j	plainly	plain	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
capacitie	capacitie	n1	capacity	capacity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
simple	simple	j	simple	simple	0
;	;	;	;	;	0
so	so	av	so	so	0
likewise	likewise	av	likewise	likewise	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
occasion	occasion	n1	occasion	occasion	0
was	was	vbds	was	be	0
offe	offe	zz	offe	offe	0
∣	∣	sy	∣	∣	0
red	red	vvn	read	read	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
skill	skill	n1	skill	skill	0
,	,	,	,	,	0
I	I	pns11	I	i	0
assaied	assaied	vvd	assayed	assay	0
to	to	pc-acp	to	to	0
confute	confute	vvi	confute	confute	0
errors	errors	n2	errors	error	0
of	of	pp-f	of	of	0
seducing	seducing	j-vvg	seducing	seduce	0
Spirites	Spirites	n2	Spirits	spirit	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
please	please	vvi	please	please	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
willingly	willingly	av-j	willingly	willing	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
offer	offer	vvi	offer	offer	0
the	the	dt	the	the	0
same	same	d	same	same	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
duetifully	duetifully	av-j	dutifully	dutiful	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
thinke	thinke	vvi	think	think	0
the	the	dt	the	the	0
fruite	fruite	n1	fruit	fruit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
well	well	av	well	well	0
bestowed	bestowed	vvn	bestowed	bestow	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
receiued	receiued	vvn	received	receive	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
perused	perused	vvn	perused	peruse	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
eyes	eyes	n2	eyes	eye	0
of	of	pp-f	of	of	0
two	two	crd	two	two	0
so	so	av	so	so	0
vertuous	vertuous	j	virtuous	virtuous	0
and	and	cc	and	and	0
religious	religious	j	religious	religious	0
Ladies	Ladies	n2	Ladies	lady	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
incouraged	incouraged	vvn	encouraged	encourage	0
hereun	hereun	n1	hereun	hereun	0
∣	∣	sy	∣	∣	0
to	to	a-acp	to	to	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
prouoke	prouoke	vvi	provoke	provoke	0
a	a	dt	a	a	0
fresh	fresh	j	fresh	fresh	0
the	the	dt	the	the	0
eger	eger	j	eager	eager	0
appetites	appetites	n2	appetites	appetite	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
which	which	r-crq	which	which	0
haue	haue	vhb	have	have	0
staied	staied	vvn	stayed	stay	0
(	(	(	(	(	0
too	too	av	too	too	0
long	long	av-j	long	long	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sure	sure	j	sure	sure	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
thinke	thinke	vvb	think	think	0
)	)	)	)	)	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
fore-tast	fore-tast	j	foretaste	foretaste	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
little	little	j	little	little	0
banquetting	banquetting	n-vvg	banqueting	banquet	0
dish	dish	n1	dish	dish	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
them	them	pno32	them	they	0
longue	longue	fw-fr	longue	longue	0
the	the	dt	the	the	0
more	more	n1	more	moor	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
seruice	seruice	n1	service	service	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
artificially	artificially	av-j	artificially	artificial	0
and	and	cc	and	and	0
rich	rich	av-j	rich	rich	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
,	,	,	,	,	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
,	,	,	,	,	0
ere	ere	c-acp	ere	ere	0
it	it	pn31	it	it	0
bee	bee	vbb	be	be	0
long	long	j	long	long	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
brought	brought	vvn	brought	bring	0
out	out	av	out	out	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
prouide	prouide	vvi	provide	provide	0
the	the	dt	the	the	0
diet	diet	n1	diet	diet	0
,	,	,	,	,	0
and	and	cc	and	and	0
furnish	furnish	vvi	furnish	furnish	0
the	the	dt	the	the	0
prouision	prouision	n1	provision	provision	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Princely	Princely	j	Princely	princely	0
table	table	n1	table	table	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
(	(	(	(	(	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sure	sure	j	sure	sure	0
)	)	)	)	)	0
will	will	vmb	will	will	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
be	be	vbi	be	be	0
offended	offended	vvn	offended	offend	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
shaking	shaking	vvg	shaking	shake	0
a	a	dt	a	a	0
light	light	j	light	light	0
Launce	Launce	n1	Lance	lance	0
agaynst	agaynst	p-acp	against	against	0
the	the	dt	the	the	0
Campe	Campe	n1	Camp	camp	0
of	of	pp-f	of	of	0
An	An	dt	And	a	0
∣	∣	sy	∣	∣	0
tichrist	tichrist	n1	tichrist	tichrist	0
,	,	,	,	,	0
then	then	av	then	then	0
worthie	worthie	j	worthy	worthy	0
Generalls	Generalls	n2	Generals	general	0
,	,	,	,	,	0
and	and	cc	and	and	0
va	va	fw-fr	va	va	0
∣	∣	sy	∣	∣	0
liant	liant	j	liant	liant	0
Coronels	Coronels	n2	Coronels	colonel	0
are	are	vbr	are	be	0
wont	wont	j	wont	wont	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
Cap	Cap	n1	Cap	cap	0
∣	∣	sy	∣	∣	0
taines	taines	fw-fr	taines	taines	0
for	for	c-acp	for	for	0
shewing	shewing	vvg	showing	show	0
their	their	po32	their	their	0
valure	valure	n1	valour	valour	0
,	,	,	,	,	0
and	and	cc	and	and	0
smi	smi	n2	smi	smi	0
∣	∣	sy	∣	∣	0
ting	ting	uh	ting	ting	0
a	a	dt	a	a	0
straggler	straggler	n1	straggler	straggler	0
comming	comming	vvg	coming	come	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
way	way	n1	way	way	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
comming	comming	vvg	coming	come	0
might	might	vmd	might	may	0
something	something	pi	something	something	0
pre	pre	fw-es	pre	pre	0
∣	∣	sy	∣	∣	0
iudice	iudice	fw-la	iudice	iudice	0
any	any	d	any	any	0
corner	corner	n1	corner	corner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
hoast	hoast	n1	host	host	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Romish	Romish	np1	Romish	Romish	0
Rhemists	Rhemists	n2	Rhemists	rhemist	0
:	:	:	:	:	0
when	when	c-crq	when	when	0
wil	wil	vmb	will	will	0
you	you	pn22	you	you	0
open	open	vvi	open	open	0
your	your	po22	your	your	0
eyes	eyes	n2	eyes	eye	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
trueth	trueth	n1	truth	truth	0
?	?	?	?	?	0
when	when	q-crq	when	when	0
will	will	vmb	will	will	0
you	you	pn22	you	you	0
take	take	vvi	take	take	0
that	that	cst	that	that	0
precious	precious	j	precious	precious	0
Collyrium	Collyrium	n1	Collyrium	collyrium	0
,	,	,	,	,	0
Reuel	Reuel	vvb	Revel	revel	0
.	.	.	.	.	1
3.1	3.1	crd	3.1	3.1	0
a	a	dt	a	a	0
soueraigne	soueraigne	n-jn	sovereign	sovereign	0
eye-salue	eye-salue	j	eyesalve	eyesalve	0
,	,	,	,	,	0
wherof	wherof	c-crq	whereof	whereof	0
S.	S.	n1	S.	saint	0
Iohn	Iohn	np1	Iohn	John	0
spea	spea	uh	spea	spea	0
∣	∣	sy	∣	∣	0
keth	keth	zz	keth	keth	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
once	once	a-acp	once	once	0
see	see	vvi	see	see	0
your	your	po22	your	your	0
bon	bon	fw-fr	bon	bon	0
∣	∣	sy	∣	∣	0
dage	dage	n1	dage	dage	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
Italian	Italian	jp	Italian	italian	0
Antichrist	Antichrist	np1	Antichrist	Antichrist	0
,	,	,	,	,	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
meant	meant	vvn	meant	mean	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
will	will	vmb	will	will	0
you	you	pn22	you	you	0
learne	learne	vvi	learn	learn	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
glorious	glorious	j	glorious	glorious	0
libertie	libertie	n1	liberty	liberty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sonnes	Sonnes	n2	Sons	son	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
?	?	?	?	?	1
Will	Will	n1	Will	will	0
you	you	pn22	you	you	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
blind	blind	j	blind	blind	0
then	then	cs	then	than	0
the	the	dt	the	the	0
Turkes	Turkes	np2	Turkes	Turk	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
Agarenes	Agarenes	n1	Agarenes	agarenes	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
called	called	vvn	called	call	0
Saracenes	Saracenes	n1	Saracenes	saracenes	0
?	?	?	?	?	1
But	But	p-acp	But	but	0
you	you	pn22	you	you	0
who	who	r-crq	who	who	0
pretending	pretending	vvg	pretending	pretend	0
Catholikes	Catholikes	njp2	Catholics	catholic	0
,	,	,	,	,	0
the	the	dt	the	the	0
Mother	Mother	n1	Mother	mother	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
the	the	dt	the	the	0
sonnes	sonnes	n2	sons	son	0
of	of	pp-f	of	of	0
Sarah	Sarah	np1	Sarah	Sarah	0
,	,	,	,	,	0
wil	wil	vmb	will	will	0
yet	yet	av	yet	yet	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
this	this	d	this	this	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
though	though	cs	though	though	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
borne	borne	vvn	born	bear	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
wombe	wombe	n1	womb	womb	0
,	,	,	,	,	0
ioyne	ioyne	vvb	join	join	0
with	with	p-acp	with	with	0
Hagar	Hagar	np1	Hagar	Hagar	0
.	.	.	.	.	1
You	You	pn22	You	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
iustified	iustified	vvn	justified	justify	0
only	only	av-j	only	only	0
by	by	p-acp	by	by	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
free	free	j	free	free	0
promise	promise	n1	promise	promise	0
only	only	av-j	only	only	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Isaac	Isaac	np1	Isaac	Isaac	0
was	was	vbds	was	be	0
borne	borne	vvn	born	bear	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
lusty	lusty	j	lusty	lusty	0
yonker	yonker	n1	younker	younker	0
Ismael	Ismael	np1	Ismael	Ishmael	0
,	,	,	,	,	0
you	you	pn22	you	you	0
wil	wil	vmb	will	will	0
mock	mock	vvi	mock	mock	0
Isaac	Isaac	np1	Isaac	Isaac	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Solifidian	Solifidian	n1	Solifidian	solifidian	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
that	that	d	that	that	0
persecute	persecute	vvi	persecute	persecute	0
the	the	dt	the	the	0
lawfull	lawfull	j	lawful	lawful	0
heires	heires	n2	heirs	heir	0
with	with	p-acp	with	with	0
fire	fire	n1	fire	fire	0
and	and	cc	and	and	0
fagot	fagot	n1	faggot	faggot	0
;	;	;	;	;	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
borne	borne	vvn	born	bear	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
strength	strength	n1	strength	strength	0
of	of	pp-f	of	of	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
mise	mise	n2	mice	mouse	0
,	,	,	,	,	0
only	only	av-j	only	only	0
:	:	:	:	:	0
A	A	dt	A	a	0
lustie	lustie	j	lusty	lusty	0
dame	dame	n1	dame	dame	0
must	must	vmb	must	must	0
bee	bee	vbi	be	be	0
your	your	po22	your	your	0
Mother	Mother	n1	Mother	mother	0
,	,	,	,	,	0
or	or	cc	or	or	0
els	els	av	else	else	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
haue	haue	vhi	have	have	0
Abra	Abra	np1	Abra	Abra	0
∣	∣	sy	∣	∣	0
ham	ham	n1	ham	ham	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
Father	Father	n1	Father	father	0
:	:	:	:	:	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
ioyne	ioyne	vvi	join	join	0
na	na	fw-fr	na	na	0
∣	∣	sy	∣	∣	0
ture	ture	n1	ture	ture	0
with	with	p-acp	with	with	0
grace	grace	n1	grace	grace	0
:	:	:	:	:	0
O	O	uh	Oh	oh	0
blind	blind	j	blind	blind	0
generation	generation	n1	generation	generation	0
;	;	;	;	;	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
worke	worke	vvi	work	work	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
hire	hire	n1	hire	hire	0
:	:	:	:	:	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
do	do	vdi	do	do	0
no	no	dx	no	no	0
good	good	j	good	good	0
deedes	deedes	n2	deeds	deed	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
auoyde	auoyde	vvi	avoid	avoid	0
the	the	dt	the	the	0
whot	whot	j	hot	hot	0
scalding	scalding	j-vvg	scalding	scald	0
house	house	n1	house	house	0
of	of	pp-f	of	of	0
Purgatorie	Purgatorie	n1	Purgatory	purgatory	0
:	:	:	:	:	0
O	O	uh	Oh	oh	0
seruile	seruile	j	servile	servile	0
brood	brood	n1	brood	brood	0
.	.	.	.	.	1
If	If	cs	If	if	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
beleeue	beleeue	vvi	believe	believe	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
you	you	pn22	you	you	0
giue	giue	vvb	give	give	0
eare	eare	n1	ear	ear	0
to	to	p-acp	to	to	0
that	that	cst	that	that	0
old	old	j	old	old	0
,	,	,	,	,	0
eloquent	eloquent	j	eloquent	eloquent	0
,	,	,	,	,	0
good	good	j	good	good	0
father	father	n1	father	father	0
Nazianzene	Nazianzene	np1	Nazianzene	Nazianzene	0
.	.	.	.	.	1
If	If	cs	If	if	0
thou	thou	pns21	thou	thou	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
bondslaue	bondslaue	n1	bondslave	bondslave	0
,	,	,	,	,	0
Nazian	Nazian	np1	Nazian	Nazian	0
.	.	.	.	.	0
de	de	fw-la	de	de	0
Sancto	Sancto	fw-la	Sancto	sancto	0
Bap	Bap	fw-es	Bap	bap	0
¦	¦	sy	¦	¦	0
mate	mate	n1	mate	mate	0
.	.	.	.	.	0
then	then	av	then	then	0
feare	feare	vvb	fear	fear	0
the	the	dt	the	the	0
whippe	whippe	n1	whip	whip	0
:	:	:	:	:	0
if	if	cs	if	if	0
thou	thou	pns21	thou	thou	0
be	be	vbb	be	be	0
an	an	dt	and	a	0
hyreling	hyreling	n1	hireling	hireling	0
,	,	,	,	,	0
then	then	av	then	then	0
looke	looke	vvb	look	look	0
only	only	av-j	only	only	0
for	for	p-acp	for	for	0
thy	thy	po21	thy	thy	0
rewarde	rewarde	n1	reward	reward	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
ouer	ouer	a-acp	over	over	0
and	and	cc	and	and	0
besides	besides	p-acp	beside	beside	0
this	this	d	this	this	0
,	,	,	,	,	0
if	if	cs	if	if	0
thou	thou	pns21	thou	thou	0
be	be	vbb	be	be	0
a	a	av	a	a	0
(	(	(	(	(	0
naturall	naturall	j	natural	natural	0
)	)	)	)	)	0
Child	Child	n1	Child	child	0
,	,	,	,	,	0
then	then	cs	then	than	0
reuerence	reuerence	n1	reverence	reverence	0
(	(	(	(	(	0
God	God	np1	God	God	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
thy	thy	po21	thy	thy	0
Father	Father	n1	Father	father	0
:	:	:	:	:	0
Do	Do	vdb	Do	do	0
well	well	av	well	well	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
obey	obey	vvi	obey	obey	0
thy	thy	po21	thy	thy	0
Father	Father	n1	Father	father	0
:	:	:	:	:	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
and	and	cc	and	and	0
