DIuers	DIuers	j	Diverse	diverse	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
hauing	hauing	vhg	having	have	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
tried	tried	vvd	tried	try	0
the	the	dt	the	the	0
sharpnesse	sharpnesse	n1	sharpness	sharpness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
dartes	dartes	n2	darts	dart	0
of	of	pp-f	of	of	0
sclander	sclander	n1	slander	slander	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
haue	haue	vhb	have	have	0
vvith	vvith	p-acp	with	with	0
the	the	dt	the	the	0
like	like	j	like	like	0
dartes	dartes	n2	darts	dart	0
bene	bene	vbn	be	be	0
atteinted	atteinted	vvn	attainted	attaint	0
,	,	,	,	,	0
no	no	av-dx	no	no	0
lesse	lesse	av-dc	less	less	0
pernitiously	pernitiously	av-j	perniciously	pernicious	0
and	and	cc	and	and	0
maliciously	maliciously	av-j	maliciously	malicious	0
then	then	av	then	then	0
the	the	dt	the	the	0
Reformed	Reformed	vvn	Reformed	reform	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
cōsidering	cōsidering	vvg	considering	considere	0
that	that	cst	that	that	0
the	the	dt	the	the	0
sclander	sclander	n1	slander	slander	0
rai	rai	fw-fr	rai	rai	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
vpon	vpon	p-acp	upon	upon	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
vvas	vvas	vbds	was	be	0
both	both	d	both	both	0
vndirect	vndirect	j	undirect	undirect	0
and	and	cc	and	and	0
secret	secret	j-jn	secret	secret	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
same	same	d	same	same	0
vvherevvith	vvherevvith	c-crq	wherewith	wherewith	0
the	the	av	the	then	0
Reformed	Reformed	vvn	Reformed	reform	0
Princes	Princes	n2	Princes	prince	0
are	are	vbr	are	be	0
charged	charged	vvn	charged	charge	0
,	,	,	,	,	0
is	is	vbz	is	be	0
open	open	j	open	open	0
.	.	.	.	.	1
Novv	Novv	av	Now	now	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
plaine	plaine	j	plain	plain	0
case	case	n1	case	case	0
,	,	,	,	,	0
that	that	cst	that	that	0
a	a	dt	a	a	0
secret	secret	j-jn	secret	secret	0
enemy	enemy	n1	enemy	enemy	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
daungerous	daungerous	j	dangerous	dangerous	0
then	then	cs	then	than	0
an	an	dt	and	a	0
open	open	j	open	open	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
consequently	consequently	av-j	consequently	consequent	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
touched	touched	vvn	touched	touch	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
vvith	vvith	p-acp	with	with	0
such	such	d	such	such	0
a	a	dt	a	a	0
sclander	sclander	n1	slander	slander	0
,	,	,	,	,	0
bearing	bearing	vvg	bearing	bear	0
you	you	pn22	you	you	0
invvard	invvard	j	inward	inward	0
malice	malice	n1	malice	malice	0
,	,	,	,	,	0
are	are	vbr	are	be	0
most	most	av-ds	most	most	0
daūgerous	daūgerous	j	dangerous	dangerous	0
enemies	enemies	n2	enemies	enemy	0
.	.	.	.	.	1
The	The	dt	The	the	0
sclander	sclander	n1	slander	slander	0
vvherevvith	vvherevvith	c-crq	wherewith	wherewith	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
hath	hath	vhz	hath	have	0
charged	charged	vvn	charged	charge	0
the	the	dt	the	the	0
Reformed	Reformed	vvn	Reformed	reform	0
Princes	Princes	n2	Princes	prince	0
is	is	vbz	is	be	0
vvell	vvell	av	well	well	0
enough	enough	av-d	enough	enough	0
knovven	knovven	vvn	known	know	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
aunsvvere	aunsvvere	vvi	answer	answer	0
thereto	thereto	av	thereto	thereto	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
gther	gther	n1	gther	gther	0
vvith	vvith	p-acp	with	with	0
their	their	po32	their	their	0
iust	iust	j	just	just	0
defence	defence	n1	defence	defence	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
be	be	vbb	be	be	0
peremptorily	peremptorily	av-j	peremptorily	peremptory	0
enough	enough	av-d	enough	enough	0
intreated	intreated	vvn	entreated	entreat	0
of	of	pp-f	of	of	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
present	present	j	present	present	0
Treatise	Treatise	n1	Treatise	treatise	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
sclaunder	sclaunder	n1	slander	slander	0
vvherevvith	vvherevvith	c-crq	wherewith	wherewith	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
doth	doth	vdz	does	do	0
charge	charge	vvi	charge	charge	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
deserueth	deserueth	vvz	deserves	deserve	0
the	the	dt	the	the	0
laying	laying	vvg	laying	lay	0
open	open	j	open	open	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
that	that	cst	that	that	0
being	being	vbg	being	be	0
both	both	av-d	both	both	0
secret	secret	j-jn	secret	secret	0
and	and	cc	and	and	0
indirect	indirect	j	indirect	indirect	0
,	,	,	,	,	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
neuerthelesse	neuerthelesse	av	nevertheless	nevertheless	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
venimous	venimous	j	venomous	venomous	0
tayle	tayle	n1	tail	tail	0
then	then	cs	then	than	0
the	the	dt	the	the	0
tayle	tayle	n1	tail	tail	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Scorpion	Scorpion	n1	Scorpion	scorpion	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
nature	nature	n1	nature	nature	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
vvound	vvound	n1	wound	wound	0
can	can	vmb	can	can	0
hardly	hardly	av	hardly	hardly	0
be	be	vbi	be	be	0
cured	cured	vvn	cured	cure	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
death	death	n1	death	death	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
by	by	a-acp	by	by	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
.	.	.	.	.	1
If	If	cs	If	if	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
could	could	vmd	could	can	0
haue	haue	vhi	have	have	0
burdened	burdened	vvn	burdened	burden	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
vvith	vvith	p-acp	with	with	0
heresie	heresie	n1	heresy	heresy	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
euident	euident	j	evident	evident	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
vvould	vvould	vmd	would	will	0
not	not	xx	not	not	0
haue	haue	vhi	have	have	0
spared	spared	vvn	spared	spare	0
you	you	pn22	you	you	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
alvvayes	alvvayes	av	always	always	0
bene	bene	vbn	be	be	0
so	so	av	so	so	0
good	good	j	good	good	0
a	a	dt	a	a	0
Catholick	Catholick	njp	Catholic	catholic	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
accuse	accuse	vvi	accuse	accuse	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
heresie	heresie	n1	heresy	heresy	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
must	must	vmb	must	must	0
first	first	ord	first	first	0
haue	haue	vhi	have	have	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
demned	demned	vvd	demeaned	demean	0
him	him	pno31	him	he	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
seeing	seeing	vvg	seeing	see	0
that	that	d	that	that	0
vvay	vvay	n1	way	way	0
vvould	vvould	vmd	would	will	0
not	not	xx	not	not	0
serue	serue	vvi	serve	serve	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
sought	sought	vvn	sought	seek	0
out	out	av	out	out	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
vnder	vnder	p-acp	under	under	0
hand	hand	n1	hand	hand	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
spread	spread	vvn	spread	spread	0
abroad	abroad	av	abroad	abroad	0
sundry	sundry	j	sundry	sundry	0
brutes	brutes	n2	brutus's	brute	0
&	&	cc	&	and	0
nevves	nevves	n1	news	news	0
,	,	,	,	,	0
importing	importing	vvg	importing	import	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
do	do	vdb	do	do	0
fauour	fauour	vvi	favour	favour	0
hereticks	hereticks	n2	heretics	heretic	0
,	,	,	,	,	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
about	about	p-acp	about	about	0
you	you	pn22	you	you	0
those	those	d	those	those	0
that	that	cst	that	that	0
take	take	vvb	take	take	0
part	part	n1	part	part	0
vvith	vvith	p-acp	with	with	0
heretickes	heretickes	n2	heretics	heretic	0
,	,	,	,	,	0
and	and	cc	and	and	0
these	these	d	these	these	0
rumors	rumors	n2	rumours	rumour	0
hath	hath	vhz	hath	have	0
he	he	pns31	he	he	0
dispersed	dispersed	vvn	dispersed	disperse	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
in	in	p-acp	in	in	0
France	France	np1	France	France	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
through	through	p-acp	through	through	0
all	all	d	all	all	0
Italie	Italie	np1	Italie	Italy	0
,	,	,	,	,	0
Germa	Germa	np1	Germa	Germa	0
∣	∣	sy	∣	∣	0
nie	nie	av-j	nigh	nigh	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
places	places	n2	places	place	0
.	.	.	.	.	1
Novv	Novv	av	Now	now	0
therfore	therfore	av	therefore	therefore	0
let	let	vvb	let	let	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
iudge	iudge	vvi	judge	judge	0
vvhat	vvhat	r-crq	what	what	0
an	an	dt	and	a	0
impressiō	impressiō	n1	impression	impression	0
this	this	d	this	this	0
may	may	vmb	may	may	0
leaue	leaue	vvi	leave	leave	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
harts	harts	n2	hearts	heart	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
vvhat	vvhat	q-crq	what	what	0
a	a	dt	a	a	0
consequence	consequence	n1	consequence	consequence	0
this	this	d	this	this	0
action	action	n1	actium	action	0
dravveth	dravveth	vvz	draweth	draw	0
after	after	p-acp	after	after	0
it	it	pn31	it	it	0
,	,	,	,	,	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
may	may	vmb	may	may	0
thereby	thereby	av	thereby	thereby	0
read	read	vvi	read	read	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hartes	hartes	n2	hearts	heart	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
&	&	cc	&	and	0
the	the	dt	the	the	0
League	League	n1	League	league	0
,	,	,	,	,	0
&	&	cc	&	and	0
turning	turning	vvg	turning	turn	0
the	the	dt	the	the	0
leafe	leafe	n1	leaf	leaf	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
little	little	j	little	little	0
,	,	,	,	,	0
may	may	vmb	may	may	0
knovv	knovv	vvi	know	know	0
their	their	po32	their	their	0
driftes	driftes	n2	drifts	drift	0
,	,	,	,	,	0
togither	togither	av	together	together	0
vvith	vvith	p-acp	with	with	0
the	the	dt	the	the	0
consequence	consequence	n1	consequence	consequence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
:	:	:	:	:	0
That	That	cst	That	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
seeketh	seeketh	vvz	seeks	seek	0
first	first	ord	first	first	0
to	to	pc-acp	to	to	0
vveaken	vveaken	vvi	weaken	weaken	0
the	the	dt	the	the	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
formation	formation	n1	formation	formation	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
stand	stand	vvi	stand	stand	0
as	as	p-acp	as	as	0
an	an	dt	and	a	0
0	0	crd	0	0	0
in	in	p-acp	in	in	0
algorisme	algorisme	n1	algorisme	algorisme	0
,	,	,	,	,	0
and	and	cc	and	and	0
next	next	ord	next	next	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Councill	Councill	n1	Council	council	0
of	of	pp-f	of	of	0
Trent	Trent	np1	Trent	Trent	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Inquisition	Inquisition	n1	Inquisition	inquisition	0
,	,	,	,	,	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
authorise	authorise	vvi	authorise	authorise	0
the	the	dt	the	the	0
League	League	n1	League	league	0
euen	euen	av	even	even	0
aboue	aboue	p-acp	above	above	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
no	no	dx	no	no	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
speake	speake	vvi	speak	speak	0
amisse	amisse	av	amiss	amiss	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
or	or	cc	or	or	0
the	the	dt	the	the	0
League	League	n1	League	league	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
sodenly	sodenly	av-j	suddenly	sudden	0
be	be	vbi	be	be	0
cast	cast	vvn	cast	cast	0
into	into	p-acp	into	into	0
prison	prison	n1	prison	prison	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
once	once	a-acp	once	once	0
brought	brought	vvd	brought	bring	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
,	,	,	,	,	0
the	the	dt	the	the	0
next	next	ord	next	next	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
to	to	pc-acp	to	to	0
lay	lay	vvi	lay	lay	0
hands	hands	n2	hands	hand	0
vpon	vpon	p-acp	upon	upon	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
bury	bury	vvb	bury	bury	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
Monasterie	Monasterie	n1	Monastery	monastery	0
:	:	:	:	:	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
burie	burie	vvi	bury	bury	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
so	so	av	so	so	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
dye	dye	vvi	die	dye	0
double	double	j-jn	double	double	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
vvorld	vvorld	n1	world	world	0
:	:	:	:	:	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
raise	raise	vvi	raise	raise	0
speaches	speaches	n2	speeches	speech	0
accor	accor	vvi	accor	accor	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
impressions	impressions	n2	impressions	impression	0
afore	afore	a-acp	afore	afore	0
mentioned	mentioned	vvn	mentioned	mention	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
hauing	hauing	vhg	having	have	0
fauored	fauored	vvn	favoured	favour	0
the	the	dt	the	the	0
heretickes	heretickes	n2	heretics	heretic	0
,	,	,	,	,	0
are	are	vbr	are	be	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
holinesse	holinesse	n1	holiness	holiness	0
deposed	deposed	vvn	deposed	depose	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
crovvne	crovvne	n1	crown	crown	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Cardinall	Cardinall	n1	Cardinal	cardinal	0
of	of	pp-f	of	of	0
Bourbon	Bourbon	np1	Bourbon	Bourbon	0
declared	declared	vvd	declared	declare	0
next	next	ord	next	next	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
vnmeet	vnmeet	j	unmeet	unmeet	0
for	for	c-acp	for	for	0
succession	succession	n1	succession	succession	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
vvill	vvill	vmb	will	will	0
set	set	vvi	set	set	0
vp	vp	a-acp	up	up	0
such	such	d	such	such	0
a	a	dt	a	a	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
League	League	n1	League	league	0
as	as	c-acp	as	as	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
deuotion	deuotion	n1	devotion	devotion	0
:	:	:	:	:	0
this	this	d	this	this	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
vvill	vvill	vmb	will	will	0
he	he	pns31	he	he	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
if	if	cs	if	if	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
take	take	vvb	take	take	0
not	not	xx	not	not	0
the	the	dt	the	the	0
better	better	jc	better	better	0
heede	heede	n1	heed	heed	0
,	,	,	,	,	0
and	and	cc	and	and	0
prouide	prouide	vvb	provide	provide	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
time	time	n1	time	time	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Neither	Neither	av-d	Neither	neither	0
shall	shall	vmb	shall	shall	0
he	he	pns31	he	he	0
doe	doe	vdi	do	do	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
already	already	av	already	already	0
bene	bene	vbi	be	be	0
done	done	vdn	done	do	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
predeces	predeces	fw-la	predeces	predeces	0
∣	∣	sy	∣	∣	0
sours	sours	n2-j	source	sour	0
,	,	,	,	,	0
vvhose	vvhose	rg-crq	whose	who	0
estates	estates	n2	estates	estate	0
the	the	dt	the	the	0
Popes	Popes	n2	Popes	pope	0
haue	haue	vhb	have	have	0
troubled	troubled	vvn	troubled	trouble	0
,	,	,	,	,	0
vvhen	vvhen	c-crq	when	when	0
there	there	pc-acp	there	there	0
vvas	vvas	vbds	was	be	0
no	no	dx	no	no	0
speach	speach	n1	speech	speech	0
of	of	pp-f	of	of	0
Reformation	Reformation	n1	Reformation	reformation	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onely	onely	av-j	only	only	0
vpon	vpon	p-acp	upon	upon	0
mallice	mallice	n1	malice	malice	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
bare	bare	vvd	bore	bear	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
priuiledges	priuiledges	n2	privileges	privilege	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Frēch	Frēch	jp	French	french	0
Church	Church	n1	Church	church	0
.	.	.	.	.	1
And	And	cc	And	and	0
also	also	av	also	also	0
albeit	albeit	cs	albeit	albeit	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
should	should	vmd	should	shall	0
shake	shake	vvi	shake	shake	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Popes	Popes	ng1	Popes	pope	0
yoke	yoke	n1	yoke	yoke	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
should	should	vmd	should	shall	0
you	you	pn22	you	you	0
doe	doe	vdi	do	do	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
vvhat	vvhat	r-crq	what	what	0
your	your	po22	your	your	0
predecessours	predecessours	n2	predecessors	predecessor	0
haue	haue	vhb	have	have	0
sought	sought	vvn	sought	seek	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
,	,	,	,	,	0
vvitnesse	vvitnesse	vvi	witness	witness	0
the	the	dt	the	the	0
Pragmaticall	Pragmaticall	j	Pragmatical	pragmatical	0
Sanction	Sanction	n1	Sanction	sanction	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
shall	shall	vmb	shall	shall	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
any	any	d	any	any	0
noueltie	noueltie	n1	novelty	novelty	0
in	in	p-acp	in	in	0
Fraunce	Fraunce	np1	Fraunce	France	0
.	.	.	.	.	1
The	The	dt	The	the	0
hatred	hatred	n1	hatred	hatred	0
also	also	av	also	also	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
beareth	beareth	vvz	bears	bear	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
same	same	d	same	same	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
conti	conti	fw-la	conti	conti	0
∣	∣	sy	∣	∣	0
nued	nued	vvd	nued	nue	0
against	against	p-acp	against	against	0
your	your	po22	your	your	0
predecessours	predecessours	n2	predecessors	predecessor	0
,	,	,	,	,	0
euen	euen	av	even	even	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
priuiledges	priuiledges	n2	privileges	privilege	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
he	he	pns31	he	he	0
vvould	vvould	vmd	would	will	0
vvillingly	vvillingly	av-j	willingly	willing	0
haue	haue	vhb	have	have	0
in	in	p-acp	in	in	0
France	France	np1	France	France	0
such	such	d	such	such	0
a	a	dt	a	a	0
king	king	n1	king	king	0
