WHereas	WHereas	cs	WHereas	whereas	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fruit	fruit	n1	fruit	fruit	0
and	and	cc	and	and	0
harvest	harvest	n1	harvest	harvest	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
reading	reading	n-vvg	reading	read	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
these	these	d	these	these	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
reasons	reasons	n2	reasons	reason	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
ushered	ushered	vvn	ushered	usher	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
Sermons	Sermons	n2	Sermons	sermon	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
world	world	n1	world	world	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
short	short	j	short	short	0
Apologeticall	Apologeticall	j	Apologetical	apologetical	0
answer	answer	n1	answer	answer	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Charge	Charge	n1	Charge	charge	0
.	.	.	.	.	1
And	And	cc	And	and	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
choise	choise	n1	choice	choice	0
of	of	pp-f	of	of	0
thee	thee	pno21	thee	thou	0
as	as	p-acp	as	as	0
an	an	dt	and	a	0
Umpire	Umpire	n1	Umpire	umpire	0
and	and	cc	and	and	0
Judge	Judge	n1	Judge	judge	0
between	between	p-acp	between	between	0
my	my	po11	my	my	0
accusers	accusers	n2	accusers	accuser	0
and	and	cc	and	and	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	1
And	And	cc	And	and	0
truely	truely	av-j	truly	true	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
the	the	dt	the	the	0
fittest	fittest	js	fittest	fit	0
man	man	n1	man	man	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
sin	sin	vvi	sin	sin	0
∣	∣	sy	∣	∣	0
gle	gle	vvb	gle	gle	0
out	out	av	out	out	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
me	me	pno11	me	i	0
this	this	d	this	this	0
service	service	n1	service	service	0
of	of	pp-f	of	of	0
love	love	n1	love	love	0
;	;	;	;	;	0
whether	whether	cs	whither	whether	0
I	I	pns11	I	i	0
looke	looke	vvb	look	look	0
upon	upon	p-acp	upon	upon	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
or	or	cc	or	or	0
my	my	po11	my	my	0
Antagonists	Antagonists	n2	Antagonists	antagonist	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
If	If	cs	If	if	0
I	I	pns11	I	i	0
looke	looke	vvb	look	look	0
upon	upon	p-acp	upon	upon	0
my	my	po11	my	my	0
Antagonists	Antagonists	n2	Antagonists	antagonist	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
not	not	xx	not	not	0
within	within	p-acp	within	within	0
their	their	po32	their	their	0
gun-shot	gun-shot	j	gunshot	gunshot	0
,	,	,	,	,	0
or	or	cc	or	or	0
censure	censure	n1	censure	censure	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
thou	thou	pns21	thou	thou	0
canst	canst	vm2	canst	can	0
not	not	xx	not	not	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
damnified	damnified	vvn	damnified	damnify	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
2.15	2.15	crd	2.15	2.15	0
.	.	.	.	.	1
The	The	dt	The	the	0
spirituall	spirituall	j	spiritual	spiritual	0
man	man	n1	man	man	0
judgeth	judgeth	vvz	judgeth	judge	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
he	he	pns31	he	he	0
himselfe	himselfe	px31	himself	himself	0
is	is	vbz	is	be	0
judged	judged	vvn	judged	judge	0
by	by	p-acp	by	by	0
no	no	dx	no	no	0
man	man	n1	man	man	0
.	.	.	.	.	1
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
If	If	cs	If	if	0
I	I	pns11	I	i	0
looke	looke	vvb	look	look	0
unto	unto	p-acp	unto	unto	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
the	the	dt	the	the	0
fittest	fittest	js	fittest	fit	0
,	,	,	,	,	0
and	and	cc	and	and	0
only	only	j	only	only	0
man	man	n1	man	man	0
for	for	p-acp	for	for	0
mee	mee	pno11	me	i	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
thou	thou	pns21	thou	thou	0
wilt	wilt	vm2	wilt	will	0
not	not	xx	not	not	0
deale	deale	vvi	deal	deal	0
rigorously	rigorously	av-j	rigorously	rigorous	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
wilt	wilt	vm2	wilt	will	0
juge	juge	fw-fr	juge	juge	0
mee	mee	pno11	me	i	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
law	law	n1	law	law	0
of	of	pp-f	of	of	0
love	love	n1	love	love	0
,	,	,	,	,	0
liberty	liberty	n1	liberty	liberty	0
and	and	cc	and	and	0
cle	cle	n1	cle	cle	0
∣	∣	sy	∣	∣	0
mency	mency	n1	mency	mency	0
,	,	,	,	,	0
Jam.	Jam.	np1	Jam.	Jam.	1
2.12	2.12	crd	2.12	2.12	0
.	.	.	.	.	1
And	And	cc	And	and	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
seriously	seriously	av-j	seriously	serious	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
sider	sider	vvb	sider	sider	0
what	what	q-crq	what	what	0
weakenesses	weakenesses	n2	weaknesses	weakness	0
,	,	,	,	,	0
frailties	frailties	n2	frailties	frailty	0
and	and	cc	and	and	0
infirmi	infirmi	fw-fr	infirmi	infirmi	0
∣	∣	sy	∣	∣	0
ties	ties	vvz	ties	tie	0
have	have	vhb	have	have	0
discovered	discovered	vvn	discovered	discover	0
themselves	themselves	px32	themselves	themselves	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
ven	ven	zf	ven	when	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
things	things	n2	things	thing	0
(	(	(	(	(	0
whether	whether	cs	whither	whether	0
in	in	p-acp	in	in	0
praying	praying	vvg	praying	pray	0
,	,	,	,	,	0
preaching	preaching	vvg	preaching	preach	0
,	,	,	,	,	0
or	or	cc	or	or	0
writing	writing	vvg	writing	write	0
)	)	)	)	)	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
most	most	av-ds	most	most	0
spirituall	spirituall	j	spiritual	spiritual	0
;	;	;	;	;	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
not	not	xx	not	not	0
thinke	thinke	vvi	think	think	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
o	o	fw-fr	o	o	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
Judge	Judge	n1	Judge	judge	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
wilt	wilt	vm2	wilt	will	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
favourable	favourable	j	favourable	favourable	0
then	then	cs	then	than	0
the	the	dt	the	the	0
Synod	Synod	n1	Synod	synod	0
at	at	p-acp	at	at	0
Westminster	Westminster	np1	Westminster	Westminster	0
unto	unto	p-acp	unto	unto	0
my	my	po11	my	my	0
way	way	n1	way	way	0
and	and	cc	and	and	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
preaching	preaching	vvg	preaching	preach	0
and	and	cc	and	and	0
expressions	expressions	n2	expressions	expression	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
made	made	vvd	made	make	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
five	five	crd	five	five	0
or	or	cc	or	or	0
sixe	sixe	crd	sixe	six	0
yeares	yeares	n2	years	year	0
since	since	a-acp	since	since	0
;	;	;	;	;	0
considering	considering	vvg	considering	consider	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
then	then	av	then	then	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
beene	beene	vbn	been	be	0
many	many	d	many	many	0
moneths	moneths	n2	months	month	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Schoole	Schoole	n1	School	school	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
wilt	wilt	vm2	wilt	will	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
indulgent	indulgent	j	indulgent	indulgent	0
unto	unto	p-acp	unto	unto	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
which	which	r-crq	which	which	0
now	now	av	now	now	0
sheweth	sheweth	vvz	shows	show	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Assembly	Assembly	n1	Assembly	assembly	0
of	of	pp-f	of	of	0
Sion-Colledge	Sion-Colledge	n1	Sion-Colledge	sion-colledge	0
Divines	Divines	vvz	Divines	divine	0
,	,	,	,	,	0
conside	conside	av-an	conside	conside	0
∣	∣	sy	∣	∣	0
ring	ring	n1	ring	ring	0
,	,	,	,	,	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
time	time	n1	time	time	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Apprentiship	Apprentiship	n1	Apprenticeship	apprenticeship	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Schoole	Schoole	n1	School	school	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Savi	Savi	fw-la	Savi	savi	0
∣	∣	sy	∣	∣	0
our	our	po12	our	our	0
.	.	.	.	.	1
I	I	pns11	I	i	0
neede	neede	vvb	need	need	0
not	not	xx	not	not	0
make	make	vvi	make	make	0
an	an	dt	and	a	0
Apology	Apology	n1	Apology	apology	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
before	before	p-acp	before	before	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
tell	tell	vvi	tell	tell	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
that	that	cst	that	that	0
these	these	d	these	these	0
Ser	Ser	n1	Sir	sir	0
∣	∣	sy	∣	∣	0
mons	mons	fw-la	mons	mons	0
were	were	vbdr	were	be	0
never	never	av-x	never	never	0
intended	intended	vvn	intended	intend	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Presse	Presse	vvb	Press	press	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
deliverer	deliverer	n1	deliverer	deliverer	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
brought	brought	vvd	brought	bring	0
thither	thither	av	thither	thither	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
skilfull	skilfull	j	skilful	skilful	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
one	one	pi	one	one	0
professing	professing	vvg	professing	profess	0
the	the	dt	the	the	0
Art	Art	n1	Art	art	0
of	of	pp-f	of	of	0
short-writing	short-writing	j	short-writing	short-writing	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
wilt	wilt	vm2	wilt	will	0
willingly	willingly	av-j	willingly	willing	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
selfe	selfe	n1	self	self	0
pardon	pardon	vvb	pardon	pardon	0
the	the	dt	the	the	0
method	method	n1	method	method	0
and	and	cc	and	and	0
immethodical	immethodical	j	immethodical	immethodical	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
repetitions	repetitions	n2	repetitions	repetition	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
;	;	;	;	;	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
ligting	ligting	n1	ligting	ligting	0
thy	thy	po21	thy	thy	0
selfe	selfe	n1	self	self	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
naked	naked	j	naked	naked	0
truths	truths	n2	truths	truth	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
contained	contained	vvd	contained	contain	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
.	.	.	.	.	1
I	I	pns11	I	i	0
need	need	vvb	need	need	0
not	not	xx	not	not	0
excuse	excuse	vvi	excuse	excuse	0
the	the	dt	the	the	0
plainenesse	plainenesse	n1	plainness	plainness	0
of	of	pp-f	of	of	0
speech	speech	n1	speech	speech	0
and	and	cc	and	and	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
worldly	worldly	j	worldly	worldly	0
hetorick	hetorick	n1	hetorick	hetorick	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
thy	thy	po21	thy	thy	0
judgement	judgement	n1	judgement	judgement	0
,	,	,	,	,	0
plaine	plaine	av-j	plain	plain	0
preaching	preaching	vvg	preaching	preach	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
plead	plead	vvi	plead	plead	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
pardon	pardon	n1	pardon	pardon	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
doth	doth	vdz	does	do	0
deserve	deserve	vvi	deserve	deserve	0
commendation	commendation	n1	commendation	commendation	0
.	.	.	.	.	1
The	The	dt	The	the	0
phantasticall	phantasticall	j	fantastical	fantastical	0
preaching	preaching	vvg	preaching	preach	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
times	times	n2	times	time	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
metaphysicall	metaphysicall	j	metaphysical	metaphysical	0
words	words	n2	words	word	0
,	,	,	,	,	0
excellency	excellency	n1	excellency	excellency	0
of	of	pp-f	of	of	0
speech	speech	n1	speech	speech	0
and	and	cc	and	and	0
cannot	cannot	vmbx	cannot	can	0
please	please	vvi	please	please	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
displ	displ	n1	displ	displ	0
to	to	p-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
derogate	derogate	vvi	derogate	derogate	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Crosse	Crosse	n1	Cross	cross	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
1.17	1.17	crd	1.17	1.17	0
.	.	.	.	.	1
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
2.1	2.1	crd	2.1	2.1	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
knowest	knowest	vv2	knowest	know	0
that	that	cst	that	that	0
these	these	d	these	these	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
more	more	av-dc	more	more	0
usefull	usefull	j	useful	useful	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
spreading	spreading	j-vvg	spreading	spread	0
of	of	pp-f	of	of	0
msterier	msterier	jc	msterier	mstery	0
of	of	pp-f	of	of	0
un	un	fw-it	un	un	0
∣	∣	sy	∣	∣	0
godlinesse	godlinesse	n1	godliness	godliness	0
covertly	covertly	av-j	covertly	covert	0
and	and	cc	and	and	0
,	,	,	,	,	0
the	the	dt	the	the	0
publishing	publishing	vvg	publishing	publish	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
saving	saving	vvg	saving	save	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
,	,	,	,	,	0
And	And	cc	And	and	0
a	a	dt	a	a	0
fitter	fitter	jc	fitter	fit	0
dresse	dresse	n1	dress	dress	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
whore	whore	n1	whore	whore	0
of	of	pp-f	of	of	0
errour	errour	n1	error	error	0
and	and	cc	and	and	0
falshood	falshood	n1	falsehood	falsehood	0
,	,	,	,	,	0
then	then	cs	then	than	0
a	a	dt	a	a	0
cloathg	cloathg	n1	cloathg	cloathg	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
chast	chast	j	chaste	chaste	0
Virgin	Virgin	n1	Virgin	virgin	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
.	.	.	.	.	1
That	That	cst	That	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
speake	speake	vvi	speak	speak	0
heart	heart	n1	heart	heart	0
to	to	p-acp	to	to	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
wilt	wilt	vm2	wilt	will	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
things	things	n2	things	thing	0
be	be	vbb	be	be	0
so	so	av	so	so	0
favourable	favourable	j	favourable	favourable	0
unto	unto	p-acp	unto	unto	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
rather	rather	av-c	rather	rather	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
humble	humble	vvi	humble	humble	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
at	at	p-acp	at	at	0
thy	thy	po21	thy	thy	0
feete	feete	n2	feet	foot	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
justifie	justifie	vvi	justify	justify	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
before	before	p-acp	before	before	0
men	men	n2	men	man	0
.	.	.	.	.	1
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
therefore	therefore	av	therefore	therefore	0
willingly	willingly	av-j	willingly	willing	0
confesse	confesse	vvi	confess	confess	0
,	,	,	,	,	0
that	that	cst	that	that	0
