BEING	BEING	vbg	BEING	be	0
Patrones	Patrones	n1	Patroness	patroness	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
my	my	po11	my	my	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
bicause	bicause	c-acp	because	because	0
that	that	d	that	that	0
(	(	(	(	(	0
after	after	c-acp	after	after	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
prepared	prepared	vvn	prepared	prepare	0
the	the	dt	the	the	0
same	same	d	same	same	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Crosse	Crosse	n1	Cross	cross	0
,	,	,	,	,	0
and	and	cc	and	and	0
preached	preached	vvd	preached	preach	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
occasion	occasion	n1	occasion	occasion	0
of	of	pp-f	of	of	0
raine	raine	n1	rain	rain	0
)	)	)	)	)	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
im	im	p-acp	im	in	0
∣	∣	sy	∣	∣	0
portunatelye	portunatelye	j	portunatelye	portunatelye	0
prouoked	prouoked	vvn	provoked	provoke	0
by	by	p-acp	by	by	0
many	many	d	many	many	0
worshipfull	worshipfull	j	worshipful	worshipful	0
Citizens	Citizens	n2	Citizens	citizen	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
and	and	cc	and	and	0
put	put	vvi	put	put	0
in	in	p-acp	in	in	0
print	print	n1	print	print	0
the	the	dt	the	the	0
same	same	d	same	same	0
Sermon	Sermon	n1	Sermon	sermon	0
,	,	,	,	,	0
specially	specially	av-j	specially	special	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
sayde	sayde	vvn	said	say	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
cerning	cerning	j	cerning	cerning	0
vsurie	vsurie	n1	usury	usury	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
earnest	earnest	j	earnest	earnest	0
requests	requests	n2	requests	request	0
of	of	pp-f	of	of	0
theirs	theirs	png32	theirs	they	0
hath	hath	vhz	hath	have	0
drawne	drawne	vvn	drawn	draw	0
mee	mee	pno11	me	i	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
that	that	d	that	that	0
:	:	:	:	:	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
aduersaries	aduersaries	n2	adversaries	adversary	0
,	,	,	,	,	0
perhaps	perhaps	av	perhaps	perhaps	0
will	will	vmb	will	will	0
accuse	accuse	vvi	accuse	accuse	0
mee	mee	pno11	me	i	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
superfluous	superfluous	j	superfluous	superfluous	0
folly	folly	n1	folly	folly	0
and	and	cc	and	and	0
rash	rash	j	rash	rash	0
trauayle	trauayle	n1	travail	travail	0
,	,	,	,	,	0
bi	bi	p-acp	by	by	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
after	after	c-acp	after	after	0
so	so	av	so	so	0
many	many	d	many	many	0
great	great	j	great	great	0
Clarkes	Clarkes	n2	Clerks	clerk	0
of	of	pp-f	of	of	0
olde	olde	j	old	old	0
time	time	n1	time	time	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
handled	handled	vvn	handled	handle	0
this	this	d	this	this	0
mat	mat	n1	mat	mat	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
of	of	pp-f	of	of	0
Vsurie	Vsurie	n1	Usury	usury	0
at	at	p-acp	at	at	0
large	large	j	large	large	0
:	:	:	:	:	0
I	I	pns11	I	i	0
take	take	vvb	take	take	0
in	in	p-acp	in	in	0
hande	hande	n1	hand	hand	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
certaine	certaine	j	certain	certain	0
trades	trades	n2	trades	trade	0
subiect	subiect	j-jn	subject	subject	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
definition	definition	n1	definition	definition	0
of	of	pp-f	of	of	0
forbidden	forbidden	j-vvn	forbidden	forbid	0
Vsurie	Vsurie	n1	Usury	usury	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
none	none	pi	none	none	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
godlye	godlye	j	godly	godly	0
and	and	cc	and	and	0
great	great	j	great	great	0
learned	learned	j	learned	learned	0
men	men	n2	men	man	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
once	once	a-acp	once	once	0
mentioned	mentioned	vvn	mentioned	mention	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
writings	writings	n2	writings	write	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
to	to	pc-acp	to	to	0
excuse	excuse	vvi	excuse	excuse	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
from	from	p-acp	from	from	0
vndiscrete	vndiscrete	j-u	undiscrete	discrete	0
fol	fol	zz	fol	fol	0
∣	∣	sy	∣	∣	0
lye	lye	n1	lie	lie	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
calling	calling	vvg	calling	call	0
that	that	d	that	that	0
Vsurie	Vsurie	n1	Usury	usury	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
so	so	av	so	so	0
manye	manye	d	many	many	0
godly	godly	j	godly	godly	0
&	&	cc	&	and	0
learned	learned	j	learned	learned	0
writers	writers	n2	writers	writer	0
make	make	vvb	make	make	0
no	no	dx	no	no	0
mention	mention	n1	mention	mention	0
of	of	pp-f	of	of	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
doings	doings	n2-vdg	doings	do	0
:	:	:	:	:	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
either	either	d	either	either	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
times	times	n2	times	time	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
countries	countries	n2	countries	country	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
so	so	av	so	so	0
openlye	openlye	av-j	openly	open	0
shewed	shewed	vvn	showed	show	0
themselues	themselues	px32	themselves	themselves	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
V	V	crd	V	five	0
∣	∣	sy	∣	∣	0
surers	surers	ng1	surers	surers	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
defended	defended	vvd	defended	defend	0
that	that	d	that	that	0
vile	vile	j	vile	vile	0
trade	trade	n1	trade	trade	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
nest	nest	n1	nest	nest	0
trafficke	trafficke	n1	traffic	traffic	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
men	men	n2	men	man	0
past	past	p-acp	passed	past	0
all	all	d	all	all	0
shame	shame	n1	shame	shame	0
doe	doe	vdb	do	do	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
time	time	n1	time	time	0
:	:	:	:	:	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
our	our	po12	our	our	0
lande	lande	n1	land	land	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
thinke	thinke	vvb	think	think	0
)	)	)	)	)	0
further	further	av-j	further	further	0
occasioned	occasioned	vvn	occasioned	occasion	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
spe	spe	fw-la	spe	spe	0
∣	∣	sy	∣	∣	0
cially	cially	av-j	cially	cial	0
named	named	vvd	nam	name	0
that	that	d	that	that	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
these	these	d	these	these	0
men	men	n2	men	man	0
haue	haue	vhb	have	have	0
but	but	p-acp	but	but	0
in	in	p-acp	in	in	0
generalitie	generalitie	n1	generality	generality	0
condemend	condemend	vvi	condemend	condemend	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
worship	worship	n1	worship	worship	0
haue	haue	vhb	have	have	0
required	required	vvn	required	require	0
me	me	pno11	me	i	0
thus	thus	av	thus	thus	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
:	:	:	:	:	0
so	so	av	so	so	0
were	were	vbdr	were	be	0
they	they	pns32	they	they	0
content	content	j	content	content	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
)	)	)	)	)	0
my	my	po11	my	my	0
Lord	Lord	n1	Lord	lord	0
Maior	Maior	np1	Maior	Maior	0
willing	willing	vvg	willing	will	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
patrons	patrons	n2	patrons	patron	0
herof	herof	av	hereof	hereof	0
.	.	.	.	.	1
And	And	cc	And	and	0
my	my	po11	my	my	0
hope	hope	n1	hope	hope	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
more	more	dc	more	more	0
defending	defending	vvg	defending	defend	0
members	members	n2	members	member	0
than	than	cs	than	than	0
aduersaries	aduersaries	n2	adversaries	adversary	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
bodye	bodye	n1	body	body	0
pollitike	pollitike	j	politic	politic	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
spoken	spoken	vvn	spoken	speak	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
I	I	pns11	I	i	0
knowe	knowe	vvb	know	know	0
that	that	cst	that	that	0
many	many	d	many	many	0
haue	haue	vhb	have	have	0
exclaymed	exclaymed	vvd	exclaimed	exclaim	0
and	and	cc	and	and	0
doe	doe	vdb	do	do	0
exclayme	exclayme	vvi	exclaim	exclaim	0
against	against	p-acp	against	against	0
this	this	d	this	this	0
Citie	Citie	n1	City	city	0
for	for	p-acp	for	for	0
Vsurie	Vsurie	n1	Usury	usury	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
there	there	pc-acp	there	there	0
were	were	vbdr	were	be	0
no	no	dx	no	no	0
cause	cause	n1	cause	cause	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
when	when	c-crq	when	when	0
those	those	d	those	those	0
exclaymers	exclaymers	n2	exclaymers	exclaymer	0
are	are	vbr	are	be	0
themselues	themselues	px32	themselves	themselves	0
also	also	av	also	also	0
Vsurers	Vsurers	n2	Usurers	usurer	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
see	see	vvi	see	see	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
colour	colour	n1	colour	colour	0
it	it	pn31	it	it	0
by	by	p-acp	by	by	0
selling	selling	vvg	selling	sell	0
of	of	pp-f	of	of	0
time	time	n1	time	time	0
,	,	,	,	,	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
blushe	blushe	vvi	blush	blush	0
with	with	p-acp	with	with	0
shame	shame	n1	shame	shame	0
ynough	ynough	av-d	enough	enough	0
,	,	,	,	,	0
and	and	cc	and	and	0
ey	ey	zf	ey	i	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
first	first	ord	first	first	0
amende	amende	vvi	amend	amend	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
or	or	cc	or	or	0
else	else	av	else	else	0
cease	cease	vvb	cease	cease	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
clamation	clamation	n1	clamation	clamation	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
shame	shame	n1	shame	shame	0
for	for	p-acp	for	for	0
one	one	pi	one	one	0
to	to	pc-acp	to	to	0
rebuke	rebuke	vvi	rebuke	rebuke	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
fault	fault	n1	fault	fault	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
the	the	dt	the	the	0
rebuker	rebuker	n1	rebuker	rebuker	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
selfe	selfe	n1	self	self	0
is	is	vbz	is	be	0
guiltie	guiltie	j	guilty	guilty	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
speake	speake	vvb	speak	speak	0
not	not	xx	not	not	0
this	this	d	this	this	0
to	to	pc-acp	to	to	0
quallifie	quallifie	vvi	qualify	qualify	0
anye	anye	d	any	any	0
vice	vice	n1	vice	vice	0
committed	committed	vvn	committed	commit	0
by	by	p-acp	by	by	0
Citizens	Citizens	n2	Citizens	citizen	0
,	,	,	,	,	0
be	be	vbb	be	be	0
it	it	pn31	it	it	0
Vsurie	Vsurie	n1	Usury	usury	0
,	,	,	,	,	0
or	or	cc	or	or	0
other	other	j-jn	other	other	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
my	my	po11	my	my	0
earnest	earnest	j	earnest	earnest	0
desire	desire	n1	desire	desire	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
a	a	dt	a	a	0
redresse	redresse	n1	redress	redress	0
of	of	pp-f	of	of	0
faultes	faultes	n2	faults	fault	0
in	in	p-acp	in	in	0
Citie	Citie	n1	City	city	0
and	and	cc	and	and	0
Countrie	Countrie	n1	Country	country	0
.	.	.	.	.	1
And	And	cc	And	and	0
therfore	therfore	av	therefore	therefore	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Citie	Citie	n1	City	city	0
,	,	,	,	,	0
are	are	vbr	are	be	0
giuers	giuers	n2	givers	giver	0
of	of	pp-f	of	of	0
light	light	n1	light	light	0
or	or	cc	or	or	0
darkenesse	darkenesse	n1	darkness	darkness	0
to	to	p-acp	to	to	0
others	others	n2-jn	others	other	0
through	through	p-acp	through	through	0
this	this	d	this	this	0
Realme	Realme	n1	Realm	realm	0
,	,	,	,	,	0
so	so	av	so	so	0
I	I	pns11	I	i	0
beseeche	beseeche	vvb	beseech	beseech	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
Gods	Gods	ng1	Gods	god	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
first	first	ord	first	first	0
to	to	pc-acp	to	to	0
beginne	beginne	vvi	begin	begin	0
a	a	dt	a	a	0
redresse	redresse	n1	redress	redress	0
,	,	,	,	,	0
and	and	cc	and	and	0
euen	euen	av	even	even	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
speede	speede	n1	speed	speed	0
shine	shine	vvb	shine	shine	0
foorth	foorth	av	forth	forth	0
light	light	j	light	light	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
conuersation	conuersation	n1	conversation	conversation	0
,	,	,	,	,	0
and	and	cc	and	and	0
honest	honest	j	honest	honest	0
lawfull	lawfull	j	lawful	lawful	0
trade	trade	n1	trade	trade	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
others	others	n2-jn	others	other	0
maye	maye	vmb	may	may	0
followe	followe	vvi	follow	follow	0
your	your	po22	your	your	0
good	good	j	good	good	0
example	example	n1	example	example	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
God	God	np1	God	God	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
glorified	glorified	vvn	glorified	glorify	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
euery	euery	d	every	every	0
man	man	n1	man	man	0
put	put	vvn	put	put	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
helping	helping	j-vvg	helping	help	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
the	the	dt	the	the	0
Magistrate	Magistrate	n1	Magistrate	magistrate	0
with	with	p-acp	with	with	0
power	power	n1	power	power	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
in	in	n1	in	inn	0
∣	∣	sy	∣	∣	0
ferior	ferior	j-jn	ferior	ferior	0
with	with	p-acp	with	with	0
prayer	prayer	n1	prayer	prayer	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
wanteth	wanteth	vvz	wants	want	0
but	but	p-acp	but	but	0
only	only	av-j	only	only	0
good	good	j	good	good	0
will	will	n1	will	will	0
.	.	.	.	.	1
We	We	pns12	We	we	0
haue	haue	vhb	have	have	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
short	short	j	short	short	0
race	race	n1	raze	race	0
here	here	av	here	here	0
to	to	pc-acp	to	to	0
runne	runne	vvi	run	run	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
short	short	j	short	short	0
god	god	n1	god	god	0
onely	onely	av-j	only	only	0
knoweth	knoweth	vvz	knoweth	know	0
,	,	,	,	,	0
happy	happy	j	happy	happy	0
is	is	vbz	is	be	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
runneth	runneth	vvz	runneth	run	0
a	a	dt	a	a	0
good	good	j	good	good	0
course	course	n1	course	course	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
vs	vs	pno12	us	we	0
be	be	vbi	be	be	0
moued	moued	vvn	moved	move	0
while	while	cs	while	while	0
God	God	np1	God	God	0
doth	doth	vdz	does	do	0
yet	yet	av	yet	yet	0
call	call	vvi	call	call	0
and	and	cc	and	and	0
beseech	beseech	vvb	beseech	beseech	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
least	least	cs	lest	lest	0
he	he	pns31	he	he	0
kepe	kepe	vvb	keep	keep	0
silence	silence	n1	silence	silence	0
&	&	cc	&	and	0
scurge	scurge	vvi	scourge	scourge	0
vs.	vs.	pno12	us	we	0
And	And	cc	And	and	0
though	though	cs	though	though	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
regarde	regarde	n1	regard	regard	0
not	not	xx	not	not	0
God	God	np1	God	God	0
,	,	,	,	,	0
will	will	vmb	will	will	0
giere	giere	n1	giere	giere	0
,	,	,	,	,	0
cauill	cauill	vvb	cavil	cavil	0
,	,	,	,	,	0
scoffe	scoffe	n1	scoff	scoff	0
,	,	,	,	,	0
slaunder	slaunder	n1	slander	slander	0
,	,	,	,	,	0
kick	kick	vvb	kick	kick	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
moued	moued	vvn	moved	move	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
to	to	pc-acp	to	to	0
leaue	leaue	vvi	leave	leave	0
e	e	sy	e	e	0
∣	∣	sy	∣	∣	0
uill	uill	vmb	vill	vill	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
and	and	cc	and	and	0
wise	wise	j	wise	wise	0
(	(	(	(	(	0
for	for	p-acp	for	for	0
whose	whose	rg-crq	whose	who	0
sake	sake	n1	sake	sake	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
chiefly	chiefly	av-jn	chiefly	chief	0
done	done	vdn	done	do	0
it	it	pn31	it	it	0
)	)	)	)	)	0
wil	wil	vmb	will	will	0
be	be	vbi	be	be	0
content	content	j	content	content	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
my	my	po11	my	my	0
trauayle	trauayle	n1	travail	travail	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
gladly	gladly	av-j	gladly	glad	0
and	and	cc	and	and	0
thank	thank	vvb	thank	thank	0
∣	∣	sy	∣	∣	0
fullye	fullye	av-j	fully	ful	0
embrace	embrace	vvb	embrace	embrace	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
endeuor	endeuor	n1	endeavour	endeavour	0
to	to	p-acp	to	to	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
dresse	dresse	vvb	dress	dress	0
faultes	faultes	n2	faults	fault	0
without	without	p-acp	without	without	0
delay	delay	n1	delay	delay	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
whome	whome	ro-crq	whom	who	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
Christes	Christes	npg1	Christes	Christ	0
sake	sake	n1	sake	sake	0
giue	giue	vvi	give	give	0
strength	strength	n1	strength	strength	0
:	:	:	:	:	0
and	and	cc	and	and	0
persite	persite	vvi	persite	persite	0
his	his	po31	his	his	0
woorke	woorke	n1	work	work	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
deliuer	deliuer	vvi	deliver	deliver	0
our	our	po12	our	our	0
Queene	Queene	n1	Queen	queen	0
,	,	,	,	,	0
this	this	d	this	this	0
our	our	po12	our	our	0
Citie	Citie	n1	City	city	0
and	and	cc	and	and	0
Realme	Realme	n1	Realm	realm	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
plagues	plagues	n2	plagues	plague	0
now	now	av	now	now	0
im	im	p-acp	im	in	0
∣	∣	sy	∣	∣	0
minent	minent	j	minent	minent	0
,	,	,	,	,	0
and	and	cc	and	and	0
blesse	blesse	vvi	bless	bless	0
and	and	cc	and	and	0
defende	defende	vvi	defend	defend	0
the	the	dt	the	the	0
godlye	godlye	j	godly	godly	0
inhabitants	inhabitants	n2	inhabitants	inhabitant	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
and	and	cc	and	and	0
destruction	destruction	n1	destruction	destruction	0
of	of	pp-f	of	of	0
Satans	Satans	npg1	Satans	Satan	0
kingdome	kingdome	n1	kingdom	kingdom	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
