CAiphas	CAiphas	np1	CAiphas	CAiphas	0
where	where	c-crq	where	where	0
in	in	p-acp	in	in	0
very	very	j	very	very	0
dede	dede	n1	deed	deed	0
Christ	Christ	np1	Christ	Christ	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
true	true	j	true	true	0
prophete	prophete	n1	prophet	prophet	0
,	,	,	,	,	0
the	the	dt	the	the	0
true	true	j	true	true	0
Messias	Messias	np1	Messias	Messiah	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
onely	onely	j	only	only	0
true	true	j	true	true	0
Sauiour	Sauiour	n1	Saviour	saviour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
,	,	,	,	,	0
sent	sent	vvn	sent	send	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
heauenly	heauenly	j	heavenly	heavenly	0
father	father	n1	father	father	0
to	to	pc-acp	to	to	0
suffre	suffre	vvi	suffer	suffer	0
the	the	dt	the	the	0
moste	moste	av-ds	most	most	0
cruell	cruell	j	cruel	cruel	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
shamefull	shamefull	j	shameful	shameful	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
necessary	necessary	j	necessary	necessary	0
death	death	n1	death	death	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
redempcyon	redempcyon	n1	redemption	redemption	0
:	:	:	:	:	0
accordyng	accordyng	vvg	according	accord	0
to	to	p-acp	to	to	0
ye	ye	pn22	you	you	0
mea	mea	zz	mea	mea	0
¦	¦	sy	¦	¦	0
nynge	nynge	wd	nynge	ning	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
prophecie	prophecie	n1	prophecy	prophecy	0
truely	truely	av-j	truly	true	0
vnderstonde	vnderstonde	vvi	understand	understand	0
.	.	.	.	.	1
Euen	Euen	np1	Euen	Even	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
same	same	d	same	same	0
maner	maner	n1	manner	manner	0
ye	ye	pn22	you	you	0
blynde	blynde	j	blind	blind	0
bysshoppe	bysshoppe	n1	bishop	bishop	0
of	of	pp-f	of	of	0
Rome	Rome	n1	Room	room	0
,	,	,	,	,	0
(	(	(	(	(	0
that	that	cst	that	that	0
blynde	blynde	j	blind	blind	0
Baalam	Baalam	np1	Baalam	Baalam	0
I	I	pns11	I	i	0
saye	saye	vvb	say	say	0
)	)	)	)	)	0
not	not	xx	not	not	0
vnderstondynge	vnderstondynge	vvg	understanding	understand	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
dyd	dyd	vdd	did	do	0
,	,	,	,	,	0
gaue	gaue	vvd	gave	give	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
this	this	d	this	this	0
tytle	tytle	n1	title	title	0
:	:	:	:	:	0
Defen	Defen	np1	Defen	Defen	0
∣	∣	sy	∣	∣	0
dour	dour	j	dour	dour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fayth	fayth	n1	faith	faith	0
,	,	,	,	,	0
onely	onely	av-j	only	only	0
bycause	bycause	c-acp	because	because	0
your	your	po22	your	your	0
hyghnes	hyghnes	n1	highness	highness	0
suffred	suffred	vvd	suffered	suffer	0
your	your	po22	your	your	0
bysshoppes	bysshoppes	n2	bishops	bishop	0
to	to	pc-acp	to	to	0
burne	burne	vvi	burn	burn	0
Gods	Gods	npg1	Gods	God	0
worde	worde	n1	word	word	0
the	the	dt	the	the	0
rote	rote	n1	rote	rote	0
of	of	pp-f	of	of	0
fayth	fayth	n1	faith	faith	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
persecute	persecute	vvi	persecute	persecute	0
the	the	dt	the	the	0
louers	louers	n2	lovers	lover	0
and	and	cc	and	and	0
mynisters	mynisters	n2	ministers	minister	0
of	of	pp-f	of	of	0
ye	ye	pn22	you	you	0
same	same	d	same	same	0
.	.	.	.	.	0
where	where	c-crq	where	where	0
in	in	p-acp	in	in	0
very	very	j	very	very	0
dede	dede	n1	deed	deed	0
the	the	dt	the	the	0
blynde	blynde	j	blind	blind	0
bysshoppe	bysshoppe	n1	bishop	bishop	0
(	(	(	(	(	0
though	though	cs	though	though	0
he	he	pns31	he	he	0
knewe	knewe	vvd	knew	know	0
not	not	xx	not	not	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
dyd	dyd	vdd	did	do	0
)	)	)	)	)	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
phecied	phecied	vvd	phecied	phecy	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
ryghteous	ryghteous	j	righteous	righteous	0
admynistracyon	admynistracyon	n1	admynistracyon	admynistracyon	0
and	and	cc	and	and	0
contynuall	contynuall	j	continual	continual	0
diligence	diligence	n1	diligence	diligence	0
of	of	pp-f	of	of	0
youre	youre	po22	your	your	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
the	the	dt	the	the	0
fayth	fayth	n1	faith	faith	0
shulde	shulde	vmd	should	shall	0
so	so	av	so	so	0
be	be	vbi	be	be	0
defended	defended	vvn	defended	defend	0
,	,	,	,	,	0
that	that	cst	that	that	0
Gods	Gods	ng1	Gods	god	0
worde	worde	n1	word	word	0
the	the	dt	the	the	0
mother	mother	n1	mother	mother	0
of	of	pp-f	of	of	0
Fayth	Fayth	n1	Faith	faith	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
frutes	frutes	n2	fruits	fruit	0
therof	therof	av	thereof	thereof	0
,	,	,	,	,	0
shulde	shulde	vmd	should	shall	0
haue	haue	vhi	have	have	0
his	his	po31	his	his	0
fre	fre	p-acp	from	from	0
course	course	n1	course	course	0
thorowe	thorowe	p-acp	thorough	through	0
out	out	av	out	out	0
all	all	d	all	all	0
Christendome	Christendome	np1	Christendome	Christendom	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
spe	spe	fw-la	spe	spe	0
∣	∣	sy	∣	∣	0
cyally	cyally	av-j	cyally	cyal	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
realme	realme	n1	realm	realm	0
.	.	.	.	.	1
Yf	Yf	cs	If	if	0
your	your	po22	your	your	0
hyghnesse	hyghnesse	n1	highness	highness	0
now	now	av	now	now	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
pryncely	pryncely	j	princely	princely	0
benignite	benignite	n1	benignity	benignity	0
wyll	wyll	vmb	will	will	0
pardon	pardon	vvi	pardon	pardon	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
compare	compare	vvi	compare	compare	0
these	these	d	these	these	0
two	two	crd	two	two	0
bysshoppes	bysshoppes	n2	bishops	bishop	0
(	(	(	(	(	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
bysshoppe	bysshoppe	n1	bishop	bishop	0
Caiphas	Caiphas	np1	Caiphas	Caiphas	0
and	and	cc	and	and	0
the	the	dt	the	the	0
bysshoppe	bysshoppe	n1	bishop	bishop	0
of	of	pp-f	of	of	0
Rome	Rome	np1	Rome	Rome	0
)	)	)	)	)	0
&	&	cc	&	and	0
theyr	theyr	po32	their	their	0
prophecies	prophecies	n2	prophecies	prophecy	0
together	together	av	together	together	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doute	doute	fw-fr	doute	doute	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
we	we	pns12	we	we	0
shal	shal	vmb	shall	shall	0
fynde	fynde	vvi	find	find	0
them	them	pno32	them	they	0
agree	agree	vvi	agree	agree	0
lyke	lyke	av-j	like	like	0
brethren	brethren	n2	brothers	brethren	0
,	,	,	,	,	0
though	though	cs	though	though	0
the	the	dt	the	the	0
one	one	pi	one	one	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
Iewe	Iewe	np1	Iewe	Jew	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
a	a	dt	a	a	0
counterfayre	counterfayre	n1	counterfayre	counterfayre	0
Christian	Christian	np1	Christian	Christian	0
.	.	.	.	.	1
Fyrst	Fyrst	ord	Fyrst	first	0
,	,	,	,	,	0
Caiphas	Caiphas	np1	Caiphas	Caiphas	0
prophecied	prophecied	vvd	prophesied	prophesy	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
better	better	jc	better	better	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
Christ	Christ	np1	Christ	Christ	0
vnto	vnto	p-acp	unto	unto	0
death	death	n1	death	death	0
,	,	,	,	,	0
then	then	av	then	then	0
that	that	cst	that	that	0
the	the	dt	the	the	0
people	people	n1	people	people	0
shulde	shulde	vmd	should	shall	0
perysshe	perysshe	vvi	perish	perish	0
.	.	.	.	.	1
The	The	dt	The	the	0
bysshoppe	bysshoppe	n1	bishop	bishop	0
of	of	pp-f	of	of	0
Rome	Rome	n1	Room	room	0
also	also	av	also	also	0
,	,	,	,	,	0
not	not	xx	not	not	0
knowynge	knowynge	vvg	knowing	know	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
prophecied	prophecied	vvd	prophesied	prophesy	0
,	,	,	,	,	0
gaue	gaue	vvd	gave	give	0
youre	youre	po22	your	your	0
grace	grace	n1	grace	grace	0
this	this	d	this	this	0
tytle	tytle	n1	title	title	0
:	:	:	:	:	0
Defendour	Defendour	n1	Defendor	defendor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fayth	fayth	n1	faith	faith	0
.	.	.	.	.	1
The	The	dt	The	the	0
trueth	trueth	n1	truth	truth	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
these	these	d	these	these	0
prophe	prophe	n1	prophe	prophe	0
∣	∣	sy	∣	∣	0
cies	cies	n2	cies	eye	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
goost	goost	n1	ghost	ghost	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
was	was	vbds	was	be	0
Baalams	Baalams	np1	Baalams	Baalams	0
prophecie	prophecie	n1	prophecy	prophecy	0
)	)	)	)	)	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
spake	spake	vvd	spoke	speak	0
thē	thē	pno32	them	they	0
,	,	,	,	,	0
knewe	knewe	vvd	knew	know	0
not	not	xx	not	not	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
sayd	sayd	vvd	said	say	0
.	.	.	.	.	1
The	The	dt	The	the	0
trueth	trueth	n1	truth	truth	0
of	of	pp-f	of	of	0
Caiphas	Caiphas	npg1	Caiphas	caiphas	0
prophecie	prophecie	n1	prophecy	prophecy	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
neces	neces	n2	nieces	niece	0
∣	∣	sy	∣	∣	0
sary	sary	n1	sary	sary	0
for	for	c-acp	for	for	0
mans	mans	ng1	men	man	0
saluacyon	saluacyon	n1	salvation	salvation	0
,	,	,	,	,	0
that	that	cst	that	that	0
Christ	Christ	np1	Christ	Christ	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
death	death	n1	death	death	0
shulde	shulde	vmd	should	shall	0
ouercome	ouercome	vvi	overcome	overcome	0
death	death	n1	death	death	0
,	,	,	,	,	0
and	and	cc	and	and	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
deme	deme	vvi	deem	deem	0
vs.	vs.	pno12	us	we	0
And	And	cc	And	and	0
the	the	dt	the	the	0
trueth	trueth	n1	truth	truth	0
of	of	pp-f	of	of	0
oure	oure	po12	our	our	0
Baalams	Baalams	n1	Baalams	baalams	0
prophecie	prophecie	n1	prophecy	prophecy	0
is	is	vbz	is	be	0
,	,	,	,	,	0
Nume	Nume	n1	Nume	nume	0
.	.	.	.	.	1
24.	24.	crd	24.	24.	0
c	c	sy	c	c	0
.	.	.	.	.	0
yt	yt	pn31	that	it	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
in	in	p-acp	in	in	0
very	very	j	very	very	0
dede	dede	n1	deed	deed	0
shulde	shulde	vmd	should	shall	0
defende	defende	vvi	defend	defend	0
the	the	dt	the	the	0
Fayth	Fayth	n1	Faith	faith	0
,	,	,	,	,	0
Yee	Yee	pn22	Ye	you	0
euen	euen	av-j	even	even	0
the	the	dt	the	the	0
true	true	j	true	true	0
fayth	fayth	n1	faith	faith	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
no	no	dx	no	no	0
dreames	dreames	n2	dreams	dream	0
,	,	,	,	,	0
no	no	dx	no	no	0
fables	fables	n2	fables	fable	0
,	,	,	,	,	0
no	no	dx	no	no	0
heresie	heresie	n1	heresy	heresy	0
,	,	,	,	,	0
no	no	dx	no	no	0
papisticall	papisticall	j	papistical	papistical	0
inuencions	inuencions	n2	inventions	invention	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
vncorrupte	vncorrupte	j	uncorrupt	uncorrupt	0
fayth	fayth	n1	faith	faith	0
of	of	pp-f	of	of	0
Gods	Gods	n2	Gods	god	0
most	most	av-ds	most	most	0
holy	holy	j	holy	holy	0
worde	worde	n1	word	word	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
forth	forth	av	forth	forth	0
(	(	(	(	(	0
praysed	praysed	vvn	praised	praise	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
goodnes	goodnes	n1	goodness	goodness	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
increace	increace	vvi	increase	increase	0
youre	youre	po22	your	your	0
gracy	gracy	n1	gracy	gracy	0
¦	¦	sy	¦	¦	0
ous	ous	j	ous	ous	0
purpose	purpose	n1	purpose	purpose	0
)	)	)	)	)	0
your	your	po22	your	your	0
hyghnes	hyghnes	n1	highness	highness	0
with	with	p-acp	with	with	0
youre	youre	po22	your	your	0
most	most	av-ds	most	most	0
honorable	honorable	j	honourable	honourable	0
councell	councell	n1	council	council	0
,	,	,	,	,	0
applyeth	applyeth	vvz	applieth	appli	0
all	all	d	all	all	0
his	his	po31	his	his	0
studye	studye	n1	study	study	0
and	and	cc	and	and	0
endeuoure	endeuoure	n1	endeavour	endeavour	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
two	two	crd	two	two	0
blynde	blynde	j	blind	blind	0
bysshopes	bysshopes	n2	bishops	bishop	0
now	now	av	now	now	0
agree	agree	vvi	agree	agree	0
in	in	p-acp	in	in	0
ye	ye	pn22	you	you	0
vnderstādyng	vnderstādyng	n1	understanding	understanding	0
of	of	pp-f	of	of	0
theyr	theyr	po32	their	their	0
prophecies	prophecies	n2	prophecies	prophecy	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
Caiphas	Caiphas	np1	Caiphas	Caiphas	0
taketh	taketh	vvz	takes	take	0
Christ	Christ	np1	Christ	Christ	0
for	for	p-acp	for	for	0
an	an	dt	and	a	0
heretike	heretike	n1	heretic	heretic	0
,	,	,	,	,	0
Oure	Oure	np1	Oure	Oure	0
Balaā	Balaā	np1	Balaā	Balaā	0
taketh	taketh	vvz	takes	take	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
for	for	p-acp	for	for	0
heresie	heresie	n1	heresy	heresy	0
.	.	.	.	.	1
Caiphas	Caiphas	np1	Caiphas	Caiphas	0
iudgeth	iudgeth	vvz	judgeth	judge	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
good	good	j	good	good	0
dede	dede	n1	deed	deed	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
Christ	Christ	np1	Christ	Christ	0
vnto	vnto	p-acp	unto	unto	0
death	death	n1	death	death	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
shulde	shulde	vmd	should	shall	0
not	not	xx	not	not	0
deceaue	deceaue	vvi	deceive	deceive	0
the	the	dt	the	the	0
people	people	n1	people	people	0
.	.	.	.	.	1
Oure	Oure	np1	Oure	Oure	0
Balaam	Balaam	np1	Balaam	Balaam	0
calleth	calleth	vvz	calls	call	0
defendynge	defendynge	vvg	defending	defend	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fayth	fayth	n1	faith	faith	0
,	,	,	,	,	0
the	the	dt	the	the	0
suppressyng	suppressyng	vvg	suppressing	suppress	0
,	,	,	,	,	0
kepyng	kepyng	vvg	keeping	keep	0
secrete	secrete	j-jn	secret	secret	0
,	,	,	,	,	0
and	and	cc	and	and	0
burnyng	burnyng	j-vvg	burning	burn	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
fayth	fayth	n1	faith	faith	0
:	:	:	:	:	0
lest	lest	cs	lest	lest	0
the	the	dt	the	the	0
lyght	lyght	vvi	light	light	0
there	there	a-acp	there	there	0
¦	¦	sy	¦	¦	0
of	of	pp-f	of	of	0
shulde	shulde	vmd	should	shall	0
vtter	vtter	vvi	utter	utter	0
his	his	po31	his	his	0
darknes	darknes	n1	darkness	darkness	0
:	:	:	:	:	0
lest	lest	cs	lest	lest	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
Decretales	Decretales	n2	Decretales	decretale	0
&	&	cc	&	and	0
Decrees	Decrees	n2	Decrees	decree	0
,	,	,	,	,	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
lawes	lawes	n2	laws	law	0
and	and	cc	and	and	0
constitucions	constitucions	n2	constitutions	constitution	0
,	,	,	,	,	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
statutes	statutes	n2	statutes	statute	0
and	and	cc	and	and	0
inuencions	inuencions	n2	inventions	invention	0
shulde	shulde	vmd	should	shall	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
none	none	pix	none	none	0
effecte	effecte	n1	effect	effect	0
:	:	:	:	:	0
lest	lest	cs	lest	lest	0
his	his	po31	his	his	0
intollerable	intollerable	j	intolerable	intolerable	0
exactions	exactions	n2	exactions	exaction	0
and	and	cc	and	and	0
vsurpacions	vsurpacions	n2	usurpations	usurpation	0
shulde	shulde	vmd	should	shall	0
lose	lose	vvi	loose	lose	0
theyr	theyr	po32	their	their	0
strengthe	strengthe	n1	strength	strength	0
:	:	:	:	:	0
lest	lest	cs	lest	lest	0
it	it	pn31	it	it	0
shulde	shulde	vmd	should	shall	0
be	be	vbi	be	be	0
knowen	knowen	vvn	known	know	0
what	what	q-crq	what	what	0
a	a	dt	a	a	0
thefe	thefe	n1	thief	thief	0
and	and	cc	and	and	0
murtherer	murtherer	n1	murderer	murderer	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
haynous	haynous	j	heinous	heinous	0
a	a	dt	a	a	0
traytoure	traytoure	n1	traitor	traitor	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
and	and	cc	and	and	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
defraudynge	defraudynge	vvg	defrauding	defraud	0
all	all	d	all	all	0
Christen	Christen	jp	christian	christian	0
kynges	kynges	n2	kings	king	0
&	&	cc	&	and	0
pryn	pryn	n1	pryn	pryn	0
¦	¦	sy	¦	¦	0
ces	ces	fw-fr	ces	ces	0
of	of	pp-f	of	of	0
theyr	theyr	po32	their	their	0
due	due	j-jn	due	due	0
obedience	obedience	n1	obedience	obedience	0
:	:	:	:	:	0
lest	lest	cs	lest	lest	0
we	we	pns12	we	we	0
youre	youre	po22	your	your	0
graces	graces	n2	graces	grace	0
subiectes	subiectes	n2-jn	subjects	subject	0
shulde	shulde	vmd	should	shall	0
haue	haue	vhi	have	have	0
eyes	eyes	n2	eyes	eye	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
last	last	ord	last	last	0
to	to	pc-acp	to	to	0
spye	spye	vvi	spy	spy	0
out	out	av	out	out	0
his	his	po31	his	his	0
crafty	crafty	j	crafty	crafty	0
conueyaūce	conueyaūce	n1	conveyance	conveyance	0
and	and	cc	and	and	0
iuglynges	iuglynges	n2-vvg	jugglings	juggling	0
:	:	:	:	:	0
and	and	cc	and	and	0
lest	lest	cs	lest	lest	0
men	men	n2	men	man	0
shulde	shulde	vmd	should	shall	0
se	se	vvi	see	see	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
sore	sore	av-j	soar	sore	0
he	he	pns31	he	he	0
and	and	cc	and	and	0
his	his	po31	his	his	0
false	false	j	false	false	0
Apostles	Apostles	n2	Apostles	apostle	0
haue	haue	vhb	have	have	0
deceaued	deceaued	vvn	deceived	deceive	0
all	all	d	all	all	0
Christendome	Christendome	np1	Christendome	Christendom	0
,	,	,	,	,	0
specyally	specyally	av-j	specially	special	0
youre	youre	po22	your	your	0
noble	noble	j	noble	noble	0
realme	realme	n1	realm	realm	0
of	of	pp-f	of	of	0
Englonde	Englonde	np1	Englonde	Englonde	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
seyth	seyth	vvz	sayeth	say	0
how	how	c-crq	how	how	0
brotherly	brotherly	av-j	brotherly	brotherly	0
the	the	dt	the	the	0
Iewysh	Iewysh	jp	Jewish	jewish	0
bysshoppe	bysshoppe	n1	bishop	bishop	0
and	and	cc	and	and	0
oure	oure	po12	our	our	0
Balaam	Balaam	np1	Balaam	Balaam	0
agree	agree	vvi	agree	agree	0
together	together	av	together	together	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
in	in	p-acp	in	in	0
myter	myter	n1	mitre	mitre	0
and	and	cc	and	and	0
outwarde	outwarde	j	outward	outward	0
appearaunce	appearaunce	n1	appearance	appearance	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
one	one	crd	one	one	0
per	per	fw-la	per	per	0
¦	¦	sy	¦	¦	0
secuted	secuted	vvd	secuted	secute	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
persone	persone	n1	person	person	0
,	,	,	,	,	0
so	so	av	so	so	0
doth	doth	vdz	does	do	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
persecute	persecute	vvi	persecute	persecute	0
his	his	po31	his	his	0
worde	worde	n1	word	word	0
and	and	cc	and	and	0
resysteth	resysteth	vvz	resisteth	resist	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
ordynaunce	ordynaunce	n1	ordinance	ordinance	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
auctorite	auctorite	n1	authority	authority	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
anoynted	anoynted	j-vvn	anointed	anoint	0
kynges	kynges	n2	kings	king	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
so	so	av	so	so	0
moche	moche	av-d	much	much	0
nowe	nowe	av	now	now	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
onely	onely	j	only	only	0
trueth	trueth	n1	truth	truth	0
that	that	cst	that	that	0
dryueth	dryueth	vvz	driveth	drive	0
awaye	awaye	av	away	away	0
all	all	d	all	all	0
lyes	lyes	n2	lies	lie	0
,	,	,	,	,	0
and	and	cc	and	and	0
discloseth	discloseth	vvz	discloseth	disclose	0
all	all	d	all	all	0
iuglyng	iuglyng	n-vvg	juggling	juggle	0
and	and	cc	and	and	0
disceate	disceate	n1	disceate	disceate	0
,	,	,	,	,	0
therfore	therfore	av	therefore	therefore	0
is	is	vbz	is	be	0
oure	oure	po12	our	our	0
Balaam	Balaam	np1	Balaam	Balaam	0
of	of	pp-f	of	of	0
Rome	Rome	np1	Rome	Rome	0
so	so	av	so	so	0
lothe	lothe	j	loath	loath	0
that	that	cst	that	that	0
the	the	dt	the	the	0
scripture	scripture	n1	scripture	scripture	0
shulde	shulde	vmd	should	shall	0
be	be	vbi	be	be	0
knowē	knowē	vvn	known	know	0
in	in	p-acp	in	in	0
