SYr	SYr	n1	SYr	sir	0
rather	rather	av-c	rather	rather	0
do	do	vdb	do	do	0
so	so	av	so	so	0
,	,	,	,	,	0
then	then	av	then	then	0
tell	tell	vvb	tell	tell	0
you	you	pn22	you	you	0
so	so	av	so	so	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
leaue	leaue	vvi	leave	leave	0
my	my	po11	my	my	0
hope	hope	n1	hope	hope	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
good	good	j	good	good	0
occasion	occasion	n1	occasion	occasion	0
to	to	pc-acp	to	to	0
manifest	manifest	vvi	manifest	manifest	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
affection	affection	n1	affection	affection	0
:	:	:	:	:	0
And	And	cc	And	and	0
so	so	av	so	so	0
beseeching	beseeching	vvg	beseeching	beseech	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
blesse	blesse	vvi	bless	bless	0
your	your	po22	your	your	0
forwardnesse	forwardnesse	n1	forwardness	forwardness	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
good	good	j	good	good	0
actions	actions	n2	actions	action	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
preserue	preserue	vvi	preserve	preserve	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
illusions	illusions	n2	illusions	illusion	0
.	.	.	.	.	1
