IT	IT	pn31	IT	it	0
himself	himself	px31	himself	himself	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Husband	Husband	n1	Husband	husband	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
is	is	vbz	is	be	0
given	given	vvn	given	give	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
San	San	zz	San	san	0
∣	∣	sy	∣	∣	0
ctifier	ctifier	n1	ctifier	ctifier	0
and	and	cc	and	and	0
Comforter	Comforter	n1	Comforter	comforter	0
;	;	;	;	;	0
and	and	cc	and	and	0
Christians	Christians	np1	Christians	Christians	0
are	are	vbr	are	be	0
caused	caused	vvn	caused	cause	0
to	to	p-acp	to	to	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
herit	herit	vvb	herit	herit	0
the	the	pno32	thee	they	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
that	that	cst	that	that	0
once	once	a-acp	once	once	0
were	were	vbdr	were	be	0
desolate	desolate	j	desolate	desolate	0
Heritages	Heritages	ng1	Heritages	heritage	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
though	though	cs	though	though	0
the	the	dt	the	the	0
Testator	Testator	n1	Testator	testator	0
be	be	vbb	be	be	0
alive	alive	j	alive	alive	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
gain	gain	n1	gain	gain	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
this	this	d	this	this	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
lessen	lessen	vvi	lessen	lessen	0
our	our	po12	our	our	0
Portion	Portion	n1	Portion	portion	0
,	,	,	,	,	0
or	or	cc	or	or	0
worst	worst	js	worst	worst	0
our	our	po12	our	our	0
Estate	Estate	n1	Estate	estate	0
,	,	,	,	,	0
Isa.	Isa.	np1	Isa.	Isa.	1
4.8	4.8	crd	4.8	4.8	0
.	.	.	.	.	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Death	Death	n1	Death	death	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
doth	doth	vdz	does	do	0
Purchase	Purchase	vvi	Purchase	purchase	0
,	,	,	,	,	0
so	so	av	so	so	0
the	the	dt	the	the	0
Life	Life	n1	Life	life	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
is	is	vbz	is	be	0
powerful	powerful	j	powerful	powerful	0
to	to	pc-acp	to	to	0
conveigh	conveigh	vvi	convey	convey	0
,	,	,	,	,	0
and	and	cc	and	and	0
bestow	bestow	vvi	bestow	bestow	0
his	his	po31	his	his	0
Legacies	Legacies	n2	Legacies	legacy	0
.	.	.	.	.	1
Christ	Christ	np1	Christ	Christ	0
hath	hath	vhz	hath	have	0
passed	passed	vvn	passed	pass	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
hard	hard	j	hard	hard	0
and	and	cc	and	and	0
difficult	difficult	j	difficult	difficult	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Work	Work	n1	Work	work	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
5.10	5.10	crd	5.10	5.10	0
.	.	.	.	.	0
he	he	pns31	he	he	0
died	died	vvd	died	die	0
to	to	pc-acp	to	to	0
reconcile	reconcile	vvi	reconcile	reconcile	0
us	us	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
live	live	vvi	live	live	0
,	,	,	,	,	0
and	and	cc	and	and	0
save	save	vvb	save	save	0
us	us	pno12	us	we	0
;	;	;	;	;	0
and	and	cc	and	and	0
may	may	vmb	may	may	0
sit	sit	vvi	fit	sit	0
in	in	p-acp	in	in	0
Heaven	Heaven	n1	Heaven	heaven	0
and	and	cc	and	and	0
Enrich	Enrich	vvb	Enrich	enrich	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
perfect	perfect	j	perfect	perfect	0
whatever	whatever	r-crq	whatever	whatever	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
cerns	cerns	vvz	cern	cern	0
our	our	po12	our	our	0
Happiness	Happiness	n1	Happiness	happiness	0
.	.	.	.	.	1
Consider	Consider	np1	Consider	Consider	0
these	these	d	these	these	0
following	following	j-vvg	following	follow	0
parti	parti	fw-la	parti	parti	0
∣	∣	sy	∣	∣	0
culars	culars	n2-jn	culars	cular	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Relation	Relation	n1	Relation	relation	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Testament	Testament	n1	Testament	testament	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
The	The	dt	The	the	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
shines	shines	vvz	shines	shine	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
,	,	,	,	,	0
that	that	cst	that	that	0
such	such	d	such	such	0
a	a	dt	a	a	0
way	way	n1	way	way	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
out	out	av	out	out	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
God's	God's	npg1	God's	God	0
House	House	n1	House	house	0
in	in	p-acp	in	in	0
Order	Order	n1	Order	order	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
dispose	dispose	vvi	dispose	dispose	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
Rich	Rich	j	Rich	rich	0
,	,	,	,	,	0
and	and	cc	and	and	0
Great	Great	j	Great	great	0
Estate	Estate	n1	Estate	estate	0
;	;	;	;	;	0
all	all	d	all	all	0
ways	ways	n2	ways	way	0
of	of	pp-f	of	of	0
Communicating	Communicating	vvg	Communicating	communicate	0
Good	Good	j	Good	good	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Creature	Creature	n1	Creature	creature	0
seemed	seemed	vvd	seemed	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
shut	shut	vvn	shut	shut	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
and	and	cc	and	and	0
obstructed	obstructed	vvn	obstructed	obstruct	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Guilt	Guilt	j-vvn	Gilded	gild	0
of	of	pp-f	of	of	0
Sin.	Sin.	np1	Sin.	Sin.	1
God's	God's	npg1	God's	God	0
Treasury	Treasury	n1	Treasury	treasury	0
was	was	vbds	was	be	0
Locked	Locked	vvn	Locked	lock	0
,	,	,	,	,	0
his	his	po31	his	his	0
Fountain	Fountain	n1	Fountain	fountain	0
Sealed	Sealed	vvd	Sealed	seal	0
,	,	,	,	,	0
his	his	po31	his	his	0
giving	giving	vvg	giving	give	0
Hand	Hand	n1	Hand	hand	0
Bound	Bound	vvn	Bound	bind	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
Christ	Christ	np1	Christ	Christ	0
died	died	vvd	died	die	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Redemption	Redemption	n1	Redemption	redemption	0
of	of	pp-f	of	of	0
Transgressions	Transgressions	n2	Transgressions	transgression	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	1
9.15	9.15	crd	9.15	9.15	0
.	.	.	.	.	0
to	to	pc-acp	to	to	0
buy	buy	vvi	buy	buy	0
off	off	a-acp	off	off	0
those	those	d	those	those	0
sins	sins	n2	sins	sin	0
that	that	cst	that	that	0
would	would	vmd	would	will	0
separate	separate	vvi	separate	separate	0
between	between	p-acp	between	between	0
God	God	np1	God	God	0
and	and	cc	and	and	0
us	us	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
would	would	vmd	would	will	0
hinder	hinder	vvi	hinder	hinder	0
good	good	j	good	good	0
things	things	n2	things	thing	0
from	from	p-acp	from	from	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
sink	sink	vvb	sink	sink	0
us	us	pno12	us	we	0
down	down	a-acp	down	down	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Bottom	Bottom	n1	Bottom	bottom	0
∣	∣	sy	∣	∣	0
less	less	dc	less	less	0
Pit	Pit	n1	Pit	pit	0
,	,	,	,	,	0
and	and	cc	and	and	0
shut	shut	vvb	shut	shut	0
us	us	pno12	us	we	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Eternal	Eternal	j	Eternal	eternal	0
Prison	Prison	n1	Prison	prison	0
.	.	.	.	.	1
The	The	dt	The	the	0
Conveyance	Conveyance	n1	Conveyance	conveyance	0
therefore	therefore	av	therefore	therefore	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Rich	Rich	j	Rich	rich	0
Estate	Estate	n1	Estate	estate	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Guilty	Guilty	j	Guilty	guilty	0
,	,	,	,	,	0
Beg	Beg	vvb	Beg	beg	0
∣	∣	sy	∣	∣	0
gerly	gerly	av-j	gerly	ger	0
,	,	,	,	,	0
Bankrupt	Bankrupt	j-jn	Bankrupt	bankrupt	0
Creatures	Creatures	n2	Creatures	creature	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
Death	Death	n1	Death	death	0
,	,	,	,	,	0
and	and	cc	and	and	0
Te	Te	fw-la	Te	te	0
∣	∣	sy	∣	∣	0
stament	stament	n1	stament	stament	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
bare	bare	j	bore	bare	0
contrivance	contrivance	n1	contrivance	contrivance	0
of	of	pp-f	of	of	0
Infinite	Infinite	j	Infinite	infinite	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
Lord's	Lord's	ng1	Lord's	lord	0
Supper	Supper	n1	Supper	supper	0
,	,	,	,	,	0
the	the	dt	the	the	0
Seal	Seal	n1	Seal	seal	0
of	of	pp-f	of	of	0
Christ's	Christ's	npg1	Christ's	Christ	0
Testament	Testament	n1	Testament	testament	0
,	,	,	,	,	0
his	his	po31	his	his	0
Blood	Blood	n1	Blood	blood	0
is	is	vbz	is	be	0
set	set	vvn	set	set	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Purchasing	Purchasing	vvg	Purchasing	purchase	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
peculiar	peculiar	j	peculiar	peculiar	0
People	People	n1	People	people	0
,	,	,	,	,	0
Acts	Acts	vvz	Acts	act	0
20.10.41.15	20.10.41.15	crd	20.10.41.15	20.10.41.15	0
.	.	.	.	.	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Flesh	Flesh	n1	Flesh	flesh	0
is	is	vbz	is	be	0
set	set	vvn	set	set	0
forth	forth	av	forth	forth	0
as	as	p-acp	as	as	0
Bread	Bread	n1	Bred	bread	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
strengthen	strengthen	vvi	strengthen	strengthen	0
and	and	cc	and	and	0
enable	enable	vvi	enable	enable	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
perform	perform	vvi	perform	perform	0
our	our	po12	our	our	0
Duty	Duty	n1	Duty	duty	0
towards	towards	p-acp	towards	towards	0
our	our	po12	our	our	0
Saviour	Saviour	n1	Saviour	saviour	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
demption	demption	n1	demption	demption	0
,	,	,	,	,	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
obliged	obliged	vvn	obliged	oblige	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
First-Fruits	First-Fruits	n2	First-Fruits	first-fruit	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Lamb	Lamb	n1	Lamb	lamb	0
,	,	,	,	,	0
Rev.	Rev.	n1	Rev.	rev.	1
14.4	14.4	crd	14.4	14.4	0
.	.	.	.	.	0
and	and	cc	and	and	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
Regeneration	Regeneration	n1	Regeneration	regeneration	0
,	,	,	,	,	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
fitted	fitted	vvn	fitted	fit	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
First-Fruits	First-Fruits	n2	First-Fruits	first-fruit	0
,	,	,	,	,	0
James	James	np1	James	James	0
1.18	1.18	crd	1.18	1.18	0
.	.	.	.	.	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
secrate	secrate	vvi	secrate	secrate	0
and	and	cc	and	and	0
devote	devote	vvb	devote	devote	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
and	and	cc	and	and	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
Consider	Consider	np1	Consider	Consider	0
the	the	dt	the	the	0
Admirable	Admirable	j	Admirable	admirable	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
that	that	cst	that	that	0
appears	appears	vvz	appears	appear	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Testament	Testament	n1	Testament	testament	0
that	that	cst	that	that	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
purcha	purcha	fw-la	purcha	purcha	0
∣	∣	sy	∣	∣	0
sed	sed	fw-la	sed	sed	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
Bequeathed	Bequeathed	vvn	Bequeathed	bequeathe	0
:	:	:	:	:	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Priest	Priest	n1	Priest	priest	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
things	things	n2	things	thing	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	1
9.1	9.1	crd	9.1	9.1	0
.	.	.	.	.	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
he	he	pns31	he	he	0
Merited	Merited	vvn	Merited	merit	0
,	,	,	,	,	0
he	he	pns31	he	he	0
procured	procured	vvd	procured	procure	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Death	Death	n1	Death	death	0
.	.	.	.	.	1
Good	Good	j	Good	good	0
things	things	n2	things	thing	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Gift	Gift	n1	Gift	gift	0
from	from	p-acp	from	from	0
Christ	Christ	np1	Christ	Christ	0
Living	Living	vvg	Living	live	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Legacy	Legacy	n1	Legacy	legacy	0
from	from	p-acp	from	from	0
Christ	Christ	np1	Christ	Christ	0
Dy	Dy	vvb	Die	die	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
now	now	av	now	now	0
just	just	j	just	just	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
forgive	forgive	vvi	forgive	forgive	0
the	the	dt	the	the	0
sins	sins	n2	sins	sin	0
of	of	pp-f	of	of	0
Believers	Believers	n2	Believers	believer	0
,	,	,	,	,	0
John	John	np1	John	John	0
1.9	1.9	crd	1.9	1.9	0
.	.	.	.	.	1
It	It	pn31	It	it	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
just	just	j	just	just	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
punish	punish	vvi	punish	punish	0
and	and	cc	and	and	0
destroy	destroy	vvi	destroy	destroy	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
now	now	av	now	now	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
Death	Death	n1	Death	death	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
just	just	j	just	just	0
for	for	p-acp	for	for	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
Forgive	Forgive	vvi	Forgive	forgive	0
.	.	.	.	.	1
Grace	Grace	n1	Grace	grace	0
may	may	vmb	may	may	0
now	now	av	now	now	0
Reign	Reign	vvi	Reign	reign	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Eternal	Eternal	j	Eternal	eternal	0
Life	Life	n1	Life	life	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
5.	5.	crd	5.	5.	0
last	last	n1	last	last	0
.	.	.	.	.	1
And	And	cc	And	and	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
receive	receive	vvb	receive	receive	0
an	an	dt	and	a	0
Abundance	Abundance	n1	Abundance	abundance	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gift	Gift	n1	Gift	gift	0
of	of	pp-f	of	of	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
Reign	Reign	vvi	Reign	reign	0
in	in	p-acp	in	in	0
Life	Life	n1	Life	life	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
5.17	5.17	crd	5.17	5.17	0
.	.	.	.	.	1
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
other	other	j-jn	other	other	0
Testators	Testators	n2	Testators	testator	0
by	by	p-acp	by	by	0
Death	Death	n1	Death	death	0
,	,	,	,	,	0
leave	leave	vvb	leave	leave	0
the	the	dt	the	the	0
Inheritance	Inheritance	n1	Inheritance	inheritance	0
empty	empty	j	empty	empty	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
Purchases	Purchases	vvz	Purchases	purchase	0
a	a	dt	a	a	0
Right	Right	j-jn	Right	right	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
enter	enter	vvi	enter	enter	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Inheritance	Inheritance	n1	Inheritance	inheritance	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
possess	possess	vvi	possess	possess	0
and	and	cc	and	and	0
enjoy	enjoy	vvi	enjoy	enjoy	0
it	it	pn31	it	it	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
Consider	Consider	np1	Consider	Consider	0
the	the	dt	the	the	0
wonderful	wonderful	j	wondered	wonderful	0
Grace	Grace	n1	Grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
manifested	manifested	vvn	manifested	manifest	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Testament	Testament	n1	Testament	testament	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
That	That	cst	That	that	0
Christ	Christ	np1	Christ	Christ	0
should	should	vmd	should	shall	0
Constitute	Constitute	vvi	Constitute	constitute	0
us	us	pno12	us	we	0
as	as	p-acp	as	as	0
his	his	po31	his	his	0
Heires	Heires	n2	Heirs	heir	0
,	,	,	,	,	0
then	then	cs	then	than	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
Executed	Executed	vvn	Executed	execute	0
us	us	pno12	us	we	0
as	as	p-acp	as	as	0
Malefactors	Malefactors	n2	Malefactors	malefactor	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
That	That	cst	That	that	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Threatnings	Threatnings	n2-vvg	Threatenings	threaten	0
were	were	vbr	were	be	0
in	in	p-acp	in	in	0
force	force	n1	force	force	0
