IN	IN	p-acp	IN	in	0
cannot	cannot	vmbx	cannot	can	0
make	make	vvi	make	make	0
hir	hir	pno31	his	she	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
backe	backe	av	back	back	0
againe	againe	av	again	again	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
better	better	jc	better	better	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
at	at	p-acp	at	at	0
leastwise	leastwise	av	leastwise	leastwise	0
yet	yet	av	yet	yet	0
make	make	vvi	make	make	0
hir	hir	png31	his	he	0
hold	hold	vvi	hold	hold	0
hir	hir	png31	his	he	0
peace	peace	n1	peace	peace	0
for	for	p-acp	for	for	0
shame	shame	n1	shame	shame	0
,	,	,	,	,	0
and	and	cc	and	and	0
keepe	keepe	vvi	keep	keep	0
close	close	av-j	close	close	0
hir	hir	png31	his	he	0
venim	venim	n1	venom	venom	0
in	in	p-acp	in	in	0
hir	hir	png31	his	he	0
hart	hart	n1	heart	hart	0
:	:	:	:	:	0
A	A	dt	A	a	0
right	right	j-jn	right	right	0
great	great	j	great	great	0
enterprise	enterprise	n1	enterprise	enterprise	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
iudgement	iudgement	n1	judgement	judgement	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
men	men	n2	men	man	0
)	)	)	)	)	0
ouerhard	ouerhard	j	overhard	overhard	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
yet	yet	av	yet	yet	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
see	see	vvb	see	see	0
great	great	j	great	great	0
helpes	helpes	n2	helps	help	0
to	to	pc-acp	to	to	0
imbolden	imbolden	vvi	embolden	embolden	0
me	me	pno11	me	i	0
;	;	;	;	;	0
namely	namely	av	namely	namely	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
the	the	dt	the	the	0
open	open	j	open	open	0
examples	examples	n2	examples	example	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
ages	ages	n2	ages	age	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
at	at	p-acp	at	at	0
one	one	crd	one	one	0
Woord	Woord	n1	Word	word	0
)	)	)	)	)	0
God	God	n1	God	god	0
himselfe	himselfe	px31	himself	himself	0
(	(	(	(	(	0
who	who	r-crq	who	who	0
neuer	neuer	av-x	never	never	0
faileth	faileth	vvz	faileth	fail	0
those	those	d	those	those	0
which	which	r-crq	which	which	0
seeke	seeke	vvb	seek	seek	0
his	his	po31	his	his	0
glo	glo	n1	glow	glow	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
)	)	)	)	)	0
and	and	cc	and	and	0
all	all	d	all	all	0
that	that	cst	that	that	0
euer	euer	av	ever	ever	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
vttered	vttered	vvn	uttered	utter	0
concerning	concerning	vvg	concerning	concern	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
creating	creating	vvg	creating	create	0
as	as	a-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
goering	goering	n-vvg	goering	goer	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
things	things	n2	things	thing	0
.	.	.	.	.	1
The	The	dt	The	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
shadow	shadow	n1	shadow	shadow	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
brightnesse	brightnesse	n1	brightness	brightness	0
:	:	:	:	:	0
and	and	cc	and	and	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
his	his	po31	his	his	0
image	image	n1	image	image	0
and	and	cc	and	and	0
likenesse	likenesse	n1	likeness	likeness	0
:	:	:	:	:	0
And	And	cc	And	and	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
appeare	appeare	vvb	appear	appear	0
euen	euen	av-j	even	even	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
philosophers	philosophers	n2	philosophers	philosopher	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
World	World	n1	World	world	0
was	was	vbds	was	be	0
made	made	vvn	made	make	0
for	for	p-acp	for	for	0
man	man	n1	man	man	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
greatly	greatly	av-j	greatly	great	0
then	then	av	then	then	0
are	are	vbr	are	be	0
we	we	pns12	we	we	0
bound	bound	vvn	bound	bind	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
Creator	Creator	n1	Creator	creator	0
thereof	thereof	av	thereof	thereof	0
?	?	?	?	?	1
How	How	q-crq	How	how	0
great	great	j	great	great	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
dignitie	dignitie	n1	dignity	dignity	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
creature	creature	n1	creature	creature	0
?	?	?	?	?	0
and	and	cc	and	and	0
what	what	q-crq	what	what	0
else	else	av	else	else	0
is	is	vbz	is	be	0
his	his	po31	his	his	0
shootean	shootean	n1	shootean	shootean	0
∣	∣	sy	∣	∣	0
ker	ker	n1	ker	ker	0
and	and	cc	and	and	0
his	his	po31	his	his	0
welfare	welfare	n1	welfare	welfare	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
sticke	sticke	vvi	stick	stick	0
wholly	wholly	av-jn	wholly	whole	0
vnto	vnto	p-acp	unto	unto	0
God	God	np1	God	God	0
?	?	?	?	?	1
Soothly	Soothly	av	Soothly	sooth	0
he	he	pns31	he	he	0
for	for	p-acp	for	for	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
world	world	n1	world	world	0
was	was	vbds	was	be	0
made	made	vvn	made	make	0
,	,	,	,	,	0
must	must	vmb	must	must	0
needes	needes	av	needs	needs	0
bee	bee	vbi	be	be	0
made	made	vvn	made	make	0
for	for	p-acp	for	for	0
more	more	dc	more	more	0
than	than	cs	than	than	0
the	the	dt	the	the	0
World	World	n1	World	world	0
.	.	.	.	.	1
He	He	pns31	He	he	0
for	for	p-acp	for	for	0
whome	whome	ro-crq	whom	who	0
so	so	av	so	so	0
durable	durable	j	durable	durable	0
and	and	cc	and	and	0
substantiall	substantiall	j	substantial	substantial	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
was	was	vbds	was	be	0
made	made	vvn	made	make	0
,	,	,	,	,	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
for	for	p-acp	for	for	0
another	another	n-jn	another	another	0
than	than	cs	than	than	0
this	this	d	this	this	0
fraile	fraile	j	frail	frail	0
and	and	cc	and	and	0
wretched	wretched	j	wretched	wretched	0
life	life	n1	life	life	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
wit	wit	vvi	wit	wit	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
euerlasting	euerlasting	j	everlasting	everlasting	0
life	life	n1	life	life	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
euerlasting	euerlasting	j	everlasting	everlasting	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
foundation	foundation	n1	foundation	foundation	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Religion	Religion	n1	Religion	religion	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
Reli	Reli	j	Reli	reli	0
∣	∣	sy	∣	∣	0
gion	gion	n1	gion	gion	0
(	(	(	(	(	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
properlie	properlie	av-j	properly	proper	0
)	)	)	)	)	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
else	else	av	else	else	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
schoole	schoole	n1	school	school	0
wherein	wherein	c-crq	wherein	wherein	0
we	we	pns12	we	we	0
learne	learne	vvb	learn	learn	0
mans	mans	ng1	men	man	0
dutie	dutie	n1	duty	duty	0
towards	towards	p-acp	towards	towards	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
way	way	n1	way	way	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
lincked	lincked	vvn	linked	link	0
most	most	av-ds	most	most	0
straightly	straightly	av-j	straightly	straight	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Againe	Againe	av	Again	again	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
we	we	pns12	we	we	0
see	see	vvb	see	see	0
a	a	dt	a	a	0
stedie	stedie	j	steady	steady	0
and	and	cc	and	and	0
fast	fast	av-j	fast	fast	0
∣	∣	sy	∣	∣	0
settled	settled	j-vvn	settled	settle	0
order	order	n1	order	order	0
,	,	,	,	,	0
and	and	cc	and	and	0
euery	euery	d	every	every	0
creature	creature	n1	creature	creature	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
seruice	seruice	n1	service	service	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
sort	sort	n1	sort	sort	0
.	.	.	.	.	1
Onely	Onely	j	Only	only	0
man	man	n1	man	man	0
withdraweth	withdraweth	vvz	withdraweth	withdraw	0
his	his	po31	his	his	0
dutie	dutie	n1	duty	duty	0
,	,	,	,	,	0
shrinking	shrinking	vvg	shrinking	shrink	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
wandring	wandring	vvg	wandering	wander	0
away	away	av	away	away	0
in	in	p-acp	in	in	0
himselfe	himselfe	px31	himself	himself	0
.	.	.	.	.	1
He	He	pns31	He	he	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
indebted	indebted	vvn	indebted	indebt	0
,	,	,	,	,	0
is	is	vbz	is	be	0
lothest	lothest	js	loathest	loath	0
to	to	pc-acp	to	to	0
pay	pay	vvi	pay	pay	0
and	and	cc	and	and	0
least	least	av-ds	least	least	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
pay	pay	vvi	pay	pay	0
.	.	.	.	.	1
He	He	pns31	He	he	0
for	for	p-acp	for	for	0
whome	whome	ro-crq	whom	who	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
thinges	thinges	n2	things	thing	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
,	,	,	,	,	0
is	is	vbz	is	be	0
become	become	vvn	become	become	0
a	a	dt	a	a	0
bond	bond	n1	bound	bond	0
∣	∣	sy	∣	∣	0
slaue	slaue	n1	slave	slave	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
basest	basest	js	basest	base	0
and	and	cc	and	and	0
vilest	vilest	js	vilest	vile	0
thinges	thinges	n2	things	thing	0
:	:	:	:	:	0
And	And	cc	And	and	0
the	the	dt	the	the	0
Recordes	Recordes	n2	Records	record	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
ages	ages	n2	ages	age	0
are	are	vbr	are	be	0
as	as	p-acp	as	as	0
inditements	inditements	n2	inditements	inditement	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
mankind	mankind	n1	mankind	mankind	0
;	;	;	;	;	0
prouing	prouing	vvg	proving	prove	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
vnthank	vnthank	vvi	unthank	unthank	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
to	to	pc-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
a	a	dt	a	a	0
murtherer	murtherer	n1	murderer	murderer	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
neighbors	neighbors	n2	neighbours	neighbour	0
,	,	,	,	,	0
a	a	dt	a	a	0
violater	violater	n1	violater	violater	0
of	of	pp-f	of	of	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
and	and	cc	and	and	0
an	an	dt	and	a	0
enemie	enemie	n1	enemy	enemy	0
to	to	p-acp	to	to	0
himself	himself	px31	himself	himself	0
.	.	.	.	.	1
Shall	Shall	vmb	Shall	shall	0
not	not	xx	not	not	0
he	he	pns31	he	he	0
then	then	av	then	then	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
instead	instead	av	instead	instead	0
of	of	pp-f	of	of	0
dooing	dooing	vdg	doing	do	0
his	his	png31	his	he	0
dutie	dutie	n1	duty	duty	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
asbamed	asbamed	j	asbamed	asbamed	0
to	to	pc-acp	to	to	0
offend	offend	vvi	offend	offend	0
God	God	np1	God	God	0
,	,	,	,	,	0
stand	stand	vvb	stand	stand	0
in	in	p-acp	in	in	0
dread	dread	n1	dread	dread	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
death	death	n1	death	death	0
which	which	r-crq	which	which	0
wayteth	wayteth	vvz	waiteth	wait	0
vpon	vpon	p-acp	upon	upon	0
him	him	pno31	him	he	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
offence	offence	n1	offence	offence	0
?	?	?	?	?	0
es	es	fw-la	es	es	0
:	:	:	:	:	0
for	for	p-acp	for	for	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
God	God	np1	God	God	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
Iustice	Iustice	n1	Justice	justice	0
?	?	?	?	?	1
What	What	q-crq	What	what	0
is	is	vbz	is	be	0
Iustice	Iustice	n1	Justice	justice	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
iudgement	iudgement	n1	judgement	judgement	0
of	of	pp-f	of	of	0
duety	duety	n1	duty	duty	0
?	?	?	?	?	1
And	And	cc	And	and	0
before	before	p-acp	before	before	0
that	that	d	that	that	0
iudge	iudge	n1	judge	judge	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
who	who	r-crq	who	who	0
dareth	dareth	vvz	dareth	dare	0
appeare	appeare	vvi	appear	appear	0
?	?	?	?	?	1
What	What	q-crq	What	what	0
remedy	remedy	n1	remedy	remedy	0
than	than	cs	than	than	0
is	is	vbz	is	be	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
both	both	av-d	both	both	0
for	for	p-acp	for	for	0
Gods	Gods	ng1	Gods	god	0
glorie	glorie	n1	glory	glory	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
mans	mans	ng1	men	man	0
welfare	welfare	n1	welfare	welfare	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
the	the	dt	the	the	0
debt	debt	n1	debt	debt	0
be	be	vbb	be	be	0
discharged	discharged	vvn	discharged	discharge	0
by	by	p-acp	by	by	0
release	release	n1	release	release	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Iustice	Iustice	n1	Justice	justice	0
satisfied	satisfied	vvn	satisfied	satisfy	0
with	with	p-acp	with	with	0
free	free	j	free	free	0
fauour	fauour	n1	favour	favour	0
?	?	?	?	?	1
The	The	dt	The	the	0
duty	duty	n1	duty	duty	0
ther	ther	zz	ther	ther	0
∣	∣	sy	∣	∣	0
fore	fore	n1	before	fore	0
of	of	pp-f	of	of	0
trew	trew	j	true	true	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	p-acp	to	to	0
conuict	conuict	vvn	convict	convict	0
vs	vs	pno12	us	we	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
iustifie	iustifie	vvi	justify	justify	0
vs	vs	pno12	us	we	0
by	by	p-acp	by	by	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
vs	vs	pno12	us	we	0
feele	feele	vvi	feel	feel	0
our	our	po12	our	our	0
discase	discase	vvb	discase	discase	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
to	to	pc-acp	to	to	0
offer	offer	vvi	offer	offer	0
vs	vs	pno12	us	we	0
remedy	remedy	vvi	remedy	remedy	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
who	who	q-crq	who	who	0
shall	shall	vmb	shall	shall	0
purchase	purchase	vvi	purchase	purchase	0
vs	vs	pno12	us	we	0
this	this	d	this	this	0
grace	grace	n1	grace	grace	0
so	so	av	so	so	0
necessarie	necessarie	j	necessary	necessary	0
for	for	c-acp	for	for	0
mans	mans	ng1	men	man	0
welfare	welfare	n1	welfare	welfare	0
?	?	?	?	?	1
Either	Either	av-d	Either	either	0
the	the	dt	the	the	0
world	world	n1	world	world	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
thinke	thinke	vvb	think	think	0
)	)	)	)	)	0
or	or	cc	or	or	0
else	else	av	else	else	0
man	man	n1	man	man	0
.	.	.	.	.	1
Nay	Nay	uh-x	Nay	nay	0
,	,	,	,	,	0
what	what	q-crq	what	what	0
is	is	vbz	is	be	0
there	there	a-acp	there	there	0
in	in	p-acp	in	in	0
man	man	n1	man	man	0
(	(	(	(	(	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
euen	euen	av-j	even	even	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
best	best	js	best	best	0
man	man	n1	man	man	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
burneth	burneth	vvz	burns	burn	0
not	not	xx	not	not	0
before	before	p-acp	before	before	0
Gods	Gods	npg1	Gods	God	0
Iustice	Iustice	n1	Justice	justice	0
,	,	,	,	,	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
setteth	setteth	vvz	sets	set	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
on	on	p-acp	on	on	0
fire	fire	n1	fire	fire	0
?	?	?	?	?	1
And	And	cc	And	and	0
what	what	q-crq	what	what	0
shall	shall	vmb	shall	shall	0
become	become	vvi	become	become	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
then	then	av	then	then	0
,	,	,	,	,	0
if	if	cs	if	if	0
man	man	n1	man	man	0
for	for	p-acp	for	for	0
whom	whom	ro-crq	whom	who	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
created	created	vvn	created	create	0
be	be	vbb	be	be	0
vnable	vnable	j	unable	unable	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
?	?	?	?	?	0
soothly	soothly	av	soothly	sooth	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
welbeloued	welbeloued	j	well-beloved	well-beloved	0
sonne	sonne	n1	son	son	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
that	that	cst	that	that	0
must	must	vmb	must	must	0
stand	stand	vvi	stand	stand	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
:	:	:	:	:	0
the	the	dt	the	the	0
righteous	righteous	j	righteous	righteous	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
vnrighteous	vnrighteous	j-u	unrighteous	unrighteous	0
,	,	,	,	,	0
the	the	dt	the	the	0
mightie	mightie	j	mighty	mighty	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
vnmightye	vnmightye	j-jn	unmighty	unmighty	0
,	,	,	,	,	0
the	the	dt	the	the	0
rich	rich	j	rich	rich	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
poore	poore	j	poor	poor	0
,	,	,	,	,	0
the	the	dt	the	the	0
dearling	dearling	j-jn	darling	darling	0
and	and	cc	and	and	0
the	the	dt	the	the	0
welbeloued	welbeloued	j	well-beloved	well-beloved	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
displeasure	displeasure	n1	displeasure	displeasure	0
and	and	cc	and	and	0
curse	curse	n1	curse	curse	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
his	his	po31	his	his	0
father	father	n1	father	father	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
(	(	(	(	(	0
say	say	vvi	say	say	0
I	I	pns11	I	i	0
)	)	)	)	)	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
Lorde	Lorde	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
The	The	dt	The	the	0
foole	foole	n1	fool	fool	0
(	(	(	(	(	0
sayth	sayth	vvz	say	say	0
the	the	dt	the	the	0
Psalmist	Psalmist	n1	Psalmist	psalmist	0
)	)	)	)	)	0
hath	hath	vhz	hath	have	0
said	said	vvn	said	say	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
Psalme	Psalme	n1	Psalm	psalm	0
.	.	.	.	.	1
14	14	crd	14	14	0
,	,	,	,	,	0
Auicen	Auicen	np1	Auicen	Avicenna	0
the	the	dt	the	the	0
Arabian	Arabian	jp	Arabian	arabian	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
God	God	n1	God	god	0
.	.	.	.	.	1
And	And	cc	And	and	0
a	a	dt	a	a	0
Heathen	Heathen	j-jn	Heathen	heathen	0
man	man	n1	man	man	0
hath	hath	vhz	hath	have	0
passed	passed	vvn	passed	pass	0
yet	yet	av	yet	yet	0
further	further	av-jc	further	further	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
:	:	:	:	:	0
Hee	Hee	pns31	He	he	0
that	that	cst	that	that	0
denieth	denieth	vvz	denieth	deny	0
the	the	dt	the	the	0
one	one	crd	one	one	0
God	God	np1	God	God	0
and	and	cc	and	and	0
his	his	po31	his	his	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
urdence	urdence	n1	urdence	urdence	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
thinges	thinges	n2	things	thing	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
witlesse	witlesse	j	witless	witless	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
senselesse	senselesse	j	senseless	senseless	0
.	.	.	.	.	1
And	And	cc	And	and	0
his	his	po31	his	his	0
so	so	av	so	so	0
saying	saying	vvg	saying	say	0
is	is	vbz	is	be	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
world	world	n1	world	world	0
which	which	r-crq	which	which	0
offereth	offereth	vvz	offereth	offer	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
tinually	tinually	av-j	tinually	tinual	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
replenisheth	replenisheth	vvz	replenisheth	replenish	0
our	our	po12	our	our	0
wittes	wittes	n2	wits	wit	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
:	:	:	:	:	0
euen	euen	av	even	even	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
respect	respect	n1	respect	respect	0
,	,	,	,	,	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
one	one	crd	one	one	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
eye	eye	n1	eye	eye	0
,	,	,	,	,	0
we	we	pns12	we	we	0
see	see	vvb	see	see	0
this	this	d	this	this	0
vniuersall	vniuersall	j	universal	universal	0
masse	masse	n1	mass	mass	0
furnished	furnished	vvn	furnished	furnish	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
many	many	d	many	many	0
