Courteous	Courteous	j	Courteous	courteous	0
Soul	Soul	n1	Soul	soul	0
also	also	av	also	also	0
.	.	.	.	.	1
Though	Though	cs	Though	though	0
his	his	po31	his	his	0
Excel	Excel	vvi	Excel	excel	0
∣	∣	sy	∣	∣	0
lency	lency	n1	lency	lency	0
mount	mount	vvi	mount	mount	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Heavens	Heavens	n2	Heavens	heaven	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Head	Head	n1	Head	head	0
reach	reach	vvi	reach	reach	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Clouds	Clouds	n2	Clouds	cloud	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
perish	perish	vvi	perish	perish	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
like	like	av-j	like	like	0
his	his	po31	his	his	0
own	own	d	own	own	0
dung	dung	n1	dung	dung	0
,	,	,	,	,	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
seen	seen	vvn	seen	see	0
him	him	pno31	him	he	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
say	say	vvi	say	say	0
,	,	,	,	,	0
Where	Where	q-crq	Where	where	0
is	is	vbz	is	be	0
he	he	pns31	he	he	0
?	?	?	?	?	1
Job	Job	np1	Job	Job	0
20.	20.	crd	20.	20.	0
6.	6.	crd	6.	6.	1
Now	Now	av	Now	now	0
they	they	pns32	they	they	0
count	count	vvb	count	count	0
it	it	pn31	it	it	0
pleasure	pleasure	n1	pleasure	pleasure	0
to	to	p-acp	to	to	0
riot	riot	n1	riot	riot	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
day-time	day-time	n1	daytime	daytime	0
,	,	,	,	,	0
2	2	crd	2	2	0
Pet.	Pet.	np1	Pet.	Pet.	1
2.	2.	crd	2.	2.	0
13	13	crd	13	13	0
,	,	,	,	,	1
14.	14.	crd	14.	14.	0
but	but	cc-acp	but	but	0
what	what	q-crq	what	what	0
will	will	vmb	will	will	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Ax	Ax	n1	Ax	axe	0
is	is	vbz	is	be	0
fetcht	fetcht	vvn	fetched	fetch	0
out	out	av	out	out	0
?	?	?	?	?	1
The	The	dt	The	the	0
Tree	Tree	n1	Tree	tree	0
whose	whose	rg-crq	whose	who	0
Fruit	Fruit	n1	Fruit	fruit	0
withereth	withereth	vvz	withereth	wither	0
,	,	,	,	,	0
is	is	vbz	is	be	0
reckoned	reckoned	vvn	reckoned	reckon	0
a	a	dt	a	a	0
Tree	Tree	n1	Tree	tree	0
without	without	p-acp	without	without	0
Fruit	Fruit	n1	Fruit	fruit	0
,	,	,	,	,	0
a	a	dt	a	a	0
Tree	Tree	n1	Tree	tree	0
twice	twice	av	twice	twice	0
dead	dead	j	dead	dead	0
,	,	,	,	,	0
one	one	pi	one	one	0
that	that	cst	that	that	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
pluck'd	pluck'd	vvn	plucked	pluck	0
up	up	a-acp	up	up	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Roots	Roots	n2	Roots	root	0
,	,	,	,	,	0
Jude	Jude	np1	Jude	Judas	0
12.	12.	crd	12.	12.	1
O	O	sy	O	o	0
thou	thou	pns21	thou	thou	0
Cumber-ground	Cumber-ground	n1	Cumber-ground	cumber-ground	0
,	,	,	,	,	0
God	God	np1	God	God	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
pects	pects	vvz	pects	pect	0
Fruit	Fruit	n1	Fruit	fruit	0
,	,	,	,	,	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
come	come	vvi	come	come	0
seeking	seeking	vvg	seeking	seek	0
Fruit	Fruit	n1	Fruit	fruit	0
shortly	shortly	av-j	shortly	short	0
.	.	.	.	.	1
My	My	po11	My	my	0
Exhortation	Exhortation	n1	Exhortation	exhortation	0
therefore	therefore	av	therefore	therefore	0
is	is	vbz	is	be	0
to	to	p-acp	to	to	0
Professors	Professors	n2	Professors	professor	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
look	look	vvb	look	look	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
take	take	vvb	take	take	0
heed	heed	n1	heed	heed	0
.	.	.	.	.	1
The	The	dt	The	the	0
Barren	Barren	j	Barren	barren	0
Fig-tree	Fig-tree	n1	Figtree	figtree	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Vine	Vine	n1	Vine	vine	0
∣	∣	sy	∣	∣	0
yard	yard	n1	yard	yard	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Bramble	Bramble	n1	Bramble	bramble	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Wood	Wood	n1	Wood	wood	0
,	,	,	,	,	0
are	are	vbr	are	be	0
both	both	d	both	both	0
prepared	prepared	vvn	prepared	prepare	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Fire	Fire	n1	Fire	fire	0
.	.	.	.	.	1
Profession	Profession	n1	Profession	profession	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
a	a	dt	a	a	0
Covert	Covert	j	Covert	covert	0
to	to	pc-acp	to	to	0
hide	hide	vvi	hide	hide	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Eye	Eye	n1	Eye	eye	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
will	will	vmb	will	will	0
it	it	pn31	it	it	0
pal	pal	j-jn	pal	pal	0
∣	∣	sy	∣	∣	0
liate	liate	vvi	liate	liate	0
the	the	dt	the	the	0
revengeful	revengeful	j	revengeful	revengeful	0
Threatning	Threatning	vvg	Threatening	threaten	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Justice	Justice	n1	Justice	justice	0
,	,	,	,	,	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
command	command	vvi	command	command	0
to	to	pc-acp	to	to	0
cut	cut	vvi	cut	cut	0
it	it	pn31	it	it	0
down	down	a-acp	down	down	0
shortly	shortly	av-j	shortly	short	0
.	.	.	.	.	1
The	The	dt	The	the	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Profession	Profession	n1	Profession	profession	0
,	,	,	,	,	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
best	best	js	best	best	0
of	of	pp-f	of	of	0
places	places	n2	places	place	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Upright	Upright	av-j	Upright	upright	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
worst	worst	js	worst	worst	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
World	World	n1	World	world	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Cumber-ground	Cumber-ground	n1	Cumber-ground	cumber-ground	0
:	:	:	:	:	0
He	He	pns31	He	he	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
cast	cast	vvn	cast	cast	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
profane	profane	j	profane	profane	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Mount	Mount	n1	Mount	mount	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
;	;	;	;	;	0
Cast	Cast	vvb	Cast	cast	0
,	,	,	,	,	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
over	over	p-acp	over	over	0
the	the	dt	the	the	0
Wall	Wall	n1	Wall	wall	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Vineyard	Vineyard	n1	Vineyard	vineyard	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
to	to	pc-acp	to	to	0
wither	wither	vvi	wither	wither	0
;	;	;	;	;	0
thence	thence	av	thence	thence	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
gathered	gathered	vvn	gathered	gather	0
and	and	cc	and	and	0
burned	burned	vvn	burned	burn	0
.	.	.	.	.	1
It	It	pn31	It	it	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
better	better	jc	better	better	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
known	known	vvn	known	know	0
the	the	dt	the	the	0
Way	Way	n1	Way	way	0
of	of	pp-f	of	of	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
,	,	,	,	,	0
2	2	crd	2	2	0
Pet.	Pet.	np1	Pet.	Pet.	1
2.	2.	crd	2.	2.	0
21.	21.	crd	21.	21.	1
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
,	,	,	,	,	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
damned	damned	vvn	damned	damn	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
better	better	jc	better	better	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
to	to	p-acp	to	to	0
Hell	Hell	n1	Hell	hell	0
without	without	p-acp	without	without	0
,	,	,	,	,	0
than	than	cs	than	than	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
or	or	cc	or	or	0
from	from	p-acp	from	from	0
under	under	p-acp	under	under	0
a	a	dt	a	a	0
Profession	Profession	n1	Profession	profession	0
:	:	:	:	:	0
These	These	d	These	these	0
shall	shall	vmb	shall	shall	0
receive	receive	vvi	receive	receive	0
greater	greater	jc	greater	great	0
Damnation	Damnation	n1	Damnation	damnation	0
,	,	,	,	,	0
Luke	Luke	av	Lycia	luke	0
20.	20.	crd	20.	20.	0
47.	47.	crd	47.	47.	1
If	If	cs	If	if	0
thou	thou	pns21	thou	thou	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
Professor	Professor	n1	Professor	professor	0
,	,	,	,	,	0
read	read	vvb	read	read	0
and	and	cc	and	and	0
tremble	tremble	vvi	tremble	tremble	0
;	;	;	;	;	0
If	If	cs	If	if	0
thou	thou	pns21	thou	thou	0
be	be	vbb	be	be	0
Profane	Profane	j	Profane	profane	0
,	,	,	,	,	0
do	do	vdb	do	do	0
so	so	av	so	so	0
likewise	likewise	av	likewise	likewise	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
if	if	cs	if	if	0
the	the	dt	the	the	0
righteous	righteous	j	righteous	righteous	0
scarce	scarce	av-j	scarce	scarce	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
be	be	vbi	be	be	0
saved	saved	vvn	saved	save	0
,	,	,	,	,	0
where	where	q-crq	where	where	0
shall	shall	vmb	shall	shall	0
the	the	dt	the	the	0
Ungod	Ungod	n1	Ungod	ungod	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
and	and	cc	and	and	0
Sinners	Sinners	n2	Sinners	sinner	0
appear	appear	vvi	appear	appear	0
?	?	?	?	?	1
Cumber-ground	Cumber-ground	n1	Cumber-ground	cumber-ground	0
,	,	,	,	,	0
Take	Take	vvb	Take	take	0
heed	heed	n1	heed	heed	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ax	Ax	n1	Ax	axe	0
;	;	;	;	;	0
Bar	Bar	vvb	Bar	bar	0
∣	∣	sy	∣	∣	0
ren	ren	fw-it	ren	ren	0
Fig-tree	Fig-tree	n1	Figtree	figtree	0
,	,	,	,	,	0
beware	beware	vvb	beware	beware	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Fire	Fire	n1	Fire	fire	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
keep	keep	vvi	keep	keep	0
thee	thee	pno21	thee	thou	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Book	Book	n1	Book	book	0
;	;	;	;	;	0
Christ	Christ	np1	Christ	Christ	0
Jesus	Jesus	np1	Jesus	Jesus	0
,	,	,	,	,	0
the	the	dt	the	the	0
Dresser	Dresser	n1	Dresser	dresser	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Vine-yard	Vine-yard	n1	Vineyard	vineyard	0
,	,	,	,	,	0
take	take	vvb	take	take	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
dig	dig	vvb	dig	dig	0
about	about	p-acp	about	about	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
and	and	cc	and	and	0
dung	dung	n1	dung	dung	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
maist	maist	vm2	mayest	may	0
bear	bear	vvi	bear	bear	0
Fruit	Fruit	n1	Fruit	fruit	0
:	:	:	:	:	0
That	That	cst	That	that	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Vineyard	Vineyard	n1	Vineyard	vineyard	0
cometh	cometh	vvz	comes	come	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
Ax	Ax	n1	Ax	axe	0
to	to	pc-acp	to	to	0
seek	seek	vvi	seek	seek	0
for	for	p-acp	for	for	0
Fruit	Fruit	n1	Fruit	fruit	0
,	,	,	,	,	0
or	or	cc	or	or	0
pronounce	pronounce	vvb	pronounce	pronounce	0
the	the	dt	the	the	0
Sentence	Sentence	n1	Sentence	sentence	0
of	of	pp-f	of	of	0
Damnation	Damnation	n1	Damnation	damnation	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Barren	Barren	j	Barren	barren	0
Fig-tree	Fig-tree	n1	Figtree	figtree	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
mayest	mayest	vm2	mayest	may	0
escape	escape	vvi	escape	escape	0
that	that	d	that	that	0
judgment	judgment	n1	judgement	judgement	0
.	.	.	.	.	1
The	The	dt	The	the	0
Cumber-ground	Cumber-ground	n1	Cumber-ground	cumber-ground	0
must	must	vmb	must	must	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Wood-pile	Wood-pile	n1	Woodpile	woodpile	0
,	,	,	,	,	0
and	and	cc	and	and	0
thence	thence	av	thence	thence	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Fire	Fire	n1	Fire	fire	0
.	.	.	.	.	1
Farewel	Farewel	n1	Farewell	farewell	0
.	.	.	.	.	1
Grace	Grace	n1	Grace	grace	0
be	be	vbb	be	be	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
love	love	vvb	love	love	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
in	in	p-acp	in	in	0
Sincerity	Sincerity	n1	Sincerity	sincerity	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
