NOBLE	NOBLE	j	NOBLE	noble	0
.	.	.	.	.	1
I	I	pns11	I	i	0
present	present	vvb	present	present	0
his	his	po31	his	his	0
Obedience	Obedience	n1	Obedience	obedience	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Husbandry	Husbandry	n1	Husbandry	husbandry	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
;	;	;	;	;	0
though	though	cs	though	though	0
he	he	pns31	he	he	0
Sotle	Sotle	vvb	Sotle	sotle	0
,	,	,	,	,	0
him	him	pno31	him	he	0
and	and	cc	and	and	0
Plough	Plough	vvb	Plough	plough	0
him	him	pno31	him	he	0
:	:	:	:	:	0
The	The	dt	The	the	0
Puritie	Puritie	n1	Purity	purity	0
of	of	pp-f	of	of	0
Mind	Mind	n1	Mind	mind	0
he	he	pns31	he	he	0
must	must	vmb	must	must	0
attaine	attaine	vvi	attain	attain	0
,	,	,	,	,	0
or	or	cc	or	or	0
not	not	xx	not	not	0
attaine	attaine	vvi	attain	attain	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
though	though	cs	though	though	0
this	this	d	this	this	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
pure	pure	j	pure	pure	0
in	in	p-acp	in	in	0
God's	God's	npg1	God's	God	0
sight	sight	n1	sighed	sight	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
nothing	nothing	pix	nothing	nothing	0
shall	shall	vmb	shall	shall	0
enter	enter	vvi	enter	enter	0
into	into	p-acp	into	into	0
it	it	pn31	it	it	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
impure	impure	j	impure	impure	0
:	:	:	:	:	0
The	The	dt	The	the	0
Meeknesse	Meeknesse	n1	Meekness	meekness	0
he	he	pns31	he	he	0
must	must	vmb	must	must	0
Imitate	Imitate	vvi	Imitate	imitate	0
and	and	cc	and	and	0
Injoy	Injoy	vvi	Enjoy	enjoy	0
,	,	,	,	,	0
or	or	cc	or	or	0
not	not	xx	not	not	0
Injoy	Injoy	vvb	Enjoy	enjoy	0
Him	Him	pno31	Him	he	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whose	whose	rg-crq	whose	who	0
mouth	mouth	n1	mouth	mouth	0
was	was	vbds	was	be	0
no	no	dx	no	no	0
reproach	reproach	n1	reproach	reproach	0
,	,	,	,	,	0
though	though	cs	though	though	0
reproach'd	reproach'd	vvn	reproached	reproach	0
:	:	:	:	:	0
The	The	dt	The	the	0
Innocent	Innocent	j-jn	Innocent	innocent	0
Prudence	Prudence	n1	Prudence	prudence	0
he	he	pns31	he	he	0
must	must	vmb	must	must	0
practice	practice	vvi	practice	practice	0
towards	towards	p-acp	towards	towards	0
God	God	np1	God	God	0
and	and	cc	and	and	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
that	that	cst	that	that	0
would	would	vmd	would	will	0
exactly	exactly	av-j	exactly	exact	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
:	:	:	:	:	0
The	The	dt	The	the	0
Covenant	Covenant	n1	Covenant	covenant	0
he	he	pns31	he	he	0
must	must	vmb	must	must	0
remember	remember	vvi	remember	remember	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
became	became	vvd	became	become	0
a	a	dt	a	a	0
visible	visible	j	visible	visible	0
Christian	Christian	njp	Christian	christian	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
Per	Per	fw-la	Per	per	0
∣	∣	sy	∣	∣	0
formance	formance	n1	formance	formance	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
no	no	av-dx	no	no	0
lesse	lesse	av-dc	less	less	0
visible	visible	j	visible	visible	0
:	:	:	:	:	0
The	The	dt	The	the	0
Mysticall	Mysticall	j	Mystical	mystical	0
Food	Food	n1	Food	food	0
he	he	pns31	he	he	0
must	must	vmb	must	must	0
delight	delight	vvi	delight	delight	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
it	it	pn31	it	it	0
being	being	vbg	being	be	0
delightfull	delightfull	j	delightful	delightful	0
,	,	,	,	,	0
though	though	cs	though	though	0
food	food	n1	food	food	0
and	and	cc	and	and	0
Physique	Physique	n1	Physique	physic	0
:	:	:	:	:	0
lastly	lastly	ord	lastly	last	0
,	,	,	,	,	0
The	The	dt	The	the	0
Love	Love	n1	Love	love	0
due	due	j-jn	due	due	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
Love	Love	n1	Love	love	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
made	made	vvn	made	make	0
Christ	Christ	np1	Christ	Christ	0
Our	Our	po12	Our	our	0
Jesus	Jesus	np1	Jesus	Jesus	0
;	;	;	;	;	0
whose	whose	rg-crq	whose	who	0
Innocency	Innocency	n1	Innocency	innocency	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
deliver	deliver	vvi	deliver	deliver	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Curse	Curse	n1	Curse	curse	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
;	;	;	;	;	0
whose	whose	rg-crq	whose	who	0
Love	Love	n1	Love	love	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
de	de	vbi	de	be	0
∣	∣	sy	∣	∣	0
liver	liver	n1	liver	liver	0
him	him	pno31	him	he	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Curse	Curse	n1	Curse	curse	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
.	.	.	.	.	1
The	The	dt	The	the	0
Meditations	Meditations	n2	Meditations	meditation	0
upon	upon	p-acp	upon	upon	0
which	which	r-crq	which	which	0
Ojects	Ojects	n2	Ojects	oject	0
,	,	,	,	,	0
though	though	cs	though	though	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
seem	seem	vvi	seem	seem	0
Life	Life	n1	Life	life	0
∣	∣	sy	∣	∣	0
lesse	lesse	av-dc	less	less	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
dead	dead	j	dead	dead	0
bones	bones	n2	bones	bone	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
wish	wish	vvi	wish	wish	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
prove	prove	vvi	prove	prove	0
,	,	,	,	,	0
not	not	xx	not	not	0
Miraculously	Miraculously	av-j	Miraculously	miraculous	0
but	but	cc-acp	but	but	0
Spiritually	Spiritually	av-j	Spiritually	spiritual	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
power	power	n1	power	power	0
to	to	pc-acp	to	to	0
raise	raise	vvi	raise	raise	0
up	up	a-acp	up	up	0
some	some	d	some	some	0
to	to	p-acp	to	to	0
newnesse	newnesse	n1	newness	newness	0
of	of	pp-f	of	of	0
Life	Life	n1	Life	life	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
which	which	r-crq	which	which	0
Desire	Desire	n1	Desire	desire	0
and	and	cc	and	and	0
Hope	Hope	n1	Hope	hope	0
,	,	,	,	,	0
Noble	Noble	j	Noble	noble	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
allwayes	allwayes	av	always	always	0
rest	rest	vvi	rest	rest	0
.	.	.	.	.	1
