Brethren	Brethren	n1	Brothers	brethren	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
further	further	jc	further	further	0
di	di	fw-it	di	di	0
¦	¦	sy	¦	¦	0
stance	stance	n1	stance	stance	0
from	from	p-acp	from	from	0
home	home	n1-an	home	home	0
:	:	:	:	:	0
So	So	av	So	so	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
with	with	p-acp	with	with	0
th	th	dt	that	the	0
zealous	zealous	j	zealous	zealous	0
spirit	spirit	n1	spirit	spirit	0
.	.	.	.	.	1
I	I	pns11	I	i	0
must	must	vmb	must	must	0
profess	profess	vvi	profess	profess	0
,	,	,	,	,	0
let	let	vvb	let	let	0
person	person	n1	person	person	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
perswasion	perswasion	n1	persuasion	persuasion	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
have	have	vhi	have	have	0
a	a	dt	a	a	0
reverence	reverence	n1	reverence	reverence	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
,	,	,	,	,	0
if	if	cs	if	if	0
perceive	perceive	vvb	perceive	perceive	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
differeth	differeth	vvz	differeth	differ	0
from	from	p-acp	from	from	0
me	me	pno11	me	i	0
ou	ou	fw-fr	ou	ou	0
of	of	pp-f	of	of	0
Conscience	Conscience	n1	Conscience	conscience	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
dareth	dareth	vvz	dareth	dare	0
not	not	xx	not	not	0
t	t	pn31	tO	it	0
sin	sin	n1	since	sin	0
against	against	p-acp	against	against	0
God	God	np1	God	God	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
noble	noble	j	noble	noble	0
temper	temper	n1	temper	temper	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
afraid	afraid	j	afraid	afraid	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
.	.	.	.	.	1
If	If	cs	If	if	0
a	a	dt	a	a	0
person	person	n1	person	person	0
pretends	pretends	vvz	pretends	pretend	0
conscience	conscience	n1	conscience	conscience	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
particular	particular	j	particular	particular	0
opinion	opinion	n1	opinion	opinion	0
and	and	cc	and	and	0
practice	practice	n1	practice	practice	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
mean	mean	j	mean	mean	0
time	time	n1	time	time	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
common	common	j	common	common	0
drunkard	drunkard	n1	drunkard	drunkard	0
,	,	,	,	,	0
swearer	swearer	n1	swearer	swearer	0
,	,	,	,	,	0
liar	liar	n1	liar	liar	0
,	,	,	,	,	0
blasphemer	blasphemer	n1	blasphemer	blasphemer	0
,	,	,	,	,	0
unclean	unclean	j	unclean	unclean	0
person	person	n1	person	person	0
,	,	,	,	,	0
one	one	pi	one	one	0
that	that	cst	that	that	0
lives	lives	vvz	lives	live	0
as	as	p-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
without	without	p-acp	without	without	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
making	making	vvg	making	make	0
no	no	dx	no	no	0
conscience	conscience	n1	conscience	conscience	0
of	of	pp-f	of	of	0
reading	reading	vvg	reading	read	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
,	,	,	,	,	0
praying	praying	vvg	praying	pray	0
,	,	,	,	,	0
bringing	bringing	vvg	bringing	bring	0
up	up	a-acp	up	up	0
and	and	cc	and	and	0
governing	governing	vvg	governing	govern	0
his	his	po31	his	his	0
Fa	Fa	fw-it	Fa	fa	0
∣	∣	sy	∣	∣	0
mily	mily	n1	mily	mily	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
nurture	nurture	n1	nurture	nurture	0
and	and	cc	and	and	0
fear	fear	n1	fear	fear	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
only	only	av-j	only	only	0
pretends	pretends	vvz	pretends	pretend	0
conscience	conscience	n1	conscience	conscience	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
baptizing	baptizing	vvg	baptizing	baptize	0
of	of	pp-f	of	of	0
Children	Children	n2	Children	child	0
,	,	,	,	,	0
keeping	keeping	vvg	keeping	keep	0
the	the	dt	the	the	0
Seventh	Seventh	ord	Seventh	seven	0
day	day	n1	day	day	0
Sabbath	Sabbath	n1	Sabbath	sabbath	0
;	;	;	;	;	0
this	this	d	this	this	0
man	man	n1	man	man	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
hypocrite	hypocrite	n1	hypocrite	hypocrite	0
,	,	,	,	,	0
and	and	cc	and	and	0
dissembles	dissembles	vvz	dissembles	dissemble	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
and	and	cc	and	and	0
men	men	n2	men	man	0
for	for	p-acp	for	for	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
uniformity	uniformity	n1	uniformity	uniformity	0
in	in	p-acp	in	in	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
science	science	n1	science	science	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
certainly	certainly	av-j	certainly	certain	0
oblige	oblige	vvi	oblige	oblige	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
avoid	avoid	vvi	avoid	avoid	0
known	known	vvn	known	know	0
and	and	cc	and	and	0
confessed	confessed	vvn	confessed	confess	0
sins	sins	n2	sins	sin	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	p-acp	as	as	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
doth	doth	vdz	does	do	0
fancy	fancy	vvi	fancy	fancy	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
oblige	oblige	vvi	oblige	oblige	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
known	known	j-vvn	known	know	0
duty	duty	n1	duty	duty	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
where	where	c-crq	where	where	0
I	I	pns11	I	i	0
see	see	vvb	see	see	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
walking	walking	vvg	walking	walk	0
close	close	av-j	close	close	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
gene	gene	zz	gene	gene	0
∣	∣	sy	∣	∣	0
ral	ral	n1	ral	ral	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
conversation	conversation	n1	conversation	conversation	0
,	,	,	,	,	0
and	and	cc	and	and	0
differing	differing	vvg	differing	differ	0
from	from	p-acp	from	from	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
or	or	cc	or	or	0
that	that	d	that	that	0
point	point	n1	point	point	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
thinks	thinks	vvz	thinks	think	0
he	he	pns31	he	he	0
cannot	cannot	vmbx	cannot	can	0
without	without	p-acp	without	without	0
sin	sin	n1	since	sin	0
believe	believe	vvb	believe	believe	0
and	and	cc	and	and	0
practise	practise	vvi	practise	practise	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
;	;	;	;	;	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
love	love	vvi	love	love	0
and	and	cc	and	and	0
honour	honour	vvi	honour	honour	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbb	be	be	0
very	very	av	very	very	0
far	far	av-j	far	far	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
Religion	Religion	n1	Religion	religion	0
who	who	r-crq	who	who	0
think	think	vvb	think	think	0
it	it	pn31	it	it	0
the	the	dt	the	the	0
best	best	js	best	best	0
and	and	cc	and	and	0
most	most	ds	most	most	0
Gospel	Gospel	n1	Gospel	gospel	0
way	way	n1	way	way	0
to	to	pc-acp	to	to	0
cudgel	cudgel	vvi	cudgel	cudgel	0
him	him	pno31	him	he	0
into	into	p-acp	into	into	0
my	my	po11	my	my	0
Perswasion	Perswasion	n1	Persuasion	persuasion	0
:	:	:	:	:	0
A	A	dt	A	a	0
Gaol	Gaol	n1	Gaol	gaol	0
,	,	,	,	,	0
or	or	cc	or	or	0
a	a	dt	a	a	0
Fire	Fire	n1	Fire	fire	0
and	and	cc	and	and	0
Faggots	Faggots	n2	Faggots	faggot	0
never	never	av-x	never	never	0
yet	yet	av	yet	yet	0
cured	cured	vvn	cured	cure	0
an	an	dt	and	a	0
erring	erring	j-vvg	erring	err	0
Conscience	Conscience	n1	Conscience	conscience	0
.	.	.	.	.	1
Such	Such	d	Such	such	0
Brethren	Brethren	n2	Brothers	brethren	0
though	though	c-acp	though	though	0
overtaken	overtaken	vvn	overtaken	overtake	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
fault	fault	n1	fault	fault	0
are	are	vbr	are	be	0
certainly	certainly	av-j	certainly	certain	0
(	(	(	(	(	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
counsell	counsell	vvb	counsel	counsel	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
restored	restored	vvn	restored	restore	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
meekness	meekness	n1	meekness	meekness	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
dealt	dealt	vvn	dealt	deal	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
(	(	(	(	(	0
like	like	av-j	like	like	0
rational	rational	j	rational	rational	0
Creatures	Creatures	n2	Creatures	creature	0
)	)	)	)	)	0
argued	argued	vvd	argued	argue	0
,	,	,	,	,	0
and	and	cc	and	and	0
treated	treated	vvd	treated	treat	0
,	,	,	,	,	0
and	and	cc	and	and	0
perswaded	perswaded	vvd	persuaded	persuade	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
mistakes	mistakes	n2	mistakes	mistake	0
,	,	,	,	,	0
not	not	xx	not	not	0
cudgelled	cudgelled	vvn	cudgeled	cudgel	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
This	This	d	This	this	0
(	(	(	(	(	0
Brethren	Brethren	n2	Brothers	brethren	0
)	)	)	)	)	0
hath	hath	vhz	hath	have	0
caused	caused	vvn	caused	cause	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
this	this	d	this	this	0
little	little	j	little	little	0
Book	Book	n1	Book	book	0
amongst	amongst	p-acp	among	among	0
you	you	pn22	you	you	0
;	;	;	;	;	0
so	so	av	so	so	0
penned	penned	vvn	penned	pen	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
judge	judge	vvi	judge	judge	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
of	of	pp-f	of	of	0
bitterness	bitterness	n1	bitterness	bitterness	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
small	small	j	small	small	0
a	a	dt	a	a	0
volume	volume	n1	volume	volume	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
∣	∣	sy	∣	∣	0
not	not	xx	not	not	0
despair	despair	vvi	despair	despair	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
bestow	bestow	vvi	bestow	bestow	0
the	the	dt	the	the	0
reading	reading	n-vvg	reading	read	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
will	will	vmb	will	will	0
it	it	pn31	it	it	0
ask	ask	vvi	ask	ask	0
you	you	pn22	you	you	0
long	long	j	long	long	0
time	time	n1	time	time	0
:	:	:	:	:	0
You	You	pn22	You	you	0
will	will	vmb	will	will	0
find	find	vvi	find	find	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
the	the	dt	the	the	0
most	most	ds	most	most	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
said	said	vvn	said	say	0
by	by	p-acp	by	by	0
Di	Di	zz	Di	di	0
∣	∣	sy	∣	∣	0
vines	vines	n2	vines	vine	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
case	case	n1	case	case	0
:	:	:	:	:	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
contracted	contracted	vvn	contracted	contract	0
their	their	po32	their	their	0
larger	larger	jc	larger	large	0
Discourses	Discourses	n2	Discourses	discourse	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
not	not	xx	not	not	0
tire	tire	vvi	tire	tire	0
your	your	po22	your	your	0
patience	patience	n1	patience	patience	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
said	said	vvn	said	say	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
Latine	Latine	jp	Latin	latin	0
or	or	cc	or	or	0
in	in	p-acp	in	in	0
more	more	av-dc	more	more	0
Scholastick	Scholastick	j	Scholastic	scholastic	0
terms	terms	n2	terms	term	0
)	)	)	)	)	0
plain	plain	j	plain	plain	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
free	free	j	free	free	0
and	and	cc	and	and	0
familiar	familiar	j-jn	familiar	familiar	0
style	style	n1	style	style	0
.	.	.	.	.	1
The	The	dt	The	the	0
singula	singula	fw-la	singula	singula	0
∣	∣	sy	∣	∣	0
rity	rity	n1	rity	rity	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
dissent	dissent	n1	dissent	dissent	0
doth	doth	vdz	does	do	0
certainly	certainly	av-j	certainly	certain	0
call	call	vvi	call	call	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
possible	possible	j	possible	possible	0
means	means	n2	means	mean	0
to	to	pc-acp	to	to	0
finde	finde	vvi	find	find	0
out	out	av	out	out	0
what	what	q-crq	what	what	0
indeed	indeed	av	indeed	indeed	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
point	point	n1	point	point	0
;	;	;	;	;	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
can	can	vmb	can	can	0
∣	∣	sy	∣	∣	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
greater	greater	jc	greater	great	0
witness	witness	n1	witness	witness	0
against	against	p-acp	against	against	0
you	you	pn22	you	you	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
sincerity	sincerity	n1	sincerity	sincerity	0
,	,	,	,	,	0
than	than	cs	than	than	0
an	an	dt	and	a	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
willingness	willingness	n1	willingness	willingness	0
to	to	p-acp	to	to	0
read	read	vvi	read	read	0
or	or	cc	or	or	0
hear	hear	vvi	hear	hear	0
what	what	r-crq	what	what	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
,	,	,	,	,	0
or	or	cc	or	or	0
is	is	vbz	is	be	0
or	or	cc	or	or	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
said	said	vvn	said	say	0
against	against	p-acp	against	against	0
you	you	pn22	you	you	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
though	though	cs	though	though	0
indeed	indeed	av	indeed	indeed	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
some	some	d	some	some	0
Ar	Ar	vbr	are	be	0
∣	∣	sy	∣	∣	0
ticles	ticles	n2	ticles	ticle	0
of	of	pp-f	of	of	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
some	some	d	some	some	0
Principles	Principles	n2	Principles	principle	0
of	of	pp-f	of	of	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
ligion	ligion	n1	ligion	ligion	0
,	,	,	,	,	0
about	about	p-acp	about	about	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Christians	Christians	njpg2	Christians	christian	0
wisdom	wisdom	n1	wisdom	wisdom	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
admit	admit	vvi	admit	admit	0
disputes	disputes	vvz	disputes	dispute	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
this	this	d	this	this	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
such	such	d	such	such	0
;	;	;	;	;	0
'tis	'tis	pn31|vbz	it's	it|be	0
no	no	dx	no	no	0
Fundamental	Fundamental	j	Fundamental	fundamental	0
in	in	p-acp	in	in	0
Religion	Religion	n1	Religion	religion	0
that	that	cst	that	that	0
the	the	dt	the	the	0
seventh	seventh	ord	seventh	seven	0
Day	Day	n1	Day	day	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Creation	Creation	n1	Creation	creation	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Sabbath	Sabbath	n1	Sabbath	sabbath	0
:	:	:	:	:	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
points	points	n2	points	point	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
∣	∣	sy	∣	∣	0
not	not	xx	not	not	0
erre	erre	vvi	err	err	0
without	without	p-acp	without	without	0
breaking	breaking	vvg	breaking	break	0
your	your	po22	your	your	0
union	union	n1	union	union	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Head	Head	n1	Head	head	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
no	no	xx	not	not	0
light	light	j	light	light	0
point	point	n1	point	point	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
breaks	breaks	vvz	breaks	break	0
communion	communion	n1	communion	communion	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
light	light	j	light	light	0
