SEneca	SEneca	np1	SEneca	SEneca	0
sowre	sowre	j	sour	sour	0
,	,	,	,	,	0
rest	rest	vvb	rest	rest	0
without	without	p-acp	without	without	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
honour	honour	vvb	honour	honour	0
without	without	p-acp	without	without	0
enuie	enuie	n1	envy	envy	0
,	,	,	,	,	0
and	and	cc	and	and	0
generally	generally	av-j	generally	general	0
no	no	dx	no	no	0
felicitie	felicitie	n1	felicity	felicity	0
vvithout	vvithout	p-acp	without	without	0
his	his	po31	his	his	0
contrary	contrary	j-jn	contrary	contrary	0
:	:	:	:	:	0
the	the	dt	the	the	0
vvhich	vvhich	r-crq	which	which	0
novv	novv	av	now	now	0
I	I	pns11	I	i	0
perceiue	perceiue	vvb	perceive	perceive	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
verified	verified	vvn	verified	verify	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
vvhereas	vvhereas	cs	whereas	whereas	0
shee	shee	pns31	she	she	0
hath	hath	vhz	hath	have	0
giuen	giuen	vvn	given	give	0
me	me	pno11	me	i	0
occasion	occasion	n1	occasion	occasion	0
of	of	pp-f	of	of	0
ioy	ioy	n1	joy	joy	0
in	in	p-acp	in	in	0
offering	offering	vvg	offering	offer	0
mee	mee	pno11	me	i	0
an	an	dt	and	a	0
oportunity	oportunity	n1	opportunity	opportunity	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
my	my	po11	my	my	0
dutifull	dutifull	j	dutiful	dutiful	0
reuerence	reuerence	n1	reverence	reverence	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
royall	royall	j	royal	royal	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
famous	famous	j	famous	famous	0
Citie	Citie	n1	City	city	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
happy	happy	j	happy	happy	0
approach	approach	n1	approach	approach	0
thither	thither	av	thither	thither	0
:	:	:	:	:	0
thereby	thereby	av	thereby	thereby	0
she	she	pns31	she	she	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
me	me	pno11	me	i	0
sad	sad	j	sad	sad	0
and	and	cc	and	and	0
melancholious	melancholious	j	melancholious	melancholious	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
she	she	pns31	she	she	0
hath	hath	vhz	hath	have	0
so	so	av	so	so	0
much	much	av-d	much	much	0
hastened	hastened	vvd	hastened	hasten	0
your	your	po22	your	your	0
said	said	j-vvn	said	say	0
coming	coming	vvg	coming	come	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
the	the	dt	the	the	0
leisure	leisure	n1	leisure	leisure	0
to	to	pc-acp	to	to	0
prepare	prepare	vvi	prepare	prepare	0
and	and	cc	and	and	0
file	file	vvi	file	file	0
these	these	d	these	these	0
hun	hun	zz	hun	hun	0
∣	∣	sy	∣	∣	0
dred	dred	n1	dreaded	dread	0
morall	morall	j	moral	moral	0
Emblemes	Emblemes	n2	Emblems	emblem	0
,	,	,	,	,	0
accompanied	accompanied	vvn	accompanied	accompany	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
hundred	hundred	crd	hundred	hundred	0
staues	staues	n2	staves	staff	0
of	of	pp-f	of	of	0
verses	verses	n2	verses	verse	0
,	,	,	,	,	0
expositors	expositors	n2	expositors	expositor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
:	:	:	:	:	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
first	first	ord	first	first	0
inuention	inuention	n1	invention	invention	0
(	(	(	(	(	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
)	)	)	)	)	0
I	I	pns11	I	i	0
dedicate	dedicate	vvb	dedicate	dedicate	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
Maiestie	Maiestie	n1	Majesty	majesty	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
blame	blame	vvi	blame	blame	0
me	me	pno11	me	i	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
(	(	(	(	(	0
following	following	vvg	following	follow	0
the	the	dt	the	the	0
errour	errour	n1	error	error	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gentiles	Gentiles	n2-j	Gentiles	gentile	0
and	and	cc	and	and	0
Ethnickes	Ethnickes	n2-jn	Ethnics	ethnic	0
)	)	)	)	)	0
I	I	pns11	I	i	0
attribute	attribute	vvb	attribute	attribute	0
to	to	p-acp	to	to	0
Fortune	Fortune	n1	Fortune	fortune	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
writing	writing	vvg	writing	write	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
Princesse	Princesse	n1	Princess	princess	0
)	)	)	)	)	0
I	I	pns11	I	i	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
attribute	attribute	vvi	attribute	attribute	0
to	to	p-acp	to	to	0
Gods	Gods	ng1	Gods	god	0
prouidence	prouidence	n1	providence	providence	0
:	:	:	:	:	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
said	said	j-vvn	said	say	0
happy	happy	j	happy	happy	0
comming	comming	n-vvg	coming	come	0
depēded	depēded	vvd	depended	depend	0
not	not	xx	not	not	0
any	any	d	any	any	0
whit	whit	n1	whit	whit	0
vpon	vpon	p-acp	upon	upon	0
fortune	fortune	n1	fortune	fortune	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
(	(	(	(	(	0
euen	euen	av	even	even	0
as	as	c-acp	as	as	0
do	do	vdi	do	do	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
humane	humane	j	humane	humane	0
actions	actions	n2	actions	action	0
)	)	)	)	)	0
onely	onely	av-j	only	only	0
vpon	vpon	p-acp	upon	upon	0
Gods	Gods	ng1	Gods	god	0
proui	proui	fw-fr	proui	proui	0
∣	∣	sy	∣	∣	0
dence	dence	n1	dence	dence	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
necessary	necessary	j	necessary	necessary	0
to	to	pc-acp	to	to	0
beleeue	beleeue	vvi	believe	believe	0
)	)	)	)	)	0
doth	doth	vdz	does	do	0
all	all	d	all	all	0
things	things	n2	things	thing	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
best	best	js	best	best	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	d	that	that	0
conse	conse	n1	conse	conse	0
∣	∣	sy	∣	∣	0
quently	quently	av-j	quently	quent	0
your	your	po22	your	your	0
sayd	sayd	j-vvn	said	say	0
coming	coming	vvg	coming	come	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
bene	bene	vbn	be	be	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
hastie	hastie	j	hasty	hasty	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
best	best	js	best	best	0
.	.	.	.	.	1
Wherefore	Wherefore	q-crq	Wherefore	wherefore	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
sidering	sidering	vvg	sidering	sidere	0
the	the	dt	the	the	0
precedent	precedent	n1	precedent	precedent	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sume	sume	n1	fume	fume	0
humbly	humbly	av-j	humbly	humble	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
my	my	po11	my	my	0
said	said	j-vvn	said	say	0
Emblemes	Emblemes	n2	Emblems	emblem	0
,	,	,	,	,	0
although	although	cs	although	although	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
attai	attai	n1	attai	attai	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
but	but	p-acp	but	but	0
to	to	p-acp	to	to	0
halfe	halfe	j-jn	half	half	0
the	the	dt	the	the	0
number	number	n1	number	number	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
intended	intended	vvd	intended	intend	0
;	;	;	;	;	0
beseeching	beseeching	vvg	beseeching	beseech	0
your	your	po22	your	your	0
Maiestie	Maiestie	n1	Majesty	majesty	0
to	to	pc-acp	to	to	0
receiue	receiue	vvi	receive	receive	0
them	them	pno32	them	they	0
(	(	(	(	(	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
)	)	)	)	)	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
accusto	accusto	n1	accusto	accusto	0
∣	∣	sy	∣	∣	0
med	med	j	med	med	0
benignitie	benignitie	n1	benignity	benignity	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
good	good	j	good	good	0
a	a	dt	a	a	0
will	will	n1	will	will	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
your	your	po22	your	your	0
poore	poore	j	poor	poor	0
seruant	seruant	n1	servant	servant	0
offered	offered	vvn	offered	offer	0
and	and	cc	and	and	0
presented	presented	vvn	presented	present	0
.	.	.	.	.	1
Moreouer	Moreouer	av	Moreover	moreover	0
(	(	(	(	(	0
Madame	Madame	n1	Madame	madam	0
)	)	)	)	)	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
time	time	n1	time	time	0
that	that	d	that	that	0
Emblemes	Emblemes	n2	Emblems	emblem	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
count	count	n1	count	count	0
and	and	cc	and	and	0
singular	singular	j	singular	singular	0
regard	regard	n1	regard	regard	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
of	of	pp-f	of	of	0
ancient	ancient	j	ancient	ancient	0
times	times	n2	times	time	0
and	and	cc	and	and	0
almost	almost	av	almost	almost	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
begin	begin	vvi	begin	begin	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
Egyptians	Egyptians	njp2	Egyptians	egyptian	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
thinke	thinke	vvb	think	think	0
themselues	themselues	px32	themselves	themselves	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
first	first	ord	first	first	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
)	)	)	)	)	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
letters	letters	n2	letters	letter	0
,	,	,	,	,	0
wrote	wrote	vvd	wrote	write	0
by	by	p-acp	by	by	0
fi	fi	n2	fi	fi	0
∣	∣	sy	∣	∣	0
gures	gures	n2	gures	gure	0
&	&	cc	&	and	0
images	images	n2	images	image	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
beasts	beasts	n2	beasts	beast	0
,	,	,	,	,	0
fowles	fowles	n2	fowls	fowl	0
,	,	,	,	,	0
and	and	cc	and	and	0
fishes	fishes	n2	fish	fish	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
serpents	serpents	n2	serpents	serpent	0
,	,	,	,	,	0
thereby	thereby	av	thereby	thereby	0
expressing	expressing	vvg	expressing	express	0
their	their	po32	their	their	0
intentions	intentions	n2	intentions	intention	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
written	written	vvn	written	write	0
by	by	p-acp	by	by	0
most	most	ds	most	most	0
ancient	ancient	j	ancient	ancient	0
authors	authors	n2	authors	author	0
,	,	,	,	,	0
Chaeremon	Chaeremon	np1	Chaeremon	Chaeremon	0
,	,	,	,	,	0
Orus	Orus	np1	Orus	Orus	0
,	,	,	,	,	0
Apollo	Apollo	np1	Apollo	Apollo	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
like	like	j	like	like	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
haue	haue	vhb	have	have	0
laboured	laboured	vvn	laboured	labour	0
diligently	diligently	av-j	diligently	diligent	0
and	and	cc	and	and	0
curiously	curiously	av-j	curiously	curious	0
to	to	pc-acp	to	to	0
expound	expound	vvi	expound	expound	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
hieroglyphicall	hieroglyphicall	j	hieroglyphical	hieroglyphical	0
figures	figures	n2	figures	figure	0
:	:	:	:	:	0
whereof	whereof	c-crq	whereof	whereof	0
likewise	likewise	av	likewise	likewise	0
Lucan	Lucan	np1	Lucan	Lucan	0
maketh	maketh	vvz	makes	make	0
mention	mention	n1	mention	mention	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Pharsalie	Pharsalie	np1	Pharsalie	Pharsalie	0
,	,	,	,	,	0
and	and	cc	and	and	0
Polyphile	Polyphile	np1	Polyphile	Polyphile	0
the	the	dt	the	the	0
author	author	n1	author	author	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Moderns	Moderns	np2-j	Moderns	modern	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
description	description	n1	description	description	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
dreame	dreame	n1	dream	dream	0
,	,	,	,	,	0
Clius	Clius	crd	Clius	clius	0
Rhodiginus	Rhodiginus	np1	Rhodiginus	Rhodiginus	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
commentaries	commentaries	n2	commentaries	commentary	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ancient	ancient	j	ancient	ancient	0
readings	readings	n2-vvg	readings	reading	0
.	.	.	.	.	1
Alciat	Alciat	n1	Alciat	alciat	0
hath	hath	vhz	hath	have	0
likewise	likewise	av	likewise	likewise	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
time	time	n1	time	time	0
set	set	vvn	set	set	0
out	out	av	out	out	0
certaine	certaine	j	certain	certain	0
Emblemes	Emblemes	n2	Emblems	emblem	0
,	,	,	,	,	0
and	and	cc	and	and	0
adorned	adorned	vvd	adorned	adorn	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
Latine	Latine	jp	Latin	latin	0
verses	verses	n2	verses	verse	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
(	(	(	(	(	0
imitating	imitating	vvg	imitating	imitate	0
these	these	d	these	these	0
abouesaid	abouesaid	j	abovesaid	abovesaid	0
)	)	)	)	)	0
esteem	esteem	vvb	esteem	esteem	0
the	the	dt	the	the	0
time	time	n1	time	time	0
wel	wel	av	well	well	0
bestow	bestow	vvi	bestow	bestow	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
employed	employed	vvd	employed	employ	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
deuising	deuising	vvg	devising	devise	0
&	&	cc	&	and	0
beau	beau	n1	beau	beau	0
∣	∣	sy	∣	∣	0
tifying	tifying	vvg	tifying	tify	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
saide	saide	j-vvn	said	say	0
Emblemes	Emblemes	n2	Emblems	emblem	0
:	:	:	:	:	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
think	think	vvi	think	think	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
most	most	av-ds	most	most	0
happy	happy	j	happy	happy	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
reading	reading	vvg	reading	read	0
her	her	pno31	her	she	0
∣	∣	sy	∣	∣	0
of	of	pp-f	of	of	0
may	may	vmb	may	may	0
yeeld	yeeld	vvi	yield	yield	0
you	you	pn22	you	you	0
any	any	d	any	any	0
honest	honest	j	honest	honest	0
recreation	recreation	n1	recreation	recreation	0
:	:	:	:	:	0
pray	pray	vvb	pray	pray	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
God	God	np1	God	God	0
(	(	(	(	(	0
most	most	av-ds	most	most	0
noble	noble	j	noble	noble	0
Princesse	Princesse	n1	Princess	princess	0
)	)	)	)	)	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
send	send	vvi	send	send	0
you	you	pn22	you	you	0
long	long	j	long	long	0
life	life	n1	life	life	0
and	and	cc	and	and	0
euer	euer	av	ever	ever	0
∣	∣	sy	∣	∣	0
lasting	lasting	vvg	lasting	last	0
happinesse	happinesse	n1	happiness	happiness	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
humble	humble	j	humble	humble	0
seruant	seruant	n1	servant	servant	0
,	,	,	,	,	1
