Honoured	Honoured	j-vvn	Honoured	honour	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
:	:	:	:	:	0
And	And	cc	And	and	0
that	that	cst	that	that	0
those	those	d	those	those	0
Churches	Churches	n2	Churches	church	0
which	which	r-crq	which	which	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
a	a	dt	a	a	0
watchful	watchful	j	watchful	watchful	0
eye	eye	n1	eye	eye	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
finest	finest	js	finest	fine	0
∣	∣	sy	∣	∣	0
spun	spun	vvn	spun	spin	0
Errors	Errors	n2	Errors	error	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Day	Day	n1	Day	day	0
,	,	,	,	,	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
now	now	av	now	now	0
lull'd	lull'd	vvn	lulled	lull	0
asleep	asleep	j	asleep	asleep	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
suffer	suffer	vvi	suffer	suffer	0
the	the	dt	the	the	0
bringing	bringing	vvg	bringing	bring	0
in	in	p-acp	in	in	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
a	a	dt	a	a	0
humane	humane	j	humane	humane	0
Tradition	Tradition	n1	Tradition	tradition	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
utterly	utterly	av-j	utterly	utter	0
incon	incon	fw-mi	incon	incon	0
∣	∣	sy	∣	∣	0
sistent	sistent	n1	sistent	sistent	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
professed	professed	j-vvn	professed	profess	0
Principles	Principles	n2	Principles	principle	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Practice	Practice	n1	Practice	practice	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
Divine	Divine	j-jn	Divine	divine	0
Worship	Worship	n1	Worship	worship	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
labour	labour	vvi	labour	labour	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
Oil	Oil	n1	Oil	oil	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Vessels	Vessels	n2	Vessels	vessel	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
Lamps	Lamps	n2	Lamps	lamp	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Bride	Bride	n1	Bride	bride	0
∣	∣	sy	∣	∣	0
groom	groom	n1	groom	groom	0
cometh	cometh	vvz	comes	come	0
,	,	,	,	,	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
enter	enter	vvi	enter	enter	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Joy	Joy	n1	Joy	joy	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
though	though	cs	though	though	0
this	this	d	this	this	0
Error	Error	n1	Error	error	0
is	is	vbz	is	be	0
dearly	dearly	av-jn	dearly	dear	0
fondled	fondled	vvn	fondled	fondle	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
observed	observed	vvn	observed	observe	0
mostly	mostly	j	mostly	mostly	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
among	among	p-acp	among	among	0
us	us	pno12	us	we	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
well	well	av	well	well	0
digested	digested	vvn	digested	digest	0
those	those	d	those	those	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
received	received	vvn	received	receive	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
of	of	pp-f	of	of	0
about	about	p-acp	about	about	0
an	an	dt	and	a	0
hun	hun	zz	hun	hun	0
∣	∣	sy	∣	∣	0
dred	dred	n1	dreaded	dread	0
Churches	Churches	np1	Churches	Churches	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
best	best	js	best	best	0
and	and	cc	and	and	0
strictest	strictest	js	strictest	strict	0
Information	Information	n1	Information	information	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
received	received	vvn	received	receive	0
,	,	,	,	,	0
I	I	pns11	I	i	0
hear	hear	vvb	hear	hear	0
of	of	pp-f	of	of	0
but	but	cc-acp	but	but	0
seven	seven	crd	seven	seven	0
or	or	cc	or	or	0
eight	eight	crd	eight	eight	0
,	,	,	,	,	0
and	and	cc	and	and	0
those	those	d	those	those	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
and	and	cc	and	and	0
about	about	a-acp	about	about	0
Nor	Nor	ccx	Nor	nor	0
∣	∣	sy	∣	∣	0
folk	folk	n1	folk	folk	0
,	,	,	,	,	0
Suffolk	Suffolk	np1	Suffolk	Suffolk	0
and	and	cc	and	and	0
Essex	Essex	np1	Essex	Essex	0
,	,	,	,	,	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
lately	lately	av-j	lately	late	0
in	in	p-acp	in	in	0
London	London	np1	London	London	0
,	,	,	,	,	0
and	and	cc	and	and	0
but	but	p-acp	but	but	0
four	four	crd	four	four	0
or	or	cc	or	or	0
five	five	crd	five	five	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
those	those	d	those	those	0
Churches	Churches	n2	Churches	church	0
in	in	p-acp	in	in	0
South-Wales	South-Wales	n2	South-Wales	south-wale	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
own	own	d	own	own	0
the	the	dt	the	the	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
of	of	pp-f	of	of	0
Personal	Personal	j	Personal	personal	0
Election	Election	n1	Election	election	0
and	and	cc	and	and	0
final	final	j	final	final	0
Perseverance	Perseverance	n1	Perseverance	perseverance	0
;	;	;	;	;	0
and	and	cc	and	and	0
but	but	p-acp	but	but	0
two	two	crd	two	two	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
those	those	d	those	those	0
Churches	Churches	n2	Churches	church	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
general	general	j	general	general	0
Point	Point	n1	Point	point	0
that	that	cst	that	that	0
practise	practise	vvb	practise	practise	0
such	such	d	such	such	0
formal	formal	j	formal	formal	0
Singing	Singing	n-vvg	Singing	sing	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
publick	publick	j	public	public	0
and	and	cc	and	and	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
stant	stant	j	stant	stant	0
Worship	Worship	n1	Worship	worship	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Mini	Mini	np1	Mini	Mini	0
∣	∣	sy	∣	∣	0
stry	stry	n1	stry	stry	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
few	few	d	few	few	0
also	also	av	also	also	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
that	that	cst	that	that	0
use	use	vvb	use	use	0
it	it	pn31	it	it	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Administration	Administration	n1	Administration	administration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord's	Lord's	ng1	Lord's	lord	0
Supper	Supper	n1	Supper	supper	0
:	:	:	:	:	0
To	To	p-acp	To	to	0
whom	whom	ro-crq	whom	who	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
others	others	n2-jn	others	other	0
in	in	p-acp	in	in	0
particular	particular	j	particular	particular	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Christi	Christi	np1	Christi	Christi	0
∣	∣	sy	∣	∣	0
an	an	dt	and	a	0
Brethren	Brethren	n2	Brothers	brethren	0
,	,	,	,	,	0
that	that	cst	that	that	0
herein	herein	av	herein	herein	0
differ	differ	vvi	differ	differ	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Body	Body	n1	Body	body	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
decli	decli	fw-fr	decli	decli	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
and	and	cc	and	and	0
Spirituality	Spirituality	n1	Spirituality	spirituality	0
of	of	pp-f	of	of	0
Gospel-Worship	Gospel-Worship	n1	Gospel-Worship	gospel-worship	0
,	,	,	,	,	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
present	present	vvb	present	present	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
convinced	convinced	vvn	convinced	convince	0
me	me	pno11	me	i	0
of	of	pp-f	of	of	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
Light	Light	n1	Light	light	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
remove	remove	vvi	remove	remove	0
the	the	dt	the	the	0
Mistake	Mistake	vvb	Mistake	mistake	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
under	under	p-acp	under	under	0
concerning	concerning	vvg	concerning	concern	0
Singing	Singing	n-vvg	Singing	sing	0
.	.	.	.	.	1
And	And	cc	And	and	0
truly	truly	av-j	truly	true	0
the	the	dt	the	the	0
Sense	Sense	n1	Sense	sense	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sad	sad	j	sad	sad	0
Ef	Ef	pp-f	Ef	of	0
∣	∣	sy	∣	∣	0
fects	fects	vvz	fects	fect	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
apostatizing	apostatizing	vvg	apostatizing	apostatize	0
Principle	Principle	n1	Principle	principle	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
grow	grow	vvi	grow	grow	0
and	and	cc	and	and	0
increase	increase	vvi	increase	increase	0
among	among	p-acp	among	among	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
unwearied	unwearied	j	unwearied	unwearied	0
Endeavours	Endeavours	n2	Endeavours	endeavour	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
Persons	Persons	n2	Persons	person	0
to	to	pc-acp	to	to	0
lead	lead	vvi	led	lead	0
us	us	pno12	us	we	0
back	back	av	back	back	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
Traditions	Traditions	n2	Traditions	tradition	0
of	of	pp-f	of	of	0
Men	Men	n2	Men	man	0
from	from	p-acp	from	from	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
clean	clean	av-j	clean	clean	0
escaped	escaped	vvn	escaped	escape	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Love	Love	n1	Love	love	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
and	and	cc	and	and	0
Sim	Sim	fw-la	Sim	sim	0
∣	∣	sy	∣	∣	0
plicity	plicity	n1	plicity	plicity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
only	only	j	only	only	0
Mo	Mo	zz	Mo	mo	0
∣	∣	sy	∣	∣	0
tives	tives	npg1-n	tives	tive	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
appearing	appearing	vvg	appearing	appear	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Work	Work	n1	Work	work	0
or	or	cc	or	or	0
Service	Service	n1	Service	service	0
.	.	.	.	.	1
And	And	cc	And	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
Grief	Grief	n1	Grief	grief	0
and	and	cc	and	and	0
La	La	fw-fr	La	la	0
∣	∣	sy	∣	∣	0
mentation	mentation	n1	mentation	mentation	0
to	to	p-acp	to	to	0
many	many	d	many	many	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
that	that	cst	that	that	0
while	while	cs	while	while	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
is	is	vbz	is	be	0
saving	saving	vvg	saving	save	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
People	People	n1	People	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
drawing	drawing	vvg	drawing	draw	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
gracious	gracious	j	gracious	gracious	0
Cords	Cords	n2	Cords	cord	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Love	Love	n1	Love	love	0
,	,	,	,	,	0
that	that	cst	that	that	0
any	any	d	any	any	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
departing	departing	vvg	departing	depart	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
and	and	cc	and	and	0
Purity	Purity	n1	Purity	purity	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Worship	Worship	n1	Worship	worship	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
so	so	av	so	so	0
clear	clear	j	clear	clear	0
a	a	dt	a	a	0
light	light	n1	light	light	0
and	and	cc	and	and	0
recovery	recovery	n1	recovery	recovery	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
mists	mists	n2	mists	mist	0
and	and	cc	and	and	0
darkness	darkness	n1	darkness	darkness	0
of	of	pp-f	of	of	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
is	is	vbz	is	be	0
now	now	av	now	now	0
called	called	vvn	called	call	0
in	in	p-acp	in	in	0
question	question	n1	question	question	0
amongst	amongst	p-acp	among	among	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
.	.	.	.	.	1
And	And	cc	And	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
somewhat	somewhat	av	somewhat	somewhat	0
marvellous	marvellous	j	marvellous	marvellous	0
to	to	pc-acp	to	to	0
consider	consider	vvi	consider	consider	0
,	,	,	,	,	0
that	that	cst	that	that	0
some	some	d	some	some	0
Persons	Persons	n2	Persons	person	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
stu	stu	fw-la	stu	stu	0
∣	∣	sy	∣	∣	0
dious	dious	j	dious	dious	0
and	and	cc	and	and	0
understanding	understanding	vvg	understanding	understand	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
see	see	vvi	see	see	0
their	their	po32	their	their	0
Practice	Practice	n1	Practice	practice	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
opposite	opposite	j-jn	opposite	opposite	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
positive	positive	j	positive	positive	0
Command	Command	n1	Command	command	0
of	of	pp-f	of	of	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
whose	whose	rg-crq	whose	who	0
know	know	vvb	know	know	0
∣	∣	sy	∣	∣	0
ledg	ledg	n1	ledg	ledg	0
others	others	n2-jn	others	other	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
weak	weak	j	weak	weak	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
to	to	p-acp	to	to	0
sin	sin	n1	since	sin	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
any	any	d	any	any	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
so	so	av	so	so	0
cold	cold	j-jn	cold	cold	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Love	Love	n1	Love	love	0
and	and	cc	and	and	0
Affections	Affections	n2	Affections	affection	0
to	to	p-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
indifferent	indifferent	j	indifferent	indifferent	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Obedience	Obedience	n1	Obedience	obedience	0
unto	unto	p-acp	unto	unto	0
his	his	po31	his	his	0
revealed	revealed	vvn	revealed	reveal	0
Will	Will	n1	Will	will	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
rather	rather	av-c	rather	rather	0
trust	trust	vvi	trust	trust	0
to	to	p-acp	to	to	0
others	others	n2-jn	others	other	0
for	for	p-acp	for	for	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
the	the	dt	the	the	0
pains	pains	n2	pains	pain	0
to	to	pc-acp	to	to	0
search	search	vvi	search	search	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
for	for	p-acp	for	for	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
good	good	j	good	good	0
Understanding	Understanding	n1	Understanding	understanding	0
within	within	p-acp	within	within	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
they	they	pns32	they	they	0
follow	follow	vvb	follow	follow	0
the	the	dt	the	the	0
Dictates	Dictates	vvz	Dictates	dictate	0
of	of	pp-f	of	of	0
Men	Men	n2	Men	man	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
the	the	dt	the	the	0
Precepts	Precepts	n2	Precepts	precept	0
of	of	pp-f	of	of	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
forasmuch	forasmuch	av	forasmuch	forasmuch	0
as	as	c-acp	as	as	0
humane	humane	j	humane	humane	0
Forms	Forms	n2	Forms	form	0
of	of	pp-f	of	of	0
Worship	Worship	n1	Worship	worship	0
do	do	vdb	do	do	0
naturally	naturally	av-j	naturally	natural	0
proceed	proceed	vvi	proceed	proceed	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
carnal	carnal	j	carnal	carnal	0
and	and	cc	and	and	0
worldly	worldly	j	worldly	worldly	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
then	then	av	then	then	0
fear	fear	vvi	fear	fear	0
that	that	cst	that	that	0
some	some	d	some	some	0
Christians	Christians	np1	Christians	Christians	0
(	(	(	(	(	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
cepting	cepting	vvg	cepting	cept	0
others	others	n2-jn	others	other	0
that	that	cst	that	that	0
err	err	vvb	err	err	0
through	through	p-acp	through	through	0
a	a	dt	a	a	0
mis	mis	vvi	miss	miss	0
∣	∣	sy	∣	∣	0
taken	taken	vvi	taken	take	0
Zeal	Zeal	n1	Zeal	zeal	0
)	)	)	)	)	0
having	having	vhg	having	have	0
left	left	vvn	left	leave	0
their	their	po32	their	their	0
first	first	ord	first	first	0
Love	Love	n1	Love	love	0
,	,	,	,	,	0
begin	begin	vvb	begin	begin	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
off	off	a-acp	off	off	0
their	their	po32	their	their	0
first	first	ord	first	first	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
turn	turn	vvi	turn	turn	0
unto	unto	p-acp	unto	unto	0
Mens	Mens	ng2	Men's	man	0
Traditions	Traditions	n2	Traditions	tradition	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
whom	whom	r-crq	whom	who	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
,	,	,	,	,	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
say	say	vvi	say	say	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
did	did	vdd	did	do	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
turning	turning	vvg	turning	turn	0
again	again	av	again	again	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
weak	weak	j	weak	weak	0
