VVhereas	VVhereas	cs	Whereas	whereas	0
comed	comed	j-vvn	came	comb	0
me	me	pno11	me	i	0
long	long	av-j	long	long	0
ere	ere	p-acp	ere	ere	0
this	this	d	this	this	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
offred	offred	vvn	offered	offer	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
my	my	po11	my	my	0
seruice	seruice	n1	service	service	0
:	:	:	:	:	0
especially	especially	av-j	especially	especial	0
hauing	hauing	j-vvg	having	have	0
certain	certain	j	certain	certain	0
matters	matters	n2	matters	matter	0
commit	commit	vvb	commit	commit	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
charge	charge	n1	charge	charge	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
before	before	p-acp	before	before	0
this	this	d	this	this	0
time	time	n1	time	time	0
haue	haue	vhb	have	have	0
conferred	conferred	vvn	conferred	confer	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
whereas	whereas	cs	whereas	whereas	0
oure	oure	po12	our	our	0
volun	volun	n1	volun	volun	0
∣	∣	sy	∣	∣	0
tarie	tarie	vvb	tarry	tarry	0
deliberation	deliberation	n1	deliberation	deliberation	0
by	by	p-acp	by	by	0
trouble	trouble	n1	trouble	trouble	0
of	of	pp-f	of	of	0
time	time	n1	time	time	0
was	was	vbds	was	be	0
defeated	defeated	vvn	defeated	defeat	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
constrained	constrained	vvn	constrained	constrain	0
,	,	,	,	,	0
not	not	xx	not	not	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
but	but	p-acp	but	but	0
as	as	a-acp	as	as	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
forced	forced	vvn	forced	force	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
yelde	yelde	vvi	yield	yield	0
to	to	p-acp	to	to	0
necessite	necessite	n1	necessity	necessity	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
must	must	vmb	must	must	0
omitte	omitte	vvb	omit	omit	0
the	the	dt	the	the	0
one	one	crd	one	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
:	:	:	:	:	0
Yet	Yet	av	Yet	yet	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
busines	busines	n1	business	business	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
some	some	d	some	some	0
∣	∣	sy	∣	∣	0
what	what	r-crq	what	what	0
occupied	occupied	vvn	occupied	occupy	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
principall	principall	j-jn	principal	principal	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
waye	waye	n1	way	way	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
doing	doing	vdg	doing	do	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
suffred	suffred	vvn	suffered	suffer	0
suche	suche	d	such	such	0
leasure	leasure	n1	leisure	leisure	0
as	as	c-acp	as	as	0
at	at	p-acp	at	at	0
times	times	n2	times	time	0
happened	happened	vvn	happened	happen	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
withoute	withoute	p-acp	without	without	0
some	some	d	some	some	0
frute	frute	n1	fruit	fruit	0
of	of	pp-f	of	of	0
publicke	publicke	j	public	public	0
commodite	commodite	n1	commodity	commodity	0
.	.	.	.	.	1
Whereof	Whereof	c-crq	Whereof	whereof	0
hauing	hauing	vhg	having	have	0
longe	longe	av-j	long	long	0
thought	thought	vvn	thought	think	0
,	,	,	,	,	0
it	it	pn31	it	it	0
se	se	vvi	see	see	0
∣	∣	sy	∣	∣	0
med	med	j-vvn	med	m	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
coulde	coulde	vmd	could	can	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
waie	waie	n1	way	way	0
more	more	av-dc	more	more	0
profitably	profitably	av-j	profitably	profitable	0
be	be	vbi	be	be	0
doing	doing	vdg	doing	do	0
then	then	av	then	then	0
if	if	cs	if	if	0
(	(	(	(	(	0
at	at	p-acp	at	at	0
what	what	r-crq	what	what	0
time	time	n1	time	time	0
other	other	j-jn	other	other	0
plaie	plaie	n1	play	play	0
or	or	cc	or	or	0
banquet	banquet	n1	banquet	banquet	0
)	)	)	)	)	0
I	I	pns11	I	i	0
laboured	laboured	vvd	laboured	labour	0
vppon	vppon	p-acp	upon	upon	0
some	some	d	some	some	0
such	such	d	such	such	0
thing	thing	n1	thing	thing	0
as	as	c-acp	as	as	0
might	might	vmd	might	may	0
enforme	enforme	vvi	inform	inform	0
the	the	dt	the	the	0
poore	poore	j	poor	poor	0
deceaued	deceaued	vvn	deceived	deceive	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
offend	offend	vvi	offend	offend	0
rulers	rulers	n2	rulers	ruler	0
and	and	cc	and	and	0
magistrats	magistrats	n2	magistrates	magistrate	0
.	.	.	.	.	1
And	And	cc	And	and	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
ende	ende	n1	end	end	0
truly	truly	av-j	truly	true	0
,	,	,	,	,	0
these	these	d	these	these	0
darke	darke	j	dark	dark	0
win	win	vvb	win	win	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
dayes	dayes	n2	days	day	0
as	as	p-acp	as	as	0
leasure	leasure	n1	leisure	leisure	0
serued	serued	vvd	served	serve	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
compiled	compiled	vvn	compiled	compile	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
framing	framing	vvg	framing	frame	0
my	my	po11	my	my	0
stile	stile	n1	style	stile	0
after	after	p-acp	after	after	0
a	a	dt	a	a	0
rude	rude	j	rude	rude	0
and	and	cc	and	and	0
simple	simple	j	simple	simple	0
sorte	sorte	n1	sort	sort	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
vnlearned	vnlearned	j	unlearned	unlearned	0
might	might	vmd	might	may	0
vnderstande	vnderstande	vvi	understand	understand	0
me	me	pno11	me	i	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
letting	letting	vvg	letting	let	0
passe	passe	vvi	pass	pass	0
no	no	dx	no	no	0
iote	iote	n1	jot	jot	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truthe	truthe	n1	truth	truth	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
cure	cure	vvi	cure	cure	0
and	and	cc	and	and	0
remedy	remedy	vvi	remedy	remedy	0
the	the	dt	the	the	0
falshood	falshood	n1	falsehood	falsehood	0
.	.	.	.	.	1
Although	Although	cs	Although	although	0
therefor	therefor	av	therefore	therefore	0
the	the	dt	the	the	0
lerned	lerned	j	learned	learned	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
perhaps	perhaps	av	perhaps	perhaps	0
be	be	vbi	be	be	0
much	much	d	much	much	0
instructed	instructed	vvn	instructed	instruct	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
good	good	j	good	good	0
witte	witte	n1	wit	wit	0
shall	shall	vmb	shall	shall	0
finde	finde	vvi	find	find	0
herein	herein	av	herein	herein	0
that	that	d	that	that	0
is	is	vbz	is	be	0
right	right	av-jn	right	right	0
worthy	worthy	j	worthy	worthy	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
knowen	knowen	vvn	known	know	0
.	.	.	.	.	0
and	and	cc	and	and	0
truly	truly	av-j	truly	true	0
in	in	p-acp	in	in	0
medecines	medecines	n2	medicines	medicine	0
the	the	dt	the	the	0
wise	wise	j	wise	wise	0
Phisician	Phisician	n1	Physician	physician	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
regarde	regarde	vvi	regard	regard	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
pleasaunt	pleasaunt	j	pleasant	pleasant	0
or	or	cc	or	or	0
fayre	fayre	j	fair	fair	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
eye	eye	n1	eye	eye	0
as	as	p-acp	as	as	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
holesome	holesome	j	wholesome	wholesome	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
therefor	therefor	av	therefore	therefore	0
my	my	po11	my	my	0
meaning	meaning	n1	meaning	meaning	0
and	and	cc	and	and	0
the	the	dt	the	the	0
marke	marke	n1	mark	mark	0
I	I	pns11	I	i	0
shoo	shoo	n1	shoo	shoe	0
¦	¦	sy	¦	¦	0
te	te	fw-fr	te	te	0
at	at	p-acp	at	at	0
,	,	,	,	,	0
The	The	dt	The	the	0
intēt	intēt	n1	intent	intent	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
au	au	fw-fr	au	au	0
∣	∣	sy	∣	∣	0
thor	thor	n1	thor	thor	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
vvor	vvor	n1	vvor	vvor	0
¦	¦	sy	¦	¦	0
ke	ke	wd	ke	ke	0
.	.	.	.	.	0
that	that	d	that	that	0
the	the	dt	the	the	0
good	good	j	good	good	0
people	people	n1	people	people	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
admonished	admonished	vvn	admonished	admonish	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
¦	¦	sy	¦	¦	0
ir	ir	zz	ir	ir	0
saluation	saluation	n1	salvation	salvation	0
and	and	cc	and	and	0
aduertised	aduertised	vvn	advertised	advertise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
daungerous	daungerous	j	dangerous	dangerous	0
decei	decei	n1	decei	decei	0
∣	∣	sy	∣	∣	0
tes	tes	fw-fr	tes	tes	0
of	of	pp-f	of	of	0
heretikes	heretikes	n2	heretics	heretic	0
by	by	p-acp	by	by	0
whose	whose	rg-crq	whose	who	0
crafte	crafte	n1	craft	craft	0
and	and	cc	and	and	0
guile	guile	n1	guile	guile	0
we	we	pns12	we	we	0
see	see	vvb	see	see	0
the	the	dt	the	the	0
noble	noble	j	noble	noble	0
Romain	Romain	jp	Roman	roman	0
empire	empire	n1	empire	empire	0
much	much	av-d	much	much	0
weakened	weakened	vvn	weakened	weaken	0
and	and	cc	and	and	0
empaired	empaired	vvn	impaired	impair	0
euen	euen	av	even	even	0
nowe	nowe	av	now	now	0
to	to	p-acp	to	to	0
fainte	fainte	j	faint	faint	0
,	,	,	,	,	0
and	and	cc	and	and	0
thousands	thousands	crd	thousands	thousand	0
of	of	pp-f	of	of	0
Christen	Christen	jp	christian	christian	0
sou	sou	n1	sou	sou	0
¦	¦	sy	¦	¦	0
les	les	fw-fr	les	les	0
other	other	n-jn	other	other	0
where	where	q-crq	where	where	0
daily	daily	j	daily	daily	0
to	to	pc-acp	to	to	0
perish	perish	vvi	perish	perish	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
deceites	deceites	n2	deceits	deceit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
¦	¦	sy	¦	¦	0
se	se	zz	se	se	0
heretikes	heretikes	n2	heretics	heretic	0
being	being	vbg	being	be	0
spredd	spredd	vvn	spread	spread	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
and	and	cc	and	and	0
so	so	av	so	so	0
diuersly	diuersly	av-j	diversely	diverse	0
in	in	p-acp	in	in	0
Christendom	Christendom	np1	Christendom	Christendom	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
vnlerned	vnlerned	j	unlearned	unlearned	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
comprise	comprise	vvi	comprise	comprise	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
the	the	dt	the	the	0
lerned	lerned	j	learned	learned	0
scant	scant	av-j	scant	scant	0
espie	espie	vvi	espy	espy	0
them	them	pno32	them	they	0
,	,	,	,	,	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
inou	inou	j	inou	inou	0
¦	¦	sy	¦	¦	0
ghe	ghe	fw-mi	ghe	ghe	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
people	people	n1	people	people	0
to	to	pc-acp	to	to	0
lerne	lerne	vvi	learn	learn	0
to	to	pc-acp	to	to	0
knowe	knowe	vvi	know	know	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
people	people	n1	people	people	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
vnderstande	vnderstande	vvi	understand	understand	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
ynough	ynough	av-d	enough	enough	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
parte	parte	n1	part	part	0
to	to	pc-acp	to	to	0
learne	learne	vvi	learn	learn	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
spirituall	spirituall	j	spiritual	spiritual	0
magistrat	magistrat	n1	magistrate	magistrate	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
their	their	po32	their	their	0
duty	duty	n1	duty	duty	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ciuill	ciuill	j	civil	civil	0
or	or	cc	or	or	0
tempo	tempo	fw-it	tempo	tempo	0
∣	∣	sy	∣	∣	0
rall	rall	j	rall	rall	0
magistrat	magistrat	n1	magistrate	magistrate	0
to	to	pc-acp	to	to	0
learne	learne	vvi	learn	learn	0
their	their	po32	their	their	0
duty	duty	n1	duty	duty	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
prince	prince	n1	prince	prince	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
thinges	thinges	n2	things	thing	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
lerne	lerne	vvi	learn	learn	0
then	then	av	then	then	0
to	to	pc-acp	to	to	0
teache	teache	vvi	teach	teach	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
obey	obey	vvi	obey	obey	0
then	then	av	then	then	0
to	to	pc-acp	to	to	0
commaunde	commaunde	vvi	command	command	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
these	these	d	these	these	0
two	two	crd	two	two	0
estates	estates	n2	estates	estate	0
the	the	dt	the	the	0
spirituall	spirituall	j	spiritual	spiritual	0
and	and	cc	and	and	0
the	the	dt	the	the	0
tem	tem	n1	tem	tem	0
∣	∣	sy	∣	∣	0
porall	porall	j	porall	porall	0
haue	haue	n1	have	haven	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
him	him	pno31	him	he	0
selfe	selfe	n1	self	self	0
ben	ben	zz	ben	ben	0
ordained	ordained	vvn	ordained	ordain	0
,	,	,	,	,	0
duly	duly	av-jn	duly	due	0
rece	rece	vvd	rece	receive	0
¦	¦	sy	¦	¦	0
aued	aued	j	aued	aued	0
of	of	pp-f	of	of	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
confirmed	confirmed	vvn	confirmed	confirm	0
and	and	cc	and	and	0
established	established	vvn	established	establish	0
by	by	p-acp	by	by	0
lawes	lawes	n2	laws	law	0
:	:	:	:	:	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
serued	serued	vvn	served	serve	0
vs	vs	pno12	us	we	0
as	as	p-acp	as	as	0
two	two	crd	two	two	0
walles	walles	n2	walls	wall	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Romain	Romain	jp	Roman	roman	0
empire	empire	n1	empire	empire	0
hath	hath	vhz	hath	have	0
ben	ben	vbn	been	be	0
in	in	p-acp	in	in	0
Germany	Germany	np1	Germany	Germany	0
stayed	stayed	vvd	stayed	stay	0
vp	vp	a-acp	up	up	0
and	and	cc	and	and	0
continued	continued	vvd	continued	continue	0
all	all	d	all	all	0
most	most	ds	most	most	0
these	these	d	these	these	0
eight	eight	crd	eight	eight	0
hundred	hundred	crd	hundred	hundred	0
yea	yea	uh	yea	yea	0
∣	∣	sy	∣	∣	0
res	res	fw-la	res	res	0
.	.	.	.	.	1
And	And	cc	And	and	0
truly	truly	av-j	truly	true	0
as	as	c-acp	as	as	0
longe	longe	av-j	long	long	0
as	as	c-acp	as	as	0
matters	matters	n2	matters	matter	0
appertaining	appertaining	vvg	appertaining	appertain	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
were	were	vbdr	were	be	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
spiritualty	spiritualty	n1	spiritualty	spiritualty	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
common	common	j	common	common	0
wel	wel	av	well	well	0
∣	∣	sy	∣	∣	0
the	the	av	the	then	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
temporalty	temporalty	n1	temporalty	temporalty	0
gouuerned	gouuerned	vvd	gouuerned	gouuern	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
lawes	lawes	n2	laws	law	0
off	off	p-acp	off	off	0
bothe	bothe	d	both	both	0
estates	estates	n2	estates	estate	0
ordained	ordained	vvn	ordained	ordain	0
were	were	vbdr	were	be	0
inuiolatly	inuiolatly	av-j	inuiolatly	inuiolat	0
obserued	obserued	vvn	observed	observe	0
,	,	,	,	,	0
thē	thē	pno32	them	they	0
Germany	Germany	np1	Germany	Germany	0
might	might	vmd	might	may	0
contend	contend	vvi	contend	contend	0
in	in	p-acp	in	in	0
wisedō	wisedō	n1	wisdom	wisdom	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
grekes	grekes	njp2	greeks	greek	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
stoutnes	stoutnes	n1	stoutness	stoutness	0
of	of	pp-f	of	of	0
courage	courage	n1	courage	courage	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Romanes	Romanes	njp2	Romans	roman	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
god	god	n1	god	god	0
∣	∣	sy	∣	∣	0
lines	lines	n2	lines	line	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
Christen	Christen	jp	christian	christian	0
nations	nations	n2	nations	nation	0
:	:	:	:	:	0
then	then	cs	then	than	0
it	it	pn31	it	it	0
mought	mought	vmd	might	may	0
mo	mo	dc	more	more	0
∣	∣	sy	∣	∣	0
re	re	fw-mi	re	re	0
surely	surely	av-j	surely	sure	0
of	of	pp-f	of	of	0
vs	vs	pno12	us	we	0
then	then	av	then	then	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Romanes	Romanes	njp2	Romans	roman	0
be	be	vbb	be	be	0
saied	saied	vvn	said	say	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
auncient	auncient	j-jn	ancient	ancient	0
lawes	lawes	n2	laws	law	0
and	and	cc	and	and	0
men	men	n2	men	man	0
doth	doth	vdz	does	do	0
stande	stande	vvi	stand	stand	0
Thestate	Thestate	j	Thestate	thestate	0
of	of	pp-f	of	of	0
Germany	Germany	np1	Germany	Germany	0
and	and	cc	and	and	0
Allemain	Allemain	np1	Allemain	Allemain	0
lande	lande	n1	land	land	0
.	.	.	.	.	1
Then	Then	cs	Then	than	0
it	it	pn31	it	it	0
could	could	vmd	could	can	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
lawes	lawes	n2	laws	law	0
ruled	ruled	vvn	ruled	rule	0
men	men	n2	men	man	0
,	,	,	,	,	0
not	not	xx	not	not	0
men	men	n2	men	man	0
the	the	dt	the	the	0
lawes	lawes	n2	laws	law	0
maintaine	maintaine	vvb	maintain	maintain	0
peace	peace	n1	peace	peace	0
abrode	abrode	av	abroad	abroad	0
,	,	,	,	,	0
and	and	cc	and	and	0
reste	reste	n1	rest	rest	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
:	:	:	:	:	0
kepe	kepe	vvb	keep	keep	0
out	out	av	out	out	0
their	their	po32	their	their	0
enemie	enemie	n1	enemy	enemy	0
valiantly	valiantly	av-j	valiantly	valiant	0
and	and	cc	and	and	0
gouuerne	gouuerne	vvi	gouuerne	gouuerne	0
their	their	po32	their	their	0
people	people	n1	people	people	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
felicite	felicite	n1	felicity	felicity	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
Satan	Satan	np1	Satan	Satan	0
not	not	xx	not	not	0
abiding	abiding	vvg	abiding	abide	0
the	the	dt	the	the	0
repos	repos	n2	repos	repo	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
countre	countre	n1	country	country	0
,	,	,	,	,	0
stirred	stirred	vvd	stirred	stir	0
vp	vp	a-acp	up	up	0
Martin	Martin	np1	Martin	Martin	0
Luther	Luther	np1	Luther	Luther	0
a	a	dt	a	a	0
German	German	j	Germane	germane	0
borne	borne	vvn	born	bear	0
,	,	,	,	,	0
pricked	pricked	vvd	pricked	prick	0
him	him	pno31	him	he	0
with	with	p-acp	with	with	0
furious	furious	j	furious	furious	0
rage	rage	n1	rage	rage	0
:	:	:	:	:	0
and	and	cc	and	and	0
draue	draue	vvd	drove	drive	0
him	him	pno31	him	he	0
so	so	av	so	so	0
forwarde	forwarde	av-j	forward	forward	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
ouerthrew	ouerthrew	vvd	overthrew	overthrow	0
all	all	d	all	all	0
auncient	auncient	j-jn	ancient	ancient	0
lawes	lawes	n2	laws	law	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
this	this	d	this	this	0
Empire	Empire	n1	Empire	empire	0
hitherto	hitherto	av	hitherto	hitherto	0
hath	hath	vhz	hath	have	0
staied	staied	vvn	stayed	stay	0
and	and	cc	and	and	0
continued	continued	vvn	continued	continue	0
:	:	:	:	:	0
and	and	cc	and	and	0
placed	placed	vvd	placed	place	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
newe	newe	j	new	new	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
perishe	perishe	vvi	perish	perish	0
and	and	cc	and	and	0
fall	fall	vvi	fallen	fall	0
.	.	.	.	.	1
Luther	Luther	np1	Luther	Luther	0
iolted	iolted	vvn	jolted	jolt	0
and	and	cc	and	and	0
enraged	enraged	vvn	enraged	enrage	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
rider	rider	n1	rider	rider	0
Sa	Sa	uh	Sa	sa	0
∣	∣	sy	∣	∣	0
tan	tan	uh	tan	tan	0
,	,	,	,	,	0
began	began	vvd	began	begin	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
fury	fury	n1	fury	fury	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
two	two	crd	two	two	0
saide	saide	j-vvn	said	say	0
wal	wal	n1	wall	wall	0
∣	∣	sy	∣	∣	0
les	les	fw-fr	les	les	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
empire	empire	n1	empire	empire	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
shorte	shorte	j	short	short	0
time	time	n1	time	time	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
bat	bat	n1	bat	bat	0
¦	¦	sy	¦	¦	0
tering	tering	j	tering	tering	0
the	the	dt	the	the	0
walles	walles	n2	walls	wall	0
were	were	vbdr	were	be	0
sore	sore	av-j	soar	sore	0
beaten	beaten	vvn	beaten	beat	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
sounde	sounde	n1	sound	sound	0
slepe	slepe	vvi	sleep	sleep	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
rulers	rulers	n2	rulers	ruler	0
the	the	dt	the	the	0
warde	warde	n1	ward	ward	0
and	and	cc	and	and	0
watche	watche	n1	watch	watch	0
was	was	vbds	was	be	0
forsa	forsa	uh	forsam	forsam	0
∣	∣	sy	∣	∣	0
ken	ken	n1	ken	ken	0
:	:	:	:	:	0
And	And	cc	And	and	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
