HE	HE	pns31	HE	he	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
necessarye	necessarye	j	necessary	necessary	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
declare	declare	vvi	declare	declare	0
myne	myne	po11	mine	my	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
,	,	,	,	,	0
was	was	vbds	was	be	0
no	no	dx	no	no	0
lasse	lasse	n1	lass	lass	0
estemed	estemed	vvn	esteemed	esteem	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
good	good	j	good	good	0
lordeshyp	lordeshyp	n1	lordship	lordship	0
,	,	,	,	,	0
than	than	cs	than	than	0
afore	afore	a-acp	afore	afore	0
is	is	vbz	is	be	0
rehersed	rehersed	vvd	rehearsed	rehearse	0
.	.	.	.	.	1
Notwithstan	Notwithstan	np1	Notwithstan	Notwithstan	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
whan	whan	c-crq	when	when	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
eftsones	eftsones	av	eftsoon	eftsoon	0
perused	perused	vvn	perused	peruse	0
that	that	cst	that	that	0
lytle	lytle	j	little	little	0
for	for	p-acp	for	for	0
∣	∣	sy	∣	∣	0
tresse	tresse	n1	tress	tress	0
,	,	,	,	,	0
and	and	cc	and	and	0
founde	founde	vvd	found	find	0
here	here	av	here	here	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
some	some	d	some	some	0
thinge	thinge	n1	thing	thing	0
that	that	cst	that	that	0
lacked	lacked	vvd	lacked	lack	0
,	,	,	,	,	0
I	I	pns11	I	i	0
toke	toke	vvd	took	take	0
my	my	po11	my	my	0
penne	penne	n1	pen	pen	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
stede	stede	n1	stead	stead	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
truell	truell	j	truell	truell	0
,	,	,	,	,	0
&	&	cc	&	and	0
amended	amended	vvn	amended	amend	0
the	the	dt	the	the	0
faultes	faultes	n2	faults	fault	0
,	,	,	,	,	0
and	and	cc	and	and	0
added	added	vvd	added	add	0
somwhat	somwhat	av	somewhat	somewhat	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
conuenient	conuenient	j	convenient	convenient	0
:	:	:	:	:	0
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
thaunce	thaunce	n1	thaunce	thaunce	0
some	some	d	some	some	0
thinges	thinges	n2	things	thing	0
mought	mought	vmd	might	may	0
happen	happen	vvi	happen	happen	0
to	to	pc-acp	to	to	0
escape	escape	vvi	escape	escape	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
as	as	p-acp	as	as	0
nedefull	nedefull	j	needful	needful	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
corrected	corrected	vvn	corrected	correct	0
:	:	:	:	:	0
myne	myne	po11	mine	my	0
at	at	p-acp	at	at	0
∣	∣	sy	∣	∣	0
tendaunce	tendaunce	n1	tendance	tendance	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
parlyament	parlyament	n1	parliament	parliament	0
,	,	,	,	,	0
I	I	pns11	I	i	0
beynge	beynge	vbg	being	be	0
a	a	dt	a	a	0
mem	mem	n1	man	man	0
∣	∣	sy	∣	∣	0
bre	bre	vvn	bre	breed	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lower	lower	jc	lower	low	0
house	house	n1	house	house	0
,	,	,	,	,	0
withdrawinge	withdrawinge	vvg	withdrawing	withdraw	0
frome	frome	p-acp	from	from	0
me	me	pno11	me	i	0
leysur	leysur	n1	leysur	leysur	0
conuenient	conuenient	j	convenient	convenient	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
fynde	fynde	vvi	find	find	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
warke	warke	n1	work	work	0
all	all	d	all	all	0
the	the	dt	the	the	0
faultes	faultes	n2	faults	fault	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
mought	mought	vmd	might	may	0
be	be	vbi	be	be	0
amended	amended	vvn	amended	amend	0
.	.	.	.	.	1
May	May	vmb	May	may	0
it	it	pn31	it	it	0
now	now	av	now	now	0
lyke	lyke	av-j	like	like	0
your	your	po22	your	your	0
good	good	j	good	good	0
lordeshype	lordeshype	n1	lordeshype	lordeshype	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
part	part	n1	part	part	0
,	,	,	,	,	0
not	not	xx	not	not	0
etsones	etsones	av	etsones	etsones	0
the	the	dt	the	the	0
castell	castell	n1	castle	castle	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
alredy	alredy	av	already	already	0
haue	haue	vhb	have	have	0
gy	gy	j	gy	gy	0
∣	∣	sy	∣	∣	0
uen	uen	av	uen	uen	0
you	you	pn22	you	you	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
my	my	po11	my	my	0
good	good	j	good	good	0
will	will	n1	will	will	0
and	and	cc	and	and	0
diligence	diligence	n1	diligence	diligence	0
in	in	p-acp	in	in	0
amen	amen	uh-n	amen	amen	0
dynge	dynge	n1	dynge	dynge	0
or	or	cc	or	or	0
repayryuge	repayryuge	j	repayryuge	repayryuge	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
also	also	av	also	also	0
prin	prin	av	prin	prin	0
¦	¦	sy	¦	¦	0
ted	ted	vvd	ted	t	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
moche	moche	d	much	much	0
better	better	jc	better	better	0
lettre	lettre	n1	lettre	letter	0
,	,	,	,	,	0
consyderynge	consyderynge	vvg	considering	consider	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
no	no	dx	no	no	0
lasse	lasse	n1	lass	lass	0
do	do	vdb	do	do	0
behold	behold	vvi	behold	behold	0
you	you	pn22	you	you	0
continuelly	continuelly	av-j	continually	continual	0
with	with	p-acp	with	with	0
myne	myne	po11	mine	my	0
eye	eye	n1	eye	eye	0
of	of	pp-f	of	of	0
remembrance	remembrance	n1	remembrance	remembrance	0
,	,	,	,	,	0
than	than	cs	than	than	0
they	they	pns32	they	they	0
which	which	r-crq	which	which	0
at	at	p-acp	at	at	0
dynuar	dynuar	fw-la	dynuar	dynuar	0
and	and	cc	and	and	0
souper	souper	n1	souper	souper	0
do	do	vdb	do	do	0
dayly	dayly	av-j	daily	daily	0
loke	loke	vvi	look	look	0
on	on	p-acp	on	on	0
you	you	pn22	you	you	0
,	,	,	,	,	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
I	I	pns11	I	i	0
wyll	wyll	vmb	will	will	0
not	not	xx	not	not	0
repete	repete	fw-it	repete	repete	0
for	for	c-acp	for	for	0
suspicion	suspicion	n1	suspicion	suspicion	0
of	of	pp-f	of	of	0
flaterye	flaterye	n1	flattery	flattery	0
.	.	.	.	.	1
Frendeshype	Frendeshype	n1	Frendeshype	frendeshype	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
men	men	n2	men	man	0
saye	saye	vvb	say	say	0
)	)	)	)	)	0
shoulde	shoulde	vmd	should	shall	0
be	be	vbi	be	be	0
requyted	requyted	vvn	requited	requit	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
yet	yet	av	yet	yet	0
craue	craue	vvb	crave	crave	0
I	I	pns11	I	i	0
none	none	pi	none	none	0
other	other	j-jn	other	other	0
thinge	thinge	n1	thing	thing	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onely	onely	av-j	only	only	0
equall	equall	j-jn	equal	equal	0
beneuolence	beneuolence	n1	benevolence	benevolence	0
,	,	,	,	,	0
and	and	cc	and	and	0
fayth	fayth	n1	faith	faith	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
suspicion	suspicion	n1	suspicion	suspicion	0
:	:	:	:	:	0
whereunto	whereunto	c-crq	whereunto	whereunto	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
tuall	tuall	n1	tuall	tuall	0
demonstracion	demonstracion	n1	demonstration	demonstration	0
is	is	vbz	is	be	0
so	so	av	so	so	0
moche	moche	d	much	much	0
requysite	requysite	j	requisite	requisite	0
,	,	,	,	,	0
that	that	cst	that	that	0
without	without	p-acp	without	without	0
it	it	pn31	it	it	0
they	they	pns32	they	they	0
both	both	d	both	both	0
,	,	,	,	,	0
seme	seme	vvb	seem	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
drowned	drowned	vvn	drowned	drown	0
,	,	,	,	,	0
sens	sens	a-acp	since	since	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
monge	monge	p-acp	monge	among	0
vs	vs	pno12	us	we	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
mortall	mortall	j-jn	mortal	mortal	0
,	,	,	,	,	0
thinges	thinges	n2	things	thing	0
are	are	vbr	are	be	0
most	most	av-ds	most	most	0
iud	iud	vvn	jud	jud	0
∣	∣	sy	∣	∣	0
ged	ged	vvn	ged	ge	0
by	by	p-acp	by	by	0
outwarde	outwarde	j	outward	outward	0
tokens	tokens	n2	tokens	token	0
.	.	.	.	.	1
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
men	men	n2	men	man	0
be	be	vbb	be	be	0
sometyme	sometyme	av	sometime	sometime	0
deceyued	deceyued	vvn	deceived	deceive	0
,	,	,	,	,	0
Hypocrisy	Hypocrisy	n1	Hypocrisy	hypocrisy	0
hauing	hauing	vhg	having	have	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
world	world	n1	world	world	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
preemynence	preemynence	n1	preeminence	preeminence	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
amitie	amitie	n1	amity	amity	0
is	is	vbz	is	be	0
one	one	crd	one	one	0
rule	rule	n1	rule	rule	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
seldome	seldome	av	seldom	seldom	0
fayleth	fayleth	vvz	faileth	fail	0
.	.	.	.	.	1
He	He	pns31	He	he	0
that	that	cst	that	that	0
lyueth	lyueth	vvz	liveth	live	0
moderately	moderately	av-j	moderately	moderate	0
,	,	,	,	,	0
dothe	dothe	vdz	doth	do	0
loue	loue	vvi	love	love	0
alwaye	alwaye	av	alway	always	0
faythfully	faythfully	av-j	faithfully	faithful	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
o	o	uh	oh	oh	0
∣	∣	sy	∣	∣	0
uer	uer	p-acp	ver	for	0
him	him	pno31	him	he	0
affections	affections	n2	affections	affection	0
and	and	cc	and	and	0
passions	passions	n2	passion	passion	0
haue	haue	vhb	have	have	0
left	left	vvn	left	leave	0
autho	autho	fw-la	autho	autho	0
∣	∣	sy	∣	∣	0
ritie	ritie	n1	ritie	ritie	0
:	:	:	:	:	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
standeth	standeth	vvz	stands	stand	0
iuste	iuste	j	just	just	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
myddell	myddell	n-jn	middle	middle	0
,	,	,	,	,	0
standeth	standeth	vvz	stands	stand	0
moste	moste	ds	most	most	0
surely	surely	av-j	surely	sure	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
more	more	dc	more	more	0
foly	foly	n1	folly	folly	0
,	,	,	,	,	0
than	than	cs	than	than	0
to	to	p-acp	to	to	0
chese	chese	n1	cheese	cheese	0
frendes	frendes	n2	friends	friend	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
whi	whi	q-crq	whi	why	0
∣	∣	sy	∣	∣	0
che	che	pns11	i	i	0
do	do	vdb	do	do	0
folow	folow	vvi	follow	follow	0
fortune	fortune	n1	fortune	fortune	0
,	,	,	,	,	0
lyke	lyke	av-j	like	like	0
as	as	c-acp	as	as	0
swyne	swyne	n1	swine	swine	0
do	do	vdb	do	do	0
folow	folow	vvi	follow	follow	0
the	the	dt	the	the	0
mayden	mayden	n1	maiden	maiden	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
beareth	beareth	vvz	bears	bear	0
on	on	p-acp	on	on	0
her	her	po31	her	her	0
hed	hed	n1	head	head	0
a	a	dt	a	a	0
payle	payle	n1	pail	pail	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
mylke	mylke	n1	milk	milk	0
.	.	.	.	.	1
And	And	cc	And	and	0
yf	yf	cs	if	if	0
the	the	dt	the	the	0
payle	payle	n1	pail	pail	0
fal	fal	vvi	fall	fall	0
,	,	,	,	,	0
or	or	cc	or	or	0
happen	happen	vvb	happen	happen	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
emp	emp	n1	emp	emp	0
∣	∣	sy	∣	∣	0
tye	tye	n1	tie	tie	0
,	,	,	,	,	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
folowe	folowe	vvi	follow	follow	0
no	no	av-dx	no	no	0
lengar	lengar	av-jc	lengar	lengar	0
.	.	.	.	.	1
The	The	dt	The	the	0
moderate	moderate	j	moderate	moderate	0
personne	personne	n1	person	person	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
bothe	bothe	d	both	both	0
authoritie	authoritie	n1	authority	authority	0
and	and	cc	and	and	0
vertue	vertue	n1	virtue	virtue	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
frende	frende	n1	friend	friend	0
equall	equall	j-jn	equal	equal	0
,	,	,	,	,	0
bycause	bycause	c-acp	because	because	0
that	that	cst	that	that	0
vertue	vertue	n1	virtue	virtue	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
onely	onely	j	only	only	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
that	that	cst	that	that	0
remaynynge	remaynynge	vvg	remaining	remain	0
,	,	,	,	,	0
his	his	po31	his	his	0
mynde	mynde	n1	mind	mind	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
suche	suche	d	such	such	0
wyse	wyse	n1	wise	wise	0
therevnto	therevnto	av	thereunto	thereunto	0
ioyned	ioyned	vvn	joined	join	0
,	,	,	,	,	0
that	that	cst	that	that	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
thoughe	thoughe	cs	though	though	0
authoritie	authoritie	n1	authority	authority	0
happen	happen	vvb	happen	happen	0
to	to	p-acp	to	to	0
flyp	flyp	uh	flyp	flip	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
that	that	d	that	that	0
loue	loue	n1	love	love	0
&	&	cc	&	and	0
vertue	vertue	n1	virtue	virtue	0
maye	maye	vmb	may	may	0
neuer	neuer	av-x	never	never	0
be	be	vbi	be	be	0
seuered	seuered	vvn	severed	sever	0
.	.	.	.	.	1
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
spoken	spoken	vvn	spoken	speak	0
of	of	pp-f	of	of	0
frendshyp	frendshyp	n1	friendship	friendship	0
perchaūce	perchaūce	av	perchance	perchance	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
nedeth	nedeth	vvz	needeth	need	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
who	who	q-crq	who	who	0
wil	wil	vmb	will	will	0
not	not	xx	not	not	0
wyshe	wyshe	vvi	wish	wish	0
(	(	(	(	(	0
yf	yf	cs	if	if	0
it	it	pn31	it	it	0
mought	mought	vmd	might	may	0
happen	happen	vvi	happen	happen	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
such	such	d	such	such	0
a	a	dt	a	a	0
treasor	treasor	n1	treasor	treasor	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
neither	neither	dx	neither	neither	0
the	the	dt	the	the	0
mountaynes	mountaynes	n2	mountains	mountain	0
of	of	pp-f	of	of	0
Ethiope	Ethiope	np1	Ethiope	Ethiope	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
the	the	dt	the	the	0
ryuers	ryuers	n2	rivers	river	0
of	of	pp-f	of	of	0
Inde	Inde	np1	Inde	Ind	0
do	do	vdb	do	do	0
conteyne	conteyne	vvi	contain	contain	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
therto	therto	av	thereto	thereto	0
compared	compared	vvn	compared	compare	0
.	.	.	.	.	1
Callimachus	Callimachus	np1	Callimachus	Callimachus	0
an	an	dt	and	a	0
auncient	auncient	j-jn	ancient	ancient	0
porte	porte	n1	port	port	0
sayth	sayth	vvz	say	say	0
,	,	,	,	,	0
Puyssance	Puyssance	n1	Puissance	puissance	0
is	is	vbz	is	be	0
dredeful	dredeful	j	dreadful	dreadful	0
:	:	:	:	:	0
Richesse	Richesse	n2	Richesse	richesse	0
is	is	vbz	is	be	0
honora	honora	n1	honora	honora	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
loue	loue	vvb	love	love	0
for	for	p-acp	for	for	0
surete	surete	n1	surete	surete	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
incōparable	incōparable	j	incomparable	incomparable	0
.	.	.	.	.	1
Who	Who	q-crq	Who	who	0
perceyueth	perceyueth	vvz	perceiveth	perceive	0
herein	herein	av	herein	herein	0
more	more	av-dc	more	more	0
thā	thā	cs	than	than	0
your	your	po22	your	your	0
good	good	j	good	good	0
lordeshyp	lordeshyp	n1	lordship	lordship	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
besydes	besydes	p-acp	besides	beside	0
the	the	dt	the	the	0
aboundaunt	aboundaunt	j	aboundaunt	aboundaunt	0
knowlege	knowlege	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
hi	hi	uh	him	hi	0
∣	∣	sy	∣	∣	0
stories	stories	n2	stories	story	0
&	&	cc	&	and	0
naturall	naturall	j	natural	natural	0
wyt	wyt	n1	wit	wit	0
,	,	,	,	,	0
also	also	av	also	also	0
concernyng	concernyng	vvg	concerning	concern	0
this	this	d	this	this	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
sondry	sondry	j	sundry	sundry	0
experiences	experiences	n2	experiences	experience	0
,	,	,	,	,	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
saye	saye	vvb	say	say	0
without	without	p-acp	without	without	0
flattery	flattery	n1	flattery	flattery	0
,	,	,	,	,	0
are	are	vbr	are	be	0
equall	equall	j-jn	equal	equal	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
noble	noble	j	noble	noble	0
man	man	n1	man	man	0
ly	ly	vvb	lie	lie	0
∣	∣	sy	∣	∣	0
uyng	uyng	vhg	uyng	uyng	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
this	this	d	this	this	0
my	my	po11	my	my	0
longe	longe	j	long	long	0
tale	tale	n1	tale	tale	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
superfluous	superfluous	j	superfluous	superfluous	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
tolde	tolde	vvn	told	tell	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
teach	teach	vvi	teach	teach	0
you	you	pn22	you	you	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
only	only	av-j	only	only	0
to	to	pc-acp	to	to	0
renew	renew	vvi	renew	renew	0
your	your	po22	your	your	0
lordships	lordships	ng1	lordship's	lordship	0
remembrance	remembrance	n1	remembrance	remembrance	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
alway	alway	av	always	always	0
present	present	j	present	present	0
,	,	,	,	,	0
specially	specially	av-j	specially	special	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
brayn	brayn	n1	brain	brain	0
is	is	vbz	is	be	0
choked	choked	vvn	choked	choke	0
with	with	p-acp	with	with	0
worldly	worldly	j	worldly	worldly	0
maters	maters	n2	maters	matter	0
of	of	pp-f	of	of	0
wayghty	wayghty	j	wayghty	wayghty	0
importance	importance	n1	importance	importance	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
,	,	,	,	,	0
hauynge	hauynge	vhg	having	have	0
lytle	lytle	j	little	little	0
and	and	cc	and	and	0
lytle	lytle	j	little	little	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
,	,	,	,	,	0
remem	remem	fw-la	remem	remem	0
∣	∣	sy	∣	∣	0
braunce	braunce	n1	braunce	braunce	0
standeth	standeth	vvz	stands	stand	0
more	more	av-dc	more	more	0
at	at	p-acp	at	at	0
libertie	libertie	n1	liberty	liberty	0
,	,	,	,	,	0
and	and	cc	and	and	0
therfore	therfore	av	therefore	therefore	0
we	we	pns12	we	we	0
maye	maye	vmb	may	may	0
more	more	av-dc	more	more	0
often	often	av	often	often	0
thynke	thynke	vvb	think	think	0
on	on	p-acp	on	on	0
that	that	d	that	that	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
both	both	d	both	both	0
herde	herde	n1	herd	herd	0
and	and	cc	and	and	0
sene	sene	vvn	seen	see	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
chesinge	chesinge	vvg	chesinge	chesinge	0
frendes	frendes	n2	friends	friend	0
,	,	,	,	,	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
circumspect	circumspect	j	circumspect	circumspect	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
leste	leste	cs	lest	lest	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
frendeshyp	frendeshyp	n1	friendship	friendship	0
tedyouse	tedyouse	j	tedyouse	tedyouse	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
often	often	av	often	often	0
rehersall	rehersall	n1	rehearsal	rehearsal	0
,	,	,	,	,	0
I	I	pns11	I	i	0
now	now	av	now	now	0
conclude	conclude	vvi	conclude	conclude	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
leue	leue	vvi	leave	leave	0
this	this	d	this	this	0
lytle	lytle	j	little	little	0
warke	warke	n1	work	work	0
a	a	dt	a	a	0
monument	monument	n1	monument	monument	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
longe	longe	av-j	long	long	0
continued	continued	vvd	continued	continue	0
affectiō	affectiō	n1	affection	affection	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
borne	borne	vvn	born	bear	0
toward	toward	p-acp	towards	towards	0
your	your	po22	your	your	0
lordeshyp	lordeshyp	n1	lordship	lordship	0
,	,	,	,	,	0
&	&	cc	&	and	0
a	a	dt	a	a	0
perpetual	perpetual	j	perpetual	perpetual	0
wyt	wyt	n1	wit	wit	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
deserued	deserued	vvn	deserved	deserve	0
,	,	,	,	,	0
so	so	av	so	so	0
moche	moche	d	much	much	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
uoure	uoure	vvb	uoure	uoure	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
mutuall	mutuall	j	mutual	mutual	0
frendeshyppe	frendeshyppe	n1	frendeshyppe	frendeshyppe	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
rayson	rayson	j	rayson	rayson	0
requyred	requyred	vvd	required	require	0
:	:	:	:	:	0
whych	whych	r-crq	which	which	0
maye	maye	vmb	may	may	0
be	be	vbi	be	be	0
as	as	a-acp	as	as	0
easyly	easyly	av-j	easily	easy	0
payed	payed	vvn	paid	pay	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
graunted	graunted	vvd	granted	grant	0
,	,	,	,	,	0
yf	yf	cs	if	if	0
in	in	p-acp	in	in	0
place	place	n1	place	place	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
she	she	pns31	she	she	0
∣	∣	sy	∣	∣	0
wed	wed	vvi	wed	wed	0
,	,	,	,	,	0
ye	ye	pn22	you	you	0
doo	doo	vdb	do	do	0
