BY	BY	p-acp	BY	by	0
shall	shall	vmb	shall	shall	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
LORD	LORD	n1	LORD	lord	0
:	:	:	:	:	0
you	you	pn22	you	you	0
pur	pur	zz	pur	pur	0
∣	∣	sy	∣	∣	0
sue	sue	vvb	sue	sue	0
Heb.	Heb.	np1	Heb.	Heb.	1
11.	11.	crd	11.	11.	0
14.	14.	crd	14.	14.	0
.	.	.	.	.	0
this	this	d	this	this	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
others	others	n2-jn	others	other	0
persecute	persecute	vvi	persecute	persecute	0
it	it	pn31	it	it	0
:	:	:	:	:	0
your	your	po22	your	your	0
zeale	zeale	n1	zeal	zeal	0
cannot	cannot	vmbx	cannot	can	0
boile	boile	vvi	boil	boil	0
higher	higher	jc	higher	high	0
then	then	cs	then	than	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
As	As	a-acp	As	as	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
persecute	persecute	vvi	persecute	persecute	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Pur	Pur	zz	Pur	pur	0
∣	∣	sy	∣	∣	0
sue	sue	vvb	sue	sue	0
it	it	pn31	it	it	0
so	so	av	so	so	0
still	still	av	still	still	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
overtake	overtake	vvb	overtake	overtake	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
,	,	,	,	,	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
flees	flees	vvz	flees	flee	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
(	(	(	(	(	0
else	else	av	else	else	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
need	need	vvi	need	need	0
to	to	pc-acp	to	to	0
pursue	pursue	vvi	pursue	pursue	0
it	it	pn31	it	it	0
)	)	)	)	)	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
cannot	cannot	vmbx	cannot	can	0
establish	establish	vvi	establish	establish	0
peace	peace	n1	peace	peace	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
City	City	n1	City	city	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
your	your	po22	your	your	0
office	office	n1	office	office	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
peace	peace	n1	peace	peace	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
soul	soul	n1	soul	soul	0
,	,	,	,	,	0
a	a	dt	a	a	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
passeth	passeth	vvz	passes	pass	0
all	all	d	all	all	0
understanding	understanding	n1	understanding	understanding	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
true	true	j	true	true	0
Phil.	Phil.	np1	Phil.	Phil.	1
4.	4.	crd	4.	4.	0
7.	7.	crd	7.	7.	0
8.	8.	crd	8.	8.	0
are	are	vbr	are	be	0
he	he	pns31	he	he	0
∣	∣	sy	∣	∣	0
nest	nest	zz	nest	nest	0
;	;	;	;	;	0
are	are	vbr	are	be	0
just	just	j	just	just	0
;	;	;	;	;	0
are	are	vbr	are	be	0
pure	pure	j	pure	pure	0
;	;	;	;	;	0
are	are	vbr	are	be	0
lovely	lovely	j	lovely	lovely	0
;	;	;	;	;	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
report	report	n1	report	report	0
,	,	,	,	,	0
these	these	d	these	these	0
things	things	n2	things	thing	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
assured	assured	vvn	assured	assure	0
confidence	confidence	n1	confidence	confidence	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
which	which	r-crq	which	which	0
follows	follows	vvz	follows	follow	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
peace	peace	n1	peace	peace	0
of	of	pp-f	of	of	0
ver	ver	fw-la	ver	ver	0
.	.	.	.	.	1
9.	9.	crd	9.	9	1
GOD	GOD	np1	GOD	God	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
a	a	dt	a	a	0
good	good	j	good	good	0
word	word	n1	word	word	0
is	is	vbz	is	be	0
this	this	d	this	this	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
such	such	d	such	such	0
a	a	dt	a	a	0
time	time	n1	time	time	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Adversary	Adversary	n1	Adversary	adversary	0
doth	doth	vdz	does	do	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
times	times	n2	times	time	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
done	done	vdn	done	do	0
(	(	(	(	(	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
new	new	j	new	new	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
breaches	breaches	n2	breaches	breach	0
of	of	pp-f	of	of	0
Je	Je	fw-fr	Je	je	0
∣	∣	sy	∣	∣	0
rusalems	rusalems	n2	rusalems	rusalem	0
walls	walls	n2	walls	wall	0
are	are	vbr	are	be	0
making	making	vvg	making	make	0
up	up	a-acp	up	up	0
)	)	)	)	)	0
he	he	pns31	he	he	0
sends	sends	vvz	sends	send	0
,	,	,	,	,	0
and	and	cc	and	and	0
writes	writes	vvz	writes	write	0
,	,	,	,	,	0
and	and	cc	and	and	0
lies	lies	vvz	lies	lie	0
,	,	,	,	,	0
and	and	cc	and	and	0
rayles	rayles	vvz	rails	rail	0
,	,	,	,	,	0
and	and	cc	and	and	0
blasphemes	blasphemes	n2	blasphemes	blaspheme	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
doth	doth	vdz	does	do	0
he	he	pns31	he	he	0
not	not	xx	not	not	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
his	his	po31	his	his	0
manner	manner	n1	manner	manner	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
work	work	n1	work	work	0
to	to	pc-acp	to	to	0
cease	cease	vvi	cease	cease	0
Nehe.	Nehe.	np1	Nehe.	Nehe.	1
4.	4.	crd	4.	4.	0
and	and	cc	and	and	0
6.	6.	crd	6.	6.	0
.	.	.	.	.	1
You	You	pn22	You	you	0
know	know	vvb	know	know	0
your	your	po22	your	your	0
charge	charge	n1	charge	charge	0
concerning	concerning	vvg	concerning	concern	0
him	him	pno31	him	he	0
,	,	,	,	,	0
Answer	Answer	vvb	Answer	answer	0
him	him	pno31	him	he	0
2	2	crd	2	2	0
King	King	n1	King	king	0
.	.	.	.	.	1
18.	18.	crd	18.	18.	0
36.	36.	crd	36.	36.	0
not	not	xx	not	not	0
;	;	;	;	;	0
you	you	pn22	you	you	0
look	look	vvb	look	look	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
answer	answer	n1	answer	answer	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
good	good	j	good	good	0
conscience	conscience	n1	conscience	conscience	0
,	,	,	,	,	0
That	That	cst	That	that	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
zeale	zeale	n1	zeal	zeal	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
▪	▪	▪	▪	▪	0
LORD	LORD	n1	LORD	lord	0
,	,	,	,	,	0
The	The	dt	The	the	0
Cities	Cities	ng1	Cities	city	0
peace	peace	n1	peace	peace	0
and	and	cc	and	and	0
crown	crown	n1	crown	crown	0
of	of	pp-f	of	of	0
rejoycing	rejoycing	vvg	rejoicing	rejoice	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
and	and	cc	and	and	0
spoken	spoken	vvn	spoken	speak	0
hitherto	hitherto	av	hitherto	hitherto	0
:	:	:	:	:	0
And	And	cc	And	and	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
resolved	resolved	vvn	resolved	resolve	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
still	still	av	still	still	0
,	,	,	,	,	0
To	To	pc-acp	To	to	0
stand	stand	vvi	stand	stand	0
up	up	a-acp	up	up	0
for	for	p-acp	for	for	0
Christ	Christ	np1	Christ	Christ	0
still	still	av	still	still	0
,	,	,	,	,	0
To	To	pc-acp	To	to	0
shoulder	shoulder	vvi	shoulder	shoulder	0
up	up	a-acp	up	up	0
His	His	po31	His	his	0
Throne	Throne	n1	Throne	throne	0
still	still	av	still	still	0
;	;	;	;	;	0
And	And	cc	And	and	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
up	up	a-acp	up	up	0
your	your	po22	your	your	0
reckon	reckon	vvb	reckon	reckon	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
,	,	,	,	,	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
what	what	r-crq	what	what	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
cost	cost	vvi	cost	cost	0
you	you	pn22	you	you	0
,	,	,	,	,	0
possible	possible	j	possible	possible	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
cost	cost	vvn	cost	cost	0
All	All	d	All	all	0
His	His	po31	His	his	0
faithfull	faithfull	j	faithful	faithful	0
servants	servants	n2	servants	servant	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
ages	ages	n2	ages	age	0
at	at	p-acp	at	at	0
such	such	d	such	such	0
a	a	dt	a	a	0
time	time	n1	time	time	0
;	;	;	;	;	0
And	And	cc	And	and	0
having	having	vhg	having	have	0
so	so	av	so	so	0
wisely	wisely	av-j	wisely	wise	0
counted	counted	vvn	counted	count	0
your	your	po22	your	your	0
Cost	Cost	n1	Cost	cost	0
,	,	,	,	,	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
mock	mock	vvi	mock	mock	0
at	at	p-acp	at	at	0
feare	feare	n1	fear	fear	0
;	;	;	;	;	0
and	and	cc	and	and	0
laugh	laugh	vvb	laugh	laugh	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
Adversaries	Adversaries	n2	Adversaries	adversary	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
LORD	LORD	n1	LORD	lord	0
doth	doth	vdz	does	do	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
their	their	po32	their	their	0
day	day	n1	day	day	0
is	is	vbz	is	be	0
comming	comming	vvg	coming	come	0
Psal.	Psal.	np1	Psal.	Psal.	1
37.	37.	crd	37.	37.	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
their	their	po32	their	their	0
rage	rage	n1	rage	rage	0
riseth	riseth	vvz	riseth	rise	0
high	high	j	high	high	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
rising	rising	n-vvg	rising	rise	0
by	by	p-acp	by	by	0
steps	steps	n2	steps	step	0
that	that	cst	that	that	0
way	way	n1	way	way	0
,	,	,	,	,	0
are	are	vbr	are	be	0
but	but	cc-acp	but	but	0
steps	steps	n2	steps	step	0
and	and	cc	and	and	0
degrees	degrees	n2	degrees	degree	0
to	to	pc-acp	to	to	0
utter	utter	vvi	utter	utter	0
destruction	destruction	n1	destruction	destruction	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
shall	shall	vmb	shall	shall	0
rise	rise	vvi	rise	rise	0
as	as	p-acp	as	as	0
their	their	po32	their	their	0
rage	rage	n1	rage	rage	0
doth	doth	vdz	does	do	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
heaven	heaven	n1	heaven	heaven	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
lifted	lifted	vvn	lifted	lift	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
even	even	av	even	even	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
skies	skies	n2	skies	sky	0
.	.	.	.	.	1
Jer.	Jer.	np1	Jer.	Jer.	0
51.	51.	crd	51.	51.	0
9.	9.	crd	9.	9	1
You	You	pn22	You	you	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
deceived	deceived	vvn	deceived	deceive	0
now	now	av	now	now	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
,	,	,	,	,	0
we	we	pns12	we	we	0
thinke	thinke	vvb	think	think	0
,	,	,	,	,	0
good	good	j	good	good	0
Jeremiah	Jeremiah	np1	Jeremiah	Jeremiah	0
was	was	vbds	was	be	0
;	;	;	;	;	0
He	He	pns31	He	he	0
heard	heard	vvd	herd	hear	0
the	the	dt	the	the	0
defaming	defaming	vvg	defaming	defame	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
,	,	,	,	,	0
fear	fear	n1	fear	fear	0
was	was	vbds	was	be	0
on	on	p-acp	on	on	0
every	every	d	every	every	0
side	side	n1	side	side	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
heard	heard	vvd	herd	hear	0
a	a	dt	a	a	0
cry	cry	n1	cry	cry	0
:	:	:	:	:	0
nay	nay	uh-x	nay	nay	0
he	he	pns31	he	he	0
cryed	cryed	vvd	cried	cry	0
out	out	av	out	out	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
and	and	cc	and	and	0
said	said	vvd	said	say	0
,	,	,	,	,	0
Violence	Violence	n1	Violence	violence	0
and	and	cc	and	and	0
spoile	spoile	n1	spoil	spoil	0
!	!	!	!	!	1
Then	Then	av	Then	then	0
sayes	sayes	vvz	says	say	0
Jere	Jere	np1	Jere	Jere	0
∣	∣	sy	∣	∣	0
my	my	po11	my	my	0
,	,	,	,	,	0
Jer.	Jer.	np1	Jer.	Jer.	1
20.	20.	crd	20.	20.	0
8.	8.	crd	8.	8.	0
10.	10.	crd	10.	10.	0
.	.	.	.	.	1
O	O	sy	O	o	0
LORD	LORD	n1	LORD	lord	0
,	,	,	,	,	0
Thou	Thou	pns21	Thou	thou	0
hast	hast	vh2	hast	have	0
deceived	deceived	vvn	deceived	deceive	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
deceived	deceived	vvn	deceived	deceive	0
.	.	.	.	.	1
He	He	pns31	He	he	0
was	was	vbds	was	be	0
indeed	indeed	av	indeed	indeed	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
GOD	GOD	np1	GOD	God	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
deceive	deceive	vvi	deceive	deceive	0
him	him	pno31	him	he	0
;	;	;	;	;	0
He	He	pns31	He	he	0
had	had	vhd	had	have	0
set	set	vvn	set	set	0
up	up	a-acp	up	up	0
Jeremtah	Jeremtah	np1	Jeremtah	Jeremtah	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
him	him	pno31	him	he	0
so	so	av	so	so	0
strong	strong	j	strong	strong	0
for	for	p-acp	for	for	0
Himself	Himself	px31	Himself	himself	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
a	a	dt	a	a	0
time	time	n1	time	time	0
as	as	c-acp	as	as	0
that	that	d	that	that	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
