MEN	MEN	np1	MEN	Men	0
the	the	dt	the	the	0
Title	Title	n1	Title	title	0
and	and	cc	and	and	0
method	method	n1	method	method	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
discourse	discourse	n1	discourse	discourse	0
will	will	vmb	will	will	0
minister	minister	vvi	minister	minister	0
occasion	occasion	n1	occasion	occasion	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Weake	Weake	j	Weak	weak	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Perverse	Perverse	j	Perverse	perverse	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
the	the	dt	the	the	0
authority	authority	n1	authority	authority	0
,	,	,	,	,	0
antiquity	antiquity	n1	antiquity	antiquity	0
and	and	cc	and	and	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
Parables	Parables	n2	Parables	parable	0
,	,	,	,	,	0
be	be	vbi	be	be	0
consi	consi	fw-fr	consi	consi	0
∣	∣	sy	∣	∣	0
dered	dered	vvn	dered	dere	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
ingenuity	ingenuity	n1	ingenuity	ingenuity	0
,	,	,	,	,	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
loose	loose	vvi	lose	loose	0
the	the	dt	the	the	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
discourse	discourse	n1	discourse	discourse	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
preface	preface	n1	preface	preface	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
worke	worke	vvi	work	work	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
mendment	mendment	n1	mendment	mendment	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
cause	cause	n1	cause	cause	0
enough	enough	av-d	enough	enough	0
.	.	.	.	.	1
