Whorthy	Whorthy	j	Whorthy	whorthy	0
and	and	cc	and	and	0
that	that	cst	that	that	0
only	only	av-j	only	only	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
satisfacti	satisfacti	fw-la	satisfacti	satisfacti	0
∣	∣	sy	∣	∣	0
on	on	pi	on	one	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
reducing	reducing	vvg	reducing	reduce	0
(	(	(	(	(	0
if	if	cs	if	if	0
possible	possible	j	possible	possible	0
)	)	)	)	)	0
some	some	d	some	some	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
seduced	seduced	vvn	seduced	seduce	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
confirm	confirm	vvi	confirm	confirm	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
taught	taught	vvn	taught	teach	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
also	also	av	also	also	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
M.	M.	n1	M.	m.	0
Haggar's	Haggar's	ng1	Haggar's	haggar	0
Book	Book	n1	Book	book	0
was	was	vbds	was	be	0
brought	brought	vvn	brought	bring	0
me	me	pno11	me	i	0
by	by	p-acp	by	by	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
own	own	d	own	own	0
peopl	peopl	n1	people	people	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
now	now	av	now	now	0
a	a	dt	a	a	0
seduced	seduced	vvn	seduced	seduce	0
Backslider	Backslider	n1	Backslider	backslider	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
left	left	vvd	left	leave	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
very	very	j	very	very	0
purpose	purpose	n1	purpose	purpose	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
which	which	r-crq	which	which	0
Book	Book	n1	Book	book	0
I	I	pns11	I	i	0
find	find	vvb	find	find	0
many	many	d	many	many	0
absurdities	absurdities	n2	absurdities	absurdity	0
,	,	,	,	,	0
falsities	falsities	n2	falsities	falsity	0
,	,	,	,	,	0
impertinencies	impertinencies	n2	impertinencies	impertinency	0
,	,	,	,	,	0
and	and	cc	and	and	0
Scuilities	Scuilities	n2	Scuilities	scuility	0
of	of	a-acp	of	off	0
and	and	cc	and	and	0
against	against	p-acp	against	against	0
men	men	n2	men	man	0
better	better	jc	better	better	0
then	then	cs	then	than	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
rebuke	rebuke	vvb	rebuke	rebuke	0
him	him	pno31	him	he	0
.	.	.	.	.	1
It	It	pn31	It	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
(	(	(	(	(	0
Sir	Sir	n1	Sir	sir	0
)	)	)	)	)	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
heard	heard	vvn	herd	hear	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
Noble	Noble	j	Noble	noble	0
Morali	Morali	np1	Morali	Morali	0
∣	∣	sy	∣	∣	0
zers	zers	ng2	zers	zers	0
Fable	Fable	n1	Fable	fable	0
of	of	pp-f	of	of	0
Amphialus	Amphialus	np1	Amphialus	Amphialus	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
challenged	challenged	vvn	challenged	challenge	0
to	to	pc-acp	to	to	0
combate	combate	vvi	combat	combat	0
with	with	p-acp	with	with	0
Argalus	Argalus	np1	Argalus	Argalus	0
a	a	dt	a	a	0
Knight	Knight	n1	Knight	knight	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
pared	pared	vvn	pared	pare	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
his	his	po31	his	his	0
Military	Military	j	Military	military	0
accoutrements	accoutrements	n2	accoutrements	accoutrement	0
to	to	pc-acp	to	to	0
meet	meet	vvi	meet	meet	0
his	his	po31	his	his	0
ene	ene	av	ene	even	0
∣	∣	sy	∣	∣	0
mie	mie	po11	my	my	0
;	;	;	;	;	0
The	The	dt	The	the	0
wife	wife	n1	wife	wife	0
of	of	pp-f	of	of	0
Argalus	Argalus	np1	Argalus	Argalus	0
dress'd	dress'd	vvd	dressed	dress	0
her	her	po31	her	her	0
self	self	n1	self	self	0
in	in	p-acp	in	in	0
her	her	po31	her	her	0
Hus	Hus	zz	Hus	hus	0
∣	∣	sy	∣	∣	0
bands	bands	n2	bans	band	0
Armour	Armour	n1	Armour	armour	0
,	,	,	,	,	0
and	and	cc	and	and	0
gave	gave	vvd	gave	give	0
the	the	dt	the	the	0
onset	onset	n1	onset	onset	0
to	to	p-acp	to	to	0
Amphialus	Amphialus	np1	Amphialus	Amphialus	0
,	,	,	,	,	0
and	and	cc	and	and	0
gave	gave	vvd	gave	give	0
the	the	dt	the	the	0
first	first	ord	first	first	0
charge	charge	n1	charge	charge	0
;	;	;	;	;	0
whom	whom	ro-crq	whom	who	0
he	he	pns31	he	he	0
encounters	encounters	vvz	encounters	encounter	0
valiantly	valiantly	av-j	valiantly	valiant	0
,	,	,	,	,	0
and	and	cc	and	and	0
overthrows	overthrows	vvz	overthrows	overthrow	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
mortall	mortall	j-jn	mortal	mortal	0
wound	wound	n1	wound	wound	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
body	body	n1	body	body	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
opened	opened	vvd	opened	open	0
the	the	dt	the	the	0
Armour	Armour	n1	Armour	armour	0
,	,	,	,	,	0
viewed	viewed	vvd	viewed	view	0
his	his	po31	his	his	0
conquest	conquest	n1	conquest	conquest	0
,	,	,	,	,	0
and	and	cc	and	and	0
saw	saw	vvd	saw	see	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
wife	wife	n1	wife	wife	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
enemy	enemy	n1	enemy	enemy	0
,	,	,	,	,	0
he	he	pns31	he	he	0
could	could	vmd	could	can	0
have	have	vhi	have	have	0
no	no	dx	no	no	0
comfort	comfort	n1	comfort	comfort	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
day	day	n1	day	day	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
became	became	vvd	became	become	0
not	not	xx	not	not	0
a	a	dt	a	a	0
man	man	n1	man	man	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
ruine	ruine	vvi	ruin	ruin	0
a	a	dt	a	a	0
wo	wo	n1	woe	woe	0
∣	∣	sy	∣	∣	0
man	man	n1	man	man	0
:	:	:	:	:	0
Such	Such	d	Such	such	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
case	case	n1	case	case	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
work	work	n1	work	work	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
;	;	;	;	;	0
The	The	dt	The	the	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
is	is	vbz	is	be	0
glorious	glorious	j	glorious	glorious	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
even	even	av	even	even	0
among	among	p-acp	among	among	0
those	those	d	those	those	0
that	that	cst	that	that	0
dif	dif	n1	dif	dif	0
∣	∣	sy	∣	∣	0
fer	fer	fw-fr	fer	fer	0
in	in	p-acp	in	in	0
opinion	opinion	n1	opinion	opinion	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
wil	wil	vmb	will	will	0
p	p	vvi	p	p	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
arms	arms	n2	arms	arm	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
enemy	enemy	n1	enemy	enemy	0
,	,	,	,	,	0
(	(	(	(	(	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
wilfully	wilfully	av-j	wilfully	wilful	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
enemies	enemies	n2	enemies	enemy	0
)	)	)	)	)	0
with	with	p-acp	with	with	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
challenged	challenged	vvn	challenged	challenge	0
to	to	pc-acp	to	to	0
combate	combate	vvi	combat	combat	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
∣	∣	sy	∣	∣	0
not	not	xx	not	not	0
help	help	vvi	help	help	0
it	it	pn31	it	it	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
meet	meet	vvb	meet	meet	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
blow	blow	n1	blow	blow	0
,	,	,	,	,	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
glory	glory	vvb	glory	glory	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
truly	truly	av-j	truly	true	0
sorry	sorry	j	sorry	sorry	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
should	should	vmd	should	shall	0
bee	bee	vbi	be	be	0
any	any	d	any	any	0
such	such	d	such	such	0
cause	cause	n1	cause	cause	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
evill	evill	n-jn	evil	evil	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
a	a	dt	a	a	0
mortal	mortal	j-jn	mortal	mortal	0
wound	wound	n1	wound	wound	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
damnable	damnable	j	damnable	damnable	0
errors	errors	n2	errors	error	0
.	.	.	.	.	1
Plutarch	Plutarch	np1	Plutarch	Plutarch	0
tells	tells	vvz	tells	tell	0
of	of	pp-f	of	of	0
Archidamus	Archidamus	np1	Archidamus	Archidamus	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
being	being	vbg	being	be	0
once	once	a-acp	once	once	0
chosen	chosen	vvn	chosen	choose	0
Arbitrator	Arbitrator	n1	Arbitrator	arbitrator	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
difference	difference	n1	difference	difference	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
two	two	crd	two	two	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
brought	brought	vvd	brought	bring	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Temple	Temple	n1	Temple	temple	0
of	of	pp-f	of	of	0
Minerva	Minerva	np1	Minerva	Minerva	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
decreed	decreed	vvn	decreed	decree	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
depart	depart	vvi	depart	depart	0
thence	thence	av	thence	thence	0
till	till	c-acp	till	till	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
agreed	agreed	vvn	agreed	agree	0
.	.	.	.	.	1
I	I	pns11	I	i	0
could	could	vmd	could	can	0
desire	desire	vvi	desire	desire	0
that	that	d	that	that	0
,	,	,	,	,	0
M.	M.	n1	M.	m.	0
Haggar	Haggar	np1	Haggar	Haggar	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
party	party	n1	party	party	0
would	would	vmd	would	will	0
agree	agree	vvi	agree	agree	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Temple	Temple	n1	Temple	temple	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
bee	bee	vbi	be	be	0
tryed	tryed	vvn	tried	try	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
faithfully	faithfully	av-j	faithfully	faithful	0
explicated	explicated	vvn	explicated	explicate	0
,	,	,	,	,	0
and	and	cc	and	and	0
applyed	applyed	vvd	applied	apply	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
mean	mean	j	mean	mean	0
time	time	n1	time	time	0
,	,	,	,	,	0
I	I	pns11	I	i	0
leave	leave	vvb	leave	leave	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
charitable	charitable	j	charitable	charitable	0
cen	cen	n1	cen	cen	0
∣	∣	sy	∣	∣	0
sure	sure	av-j	sure	sure	0
,	,	,	,	,	0
and	and	cc	and	and	0
pray	pray	vvb	pray	pray	0
the	the	dt	the	the	0
favourable	favourable	j	favourable	favourable	0
acceptation	acceptation	n1	acceptation	acceptation	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
testimo	testimo	fw-la	testimo	testimo	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
of	of	pp-f	of	of	0
love	love	n1	love	love	0
and	and	cc	and	and	0
thankfulness	thankfulness	n1	thankfulness	thankfulness	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
owe	owe	vvb	owe	owe	0
,	,	,	,	,	0
and	and	cc	and	and	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
pay	pay	vvi	pay	pay	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
prayers	prayers	n2	prayers	prayer	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
am	am	vbm	am	be	0
Prees	Prees	np1	Prees	Prees	0
,	,	,	,	,	0
From	From	p-acp	From	from	0
my	my	po11	my	my	0
Study	Study	n1	Study	study	0
July	July	np1	July	July	0
12	12	crd	12	12	0
,	,	,	,	,	0
1658.	1658.	crd	1658.	1658.	1
