HONORABLE	HONORABLE	j	HONOURABLE	honourable	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
the	the	pno32	thee	they	0
for	for	c-acp	for	for	0
∣	∣	sy	∣	∣	0
mer	mer	n1	mere	mere	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
yet	yet	av	yet	yet	0
two	two	crd	two	two	0
hundred	hundred	crd	hundred	hundred	0
yeares	yeares	n2	years	year	0
past	past	vvn	passed	pass	0
since	since	p-acp	since	since	0
the	the	dt	the	the	0
admi	admi	n2	admi	admi	0
∣	∣	sy	∣	∣	0
rable	rable	n1	rabble	rabble	0
art	art	n1	art	art	0
of	of	pp-f	of	of	0
Printing	Printing	np1	Printing	Printing	0
was	was	vbds	was	be	0
found	found	vvn	found	find	0
out	out	av	out	out	0
,	,	,	,	,	0
It	It	pn31	It	it	0
began	began	vvd	began	begin	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
yeare	yeare	n1	year	year	0
1450	1450	crd	1450	1450	0
an	an	zz	an	an	0
inuention	inuention	n1	invention	invention	0
so	so	av	so	so	0
excellent	excellent	j	excellent	excellent	0
and	and	cc	and	and	0
so	so	av	so	so	0
vsefull	vsefull	j	useful	useful	0
,	,	,	,	,	0
so	so	av	so	so	0
much	much	av-d	much	much	0
tending	tending	vvg	tending	tend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
manifesta	manifesta	fw-la	manifesta	manifesta	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
propagation	propagation	n1	propagation	propagation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
,	,	,	,	,	0
restoration	restoration	n1	restoration	restoration	0
of	of	pp-f	of	of	0
lear	lear	j	lear	lear	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
,	,	,	,	,	0
diffusion	diffusion	n1	diffusion	diffusion	0
of	of	pp-f	of	of	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
and	and	cc	and	and	0
consequently	consequently	av-j	consequently	consequent	0
the	the	dt	the	the	0
discouerie	discouerie	n1	discovery	discovery	0
and	and	cc	and	and	0
destruction	destruction	n1	destruction	destruction	0
of	of	pp-f	of	of	0
Poperie	Poperie	n1	Popery	popery	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
and	and	cc	and	and	0
Popish	Popish	j	Popish	popish	0
Politicians	Politicians	n2	Politicians	politician	0
wish	wish	vvb	wish	wish	0
it	it	pn31	it	it	0
had	had	vhd	had	have	0
neuer	neuer	av-x	never	never	0
beene	beene	vbn	been	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
bestowed	bestowed	vvn	bestowed	bestow	0
many	many	d	many	many	0
a	a	dt	a	a	0
secret	secret	j-jn	secret	secret	0
curse	curse	n1	curse	curse	0
vpon	vpon	p-acp	upon	upon	0
him	him	pno31	him	he	0
that	that	d	that	that	0
first	first	ord	first	first	0
reueiled	reueiled	vvd	revealed	reveal	0
it	it	pn31	it	it	0
;	;	;	;	;	0
and	and	cc	and	and	0
no	no	dx	no	no	0
meruaile	meruaile	n1	marvel	marvel	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
hastens	hastens	vvz	hastens	hasten	0
and	and	cc	and	and	0
helps	helps	vvz	helps	help	0
forward	forward	av-j	forward	forward	0
his	his	po31	his	his	0
confusion	confusion	n1	confusion	confusion	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
all	all	d	all	all	0
the	the	dt	the	the	0
Mechanicke	Mechanicke	n1	Mechanic	mechanic	0
my	my	po11	my	my	0
∣	∣	sy	∣	∣	0
steries	steries	n2	steries	stery	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
World	World	n1	World	world	0
.	.	.	.	.	1
Nor	Nor	ccx	Nor	nor	0
is	is	vbz	is	be	0
yet	yet	av	yet	yet	0
foure	foure	crd	foure	four	0
hundred	hundred	crd	hundred	hundred	0
yeares	yeares	n2	years	year	0
agoe	agoe	av	ago	ago	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
superadmirable	superadmirable	j	superadmirable	superadmirable	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Loadstone	Loadstone	n1	Loadstone	lodestone	0
was	was	vbds	was	be	0
found	found	vvn	found	find	0
out	out	av	out	out	0
.	.	.	.	.	1
The	The	dt	The	the	0
at	at	p-acp	at	at	0
∣	∣	sy	∣	∣	0
traction	traction	n1	traction	traction	0
of	of	pp-f	of	of	0
yron	yron	n1	iron	iron	0
vnto	vnto	p-acp	unto	unto	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
seene	seene	vvn	seen	see	0
by	by	p-acp	by	by	0
Aristotle	Aristotle	np1	Aristotle	Aristotle	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Ancients	Ancients	n2-j	Ancients	ancient	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
amazed	amazed	vvd	amazed	amaze	0
them	them	pno32	them	they	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
the	the	dt	the	the	0
correspondencie	correspondencie	n1	correspondency	correspondency	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Pole-starre	Pole-starre	n1	Polestar	polestar	0
,	,	,	,	,	0
and	and	cc	and	and	0
consequently	consequently	av-j	consequently	consequent	0
the	the	dt	the	the	0
excellent	excellent	j	excellent	excellent	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
Nauiga	Nauiga	np1	Nauiga	Nauiga	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
(	(	(	(	(	0
being	being	vbg	being	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
wonders	wonders	n2	wonders	wonder	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
)	)	)	)	)	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
knowne	knowne	vvn	known	know	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
;	;	;	;	;	0
nay	nay	uh	nay	nay	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
strange	strange	j	strange	strange	0
)	)	)	)	)	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
themselues	themselues	px32	themselves	themselves	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
had	had	vhd	had	have	0
it	it	pn31	it	it	0
beene	beene	vbn	been	be	0
,	,	,	,	,	0
surely	surely	av-j	surely	sure	0
Saint	Saint	n1	Saint	saint	0
Paul	Paul	np1	Paul	Paul	0
and	and	cc	and	and	0
his	his	po31	his	his	0
companie	companie	n1	company	company	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
beene	beene	vbn	been	be	0
almost	almost	av	almost	almost	0
halfe	halfe	j-jn	half	half	0
a	a	dt	a	a	0
yeare	yeare	n1	year	year	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
voyage	voyage	n1	voyage	voyage	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
Iudaea	Iudaea	np1	Iudaea	Judaea	0
and	and	cc	and	and	0
Italie	Italie	np1	Italie	Italy	0
,	,	,	,	,	0
Acts	Acts	vvz	Acts	act	0
27.	27.	crd	27.	27.	0
and	and	cc	and	and	0
that	that	d	that	that	0
through	through	p-acp	through	through	0
so	so	av	so	so	0
many	many	d	many	many	0
difficulties	difficulties	n2	difficulties	difficulty	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
ship	ship	n1	ship	ship	0
∣	∣	sy	∣	∣	0
wrack	wrack	n1	wrack	wrack	0
;	;	;	;	;	0
Nor	Nor	ccx	Nor	nor	0
would	would	vmd	would	will	0
it	it	pn31	it	it	0
haue	haue	vhi	have	have	0
beene	beene	vbn	been	be	0
said	said	vvn	said	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
neither	neither	dx	neither	neither	0
Sunne	Sunne	n1	Sun	sun	0
nor	nor	ccx	nor	nor	0
Starre	Starre	n1	Star	star	0
appeared	appeared	vvd	appeared	appear	0
for	for	p-acp	for	for	0
many	many	d	many	many	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
Vers.	Vers.	np1	Vers.	Vers.	1
20.	20.	crd	20.	20.	0
all	all	d	all	all	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
being	being	vbg	being	be	0
saued	saued	vvn	saved	save	0
was	was	vbds	was	be	0
taken	taken	vvn	taken	take	0
away	away	av	away	away	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
when	when	c-crq	when	when	0
neither	neither	dx	neither	neither	0
Sunne	Sunne	n1	Sun	sun	0
nor	nor	ccx	nor	nor	0
Starre	Starre	n1	Star	star	0
appeares	appeares	vvz	appears	appear	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
helpe	helpe	n1	help	help	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
poore	poore	j	poor	poor	0
dead	dead	j	dead	dead	0
Creature	Creature	n1	Creature	creature	0
,	,	,	,	,	0
the	the	dt	the	the	0
Pilot	Pilot	n1	Pilot	pilot	0
can	can	vmb	can	can	0
tell	tell	vvi	tell	tell	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
knowes	knowes	vvz	knows	know	0
his	his	po31	his	his	0
course	course	n1	course	course	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
certainely	certainely	av-j	certainly	certain	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
wide	wide	j	wide	wide	0
and	and	cc	and	and	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
measurable	measurable	j	measurable	measurable	0
Ocean	Ocean	n1	Ocean	ocean	0
,	,	,	,	,	0
then	then	cs	then	than	0
they	they	pns32	they	they	0
could	could	vmd	could	can	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
narrow	narrow	j	narrow	narrow	0
Mediterran	Mediterran	np1	Mediterran	Mediterran	0
Sea	Sea	n1	Sea	sea	0
;	;	;	;	;	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
easily	easily	av-j	easily	easy	0
now	now	av	now	now	0
will	will	vmb	will	will	0
an	an	dt	and	a	0
ordinarie	ordinarie	j	ordinary	ordinary	0
Sea-man	Sea-man	n1	Seaman	seaman	0
goe	goe	vvi	go	go	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
West	West	n1	West	west	0
Indies	Indies	np1	Indies	Indies	0
,	,	,	,	,	0
then	then	cs	then	than	0
S.	S.	n1	S.	saint	0
Paul	Paul	np1	Paul	Paul	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
God	God	np1	God	God	0
had	had	vhd	had	have	0
then	then	av	then	then	0
reueiled	reueiled	vvn	revealed	reveal	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
Ierusalem	Ierusalem	np1	Ierusalem	Jerusalem	0
to	to	pc-acp	to	to	0
Rome	Rome	vvi	Room	roam	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
howsoeuer	howsoeuer	c-acp	howsoever	howsoever	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
was	was	vbds	was	be	0
miraculously	miraculously	av-j	miraculously	miraculous	0
powerfull	powerfull	j	powerful	powerful	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
,	,	,	,	,	0
and	and	cc	and	and	0
glorious	glorious	j	glorious	glorious	0
and	and	cc	and	and	0
won	won	vvn	wone	win	0
∣	∣	sy	∣	∣	0
derfull	derfull	j	derfull	derfull	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Primitiue	Primitiue	j	Primitive	primitive	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
giuing	giuing	vvg	giving	give	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
tongues	tongues	n2	tongues	tongue	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
and	and	cc	and	and	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
miracles	miracles	n2	miracles	miracle	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
bound	bound	vvi	bound	bound	0
and	and	cc	and	and	0
limit	limit	vvi	limit	limit	0
it	it	pn31	it	it	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
pleasure	pleasure	n1	pleasure	pleasure	0
,	,	,	,	,	0
and	and	cc	and	and	0
reserued	reserued	vvn	reserved	reserve	0
this	this	d	this	this	0
and	and	cc	and	and	0
other	other	n-jn	other	other	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
wonderfull	wonderfull	j	wonderful	wonderful	0
works	works	n2	works	work	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
