Brethren	Brethren	n1	Brothers	brethren	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
mystical	mystical	j	mystical	mystical	0
:	:	:	:	:	0
sometimes	sometimes	av	sometime	sometime	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
subject	subject	j-jn	subject	subject	0
to	to	p-acp	to	to	0
distempers	distempers	n2	distempers	distemper	0
by	by	p-acp	by	by	0
nause	nause	n1	nause	nause	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
,	,	,	,	,	0
crude	crude	j	crude	crude	0
,	,	,	,	,	0
undigested	undigested	j	undigested	undigested	0
humours	humours	n2	humours	humour	0
the	the	dt	the	the	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
thorow	thorow	j	thorough	thorough	0
closing	closing	n-vvg	closing	close	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
and	and	cc	and	and	0
drinking	drinking	vvg	drinking	drink	0
in	in	p-acp	in	in	0
divine	divine	j-jn	divine	divine	0
truths	truths	n2	truths	truth	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
drinking	drinking	n-vvg	drinking	drink	0
in	in	p-acp	in	in	0
untruths	untruths	n2	untruths	untruth	0
,	,	,	,	,	0
may	may	vmb	may	may	0
occasion	occasion	vvi	occasion	occasion	0
a	a	dt	a	a	0
surfeit	surfeit	n1	surfeit	surfeit	0
,	,	,	,	,	0
and	and	cc	and	and	0
aversation	aversation	n1	aversation	aversation	0
from	from	p-acp	from	from	0
truth	truth	n1	truth	truth	0
;	;	;	;	;	0
sometimes	sometimes	av	sometime	sometime	0
flatuous	flatuous	j	flatuous	flatuous	0
and	and	cc	and	and	0
windy	windy	j	windy	windy	0
humours	humours	n2	humours	humour	0
of	of	pp-f	of	of	0
pride	pride	n1	pride	pride	0
,	,	,	,	,	0
high-mindedness	high-mindedness	j	high-mindedness	high-mindedness	0
,	,	,	,	,	0
and	and	cc	and	and	0
lying	lying	vvg	lying	lie	0
spirits	spirits	n2	spirits	spirit	0
getting	getting	vvg	getting	get	0
into	into	p-acp	into	into	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
members	members	n2	members	member	0
,	,	,	,	,	0
may	may	vmb	may	may	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
stemper	stemper	n1	stemper	stemper	0
it	it	pn31	it	it	0
;	;	;	;	;	0
sometimes	sometimes	av	sometime	sometime	0
feavourish	feavourish	j	favourish	favourish	0
heats	heats	n2	heats	heat	0
of	of	pp-f	of	of	0
violent	violent	j	violent	violent	0
headiness	headiness	n1	headiness	headiness	0
instead	instead	av	instead	instead	0
of	of	pp-f	of	of	0
wel-tempered	wel-tempered	j	well-tempered	well-tempered	0
zeal	zeal	n1	zeal	zeal	0
for	for	p-acp	for	for	0
God	God	np1	God	God	0
and	and	cc	and	and	0
godliness	godliness	n1	godliness	godliness	0
may	may	vmb	may	may	0
inflame	inflame	vvi	inflame	inflame	0
it	it	pn31	it	it	0
;	;	;	;	;	0
and	and	cc	and	and	0
sometimes	sometimes	av	sometime	sometime	0
the	the	dt	the	the	0
cold	cold	j-jn	cold	cold	0
aguish	aguish	j	aguish	aguish	0
,	,	,	,	,	0
or	or	cc	or	or	0
palsie	palsie	n1	palsy	palsy	0
humours	humours	n2	humours	humour	0
of	of	pp-f	of	of	0
deadness	deadness	n1	deadness	deadness	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
&	&	cc	&	and	0
benum	benum	vvb	benum	benumb	0
∣	∣	sy	∣	∣	0
medness	medness	n1	medness	medness	0
to	to	p-acp	to	to	0
Spiritual	Spiritual	j	Spiritual	spiritual	0
motions	motions	n2	motions	motion	0
in	in	p-acp	in	in	0
its	its	po31	its	its	0
tendency	tendency	n1	tendency	tendency	0
to	to	p-acp	to	to	0
its	its	po31	its	its	0
spiritual	spiritual	j	spiritual	spiritual	0
and	and	cc	and	and	0
supream	supream	j	supreme	supreme	0
end	end	n1	end	end	0
,	,	,	,	,	0
may	may	vmb	may	may	0
so	so	av	so	so	0
seize	seize	vvi	seize	seize	0
upon	upon	p-acp	upon	upon	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
much	much	av-d	much	much	0
to	to	pc-acp	to	to	0
impair	impair	vvi	impair	impair	0
its	its	po31	its	its	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
appearance	appearance	n1	appearance	appearance	0
bring	bring	vvb	bring	bring	0
it	it	pn31	it	it	0
nigh	nigh	av-j	nigh	nigh	0
to	to	p-acp	to	to	0
death	death	n1	death	death	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
God	God	np1	God	God	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
Temple	Temple	n1	Temple	temple	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
provided	provided	vvn	provided	provide	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
against	against	p-acp	against	against	0
such	such	d	such	such	0
distempers	distempers	n2	distempers	distemper	0
and	and	cc	and	and	0
dangers	dangers	n2	dangers	danger	0
both	both	d	both	both	0
meat	meat	n1	meat	meat	0
and	and	cc	and	and	0
medicine	medicine	n1	medicine	medicine	0
to	to	pc-acp	to	to	0
feed	feed	vvi	feed	feed	0
and	and	cc	and	and	0
cure	cure	vvi	cure	cure	0
it	it	pn31	it	it	0
:	:	:	:	:	0
As	As	c-acp	As	as	0
Christ	Christ	np1	Christ	Christ	0
himself	himself	px31	himself	himself	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
prime	prime	j-jn	prime	prime	0
and	and	cc	and	and	0
great	great	j	great	great	0
tree	tree	n1	tree	tree	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
word	word	n1	word	word	0
is	is	vbz	is	be	0
so	so	av	so	so	0
united	united	vvn	united	unite	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
humanity	humanity	n1	humanity	humanity	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
humanity	humanity	n1	humanity	humanity	0
was	was	vbds	was	be	0
ever	ever	av	ever	ever	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
times	times	n2	times	time	0
of	of	pp-f	of	of	0
Winter	Winter	n1	Winter	winter	0
blasts	blasts	n2	blasts	blast	0
,	,	,	,	,	0
and	and	cc	and	and	0
Sommer	Sommer	n1	Summer	summer	0
droughts	droughts	n2	droughts	drought	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
freshed	freshed	vvn	freshed	fresh	0
and	and	cc	and	and	0
upheld	upheld	vvn	upheld	uphold	0
thereby	thereby	av	thereby	thereby	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
glorious	glorious	j	glorious	glorious	0
,	,	,	,	,	0
fruitful	fruitful	j	fruitful	fruitful	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
fruits	fruits	n2	fruits	fruit	0
are	are	vbr	are	be	0
good	good	j	good	good	0
and	and	cc	and	and	0
prosperous	prosperous	j	prosperous	prosperous	0
,	,	,	,	,	0
fit	fit	j	fit	fit	0
to	to	pc-acp	to	to	0
feed	feed	vvi	feed	feed	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Leaves	Leaves	n2	Leaves	leaf	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
vertue	vertue	n1	virtue	virtue	0
to	to	pc-acp	to	to	0
heal	heal	vvi	heal	heal	0
the	the	dt	the	the	0
Nations	Nations	n2	Nations	nation	0
:	:	:	:	:	0
So	So	av	So	so	0
is	is	vbz	is	be	0
every	every	d	every	every	0
one	one	pi	one	one	0
that	that	cst	that	that	0
through	through	p-acp	through	through	0
grace	grace	n1	grace	grace	0
is	is	vbz	is	be	0
brought	brought	vvn	brought	bring	0
to	to	pc-acp	to	to	0
believe	believe	vvi	believe	believe	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
gathered	gathered	vvd	gathered	gather	0
up	up	a-acp	up	up	0
into	into	p-acp	into	into	0
unity	unity	n1	unity	unity	0
with	with	p-acp	with	with	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
lives	lives	vvz	lives	live	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
1.3	1.3	crd	1.3	1.3	0
.	.	.	.	.	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
tree	tree	n1	tree	tree	0
planted	planted	vvn	planted	plant	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
waters	waters	ng1	waters	water	0
side	side	n1	side	side	0
.	.	.	.	.	1
Jer.	Jer.	np1	Jer.	Jer.	0
17.7,8	17.7,8	crd	17.7,8	17.7,8	0
.	.	.	.	.	1
Even	Even	j	Even	even	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
trees	trees	n2	trees	tree	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
that	that	cst	that	that	0
grow	grow	vvb	grow	grow	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
banks	banks	n2	banks	bank	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
great	great	j	great	great	0
river	river	n1	river	river	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
that	that	cst	that	that	0
proceeds	proceeds	vvz	proceeds	proceed	0
from	from	p-acp	from	from	0
out	out	av	out	out	0
his	his	po31	his	his	0
sanctuary	sanctuary	n1	sanctuary	sanctuary	0
,	,	,	,	,	0
and	and	cc	and	and	0
runs	runs	vvz	runs	run	0
from	from	p-acp	from	from	0
beside	beside	p-acp	beside	beside	0
the	the	dt	the	the	0
Altar	Altar	n1	Altar	altar	0
(	(	(	(	(	0
or	or	cc	or	or	0
sacrifice	sacrifice	n1	sacrifice	sacrifice	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
)	)	)	)	)	0
and	and	cc	and	and	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
threshold	threshold	n1	threshold	threshold	0
,	,	,	,	,	0
(	(	(	(	(	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
and	and	cc	and	and	0
its	its	po31	its	its	0
Ordinances	Ordinances	n2	Ordinances	ordinance	0
holding	holding	vvg	holding	hold	0
forth	forth	av	forth	forth	0
Christ	Christ	np1	Christ	Christ	0
)	)	)	)	)	0
Ezek.	Ezek.	np1	Ezek.	Ezek.	1
47.1.2.12	47.1.2.12	crd	47.1.2.12	47.1.2.12	0
.	.	.	.	.	0
whose	whose	r-crq	whose	who	0
fruit	fruit	n1	fruit	fruit	0
is	is	vbz	is	be	0
for	for	p-acp	for	for	0
meat	meat	n1	meat	meat	0
,	,	,	,	,	0
and	and	cc	and	and	0
its	its	po31	its	its	0
leaf	leaf	n1	leaf	leaf	0
for	for	p-acp	for	for	0
medicine	medicine	n1	medicine	medicine	0
:	:	:	:	:	0
The	The	dt	The	the	0
lips	lips	n2	lips	lip	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
righteous	righteous	j	righteous	righteous	0
feed	feed	vvi	feed	feed	0
many	many	d	many	many	0
;	;	;	;	;	0
and	and	cc	and	and	0
their	their	po32	their	their	0
fruit	fruit	n1	fruit	fruit	0
is	is	vbz	is	be	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
tree	tree	n1	tree	tree	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
,	,	,	,	,	0
Prov.	Prov.	np1	Prov.	Prov.	1
10,21	10,21	crd	10,21	10,21	0
.	.	.	.	.	0
and	and	cc	and	and	0
11.30	11.30	crd	11.30	11.30	0
.	.	.	.	.	0
the	the	dt	the	the	0
doctrine	doctrine	n1	doctrine	doctrine	0
they	they	pns32	they	they	0
receive	receive	vvb	receive	receive	0
from	from	p-acp	from	from	0
Christ	Christ	np1	Christ	Christ	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
wholsome	wholsome	j	wholesome	wholesome	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
1	1	crd	1	1	0
Tim.	Tim.	np1	Tim.	Tim.	1
6	6	crd	6	6	0
3.4	3.4	crd	3.4	3.4	0
.	.	.	.	.	0
and	and	cc	and	and	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
healing	healing	vvg	healing	heal	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
more	more	av-dc	more	more	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
rooted	rooted	vvn	rooted	root	0
into	into	p-acp	into	into	0
,	,	,	,	,	0
and	and	cc	and	and	0
united	united	vvn	united	unite	0
with	with	p-acp	with	with	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
they	they	pns32	they	they	0
all	all	d	all	all	0
grow	grow	vvb	grow	grow	0
up	up	a-acp	up	up	0
into	into	p-acp	into	into	0
such	such	d	such	such	0
a	a	dt	a	a	0
close	close	j	close	close	0
and	and	cc	and	and	0
full	full	j	full	full	0
union	union	n1	union	union	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
many	many	d	many	many	0
trees	trees	n2	trees	tree	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
banks	banks	n2	banks	bank	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
river	river	n1	river	river	0
.	.	.	.	.	1
Rev.	Rev.	n1	Rev.	rev.	0
22.2	22.2	crd	22.2	22.2	0
.	.	.	.	.	0
be	be	vbb	be	be	0
made	made	vvn	made	make	0
perfectly	perfectly	av-j	perfectly	perfect	0
but	but	p-acp	but	but	0
one	one	crd	one	one	0
on	on	p-acp	on	on	0
both	both	d	both	both	0
sides	sides	n2	sides	side	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
river	river	n1	river	river	0
,	,	,	,	,	0
Eph.	Eph.	np1	Eph.	Eph.	1
4.13	4.13	crd	4.13	4.13	0
.	.	.	.	.	1
Till	Till	c-acp	Till	till	0
we	we	pns12	we	we	0
all	all	d	all	all	0
come	come	vvb	come	come	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
unity	unity	n1	unity	unity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
and	and	cc	and	and	0
acknowledgement	acknowledgement	n1	acknowledgement	acknowledgement	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Son	Son	n1	Son	son	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
unto	unto	p-acp	unto	unto	0
a	a	dt	a	a	0
perfect	perfect	j	perfect	perfect	0
man	man	n1	man	man	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
that	that	d	that	that	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
body	body	n1	body	body	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
at	at	p-acp	at	at	0
present	present	j	present	present	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
at	at	p-acp	at	at	0
other	other	j-jn	other	other	0
times	times	n2	times	time	0
)	)	)	)	)	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
many	many	d	many	many	0
inward	inward	j	inward	inward	0
weaknesses	weaknesses	n2	weaknesses	weakness	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
many	many	d	many	many	0
things	things	n2	things	thing	0
from	from	p-acp	from	from	0
without	without	p-acp	without	without	0
indangering	indangering	vvg	endangering	endanger	0
it	it	pn31	it	it	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
that	that	cst	that	that	0
many	many	d	many	many	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
are	are	vbr	are	be	0
sorely	sorely	av-j	sorely	sore	0
laid	laid	vvn	laid	lay	0
open	open	j	open	open	0
to	to	p-acp	to	to	0
infections	infections	n2	infections	infection	0
from	from	p-acp	from	from	0
divers	divers	j	diverse	diverse	0
that	that	cst	that	that	0
seem	seem	vvb	seem	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
or	or	cc	or	or	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
verse	verse	n1	verse	verse	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
;	;	;	;	;	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
be	be	vbb	be	be	0
less	less	av-dc	less	less	0
then	then	cs	then	than	0
the	the	dt	the	the	0
least	least	ds	least	least	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
gift	gift	n1	gift	gift	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
given	given	vvn	given	give	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
endeavoured	endeavoured	vvn	endeavoured	endeavour	0
to	to	pc-acp	to	to	0
administer	administer	vvi	administer	administer	0
that	that	d	that	that	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
head	head	n1	head	head	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
make	make	vvi	make	make	0
for	for	p-acp	for	for	0
its	its	po31	its	its	0
strength	strength	n1	strength	strength	0
and	and	cc	and	and	0
nourishment	nourishment	n1	nourishment	nourishment	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
forth	forth	av	forth	forth	0
such	such	d	such	such	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Leaves	Leaves	n2	Leaves	leaf	0
supplied	supplied	vvn	supplied	supply	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
good	good	j	good	good	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
may	may	vmb	may	may	0
either	either	av-d	either	either	0
prevent	prevent	vvi	prevent	prevent	0
or	or	cc	or	or	0
cure	cure	vvi	cure	cure	0
the	the	dt	the	the	0
infections	infections	n2	infections	infection	0
feared	feared	vvd	feared	fear	0
;	;	;	;	;	0
desiring	desiring	vvg	desiring	desire	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
all	all	av-d	all	all	0
so	so	av	so	so	0
press	press	vvb	press	press	0
after	after	p-acp	after	after	0
further	further	jc	further	further	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
growth	growth	n1	growth	growth	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
yet	yet	av	yet	yet	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
kept	kept	vvn	kept	keep	0
from	from	p-acp	from	from	0
imbracing	imbracing	vvg	embracing	embrace	0
false	false	j	false	false	0
Christs	Christs	npg1	Christs	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
being	being	vbg	being	be	0
snared	snared	vvn	snared	snare	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
poison	poison	n1	poison	poison	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
false	false	j	false	false	0
Pro	Pro	fw-la	Pro	pro	0
∣	∣	sy	∣	∣	0
phets	phets	ng1	phets	phets	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
instead	instead	av	instead	instead	0
of	of	pp-f	of	of	0
hastening	hastening	vvg	hastening	hasten	0
mens	mens	ng2	men's	man	0
growth	growth	n1	growth	growth	0
up	up	a-acp	up	up	0
into	into	p-acp	into	into	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
pretend	pretend	vvb	pretend	pretend	0
,	,	,	,	,	0
do	do	vdb	do	do	0
secretly	secretly	av-jn	secretly	secret	0
and	and	cc	and	and	0
subtilely	subtilely	av-j	subtilely	subtile	0
corrupt	corrupt	j	corrupt	corrupt	0
men	men	n2	men	man	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
simplicity	simplicity	n1	simplicity	simplicity	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
a	a	dt	a	a	0
man	man	n1	man	man	0
by	by	p-acp	by	by	0
stretching	stretching	vvg	stretching	stretch	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
twig	twig	n1	twig	twig	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
grow	grow	vvi	grow	grow	0
longer	longer	av-jc	longer	long	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
pull	pull	vvi	pull	pull	0
and	and	cc	and	and	0
sever	sever	vvi	sever	sever	0
it	it	pn31	it	it	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
body	body	n1	body	body	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
tree	tree	n1	tree	tree	0
upon	upon	p-acp	upon	upon	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
groweth	groweth	vvz	grows	grow	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
mind	mind	n1	mind	mind	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
without	without	p-acp	without	without	0
knowledge	knowledge	n1	knowledge	knowledge	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
good	good	j	good	good	0
;	;	;	;	;	0
so	so	av	so	so	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
hasteth	hasteth	vvz	hastes	haste	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
feet	feet	n2	feet	foot	0
sinneth	sinneth	vvz	sinneth	sin	0
,	,	,	,	,	0
Prov	Prov	np1	Prov	Prov	0
19.2	19.2	crd	19.2	19.2	0
.	.	.	.	.	1
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
that	that	d	that	that	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
present	present	vvb	present	present	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
love	love	n1	love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
good	good	j	good	good	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
taken	taken	vvn	taken	take	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
part	part	n1	part	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
soberly	soberly	av-j	soberly	sober	0
considered	considered	vvn	considered	consider	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
see	see	vvb	see	see	0
to	to	pc-acp	to	to	0
suit	suit	vvi	suit	suit	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
and	and	cc	and	and	0
proceed	proceed	vvi	proceed	proceed	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
good	good	j	good	good	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
but	but	cc-acp	but	but	0
one	one	crd	one	one	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
ages	ages	n2	ages	age	0
,	,	,	,	,	0
and	and	cc	and	and	0
gives	gives	vvz	gives	give	0
unity	unity	n1	unity	unity	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
body	body	n1	body	body	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
its	its	po31	its	its	0
memberly	memberly	n1	memberly	memberly	0
differences	differences	n2	differences	difference	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
received	received	vvn	received	receive	0
and	and	cc	and	and	0
held	held	vvd	held	hold	0
fast	fast	av-j	fast	fast	0
