'TIS	'TIS	pn31|vbz	IT'S	it|be	0
conceive	conceive	vvb	conceive	conceive	0
therefore	therefore	av	therefore	therefore	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
useless	useless	j	useless	useless	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
my	my	po11	my	my	0
Brave	Brave	j	Brave	brave	0
Countrymen	Countrymen	n2	Countrymen	countryman	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
an	an	dt	and	a	0
Abstract	Abstract	n-jn	Abstract	abstract	0
,	,	,	,	,	0
or	or	cc	or	or	0
a	a	dt	a	a	0
Collection	Collection	n1	Collection	collection	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
own	own	d	own	own	0
Language	Language	n1	Language	language	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Stratagems	Stratagems	n2	Stratagems	stratagem	0
which	which	r-crq	which	which	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
practiced	practiced	vvd	practiced	practise	0
in	in	p-acp	in	in	0
War	War	n1	War	war	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
experienced	experienced	vvn	experienced	experience	0
Com	Com	vvi	Come	come	0
∣	∣	sy	∣	∣	0
manders	manders	vvz	manders	mander	0
;	;	;	;	;	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
happen	happen	vvi	happen	happen	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
same	same	d	same	same	0
Difficulties	Difficulties	n2	Difficulties	difficulty	0
and	and	cc	and	and	0
Dan	Dan	n1	Dan	dan	0
∣	∣	sy	∣	∣	0
gers	gers	zz	gers	gers	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
understand	understand	vvi	understand	understand	0
what	what	r-crq	what	what	0
others	others	n2-jn	others	other	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
to	to	pc-acp	to	to	0
wind	wind	vvi	wind	wind	0
themselves	themselves	px32	themselves	themselves	0
out	out	av	out	out	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
what	what	r-crq	what	what	0
means	means	n2	means	mean	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
purchased	purchased	vvn	purchased	purchase	0
Safety	Safety	n1	Safety	safety	0
,	,	,	,	,	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
Victory	Victory	n1	Victory	victory	0
to	to	p-acp	to	to	0
themselves	themselves	px32	themselves	themselves	0
and	and	cc	and	and	0
Followers	Followers	n2	Followers	follower	0
.	.	.	.	.	1
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
as	as	p-acp	as	as	0
sharp	sharp	j	sharp	sharp	0
and	and	cc	and	and	0
subtile	subtile	j	subtle	subtle	0
Wits	Wits	n2	Wits	wit	0
as	as	p-acp	as	as	0
good	good	j	good	good	0
Courages	Courages	n2	Courages	courage	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
both	both	d	both	both	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
business	business	n1	business	business	0
of	of	pp-f	of	of	0
War.	War.	n1	War.	war	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
believe	believe	vvb	believe	believe	0
none	none	pix	none	none	0
can	can	vmb	can	can	0
deny	deny	vvi	deny	deny	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
Collection	Collection	n1	Collection	collection	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
Ex	Ex	fw-la	Ex	ex	0
∣	∣	sy	∣	∣	0
amples	amples	n2	amples	ample	0
as	as	c-acp	as	as	0
these	these	d	these	these	0
,	,	,	,	,	0
both	both	d	both	both	0
Antient	Antient	j	Ancient	ancient	0
and	and	cc	and	and	0
Mo	Mo	zz	Mo	mo	0
∣	∣	sy	∣	∣	0
dern	dern	j	darn	dern	0
,	,	,	,	,	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
advise	advise	vvi	advice	advise	0
,	,	,	,	,	0
direct	direct	vvb	direct	direct	0
,	,	,	,	,	0
and	and	cc	and	and	0
encourage	encourage	vvb	encourage	encourage	0
your	your	po22	your	your	0
Invention	Invention	n1	Invention	invention	0
to	to	pc-acp	to	to	0
inge	inge	vvi	inge	inge	0
∣	∣	sy	∣	∣	0
nious	nious	j	nious	nious	0
Contrivances	Contrivances	np1	Contrivances	Contrivances	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
that	that	cst	that	that	0
purpose	purpose	n1	purpose	purpose	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
Translated	Translated	vvn	Translated	translate	0
Frontinus	Frontinus	np1	Frontinus	Frontinus	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
a	a	dt	a	a	0
Roman	Roman	njp	Roman	roman	0
Warriour	Warriour	n1	Warrior	warrior	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Order	Order	n1	Order	order	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Consuls	Consuls	n2	Consuls	consul	0
,	,	,	,	,	0
Collected	Collected	vvn	Collected	collect	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
remarkable	remarkable	j	remarkable	remarkable	0
Stratagems	Stratagems	n2	Stratagems	stratagem	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Persi	Persi	n1	Persi	persi	0
∣	∣	sy	∣	∣	0
sians	sians	ng2	sians	sians	0
,	,	,	,	,	0
Greeks	Greeks	np1	Greeks	Greeks	0
,	,	,	,	,	0
Romans	Romans	np1	Romans	Romans	0
and	and	cc	and	and	0
Cartha	Cartha	np1	Cartha	Cartha	0
∣	∣	sy	∣	∣	0
ginians	ginians	n1	ginians	ginians	0
.	.	.	.	.	1
Their	Their	po32	Their	their	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
Fighting	Fighting	vvg	Fighting	fight	0
and	and	cc	and	and	0
Weapons	Weapons	n2	Weapons	weapon	0
differ	differ	vvb	differ	differ	0
much	much	av-d	much	much	0
from	from	p-acp	from	from	0
ours	ours	png12	ours	we	0
I	I	pns11	I	i	0
confess	confess	vvb	confess	confess	0
;	;	;	;	;	0
nevertheless	nevertheless	av	nevertheless	nevertheless	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
learn	learn	vvi	learn	learn	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
directed	directed	vvn	directed	direct	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
cases	cases	n2	cases	case	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
we	we	pns12	we	we	0
meet	meet	vvb	meet	meet	0
with	with	p-acp	with	with	0
Ene	Ene	fw-mi	Ene	ene	0
∣	∣	sy	∣	∣	0
mies	mies	np2-n	mies	mie	0
subject	subject	j-jn	subject	subject	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
same	same	d	same	same	0
Passions	Passions	n2	Passion	passion	0
and	and	cc	and	and	0
Infirmities	Infirmities	n1	Infirmities	infirmity	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
im	im	p-acp	im	in	0
∣	∣	sy	∣	∣	0
prove	prove	vvi	prove	prove	0
the	the	dt	the	the	0
same	same	d	same	same	0
Accidents	Accidents	n2	Accidents	accident	0
and	and	cc	and	and	0
Oppor	Oppor	n1	Oppor	oppor	0
∣	∣	sy	∣	∣	0
tunities	tunities	n2	tunities	tunity	0
which	which	r-crq	which	which	0
happened	happened	vvd	happened	happen	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
compleating	compleating	vvg	completing	complete	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
added	added	vvn	added	add	0
a	a	dt	a	a	0
Collection	Collection	n1	Collection	collection	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
proved	proved	vvd	proved	prove	0
Histories	Histories	n2	Histories	history	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
brave	brave	j	brave	brave	0
Ex	Ex	fw-la	Ex	ex	0
∣	∣	sy	∣	∣	0
ploits	ploits	n2	ploits	ploit	0
and	and	cc	and	and	0
cunning	cunning	j-jn	cunning	cunning	0
Stratagems	Stratagems	n2	Stratagems	stratagem	0
,	,	,	,	,	0
success	success	n1	success	success	0
∣	∣	sy	∣	∣	0
fully	fully	av-j	fully	full	0
employed	employed	vvn	employed	employ	0
by	by	p-acp	by	by	0
later	later	jc	later	late	0
Generals	Generals	n2	Generals	general	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
purchasing	purchasing	n-vvg	purchasing	purchase	0
of	of	pp-f	of	of	0
Victory	Victory	n1	Victory	victory	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
here	here	av	here	here	0
a	a	dt	a	a	0
Prospect	Prospect	n1	Prospect	prospect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
War	War	n1	War	war	0
∣	∣	sy	∣	∣	0
like	like	av-j	like	like	0
Policies	Policies	n2	Policies	policy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
first	first	ord	first	first	0
and	and	cc	and	and	0
latter	latter	d	latter	latter	0
A	A	av	A	a	0
∣	∣	sy	∣	∣	0
ges	ges	zz	ges	ges	0
together	together	av	together	together	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
perusal	perusal	n1	perusal	perusal	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Noble	Noble	j	Noble	noble	0
Actions	Actions	n2	Actions	action	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
brave	brave	j	brave	brave	0
Pre	Pre	np1	Pre	Pre	0
∣	∣	sy	∣	∣	0
decessors	decessors	n2	decessors	decessor	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
ready	ready	j	ready	ready	0
,	,	,	,	,	0
and	and	cc	and	and	0
path-way	path-way	n1	pathway	pathway	0
to	to	pc-acp	to	to	0
Honour	Honour	vvi	Honour	honour	0
.	.	.	.	.	1
You	You	pn22	You	you	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
how	how	c-crq	how	how	0
soon	soon	av	soon	soon	0
the	the	dt	the	the	0
Interest	Interest	n1	Interest	interest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Kings	Kings	ng1	Kings	king	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
,	,	,	,	,	0
may	may	vmb	may	may	0
call	call	vvi	call	call	0
you	you	pn22	you	you	0
,	,	,	,	,	0
my	my	po11	my	my	0
Valiant	Valiant	j	Valiant	valiant	0
Countrymen	Countrymen	n2	Countrymen	countryman	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Field	Field	n1	Field	field	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
therefore	therefore	av	therefore	therefore	0
your	your	po22	your	your	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
now	now	av	now	now	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
Delights	Delights	n2	Delights	delight	0
of	of	pp-f	of	of	0
Peace	Peace	n1	Peace	peace	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
forget	forget	vvi	forget	forget	0
the	the	dt	the	the	0
difficulties	difficulties	n2	difficulties	difficulty	0
and	and	cc	and	and	0
dangers	dangers	n2	dangers	danger	0
of	of	pp-f	of	of	0
War	War	n1	War	war	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
mind	mind	vvi	mind	mind	0
a	a	dt	a	a	0
judicious	judicious	j	judicious	judicious	0
preparation	preparation	n1	preparation	preparation	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
lat	lat	zz	lat	lat	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
as	as	p-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Enjoyment	Enjoyment	n1	Enjoyment	enjoyment	0
of	of	pp-f	of	of	0
the	the	pno32	thee	they	0
for	for	c-acp	for	for	0
∣	∣	sy	∣	∣	0
mer	mer	n1	mere	mere	0
.	.	.	.	.	1
You	You	pn22	You	you	0
especially	especially	av-j	especially	especial	0
,	,	,	,	,	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
reason	reason	n1	reason	reason	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ready	ready	j	ready	ready	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Service	Service	n1	Service	service	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Prince	Prince	n1	Prince	prince	0
and	and	cc	and	and	0
Country	Country	n1	Country	country	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
brave	brave	j	brave	brave	0
An	An	dt	And	a	0
∣	∣	sy	∣	∣	0
cestours	cestours	n2	cestours	cestour	0
have	have	vhb	have	have	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
Valour	Valour	n1	Valour	valour	0
purchased	purchased	vvn	purchased	purchase	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
Titles	Titles	n2	Titles	title	0
of	of	pp-f	of	of	0
Honour	Honour	n1	Honour	honour	0
and	and	cc	and	and	0
Estates	Estates	n2	Estates	estate	0
together	together	av	together	together	0
;	;	;	;	;	0
You	You	pn22	You	you	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Exam	Exam	np1	Exam	Exam	0
∣	∣	sy	∣	∣	0
ples	ples	ng1	ples	ples	0
of	of	pp-f	of	of	0
Virtue	Virtue	n1	Virtue	virtue	0
and	and	cc	and	and	0
Courage	Courage	n1	Courage	courage	0
,	,	,	,	,	0
and	and	cc	and	and	0
who	who	q-crq	who	who	0
have	have	vhb	have	have	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
Interest	Interest	n1	Interest	interest	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Coun	Coun	vvi	Con	con	0
∣	∣	sy	∣	∣	0
try	try	vvb	try	try	0
where	where	c-crq	where	where	0
you	you	pn22	you	you	0
live	live	vvb	live	live	0
.	.	.	.	.	1
This	This	np1	This	This	0
Preparati	Preparati	fw-la	Preparati	preparati	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
ought	ought	pi	ought	aught	0
to	to	pc-acp	to	to	0
consist	consist	vvi	consist	consist	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
in	in	p-acp	in	in	0
War	War	n1	War	war	0
∣	∣	sy	∣	∣	0
like	like	j	like	like	0
Provisions	Provisions	np1	Provisions	Provisions	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
Arms	Arms	n2	Arms	arm	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
understanding	understanding	n1	understanding	understanding	0
the	the	dt	the	the	0
Duties	Duties	n2	Duties	duty	0
and	and	cc	and	and	0
Arts	Arts	n2	Arts	art	0
of	of	pp-f	of	of	0
Officers	Officers	n2	Officers	officer	0
and	and	cc	and	and	0
Soldiers	Soldiers	n2	Soldiers	soldier	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
be	be	vbb	be	be	0
,	,	,	,	,	0
or	or	cc	or	or	0
expect	expect	vvb	expect	expect	0
to	to	pc-acp	to	to	0
become	become	vvi	become	become	0
Leaders	Leaders	n2	Leaders	leader	0
of	of	pp-f	of	of	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
the	the	dt	the	the	0
Knowledge	Knowledge	n1	Knowledge	knowledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Warlike	Warlike	j	Warlike	warlike	0
Strata	Strata	np1	Strata	Strata	0
∣	∣	sy	∣	∣	0
gems	gems	n2	gems	gem	0
of	of	pp-f	of	of	0
former	former	j	former	former	0
Captains	Captains	n2	Captains	captain	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
ensnare	ensnare	vvi	ensnare	ensnare	0
an	an	dt	and	a	0
Enemy	Enemy	n1	Enemy	enemy	0
without	without	p-acp	without	without	0
hazard	hazard	n1	hazard	hazard	0
,	,	,	,	,	0
will	will	vmb	will	will	0
furnish	furnish	vvi	furnish	furnish	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
excellent	excellent	j	excellent	excellent	0
Skill	Skill	n1	Skill	skill	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Services	Services	n2	Services	service	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
required	required	vvn	required	require	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
.	.	.	.	.	1
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
only	only	av-j	only	only	0
desire	desire	vvi	desire	desire	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
em	em	pno32	em	they	0
∣	∣	sy	∣	∣	0
ploy	ploy	vvi	ploy	ploy	0
the	the	dt	the	the	0
Arts	Arts	n2	Arts	art	0
and	and	cc	and	and	0
Policies	Policies	n2	Policies	policy	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
learn	learn	vvi	learn	learn	0
from	from	p-acp	from	from	0
this	this	d	this	this	0
Compendium	Compendium	fw-la	Compendium	compendium	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Advancement	Advancement	n1	Advancement	advancement	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Glory	Glory	n1	Glory	glory	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
God	God	n1	God	god	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Preservation	Preservation	n1	Preservation	preservation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
pub	pub	fw-la	pub	pub	0
∣	∣	sy	∣	∣	0
lick	lick	n1	lick	lick	0
Peace	Peace	n1	Peace	peace	0
,	,	,	,	,	0
Quiet	Quiet	j-jn	Quiet	quiet	0
and	and	cc	and	and	0
Happiness	Happiness	n1	Happiness	happiness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Security	Security	n1	Security	security	0
and	and	cc	and	and	0
Ho	Ho	uh	Ho	ho	0
