NOthing	NOthing	pix	NOthing	nothing	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
so	so	av	so	so	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
preserved	preserved	vvn	preserved	preserve	0
our	our	po12	our	our	0
Vertue	Vertue	n1	Virtue	virtue	0
,	,	,	,	,	0
like	like	j	like	like	0
snow	snow	n1	snow	snow	0
,	,	,	,	,	0
that's	that's	d|vbz	that's	that|be	0
in	in	p-acp	in	in	0
cold	cold	j-jn	cold	cold	0
houses	houses	n2	houses	house	0
saved	saved	vvn	saved	save	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Estive	Estive	j	Estive	estive	0
seasons	seasons	n2	seasons	season	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
rageing	rageing	j-vvg	raging	rage	0
vice	vice	n1	vice	vice	0
:	:	:	:	:	0
the	the	dt	the	the	0
age	age	n1	age	age	0
has	has	vhz	has	have	0
no	no	dx	no	no	0
propitious	propitious	j	propitious	propitious	0
sentiments	sentiments	n2	sentiments	sentiment	0
from	from	p-acp	from	from	0
us	us	pno12	us	we	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
do	do	vdb	do	do	0
we	we	pns12	we	we	0
valew	valew	n1	value	value	0
the	the	dt	the	the	0
reproach	reproach	n1	reproach	reproach	0
of	of	pp-f	of	of	0
being	being	vbg	being	be	0
singular	singular	j	singular	singular	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
the	the	dt	the	the	0
anci	anci	fw-la	anci	anci	0
∣	∣	sy	∣	∣	0
ent	ent	n1	ent	ent	0
Idea's	Idea's	n2	Idea's	idea	0
,	,	,	,	,	0
though	though	cs	though	though	0
the	the	dt	the	the	0
world	world	n1	world	world	0
may	may	vmb	may	may	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
tend	tend	vvb	tend	tend	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
faded	faded	vvn	faded	fade	0
,	,	,	,	,	0
are	are	vbr	are	be	0
yet	yet	av	yet	yet	0
more	more	dc	more	more	0
char	char	n1	char	char	0
∣	∣	sy	∣	∣	0
ming	ming	j	ming	ming	0
to	to	pc-acp	to	to	0
us	us	pno12	us	we	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
gayness	gayness	n1	gayness	gayness	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
present	present	j	present	present	0
Images	Images	n2	Images	image	0
:	:	:	:	:	0
All	All	d	All	all	0
their	their	po32	their	their	0
Paint	Paint	vvb	Paint	paint	0
and	and	cc	and	and	0
imbellishments	imbellishments	n2	embellishments	embellishment	0
cannot	cannot	vmbx	cannot	can	0
enamour	enamour	vvi	enamour	enamour	0
us	us	pno12	us	we	0
on	on	p-acp	on	on	0
these	these	d	these	these	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
has	has	vhz	has	have	0
the	the	dt	the	the	0
dirt	dirt	n1	dirt	dirt	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
flung	flung	vvn	flung	fling	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
former	former	j	former	former	0
,	,	,	,	,	0
prevented	prevented	vvn	prevented	prevent	0
us	us	pno12	us	we	0
from	from	p-acp	from	from	0
admiring	admiring	vvg	admiring	admire	0
an	an	dt	and	a	0
unequall'd	unequall'd	j	unequaled	unequalled	0
beauty	beauty	n1	beauty	beauty	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
.	.	.	.	.	1
We	We	pns12	We	we	0
have	have	vhb	have	have	0
given	given	vvn	given	give	0
them	them	pno32	them	they	0
the	the	av	the	then	0
As	As	c-acp	As	as	0
∣	∣	sy	∣	∣	0
cendant	cendant	n1	cendant	cendant	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
soules	soules	n2	souls	soul	0
;	;	;	;	;	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
fashion'd	fashion'd	vvn	fashioned	fashion	0
there	there	a-acp	there	there	0
that	that	d	that	that	0
fidelity	fidelity	n1	fidelity	fidelity	0
and	and	cc	and	and	0
justice	justice	n1	justice	justice	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
the	the	dt	the	the	0
ornament	ornament	n1	ornament	ornament	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
breasts	breasts	n2	breasts	breast	0
:	:	:	:	:	0
neither	neither	av-dx	neither	neither	0
do	do	vdb	do	do	0
those	those	d	those	those	0
qualities	qualities	n2	qualities	quality	0
appear	appear	vvb	appear	appear	0
less	less	av-dc	less	less	0
fair	fair	j	fair	fair	0
and	and	cc	and	and	0
agreeable	agreeable	j	agreeable	agreeable	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
,	,	,	,	,	0
whilst	whilst	cs	while	while	0
their	their	po32	their	their	0
habilements	habilements	n2	habiliments	habiliment	0
are	are	vbr	are	be	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
mode	mode	n1	mode	mode	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
the	the	dt	the	the	0
popular	popular	j	popular	popular	0
fury	fury	n1	fury	fury	0
and	and	cc	and	and	0
practise	practise	n1	practice	practice	0
has	has	vhz	has	have	0
proscribed	proscribed	vvn	proscribed	proscribe	0
a	a	dt	a	a	0
vertuous	vertuous	j	virtuous	virtuous	0
love	love	n1	love	love	0
,	,	,	,	,	0
it	it	pn31	it	it	0
receives	receives	vvz	receives	receive	0
a	a	dt	a	a	0
protection	protection	n1	protection	protection	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
hearts	hearts	n2	hearts	heart	0
;	;	;	;	;	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
can	can	vmb	can	can	0
boast	boast	vvi	boast	boast	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
never	never	av-x	never	never	0
be	be	vbi	be	be	0
refin'd	refin'd	vvn	refined	refine	0
but	but	cc-acp	but	but	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
lives	lives	n2	lives	life	0
:	:	:	:	:	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
sorry	sorry	j	sorry	sorry	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
it	it	pn31	it	it	0
no	no	av-dx	no	no	0
larger	larger	jc	larger	large	0
a	a	dt	a	a	0
Territory	Territory	n1	Territory	territory	0
;	;	;	;	;	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
would	would	vmd	would	will	0
gladly	gladly	av-j	gladly	glad	0
lead	lead	vvi	led	lead	0
it	it	pn31	it	it	0
farther	farther	av-jc	farther	far	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
affairs	affairs	n2	affairs	affair	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
lives	lives	n2	lives	life	0
:	:	:	:	:	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
stopped	stopped	vvn	stopped	stop	0
in	in	p-acp	in	in	0
thse	thse	d	thse	these	0
designes	designes	n2	designs	design	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Platonick	Platonick	jp	Platonic	platonic	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
caution	caution	n1	caution	caution	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
a	a	dt	a	a	0
fear	fear	n1	fear	fear	0
to	to	pc-acp	to	to	0
try	try	vvi	try	try	0
our	our	po12	our	our	0
Idaeas	Idaeas	n2	Ideas	idea	0
by	by	p-acp	by	by	0
action	action	n1	actium	action	0
:	:	:	:	:	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
took	took	vvd	took	take	0
other	other	j-jn	other	other	0
measures	measures	n2	measures	measure	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
just	just	j	just	just	0
and	and	cc	and	and	0
happy	happy	j	happy	happy	0
life	life	n1	life	life	0
:	:	:	:	:	0
and	and	cc	and	and	0
prefer	prefer	vvb	prefer	prefer	0
the	the	dt	the	the	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
generous	generous	j	generous	generous	0
Ages	Ages	n2	Ages	age	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
fictions	fictions	n2	fictions	fiction	0
of	of	pp-f	of	of	0
Romance	Romance	n1	Romance	romance	0
:	:	:	:	:	0
tis	tis	pn31|vbz	this	it|be	0
not	not	xx	not	not	0
because	because	c-acp	because	because	0
we	we	pns12	we	we	0
love	love	vvb	love	love	0
their	their	po32	their	their	0
beautifull	beautifull	j	beautiful	beautiful	0
wanderings	wanderings	n2-vvg	wanderings	wander	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
kept	kept	vvn	kept	keep	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
perplexing	perplexing	vvg	perplexing	perplex	0
Labyrinth	Labyrinth	n1	Labyrinth	labyrinth	0
,	,	,	,	,	0
and	and	cc	and	and	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
at	at	p-acp	at	at	0
what	what	r-crq	what	what	0
we	we	pns12	we	we	0
love	love	vvb	love	love	0
;	;	;	;	;	0
Since	Since	c-acp	Since	since	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
our	our	po12	our	our	0
humours	humours	n2	humours	humour	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
our	our	po12	our	our	0
affairs	affairs	n2	affairs	affair	0
,	,	,	,	,	0
conceale	conceale	vvb	conceal	conceal	0
the	the	dt	the	the	0
Clue	Clue	n1	Clue	clue	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
mean	mean	j	mean	mean	0
time	time	n1	time	time	0
,	,	,	,	,	0
our	our	po12	our	our	0
inclinations	inclinations	n2	inclinations	inclination	0
and	and	cc	and	and	0
our	our	po12	our	our	0
wishes	wishes	n2	wishes	wish	0
will	will	vmb	will	will	0
appear	appear	vvi	appear	appear	0
a	a	dt	a	a	0
justice	justice	n1	justice	justice	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
de	de	vdb	de	do	0
∣	∣	sy	∣	∣	0
sign	sign	n1	sign	sign	0
;	;	;	;	;	0
and	and	cc	and	and	0
a	a	dt	a	a	0
respect	respect	n1	respect	respect	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
memory	memory	n1	memory	memory	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Fathers	Fathers	n2	Father's	father	0
:	:	:	:	:	0
Nay	Nay	uh-x	Nay	nay	0
,	,	,	,	,	0
we	we	pns12	we	we	0
rather	rather	av-c	rather	rather	0
see	see	vvb	see	see	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
deprived	deprived	vvn	deprived	deprive	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
felicities	felicities	n2	felicities	felicity	0
,	,	,	,	,	0
then	then	av	then	then	0
cut	cut	vvn	cut	cut	0
off	off	a-acp	off	off	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
generuos	generuos	fw-la	generuos	generuos	0
inte	inte	fw-fr	inte	inte	0
∣	∣	sy	∣	∣	0
rests	rests	vvz	rests	rest	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
State	State	n1	State	state	0
:	:	:	:	:	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
erected	erected	vvn	erected	erect	0
vo	vo	zz	vo	vo	0
∣	∣	sy	∣	∣	0
tive	tive	n1	tive	tive	0
Altars	Altars	n2	Altars	altar	0
to	to	p-acp	to	to	0
Hymen	Hymen	np1	Hymen	Hymen	0
;	;	;	;	;	0
and	and	cc	and	and	0
pay	pay	vvb	pay	pay	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
disinterested	disinterested	vvn	disinterested	disinterest	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Devo	Devo	np1	Devo	Devo	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
:	:	:	:	:	0
our	our	po12	our	our	0
Piety	Piety	n1	Piety	piety	0
has	has	vhz	has	have	0
nothing	nothing	pix	nothing	nothing	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
of	of	pp-f	of	of	0
Mercenary	Mercenary	j-jn	Mercenary	mercenary	0
,	,	,	,	,	0
whilst	whilst	cs	while	while	0
the	the	dt	the	the	0
mind	mind	n1	mind	mind	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
on	on	zz	on	on	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
Devote	Devote	vvb	Devote	devote	0
.	.	.	.	.	1
We	We	pns12	We	we	0
have	have	vhb	have	have	0
surpassed	surpassed	vvn	surpassed	surpass	0
the	the	dt	the	the	0
Poetick	Poetick	j	Poetic	poetic	0
Chymaera's	Chymaera's	n2	Chymaera's	chimera	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
truth	truth	n1	truth	truth	0
that	that	cst	that	that	0
has	has	vhz	has	have	0
out	out	av	out	out	0
done	done	vdn	done	do	0
their	their	po32	their	their	0
Fables	Fables	n2	Fables	fable	0
;	;	;	;	;	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
that	that	d	that	that	0
passion	passion	n1	passion	passion	0
which	which	r-crq	which	which	0
has	has	vhz	has	have	0
equal'd	equal'd	vvn	equaled	equal	0
their	their	po32	their	their	0
flights	flights	n2	flights	flight	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
ever	ever	av	ever	ever	0
keep	keep	vvi	keep	keep	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
above	above	p-acp	above	above	0
those	those	d	those	those	0
loath	loath	j	loath	loath	0
∣	∣	sy	∣	∣	0
some	some	d	some	some	0
places	places	n2	places	place	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
rest	rest	vvb	rest	rest	0
their	their	po32	their	their	0
Geni	Geni	np1	Geni	Geni	0
∣	∣	sy	∣	∣	0
nius	nius	n1	nius	nius	0
:	:	:	:	:	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
grown	grown	vvn	grown	grow	0
giddy	giddy	j	giddy	giddy	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
height	height	n1	height	height	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
will	will	vmb	will	will	0
its	its	po31	its	its	0
flight	flight	n1	flight	flight	0
ever	ever	av	ever	ever	0
become	become	vvi	become	become	0
the	the	dt	the	the	0
Paecipice	Paecipice	n1	Paecipice	paecipice	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
ruine	ruine	n1	ruin	ruin	0
.	.	.	.	.	1
No	No	uh-dx	No	no	0
An	An	cs	And	an	0
∣	∣	sy	∣	∣	0
tonia	tonia	fw-la	tonia	tonia	0
,	,	,	,	,	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
alwayes	alwayes	av	always	always	0
maintained	maintained	vvn	maintained	maintain	0
the	the	dt	the	the	0
limits	limits	n2	limits	limit	0
of	of	pp-f	of	of	0
Fidelity	Fidelity	n1	Fidelity	fidelity	0
,	,	,	,	,	0
and	and	cc	and	and	0
Iustice	Iustice	n1	Justice	justice	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
can	can	vmb	can	can	0
we	we	pns12	we	we	0
ever	ever	av	ever	ever	0
allow	allow	vvb	allow	allow	0
our	our	po12	our	our	0
love	love	n1	love	love	0
that	that	cst	that	that	0
fatal	fatal	j	fatal	fatal	0
Sove	Sove	av	Soon	soon	0
∣	∣	sy	∣	∣	0
reignty	reignty	n1	reignty	reignty	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
above	above	p-acp	above	above	0
the	the	dt	the	the	0
Laws	Laws	n2	Laws	law	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Vertue	Vertue	n1	Virtue	virtue	0
.	.	.	.	.	1
We	We	pns12	We	we	0
have	have	vhb	have	have	0
seen	seen	vvn	seen	see	0
too	too	av	too	too	0
much	much	d	much	much	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
misfortune	misfortune	n1	misfortune	misfortune	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
assist	assist	vvb	assist	assist	0
a	a	dt	a	a	0
Tyrannick	Tyrannick	j	Tyrannic	tyrannic	0
Passion	Passion	n1	Passion	passion	0
;	;	;	;	;	0
whilst	whilst	cs	while	while	0
they	they	pns32	they	they	0
unhappily	unhappily	av-j	unhappily	unhappy	0
help	help	vvb	help	help	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
acquire	acquire	vvi	acquire	acquire	0
,	,	,	,	,	0
a	a	dt	a	a	0
Felicity	Felicity	n1	Felicity	felicity	0
and	and	cc	and	and	0
Grandeur	Grandeur	n1	Grandeur	grandeur	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
mounts	mounts	vvz	mounts	mount	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
ruines	ruines	n2	ruins	ruin	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Repose	Repose	vvb	Repose	repose	0
and	and	cc	and	and	0
Honour	Honour	n1	Honour	honour	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
united	united	j-vvn	united	unite	0
hearts	hearts	n2	hearts	heart	0
our	our	po12	our	our	0
Love	Love	n1	Love	love	0
has	has	vhz	has	have	0
room	room	n1	room	room	0
enough	enough	av-d	enough	enough	0
to	to	pc-acp	to	to	0
reign	reign	vvi	reign	reign	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
management	management	n1	management	management	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
just	just	j	just	just	0
affairs	affairs	n2	affairs	affair	0
will	will	vmb	will	will	0
allow	allow	vvi	allow	allow	0
it	it	pn31	it	it	0
no	no	dx	no	no	0
leisure	leisure	n1	leisure	leisure	0
for	for	p-acp	for	for	0
Ambition	Ambition	n1	Ambition	ambition	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
entertained	entertained	vvn	entertained	entertain	0
you	you	pn22	you	you	0
Antonia	Antonia	np1	Antonia	Antonia	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
manner	manner	n1	manner	manner	0
unusual	unusual	j	unusual	unusual	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
appear	appear	vvi	appear	appear	0
