Endeared	Endeared	vvn	Endeared	endear	0
first	first	ord	first	first	0
rudiments	rudiments	n2	rudiments	rudiment	0
of	of	pp-f	of	of	0
Christianity	Christianity	np1	Christianity	Christianity	0
;	;	;	;	;	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
how	how	q-crq	how	how	0
to	to	p-acp	to	to	0
spell	spell	n1	spell	spell	0
the	the	dt	the	the	0
Name	Name	n1	Name	name	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
or	or	cc	or	or	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
how	how	c-crq	how	how	0
to	to	p-acp	to	to	0
spel	spel	n1	spell	spell	0
out	out	av	out	out	0
the	the	dt	the	the	0
Name	Name	n1	Name	name	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
cause	cause	n1	cause	cause	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
to	to	pc-acp	to	to	0
bless	bless	vvi	bless	bless	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
instructed	instructed	vvd	instructed	instruct	0
mee	mee	pno11	me	i	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
beleeve	beleeve	vvi	believe	believe	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
temp	temp	vvi	temp	tempt	0
∣	∣	sy	∣	∣	0
ted	ted	vvn	ted	t	0
to	to	pc-acp	to	to	0
doubt	doubt	vvi	doubt	doubt	0
?	?	?	?	?	0
you	you	pn22	you	you	0
knew	knew	vvd	knew	know	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
came	came	vvd	came	come	0
so	so	av	so	so	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
poison	poison	n1	poison	poison	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
you	you	pn22	you	you	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
too	too	av	too	too	0
soon	soon	av	soon	soon	0
administer	administer	vvi	administer	administer	0
physick	physick	n1	physic	physic	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
expel	expel	vvi	expel	expel	0
it	it	pn31	it	it	0
;	;	;	;	;	0
you	you	pn22	you	you	0
looked	looked	vvd	looked	look	0
on	on	p-acp	on	on	0
Original	Original	j-jn	Original	original	0
sin	sin	n1	since	sin	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
common	common	j	common	common	0
fire	fire	n1	fire	fire	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Town	Town	n1	Town	town	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
soul	soul	n1	soul	soul	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
sear	sear	vvb	sear	fear	0
∣	∣	sy	∣	∣	0
ched	ched	pns31|vmb	ched	she|will	0
,	,	,	,	,	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
how	how	q-crq	how	how	0
it	it	pn31	it	it	0
came	came	vvd	came	come	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
quench	quench	vvi	quench	quench	0
it	it	pn31	it	it	0
;	;	;	;	;	0
you	you	pn22	you	you	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
prevent	prevent	vvi	prevent	prevent	0
but	but	cc-acp	but	but	0
prepare	prepare	vvi	prepare	prepare	0
a	a	dt	a	a	0
way	way	n1	way	way	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
workings	workings	n2	workings	working	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
.	.	.	.	.	1
How	How	q-crq	How	how	0
hap	hap	n1	hap	hap	0
∣	∣	sy	∣	∣	0
py	py	j	py	py	0
was	was	vbds	was	be	0
I	I	pns11	I	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
)	)	)	)	)	0
judge	judge	vvb	judge	judge	0
it	it	pn31	it	it	0
prejudicial	prejudicial	j	prejudicial	prejudicial	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
guidance	guidance	n1	guidance	guidance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
indo	indo	fw-mi	indo	indo	0
∣	∣	sy	∣	∣	0
ctrinated	ctrinated	vvn	ctrinated	ctrinate	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
form	form	n1	from	form	0
of	of	pp-f	of	of	0
Divine	Divine	j-jn	Divine	divine	0
Know	Know	vvb	Know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
?	?	?	?	?	1
I	I	pns11	I	i	0
remember	remember	vvb	remember	remember	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
read	read	vvn	read	read	0
somewhere	somewhere	av	somewhere	somewhere	0
,	,	,	,	,	0
that	that	cst	that	that	0
Luther	Luther	np1	Luther	Luther	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
heard	heard	vvd	herd	hear	0
how	how	c-crq	how	how	0
that	that	cst	that	that	0
little	little	j	little	little	0
children	children	n2	children	child	0
prayed	prayed	vvd	prayed	pray	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Turk	Turk	np1	Turk	Turk	0
,	,	,	,	,	0
said	said	vvd	said	say	0
,	,	,	,	,	0
In	In	p-acp	In	in	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
go	go	vvi	go	go	0
on	on	a-acp	on	on	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
want	want	vvb	want	want	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
so	so	av	so	so	0
they	they	pns32	they	they	0
want	want	vvb	want	want	0
the	the	dt	the	the	0
malice	malice	n1	malice	malice	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
God	God	np1	God	God	0
may	may	vmb	may	may	0
hear	hear	vvi	hear	hear	0
them	them	pno32	them	they	0
.	.	.	.	.	1
I	I	pns11	I	i	0
must	must	vmb	must	must	0
acknow	acknow	vvi	acknow	acknow	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
I	I	pns11	I	i	0
lived	lived	vvd	lived	live	0
long	long	av-j	long	long	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	n1	before	fore	0
I	I	pns11	I	i	0
knew	knew	vvd	knew	know	0
what	what	r-crq	what	what	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
die	die	vvi	die	die	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
years	years	n2	years	year	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
profession	profession	n1	profession	profession	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
acquainted	acquainted	vvn	acquainted	acquaint	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
expe	expe	n1	expe	expe	0
∣	∣	sy	∣	∣	0
rience	rience	n1	rience	rience	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
bless	bless	vvb	bless	bless	0
God	God	np1	God	God	0
,	,	,	,	,	0
even	even	av	even	even	0
then	then	av	then	then	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
Saving	Saving	vvg	Saving	save	0
Grace	Grace	n1	Grace	grace	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
own	own	d	own	own	0
Salvation	Salvation	n1	Salvation	salvation	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
any	any	d	any	any	0
Restraining	Restraining	vvg	Restraining	restrain	0
Grace	Grace	n1	Grace	grace	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
.	.	.	.	.	1
How	How	q-crq	How	how	0
did	did	vdd	did	do	0
you	you	pn22	you	you	0
pray	pray	vvi	pray	pray	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
self	self	n1	self	self	0
?	?	?	?	?	0
your	your	po22	your	your	0
heart	heart	n1	heart	heart	0
was	was	vbds	was	be	0
ten	ten	crd	ten	ten	0
∣	∣	sy	∣	∣	0
der	der	fw-mi	der	der	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
mine	mine	png11	mine	i	0
was	was	vbds	was	be	0
hard	hard	j	hard	hard	0
;	;	;	;	;	0
my	my	po11	my	my	0
prayers	prayers	n2	prayers	prayer	0
now	now	av	now	now	0
are	are	vbr	are	be	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
that	that	cst	that	that	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
yet	yet	av	yet	yet	0
carry	carry	vvi	carry	carry	0
a	a	dt	a	a	0
body	body	n1	body	body	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
about	about	p-acp	about	about	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
own	own	d	own	own	0
sense	sense	n1	sense	sense	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
often	often	av	often	often	0
a	a	dt	a	a	0
sinking	sinking	j-vvg	sinking	sink	0
,	,	,	,	,	0
that	that	cst	that	that	0
yet	yet	av	yet	yet	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
praise	praise	vvi	praise	praise	0
God	God	np1	God	God	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
a	a	dt	a	a	0
Nephew	Nephew	n1	Nephew	nephew	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
many	many	d	many	many	0
prayers	prayers	n2	prayers	prayer	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
perished	perished	vvn	perished	perish	0
indeed	indeed	av	indeed	indeed	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
condition	condition	n1	condition	condition	0
now	now	av	now	now	0
calls	calls	vvz	calls	call	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
counsel	counsel	n1	counsel	counsel	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
under	under	p-acp	under	under	0
∣	∣	sy	∣	∣	0
take	take	vvb	take	take	0
to	to	pc-acp	to	to	0
teach	teach	vvi	teach	teach	0
my	my	po11	my	my	0
Teacher	Teacher	n1	Teacher	teacher	0
,	,	,	,	,	0
onely	onely	av-j	only	only	0
humbly	humbly	av-j	humbly	humble	0
telling	telling	vvg	telling	tell	0
you	you	pn22	you	you	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
once	once	a-acp	once	once	0
with	with	p-acp	with	with	0
delight	delight	n1	delight	delight	0
you	you	pn22	you	you	0
taught	taught	vvd	taught	teach	0
me	me	pno11	me	i	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
School	School	n1	School	school	0
of	of	pp-f	of	of	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
,	,	,	,	,	0
Pro.	Pro.	np1	Pro.	Pro.	1
3.11	3.11	crd	3.11	3.11	0
.	.	.	.	.	1
Despise	Despise	vvb	Despise	despise	0
not	not	xx	not	not	0
the	the	dt	the	the	0
chastening	chastening	vvg	chastening	chasten	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
be	be	vbi	be	be	0
weary	weary	j	weary	weary	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
correcti	correcti	n1	correcti	correcti	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
though	though	cs	though	though	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
cast	cast	vvn	cast	cast	0
down	down	a-acp	down	down	0
,	,	,	,	,	0
will	will	vmb	will	will	0
you	you	pn22	you	you	0
conclude	conclude	vvi	conclude	conclude	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
cast	cast	vvn	cast	cast	0
away	away	av	away	away	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
your	your	po22	your	your	0
God	God	n1	God	god	0
hath	hath	vhz	hath	have	0
on	on	p-acp	on	on	0
purpose	purpose	n1	purpose	purpose	0
cast	cast	vvd	cast	cast	0
you	you	pn22	you	you	0
down	down	a-acp	down	down	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
not	not	xx	not	not	0
cast	cast	vvi	cast	cast	0
you	you	pn22	you	you	0
away	away	av	away	away	0
?	?	?	?	?	1
You	You	pn22	You	you	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
Gods	Gods	ng1	Gods	god	0
fish	fish	n1	fish	fish	0
thrive	thrive	vvb	thrive	thrive	0
best	best	av-js	best	best	0
in	in	p-acp	in	in	0
salt	salt	n1	salt	salt	0
waters	waters	n2	waters	water	0
;	;	;	;	;	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Walnut-tree	Walnut-tree	n1	Walnut-tree	walnut-tree	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
fruitful	fruitful	j	fruitful	fruitful	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
bea	bea	fw-mi	bea	bea	0
∣	∣	sy	∣	∣	0
ten	ten	crd	ten	ten	0
;	;	;	;	;	0
that	that	d	that	that	0
David	David	np1	David	David	0
was	was	vbds	was	be	0
never	never	av-x	never	never	0
so	so	av	so	so	0
tender	tender	j	tender	tender	0
as	as	c-acp	as	as	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
hunted	hunted	vvn	hunted	hunt	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Partridge	Partridge	n1	Partridge	partridge	0
,	,	,	,	,	0
and	and	cc	and	and	0
Jonah	Jonah	np1	Jonah	Jonah	0
never	never	av-x	never	never	0
so	so	av	so	so	0
watchful	watchful	j	watchful	watchful	0
as	as	c-acp	as	as	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
(	(	(	(	(	0
alive	alive	av-j	alive	alive	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Sepulchre	Sepulchre	n1	Sepulchre	sepulchre	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Whales	Whales	ng1	Whale's	whale	0
belly	belly	n1	belly	belly	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
true	true	j	true	true	0
,	,	,	,	,	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
Husband	Husband	vvi	Husband	husband	0
∣	∣	sy	∣	∣	0
less	less	dc	less	less	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
yet	yet	av	yet	yet	0
not	not	xx	not	not	0
Fatherless	Fatherless	j	Fatherless	fatherless	0
;	;	;	;	;	0
my	my	po11	my	my	0
once	once	a-acp	once	once	0
dear	dear	j-jn	dear	dear	0
Uncle	Uncle	n1	Uncle	uncle	0
is	is	vbz	is	be	0
now	now	av	now	now	0
singing	singing	vvg	singing	sing	0
out	out	av	out	out	0
the	the	dt	the	the	0
praises	praises	n2	praises	praise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lamb	Lamb	n1	Lamb	lamb	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
new	new	j	new	new	0
Jerusalem	Jerusalem	np1	Jerusalem	Jerusalem	0
;	;	;	;	;	0
the	the	dt	the	the	0
singleness	singleness	n1	singleness	singleness	0
and	and	cc	and	and	0
sin	sin	n1	since	sin	0
∣	∣	sy	∣	∣	0
cerity	cerity	n1	cerity	cerity	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Light	Light	n1	Light	light	0
,	,	,	,	,	0
Love	Love	n1	Love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
Life	Life	n1	Life	life	0
,	,	,	,	,	0
did	did	vdd	did	do	0
tell	tell	vvi	tell	tell	0
his	his	po31	his	his	0
acquaintance	acquaintance	n1	acquaintance	acquaintance	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
Traveller	Traveller	n1	Traveller	traveller	0
thither	thither	av	thither	thither	0
;	;	;	;	;	0
now	now	av	now	now	0
you	you	pn22	you	you	0
dare	dare	vvb	dare	dare	0
not	not	xx	not	not	0
mourn	mourn	vvi	mourn	mourn	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
rejoyceth	rejoyceth	vvz	rejoiceth	rejoice	0
;	;	;	;	;	0
and	and	cc	and	and	0
can	can	vmb	can	can	0
you	you	pn22	you	you	0
mourn	mourn	vvi	mourn	mourn	0
while	while	cs	while	while	0
he	he	pns31	he	he	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
joyceth	joyceth	vvz	joyceth	joyce	0
?	?	?	?	?	1
Oh!	Oh!	uh	Oh!	oh	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
rather	rather	av-c	rather	rather	0
consider	consider	vvb	consider	consider	0
what	what	r-crq	what	what	0
a	a	dt	a	a	0
comfort	comfort	n1	comfort	comfort	0
you	you	pn22	you	you	0
once	once	c-acp	once	once	0
had	had	vhd	had	have	0
,	,	,	,	,	0
than	than	cs	than	than	0
what	what	q-crq	what	what	0
a	a	dt	a	a	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
fort	fort	n1	fort	fort	0
you	you	pn22	you	you	0
now	now	av	now	now	0
want	want	vvi	want	want	0
;	;	;	;	;	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
meditate	meditate	vvi	meditate	meditate	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
going	going	n-vvg	going	go	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
than	than	av	than	then	0
grievingly	grievingly	av-vvg	grievingly	grieve	0
to	to	pc-acp	to	to	0
think	think	vvi	think	think	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
going	going	n-vvg	going	go	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
.	.	.	.	.	1
My	My	po11	My	my	0
dear	dear	j-jn	dear	dear	0
Aunt	Aunt	n1	Aunt	aunt	0
,	,	,	,	,	0
let	let	vvb	let	let	0
me	me	pno11	me	i	0
use	use	vvi	use	use	0
that	that	d	that	that	0
phrase	phrase	n1	phrase	phrase	0
(	(	(	(	(	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
spoken	spoken	vvn	spoken	speak	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
friend	friend	n1	friend	friend	0
on	on	p-acp	on	on	0
such	such	d	such	such	0
an	an	dt	and	a	0
occasion	occasion	n1	occasion	occasion	0
)	)	)	)	)	0
You	You	pn22	You	you	0
know	know	vvb	know	know	0
well	well	av	well	well	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
need	need	n1	need	need	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
joy	joy	n1	joy	joy	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
no	no	dx	no	no	0
need	need	n1	need	need	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
tears	tears	n2	tears	tear	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
Husband	Husband	n1	Husband	husband	0
was	was	vbds	was	be	0
also	also	av	also	also	0
your	your	po22	your	your	0
Brother	Brother	n1	Brother	brother	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
that	that	d	that	that	0
maxim	maxim	n1	maxim	maxim	0
be	be	vbi	be	be	0
true	true	j	true	true	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
union	union	n1	union	union	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
is	is	vbz	is	be	0
stronger	stronger	jc	stronger	strong	0
than	than	cs	than	than	0
the	the	dt	the	the	0
union	union	n1	union	union	0
of	of	pp-f	of	of	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
then	then	cs	then	than	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
swaded	swaded	vvd	swaded	swade	0
,	,	,	,	,	0
you	you	pn22	you	you	0
mourn	mourn	vvb	mourn	mourn	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
for	for	c-acp	for	for	0
