BLessed	BLessed	j-vvn	BLessed	bless	0
negli	negli	fw-la	negli	negli	0
∣	∣	sy	∣	∣	0
gent	gent	j	gent	gentle	0
blindnesse	blindnesse	n1	blindness	blindness	0
,	,	,	,	,	0
and	and	cc	and	and	0
securitie	securitie	n1	security	security	0
breeds	breeds	vvz	breeds	breed	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
tempt	tempt	vvb	tempt	tempt	0
of	of	pp-f	of	of	0
imminent	imminent	j	imminent	imminent	0
perill	perill	n1	peril	peril	0
;	;	;	;	;	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
,	,	,	,	,	0
the	the	dt	the	the	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
daunger	daunger	n1	danger	danger	0
accompanied	accompanied	vvn	accompanied	accompany	0
with	with	p-acp	with	with	0
feare	feare	n1	fear	fear	0
without	without	p-acp	without	without	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
commits	commits	vvz	commits	commit	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
dangerous	dangerous	j	dangerous	dangerous	0
downefall	downefall	n1	downfall	downfall	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
deadly	deadly	j	deadly	deadly	0
desper	desper	n1	desper	desper	0
∣	∣	sy	∣	∣	0
ation	ation	n1	ation	ation	0
.	.	.	.	.	1
The	The	dt	The	the	0
one	one	pi	one	one	0
seeth	seeth	vvz	sees	see	0
not	not	xx	not	not	0
his	his	po31	his	his	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
&	&	cc	&	and	0
ther	ther	zz	ther	ther	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
seeketh	seeketh	vvz	seeks	seek	0
no	no	dx	no	no	0
remedie	remedie	n1	remedy	remedy	0
;	;	;	;	;	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
ouer	ouer	p-acp	over	over	0
∣	∣	sy	∣	∣	0
whelmed	whelmed	vvd	whelmed	whelm	0
with	with	p-acp	with	with	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
findeth	findeth	vvz	finds	find	0
not	not	xx	not	not	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
to	to	pc-acp	to	to	0
applie	applie	vvi	apply	apply	0
the	the	dt	the	the	0
remedie	remedie	n1	remedy	remedy	0
.	.	.	.	.	1
Heere	Heere	av	Here	here	0
is	is	vbz	is	be	0
both	both	d	both	both	0
the	the	dt	the	the	0
remedie	remedie	n1	remedy	remedy	0
and	and	cc	and	and	0
the	the	dt	the	the	0
application	application	n1	application	application	0
.	.	.	.	.	1
Ther	Ther	pc-acp	There	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
meane	meane	j	mean	mean	0
betwene	betwene	p-acp	between	between	0
these	these	d	these	these	0
extremes	extremes	n2-jn	extremes	extreme	0
:	:	:	:	:	0
This	This	d	This	this	0
meane	meane	j	mean	mean	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
our	our	po12	our	our	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
our	our	po12	our	our	0
naked	naked	j	naked	naked	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
,	,	,	,	,	0
our	our	po12	our	our	0
wickednes	wickednes	n1	wickedness	wickedness	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
so	so	av	so	so	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
alwaies	alwaies	av	always	always	0
haue	haue	vhb	have	have	0
one	one	crd	one	one	0
eye	eye	n1	eye	eye	0
on	on	p-acp	on	on	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
and	and	cc	and	and	0
our	our	po12	our	our	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
his	his	po31	his	his	0
merits	merits	n2	merits	merit	0
.	.	.	.	.	1
If	If	cs	If	if	0
we	we	pns12	we	we	0
see	see	vvb	see	see	0
our	our	po12	our	our	0
sins	sins	n2	sins	sin	0
in	in	p-acp	in	in	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
they	they	pns32	they	they	0
exceede	exceede	vvb	exceed	exceed	0
in	in	p-acp	in	in	0
number	number	n1	number	number	0
the	the	dt	the	the	0
sands	sands	n2	sands	sand	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
,	,	,	,	,	0
the	the	dt	the	the	0
compasse	compasse	n1	compass	compass	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
world	world	n1	world	world	0
.	.	.	.	.	1
If	If	cs	If	if	0
we	we	pns12	we	we	0
then	then	av	then	then	0
goe	goe	vvb	go	go	0
about	about	a-acp	about	about	0
to	to	pc-acp	to	to	0
match	match	vvi	match	match	0
them	them	pno32	them	they	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
power	power	n1	power	power	0
,	,	,	,	,	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
or	or	cc	or	or	0
merites	merites	n2	merits	merit	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
infinitly	infinitly	av-j	infinitely	infinite	0
shall	shall	vmb	shall	shall	0
we	we	pns12	we	we	0
bee	bee	vbi	be	be	0
ouerwhelmed	ouerwhelmed	vvn	overwhelmed	overwhelm	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
comparison	comparison	n1	comparison	comparison	0
?	?	?	?	?	1
But	But	p-acp	But	but	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
,	,	,	,	,	0
leauing	leauing	vvg	leaving	leave	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
fly	fly	vvb	fly	fly	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
can	can	vmb	can	can	0
;	;	;	;	;	0
and	and	cc	and	and	0
his	his	po31	his	his	0
mercie	mercie	n1	mercy	mercy	0
in	in	p-acp	in	in	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
deliuer	deliuer	vvi	deliver	deliver	0
vs	vs	pno12	us	we	0
from	from	p-acp	from	from	0
this	this	d	this	this	0
infect	infect	vvb	infect	infect	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
plague	plague	n1	plague	plague	0
;	;	;	;	;	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
presently	presently	av-j	presently	present	0
see	see	vvi	see	see	0
,	,	,	,	,	0
both	both	d	both	both	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
hell	hell	n1	hell	hell	0
,	,	,	,	,	0
and	and	cc	and	and	0
Sathan	Sathan	np1	Sathan	Satan	0
to	to	pc-acp	to	to	0
consume	consume	vvi	consume	consume	0
as	as	p-acp	as	as	0
smoke	smoke	n1	smoke	smoke	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
the	the	dt	the	the	0
presence	presence	n1	presence	presence	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
God	God	n1	God	god	0
.	.	.	.	.	1
Sin	Sin	n1	since	sin	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
plague	plague	n1	plague	plague	0
,	,	,	,	,	0
sinne	sinne	n1	sin	sin	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
sore	sore	j	soar	sore	0
:	:	:	:	:	0
The	The	dt	The	the	0
medicine	medicine	n1	medicine	medicine	0
is	is	vbz	is	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
mercy	mercy	n1	mercy	mercy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
thorough	thorough	p-acp	through	through	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
in	in	p-acp	in	in	0
whome	whome	ro-crq	whom	who	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
whome	whome	ro-crq	whom	who	0
,	,	,	,	,	0
our	our	po12	our	our	0
sinnes	sinnes	n2	sins	sin	0
are	are	vbr	are	be	0
forgiuen	forgiuen	vvn	forgiven	forgive	0
.	.	.	.	.	1
This	This	d	This	this	0
mercie	mercie	n1	mercy	mercy	0
is	is	vbz	is	be	0
apprehended	apprehended	vvn	apprehended	apprehend	0
by	by	p-acp	by	by	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
and	and	cc	and	and	0
faith	faith	n1	faith	faith	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
gift	gift	n1	gift	gift	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
There	There	a-acp	There	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
cast	cast	vvn	cast	cast	0
vp	vp	a-acp	up	up	0
all	all	d	all	all	0
our	our	po12	our	our	0
recko	recko	n1	recko	recko	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
,	,	,	,	,	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
find	find	vvi	find	find	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
our	our	po12	our	our	0
righteous	righteous	j	righteous	righteous	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
our	our	po12	our	our	0
merites	merites	n2	merits	merit	0
,	,	,	,	,	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
fection	fection	n1	fection	fection	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
merite	merite	vvi	merit	merit	0
saluation	saluation	n1	salvation	salvation	0
)	)	)	)	)	0
are	are	vbr	are	be	0
nothing	nothing	pix	nothing	nothing	0
else	else	av	else	else	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
righteousnes	righteousnes	n1	righteousness	righteousness	0
and	and	cc	and	and	0
merites	merites	n2	merits	merit	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
imputed	imputed	vvn	imputed	impute	0
to	to	p-acp	to	to	0
vs	vs	pno12	us	we	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
mercie	mercie	n1	mercy	mercy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
our	our	po12	our	our	0
sinnes	sinnes	n2	sins	sin	0
are	are	vbr	are	be	0
pardoned	pardoned	vvn	pardoned	pardon	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
with	with	p-acp	with	with	0
Saint	Saint	n1	Saint	saint	0
Paule	Paule	np1	Paule	Paul	0
euerie	euerie	d	every	every	0
man	man	n1	man	man	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
Conscience	Conscience	n1	Conscience	conscience	0
,	,	,	,	,	0
may	may	vmb	may	may	0
right	right	vvi	right	right	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
say	say	vvb	say	say	0
,	,	,	,	,	0
What	What	q-crq	What	what	0
hast	hast	vh2	hast	have	0
thou	thou	pns21	thou	thou	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
thou	thou	pns21	thou	thou	0
hast	hast	vh2	hast	have	0
not	not	xx	not	not	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ceiued	ceiued	vvn	ceiued	ceiue	0
?	?	?	?	?	1
Yet	Yet	av	Yet	yet	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
mercie	mercie	n1	mercy	mercy	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
tyed	tyed	vvn	tied	tie	0
a	a	dt	a	a	0
blessing	blessing	n1	blessing	blessing	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
curse	curse	n1	curse	curse	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
shewe	shewe	vvi	show	show	0
the	the	dt	the	the	0
diffe	diffe	n1	diffe	diffe	0
∣	∣	sy	∣	∣	0
rence	rence	vvi	rence	rinse	0
betweene	betweene	p-acp	between	between	0
the	the	dt	the	the	0
reprobate	reprobate	n-jn	reprobate	reprobate	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
They	They	pns32	They	they	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
by	by	p-acp	by	by	0
mercy	mercy	n1	mercy	mercy	0
,	,	,	,	,	0
attaine	attaine	vvb	attain	attain	0
this	this	d	this	this	0
mercy	mercy	n1	mercy	mercy	0
,	,	,	,	,	0
are	are	vbr	are	be	0
truely	truely	av-j	truly	true	0
called	called	vvn	called	call	0
bles	bles	n1	bles	bles	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
;	;	;	;	;	0
They	They	pns32	They	they	0
which	which	r-crq	which	which	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
mercie	mercie	n1	mercy	mercy	0
,	,	,	,	,	0
are	are	vbr	are	be	0
depriued	depriued	vvn	deprived	deprive	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
mercy	mercy	n1	mercy	mercy	0
,	,	,	,	,	0
are	are	vbr	are	be	0
iustly	iustly	av-j	justly	just	0
accur	accur	vvb	accur	accur	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
can	can	vmb	can	can	0
there	there	pc-acp	there	there	0
bee	bee	vbi	be	be	0
in	in	p-acp	in	in	0
one	one	pi	one	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	pi	one	one	0
so	so	av	so	so	0
certaine	certaine	j	certain	certain	0
and	and	cc	and	and	0
immutable	immutable	j	immutable	immutable	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
such	such	d	such	such	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
diuers	diuers	j	diverse	diverse	0
effects	effects	n2	effects	effect	0
?	?	?	?	?	1
Can	Can	vmb	Can	can	0
mercy	mercy	n1	mercy	mercy	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
without	without	p-acp	without	without	0
mercy	mercy	n1	mercy	mercy	0
?	?	?	?	?	1
Can	Can	vmb	Can	can	0
light	light	n1	light	light	0
be	be	vbi	be	be	0
seene	seene	vvn	seen	see	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
light	light	j	light	light	0
?	?	?	?	?	1
Can	Can	vmb	Can	can	0
fire	fire	n1	fire	fire	0
be	be	vbi	be	be	0
felt	felt	vvn	felt	feel	0
without	without	p-acp	without	without	0
heate	heate	n1	heat	heat	0
?	?	?	?	?	1
What	What	q-crq	What	what	0
more	more	dc	more	more	0
contrarie	contrarie	j-jn	contrary	contrary	0
the	the	dt	the	the	0
one	one	crd	one	one	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
then	then	cs	then	than	0
glorie	glorie	n1	glory	glory	0
,	,	,	,	,	0
&	&	cc	&	and	0
confusion	confusion	n1	confusion	confusion	0
?	?	?	?	?	1
Yet	Yet	av	Yet	yet	0
one	one	crd	one	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
selfe	selfe	n1	self	self	0
same	same	d	same	same	0
fire	fire	n1	fire	fire	0
,	,	,	,	,	0
makes	makes	vvz	makes	make	0
golde	golde	n1	gold	gold	0
more	more	av-dc	more	more	0
glorious	glorious	j	glorious	glorious	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
vtterly	vtterly	av-j	utterly	utter	0
consumes	consumes	vvz	consumes	consume	0
wood	wood	n1	wood	wood	0
,	,	,	,	,	0
straw	straw	n1	straw	straw	0
,	,	,	,	,	0
and	and	cc	and	and	0
stubble	stubble	n1	stubble	stubble	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
contra	contra	fw-la	contra	contra	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
then	then	cs	then	than	0
hard	hard	j	hard	hard	0
,	,	,	,	,	0
and	and	cc	and	and	0
soft	soft	j	soft	soft	0
?	?	?	?	?	0
yet	yet	av	yet	yet	0
one	one	crd	one	one	0
and	and	cc	and	and	0
the	the	dt	the	the	0
selfe	selfe	n1	self	self	0
same	same	d	same	same	0
sunne	sunne	n1	sun	sun	0
doth	doth	vdz	does	do	0
harden	harden	vvi	harden	harden	0
the	the	dt	the	the	0
dirte	dirte	n1	dirt	dirt	0
,	,	,	,	,	0
and	and	cc	and	and	0
mollifieth	mollifieth	vvz	mollifieth	mollifi	0
the	the	dt	the	the	0
waxe	waxe	n1	wax	wax	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
contrarie	contrarie	j-jn	contrary	contrary	0
effects	effects	n2	effects	effect	0
proceede	proceede	vvb	proceed	proceed	0
not	not	xx	not	not	0
from	from	p-acp	from	from	0
any	any	d	any	any	0
contrarie	contrarie	n-jn	contrary	contrary	0
∣	∣	sy	∣	∣	0
tie	tie	vvb	tie	tie	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
found	found	vvn	found	find	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
pure	pure	j	pure	pure	0
and	and	cc	and	and	0
simple	simple	j	simple	simple	0
essence	essence	n1	essence	essence	0
either	either	av-d	either	either	0
of	of	pp-f	of	of	0
Sunne	Sunne	n1	Sun	sun	0
or	or	cc	or	or	0
fire	fire	n1	fire	fire	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
diuersitie	diuersitie	n1	diversity	diversity	0
which	which	r-crq	which	which	0
lyeth	lyeth	vvz	lies	lie	0
hid	hid	vvn	hid	hide	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
na	na	fw-mi	na	na	0
∣	∣	sy	∣	∣	0
ture	ture	n1	ture	ture	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
subiects	subiects	n2-jn	subjects	subject	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
work	work	vvb	work	work	0
.	.	.	.	.	1
The	The	dt	The	the	0
mercy	mercy	n1	mercy	mercy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
being	being	vbg	being	be	0
still	still	av	still	still	0
one	one	crd	one	one	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
is	is	vbz	is	be	0
offered	offered	vvn	offered	offer	0
to	to	p-acp	to	to	0
al	al	d	all	all	0
without	without	p-acp	without	without	0
respect	respect	n1	respect	respect	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
shines	shines	vvz	shines	shine	0
and	and	cc	and	and	0
the	the	dt	the	the	0
raine	raine	n1	rain	rain	0
fals	fals	vvz	falls	fall	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
vniust	vniust	j	unjust	unjust	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
iust	iust	j	just	just	0
)	)	)	)	)	0
but	but	p-acp	but	but	0
all	all	d	all	all	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ceiue	ceiue	n1	ceiue	ceiue	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
.	.	.	.	.	1
The	The	dt	The	the	0
wicked	wicked	j	wicked	wicked	0
see	see	vvi	see	see	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
des	des	fw-fr	des	des	0
∣	∣	sy	∣	∣	0
pise	pise	n1	pise	pise	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
iest	iest	n1	jest	jest	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
iust	iust	j	just	just	0
iudgement	iudgement	n1	judgement	judgement	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
they	they	pns32	they	they	0
perish	perish	vvb	perish	perish	0
in	in	p-acp	in	in	0
theyr	theyr	po32	their	their	0
wickednesse	wickednesse	n1	wickedness	wickedness	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
did	did	vdd	did	do	0
Pharao	Pharao	np1	Pharao	Pharaoh	0
,	,	,	,	,	0
Iudas	Iudas	np1	Iudas	Judas	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
sonnes	sonnes	n2	sons	son	0
of	of	pp-f	of	of	0
Elie	Elie	np1	Elie	Elie	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
The	The	dt	The	the	0
elect	elect	j-vvn	elect	elect	0
,	,	,	,	,	0
being	being	vbg	being	be	0
moued	moued	vvn	moved	move	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
do	do	vdb	do	do	0
see	see	vvi	see	see	0
,	,	,	,	,	0
lament	lament	vvb	lament	lament	0
,	,	,	,	,	0
and	and	cc	and	and	0
repent	repent	vvi	repent	repent	0
their	their	po32	their	their	0
sinnes	sinnes	n2	sins	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
by	by	p-acp	by	by	0
mercy	mercy	n1	mercy	mercy	0
obtaine	obtaine	vvi	obtain	obtain	0
pardon	pardon	n1	pardon	pardon	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
,	,	,	,	,	0
though	though	cs	though	though	0
,	,	,	,	,	0
both	both	d	both	both	0
the	the	dt	the	the	0
elect	elect	j	elect	elect	0
and	and	cc	and	and	0
the	the	dt	the	the	0
reprobate	reprobate	n-jn	reprobate	reprobate	0
are	are	vbr	are	be	0
both	both	av-d	both	both	0
alike	alike	av	alike	alike	0
happie	happie	j	happy	happy	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
mercy	mercy	n1	mercy	mercy	0
is	is	vbz	is	be	0
offered	offered	vvn	offered	offer	0
to	to	p-acp	to	to	0
both	both	d	both	both	0
a	a	dt	a	a	0
like	like	j	like	like	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
refuse	refuse	vvi	refuse	refuse	0
it	it	pn31	it	it	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
iustly	iustly	av-j	justly	just	0
accursed	accursed	vvn	accursed	accurse	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
that	that	cst	that	that	0
receiue	receiue	vvb	receive	receive	0
,	,	,	,	,	0
and	and	cc	and	and	0
take	take	vvb	take	take	0
hold	hold	n1	hold	hold	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
are	are	vbr	are	be	0
here	here	av	here	here	0
accounted	accounted	vvn	accounted	account	0
happie	happie	j	happy	happy	0
and	and	cc	and	and	0
