IT's	IT's	pn31|vbz	IT's	it|be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Thessalonians	Thessalonians	njp2	Thessalonians	thessalonians	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
,	,	,	,	,	0
the	the	dt	the	the	0
forementioned	forementioned	j	forementioned	forementioned	0
respects	respects	n2	respects	respect	0
.	.	.	.	.	1
Or	Or	cc	Or	or	0
,	,	,	,	,	0
if	if	cs	if	if	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
we	we	pns12	we	we	0
understand	understand	vvb	understand	understand	0
the	the	dt	the	the	0
Jewes	Jewes	np2	Jewes	Jew	0
which	which	r-crq	which	which	0
dwelt	dwelt	vvd	dwelled	dwell	0
in	in	p-acp	in	in	0
Berea	Berea	np1	Berea	Berea	0
,	,	,	,	,	0
See	See	vvb	See	see	0
Beza	Beza	np1	Beza	Beza	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
place	place	n1	place	place	0
.	.	.	.	.	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
Sy	Sy	np1	Sy	Sy	0
∣	∣	sy	∣	∣	0
nagogue	nagogue	n1	nagogue	nagogue	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
whereinto	whereinto	c-crq	whereinto	whereinto	0
Paul	Paul	np1	Paul	Paul	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
tred	tred	vvi	tread	tread	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
came	came	vvd	came	come	0
thither	thither	av	thither	thither	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
most	most	ds	most	most	0
consonant	consonant	j	consonant	consonant	0
and	and	cc	and	and	0
agreeable	agreeable	j	agreeable	agreeable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Text	Text	n1	Text	text	0
)	)	)	)	)	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
outward	outward	j	outward	outward	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
spects	spects	n2-jn	spects	spect	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
very	very	av	very	very	0
same	same	d	same	same	0
condition	condition	n1	condition	condition	0
wherein	wherein	c-crq	wherein	wherein	0
the	the	dt	the	the	0
Thessalonian	Thessalonian	njp	Thessalonian	thessalonian	0
Jews	Jews	np2	Jews	Jew	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
not	not	xx	not	not	0
more	more	av-dc	more	more	0
enobled	enobled	j-vvn	ennobled	ennoble	0
,	,	,	,	,	0
dignified	dignified	vvn	dignified	dignify	0
,	,	,	,	,	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
ferred	ferred	vvn	ferred	fer	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
herein	herein	av	herein	herein	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
more	more	av-dc	more	more	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
then	then	av	then	then	0
those	those	d	those	those	0
in	in	p-acp	in	in	0
Thessalonica	Thessalonica	np1	Thessalonica	Thessalonica	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
received	received	vvd	received	receive	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
readi	readi	n1	readi	readi	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
of	of	pp-f	of	of	0
minde	minde	n1	mind	mind	0
;	;	;	;	;	0
and	and	cc	and	and	0
searched	searched	vvd	searched	search	0
the	the	dt	the	the	0
Scri	Scri	np1	Scri	Scri	0
∣	∣	sy	∣	∣	0
ptures	ptures	n2	ptures	pture	0
daily	daily	av-j	daily	daily	0
whether	whether	cs	whither	whether	0
those	those	d	those	those	0
things	things	n2	things	thing	0
were	were	vbdr	were	be	0
so	so	av	so	so	0
.	.	.	.	.	1
Erasmus	Erasmus	np1	Erasmus	Erasmus	0
Paraph.	Paraph.	np1	Paraph.	Paraph.	0
That	That	cst	That	that	0
is	is	vbz	is	be	0
(	(	(	(	(	0
according	according	p-acp	according	according	0
to	to	p-acp	to	to	0
one	one	crd	one	one	0
)	)	)	)	)	0
For	For	c-acp	For	for	0
they	they	pns32	they	they	0
received	received	vvd	received	receive	0
the	the	dt	the	the	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Go	Go	vvb	Go	go	0
∣	∣	sy	∣	∣	0
spel	spel	n1	spell	spell	0
very	very	j	very	very	0
readily	readily	av-j	readily	ready	0
,	,	,	,	,	0
every	every	d	every	every	0
day	day	n1	day	day	0
searching	searching	vvg	searching	search	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
diligently	diligently	av-j	diligently	diligent	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
see	see	vvi	see	see	0
how	how	c-crq	how	how	0
those	those	d	those	those	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
learned	learned	vvn	learned	learn	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
instructi	instructi	fw-la	instructi	instructi	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
,	,	,	,	,	0
agreed	agreed	vvn	agreed	agree	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Prophecies	Prophecies	n2	Prophecies	prophecy	0
and	and	cc	and	and	0
Figures	Figures	n2	Figures	figure	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
.	.	.	.	.	1
Halls	Halls	ng1	Halls	hall	0
Pa	Pa	wd	Pa	pa	0
∣	∣	sy	∣	∣	0
raph	raph	n1	ralph	ralph	0
.	.	.	.	.	1
Or	Or	cc	Or	or	0
,	,	,	,	,	0
(	(	(	(	(	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
)	)	)	)	)	0
They	They	pns32	They	they	0
chearfully	chearfully	av-j	cheerfully	cheerful	0
received	received	vvd	received	receive	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
and	and	cc	and	and	0
took	took	vvd	took	take	0
pains	pains	n2	pains	pain	0
to	to	pc-acp	to	to	0
search	search	vvi	search	search	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
pare	pare	vvb	pare	pare	0
our	our	po12	our	our	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Text	Text	n1	Text	text	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Prophets	Prophets	n2	Prophets	prophet	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
alledged	alledged	vvn	alleged	allege	0
them	them	pno32	them	they	0
aright	aright	av	aright	aright	0
.	.	.	.	.	1
Having	Having	vhg	Having	have	0
thus	thus	av	thus	thus	0
received	received	vvd	received	receive	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
,	,	,	,	,	0
thus	thus	av	thus	thus	0
searched	searched	vvd	searched	search	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
,	,	,	,	,	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
therefore	therefore	av	therefore	therefore	0
more	more	av-dc	more	more	0
noble	noble	j	noble	noble	0
then	then	cs	then	than	0
they	they	pns32	they	they	0
;	;	;	;	;	0
more	more	dc	more	more	0
ingenuous	ingenuous	j	ingenuous	ingenuous	0
,	,	,	,	,	0
better	better	av-jc	better	better	0
affected	affected	vvn	affected	affect	0
.	.	.	.	.	1
To	To	pc-acp	To	to	0
be	be	vbi	be	be	0
well	well	av	well	well	0
reported	reported	vvn	reported	report	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
reputed	reputed	vvn	reputed	repute	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
both	both	d	both	both	0
whilst	whilst	cs	while	while	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
alive	alive	j	alive	alive	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
dead	dead	j	dead	dead	0
,	,	,	,	,	0
is	is	vbz	is	be	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
should	should	vmd	should	shall	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
do	do	vdb	do	do	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
fect	fect	n1	fect	fact	0
.	.	.	.	.	1
Pro	Pro	np1	Pro	Pro	0
22.1	22.1	crd	22.1	22.1	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
a	a	dt	a	a	0
good	good	j	good	good	0
name	name	n1	name	name	0
is	is	vbz	is	be	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
chosen	chosen	vvn	chosen	choose	0
then	then	av	then	then	0
great	great	j	great	great	0
riches	riches	n2	riches	riches	0
.	.	.	.	.	1
Eccles.	Eccles.	np1	Eccles.	Eccles.	0
7.1	7.1	crd	7.1	7.1	0
And	And	cc	And	and	0
a	a	dt	a	a	0
good	good	j	good	good	0
name	name	n1	name	name	0
is	is	vbz	is	be	0
better	better	jc	better	better	0
then	then	cs	then	than	0
precious	precious	j	precious	precious	0
ointment	ointment	n1	ointment	ointment	0
.	.	.	.	.	1
Nor	Nor	ccx	Nor	nor	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Deserving	Deserving	j-vvg	Deserving	deserve	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
depri	depri	fw-la	depri	depri	0
∣	∣	sy	∣	∣	0
ved	ved	n-vvn	ved	ve	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
due	due	j-jn	due	due	0
commendation	commendation	n1	commendation	commendation	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
hereby	hereby	av	hereby	hereby	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
of	of	pp-f	of	of	0
Deserving	Deserving	j-vvg	Deserving	deserve	0
they	they	pns32	they	they	0
become	become	vvi	become	become	0
more	more	av-dc	more	more	0
deserving	deserving	j-vvg	deserving	deserve	0
,	,	,	,	,	0
Virtus	Virtus	fw-la	Virtus	virtus	0
laudata	laudata	fw-la	laudata	laudata	0
crescit	crescit	fw-la	crescit	crescit	0
.	.	.	.	.	0
but	but	cc-acp	but	but	0
others	others	n2-jn	others	other	0
also	also	av	also	also	0
endeavour	endeavour	vvb	endeavour	endeavour	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
them	them	pno32	them	they	0
:	:	:	:	:	0
propound	propound	vvb	propound	propound	0
them	them	pno32	them	they	0
as	as	p-acp	as	as	0
fit	fit	j	fit	fit	0
patterns	patterns	n2	patterns	pattern	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
imitation	imitation	n1	imitation	imitation	0
.	.	.	.	.	1
Paul	Paul	np1	Paul	Paul	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
here	here	av	here	here	0
deprived	deprived	vvn	deprived	deprive	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
due	due	j-jn	due	due	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Bereans	Bereans	njp2	Bereans	bereans	0
of	of	pp-f	of	of	0
theirs	theirs	png32	theirs	they	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
both	both	d	both	both	0
commended	commended	vvn	commended	commend	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
sacred	sacred	j	sacred	sacred	0
History	History	n1	History	history	0
.	.	.	.	.	1
Paul	Paul	np1	Paul	Paul	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
having	having	vhg	having	have	0
been	been	vbn	been	be	0
so	so	av	so	so	0
often	often	av	often	often	0
in	in	p-acp	in	in	0
danger	danger	n1	danger	danger	0
,	,	,	,	,	0
and	and	cc	and	and	0
suffered	suffered	vvd	suffered	suffer	0
so	so	av	so	so	0
much	much	av-d	much	much	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
ready	ready	j	ready	ready	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Jews	Jews	np2	Jews	Jew	0
,	,	,	,	,	0
Acts	Acts	n2	Acts	act	0
9.23	9.23	crd	9.23	9.23	0
.	.	.	.	.	1
(	(	(	(	(	0
as	as	c-acp	as	as	0
at	at	p-acp	at	at	0
Damascus	Damascus	np1	Damascus	Damascus	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
took	took	vvd	took	take	0
counsel	counsel	n1	counsel	counsel	0
to	to	pc-acp	to	to	0
kill	kill	vvi	kill	kill	0
him	him	pno31	him	he	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
intent	intent	n1	intent	intent	0
watched	watched	vvd	watched	watch	0
the	the	dt	the	the	0
gates	gates	n2	gates	gate	0
day	day	n1	day	day	0
and	and	cc	and	and	0
night	night	n1	night	night	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
prevention	prevention	n1	prevention	prevention	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
the	the	dt	the	the	0
Disciples	Disciples	n2	Disciples	disciple	0
let	let	vvb	let	let	0
him	him	pno31	him	he	0
down	down	a-acp	down	down	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
wall	wall	n1	wall	wall	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
banket	banket	n1	banquet	banquet	0
.	.	.	.	.	1
Acts	Acts	np1	Acts	Acts	0
13.45	13.45	crd	13.45	13.45	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
Antioch	Antioch	np1	Antioch	Antioch	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
spake	spake	vvd	spoke	speak	0
against	against	p-acp	against	against	0
those	those	d	those	those	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
spoken	spoken	vvn	spoken	speak	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
,	,	,	,	,	0
contradict	contradict	vvi	contradict	contradict	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
and	and	cc	and	and	0
blaspheming	blaspheming	j-vvg	blaspheming	blaspheme	0
;	;	;	;	;	0
where	where	c-crq	where	where	0
also	also	av	also	also	0
they	they	pns32	they	they	0
stirred	stirred	vvd	stirred	stir	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
devout	devout	j	devout	devout	0
and	and	cc	and	and	0
honourable	honourable	j	honourable	honourable	0
women	women	n2	women	woman	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
chief	chief	j-jn	chief	chief	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
City	City	n1	City	city	0
,	,	,	,	,	0
and	and	cc	and	and	0
raised	raised	vvd	raised	raise	0
persecution	persecution	n1	persecution	persecution	0
against	against	p-acp	against	against	0
him	him	pno31	him	he	0
and	and	cc	and	and	0
Barnabas	Barnabas	np1	Barnabas	Barnabas	0
,	,	,	,	,	0
and	and	cc	and	and	0
expelled	expelled	vvd	expelled	expel	0
him	him	pno31	him	he	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
coasts	coasts	n2	coasts	coast	0
.	.	.	.	.	1
Act.	Act.	n1	Act.	act	0
14.5	14.5	crd	14.5	14.5	0
At	At	p-acp	At	at	0
Iconium	Iconium	np1	Iconium	Iconium	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
there	there	pc-acp	there	there	0
was	was	vbds	was	be	0
an	an	dt	and	a	0
assault	assault	n1	assault	assault	0
made	made	vvd	made	make	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gentiles	Gentiles	n2-j	Gentiles	gentile	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Jews	Jews	np2	Jews	Jew	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
rulers	rulers	n2	rulers	ruler	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
them	them	pno32	them	they	0
despitefully	despitefully	av-j	despitefully	despiteful	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
stone	stone	n1	stone	stone	0
them	them	pno32	them	they	0
;	;	;	;	;	0
so	so	av	so	so	0
that	that	cst	that	that	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
own	own	d	own	own	0
preser	preser	n1	preser	preser	0
∣	∣	sy	∣	∣	0
vation	vation	n1	vation	vation	0
,	,	,	,	,	0
they	they	pns32	they	they	0
fled	fled	vvd	fled	flee	0
unto	unto	p-acp	unto	unto	0
Lystra	Lystra	np1	Lystra	Lystra	0
and	and	cc	and	and	0
Derbe	Derbe	np1	Derbe	Derbe	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
Lystra	Lystra	np1	Lystra	Lystra	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
swaded	swaded	vvd	swaded	swade	0
the	the	dt	the	the	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
having	having	vhg	having	have	0
stoned	stoned	vvn	stoned	stone	0
Paul	Paul	np1	Paul	Paul	0
,	,	,	,	,	0
drew	drew	vvd	drew	draw	0
him	him	pno31	him	he	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
City	City	n1	City	city	0
,	,	,	,	,	0
suppo	suppo	fw-it	suppo	suppo	0
∣	∣	sy	∣	∣	0
sing	sing	vvb	sing	sing	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
dead	dead	j	dead	dead	0
.	.	.	.	.	1
Acts.	Acts.	n2	Acts.	act	0
16.23	16.23	crd	16.23	16.23	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
Philippi	Philippi	np1	Philippi	Philippi	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
both	both	d	both	both	0
he	he	pns31	he	he	0
and	and	cc	and	and	0
Silas	Silas	np1	Silas	Silas	0
had	had	vhd	had	have	0
many	many	d	many	many	0
stripes	stripes	n2	stripes	stripe	0
laid	laid	vvn	laid	lay	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
;	;	;	;	;	0
were	were	vbdr	were	be	0
cast	cast	vvn	cast	cast	0
into	into	p-acp	into	into	0
prison	prison	n1	prison	prison	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
charge	charge	n1	charge	charge	0
given	given	vvn	given	give	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Jaylor	Jaylor	n1	Jailor	jailor	0
to	to	pc-acp	to	to	0
keep	keep	vvi	keep	keep	0
them	them	pno32	them	they	0
safely	safely	av-j	safely	safe	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
Thes	Thes	d	These	these	0
∣	∣	sy	∣	∣	0
salonica	salonica	fw-la	salonica	salonica	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Iews	Iews	np2	Iews	Jew	0
which	which	r-crq	which	which	0
belie	belie	vvi	belie	belie	0
∣	∣	sy	∣	∣	0
ved	ved	j	ved	ved	0
not	not	xx	not	not	0
,	,	,	,	,	0
moved	moved	vvn	moved	move	0
with	with	p-acp	with	with	0
envy	envy	n1	envy	envy	0
,	,	,	,	,	0
Acts	Acts	vvz	Acts	act	0
17.5	17.5	crd	17.5	17.5	0
.	.	.	.	.	0
took	took	vvn	took	take	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
certain	certain	j	certain	certain	0
lewd	lewd	j	lewd	lewd	0
fellows	fellows	n2	fellows	fellow	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
baser	baser	jc	baser	base	0
sort	sort	n1	sort	sort	0
,	,	,	,	,	0
and	and	cc	and	and	0
gathered	gathered	vvd	gathered	gather	0
a	a	dt	a	a	0
company	company	n1	company	company	0
,	,	,	,	,	0
and	and	cc	and	and	0
set	set	vvd	set	set	0
all	all	d	all	all	0
the	the	dt	the	the	0
City	City	n1	City	city	0
on	on	p-acp	on	on	0
an	an	dt	and	a	0
uproar	uproar	n1	uproar	uproar	0
;	;	;	;	;	0
and	and	cc	and	and	0
assault	assault	vvi	assault	assault	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
the	the	dt	the	the	0
house	house	n1	house	house	0
of	of	pp-f	of	of	0
Jason	Jason	np1	Jason	Jason	0
,	,	,	,	,	0
and	and	cc	and	and	0
sought	sought	vvd	sought	seek	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
them	them	pno32	them	they	0
out	out	av	out	out	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
people	people	n1	people	people	0
.	.	.	.	.	0
)	)	)	)	)	1
That	That	d	That	that	0
ha	ha	vhb	would	have	0
∣	∣	sy	∣	∣	0
ving	ving	n1	ving	ving	0
,	,	,	,	,	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
been	been	vbn	been	be	0
already	already	av	already	already	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
dan	dan	n1	dan	dan	0
∣	∣	sy	∣	∣	0
gers	gers	zz	gers	gers	0
,	,	,	,	,	0
and	and	cc	and	and	0
suffered	suffered	vvd	suffered	suffer	0
so	so	av	so	so	0
much	much	av-d	much	much	0
,	,	,	,	,	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
again	again	av	again	again	0
adventure	adventure	vvi	adventure	adventure	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
going	going	vvg	going	go	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Synagogue	Synagogue	n1	Synagogue	synagogue	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Iews	Iews	np2	Iews	Jew	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
Berea	Berea	np1	Berea	Berea	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
preaching	preaching	vvg	preaching	preach	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
,	,	,	,	,	0
and	and	cc	and	and	0
testifying	testifying	vvg	testifying	testify	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
;	;	;	;	;	0
Oh	Oh	uh	O	oh	0
the	the	dt	the	the	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
Patience	Patience	n1	Patience	patience	0
,	,	,	,	,	0
Zeal	Zeal	n1	Zeal	zeal	0
,	,	,	,	,	0
Magnanimity	Magnanimity	n1	Magnanimity	magnanimity	0
,	,	,	,	,	0
Charity	Charity	n1	Charity	charity	0
,	,	,	,	,	0
Confi	Confi	np1	Confi	Confi	0
∣	∣	sy	∣	∣	0
dence	dence	n1	dence	dence	0
,	,	,	,	,	0
and	and	cc	and	and	0
Constancy	Constancy	n1	Constancy	constancy	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
faith	faith	n1	faith	faith	0
∣	∣	sy	∣	∣	0
ful	ful	j	full	full	0
Servant	Servant	n1	Servant	servant	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
