HAuing	HAuing	vhg	Having	have	0
London	London	np1	London	London	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
cities	cities	n2	cities	city	0
and	and	cc	and	and	0
townes	townes	n2	towns	town	0
within	within	p-acp	within	within	0
this	this	d	this	this	0
Realme	Realme	n1	Realm	realm	0
where	where	c-crq	where	where	0
conuenient	conuenient	j	convenient	convenient	0
compa	compa	n1	compa	compa	0
∣	∣	sy	∣	∣	0
nies	nies	ng1	nies	nies	0
may	may	vmb	may	may	0
sone	sone	av	soon	soon	0
be	be	vbi	be	be	0
had	had	vhn	had	have	0
to	to	p-acp	to	to	0
sing	sing	vvg	sing	sing	0
songs	songs	n2	songs	song	0
for	for	p-acp	for	for	0
more	more	dc	more	more	0
voices	voices	n2	voices	voice	0
then	then	cs	then	than	0
two	two	crd	two	two	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
chiefely	chiefely	av-jn	chiefly	chief	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
doe	doe	vdb	do	do	0
dwell	dwell	vvi	dwell	dwell	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
countries	countries	n2	countries	country	0
far	far	av-j	far	far	0
from	from	p-acp	from	from	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
cities	cities	n2	cities	city	0
&	&	cc	&	and	0
townes	townes	n2	towns	town	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
such	such	d	such	such	0
company	company	n1	company	company	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
had	had	vhn	had	have	0
so	so	av	so	so	0
soone	soone	av	soon	soon	0
to	to	pc-acp	to	to	0
sing	sing	vvi	sing	sing	0
as	as	p-acp	as	as	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
consideration	consideration	n1	consideration	consideration	0
whereof	whereof	c-crq	whereof	whereof	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
now	now	av	now	now	0
publi	publi	vvn	publi	publi	0
∣	∣	sy	∣	∣	0
shed	shed	vvb	shed	shed	0
in	in	p-acp	in	in	0
print	print	n1	print	print	0
these	these	d	these	these	0
Duos	Duos	fw-la	Duos	duos	0
or	or	cc	or	or	0
songs	songs	n2	songs	song	0
for	for	p-acp	for	for	0
two	two	crd	two	two	0
voices	voices	n2	voices	voice	0
to	to	pc-acp	to	to	0
pleasure	pleasure	vvi	pleasure	pleasure	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
all	all	d	all	all	0
others	others	n2-jn	others	other	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
so	so	av	so	so	0
affected	affected	vvn	affected	affect	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
knowing	knowing	vvg	knowing	know	0
that	that	cst	that	that	0
your	your	po22	your	your	0
worship	worship	n1	worship	worship	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
fauorer	fauorer	n1	favourer	favourer	0
of	of	pp-f	of	of	0
Musick	Musick	n1	Music	music	0
,	,	,	,	,	0
&	&	cc	&	and	0
hath	hath	vhz	hath	have	0
good	good	j	good	good	0
iudgement	iudgement	n1	judgement	judgement	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
encouraged	encouraged	vvd	encouraged	encourage	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
this	this	d	this	this	0
worke	worke	n1	work	work	0
of	of	pp-f	of	of	0
myne	myne	png11	mine	i	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
confesse	confesse	vvi	confess	confess	0
that	that	cst	that	that	0
the	the	dt	the	the	0
guift	guift	n1	gift	gift	0
therof	therof	av	thereof	thereof	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
small	small	j	small	small	0
and	and	cc	and	and	0
simple	simple	j	simple	simple	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
rare	rare	j	rare	rare	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
noueltie	noueltie	n1	novelty	novelty	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
and	and	cc	and	and	0
therfore	therfore	av	therefore	therefore	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
willingly	willingly	av-j	willingly	willing	0
giue	giue	vvi	give	give	0
it	it	pn31	it	it	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
token	token	n1	token	token	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
zelous	zelous	j	zealous	zealous	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
and	and	cc	and	and	0
dutifull	dutifull	j	dutiful	dutiful	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
beare	beare	vvi	bear	bear	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
.	.	.	.	.	1
And	And	cc	And	and	0
thus	thus	av	thus	thus	0
dedicating	dedicating	j-vvg	dedicating	dedicate	0
and	and	cc	and	and	0
yeelding	yeelding	vvg	yielding	yield	0
this	this	d	this	this	0
same	same	d	same	same	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
worships	worships	ng1	worships	worship	0
Patro	Patro	n1	Patron	patron	0
∣	∣	sy	∣	∣	0
nage	nage	n1	nage	nage	0
and	and	cc	and	and	0
protection	protection	n1	protection	protection	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
commit	commit	vvi	commit	commit	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
tuition	tuition	n1	tuition	tuition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Al	Al	d	All	all	0
∣	∣	sy	∣	∣	0
mightie	mightie	j	mighty	mighty	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
dayly	dayly	av-j	daily	daily	0
pray	pray	vvb	pray	pray	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
very	very	j	very	very	0
good	good	j	good	good	0
la	la	fw-fr	la	la	0
∣	∣	sy	∣	∣	0
die	die	vvb	die	die	0
your	your	po22	your	your	0
bedfellow	bedfellow	n1	bedfellow	bedfellow	0
,	,	,	,	,	0
a	a	dt	a	a	0
long	long	j	long	long	0
and	and	cc	and	and	0
prosperous	prosperous	j	prosperous	prosperous	0
estate	estate	n1	estate	estate	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
lyke	lyke	av-j	like	like	0
lyfe	lyfe	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
and	and	cc	and	and	0
receiue	receiue	vvi	receive	receive	0
you	you	pn22	you	you	0
both	both	d	both	both	0
into	into	p-acp	into	into	0
his	his	po31	his	his	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
eternal	eternal	j	eternal	eternal	0
ioy	ioy	n1	joy	joy	0
and	and	cc	and	and	0
all	all	d	all	all	0
true	true	j	true	true	0
blessednesse	blessednesse	n1	blessedness	blessedness	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
London	London	np1	London	London	0
the	the	dt	the	the	0
19.	19.	crd	19.	19	0
of	of	pp-f	of	of	0
Nouember	Nouember	np1	Nouember	November	0
.	.	.	.	.	1
1590.	1590.	crd	1590.	1590.	1
