Your	Your	po22	Your	your	0
,	,	,	,	,	0
and	and	cc	and	and	0
try	try	vvi	try	try	0
the	the	dt	the	the	0
spirits	spirits	n2	spirits	spirit	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
;	;	;	;	;	0
that	that	cst	that	that	0
so	so	av	so	so	0
you1	you1	n1	you1	you1	0
Thes.	Thes.	np1	Thes.	Thes.	1
5.	5.	crd	5.	5.	0
21.	21.	crd	21.	21.	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
hold	hold	vvi	hold	hold	0
fast	fast	av-j	fast	fast	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
evill	evill	j-jn	evil	evil	0
,	,	,	,	,	0
and	and	cc	and	and	0
lose	lose	vvi	loose	lose	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
good	good	j	good	good	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
esteeming	esteeming	vvg	esteeming	esteem	0
one	one	crd	one	one	0
messenger	messenger	n1	messenger	messenger	0
aboue	aboue	p-acp	above	above	0
ano	ano	av	anon	anon	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
;	;	;	;	;	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
doing	doing	vdg	doing	do	0
you	you	pn22	you	you	0
receive	receive	vvi	receive	receive	0
the	the	dt	the	the	0
mes	mes	fw-fr	mes	mes	0
∣	∣	sy	∣	∣	0
sage	sage	j-jn	sage	sage	0
in	in	p-acp	in	in	0
love	love	n1	love	love	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
messenger	messenger	n1	messenger	messenger	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
love	love	n1	love	love	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
message	message	n1	message	message	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
;	;	;	;	;	0
so	so	av	so	so	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
comes	comes	vvz	comes	come	0
,	,	,	,	,	0
ye	ye	pn22	you	you	0
rejoyce	rejoyce	vvb	rejoice	rejoice	0
in	in	p-acp	in	in	0
man	man	n1	man	man	0
and	and	cc	and	and	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
delivered	delivered	vvn	delivered	deliver	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
man	man	n1	man	man	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
in	in	a-acp	in	in	0
∣	∣	sy	∣	∣	0
stance	stance	n1	stance	stance	0
)	)	)	)	)	0
the	the	dt	the	the	0
Countrymen	Countrymen	n2	Countrymen	countryman	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
be	be	vbi	be	be	0
astonished	astonished	vvn	astonished	astonish	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Do	Do	vdb	Do	do	0
∣	∣	sy	∣	∣	0
ctrine	ctrine	n1	ctrine	ctrine	0
delivered	delivered	vvn	delivered	deliver	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
;	;	;	;	;	0
Saying	Saying	vvg	Saying	say	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
whence	whence	q-crq	whence	whence	0
hath	hath	vhz	hath	have	0
he	he	pns31	he	he	0
these	these	d	these	these	0
things	things	n2	things	thing	0
,	,	,	,	,	0
&	&	cc	&	and	0
whatMark	whatMark	np1	whatMark	whatMark	0
.	.	.	.	.	1
6.	6.	crd	6.	6.	0
2.	2.	crd	2.	2.	0
3.	3.	crd	3.	3.	0
wisdome	wisdome	n1	wisdom	wisdom	0
is	is	vbz	is	be	0
this	this	d	this	this	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
given	given	vvn	given	give	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
They	They	pns32	They	they	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
acknow	acknow	vvi	acknow	acknow	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
the	the	cs	the	than	0
excellence	excellence	n1	excellence	excellence	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
admiration	admiration	n1	admiration	admiration	0
conclude	conclude	vvi	conclude	conclude	0
;	;	;	;	;	0
never	never	av-x	never	never	0
manIohn	manIohn	n1	manIohn	maniohn	0
7	7	crd	7	7	0
46	46	crd	46	46	0
spake	spake	vvd	spoke	speak	0
like	like	av-j	like	like	0
this	this	d	this	this	0
man	man	n1	man	man	0
,	,	,	,	,	0
(	(	(	(	(	0
but	but	p-acp	but	but	0
)	)	)	)	)	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
understood	understood	vvd	understood	understand	0
whose	whose	rg-crq	whose	who	0
Son	Son	n1	Son	son	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
;	;	;	;	;	0
how	how	c-crq	how	how	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
Carpenter	Carpenter	n1	Carpenter	carpenter	0
,	,	,	,	,	0
Maries	Maries	npg1	Maries	Mary	0
Son	Son	n1	Son	son	0
,	,	,	,	,	0
the	the	dt	the	the	0
brother	brother	n1	brother	brother	0
of	of	pp-f	of	of	0
JAMES	JAMES	np1	JAMES	James	0
and	and	cc	and	and	0
JOSESvers	JOSESvers	np1	JOSESvers	JOSESvers	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
JVDAH	JVDAH	np1	JVDAH	JVDAH	0
and	and	cc	and	and	0
SIMON	SIMON	np1	SIMON	Simon	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
their	their	po32	their	their	0
Sisters	Sisters	n2	Sisters	sister	0
were	were	vbdr	were	be	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
;	;	;	;	;	0
then	then	av	then	then	0
their	their	po32	their	their	0
note	note	n1	note	note	0
was	was	vbds	was	be	0
changed	changed	vvn	changed	change	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
wher	wher	c-crq	where	where	0
∣	∣	sy	∣	∣	0
as	as	p-acp	as	as	0
before	before	c-acp	before	before	0
they	they	pns32	they	they	0
appluaded	appluaded	vvd	appluaded	appluade	0
him	him	pno31	him	he	0
:	:	:	:	:	0
now	now	av	now	now	0
saith	saith	vvz	says	say	0
the	the	dt	the	the	0
Text	Text	n1	Text	text	0
,	,	,	,	,	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
offended	offended	vvn	offended	offend	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	d	that	that	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
end	end	n1	end	end	0
I	I	pns11	I	i	0
quote	quote	vvb	quote	quote	0
this	this	d	this	this	0
Scripture	Scripture	n1	Scripture	scripture	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
examine	examine	vvi	examine	examine	0
your	your	po22	your	your	0
own	own	d	own	own	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
you	you	pn22	you	you	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
offended	offended	vvn	offended	offend	0
,	,	,	,	,	0
that	that	cst	that	that	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
call	call	vvi	call	call	0
out	out	av	out	out	0
the	the	dt	the	the	0
poorest	poorest	js	poorest	poor	0
,	,	,	,	,	0
and	and	cc	and	and	0
weakest	weakest	js	weakest	weak	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
adorning	adorning	vvg	adorning	adorn	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
gifts	gifts	n2	gifts	gift	0
equivalent	equivalent	j	equivalent	equivalent	0
thereto	thereto	av	thereto	thereto	0
,	,	,	,	,	0
autho	autho	fw-la	autho	autho	0
∣	∣	sy	∣	∣	0
rizing	rizing	vvg	rising	rise	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Princely	Princely	j	Princely	princely	0
Majesty	Majesty	n1	Majesty	majesty	0
to	to	pc-acp	to	to	0
divulge	divulge	vvi	divulge	divulge	0
his	his	po31	his	his	0
message	message	n1	message	message	0
to	to	p-acp	to	to	0
People	People	n1	People	people	0
,	,	,	,	,	0
Kings	Kings	n2	Kings	king	0
,	,	,	,	,	0
&	&	cc	&	and	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
and	and	cc	and	and	0
who	who	r-crq	who	who	0
shall	shall	vmb	shall	shall	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
stand	stand	zz	stand	stand	0
his	his	po31	his	his	0
pleasure	pleasure	n1	pleasure	pleasure	0
herein	herein	av	herein	herein	0
,	,	,	,	,	0
or	or	cc	or	or	0
who	who	q-crq	who	who	0
dare	dare	vvb	dare	dare	0
presume	presume	vvi	presume	presume	0
to	to	pc-acp	to	to	0
murmure	murmure	vvi	murmur	murmur	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
doings	doings	n2-vdg	doings	do	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
marvelous	marvelous	j	marvelous	marvelous	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
eyes	eyes	n2	eyes	eye	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
;	;	;	;	;	0
knowing	knowing	vvg	knowing	know	0
this	this	d	this	this	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
him	him	pno31	him	he	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
11.	11.	crd	11.	11.	0
36.	36.	crd	36.	36.	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
;	;	;	;	;	0
So	So	av	So	so	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
do	do	vdi	do	do	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
pleaseth	pleaseth	vvz	pleases	please	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
what	what	r-crq	what	what	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
please	please	vvb	please	please	0
to	to	pc-acp	to	to	0
confound	confound	vvi	confound	confound	0
the	the	dt	the	the	0
Wise	Wise	j	Wise	wise	0
,	,	,	,	,	0
and	and	cc	and	and	0
exalt	exalt	vvi	exalt	exalt	0
the	the	dt	the	the	0
Ignorant	Ignorant	j	Ignorant	ignorant	0
?	?	?	?	?	0
what	what	q-crq	what	what	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
pleaseSo	pleaseSo	fw-la	pleaseSo	pleaseso	0
accoun	accoun	vvb	accoun	accoun	0
∣	∣	sy	∣	∣	0
ted	ted	j	ted	ted	0
.	.	.	.	.	0
to	to	pc-acp	to	to	0
refuse	refuse	vvi	refuse	refuse	0
the	the	dt	the	the	0
greatnesse	greatnesse	n1	greatness	greatness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Elders	Elders	n2-jn	Elders	elder	0
Scribes	Scribes	n2	Scribes	scribe	0
,	,	,	,	,	0
and	and	cc	and	and	0
Pharisees	Pharisees	np2	Pharisees	Pharisee	0
,	,	,	,	,	0
and	and	cc	and	and	0
accept	accept	vvi	accept	accept	0
of	of	pp-f	of	of	0
beggers	beggers	n2	beggars	beggar	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Peter	Peter	np1	Peter	Peter	0
and	and	cc	and	and	0
John	John	np1	John	John	0
?	?	?	?	?	0
what	what	q-crq	what	what	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
please	please	vvb	please	please	0
to	to	pc-acp	to	to	0
reject	reject	vvi	reject	reject	0
the	the	dt	the	the	0
Nobility	Nobility	n1	Nobility	nobility	0
of	of	pp-f	of	of	0
King	King	n1	King	king	0
Ahab	Ahab	np1	Ahab	Ahab	0
,	,	,	,	,	0
and	and	cc	and	and	0
approbate	approbate	vvi	approbate	approbate	0
the	the	dt	the	the	0
Prophesye	Prophesye	vvb	Prophesy	prophesy	0
of	of	pp-f	of	of	0
poore	poore	j	poor	poor	0
ELIAH	ELIAH	np1	ELIAH	Eliah	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
poore	poore	j	poor	poor	0
Tradesmen	Tradesmen	n2	Tradesmen	tradesman	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Taylors	Taylors	n2	Tailors	tailor	0
,	,	,	,	,	0
Weavers	Weavers	n2	Weavers	weaver	0
&c.	&c.	av	etc.	etc	1
Should	Should	vmd	Should	shall	0
this	this	d	this	this	0
displease	displease	vvi	displease	displease	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
pleasure	pleasure	n1	pleasure	pleasure	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
?	?	?	?	?	1
If	If	cs	If	if	0
this	this	d	this	this	0
be	be	vbb	be	be	0
your	your	po22	your	your	0
trouble	trouble	n1	trouble	trouble	0
that	that	cst	that	that	0
EldadGentle	EldadGentle	j	EldadGentle	eldadgentle	0
∣	∣	sy	∣	∣	0
men	men	n1	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
Medad	Medad	np1	Medad	Medad	0
should	should	vmd	should	shall	0
prophesie	prophesie	vvi	prophesy	prophesy	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
high	high	j	high	high	0
should	should	vmd	should	shall	0
deliver	deliver	vvi	deliver	deliver	0
the	the	dt	the	the	0
message	message	n1	message	message	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Kings	Kings	n2	Kings	king	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Family	Family	n1	Family	family	0
of	of	pp-f	of	of	0
love	love	n1	love	love	0
should	should	vmd	should	shall	0
improve	improve	vvi	improve	improve	0
their	their	po32	their	their	0
Tallent	Tallent	n1	Talent	talent	0
given	given	vvn	given	give	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
Fa	Fa	fw-it	Fa	fa	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
;	;	;	;	;	0
notwithstanding	notwithstanding	p-acp	notwithstanding	notwithstanding	0
your	your	po22	your	your	0
displea	displea	n1	displea	displea	0
∣	∣	sy	∣	∣	0
sure1	sure1	n1	sure1	sure1	0
Iohn	Iohn	np1	Iohn	John	0
1.	1.	crd	1.	1.	0
.	.	.	.	.	0
herein	herein	av	herein	herein	0
,	,	,	,	,	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
not	not	xx	not	not	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
,	,	,	,	,	0
but	but	p-acp	but	but	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
seene	seene	vvn	seen	see	0
and	and	cc	and	and	0
heard	heard	vvn	herd	hear	0
,	,	,	,	,	0
declare	declare	vvb	declare	declare	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
;	;	;	;	;	0
(	(	(	(	(	0
yea	yea	uh	yea	yea	0
you	you	pn22	you	you	0
)	)	)	)	)	0
my	my	po11	my	my	0
Country	Country	n1	Country	country	0
∣	∣	sy	∣	∣	0
men	men	n1	men	man	0
,	,	,	,	,	0
my	my	po11	my	my	0
Townes-men	Townes-men	n2	Townsmen	townsman	0
,	,	,	,	,	0
my	my	po11	my	my	0
Neigh	Neigh	n1	Neigh	neigh	0
∣	∣	sy	∣	∣	0
bours	bours	n1	bours	bours	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
Acquaintance	Acquaintance	n1	Acquaintance	acquaintance	0
;	;	;	;	;	0
under	under	p-acp	under	under	0
this	this	d	this	this	0
Relation	Relation	n1	Relation	relation	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
imboldned	imboldned	vvd	emboldened	embolden	0
.	.	.	.	.	1
I	I	pns11	I	i	0
am	am	vbm	am	be	0
engaged	engaged	vvn	engaged	engage	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
my	my	po11	my	my	0
Light	Light	n1	Light	light	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
traffick	traffick	vvi	traffic	traffic	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
Tallent	Tallent	n1	Talent	talent	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
mongst	mongst	p-acp	amongst	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
and	and	cc	and	and	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
,	,	,	,	,	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
partiall	partiall	j	partial	partial	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
respecting	respecting	vvg	respecting	respect	0
of	of	pp-f	of	of	0
Persons	Persons	n2	Persons	person	0
;	;	;	;	;	0
yeaRom	yeaRom	n1	yeaRom	yearom	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	0
11.	11.	crd	11.	11.	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
it	it	pn31	it	it	0
matters	matters	n2	matters	matter	0
not	not	xx	not	not	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
occu	occu	n1	occu	occu	0
∣	∣	sy	∣	∣	0
pation	pation	n1	pation	pation	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
,	,	,	,	,	0
provided	provided	vvn	provided	provide	0
,	,	,	,	,	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
lawfully	lawfully	av-j	lawfully	lawful	0
called	called	vvn	called	call	0
and	and	cc	and	and	0
sent	sent	vvd	sent	send	0
out	out	av	out	out	0
by	by	p-acp	by	by	0
God	God	np1	God	God	0
,	,	,	,	,	0
approbated	approbated	vvn	approbated	approbate	0
and	and	cc	and	and	0
authorized	authorized	vvn	authorized	authorize	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Maiesty	Maiesty	n1	Majesty	majesty	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
the	the	dt	the	the	0
worke	worke	n1	work	work	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
mans	mans	n2	men	man	0
,	,	,	,	,	0
(	(	(	(	(	0
therefore	therefore	av	therefore	therefore	0
)	)	)	)	)	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Prerogative	Prerogative	n1	Prerogative	prerogative	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
choyce	choyce	n1	choice	choice	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
messenger	messenger	n1	messenger	messenger	0
he	he	pns31	he	he	0
pleaseth	pleaseth	vvz	pleases	please	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	d	that	that	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
should	should	vmd	should	shall	0
I	I	pns11	I	i	0
say	say	vvi	say	say	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	p-acp	to	to	0
what	what	q-crq	what	what	0
should	should	vmd	should	shall	0
I	I	pns11	I	i	0
councell	councell	n1	council	council	0
you	you	pn22	you	you	0
,	,	,	,	,	0
(	(	(	(	(	0
onely	onely	av-j	only	only	0
this	this	d	this	this	0
)	)	)	)	)	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
approve	approve	vvi	approve	approve	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
proved	proved	vvd	proved	prove	0
by	by	p-acp	by	by	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
receive	receive	vvi	receive	receive	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
sent	sent	vvn	sent	send	0
by	by	p-acp	by	by	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
like	like	j	like	like	0
occasion	occasion	n1	occasion	occasion	0
to	to	pc-acp	to	to	0
weep	weep	vvi	weep	weep	0
over	over	p-acp	over	over	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Christ	Christ	np1	Christ	Christ	0
