REuerend	REuerend	n-jn	REuerend	reuerend	0
established	established	vvn	established	establish	0
.	.	.	.	.	1
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
therefore	therefore	av	therefore	therefore	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
labours	labours	n2	labours	labour	0
perused	perused	vvn	perused	peruse	0
by	by	p-acp	by	by	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
iudicious	iudicious	j	judicious	judicious	0
friends	friends	n2	friends	friend	0
(	(	(	(	(	0
and	and	cc	and	and	0
theirs	theirs	png32	theirs	they	0
also	also	av	also	also	0
)	)	)	)	)	0
thereby	thereby	av	thereby	thereby	0
to	to	pc-acp	to	to	0
obteine	obteine	vvi	obtain	obtain	0
sound	sound	j	found	sound	0
counsell	counsell	n1	counsel	counsel	0
.	.	.	.	.	1
Heartily	Heartily	av-j	Heartily	hearty	0
then	then	av	then	then	0
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
gracious	gracious	j	gracious	gracious	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
ours	ours	png12	ours	we	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
me	me	pno11	me	i	0
your	your	po22	your	your	0
loue	loue	n1	love	love	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
action	action	n1	actium	action	0
:	:	:	:	:	0
herein	herein	av	herein	herein	0
chiefly	chiefly	av-jn	chiefly	chief	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
finde	finde	vvb	find	find	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
which	which	r-crq	which	which	0
might	might	vmd	might	may	0
dishonour	dishonour	vvi	dishonour	dishonour	0
our	our	po12	our	our	0
good	good	j	good	good	0
God	God	np1	God	God	0
,	,	,	,	,	0
or	or	cc	or	or	0
do	do	vdb	do	do	0
any	any	d	any	any	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
hurt	hurt	n1	hurt	hurt	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Sion	Sion	np1	Sion	Zion	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
admonish	admonish	vvi	admonish	admonish	0
me	me	pno11	me	i	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
I	I	pns11	I	i	0
ought	ought	vmd	ought	ought	0
not	not	xx	not	not	0
,	,	,	,	,	0
so	so	av	so	so	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
iudge	iudge	n1	judge	judge	0
of	of	pp-f	of	of	0
mine	mine	po11	mine	my	0
owne	owne	d	own	own	0
workes	workes	n2	works	work	0
(	(	(	(	(	0
there	there	pc-acp	there	there	0
being	being	vbg	being	be	0
nothing	nothing	pix	nothing	nothing	0
wherein	wherein	c-crq	wherein	wherein	0
a	a	dt	a	a	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
sooner	sooner	av-c	sooner	soon	0
deceiue	deceiue	vvi	deceive	deceive	0
himselfe	himselfe	px31	himself	himself	0
.	.	.	.	.	0
)	)	)	)	)	1
Bookes	Bookes	n2	Books	book	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
iudgement	iudgement	n1	judgement	judgement	0
)	)	)	)	)	0
require	require	vvb	require	require	0
a	a	dt	a	a	0
greater	greater	jc	greater	great	0
purifying	purifying	n-vvg	purifying	purify	0
then	then	cs	then	than	0
gold	gold	n1	gold	gold	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
and	and	cc	and	and	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
excellent	excellent	j	excellent	excellent	0
fire	fire	n1	fire	fire	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
purge	purge	vvi	purge	purge	0
them	them	pno32	them	they	0
.	.	.	.	.	1
No	No	uh-dx	No	no	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
teriall	teriall	j	teriall	teriall	0
fire	fire	n1	fire	fire	0
purgeth	purgeth	vvz	purgeth	purge	0
gold	gold	n1	gold	gold	0
so	so	av	so	so	0
well	well	av	well	well	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
spirits	spirits	n2	spirits	spirit	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
childoen	childoen	n2	childoen	childoen	0
(	(	(	(	(	0
a	a	dt	a	a	0
famous	famous	j	famous	famous	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
fire	fire	n1	fire	fire	0
)	)	)	)	)	0
do	do	vdb	do	do	0
purge	purge	vvi	purge	purge	0
those	those	d	those	those	0
bookes	bookes	n2	books	book	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
submitted	submitted	vvn	submitted	submit	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
most	most	av-ds	most	most	0
true	true	j	true	true	0
and	and	cc	and	and	0
trustie	trustie	j	trusty	trusty	0
triall	triall	n1	trial	trial	0
.	.	.	.	.	1
So	So	av	So	so	0
I	I	pns11	I	i	0
call	call	vvb	call	call	0
it	it	pn31	it	it	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
such	such	d	such	such	0
spirits	spirits	n2	spirits	spirit	0
doe	doe	vdb	do	do	0
make	make	vvi	make	make	0
their	their	po32	their	their	0
triall	triall	n1	trial	trial	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
word	word	n1	word	word	0
(	(	(	(	(	0
that	that	cst	that	that	0
fire	fire	n1	fire	fire	0
of	of	pp-f	of	of	0
fires	fires	n2	fires	fire	0
)	)	)	)	)	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
minde	minde	n1	mind	mind	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
impression	impression	n1	impression	impression	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
said	said	vvd	said	say	0
,	,	,	,	,	0
Nonum	Nonum	np1	Nonum	Nonum	0
preman	preman	n1	preman	preman	0
∣	∣	sy	∣	∣	0
tur	tur	n1	tur	tur	0
in	in	p-acp	in	in	0
annum	annum	fw-la	annum	annum	0
(	(	(	(	(	0
publish	publish	vvi	publish	publish	0
your	your	po22	your	your	0
bookes	bookes	n2	books	book	0
the	the	dt	the	the	0
ninth	ninth	ord	ninth	nine	0
yeare	yeare	n1	year	year	0
,	,	,	,	,	0
)	)	)	)	)	0
yet	yet	av	yet	yet	0
am	am	vbm	am	be	0
I	I	pns11	I	i	0
iust	iust	j	just	just	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
man	man	n1	man	man	0
minde	minde	n1	mind	mind	0
for	for	p-acp	for	for	0
taking	taking	vvg	taking	take	0
a	a	dt	a	a	0
large	large	j	large	large	0
time	time	n1	time	time	0
both	both	av-d	both	both	0
to	to	pc-acp	to	to	0
reuise	reuise	vvi	revise	revise	0
and	and	cc	and	and	0
aduise	aduise	vvi	advise	advise	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
tie	tie	vvi	tie	tie	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
thers	thers	pc-acp|vbz	the	there|be	0
vnto	vnto	p-acp	unto	unto	0
my	my	po11	my	my	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
publishing	publishing	vvg	publishing	publish	0
bookes	bookes	n2	books	book	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
taxe	taxe	vvi	tax	tax	0
any	any	d	any	any	0
who	who	r-crq	who	who	0
take	take	vvb	take	take	0
lesse	lesse	dc	less	less	0
time	time	n1	time	time	0
and	and	cc	and	and	0
counsell	counsell	n1	counsel	counsel	0
in	in	p-acp	in	in	0
penning	penning	vvg	penning	pen	0
&	&	cc	&	and	0
spreading	spreading	vvg	spreading	spread	0
abroad	abroad	av	abroad	abroad	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
works	works	n2	works	work	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
take	take	vvb	take	take	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
may	may	vmb	may	may	0
shew	shew	vvi	show	show	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
priuate	priuate	j	private	private	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
and	and	cc	and	and	0
readier	readier	jc	readier	ready	0
to	to	pc-acp	to	to	0
offer	offer	vvi	offer	offer	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
world	world	n1	world	world	0
nimis	nimis	fw-la	nimis	nimis	0
praecocia	praecocia	fw-la	praecocia	praecocia	0
quam	quam	fw-la	quam	quam	0
satis	satis	fw-la	satis	satis	0
praeparata	praeparata	fw-la	praeparata	praeparata	0
,	,	,	,	,	0
things	things	n2	things	thing	0
rather	rather	av-c	rather	rather	0
too	too	av	too	too	0
hastily	hastily	av-j	hastily	hasty	0
ripened	ripened	vvn	ripened	ripen	0
,	,	,	,	,	0
then	then	av	then	then	0
sufficiently	sufficiently	av-j	sufficiently	sufficient	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
pared	pared	vvn	pared	pare	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
wants	wants	n2	wants	want	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
longest	longest	js	longest	long	0
and	and	cc	and	and	0
best	best	js	best	best	0
care	care	n1	care	care	0
is	is	vbz	is	be	0
takē	takē	vvn	taken	take	0
;	;	;	;	;	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
who	who	r-crq	who	who	0
can	can	vmb	can	can	0
say	say	vvi	say	say	0
that	that	d	that	that	0
his	his	po31	his	his	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
pen	pen	n1	pen	pen	0
or	or	cc	or	or	0
tongue	tongue	n1	tongue	tongue	0
are	are	vbr	are	be	0
perfect	perfect	j	perfect	perfect	0
?	?	?	?	?	0
)	)	)	)	)	0
much	much	d	much	much	0
more	more	n1	more	moor	0
doth	doth	vdz	does	do	0
great	great	j	great	great	0
haste	haste	n1	haste	haste	0
make	make	vvi	make	make	0
great	great	j	great	great	0
waste	waste	n1	waste	waste	0
.	.	.	.	.	1
You	You	pn22	You	you	0
shall	shall	vmb	shall	shall	0
perceiue	perceiue	vvi	perceive	perceive	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
finde	finde	vvb	find	find	0
fault	fault	n1	fault	fault	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
haste	haste	n1	haste	haste	0
:	:	:	:	:	0
and	and	cc	and	and	0
here	here	av	here	here	0
I	I	pns11	I	i	0
aduise	aduise	vvb	advise	advise	0
all	all	d	all	all	0
writers	writers	n2	writers	writer	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
good	good	j	good	good	0
lei	lei	fw-it	lei	lei	0
∣	∣	sy	∣	∣	0
sure	sure	j	sure	sure	0
.	.	.	.	.	1
This	This	np1	This	This	0
also	also	av	also	also	0
I	I	pns11	I	i	0
adde	adde	vvb	add	add	0
(	(	(	(	(	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
experience	experience	n1	experience	experience	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
present	present	j	present	present	0
Treatise	Treatise	n1	Treatise	treatise	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
inducing	inducing	vvg	inducing	induce	0
others	others	n2-jn	others	other	0
the	the	av	the	then	0
sooner	sooner	av-c	sooner	soon	0
and	and	cc	and	and	0
the	the	dt	the	the	0
more	more	dc	more	more	0
to	to	pc-acp	to	to	0
rely	rely	vvi	rely	rely	0
on	on	p-acp	on	on	0
that	that	d	that	that	0
old	old	j	old	old	0
prouerb	prouerb	n1	proverb	proverb	0
,	,	,	,	,	0
Plus	Plus	fw-fr	Plus	plus	0
vident	vident	n1	vident	vident	0
oculi	oculi	fw-la	oculi	oculi	0
quam	quam	fw-la	quam	quam	0
oculu	oculu	fw-fr	oculu	oculu	0
(	(	(	(	(	0
a	a	dt	a	a	0
great	great	j	great	great	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
eies	eies	n2	eyes	eye	0
see	see	vvb	see	see	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
one	one	crd	one	one	0
,	,	,	,	,	0
)	)	)	)	)	0
viz.	viz.	n1	viz.	viz.	0
that	that	cst	that	that	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
remembrance	remembrance	n1	remembrance	remembrance	0
I	I	pns11	I	i	0
neuer	neuer	av-x	never	never	0
shewed	shewed	vvd	showed	show	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
moued	moued	vvn	moved	move	0
necessarily	necessarily	av-j	necessarily	necessary	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
in	in	p-acp	in	in	0
or	or	cc	or	or	0
take	take	vvi	take	take	0
out	out	av	out	out	0
somewhat	somewhat	av	somewhat	somewhat	0
(	(	(	(	(	0
so	so	av	so	so	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
next	next	ord	next	next	0
impression	impression	n1	impression	impression	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
experienced	experienced	j-vvn	experienced	experience	0
see	see	vvi	see	see	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
I	I	pns11	I	i	0
purpose	purpose	vvb	purpose	purpose	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
.	.	.	.	.	0
)	)	)	)	)	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
most	most	av-ds	most	most	0
hum	hum	vvi	hum	hum	0
∣	∣	sy	∣	∣	0
bly	bly	zz	bly	bly	0
thanke	thanke	vvb	thank	thank	0
our	our	po12	our	our	0
gracious	gracious	j	gracious	gracious	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
giuing	giuing	vvg	giving	give	0
mee	mee	pno11	me	i	0
the	the	dt	the	the	0
minde	minde	n1	mind	mind	0
and	and	cc	and	and	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
the	the	dt	the	the	0
iudgement	iudgement	n1	judgement	judgement	0
of	of	pp-f	of	of	0
diuers	diuers	j	diverse	diverse	0
godly	godly	j	godly	godly	0
and	and	cc	and	and	0
worthy	worthy	j	worthy	worthy	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
action	action	n1	actium	action	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
yet	yet	av	yet	yet	0
also	also	av	also	also	0
I	I	pns11	I	i	0
seeke	seeke	vvb	seek	seek	0
more	more	dc	more	more	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
(	(	(	(	(	0
vsing	vsing	vvg	using	use	0
the	the	dt	the	the	0
Presse	Presse	vvb	Press	press	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
helpe	helpe	n1	help	help	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
time	time	n1	time	time	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
end	end	n1	end	end	0
.	.	.	.	.	0
)	)	)	)	)	1
No	No	av-dx	No	no	0
more	more	av-dc	more	more	0
now	now	av	now	now	0
but	but	p-acp	but	but	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
seech	seech	vvi	seech	seech	0
our	our	po12	our	our	0
blessed	blessed	j-vvn	blessed	bless	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
blesse	blesse	vvi	bless	bless	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
your	your	po22	your	your	0
emploiments	emploiments	n2	employments	employment	0
and	and	cc	and	and	0
studies	studies	n2	studies	study	0
:	:	:	:	:	0
and	and	cc	and	and	0
withall	withall	av	withal	withal	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
your	your	po22	your	your	0
pray	pray	n1	prey	prey	0
∣	∣	sy	∣	∣	0
ers	ers	uh	ers	ers	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
blessing	blessing	n1	blessing	blessing	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
and	and	cc	and	and	0
my	my	po11	my	my	0
endeuours	endeuours	n2	endeavours	endeavour	0
,	,	,	,	,	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
all	all	d	all	all	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
our	our	po12	our	our	0
purposes	purposes	n2	purposes	purpose	0
and	and	cc	and	and	0
actions	actions	n2	actions	action	0
may	may	vmb	may	may	0
seeke	seeke	vvi	seek	seek	0
his	his	po31	his	his	0
glorie	glorie	n1	glory	glory	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
God	God	np1	God	God	0
our	our	po12	our	our	0
Father	Father	n1	Father	father	0
almightie	almightie	j-jn	almighty	almighty	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
his	his	png31	his	he	0
dearely	dearely	av-jn	dearly	dear	0
beloued	beloued	j-vvn	beloved	belove	0
Sonne	Sonne	n1	Son	son	0
our	our	po12	our	our	0
blessed	blessed	j-vvn	blessed	bless	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
Sauiour	Sauiour	n1	Saviour	saviour	0
Christ	Christ	np1	Christ	Christ	0
Iesus	Iesus	np1	Iesus	Jesus	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
three	three	crd	three	three	0
Persons	Persons	n2	Persons	person	0
and	and	cc	and	and	0
one	one	crd	one	one	0
God	God	np1	God	God	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
wise	wise	j	wise	wise	0
,	,	,	,	,	0
holy	holy	j	holy	holy	0
,	,	,	,	,	0
iust	iust	j	just	just	0
and	and	cc	and	and	0
mercifull	mercifull	j	merciful	merciful	0
,	,	,	,	,	0
be	be	vbb	be	be	0
all	all	d	all	all	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
praise	praise	n1	praise	praise	0
,	,	,	,	,	0
and	and	cc	and	and	0
thankes	thankes	n2	thanks	thanks	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
and	and	cc	and	and	0
euer	euer	av	ever	ever	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
