Courteous	Courteous	j	Courteous	courteous	0
day	day	n1	day	day	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
hast	hast	vh2	hast	have	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
few	few	d	few	few	0
lines	lines	n2	lines	line	0
,	,	,	,	,	0
the	the	dt	the	the	0
order	order	n1	order	order	0
and	and	cc	and	and	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
rising	rising	n-vvg	rising	rise	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
two	two	crd	two	two	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
People	People	n1	People	people	0
,	,	,	,	,	0
wherein	wherein	q-crq	wherein	wherein	0
is	is	vbz	is	be	0
shewed	shewed	vvn	showed	show	0
thee	thee	pno21	thee	thou	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
Body	Body	n1	Body	body	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
then	then	av	then	then	0
rise	rise	vvi	rise	rise	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
their	their	po32	their	their	0
states	states	n2	states	state	0
and	and	cc	and	and	0
condition	condition	n1	condition	condition	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
day	day	n1	day	day	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
clearness	clearness	n1	clearness	clearness	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
here	here	av	here	here	0
thou	thou	pns21	thou	thou	0
shalt	shalt	vm2	shalt	shall	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
terrible	terrible	j	terrible	terrible	0
Judgement	Judgement	n1	Judgement	judgement	0
,	,	,	,	,	0
the	the	dt	the	the	0
opening	opening	n-vvg	opening	open	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Books	Books	n2	Books	book	0
,	,	,	,	,	0
the	the	dt	the	the	0
examining	examining	vvg	examining	examine	0
of	of	pp-f	of	of	0
Witnesses	Witnesses	n2	Witnesses	witness	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
finall	finall	j	final	final	0
conclusion	conclusion	n1	conclusion	conclusion	0
upon	upon	p-acp	upon	upon	0
good	good	j	good	good	0
and	and	cc	and	and	0
bad	bad	j	bad	bad	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
,	,	,	,	,	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
profi	profi	n2	profi	profi	0
∣	∣	sy	∣	∣	0
table	table	n1	table	table	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
Soul	Soul	n1	Soul	soul	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
read	read	vvi	read	read	0
it	it	pn31	it	it	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
if	if	cs	if	if	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
godly	godly	j	godly	godly	0
,	,	,	,	,	0
then	then	av	then	then	0
here	here	av	here	here	0
is	is	vbz	is	be	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
will	will	vmb	will	will	0
through	through	p-acp	through	through	0
Gods	Gods	npg1	Gods	God	0
blessing	blessing	n1	blessing	blessing	0
,	,	,	,	,	0
incourage	incourage	vvi	encourage	encourage	0
thee	thee	pno21	thee	thou	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
on	on	a-acp	on	on	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
ungodly	ungodly	j	ungodly	ungodly	0
,	,	,	,	,	0
then	then	av	then	then	0
here	here	av	here	here	0
thou	thou	pns21	thou	thou	0
mayst	mayst	vm2	mayest	may	0
meet	meet	vvi	meet	meet	0
with	with	p-acp	with	with	0
conviction	conviction	n1	conviction	conviction	0
:	:	:	:	:	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
without	without	p-acp	without	without	0
fail	fail	n1	fail	fail	0
,	,	,	,	,	0
thy	thy	po21	thy	thy	0
end	end	n1	end	end	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
:	:	:	:	:	0
whether	whether	cs	whither	whether	0
thou	thou	pns21	thou	thou	0
continue	continue	vvb	continue	continue	0
in	in	p-acp	in	in	0
thy	thy	po21	thy	thy	0
sins	sins	n2	sins	sin	0
,	,	,	,	,	0
or	or	cc	or	or	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
pent	pent	vvn	penned	pen	0
.	.	.	.	.	1
If	If	cs	If	if	0
thou	thou	pns21	thou	thou	0
continue	continue	vvb	continue	continue	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
blackness	blackness	n1	blackness	blackness	0
,	,	,	,	,	0
and	and	cc	and	and	0
darkness	darkness	n1	darkness	darkness	0
,	,	,	,	,	0
and	and	cc	and	and	0
everlasting	everlasting	j	everlasting	everlasting	0
destruction	destruction	n1	destruction	destruction	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
thou	thou	pns21	thou	thou	0
repent	repent	vvb	repent	repent	0
and	and	cc	and	and	0
believe	believe	vvi	believe	believe	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
then	then	av	then	then	0
light	light	j	light	light	0
and	and	cc	and	and	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
joy	joy	n1	joy	joy	0
,	,	,	,	,	0
and	and	cc	and	and	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
and	and	cc	and	and	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
happiness	happiness	n1	happiness	happiness	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
to	to	p-acp	to	to	0
Eternity	Eternity	n1	Eternity	eternity	0
.	.	.	.	.	1
Wherefore	Wherefore	q-crq	Wherefore	wherefore	0
let	let	vvb	let	let	0
me	me	pno11	me	i	0
here	here	av	here	here	0
beg	beg	vvi	beg	beg	0
these	these	d	these	these	0
things	things	n2	things	thing	0
at	at	p-acp	at	at	0
thy	thy	po21	thy	thy	0
hand	hand	n1	hand	hand	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
That	That	cst	That	that	0
thou	thou	pns21	thou	thou	0
take	take	vvb	take	take	0
heed	heed	n1	heed	heed	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
mockery	mockery	n1	mockery	mockery	0
,	,	,	,	,	0
that	that	cst	that	that	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
2	2	crd	2	2	0
Pet.	Pet.	np1	Pet.	Pet.	1
3.	3.	crd	3.	3.	0
4	4	crd	4	4	0
,	,	,	,	,	1
5.	5.	crd	5.	5.	1
Where	Where	q-crq	Where	where	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
promise	promise	n1	promise	promise	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
coming	coming	n-vvg	coming	come	0
?	?	?	?	?	1
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
Take	Take	vvb	Take	take	0
heed	heed	n1	heed	heed	0
that	that	cst	that	that	0
thy	thy	po21	thy	thy	0
heart	heart	n1	heart	heart	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
over	over	p-acp	over	over	0
∣	∣	sy	∣	∣	0
charged	charged	vvd	charged	charge	0
with	with	p-acp	with	with	0
surfeiting	surfeiting	vvg	surfeiting	surfeit	0
and	and	cc	and	and	0
drunkenness	drunkenness	n1	drunkenness	drunkenness	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
cares	cares	n2	cares	care	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
that	that	d	that	that	0
day	day	n1	day	day	0
come	come	vvn	come	come	0
upon	upon	p-acp	upon	upon	0
thee	thee	pno21	thee	thou	0
unawares	unawares	av-j	unawares	unaware	0
.	.	.	.	.	1
Luke	Luke	np1	Luke	Luke	0
21.	21.	crd	21.	21.	0
34	34	crd	34	34	0
,	,	,	,	,	1
35.	35.	crd	35.	35.	1
Thirdly	Thirdly	ord	Thirdly	third	0
,	,	,	,	,	0
But	But	cc-acp	But	but	0
be	be	vbi	be	be	0
diligent	diligent	j	diligent	diligent	0
in	in	p-acp	in	in	0
making	making	vvg	making	make	0
thy	thy	po21	thy	thy	0
Call	Call	n1	Call	call	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
and	and	cc	and	and	0
Election	Election	n1	Election	election	0
sure	sure	j	sure	sure	0
;	;	;	;	;	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
day	day	n1	day	day	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
thou	thou	pns21	thou	thou	0
shalt	shalt	vm2	shalt	shall	0
read	read	vvi	read	read	0
more	more	av-dc	more	more	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
found	found	vvn	found	find	0
without	without	p-acp	without	without	0
that	that	d	that	that	0
glorious	glorious	j	glorious	glorious	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
then	then	av	then	then	0
stand	stand	vvi	stand	stand	0
thee	thee	pno21	thee	thou	0
instead	instead	av	instead	instead	0
,	,	,	,	,	0
and	and	cc	and	and	0
present	present	vvb	present	present	0
thee	thee	pno21	thee	thou	0
before	before	p-acp	before	before	0
his	his	po31	his	his	0
glorious	glorious	j	glorious	glorious	0
presence	presence	n1	presence	presence	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
exceeding	exceeding	j-vvg	exceeding	exceed	0
joy	joy	n1	joy	joy	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
be	be	vbb	be	be	0
glory	glory	n1	glory	glory	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
by	by	p-acp	by	by	0
Christ	Christ	np1	Christ	Christ	0
Jesus	Jesus	np1	Jesus	Jesus	0
,	,	,	,	,	0
World	World	n1	World	world	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
end	end	n1	end	end	0
,	,	,	,	,	0
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
