RAchell	RAchell	n1	RAchell	rakehell	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
first	first	ord	first	first	0
sold	sold	vvn	sold	sell	0
Mat.	Mat.	np1	Mat.	Mat	0
26	26	crd	26	26	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
Iudas	Iudas	np1	Iudas	Judas	0
also	also	av	also	also	0
for	for	p-acp	for	for	0
30	30	crd	30	30	0
pence	pence	n2	pence	penny	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
did	did	vdd	did	do	0
they	they	pns32	they	they	0
no	no	dx	no	no	0
more	more	av-dc	more	more	0
preuaile	preuaile	vvi	prevail	prevail	0
in	in	p-acp	in	in	0
preuē	preuē	vvb	preuen	preuen	0
∣	∣	sy	∣	∣	0
ting	ting	zf	ting	thing	0
what	what	q-crq	what	what	0
they	they	pns32	they	they	0
feared	feared	vvd	feared	fear	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
,	,	,	,	,	0
thē	thē	pno32	them	they	0
did	did	vdd	did	do	0
Ioseph	Ioseph	np1	Ioseph	Joseph	0
his	his	po31	his	his	0
brethren	brethren	n2	brothers	brethren	0
,	,	,	,	,	0
Gen.	Gen.	np1	Gen.	Gen.	1
44.	44.	crd	44.	44.	0
who	who	zz	who	who	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
terward	terward	av	terward	terward	0
were	were	vbdr	were	be	0
forced	forced	vvn	forced	force	0
to	to	pc-acp	to	to	0
bow	bow	vvi	bow	bow	0
vn	vn	fw-fr	vn	un	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
hee	hee	pns31	he	he	0
had	had	vhd	had	have	0
as	as	p-acp	as	as	0
glorious	glorious	j	glorious	glorious	0
a	a	dt	a	a	0
name	name	n1	name	name	0
,	,	,	,	,	0
&	&	cc	&	and	0
did	did	vdd	did	do	0
more	more	dc	more	more	0
worthely	worthely	av-j	worthily	worthy	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
serue	serue	vvb	serve	serve	0
it	it	pn31	it	it	0
,	,	,	,	,	0
than	than	cs	than	than	0
did	did	vdd	did	do	0
Ioseph	Ioseph	np1	Ioseph	Joseph	0
,	,	,	,	,	0
Gen.	Gen.	np1	Gen.	Gen.	0
41	41	crd	41	41	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
accounted	accounted	vvn	accounted	account	0
and	and	cc	and	and	0
so	so	av	so	so	0
called	called	vvn	called	call	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Egiptians	Egiptians	njp2	Egyptians	egyptian	0
:	:	:	:	:	0
.	.	.	.	.	1
The	The	dt	The	the	0
Sauiour	Sauiour	n1	Saviour	saviour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
Gen.	Gen.	np1	Gen.	Gen.	0
35.	35.	crd	35.	35.	1
Beniamin	Beniamin	np1	Beniamin	Benjamin	0
the	the	dt	the	the	0
sccond	sccond	j	sccond	sccond	0
sonne	sonne	n1	son	son	0
of	of	pp-f	of	of	0
Rachell	Rachell	np1	Rachell	Rachel	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
his	his	po31	his	his	0
Mo	Mo	zz	Mo	mo	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
deliuered	deliuered	vvn	delivered	deliver	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
came	came	vvd	came	come	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
defficulty	defficulty	n1	defficulty	defficulty	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
thought	thought	vvn	thought	think	0
neyther	neyther	av-dx	neither	neither	0
shee	shee	pns31	she	she	0
coulde	coulde	vmd	could	can	0
haue	haue	vhi	have	have	0
li	li	zz	li	li	0
∣	∣	sy	∣	∣	0
ued	ued	zz	ued	ued	0
to	to	zz	to	to	0
haue	haue	vhi	have	have	0
beene	beene	vbn	been	be	0
disburdned	disburdned	vvn	disburdened	disburden	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
hee	hee	pns31	he	he	0
likelier	likelier	jc	likelier	likely	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
borne	borne	vvn	born	bear	0
to	to	p-acp	to	to	0
breath	breath	n1	breath	breath	0
,	,	,	,	,	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
buried	buried	vvn	buried	bury	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
much	much	av-d	much	much	0
that	that	cst	that	that	0
beeing	beeing	vbg	being	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
middest	middest	n1	midst	midst	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
panges	panges	n2	pangs	pang	0
of	of	pp-f	of	of	0
death	death	n1	death	death	0
,	,	,	,	,	0
shee	shee	pns31	she	she	0
cal	cal	vvb	call	call	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
his	his	po31	his	his	0
name	name	n1	name	name	0
Benoin	Benoin	vvi	Benoin	benoin	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
as	as	p-acp	as	as	0
much	much	av-d	much	much	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
son	son	n1	son	son	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
sor	sor	p-acp	sor	for	0
∣	∣	sy	∣	∣	0
row	row	n1	row	row	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
great	great	j	great	great	0
sorow	sorow	n1	sorrow	sorrow	0
our	our	po12	our	our	0
.	.	.	.	.	1
Mark	Mark	n1	Mark	mark	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	0
bless	bless	vvb	bless	bless	0
.	.	.	.	.	1
Lady	Lady	n1	Lady	lady	0
trauailed	trauailed	vvn	travailed	travail	0
whē	whē	c-crq	when	when	0
she	she	pns31	she	she	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
deliuered	deliuered	vvn	delivered	deliver	0
of	of	pp-f	of	of	0
Ioh.	Ioh.	np1	Ioh.	Ioh.	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
appeare	appeare	vvi	appear	appear	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
discourse	discourse	n1	discourse	discourse	0
fol	fol	zz	fol	fol	0
∣	∣	sy	∣	∣	0
lowing	lowing	vvg	lowing	low	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
danger	danger	n1	danger	danger	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
life	life	n1	life	life	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mo	mo	dc	more	more	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
&	&	cc	&	and	0
a	a	dt	a	a	0
sonne	sonne	n1	son	son	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
liuing	liuing	vvg	living	live	0
as	as	a-acp	as	as	0
gratiously	gratiously	av-j	graciously	gracious	0
gaue	gaue	vvd	gave	give	0
e	e	fw-la	e	e	0
∣	∣	sy	∣	∣	0
uery	uery	j	very	very	0
one	one	pi	one	one	0
their	their	po32	their	their	0
life	life	n1	life	life	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
dying	dying	j-vvg	dying	die	0
rede	rede	n1	rede	rede	0
∣	∣	sy	∣	∣	0
med	med	j	med	med	0
gloriously	gloriously	av-j	gloriously	glorious	0
each	each	d	each	each	0
one	one	pi	one	one	0
from	from	p-acp	from	from	0
death	death	n1	death	death	0
,	,	,	,	,	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
Iohn	Iohn	np1	Iohn	John	0
been	been	vbn	been	be	0
verie	verie	av	very	very	0
filty	filty	j	filthy	filthy	0
named	named	vvn	nam	name	0
before	before	p-acp	before	before	0
his	his	po31	his	his	0
birth	birth	n1	birth	birth	0
,	,	,	,	,	0
his	his	po31	his	his	0
Mo	Mo	zz	Mo	mo	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
might	might	n1	might	might	0
haue	haue	vhb	have	have	0
rightly	rightly	av-jn	rightly	right	0
called	called	vvn	called	call	0
him	him	pno31	him	he	0
Benoin	Benoin	vvi	Benoin	benoin	0
,	,	,	,	,	0
and	and	cc	and	and	0
vppon	vppon	p-acp	upon	upon	0
greater	greater	jc	greater	great	0
cause	cause	n1	cause	cause	0
then	then	cs	then	than	0
Rachell	Rachell	np1	Rachell	Rachel	0
called	called	vvd	called	call	0
hers	hers	png31	hers	she	0
.	.	.	.	.	1
His	His	po31	His	his	0
name	name	n1	name	name	0
was	was	vbds	was	be	0
Iohn	Iohn	np1	Iohn	John	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
it	it	pn31	it	it	0
remaineth	remaineth	vvz	remains	remain	0
still	still	av	still	still	0
.	.	.	.	.	1
Iohn	Iohn	np1	Iohn	John	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
is	is	vbz	is	be	0
giuen	giuen	vvn	given	give	0
,	,	,	,	,	0
&	&	cc	&	and	0
nothing	nothing	pix	nothing	nothing	0
named	named	vvd	nam	name	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
giuen	giuen	vvn	given	give	0
:	:	:	:	:	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
vnderstande	vnderstande	vvi	understand	understand	0
some	some	d	some	some	0
excellent	excellent	j	excellent	excellent	0
gift	gift	n1	gift	gift	0
,	,	,	,	,	0
the	the	dt	the	the	0
like	like	j	like	like	0
whereof	whereof	c-crq	whereof	whereof	0
was	was	vbds	was	be	0
neither	neither	dx	neither	neither	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	a-acp	before	fore	0
nor	nor	ccx	nor	nor	0
since	since	p-acp	since	since	0
giuen	giuen	vvn	given	give	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
man	man	n1	man	man	0
.	.	.	.	.	1
Iohn	Iohn	np1	Iohn	John	0
.	.	.	.	.	1
19.	19.	crd	19.	19	1
God	God	np1	God	God	0
gaue	gaue	vvd	gave	give	0
himselfe	himselfe	px31	himself	himself	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
blessed	blessed	j-vvn	blessed	bless	0
Lady	Lady	n1	Lady	lady	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
gaue	gaue	vvd	gave	give	0
her	her	pno31	her	she	0
to	to	p-acp	to	to	0
Iohn	Iohn	np1	Iohn	John	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
gift	gift	n1	gift	gift	0
of	of	pp-f	of	of	0
her	her	pno31	her	she	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
&	&	cc	&	and	0
him	him	pno31	him	he	0
againe	againe	av	again	again	0
to	to	p-acp	to	to	0
her	her	pno31	her	she	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
sonne	sonne	n1	son	son	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
is	is	vbz	is	be	0
he	he	pns31	he	he	0
borne	borne	vvn	born	bear	0
a	a	dt	a	a	0
new	new	j	new	new	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
our	our	po12	our	our	0
Lady	Lady	n1	Lady	lady	0
her	her	po31	her	her	0
sonne	sonne	n1	son	son	0
.	.	.	.	.	1
This	This	d	This	this	0
birth	birth	n1	birth	birth	0
of	of	pp-f	of	of	0
Saint	Saint	n1	Saint	saint	0
Iohn	Iohn	np1	Iohn	John	0
,	,	,	,	,	0
toge	toge	n1	toga	toge	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
breeding	breeding	n-vvg	breeding	breed	0
I	I	pns11	I	i	0
present	present	vvb	present	present	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
rather	rather	av-c	rather	rather	0
this	this	d	this	this	0
than	than	cs	than	than	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
nie	nie	zz	nie	nie	0
other	other	j-jn	other	other	0
thing	thing	n1	thing	thing	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
life	life	n1	life	life	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
seemeth	seemeth	vvz	seems	seem	0
a	a	dt	a	a	0
matter	matter	n1	matter	matter	0
touching	touching	vvg	touching	touch	0
most	most	ds	most	most	0
his	his	po31	his	his	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
dignitie	dignitie	n1	dignity	dignity	0
much	much	av-d	much	much	0
passing	passing	vvg	passing	pass	0
all	all	d	all	all	0
his	his	po31	his	his	0
titles	titles	n2	titles	title	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
the	the	dt	the	the	0
sonne	sonne	n1	son	son	0
of	of	pp-f	of	of	0
her	her	pno31	her	she	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
only	only	av-j	only	only	0
was	was	vbds	was	be	0
thought	thought	vvn	thought	think	0
meete	meete	j	meet	meet	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
Mo	Mo	zz	Mo	mo	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
His	His	po31	His	his	0
conception	conception	n1	conception	conception	0
I	I	pns11	I	i	0
suppose	suppose	vvb	suppose	suppose	0
was	was	vbds	was	be	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
mariage	mariage	n1	marriage	marriage	0
in	in	p-acp	in	in	0
Cana	Cana	np1	Cana	Cana	0
of	of	pp-f	of	of	0
Galile	Galile	np1	Galile	Galile	0
,	,	,	,	,	0
Iohn	Iohn	np1	Iohn	John	0
.	.	.	.	.	1
2	2	crd	2	2	0
and	and	cc	and	and	0
Iohn	Iohn	np1	Iohn	John	0
.	.	.	.	.	1
19	19	crd	19	19	0
his	his	po31	his	his	0
birth	birth	n1	birth	birth	0
at	at	p-acp	at	at	0
Christ	Christ	np1	Christ	Christ	0
his	his	po31	his	his	0
Pas	Pas	n1	Pass	pass	0
∣	∣	sy	∣	∣	0
sion	sion	n1	sion	sion	0
vppon	vppon	p-acp	upon	upon	0
the	the	dt	the	the	0
mount	mount	n1	mount	mount	0
Caluarie	Caluarie	np1	Caluarie	Caluarie	0
,	,	,	,	,	0
the	the	dt	the	the	0
best	best	js	best	best	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
which	which	r-crq	which	which	0
places	places	n2	places	place	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
an	an	dt	and	a	0
homely	homely	j	homely	homely	0
presence	presence	n1	presence	presence	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
Honourable	Honourable	j	Honourable	honourable	0
personage	personage	n1	personage	personage	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
since	since	c-acp	since	since	0
that	that	cst	that	that	0
GOD	GOD	np1	GOD	God	0
himselfe	himselfe	px31	himself	himself	0
made	made	vvd	made	make	0
his	his	po31	his	his	0
choice	choice	n1	choice	choice	0
of	of	pp-f	of	of	0
Luk.	Luk.	np1	Luk.	Luk.	1
1.	1.	crd	1.	1.	0
a	a	dt	a	a	0
Carpenters	Carpenters	n2	Carpenters	carpenter	0
spouse	spouse	n1	spouse	spouse	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
vp	vp	a-acp	up	up	0
the	the	dt	the	the	0
frame	frame	n1	frame	frame	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
most	most	av-ds	most	most	0
blessed	blessed	j-vvn	blessed	bless	0
body	body	n1	body	body	0
,	,	,	,	,	0
right	right	j-jn	right	right	0
well	well	av	well	well	0
may	may	vmb	may	may	0
it	it	pn31	it	it	0
beseeme	beseeme	vvi	beseem	beseem	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
dignitie	dignitie	n1	dignity	dignity	0
soeuer	soeuer	av	soever	soever	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
present	present	j	present	present	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
labour	labour	n1	labour	labour	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
poore	poore	j	poor	poor	0
Carpen	Carpen	np1	Carpen	Carpen	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
.	.	.	.	.	1
Presuming	Presuming	vvg	Presuming	presume	0
therefore	therefore	av	therefore	therefore	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
vsuall	vsuall	j	usual	usual	0
fauoring	fauoring	vvg	favouring	favour	0
good	good	j	good	good	0
endeuours	endeuours	n2	endeavours	endeavour	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
outward	outward	j	outward	outward	0
actions	actions	n2	actions	action	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
inward	inward	j	inward	inward	0
intentions	intentions	n2	intentions	intention	0
neuer	neuer	av	never	never	0
sauo	sauo	fw-la	sauo	savo	0
∣	∣	sy	∣	∣	0
red	red	vvd	read	read	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
.	.	.	.	.	1
I	I	pns11	I	i	0
will	will	vmb	will	will	0
vse	vse	vvi	use	use	0
no	no	dx	no	no	0
fur	fur	n1	fur	fur	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
perswations	perswations	n2	persuasions	persuasion	0
to	to	p-acp	to	to	0
forward	forward	j	forward	forward	0
a	a	dt	a	a	0
gratious	gratious	j	gracious	gracious	0
acceptance	acceptance	n1	acceptance	acceptance	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
slender	slender	j	slender	slender	0
trauaile	trauaile	n1	travail	travail	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
worthy	worthy	j	worthy	worthy	0
a	a	dt	a	a	0
labor	labor	n1	labour	labour	0
,	,	,	,	,	0
and	and	cc	and	and	0
forbeare	forbeare	vvb	forbear	forbear	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
anie	anie	d	any	any	0
longer	longer	jc	longer	long	0
pre	pre	fw-es	pre	pre	0
∣	∣	sy	∣	∣	0
face	face	n1	face	face	0
.	.	.	.	.	1
