Great	Great	j	Great	great	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
Faith	Faith	n1	Faith	faith	0
with	with	p-acp	with	with	0
power	power	n1	power	power	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Name	Name	n1	Name	name	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
glorified	glorified	vvn	glorified	glorify	0
in	in	p-acp	in	in	0
You	You	pn22	You	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
in	in	p-acp	in	in	0
Him	Him	pno31	Him	he	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Grace	Grace	n1	Grace	grace	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
God	God	n1	God	god	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
ever	ever	av	ever	ever	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
Kensinton	Kensinton	np1	Kensinton	Kensinton	0
,	,	,	,	,	0
Nov.	Nov.	np1	Nov.	Nov.	1
21.	21.	crd	21.	21.	0
1677.	1677.	crd	1677.	1677.	1
