IT's	IT's	pn31|vbz	IT's	it|be	0
Was	Was	vbds	Was	be	0
son	son	n1	son	son	0
to	to	p-acp	to	to	0
David	David	np1	David	David	0
Scot	Scot	n1	Scot	scot	0
of	of	pp-f	of	of	0
How	How	q-crq	How	how	0
paslaw	paslaw	n1	paslaw	paslaw	0
,	,	,	,	,	0
And	And	cc	And	and	0
David	David	np1	David	David	0
Scot	Scot	np1	Scot	Scot	0
that	that	cst	that	that	0
worthy	worthy	j	worthy	worthy	0
man	man	n1	man	man	0
,	,	,	,	,	0
Was	Was	vbds	Was	be	0
son	son	n1	son	son	0
to	to	p-acp	to	to	0
Sir	Sir	n1	Sir	sir	0
Walter	Walter	np1	Walter	Walter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
For	For	c-acp	For	for	0
Gilmanscleugh	Gilmanscleugh	np1	Gilmanscleugh	Gilmanscleugh	0
I've	I've	np1	I've	I've	0
said	said	vvd	said	say	0
enough	enough	av-d	enough	enough	0
,	,	,	,	,	0
His	His	po31	His	his	0
first	first	ord	first	first	0
original	original	n-jn	original	original	0
is	is	vbz	is	be	0
from	from	p-acp	from	from	0
Buckcleugh	Buckcleugh	np1	Buckcleugh	Buckcleugh	0
;	;	;	;	;	0
Now	Now	av	Now	now	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Beasts	Beasts	n2	Beasts	beast	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
were	were	vbdr	were	be	0
or	or	cc	or	or	0
are	are	vbr	are	be	0
,	,	,	,	,	0
None	None	pix	None	none	0
can	can	vmb	can	can	0
for	for	p-acp	for	for	0
goodness	goodness	n1	goodness	goodness	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
Sheep	Sheep	n1	Sheep	sheep	0
compare	compare	vvi	compare	compare	0
,	,	,	,	,	0
Indeed	Indeed	av	Indeed	indeed	0
for	for	p-acp	for	for	0
Bone	Bone	n1	Bone	bone	0
and	and	cc	and	and	0
Burthen	Burthen	n1	Burden	burden	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
grant	grant	vvi	grant	grant	0
,	,	,	,	,	0
He's	He's	pns31|vbz	He's	he|be	0
much	much	d	much	much	0
inferiour	inferiour	j-jn	inferior	inferior	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Elephant	Elephant	n1	Elephant	elephant	0
,	,	,	,	,	0
The	The	dt	The	the	0
Drumadarie	Drumadarie	n1	Drumadarie	drumadarie	0
,	,	,	,	,	0
Camel	Camel	n1	Camel	camel	0
,	,	,	,	,	0
Horse	Horse	n1	Horse	horse	0
,	,	,	,	,	0
and	and	cc	and	and	0
Ass	Ass	n1	Ass	ass	0
,	,	,	,	,	0
For	For	c-acp	For	for	0
Load	Load	n1	Load	load	0
and	and	cc	and	and	0
Carriage	Carriage	n1	Carriage	carriage	0
doth	doth	vdz	does	do	0
the	the	dt	the	the	0
Sheep	Sheep	n1	Sheep	sheep	0
surpass	surpass	vvi	surpass	surpass	0
;	;	;	;	;	0
Strong	Strong	j	Strong	strong	0
Taurus	Taurus	np1	Taurus	Taurus	0
,	,	,	,	,	0
Eunuchs	Eunuchs	ng1	Eunuchs	eunuch	0
son	son	n1	son	son	0
,	,	,	,	,	0
the	the	dt	the	the	0
labouring	labouring	j-vvg	labouring	labour	0
Ox	Ox	n1	Ox	ox	0
,	,	,	,	,	0
The	The	dt	The	the	0
stately	stately	j	stately	stately	0
Staig	Staig	np1	Staig	Staig	0
,	,	,	,	,	0
the	the	dt	the	the	0
bobtail	bobtail	n1	bobtail	bobtail	0
crafty	crafty	j	crafty	crafty	0
Fox	Fox	n1	Fox	fox	0
;	;	;	;	;	0
These	These	d	These	these	0
and	and	cc	and	and	0
all	all	d	all	all	0
rav'nous	rav'nous	j	ravenous	ravenous	0
Beasts	Beasts	n2	Beasts	beast	0
of	of	pp-f	of	of	0
Prey	Prey	n1	Prey	prey	0
must	must	vmb	must	must	0
yield	yield	vvi	yield	yield	0
,	,	,	,	,	0
Unto	Unto	p-acp	Unto	unto	0
the	the	dt	the	the	0
Sheep	Sheep	n1	Sheep	sheep	0
,	,	,	,	,	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Field	Field	n1	Field	field	0
;	;	;	;	;	0
Where	Where	q-crq	Where	where	0
Sheep	Sheep	n1	Sheep	sheep	0
abounds	abounds	vvz	abounds	abound	0
in	in	p-acp	in	in	0
Scotland	Scotland	np1	Scotland	Scotland	0
more	more	n1	more	moor	0
or	or	cc	or	or	0
less	less	av-dc	less	less	0
,	,	,	,	,	0
There's	There's	pc-acp|vbz	There's	there|be	0
still	still	av	still	still	0
a	a	dt	a	a	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
Iasons	Iasons	npg1	Iasons	Iason	0
Golden	Golden	j	Golden	golden	0
Fleece	Fleece	n1	Fleece	fleece	0
.	.	.	.	.	1
