THOSE	THOSE	d	THOSE	those	0
dialect	dialect	n1	dialect	dialect	0
and	and	cc	and	and	0
opinion	opinion	n1	opinion	opinion	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Nation	Nation	n1	Nation	nation	0
;	;	;	;	;	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
they	they	pns32	they	they	0
took	took	vvd	took	take	0
them	them	pno32	them	they	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
spoken	spoken	vvn	spoken	speak	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
heard	heard	vvn	herd	hear	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
we	we	pns12	we	we	0
can	can	vmb	can	can	0
beat	beat	vvi	beatrice	beat	0
out	out	av	out	out	0
concerning	concerning	vvg	concerning	concern	0
those	those	d	those	those	0
manners	manners	n2	manners	manner	0
of	of	pp-f	of	of	0
speech	speech	n1	speech	speech	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
anvil	anvil	n1	anvil	anvil	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
own	own	d	own	own	0
conceit	conceit	n1	conceit	conceit	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
what	what	q-crq	what	what	0
they	they	pns32	they	they	0
signified	signified	vvd	signified	signify	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
ordinary	ordinary	j	ordinary	ordinary	0
sense	sense	n1	sense	sense	0
and	and	cc	and	and	0
speech	speech	n1	speech	speech	0
.	.	.	.	.	1
And	And	cc	And	and	0
since	since	c-acp	since	since	0
this	this	d	this	this	0
could	could	vmd	could	can	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
out	out	av	out	out	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
way	way	n1	way	way	0
,	,	,	,	,	0
then	then	av	then	then	0
by	by	p-acp	by	by	0
consulting	consulting	vvg	consulting	consult	0
Talmudic	Talmudic	j	Talmudic	talmudic	0
Authors	Authors	n2	Authors	author	0
who	who	r-crq	who	who	0
both	both	d	both	both	0
speak	speak	vvb	speak	speak	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
vulgar	vulgar	j	vulgar	vulgar	0
dialect	dialect	n1	dialect	dialect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Jews	Jews	np2	Jews	Jew	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
handle	handle	vvi	handle	handle	0
and	and	cc	and	and	0
reveal	reveal	vvi	reveal	reveal	0
all	all	d	all	all	0
Jewish	Jewish	jp	Jewish	jewish	0
matters	matters	n2	matters	matter	0
;	;	;	;	;	0
being	being	vbg	being	be	0
induced	induced	vvn	induced	induce	0
by	by	p-acp	by	by	0
these	these	d	these	these	0
reasons	reasons	n2	reasons	reason	0
,	,	,	,	,	0
I	I	pns11	I	i	0
applied	applied	vvd	applied	apply	0
my	my	po11	my	my	0
self	self	n1	self	self	0
chiefly	chiefly	av-jn	chiefly	chief	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
reading	reading	n-vvg	reading	read	0
these	these	d	these	these	0
Books	Books	n2	Books	book	0
:	:	:	:	:	0
I	I	pns11	I	i	0
knew	knew	vvd	knew	know	0
indeed	indeed	av	indeed	indeed	0
well	well	av	well	well	0
enough	enough	av-d	enough	enough	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
certainly	certainly	av-j	certainly	certain	0
wrestle	wrestle	vvi	wrestle	wrestle	0
with	with	p-acp	with	with	0
infinite	infinite	j	infinite	infinite	0
difficulties	difficulties	n2	difficulties	difficulty	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
were	were	vbdr	were	be	0
hardly	hardly	av	hardly	hardly	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
overcome	overcome	vvn	overcome	overcome	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
undervalued	undervalued	vvd	undervalved	undervalue	0
them	them	pno32	them	they	0
all	all	d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
armed	armed	vvn	armed	arm	0
my	my	po11	my	my	0
self	self	n1	self	self	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
firm	firm	j	firm	firm	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
,	,	,	,	,	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
possible	possible	j	possible	possible	0
,	,	,	,	,	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
arrive	arrive	vvi	arrive	arrive	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
fuller	fuller	jc	fuller	full	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
deep	deep	j-jn	deep	deep	0
knowledge	knowledge	n1	knowledge	knowledge	0
and	and	cc	and	and	0
understanding	understanding	n1	understanding	understanding	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
style	style	n1	style	style	0
and	and	cc	and	and	0
Dialect	Dialect	n1	Dialect	dialect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
New	New	j	New	new	0
Testament	Testament	n1	Testament	testament	0
.	.	.	.	.	1
The	The	dt	The	the	0
ill	ill	j-jn	ill	ill	0
report	report	n1	report	report	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
Authors	Authors	n2	Authors	author	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
all	all	d	all	all	0
do	do	vdb	do	do	0
so	so	av	so	so	0
very	very	av	very	very	0
much	much	av-d	much	much	0
speak	speak	vvi	speak	speak	0
against	against	p-acp	against	against	0
,	,	,	,	,	0
may	may	vmb	may	may	0
at	at	p-acp	at	at	0
first	first	ord	first	first	0
discourage	discourage	vvi	discourage	discourage	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
sets	sets	vvz	sets	set	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
reading	reading	n-vvg	reading	read	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Books	Books	n2	Books	book	0
.	.	.	.	.	1
The	The	dt	The	the	0
Jews	Jews	np2	Jews	Jew	0
themselves	themselves	px32	themselves	themselves	0
stink	stink	vvi	stink	stink	0
in	in	p-acp	in	in	0
Marcellinus	Marcellinus	np1	Marcellinus	Marcellinus	0
(	(	(	(	(	0
Lib.	Lib.	np1	Lib.	Lib.	0
XXII	XXII	np1	XXII	Xxii	0
.	.	.	.	.	1
)	)	)	)	)	0
and	and	cc	and	and	0
their	their	po32	their	their	0
Writings	Writings	n2-vvg	Writings	write	0
stink	stink	vvb	stink	stink	0
as	as	a-acp	as	as	0
much	much	d	much	much	0
almost	almost	av	almost	almost	0
among	among	p-acp	among	among	0
all	all	d	all	all	0
;	;	;	;	;	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
labour	labour	vvb	labour	labour	0
under	under	p-acp	under	under	0
this	this	d	this	this	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
what	what	r-crq	what	what	0
,	,	,	,	,	0
singu	singu	n1	singu	singu	0
∣	∣	sy	∣	∣	0
lar	lar	n1	lar	lar	0
misfortune	misfortune	n1	misfortune	misfortune	0
,	,	,	,	,	0
that	that	cst	that	that	0
,	,	,	,	,	0
being	being	vbg	being	be	0
not	not	xx	not	not	0
read	read	vvn	read	read	0
,	,	,	,	,	0
they	they	pns32	they	they	0
displease	displease	vvi	displease	displease	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
suf	suf	fw-fr	suf	suf	0
∣	∣	sy	∣	∣	0
ficiently	ficiently	av-j	ficiently	ficient	0
reproached	reproached	vvn	reproached	reproach	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
read	read	vvn	read	read	0
them	them	pno32	them	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
undergo	undergo	vvb	undergo	undergo	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
famy	famy	n1	famy	famy	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
.	.	.	.	.	1
The	The	dt	The	the	0
almost	almost	av	almost	almost	0
unconquerable	unconquerable	j-u	unconquerable	conquerable	0
difficulty	difficulty	n1	difficulty	difficulty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Stile	Stile	n1	Style	stile	0
,	,	,	,	,	0
the	the	dt	the	the	0
frightful	frightful	j	frightful	frightful	0
roughness	roughness	n1	roughness	roughness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Language	Language	n1	Language	language	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
amazing	amazing	j-vvg	amazing	amaze	0
emptiness	emptiness	n1	emptiness	emptiness	0
and	and	cc	and	and	0
sophistry	sophistry	n1	sophistry	sophistry	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matters	matters	n2	matters	matter	0
hand	hand	vvb	hand	hand	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
,	,	,	,	,	0
do	do	vdb	do	do	0
torture	torture	vvi	torture	torture	0
,	,	,	,	,	0
vex	vex	vvb	vex	vex	0
and	and	cc	and	and	0
tyre	tyre	vvi	tyre	tire	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
reads	reads	vvz	reads	read	0
them	them	pno32	them	they	0
.	.	.	.	.	1
They	They	pns32	They	they	0
do	do	vdb	do	do	0
every	every	d	every	every	0
where	where	c-crq	where	where	0
abound	abound	vvi	abound	abound	0
with	with	p-acp	with	with	0
trifles	trifles	n2	trifles	trifle	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
manner	manner	n1	manner	manner	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
no	no	dx	no	no	0
mind	mind	n1	mind	mind	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
read	read	vvn	read	read	0
;	;	;	;	;	0
with	with	p-acp	with	with	0
obscurities	obscurities	n2	obscurities	obscurity	0
and	and	cc	and	and	0
difficulties	difficulties	n2	difficulties	difficulty	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
no	no	dx	no	no	0
mind	mind	n1	mind	mind	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
understood	understood	vvn	understood	understand	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
hath	hath	vhz	hath	have	0
need	need	n1	need	need	0
of	of	pp-f	of	of	0
patience	patience	n1	patience	patience	0
all	all	d	all	all	0
along	along	a-acp	along	along	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
inable	inable	j	inable	inable	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
bear	bear	vvi	bear	bear	0
both	both	d	both	both	0
trifling	trifling	vvg	trifling	trifle	0
in	in	p-acp	in	in	0
sense	sense	n1	sense	sense	0
,	,	,	,	,	0
and	and	cc	and	and	0
roughness	roughness	n1	roughness	roughness	0
in	in	p-acp	in	in	0
expression	expression	n1	expression	expression	0
.	.	.	.	.	1
I	I	pns11	I	i	0
indeed	indeed	av	indeed	indeed	0
propounded	propounded	vvd	propounded	propound	0
three	three	crd	three	three	0
things	things	n2	things	thing	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
while	while	cs	while	while	0
I	I	pns11	I	i	0
turned	turned	vvd	turned	turn	0
them	them	pno32	them	they	0
over	over	a-acp	over	over	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
,	,	,	,	,	0
either	either	d	either	either	0
undervalue	undervalue	vvi	undervalue	undervalue	0
those	those	d	those	those	0
vexations	vexations	n2	vexations	vexation	0
of	of	pp-f	of	of	0
reading	reading	vvg	reading	read	0
,	,	,	,	,	0
or	or	cc	or	or	0
soften	soften	vvi	soften	soften	0
them	them	pno32	them	they	0
,	,	,	,	,	0
or	or	cc	or	or	0
recreate	recreate	vvi	recreate	recreate	0
my	my	po11	my	my	0
self	self	n1	self	self	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
reap	reap	vvi	reap	reap	0
and	and	cc	and	and	0
enjoy	enjoy	vvi	enjoy	enjoy	0
fruit	fruit	n1	fruit	fruit	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
.	.	.	.	.	1
I	I	pns11	I	i	0
.	.	.	.	.	1
I	I	pns11	I	i	0
resolved	resolved	vvd	resolved	resolve	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
self	self	n1	self	self	0
to	to	pc-acp	to	to	0
observe	observe	vvi	observe	observe	0
those	those	d	those	those	0
things	things	n2	things	thing	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
seemed	seemed	vvd	seemed	seem	0
to	to	pc-acp	to	to	0
yield	yield	vvi	yield	yield	0
some	some	d	some	some	0
light	light	n1	light	light	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
especially	especially	av-j	especially	especial	0
either	either	av-d	either	either	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Phrases	Phrases	n2	Phrases	phrase	0
,	,	,	,	,	0
or	or	cc	or	or	0
Sen	Sen	fw-la	Sen	sen	0
∣	∣	sy	∣	∣	0
tences	tences	n2	tences	tence	0
,	,	,	,	,	0
or	or	cc	or	or	0
history	history	n1	history	history	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
New	New	j	New	new	0
Testament	Testament	n1	Testament	testament	0
.	.	.	.	.	1
II.	II.	crd	II	ii	0
To	To	pc-acp	To	to	0
set	set	vvi	set	set	0
down	down	a-acp	down	down	0
such	such	d	such	such	0
things	things	n2	things	thing	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
Note-books	Note-books	n2	Notebooks	notebook	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
carried	carried	vvd	carried	carry	0
some	some	d	some	some	0
mention	mention	n1	mention	mention	0
of	of	pp-f	of	of	0
certain	certain	j	certain	certain	0
places	places	n2	places	place	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
land	land	n1	land	land	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
or	or	cc	or	or	0
afforded	afforded	vvd	afforded	afford	0
some	some	d	some	some	0
light	light	n1	light	light	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Choro	Choro	np1	Choro	Choro	0
∣	∣	sy	∣	∣	0
graphy	graphy	n1	graphy	graphy	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
land	land	n1	land	land	0
.	.	.	.	.	1
III	III	np1	III	Iii	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
note	note	n1	note	note	0
those	those	d	those	those	0
things	things	n2	things	thing	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
referred	referred	vvd	referred	refer	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
history	history	n1	history	history	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Jews	Jews	np2	Jews	Jew	0
,	,	,	,	,	0
whe	whe	c-crq	when	when	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
Ecclesiastical	Ecclesiastical	j	Ecclesiastical	ecclesiastical	0
,	,	,	,	,	0
or	or	cc	or	or	0
Scholastick	Scholastick	j	Scholastic	scholastic	0
,	,	,	,	,	0
or	or	cc	or	or	0
Civil	Civil	j	Civil	civil	0
;	;	;	;	;	0
or	or	cc	or	or	0
which	which	r-crq	which	which	0
referred	referred	vvd	referred	refer	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
history	history	n1	history	history	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
history	history	n1	history	history	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
having	having	vhg	having	have	0
viewed	viewed	vvn	viewed	view	0
and	and	cc	and	and	0
observed	observed	vvd	observed	observe	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
art	art	n1	art	art	0
,	,	,	,	,	0
matter	matter	n1	matter	matter	0
and	and	cc	and	and	0
marrow	marrow	n1	marrow	marrow	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Authors	Authors	n2	Authors	author	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
intention	intention	n1	intention	intention	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
could	could	vmd	could	can	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
paint	paint	vvi	paint	paint	0
out	out	av	out	out	0
in	in	p-acp	in	in	0
little	little	j	little	little	0
a	a	dt	a	a	0
true	true	j	true	true	0
and	and	cc	and	and	0
lively	lively	j	lively	lively	0
character	character	n1	character	character	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
better	better	vvi	better	better	0
,	,	,	,	,	0
than	than	cs	than	than	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
paradoxes	paradoxes	n2	paradoxes	paradox	0
and	and	cc	and	and	0
riddles	riddles	n2	riddles	riddle	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
are	are	vbr	are	be	0
no	no	dx	no	no	0
Authors	Authors	n2	Authors	author	0
do	do	vdb	do	do	0
more	more	dc	more	more	0
affright	affright	n1	affright	affright	0
and	and	cc	and	and	0
vex	vex	vvi	vex	vex	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
none	none	pix	none	none	0
,	,	,	,	,	0
who	who	q-crq	who	who	0
do	do	vdb	do	do	0
more	more	av-dc	more	more	0
intice	intice	vvi	entice	entice	0
and	and	cc	and	and	0
delight	delight	vvi	delight	delight	0
him	him	pno31	him	he	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
no	no	dx	no	no	0
Writers	Writers	n2	Writers	writer	0
is	is	vbz	is	be	0
greater	greater	jc	greater	great	0
or	or	cc	or	or	0
equal	equal	j-jn	equal	equal	0
trifling	trifling	j-vvg	trifling	trifle	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
none	none	pix	none	none	0
is	is	vbz	is	be	0
greater	greater	jc	greater	great	0
,	,	,	,	,	0
or	or	cc	or	or	0
so	so	av	so	so	0
great	great	j	great	great	0
benefit	benefit	n1	benefit	benefit	0
.	.	.	.	.	1
The	The	dt	The	the	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
hath	hath	vhz	hath	have	0
no	no	dx	no	no	0
more	more	dc	more	more	0
bitter	bitter	j	bitter	bitter	0
enemies	enemies	n2	enemies	enemy	0
than	than	cs	than	than	0
they	they	pns32	they	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
Text	Text	n1	Text	text	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
hath	hath	vhz	hath	have	0
no	no	dx	no	no	0
more	more	dc	more	more	0
plain	plain	j	plain	plain	0
interpreters	interpreters	n2	interpreters	interpreter	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
say	say	vvi	say	say	0
all	all	d	all	all	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
word	word	n1	word	word	0
,	,	,	,	,	0
To	To	p-acp	To	to	0
the	the	dt	the	the	0
Jews	Jews	np2	Jews	Jew	0
their	their	po32	their	their	0
Countrymen	Countrymen	n2	Countrymen	countryman	0
they	they	pns32	they	they	0
recommend	recommend	vvb	recommend	recommend	0
