DEar	DEar	av-jn	DEar	dear	0
the	the	dt	the	the	0
good	good	j	good	good	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
self	self	n1	self	self	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
sends	sends	vvz	sends	send	0
the	the	dt	the	the	0
empty	empty	j	empty	empty	0
away	away	av	away	away	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
writ	writ	vvn	writ	write	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
what	what	r-crq	what	what	0
was	was	vbds	was	be	0
given	given	vvn	given	give	0
me	me	pno11	me	i	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Father	Father	n1	Father	father	0
;	;	;	;	;	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
first	first	ord	first	first	0
beholding	beholding	vvg	beholding	behold	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Mystery	Mystery	n1	Mystery	mystery	0
,	,	,	,	,	0
it	it	pn31	it	it	0
appeared	appeared	vvd	appeared	appear	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
so	so	av	so	so	0
high	high	j	high	high	0
above	above	p-acp	above	above	0
my	my	po11	my	my	0
reach	reach	n1	reach	reach	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
confounded	confounded	vvn	confounded	confound	0
and	and	cc	and	and	0
lost	lost	vvn	lost	lose	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
spirit	spirit	n1	spirit	spirit	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
God	God	np1	God	God	0
,	,	,	,	,	0
(	(	(	(	(	0
whom	whom	r-crq	whom	who	0
I	I	pns11	I	i	0
believe	believe	vvb	believe	believe	0
,	,	,	,	,	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
teacher	teacher	n1	teacher	teacher	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
joy	joy	n1	joy	joy	0
and	and	cc	and	and	0
rest	rest	vvi	rest	rest	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
)	)	)	)	)	0
left	left	vvd	left	leave	0
me	me	pno11	me	i	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
bondage	bondage	n1	bondage	bondage	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
set	set	vvb	set	set	0
me	me	pno11	me	i	0
at	at	p-acp	at	at	0
liberty	liberty	n1	liberty	liberty	0
,	,	,	,	,	0
and	and	cc	and	and	0
caused	caused	vvd	caused	cause	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
much	much	d	much	much	0
glory	glory	n1	glory	glory	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
following	following	j-vvg	following	follow	0
truths	truths	n2	truths	truth	0
;	;	;	;	;	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
God	God	np1	God	God	0
works	works	vvz	works	work	0
none	none	pi	none	none	0
can	can	vmb	can	can	0
hinder	hinder	vvi	hinder	hinder	0
.	.	.	.	.	1
It	It	pn31	It	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
some	some	d	some	some	0
things	things	n2	things	thing	0
herein	herein	av	herein	herein	0
may	may	vmb	may	may	0
seeme	seeme	vvi	seem	seem	0
very	very	av	very	very	0
strange	strange	j	strange	strange	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
first	first	ord	first	first	0
reading	reading	n-vvg	reading	read	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
crie	crie	vvi	cry	cry	0
out	out	av	out	out	0
,	,	,	,	,	0
an	an	dt	and	a	0
error	error	n1	error	error	0
;	;	;	;	;	0
an	an	dt	and	a	0
error	error	n1	error	error	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
is	is	vbz	is	be	0
usuall	usuall	j	usual	usual	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
flesh	flesh	n1	flesh	flesh	0
cannot	cannot	vmbx	cannot	can	0
apprehend	apprehend	vvi	apprehend	apprehend	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
it	it	pn31	it	it	0
brands	brands	vvz	brands	brand	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
an	an	dt	and	a	0
error	error	n1	error	error	0
,	,	,	,	,	0
and	and	cc	and	and	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
jects	jects	n1	jects	jects	0
it	it	pn31	it	it	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
wicked	wicked	j	wicked	wicked	0
thing	thing	n1	thing	thing	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Jewes	Jewes	np2	Jewes	Jew	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
behold	behold	vvi	behold	behold	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
did	did	vdd	did	do	0
breake	breake	vvi	break	break	0
out	out	av	out	out	0
in	in	p-acp	in	in	0
bitternesse	bitternesse	n1	bitterness	bitterness	0
of	of	pp-f	of	of	0
spirit	spirit	n1	spirit	spirit	0
against	against	p-acp	against	against	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
calling	calling	vvg	calling	call	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
deceiver	deceiver	n1	deceiver	deceiver	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
preached	preached	vvd	preached	preach	0
blasphemy	blasphemy	n1	blasphemy	blasphemy	0
,	,	,	,	,	0
and	and	cc	and	and	0
error	error	n1	error	error	0
,	,	,	,	,	0
&	&	cc	&	and	0
never	never	av-x	never	never	0
rested	rested	vvd	rested	rest	0
till	till	c-acp	till	till	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
killed	killed	vvn	killed	kill	0
him	him	pno31	him	he	0
;	;	;	;	;	0
&	&	cc	&	and	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
Christ	Christ	np1	Christ	Christ	0
told	told	vvd	told	tell	0
his	his	po31	his	his	0
disciples	disciples	n2	disciples	disciple	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
many	many	d	many	many	0
things	things	n2	things	thing	0
to	to	pc-acp	to	to	0
speak	speak	vvi	speak	speak	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
bear	bear	vvi	bear	bear	0
them	them	pno32	them	they	0
as	as	a-acp	as	as	0
yet	yet	av	yet	yet	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
I	I	pns11	I	i	0
speak	speak	vvb	speak	speak	0
in	in	p-acp	in	in	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
that	that	cst	that	that	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
truths	truths	n2	truths	truth	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
now	now	av	now	now	0
see	see	vvb	see	see	0
beauty	beauty	n1	beauty	beauty	0
,	,	,	,	,	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
first	first	ord	first	first	0
hearing	hearing	n-vvg	hearing	hear	0
rose	rose	vvd	rose	rise	0
against	against	p-acp	against	against	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
beare	beare	vvi	bear	bear	0
them	them	pno32	them	they	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
if	if	cs	if	if	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
writ	writ	vvn	writ	write	0
meet	meet	j	meet	meet	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
hard	hard	j	hard	hard	0
entertainment	entertainment	n1	entertainment	entertainment	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
wonder	wonder	n1	wonder	wonder	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
the	the	dt	the	the	0
flesh	flesh	n1	flesh	flesh	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
,	,	,	,	,	0
lusts	lusts	n2	lustest	lust	0
after	after	p-acp	after	after	0
envy	envy	n1	envy	envy	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
bondage	bondage	n1	bondage	bondage	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
deliver	deliver	vvi	deliver	deliver	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
in	in	p-acp	in	in	0
due	due	j-jn	due	due	0
time	time	n1	time	time	0
:	:	:	:	:	0
You	You	pn22	You	you	0
shall	shall	vmb	shall	shall	0
finde	finde	vvi	find	find	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
call	call	vvb	call	call	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
darknesse	darknesse	n1	darkness	darkness	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
name	name	n1	name	name	0
Serpent	Serpent	n1	Serpent	serpent	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
dwells	dwells	vvz	dwells	dwell	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
taken	taken	vvn	taken	take	0
every	every	d	every	every	0
man	man	n1	man	man	0
and	and	cc	and	and	0
woman	woman	n1	woman	woman	0
captive	captive	j-jn	captive	captive	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
God	God	np1	God	God	0
through	through	p-acp	through	through	0
his	his	po31	his	his	0
Sonne	Sonne	n1	Son	son	0
Christ	Christ	np1	Christ	Christ	0
will	will	vmb	will	will	0
redeeme	redeeme	vvi	redeem	redeem	0
his	his	po31	his	his	0
own	own	d	own	own	0
workmanship	workmanship	n1	workmanship	workmanship	0
,	,	,	,	,	0
mankinde	mankinde	n1	mankind	mankind	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
destroy	destroy	vvi	destroy	destroy	0
the	the	dt	the	the	0
Serpent	Serpent	n1	Serpent	serpent	0
onely	onely	av-j	only	only	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
count	count	vvi	count	count	0
this	this	d	this	this	0
a	a	dt	a	a	0
slight	slight	j	slight	slight	0
thing	thing	n1	thing	thing	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
when	when	c-crq	when	when	0
God	God	np1	God	God	0
lets	lets	vvz	lets	let	0
you	you	pn22	you	you	0
see	see	vvb	see	see	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Mystery	Mystery	n1	Mystery	mystery	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
iniquity	iniquity	n1	iniquity	iniquity	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
least	least	ds	least	least	0
degree	degree	n1	degree	degree	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
prove	prove	vvi	prove	prove	0
too	too	av	too	too	0
hard	hard	av-j	hard	hard	0
for	for	c-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
nothing	nothing	pix	nothing	nothing	0
but	but	p-acp	but	but	0
death	death	n1	death	death	0
,	,	,	,	,	0
curse	curse	n1	curse	curse	0
,	,	,	,	,	0
and	and	cc	and	and	0
misery	misery	n1	misery	misery	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
desire	desire	vvb	desire	desire	0
that	that	cst	that	that	0
God	God	np1	God	God	0
would	would	vmd	would	will	0
manifest	manifest	vvi	manifest	manifest	0
love	love	n1	love	love	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvb	make	make	0
you	you	pn22	you	you	0
free	free	j	free	free	0
,	,	,	,	,	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
offended	offended	vvn	offended	offend	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
,	,	,	,	,	0
that	that	cst	that	that	0
God	God	np1	God	God	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
love	love	n1	love	love	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
a	a	dt	a	a	0
season	season	n1	season	season	0
to	to	pc-acp	to	to	0
manifest	manifest	vvi	manifest	manifest	0
his	his	po31	his	his	0
love	love	n1	love	love	0
to	to	p-acp	to	to	0
others	others	n2-jn	others	other	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
lost	lost	vvn	lost	lose	0
,	,	,	,	,	0
and	and	cc	and	and	0
quicken	quicken	vvi	quicken	quicken	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
killed	killed	vvn	killed	kill	0
,	,	,	,	,	0
while	while	cs	while	while	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
made	made	vvn	made	make	0
alive	alive	j	alive	alive	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
fell	fell	vvd	fell	fall	0
further	further	av-jc	further	further	0
under	under	p-acp	under	under	0
death	death	n1	death	death	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
that	that	d	that	that	0
were	were	vbdr	were	be	0
lost	lost	vvn	lost	lose	0
are	are	vbr	are	be	0
redeemed	redeemed	vvn	redeemed	redeem	0
an	an	dt	and	a	0
houre	houre	n1	hour	hour	0
or	or	cc	or	or	0
two	two	crd	two	two	0
before	before	p-acp	before	before	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
shed	shed	vvd	shed	shed	0
his	his	po31	his	his	0
bloud	bloud	n1	blood	blood	0
wil	wil	vmb	will	will	0
∣	∣	sy	∣	∣	0
ingly	ingly	av	ingly	ing	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
did	did	vdd	did	do	0
put	put	vvi	put	put	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
death	death	n1	death	death	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
rejoyced	rejoyced	vvd	rejoiced	rejoice	0
,	,	,	,	,	0
that	that	cst	that	that	0
Paul	Paul	np1	Paul	Paul	0
their	their	po32	their	their	0
bitter	bitter	j	bitter	bitter	0
persecutor	persecutor	n1	persecutor	persecutor	0
,	,	,	,	,	0
was	was	vbds	was	be	0
received	received	vvn	received	receive	0
to	to	p-acp	to	to	0
mercy	mercy	n1	mercy	mercy	0
with	with	p-acp	with	with	0
themselves	themselves	px32	themselves	themselves	0
:	:	:	:	:	0
Why	Why	uh-crq	Why	why	0
then	then	av	then	then	0
should	should	vmd	should	shall	0
you	you	pn22	you	you	0
be	be	vbi	be	be	0
offended	offended	vvn	offended	offend	0
,	,	,	,	,	0
and	and	cc	and	and	0
thinke	thinke	vvb	think	think	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
miserable	miserable	j	miserable	miserable	0
,	,	,	,	,	0
if	if	cs	if	if	0
your	your	po22	your	your	0
persecutors	persecutors	n2	persecutors	persecutor	0
and	and	cc	and	and	0
enemies	enemies	n2	enemies	enemy	0
should	should	vmd	should	shall	0
in	in	p-acp	in	in	0
Gods	Gods	ng1	Gods	god	0
time	time	n1	time	time	0
be	be	vbi	be	be	0
delivered	delivered	vvn	delivered	deliver	0
from	from	p-acp	from	from	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
curse	curse	n1	curse	curse	0
,	,	,	,	,	0
and	and	cc	and	and	0
partake	partake	vvi	partake	partake	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
City	City	n1	City	city	0
,	,	,	,	,	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
much	much	av-d	much	much	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
redeeme	redeeme	vvi	redeem	redeem	0
,	,	,	,	,	0
not	not	xx	not	not	0
part	part	n1	part	part	0
onely	onely	av-j	only	only	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
all	all	d	all	all	0
mankinde	mankinde	n1	mankind	mankind	0
from	from	p-acp	from	from	0
death	death	n1	death	death	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
his	his	po31	his	his	0
own	own	d	own	own	0
hands	hands	n2	hands	hand	0
made	made	vvd	made	make	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
his	his	po31	his	his	0
revealed	revealed	vvn	revealed	reveal	0
will	will	n1	will	will	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
joy	joy	n1	joy	joy	0
that	that	cst	that	that	0
the	the	dt	the	the	0
will	will	n1	will	will	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Fa	Fa	fw-it	Fa	fa	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
fulfilled	fulfilled	vvn	fulfilled	fulfil	0
;	;	;	;	;	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
thinke	thinke	vvi	think	think	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
unhappy	unhappy	j	unhappy	unhappy	0
,	,	,	,	,	0
and	and	cc	and	and	0
God	God	np1	God	God	0
disho	disho	uh	disho	disho	0
∣	∣	sy	∣	∣	0
nored	nored	vvd	nored	nore	0
,	,	,	,	,	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
heale	heale	vvi	heal	heal	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
lost	lost	vvn	lost	lose	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
enter	enter	vvi	enter	enter	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
City	City	n1	City	city	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
begin	begin	vvi	begin	begin	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
great	great	j	great	great	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
judgment	judgment	n1	judgement	judgement	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
honored	honored	vvn	honoured	honour	0
in	in	p-acp	in	in	0
saving	saving	vvg	saving	save	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Citie	Citie	n1	City	city	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
lost	lost	vvn	lost	lose	0
:	:	:	:	:	0
so	so	av	so	so	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
honored	honored	vvn	honoured	honour	0
in	in	p-acp	in	in	0
redeeming	redeeming	vvg	redeeming	redeem	0
these	these	d	these	these	0
that	that	cst	that	that	0
lye	lye	n1	lie	lie	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
second	second	ord	second	second	0
death	death	n1	death	death	0
.	.	.	.	.	0
and	and	cc	and	and	0
that	that	cst	that	that	0
entred	entred	vvd	entered	enter	0
not	not	xx	not	not	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
City	City	n1	City	city	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
no	no	dx	no	no	0
difference	difference	n1	difference	difference	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
tween	tween	n2	tween	tween	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
them	them	pno32	them	they	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
the	the	dt	the	the	0
will	will	n1	will	will	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
made	made	vvd	made	make	0
the	the	dt	the	the	0
difference	difference	n1	difference	difference	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
taking	taking	vvg	taking	take	0
you	you	pn22	you	you	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
first	first	ord	first	first	0
and	and	cc	and	and	0
leaving	leaving	vvg	leaving	leave	0
them	them	pno32	them	they	0
till	till	p-acp	till	till	0
the	the	dt	the	the	0
last	last	ord	last	last	0
houre	houre	n1	hour	hour	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
Christ	Christ	np1	Christ	Christ	0
gave	gave	vvd	gave	give	0
himself	himself	px31	himself	himself	0
a	a	dt	a	a	0
ransome	ransome	n1	ransom	ransom	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
revealed	revealed	vvn	revealed	reveal	0
in	in	p-acp	in	in	0
due	due	j-jn	due	due	0
time	time	n1	time	time	0
.	.	.	.	.	1
God	God	np1	God	God	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
reveale	reveale	vvi	reveal	reveal	0
his	his	po31	his	his	0
love	love	n1	love	love	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
at	at	p-acp	at	at	0
one	one	crd	one	one	0
time	time	n1	time	time	0
but	but	cc-acp	but	but	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
