HOnourable	HOnourable	j	HOnourable	honourable	0
made	made	vvd	made	make	0
good	good	j	good	good	0
?	?	?	?	?	1
Such	Such	d	Such	such	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
confidence	confidence	n1	confidence	confidence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Positions	Positions	n2	Positions	position	0
,	,	,	,	,	0
that	that	cst	that	that	0
should	should	vmd	should	shall	0
these	these	d	these	these	0
Sermons	Sermons	n2	Sermons	sermon	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
spiritu	spiritu	fw-la	spiritu	spiritu	0
∣	∣	sy	∣	∣	0
alized	alized	vvn	alized	alize	0
soul	soul	n1	soul	soul	0
privately	privately	av-j	privately	private	0
,	,	,	,	,	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
bemone	bemone	vvi	bemoan	bemoan	0
me	me	pno11	me	i	0
(	(	(	(	(	0
laden	laden	vvn	laden	lade	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
reproaches	reproaches	n2	reproaches	reproach	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
heard	heard	vvn	herd	hear	0
me	me	pno11	me	i	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
David	David	np1	David	David	0
did	did	vdd	did	do	0
Abners	Abners	np1	Abners	Abners	0
death	death	n1	death	death	0
by	by	p-acp	by	by	0
Ioab	Ioab	np1	Ioab	Joab	0
;	;	;	;	;	0
dyed	dyed	vvd	died	die	0
Abner	Abner	np1	Abner	Abner	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
fool	fool	n1	fool	fool	0
dyeth	dyeth	vvz	dyeth	die	0
?	?	?	?	?	0
for	for	p-acp	for	for	0
as	as	c-acp	as	as	0
David	David	np1	David	David	0
said	said	vvd	said	say	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
say	say	vvi	say	say	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
self	self	n1	self	self	0
;	;	;	;	;	0
my	my	po11	my	my	0
hands	hands	n2	hands	hand	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
bound	bound	vvn	bound	bind	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
my	my	po11	my	my	0
feet	feet	n2	feet	foot	0
put	put	vvn	put	put	0
into	into	p-acp	into	into	0
fetters	fetters	n2	fetters	fetter	0
:	:	:	:	:	0
I	I	pns11	I	i	0
remember	remember	vvb	remember	remember	0
not	not	xx	not	not	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
my	my	po11	my	my	0
self	self	n1	self	self	0
ever	ever	av	ever	ever	0
shackled	shackled	j-vvn	shackled	shackle	0
,	,	,	,	,	0
either	either	d	either	either	0
privately	privately	av-j	privately	private	0
,	,	,	,	,	0
or	or	cc	or	or	0
publickly	publickly	av-j	publicly	public	0
,	,	,	,	,	0
about	about	p-acp	about	about	0
these	these	d	these	these	0
things	things	n2	things	thing	0
,	,	,	,	,	0
save	save	vvb	save	save	0
with	with	p-acp	with	with	0
reproachful	reproachful	j	reproachful	reproachful	0
terms	terms	n2	terms	term	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
ever	ever	av	ever	ever	0
made	made	vvn	made	make	0
fall	fall	n1	fallen	fall	0
from	from	p-acp	from	from	0
me	me	pno11	me	i	0
,	,	,	,	,	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
chains	chains	n2	chains	chain	0
of	of	pp-f	of	of	0
Peter	Peter	np1	Peter	Peter	0
.	.	.	.	.	1
Tis	Tis	pn31|vbz	This	it|be	0
not	not	xx	not	not	0
unknown	unknown	j	unknown	unknown	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
self	self	n1	self	self	0
and	and	cc	and	and	0
many	many	d	many	many	0
more	more	dc	more	more	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
vehemently	vehemently	av-j	vehemently	vehement	0
and	and	cc	and	and	0
generally	generally	av-j	generally	general	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
opposed	opposed	vvn	opposed	oppose	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
like	like	j	like	like	0
Positi	Positi	n1	Positi	positi	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
inferiour	inferiour	j-jn	inferior	inferior	0
Judgements	Judgements	n2	Judgements	judgement	0
;	;	;	;	;	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
being	being	vbg	being	be	0
silenced	silenced	vvn	silenced	silence	0
upon	upon	p-acp	upon	upon	0
their	their	po32	their	their	0
attempts	attempts	n2	attempts	attempt	0
,	,	,	,	,	0
though	though	cs	though	though	0
not	not	xx	not	not	0
converted	converted	vvn	converted	convert	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
desired	desired	vvn	desired	desire	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
argue	argue	vvi	argue	argue	0
them	them	pno32	them	they	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
their	their	po32	their	their	0
better	better	jc	better	better	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
,	,	,	,	,	0
or	or	cc	or	or	0
my	my	po11	my	my	0
own	own	d	own	own	0
convi	convi	fw-la	convi	convi	0
∣	∣	sy	∣	∣	0
ction	ction	zz	ction	ction	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
war	war	n1	war	war	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
youth	youth	n1	youth	youth	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
emi	emi	fw-it	emi	emi	0
∣	∣	sy	∣	∣	0
nent	nent	fw-fr	nent	nent	0
men	men	n2	men	man	0
,	,	,	,	,	0
both	both	av-d	both	both	0
for	for	p-acp	for	for	0
learning	learning	n1	learning	learning	0
and	and	cc	and	and	0
piety	piety	n1	piety	piety	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
turned	turned	vvn	turned	turn	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
my	my	po11	my	my	0
request	request	n1	request	request	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
times	times	n2	times	time	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
safe	safe	j	safe	safe	0
for	for	p-acp	for	for	0
opposition	opposition	n1	opposition	opposition	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
minded	minded	vvn	minded	mind	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
brought	brought	vvd	brought	bring	0
the	the	dt	the	the	0
answer	answer	n1	answer	answer	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
security	security	n1	security	security	0
of	of	pp-f	of	of	0
Mr.	Mr.	n1	Mr.	mr.	1
Iohn	Iohn	np1	Iohn	John	0
Goodwin	Goodwin	np1	Goodwin	Goodwin	0
,	,	,	,	,	0
publick	publick	j	public	public	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
opposing	opposing	vvg	opposing	oppose	0
this	this	d	this	this	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
salvation	salvation	n1	salvation	salvation	0
;	;	;	;	;	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
also	also	av	also	also	0
assured	assured	vvn	assured	assure	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
least	least	ds	least	least	0
divulge	divulge	vvb	divulge	divulge	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
deli	deli	j	deli	deli	0
∣	∣	sy	∣	∣	0
ver	ver	fw-la	ver	ver	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
or	or	cc	or	or	0
questions	questions	n2	questions	question	0
under	under	p-acp	under	under	0
debate	debate	n1	debate	debate	0
.	.	.	.	.	1
All	All	av-d	All	all	0
this	this	d	this	this	0
,	,	,	,	,	0
and	and	cc	and	and	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
have	have	vhb	have	have	0
gained	gained	vvn	gained	gain	0
nothing	nothing	pix	nothing	nothing	0
of	of	pp-f	of	of	0
discourse	discourse	n1	discourse	discourse	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
proxie	proxie	n1	proxy	proxy	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
Mr.	Mr.	n1	Mr.	mr.	1
Platers	Platers	n2	Platers	plater	0
appello	appello	fw-la	appello	appello	0
Evan	Evan	np1	Evan	Evan	0
∣	∣	sy	∣	∣	0
gelium	gelium	n1	gelium	gelium	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
commended	commended	vvn	commended	commend	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
me	me	pno11	me	i	0
right	right	av-jn	right	right	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
judgement	judgement	n1	judgement	judgement	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
book	book	n1	book	book	0
indeed	indeed	av	indeed	indeed	0
hath	hath	vhz	hath	have	0
wrought	wrought	vvn	wrought	wrought	0
nothing	nothing	pix	nothing	nothing	0
upon	upon	p-acp	upon	upon	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
intent	intent	n1	intent	intent	0
:	:	:	:	:	0
it	it	pn31	it	it	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
groundless	groundless	j	groundless	groundless	0
condemnation	condemnation	n1	condemnation	condemnation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
opinions	opinions	n2	opinions	opinion	0
about	about	p-acp	about	about	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
destination	destination	n1	destination	destination	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
Mr.	Mr.	n1	Mr.	mr.	1
Perkings	Perkings	n2-vvg	Perkings	perking	0
,	,	,	,	,	0
Whitakers	Whitakers	n2	Whitakers	whitaker	0
,	,	,	,	,	0
Beza	Beza	np1	Beza	Beza	0
,	,	,	,	,	0
Piscator	Piscator	n1	Piscator	piscator	0
,	,	,	,	,	0
the	the	dt	the	the	0
Synod	Synod	n1	Synod	synod	0
at	at	p-acp	at	at	0
Dort	Dort	zz	Dort	dort	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	av-d	many	many	0
more	more	av-dc	more	more	0
:	:	:	:	:	0
and	and	cc	and	and	0
a	a	dt	a	a	0
closing	closing	n-vvg	closing	close	0
with	with	p-acp	with	with	0
Arminius	Arminius	np1	Arminius	Arminius	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
strain	strain	n1	strain	strain	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
See	See	n1	See	see	0
page	page	n1	page	page	0
the	the	dt	the	the	0
60.	60.	crd	60.	60.	1
Of	Of	pp-f	Of	of	0
his	his	png31	his	he	0
appello	appello	fw-la	appello	appello	0
E	E	sy	E	e	0
∣	∣	sy	∣	∣	0
vangelium	vangelium	n1	vangelium	vangelium	0
.	.	.	.	.	1
The	The	dt	The	the	0
distinction	distinction	n1	distinction	distinction	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
dividing	dividing	vvg	dividing	divide	0
it	it	pn31	it	it	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
pure	pure	j	pure	pure	0
understanding	understanding	n1	understanding	understanding	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
vision	vision	n1	vision	vision	0
;	;	;	;	;	0
being	being	vbg	being	be	0
as	as	p-acp	as	as	0
himself	himself	px31	himself	himself	0
confesseth	confesseth	vvz	confesses	confess	0
,	,	,	,	,	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
and	and	cc	and	and	0
basis	basis	n1	basis	basis	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
judgement	judgement	n1	judgement	judgement	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
if	if	cs	if	if	0
duly	duly	av-jn	duly	due	0
consi	consi	fw-fr	consi	consi	0
∣	∣	sy	∣	∣	0
dered	dered	n1	dered	dered	0
,	,	,	,	,	0
is	is	vbz	is	be	0
like	like	av-j	like	like	0
many	many	d	many	many	0
more	more	dc	more	more	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
