GREAT	GREAT	j	GREAT	great	0
true	true	j	true	true	0
Primi	Primi	np1	Primi	Primi	0
∣	∣	sy	∣	∣	0
tive	tive	n1	tive	tive	0
frame	frame	n1	frame	frame	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
the	the	dt	the	the	0
Prerogatives	Prerogatives	n2	Prerogatives	prerogative	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Crown	Crown	n1	Crown	crown	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Rights	Rights	n2-jn	Rights	right	0
and	and	cc	and	and	0
Privileges	Privileges	n2	Privileges	privilege	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Subject	Subject	j-jn	Subject	subject	0
were	were	vbdr	were	be	0
so	so	av	so	so	0
far	far	av-j	far	far	0
from	from	p-acp	from	from	0
justling	justling	j-vvg	justling	justle	0
one	one	pi	one	one	0
another	another	j-jn	another	another	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Immunities	Immunities	n2	Immunities	immunity	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
served	served	vvn	served	serve	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
People	People	n1	People	people	0
,	,	,	,	,	0
tended	tended	vvd	tended	tend	0
to	to	pc-acp	to	to	0
render	render	vvi	render	render	0
the	the	dt	the	the	0
King	King	n1	King	king	0
Honou	Honou	np1	Honou	Honou	0
∣	∣	sy	∣	∣	0
rable	rable	n1	rabble	rabble	0
and	and	cc	and	and	0
Great	Great	j	Great	great	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Prerogatives	Prerogatives	n2	Prerogatives	prerogative	0
settled	settled	vvn	settled	settle	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
King	King	n1	King	king	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Subjects	Subjects	n2-jn	Subject's	subject	0
Protection	Protection	n1	Protection	protection	0
and	and	cc	and	and	0
Safety	Safety	n1	Safety	safety	0
.	.	.	.	.	1
Notwithstanding	Notwithstanding	a-acp	Notwithstanding	notwithstanding	0
all	all	d	all	all	0
this	this	d	this	this	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
well	well	av	well	well	0
known	known	vvn	known	know	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Most	Most	av-ds	Most	most	0
Excellent	Excellent	j	Excellent	excellent	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
two	two	crd	two	two	0
last	last	n1	last	last	0
Reigns	Reigns	vvz	Reigns	reign	0
there	there	pc-acp	there	there	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
dismal	dismal	j	dismal	dismal	0
and	and	cc	and	and	0
an	an	dt	and	a	0
unaccountable	unaccountable	j	unaccountable	unaccountable	0
alteration	alteration	n1	alteration	alteration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Govern	Govern	vvi	Govern	govern	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
attempted	attempted	vvn	attempted	attempt	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
Prince	Prince	n1	Prince	prince	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Popish	Popish	j	Popish	popish	0
Accomplices	Accomplices	n2	Accomplices	accomplice	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
Monarchy	Monarchy	n1	Monarchy	monarchy	0
endeavoured	endeavoured	vvd	endeavoured	endeavour	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
changed	changed	vvn	changed	change	0
into	into	p-acp	into	into	0
an	an	dt	and	a	0
absolute	absolute	j	absolute	absolute	0
French	French	jp	French	french	0
Tyranny	Tyranny	n1	Tyranny	tyranny	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
tho	tho	cs	though	though	0
our	our	po12	our	our	0
Religion	Religion	n1	Religion	religion	0
and	and	cc	and	and	0
Liberties	Liberties	n2	Liberties	liberty	0
were	were	vbdr	were	be	0
fenced	fenced	vvn	fenced	fence	0
and	and	cc	and	and	0
hedged	hedged	vvn	hedged	hedge	0
about	about	a-acp	about	about	0
by	by	p-acp	by	by	0
as	as	c-acp	as	as	0
many	many	d	many	many	0
Laws	Laws	n2	Laws	law	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
of	of	pp-f	of	of	0
Men	Men	n2	Men	man	0
could	could	vmd	could	can	0
devise	devise	vvi	devise	devise	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
Preservation	Preservation	n1	Preservation	preservation	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
Popery	Popery	n1	Popery	popery	0
and	and	cc	and	and	0
Arbitrary	Arbitrary	j-jn	Arbitrary	arbitrary	0
Power	Power	n1	Power	power	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
our	our	po12	our	our	0
Religion	Religion	n1	Religion	religion	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
unaccountable	unaccountable	j	unaccountable	unaccountable	0
Reigns	Reigns	vvz	Reigns	reign	0
Under	Under	p-acp	Under	under	0
∣	∣	sy	∣	∣	0
mined	mined	vvd	mined	mine	0
by	by	p-acp	by	by	0
Popish	Popish	j	Popish	popish	0
Counsels	Counsels	n2	Counsels	counsel	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
Privileges	Privileges	n2	Privileges	privilege	0
ravished	ravished	vvn	ravished	ravish	0
from	from	p-acp	from	from	0
us	us	pno12	us	we	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Fraud	Fraud	n1	Fraud	fraud	0
and	and	cc	and	and	0
Violence	Violence	n1	Violence	violence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
two	two	crd	two	two	0
last	last	ord	last	last	0
Kings	Kings	n2	Kings	king	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
continued	continued	j-vvn	continued	continue	0
Conspiracy	Conspiracy	n1	Conspiracy	conspiracy	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Prote	Prote	np1	Prote	Prote	0
∣	∣	sy	∣	∣	0
stant	stant	n1	stant	stant	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Rights	Rights	n2-jn	Rights	right	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
People	People	n1	People	people	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
may	may	vmb	may	may	0
take	take	vvi	take	take	0
a	a	dt	a	a	0
full	full	j	full	full	0
Account	Account	vvb	Account	account	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
following	following	vvg	following	follow	0
Memorial	Memorial	n-jn	Memorial	memorial	0
.	.	.	.	.	1
I	I	pns11	I	i	0
must	must	vmb	must	must	0
confess	confess	vvi	confess	confess	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
that	that	cst	that	that	0
to	to	p-acp	to	to	0
discant	discant	n1	discant	discant	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Misfortunes	Misfortunes	n2	Misfortunes	misfortune	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Person	Person	n1	Person	person	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
fallen	fallen	vvn	fallen	fall	0
from	from	p-acp	from	from	0
so	so	av	so	so	0
high	high	j	high	high	0
a	a	dt	a	a	0
Dig	Dig	vvi	Dig	dig	0
∣	∣	sy	∣	∣	0
nity	nity	n1	nity	nity	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
reduced	reduced	vvn	reduced	reduce	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
State	State	n1	State	state	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
next	next	ord	next	next	0
to	to	p-acp	to	to	0
Death	Death	n1	Death	death	0
,	,	,	,	,	0
is	is	vbz	is	be	0
neither	neither	d	neither	neither	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
coveted	coveted	vvd	coveted	covet	0
or	or	cc	or	or	0
desig'nd	desig'nd	vvn	desig'nd	desig'nd	0
,	,	,	,	,	0
tho	tho	cs	though	though	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
Sufferer	Sufferer	n1	Sufferer	sufferer	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
both	both	d	both	both	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Brother's	Brother's	ng1	Brother's	brother	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Reign	Reign	vvi	Reign	reign	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Insolency	Insolency	n1	Insolency	insolency	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
wicked	wicked	j	wicked	wicked	0
Conspirators	Conspirators	n2	Conspirators	conspirator	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
here	here	av	here	here	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
mong	mong	p-acp	mong	among	0
us	us	pno12	us	we	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
so	so	av	so	so	0
provoked	provoked	vvn	provoked	provoke	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
in	in	p-acp	in	in	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
Duty	Duty	n1	Duty	duty	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
owe	owe	vvb	owe	owe	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
and	and	cc	and	and	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
forbear	forbear	vvb	forbear	forbear	0
letting	letting	vvg	letting	let	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
know	know	vvb	know	know	0
what	what	r-crq	what	what	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
trust	trust	vvi	trust	trust	0
to	to	p-acp	to	to	0
if	if	cs	if	if	0
ever	ever	av	ever	ever	0
that	that	d	that	that	0
Man	Man	n1	Man	man	0
should	should	vmd	should	shall	0
return	return	vvi	return	return	0
again	again	av	again	again	0
and	and	cc	and	and	0
Reign	Reign	vvi	Reign	reign	0
over	over	p-acp	over	over	0
us	us	pno12	us	we	0
.	.	.	.	.	1
This	This	d	This	this	0
present	present	j	present	present	0
Conspiracy	Conspiracy	n1	Conspiracy	conspiracy	0
against	against	p-acp	against	against	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
and	and	cc	and	and	0
Go	Go	vvb	Go	go	0
∣	∣	sy	∣	∣	0
vernment	vernment	n1	vernment	vernment	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
provoked	provoked	vvn	provoked	provoke	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
publish	publish	vvi	publish	publish	0
the	the	dt	the	the	0
Arts	Arts	n2	Arts	art	0
and	and	cc	and	and	0
Methods	Methods	n2	Methods	method	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
late	late	j	late	late	0
King	King	n1	King	king	0
,	,	,	,	,	0
used	used	vvn	used	use	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
destruction	destruction	n1	destruction	destruction	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Laws	Laws	n2	Laws	law	0
,	,	,	,	,	0
Liberties	Liberties	n2	Liberties	liberty	0
and	and	cc	and	and	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
conjunction	conjunction	n1	conjunction	conjunction	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Popish	Popish	j	Popish	popish	0
Party	Party	n1	Party	party	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
encouraged	encouraged	vvn	encouraged	encourage	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
Dedicate	Dedicate	j	Dedicate	dedicate	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Royal	Royal	j	Royal	royal	0
Name	Name	n1	Name	name	0
and	and	cc	and	and	0
Patronage	Patronage	n1	Patronage	patronage	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
well	well	av	well	well	0
assured	assured	vvn	assured	assure	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
justifie	justifie	vvi	justify	justify	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Popish	Popish	j	Popish	popish	0
Plot	Plot	n1	Plot	plot	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
discovery	discovery	n1	discovery	discovery	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
