DEarly	DEarly	av-jn	DEarly	dear	0
the	the	dt	the	the	0
kingdome	kingdome	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
Satan	Satan	np1	Satan	Satan	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
kingdome	kingdome	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
slaves	slaves	n2	slaves	slave	0
,	,	,	,	,	0
and	and	cc	and	and	0
captives	captives	n2-jn	captives	captive	0
of	of	pp-f	of	of	0
hell	hell	n1	hell	hell	0
,	,	,	,	,	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
the	the	dt	the	the	0
brethren	brethren	n2	brothers	brethren	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
united	united	vvn	united	unite	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
loved	loved	vvd	loved	love	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
receive	receive	vvb	receive	receive	0
their	their	po32	their	their	0
being	being	vbg	being	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
well-being	well-being	n1	well-being	well-being	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
sanctified	sanctified	vvn	sanctified	sanctify	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
frees	frees	vvz	frees	free	0
them	them	pno32	them	they	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
law	law	n1	law	law	0
of	of	pp-f	of	of	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
death	death	n1	death	death	0
;	;	;	;	;	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
clothed	clothed	vvn	clothed	clothe	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
royall	royall	j	royal	royal	0
robes	robes	n2	robes	robe	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
dwell	dwell	vvi	dwell	dwell	0
with	with	p-acp	with	with	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
heavenly	heavenly	j	heavenly	heavenly	0
Jerusalem	Jerusalem	np1	Jerusalem	Jerusalem	0
.	.	.	.	.	1
This	This	d	This	this	0
fountain	fountain	n1	fountain	fountain	0
is	is	vbz	is	be	0
as	as	p-acp	as	as	0
Gileads	Gileads	n2	Gilead's	gilead	0
balme	balme	n1	balm	balm	0
,	,	,	,	,	0
and	and	cc	and	and	0
Damascus	Damascus	np1	Damascus	Damascus	0
rivers	rivers	n2	rivers	river	0
;	;	;	;	;	0
As	As	c-acp	As	as	0
a	a	dt	a	a	0
continuall	continuall	j	continual	continual	0
spring	spring	n1	spring	spring	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sweetest	sweetest	js	sweetest	sweet	0
repast	repast	n1	repast	repast	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
fountaine	fountaine	n1	fountain	fountain	0
of	of	pp-f	of	of	0
over-flowing	over-flowing	j-vvg	overflowing	overflow	0
pleasures	pleasures	n2	pleasures	pleasure	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
delightsome	delightsome	j	delightsome	delightsome	0
delecta	delecta	fw-la	delecta	delecta	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
faithfull	faithfull	j	faithful	faithful	0
.	.	.	.	.	1
Hath	Hath	vhz	Hath	have	0
eyes	eyes	n2	eyes	eye	0
seen	seen	vvn	seen	see	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
eares	eares	n2	ears	ear	0
heard	heard	vvn	herd	hear	0
,	,	,	,	,	0
or	or	cc	or	or	0
mind	mind	n1	mind	mind	0
conceived	conceived	vvd	conceived	conceive	0
the	the	dt	the	the	0
admirable	admirable	j	admirable	admirable	0
joyes	joyes	n2	joys	joy	0
,	,	,	,	,	0
that	that	cst	that	that	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
laid	laid	vvn	laid	lay	0
up	up	a-acp	up	up	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
love	love	vvb	love	love	0
him	him	pno31	him	he	0
?	?	?	?	?	0
or	or	cc	or	or	0
hath	hath	vhz	hath	have	0
eye	eye	n1	eye	eye	0
seen	seen	vvn	seen	see	0
,	,	,	,	,	0
eare	eare	n1	ear	ear	0
heard	heard	vvn	herd	hear	0
,	,	,	,	,	0
or	or	cc	or	or	0
mind	mind	n1	mind	mind	0
conceived	conceived	vvd	conceived	conceive	0
the	the	dt	the	the	0
singular	singular	j	singular	singular	0
consolation	consolation	n1	consolation	consolation	0
which	which	r-crq	which	which	0
comes	comes	vvz	comes	come	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Mediator	Mediator	n1	Mediator	mediator	0
?	?	?	?	?	1
Was	Was	vbds	Was	be	0
Jacob	Jacob	np1	Jacob	Jacob	0
joyfull	joyfull	j	joyful	joyful	0
because	because	c-acp	because	because	0
Joseph	Joseph	np1	Joseph	Joseph	0
was	was	vbds	was	be	0
yet	yet	av	yet	yet	0
alive	alive	j	alive	alive	0
?	?	?	?	?	0
was	was	vbds	was	be	0
Isaac	Isaac	np1	Isaac	Isaac	0
comforted	comforted	vvn	comforted	comfort	0
because	because	p-acp	because	because	0
of	of	pp-f	of	of	0
Rebeckah	Rebeckah	np1	Rebeckah	Rebeckah	0
his	his	po31	his	his	0
wife	wife	n1	wife	wife	0
?	?	?	?	?	0
and	and	cc	and	and	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
be	be	vbb	be	be	0
consolated	consolated	vvn	consolated	consolate	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
divine	divine	j-jn	divine	divine	0
love	love	n1	love	love	0
and	and	cc	and	and	0
favour	favour	n1	favour	favour	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
testimonie	testimonie	n1	testimony	testimony	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
?	?	?	?	?	1
O	O	sy	O	o	0
the	the	dt	the	the	0
height	height	n1	height	height	0
of	of	pp-f	of	of	0
favour	favour	n1	favour	favour	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
the	the	dt	the	the	0
deep	deep	j-jn	deep	deep	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
of	of	pp-f	of	of	0
love	love	n1	love	love	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
the	the	dt	the	the	0
breadth	breadth	n1	breadth	breadth	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
longitude	longitude	n1	longitude	longitude	0
of	of	pp-f	of	of	0
free	free	j	free	free	0
immense	immense	j	immense	immense	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
comprehense	comprehense	n1	comprehense	comprehense	0
mercie	mercie	n1	mercy	mercy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
poore	poore	j	poor	poor	0
servants	servants	n2	servants	servant	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
clouds	clouds	n2	clouds	cloud	0
are	are	vbr	are	be	0
dis	dis	fw-fr	dis	dis	0
∣	∣	sy	∣	∣	0
cussed	cussed	vvn	cussed	cuss	0
,	,	,	,	,	0
the	the	dt	the	the	0
mists	mists	n2	mists	mist	0
and	and	cc	and	and	0
foggs	foggs	n2	fogs	fog	0
of	of	pp-f	of	of	0
darknesse	darknesse	n1	darkness	darkness	0
dispersed	dispersed	vvn	dispersed	disperse	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
behold	behold	vvb	behold	behold	0
the	the	dt	the	the	0
mirror	mirror	n1	mirror	mirror	0
of	of	pp-f	of	of	0
divine	divine	j-jn	divine	divine	0
glory	glory	n1	glory	glory	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
face	face	n1	face	face	0
of	of	pp-f	of	of	0
Je	Je	fw-fr	Je	je	0
∣	∣	sy	∣	∣	0
sus	sus	fw-la	sus	sus	0
Christ	Christ	np1	Christ	Christ	0
!	!	!	!	!	1
I	I	pns11	I	i	0
confesse	confesse	vvb	confess	confess	0
(	(	(	(	(	0
beloved	beloved	vvn	beloved	belove	0
brethren	brethren	n2	brothers	brethren	0
)	)	)	)	)	0
that	that	cst	that	that	0
my	my	po11	my	my	0
talents	talents	n2	talents	talent	0
in	in	p-acp	in	in	0
number	number	n1	number	number	0
answereth	answereth	vvz	answereth	answer	0
his	his	po31	his	his	0
who	who	zz	who	who	0
had	had	vhd	had	have	0
but	but	cc-acp	but	but	0
two	two	crd	two	two	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
compo	compo	n2	compo	compo	0
∣	∣	sy	∣	∣	0
sure	sure	j	sure	sure	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
lines	lines	n2	lines	line	0
are	are	vbr	are	be	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
gleanings	gleanings	n2-vvg	gleanings	glean	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
vintage	vintage	n1	vintage	vintage	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
doubt	doubt	vvb	doubt	doubt	0
I	I	pns11	I	i	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
loving	loving	j-vvg	loving	love	0
and	and	cc	and	and	0
sweet	sweet	j	sweet	sweet	0
acceptation	acceptation	n1	acceptation	acceptation	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
I	I	pns11	I	i	0
rest	rest	vvb	rest	rest	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
loving	loving	j-vvg	loving	love	0
acceptance	acceptance	n1	acceptance	acceptance	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
will	will	vmb	will	will	0
I	I	pns11	I	i	0
never	never	av-x	never	never	0
rest	rest	vvi	rest	rest	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
cease	cease	vvi	cease	cease	0
day	day	n1	day	day	0
and	and	cc	and	and	0
night	night	n1	night	night	0
imploring	imploring	vvg	imploring	implore	0
and	and	cc	and	and	0
beseeching	beseeching	vvg	beseeching	beseech	0
the	the	dt	the	the	0
Fa	Fa	fw-it	Fa	fa	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
of	of	pp-f	of	of	0
supereminent	supereminent	j	supereminent	supereminent	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
boun	boun	fw-fr	boun	boun	0
∣	∣	sy	∣	∣	0
tie	tie	vvb	tie	tie	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
seal	seal	vvi	seal	seal	0
these	these	d	these	these	0
spirituall	spirituall	j	spiritual	spiritual	0
and	and	cc	and	and	0
heavenly	heavenly	j	heavenly	heavenly	0
benedictions	benedictions	n2	benedictions	benediction	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
souls	souls	n2	souls	soul	0
,	,	,	,	,	0
wishing	wishing	vvg	wishing	wish	0
your	your	po22	your	your	0
strength	strength	n1	strength	strength	0
like	like	av-j	like	like	0
Judah's	Judah's	npg1	Judah's	judah	0
;	;	;	;	;	0
your	your	po22	your	your	0
bles	bles	n2	bles	ble	0
∣	∣	sy	∣	∣	0
sing	sing	vvb	sing	sing	0
like	like	av-j	like	like	0
Josephs	Josephs	np1	Josephs	Josephs	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
triumph	triumph	n1	triumph	triumph	0
like	like	av-j	like	like	0
Gads	Gads	vvz	Gads	gad	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
good	good	j	good	good	0
will	will	n1	will	will	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
bush	bush	n1	bush	bush	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
sweet	sweet	j	sweet	sweet	0
pleasure	pleasure	n1	pleasure	pleasure	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
who	who	r-crq	who	who	0
died	died	vvd	died	die	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Crosse	Crosse	n1	Cross	cross	0
:	:	:	:	:	0
that	that	cst	that	that	0
so	so	av	so	so	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
preserved	preserved	vvn	preserved	preserve	0
from	from	p-acp	from	from	0
miserie	miserie	n1	misery	misery	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
eternall	eternall	j	eternal	eternal	0
felicitie	felicitie	n1	felicity	felicity	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
Son	Son	n1	Son	son	0
of	of	pp-f	of	of	0
everlasting	everlasting	j	everlasting	everlasting	0
righteousnesse	righteousnesse	n1	righteousness	righteousness	0
and	and	cc	and	and	0
glory	glory	n1	glory	glory	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
be	be	vbb	be	be	0
ascribed	ascribed	vvn	ascribed	ascribe	0
all	all	d	all	all	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
nour	nour	n1	nou_r_	nou_r_	0
for	for	c-acp	for	for	0
ever	ever	av	ever	ever	0
and	and	cc	and	and	0
evermore	evermore	av	evermore	evermore	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
