Reader	Reader	n1	Reader	reader	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
a	a	dt	a	a	0
Prologue	Prologue	n1	Prologue	prologue	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
former	former	j	former	former	0
Actions	Actions	n2	Actions	action	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
insert	insert	vvi	insert	insert	0
it	it	pn31	it	it	0
here	here	av	here	here	0
;	;	;	;	;	0
and	and	cc	and	and	0
thus	thus	av	thus	thus	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
:	:	:	:	:	0
Being	Being	vbg	Being	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Market-place	Market-place	n1	Marketplace	marketplace	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
there	there	a-acp	there	there	0
sate	sate	vvd	sat	sit	0
a	a	dt	a	a	0
Woman	Woman	n1	Woman	woman	0
selling	selling	vvg	selling	sell	0
Puddings	Puddings	n2	Puddings	pudding	0
,	,	,	,	,	0
he	he	pns31	he	he	0
spies	spies	vvz	spies	spy	0
her	her	pno31	her	she	0
,	,	,	,	,	0
steps	steps	vvz	steps	step	0
unto	unto	p-acp	unto	unto	0
her	her	pno31	her	she	0
,	,	,	,	,	0
and	and	cc	and	and	0
feigning	feigning	vvg	feigning	feign	0
himself	himself	px31	himself	himself	0
desiring	desiring	vvg	desiring	desire	0
for	for	p-acp	for	for	0
to	to	pc-acp	to	to	0
buy	buy	vvi	buy	buy	0
,	,	,	,	,	0
asks	asks	vvz	asks	ask	0
her	her	pno31	her	she	0
the	the	dt	the	the	0
price	price	n1	price	price	0
,	,	,	,	,	0
she	she	pns31	she	she	0
told	told	vvd	told	tell	0
him	him	pno31	him	he	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
speaking	speaking	vvg	speaking	speak	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
Customer	Customer	n1	Customer	customer	0
,	,	,	,	,	0
he	he	pns31	he	he	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
interim	interim	n1	interim	interim	0
slips	slips	vvz	slips	slip	0
as	as	p-acp	as	as	0
many	many	d	many	many	0
as	as	c-acp	as	as	0
handsomely	handsomely	av-j	handsomely	handsome	0
he	he	pns31	he	he	0
could	could	vmd	could	can	0
into	into	p-acp	into	into	0
his	his	po31	his	his	0
codpiece	codpiece	n1	codpiece	codpiece	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
having	having	vhg	having	have	0
done	done	vdn	done	do	0
,	,	,	,	,	0
told	told	vvd	told	tell	0
the	the	dt	the	the	0
Woman	Woman	n1	Woman	woman	0
,	,	,	,	,	0
He	He	pns31	He	he	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
give	give	vvi	give	give	0
so	so	av	so	so	0
much	much	av-d	much	much	0
;	;	;	;	;	0
and	and	cc	and	and	0
thereupon	thereupon	av	thereupon	thereupon	0
left	left	vvd	left	leave	0
her	her	pno31	her	she	0
.	.	.	.	.	1
Upon	Upon	p-acp	Upon	upon	0
this	this	d	this	this	0
good	good	j	good	good	0
success	success	n1	success	success	0
,	,	,	,	,	0
taking	taking	vvg	taking	take	0
himself	himself	px31	himself	himself	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
Fortunes	Fortunes	ng1	Fortune's	fortune	0
Favourites	Favourites	n2	Favourites	favourite	0
,	,	,	,	,	0
he	he	pns31	he	he	0
frequently	frequently	av-j	frequently	frequent	0
comes	comes	vvz	comes	come	0
to	to	p-acp	to	to	0
Market	Market	n1	Market	market	0
:	:	:	:	:	0
insomuch	insomuch	av	insomuch	insomuch	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
degrees	degrees	n2	degrees	degree	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
robbing	robbing	vvg	robbing	rob	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Stall	Stall	n1	Stall	stall	0
,	,	,	,	,	0
he	he	pns31	he	he	0
comes	comes	vvz	comes	come	0
to	to	pc-acp	to	to	0
rob	rob	vvi	rob	rob	0
a	a	dt	a	a	0
Shop	Shop	n1	Shop	shop	0
;	;	;	;	;	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
Shop	Shop	n1	Shop	shop	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
rob	rob	vvi	rob	rob	0
a	a	dt	a	a	0
House	House	n1	House	house	0
;	;	;	;	;	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
House	House	n1	House	house	0
,	,	,	,	,	0
even	even	av	even	even	0
to	to	pc-acp	to	to	0
dare	dare	vvi	dare	dare	0
to	to	pc-acp	to	to	0
rob	rob	vvi	rob	rob	0
the	the	dt	the	the	0
Court	Court	n1	Court	court	0
:	:	:	:	:	0
until	until	c-acp	until	until	0
his	his	po31	his	his	0
doings	doings	n2-vdg	doings	do	0
did	did	vdd	did	do	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
undoe	undoe	vvi	undo	undo	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
more	more	av-dc	more	more	0
for	for	p-acp	for	for	0
need	need	n1	need	need	0
,	,	,	,	,	0
or	or	cc	or	or	0
more	more	av-dc	more	more	0
to	to	pc-acp	to	to	0
co	co	vvn	counterfeit	continue	0
∣	∣	sy	∣	∣	0
vet	vet	zz	vet	vet	0
other	other	n-jn	other	other	0
Mens	Mens	ng2	Men's	man	0
applause	applause	n1	applause	applause	0
,	,	,	,	,	0
that	that	cst	that	that	0
thus	thus	av	thus	thus	0
he	he	pns31	he	he	0
lived	lived	vvd	lived	live	0
,	,	,	,	,	0
I	I	pns11	I	i	0
question	question	vvb	question	question	0
which	which	r-crq	which	which	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
such	such	d	such	such	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Policy	Policy	n1	Policy	policy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Devil	Devil	n1	Devil	devil	0
,	,	,	,	,	0
that	that	cst	that	that	0
plot	plot	n1	plot	plot	0
∣	∣	sy	∣	∣	0
ting	ting	uh	ting	ting	0
to	to	p-acp	to	to	0
undermine	undermine	vvi	undermine	undermine	0
the	the	dt	the	the	0
frailty	frailty	n1	frailty	frailty	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Wretch	Wretch	n1	Wretch	wretch	0
,	,	,	,	,	0
he	he	pns31	he	he	0
shews	shews	vvz	shows	show	0
him	him	pno31	him	he	0
what	what	q-crq	what	what	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
admir'd	admir'd	vvn	admired	admire	0
;	;	;	;	;	0
this	this	d	this	this	0
spurs	spurs	vvz	spurs	spur	0
him	him	pno31	him	he	0
on	on	a-acp	on	on	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
ceit	ceit	n1	ceit	ceit	0
of	of	pp-f	of	of	0
acting	acting	vvg	acting	act	0
something	something	pi	something	something	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
make	make	vvi	make	make	0
him	him	pno31	him	he	0
famous	famous	j	famous	famous	0
:	:	:	:	:	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
runs	runs	vvz	runs	run	0
the	the	dt	the	the	0
hazard	hazard	n1	hazard	hazard	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
is	is	vbz	is	be	0
taken	taken	vvn	taken	take	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
the	the	dt	the	the	0
custome	custome	n1	custom	custom	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Devil	Devil	n1	Devil	devil	0
is	is	vbz	is	be	0
,	,	,	,	,	0
When	When	c-crq	When	when	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
brought	brought	vvn	brought	bring	0
one	one	pi	one	one	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
dangerous	dangerous	j	dangerous	dangerous	0
way	way	n1	way	way	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
wolvish	wolvish	j	wolvish	wolvish	0
jaws	jaws	n2	jaws	jaw	0
of	of	pp-f	of	of	0
death	death	n1	death	death	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
wings	wings	n2	wings	wing	0
of	of	pp-f	of	of	0
Fame	Fame	n1	Fame	fame	0
flown	flown	vvn	flown	fly	0
away	away	av	away	away	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
,	,	,	,	,	0
that	that	cst	that	that	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
liv'd	liv'd	vvd	lived	live	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Callings	Callings	n2	Callings	calling	0
wherein	wherein	c-crq	wherein	wherein	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
educated	educated	vvn	educated	educate	0
,	,	,	,	,	0
and	and	cc	and	and	0
contentedly	contentedly	n1	contentedly	count	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
died	died	vvd	died	die	0
peaceably	peaceably	av-j	peaceably	peaceable	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
have	have	vhb	have	have	0
liv'd	liv'd	vvd	lived	live	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
fear	fear	vvi	fear	fear	0
to	to	pc-acp	to	to	0
die	die	vvi	die	die	0
,	,	,	,	,	0
and	and	cc	and	and	0
took	took	vvd	took	take	0
the	the	dt	the	the	0
easier	easier	jc	easier	easy	0
way	way	n1	way	way	0
to	to	p-acp	to	to	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Feather-Bed	Feather-Bed	n1	Feather-Bed	featherbed	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
a	a	dt	a	a	0
Sring	Sring	n1	Sring	string	0
.	.	.	.	.	1
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
stay	stay	vvi	stay	stay	0
you	you	pn22	you	you	0
any	any	d	any	any	0
longer	longer	jc	longer	long	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
door	door	n1	door	door	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
being	being	vbg	being	be	0
open	open	j	open	open	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
enter	enter	vvi	enter	enter	0
,	,	,	,	,	0
and	and	cc	and	and	0
view	view	vvi	view	view	0
the	the	dt	the	the	0
grandest	grandest	vv2	grandest	grand	0
Thief	Thief	n1	Thief	thief	0
in	in	p-acp	in	in	0
Eu	Eu	n1	Eum	yew	0
∣	∣	sy	∣	∣	0
rope	rope	n1	rope	rope	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
give	give	vvb	give	give	0
me	me	pno11	me	i	0
leave	leave	vvi	leave	leave	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
you	you	pn22	you	you	0
wander	wander	vvb	wander	wander	0
further	further	av-jc	further	further	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
true	true	j	true	true	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
left	left	vvd	left	leave	0
behinde	behinde	p-acp	behind	behind	0
him	him	pno31	him	he	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Ladder	Ladder	n1	Ladder	ladder	0
.	.	.	.	.	1
