HAving	HAving	vhg	HAving	have	0
vember	vember	vvb	vember	vember	0
6.	6.	crd	6.	6.	0
1670.	1670.	crd	1670.	1670.	0
so	so	av	so	so	0
long	long	av-j	long	long	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
slept	slept	vvn	slept	sleep	0
quietly	quietly	av-jn	quietly	quiet	0
,	,	,	,	,	0
and	and	cc	and	and	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
slept	slept	vvn	slept	sleep	0
on	on	p-acp	on	on	0
still	still	av	still	still	0
,	,	,	,	,	0
had	had	vhd	had	have	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
been	been	vbn	been	be	0
thus	thus	av	thus	thus	0
awaken'd	awaken'd	vvn	awakened	awaken	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
Discourse	Discourse	n1	Discourse	discourse	0
,	,	,	,	,	0
I	I	pns11	I	i	0
here	here	av	here	here	0
present	present	vvb	present	present	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
true	true	j	true	true	0
Copy	Copy	n1	Copy	copy	0
,	,	,	,	,	0
not	not	xx	not	not	0
adding	adding	vvg	adding	add	0
,	,	,	,	,	0
not	not	xx	not	not	0
diminishing	diminishing	vvg	diminishing	diminish	0
,	,	,	,	,	0
not	not	xx	not	not	0
changing	changing	vvg	changing	change	0
one	one	crd	one	one	0
word	word	n1	word	word	0
.	.	.	.	.	1
If	If	cs	If	if	0
any	any	d	any	any	0
man	man	n1	man	man	0
will	will	vmb	will	will	0
shew	shew	vvi	show	show	0
me	me	pno11	me	i	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
erred	erred	vvn	erred	err	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
embrace	embrace	vvi	embrace	embrace	0
him	him	pno31	him	he	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
Friend	Friend	n1	Friend	friend	0
,	,	,	,	,	0
not	not	xx	not	not	0
forget	forget	vvb	forget	forget	0
∣	∣	sy	∣	∣	0
ting	ting	uh	ting	ting	0
that	that	cst	that	that	0
great	great	j	great	great	0
St.	St.	n1	St.	saint	1
Augustine	Augustine	np1	Augustine	Augustine	0
hath	hath	vhz	hath	have	0
his	his	po31	his	his	0
Retra	Retra	np1	Retra	Retra	0
∣	∣	sy	∣	∣	0
ctations	ctations	n2	ctations	ctation	0
.	.	.	.	.	1
God	God	np1	God	God	0
bless	bless	vvb	bless	bless	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
,	,	,	,	,	0
so	so	av	so	so	0
prayeth	prayeth	vvz	prayeth	pray	1
