YOur	YOur	po22	YOur	your	0
:	:	:	:	:	0
If	If	cs	If	if	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
∣	∣	sy	∣	∣	0
not	not	xx	not	not	0
agree	agree	vvi	agree	agree	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
sharpness	sharpness	n1	sharpness	sharpness	0
;	;	;	;	;	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
neither	neither	av-dx	neither	neither	0
agree	agree	vvi	agree	agree	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
so	so	av	so	so	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
others	others	n2-jn	others	other	0
;	;	;	;	;	0
and	and	cc	and	and	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
now	now	av	now	now	0
so	so	av	so	so	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
.	.	.	.	.	1
I	I	pns11	I	i	0
write	write	vvb	write	write	0
both	both	d	both	both	0
against	against	p-acp	against	against	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
:	:	:	:	:	0
Against	Against	p-acp	Against	against	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
self	self	n1	self	self	0
:	:	:	:	:	0
Against	Against	p-acp	Against	against	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
:	:	:	:	:	0
And	And	cc	And	and	0
against	against	p-acp	against	against	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
ad	ad	fw-la	ad	ad	0
∣	∣	sy	∣	∣	0
versaries	versaries	n2	versaries	versary	0
:	:	:	:	:	0
Because	Because	c-acp	Because	because	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
some	some	d	some	some	0
good	good	j	good	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
evil	evil	j-jn	evil	evil	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
:	:	:	:	:	0
My	My	po11	My	my	0
quarrel	quarrel	n1	quarrel	quarrel	0
is	is	vbz	is	be	0
only	only	av-j	only	only	0
at	at	p-acp	at	at	0
malice	malice	n1	malice	malice	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
makes	makes	vvz	makes	make	0
all	all	d	all	all	0
the	the	dt	the	the	0
quarrels	quarrels	n2	quarrels	quarrel	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
:	:	:	:	:	0
And	And	cc	And	and	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
stroyes	stroyes	vvz	stroys	destroy	0
:	:	:	:	:	0
If	If	cs	If	if	0
I	I	pns11	I	i	0
meet	meet	vvb	meet	meet	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
enmity	enmity	n1	enmity	enmity	0
and	and	cc	and	and	0
destruction	destruction	n1	destruction	destruction	0
,	,	,	,	,	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
forbear	forbear	vvi	forbear	forbear	0
them	them	pno32	them	they	0
:	:	:	:	:	0
You	You	pn22	You	you	0
will	will	vmb	will	will	0
,	,	,	,	,	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
,	,	,	,	,	0
find	find	vvb	find	find	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
reading	reading	n-vvg	reading	read	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
root	root	n1	root	root	0
and	and	cc	and	and	0
spring	spring	n1	spring	spring	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
love	love	n1	love	love	0
;	;	;	;	;	0
the	the	dt	the	the	0
design	design	n1	design	design	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
unite	unite	vvi	unite	unite	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
vided	vided	vvn	vided	vide	0
Parties	Parties	n2	Parties	party	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
conclusion	conclusion	n1	conclusion	conclusion	0
is	is	vbz	is	be	0
peace	peace	n1	peace	peace	0
.	.	.	.	.	1
I	I	pns11	I	i	0
would	would	vmd	would	will	0
gladly	gladly	av-j	gladly	glad	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
first	first	ord	first	first	0
movers	movers	n2	movers	mover	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
and	and	cc	and	and	0
seekers	seekers	n2	seekers	seeker	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
:	:	:	:	:	0
Your	Your	po22	Your	your	0
Pro	Pro	np1	Pro	Pro	0
∣	∣	sy	∣	∣	0
fession	fession	n1	fession	fession	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
and	and	cc	and	and	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
incline	incline	vvi	incline	incline	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
:	:	:	:	:	0
You	You	pn22	You	you	0
have	have	vhb	have	have	0
proved	proved	vvn	proved	prove	0
war	war	n1	war	war	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
fails	fails	vvz	fails	fail	0
you	you	pn22	you	you	0
:	:	:	:	:	0
Your	Your	po22	Your	your	0
present	present	j	present	present	0
sufferings	sufferings	n2	sufferings	suffering	0
press	press	vvb	press	press	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
meekness	meekness	n1	meekness	meekness	0
and	and	cc	and	and	0
patience	patience	n1	patience	patience	0
:	:	:	:	:	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
evident	evident	j	evident	evident	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
monstrated	monstrated	vvn	monstrated	monstrate	0
;	;	;	;	;	0
that	that	cst	that	that	0
those	those	d	those	those	0
good	good	j	good	good	0
things	things	n2	things	thing	0
you	you	pn22	you	you	0
expected	expected	vvd	expected	expect	0
by	by	p-acp	by	by	0
war	war	n1	war	war	0
,	,	,	,	,	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
obtain	obtain	vvi	obtain	obtain	0
and	and	cc	and	and	0
inherit	inherit	vvi	inherit	inherit	0
,	,	,	,	,	0
only	only	av-j	only	only	0
by	by	p-acp	by	by	0
love	love	n1	love	love	0
and	and	cc	and	and	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
good	good	j	good	good	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
Jesus	Jesus	np1	Jesus	Jesus	0
:	:	:	:	:	0
And	And	cc	And	and	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
endeavoured	endeavoured	vvn	endeavoured	endeavour	0
to	to	pc-acp	to	to	0
search	search	vvi	search	search	0
the	the	dt	the	the	0
roots	roots	n2	roots	root	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
state	state	n1	state	state	0
and	and	cc	and	and	0
standing	standing	vvg	standing	stand	0
in	in	p-acp	in	in	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
mity	mity	n1	mity	mity	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
deeply	deeply	av-jn	deeply	deep	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
:	:	:	:	:	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
slain	slain	vvn	slave	slay	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
free	free	j	free	free	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
forth	forth	av	forth	forth	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
present	present	j	present	present	0
captivity	captivity	n1	captivity	captivity	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
largeness	largeness	n1	largeness	largeness	0
:	:	:	:	:	0
and	and	cc	and	and	0
so	so	av	so	so	0
into	into	p-acp	into	into	0
peace	peace	n1	peace	peace	0
and	and	cc	and	and	0
deli	deli	fw-la	deli	deli	0
∣	∣	sy	∣	∣	0
verance	verance	n1	verance	verance	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
are	are	vbr	are	be	0
two	two	crd	two	two	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
suspect	suspect	vvb	suspect	suspect	0
may	may	vmb	may	may	0
deny	deny	vvi	deny	deny	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
written	written	vvn	written	write	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
here	here	av	here	here	0
writ	writ	vvn	writ	write	0
∣	∣	sy	∣	∣	0
ten	ten	crd	ten	ten	0
,	,	,	,	,	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
be	be	vbb	be	be	0
fully	fully	av-j	fully	full	0
and	and	cc	and	and	0
clearly	clearly	av-j	clearly	clear	0
understood	understood	vvn	understood	understand	0
:	:	:	:	:	0
Be	Be	vbb	Be	be	0
∣	∣	sy	∣	∣	0
cause	cause	c-acp	cause	because	0
my	my	po11	my	my	0
mind	mind	n1	mind	mind	0
having	having	vhg	having	have	0
long	long	av-j	long	long	0
travelled	travelled	vvn	traveled	travel	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
pursuit	pursuit	n1	pursuit	pursuit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
and	and	cc	and	and	0
principles	principles	n2	principles	principle	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
,	,	,	,	,	0
lies	lies	vvz	lies	lie	0
at	at	p-acp	at	at	0
some	some	d	some	some	0
distance	distance	n1	distance	distance	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
mens	mens	ng2	men's	man	0
ordinary	ordinary	j	ordinary	ordinary	0
apprehensions	apprehensions	n2	apprehensions	apprehension	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
so	so	av	so	so	0
readily	readily	av-j	readily	ready	0
conceived	conceived	vvn	conceived	conceive	0
:	:	:	:	:	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sensible	sensible	j	sensible	sensible	0
also	also	av	also	also	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
long	long	j	long	long	0
retirement	retirement	n1	retirement	retirement	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
cloud	cloud	n1	cloud	cloud	0
upon	upon	p-acp	upon	upon	0
my	my	po11	my	my	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
yet	yet	av	yet	yet	0
come	come	vvi	come	come	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
evidence	evidence	n1	evidence	evidence	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
believe	believe	vvb	believe	believe	0
shall	shall	vmb	shall	shall	0
:	:	:	:	:	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
likewise	likewise	av	likewise	likewise	0
,	,	,	,	,	0
that	that	cst	that	that	0
mens	mens	ng2	men's	man	0
understand	understand	vvb	understand	understand	0
∣	∣	sy	∣	∣	0
ings	ings	n1	ings	ings	0
,	,	,	,	,	0
live	live	vvb	live	live	0
much	much	d	much	much	0
abroad	abroad	av	abroad	abroad	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
outward	outward	j	outward	outward	0
things	things	n2	things	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
little	little	j	little	little	0
conversant	conversant	j	conversant	conversant	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
inward	inward	j	inward	inward	0
reason	reason	n1	reason	reason	0
and	and	cc	and	and	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
:	:	:	:	:	0
And	And	cc	And	and	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
time	time	n1	time	time	0
,	,	,	,	,	0
your	your	po22	your	your	0
minds	minds	n2	minds	mind	0
are	are	vbr	are	be	0
like	like	av-j	like	like	0
troubled	troubled	vvn	troubled	trouble	0
waters	waters	n2	waters	water	0
,	,	,	,	,	0
disturbed	disturbed	vvn	disturbed	disturb	0
and	and	cc	and	and	0
not	not	xx	not	not	0
clear	clear	j	clear	clear	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
remedy	remedy	n1	remedy	remedy	0
these	these	d	these	these	0
defects	defects	n2	defects	defect	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
and	and	cc	and	and	0
me	me	pno11	me	i	0
,	,	,	,	,	0
let	let	vvb	let	let	0
me	me	pno11	me	i	0
prevail	prevail	vvi	prevail	prevail	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
this	this	d	this	this	0
small	small	j	small	small	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
little	little	j	little	little	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
ordinary	ordinary	j	ordinary	ordinary	0
diligence	diligence	n1	diligence	diligence	0
and	and	cc	and	and	0
consideration	consideration	n1	consideration	consideration	0
.	.	.	.	.	1
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sensible	sensible	j	sensible	sensible	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
obscurity	obscurity	n1	obscurity	obscurity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
former	former	j	former	former	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
made	made	vvd	made	make	0
it	it	pn31	it	it	0
so	so	av	so	so	0
liable	liable	j	liable	liable	0
to	to	p-acp	to	to	0
mistakes	mistakes	n2	mistakes	mistake	0
:	:	:	:	:	0
And	And	cc	And	and	0
have	have	vhb	have	have	0
endeavoured	endeavoured	vvn	endeavoured	endeavour	0
all	all	d	all	all	0
plainness	plainness	n1	plainness	plainness	0
here	here	av	here	here	0
,	,	,	,	,	0
even	even	av	even	even	0
to	to	p-acp	to	to	0
coursness	coursness	n1	coursness	coursness	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
taken	taken	vvn	taken	take	0
liberty	liberty	n1	liberty	liberty	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
the	the	dt	the	the	0
same	same	d	same	same	0
things	things	n2	things	thing	0
again	again	av	again	again	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
too	too	av	too	too	0
short	short	j	short	short	0
:	:	:	:	:	0
Yet	Yet	av	Yet	yet	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
some	some	d	some	some	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
vail'd	vail'd	vvn	veiled	veil	0
to	to	p-acp	to	to	0
thee	thee	pno21	thee	thou	0
:	:	:	:	:	0
If	If	cs	If	if	0
thou	thou	pns21	thou	thou	0
meet	meet	vvb	meet	meet	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
places	places	n2	places	place	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
so	so	av	so	so	0
;	;	;	;	;	0
Possibly	Possibly	av-j	Possibly	possible	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
treasure	treasure	n1	treasure	treasure	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
may	may	vmb	may	may	0
lie	lie	vvi	lie	lie	0
hid	hid	vvn	hid	hide	0
there	there	a-acp	there	there	0
:	:	:	:	:	0
True	True	j	True	true	0
wisdom	wisdom	n1	wisdom	wisdom	0
yet	yet	av	yet	yet	0
lies	lies	vvz	lies	lie	0
deep	deep	j-jn	deep	deep	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
hardly	hardly	av	hardly	hardly	0
found	found	vvn	found	find	0
,	,	,	,	,	0
hardly	hardly	av	hardly	hardly	0
expressed	expressed	vvn	expressed	express	0
,	,	,	,	,	0
and	and	cc	and	and	0
hardly	hardly	av	hardly	hardly	0
understood	understood	vvd	understood	understand	0
:	:	:	:	:	0
If	If	cs	If	if	0
thou	thou	pns21	thou	thou	0
wilt	wilt	vm2	wilt	will	0
dig	dig	vvi	dig	dig	0
for	for	p-acp	for	for	0
her	her	pno31	her	she	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
little	little	j	little	little	0
study	study	n1	study	study	0
,	,	,	,	,	0
she	she	pns31	she	she	0
will	will	vmb	will	will	0
reward	reward	vvi	reward	reward	0
thy	thy	po21	thy	thy	0
pains	pains	n2	pains	pain	0
:	:	:	:	:	0
If	If	cs	If	if	0
therefore	therefore	av	therefore	therefore	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
curtain	curtain	n1	curtain	curtain	0
drawn	drawn	vvn	drawn	draw	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
any	any	d	any	any	0
part	part	n1	part	part	0
,	,	,	,	,	0
do	do	vdb	do	do	0
but	but	p-acp	but	but	0
rouse	rouse	vvi	rouse	rouse	0
up	up	a-acp	up	up	0
thy	thy	po21	thy	thy	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
and	and	cc	and	and	0
press	press	vvi	press	press	0
in	in	p-acp	in	in	0
upon	upon	p-acp	upon	upon	0
it	it	pn31	it	it	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
admittance	admittance	n1	admittance	admittance	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
little	little	j	little	little	0
consideration	consideration	n1	consideration	consideration	0
and	and	cc	and	and	0
labour	labour	n1	labour	labour	0
.	.	.	.	.	1
My	My	po11	My	my	0
second	second	ord	second	second	0
doubt	doubt	n1	doubt	doubt	0
is	is	vbz	is	be	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
you	you	pn22	you	you	0
meet	meet	vvb	meet	meet	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
with	with	p-acp	with	with	0
something	something	pi	something	something	0
,	,	,	,	,	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
cross	cross	vvi	cross	cross	0
your	your	po22	your	your	0
opinion	opinion	n1	opinion	opinion	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
and	and	cc	and	and	0
way	way	n1	way	way	0
;	;	;	;	;	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
turn	turn	vvi	turn	turn	0
away	away	av	away	away	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
justice	justice	n1	justice	justice	0
and	and	cc	and	and	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
reproof	reproof	n1	reproof	reproof	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
consider	consider	vvb	consider	consider	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
hear	hear	vvi	hear	hear	0
nothing	nothing	pix	nothing	nothing	0
against	against	p-acp	against	against	0
you	you	pn22	you	you	0
,	,	,	,	,	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
never	never	av-x	never	never	0
come	come	vvi	come	come	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
your	your	po22	your	your	0
faults	faults	n2	faults	fault	0
:	:	:	:	:	0
If	If	cs	If	if	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
receive	receive	vvi	receive	receive	0
nothing	nothing	pix	nothing	nothing	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
what	what	q-crq	what	what	0
agrees	agrees	vvz	agrees	agree	0
