OF	OF	pp-f	OF	of	0
your	your	po22	your	your	0
sakes	sakes	n2	sakes	sake	0
this	this	d	this	this	0
piece	piece	n1	piece	piece	0
is	is	vbz	is	be	0
come	come	vvn	come	come	0
to	to	p-acp	to	to	0
publike	publike	j	public	public	0
view	view	n1	view	view	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
neither	neither	dx	neither	neither	0
deficient	deficient	j	deficient	deficient	0
in	in	p-acp	in	in	0
necessaries	necessaries	n2-j	necessaries	necessary	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
abundant	abundant	j	abundant	abundant	0
in	in	p-acp	in	in	0
superfluities	superfluities	n2	superfluities	superfluity	0
:	:	:	:	:	0
the	the	dt	the	the	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
sideration	sideration	n1	sideration	sideration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
shortness	shortness	n1	shortness	shortness	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
time	time	n1	time	time	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
largness	largness	n1	largeness	largeness	0
of	of	pp-f	of	of	0
volumes	volumes	n2	volumes	volume	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
weakness	weakness	n1	weakness	weakness	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
memory	memory	n1	memory	memory	0
,	,	,	,	,	0
engaged	engaged	vvd	engaged	engage	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
work	work	n1	work	work	0
;	;	;	;	;	0
Our	Our	po12	Our	our	0
ten	ten	crd	ten	ten	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
father	father	n1	father	father	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
knows	knows	vvz	knows	know	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
best	best	js	best	best	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
gathered	gathered	vvn	gathered	gather	0
up	up	a-acp	up	up	0
all	all	d	all	all	0
pra	pra	fw-it	pra	pra	0
∣	∣	sy	∣	∣	0
ctical	ctical	j	ctical	ctical	0
Divinity	Divinity	n1	Divinity	divinity	0
into	into	p-acp	into	into	0
ten	ten	crd	ten	ten	0
precepts	precepts	n2	precepts	precept	0
;	;	;	;	;	0
and	and	cc	and	and	0
our	our	po12	our	our	0
Saviour	Saviour	n1	Saviour	saviour	0
hath	hath	vhz	hath	have	0
reduced	reduced	vvn	reduced	reduce	0
those	those	d	those	those	0
ten	ten	crd	ten	ten	0
into	into	p-acp	into	into	0
two	two	crd	two	two	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
can	can	vmb	can	can	0
pray	pray	vvi	pray	pray	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
or	or	cc	or	or	0
against	against	p-acp	against	against	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
six	six	crd	six	six	0
heads	heads	n2	heads	head	0
or	or	cc	or	or	0
petitions	petitions	n2	petitions	petition	0
;	;	;	;	;	0
my	my	po11	my	my	0
dear	dear	j-jn	dear	dear	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
labour	labour	vvb	labour	labour	0
to	to	pc-acp	to	to	0
keep	keep	vvi	keep	keep	0
close	close	av-j	close	close	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
loose	loose	j	lose	loose	0
age	age	n1	age	age	0
,	,	,	,	,	0
spend	spend	vvb	spend	spend	0
not	not	xx	not	not	0
your	your	po22	your	your	0
pretious	pretious	j	precious	precious	0
time	time	n1	time	time	0
in	in	p-acp	in	in	0
complaining	complaining	vvg	complaining	complain	0
on	on	p-acp	on	on	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
endeavour	endeavour	vvb	endeavour	endeavour	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
means	means	n2	means	mean	0
to	to	pc-acp	to	to	0
reform	reform	vvi	reform	reform	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
;	;	;	;	;	0
beware	beware	vvb	beware	beware	0
of	of	pp-f	of	of	0
scandals	scandals	n2	scandals	scandal	0
,	,	,	,	,	0
take	take	vvb	take	take	0
them	them	pno32	them	they	0
not	not	xx	not	not	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
,	,	,	,	,	0
make	make	vvb	make	make	0
them	them	pno32	them	they	0
not	not	xx	not	not	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
;	;	;	;	;	0
lay	lay	vvb	lay	lay	0
the	the	dt	the	the	0
foundation	foundation	n1	foundation	foundation	0
of	of	pp-f	of	of	0
mortification	mortification	n1	mortification	mortification	0
deep	deep	j-jn	deep	deep	0
,	,	,	,	,	0
reserve	reserve	vvb	reserve	reserve	0
no	no	dx	no	no	0
lust	lust	n1	lust	lust	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
stroke	stroke	n1	stroke	stroke	0
of	of	pp-f	of	of	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
take	take	vvb	take	take	0
heed	heed	n1	heed	heed	0
of	of	pp-f	of	of	0
pleasing	pleasing	vvg	pleasing	please	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
bare	bare	j	bore	bare	0
formall	formall	j	formal	formal	0
professi	professi	n1	professi	professi	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
,	,	,	,	,	0
labour	labour	vvb	labour	labour	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
rooted	rooted	vvn	rooted	root	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
abide	abide	vvi	abide	abide	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
let	let	vvb	let	let	0
your	your	po22	your	your	0
speech	speech	n1	speech	speech	0
be	be	vbb	be	be	0
alway	alway	av	always	always	0
with	with	p-acp	with	with	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
word	word	n1	word	word	0
or	or	cc	or	or	0
two	two	crd	two	two	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
company	company	n1	company	company	0
;	;	;	;	;	0
beware	beware	vvb	beware	beware	0
of	of	pp-f	of	of	0
sleighting	sleighting	vvg	sleighting	slight	0
or	or	cc	or	or	0
neglecting	neglecting	vvg	neglecting	neglect	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ordinances	ordinances	n2	ordinances	ordinance	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
or	or	cc	or	or	0
giving	giving	vvg	giving	give	0
those	those	d	those	those	0
to	to	p-acp	to	to	0
sinners	sinners	n2	sinners	sinner	0
that	that	cst	that	that	0
belong	belong	vvb	belong	belong	0
to	to	p-acp	to	to	0
Saints	Saints	n2	Saints	saint	0
;	;	;	;	;	0
consider	consider	vvb	consider	consider	0
▪	▪	▪	▪	▪	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
same	same	d	same	same	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
ages	ages	n2	ages	age	0
,	,	,	,	,	0
only	only	av-j	only	only	0
it	it	pn31	it	it	0
shines	shines	vvz	shines	shine	0
more	more	dc	more	more	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
clear	clear	j	clear	clear	0
from	from	p-acp	from	from	0
age	age	n1	age	age	0
to	to	p-acp	to	to	0
age	age	n1	age	age	0
,	,	,	,	,	0
untill	untill	c-acp	until	until	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
perfect	perfect	j	perfect	perfect	0
is	is	vbz	is	be	0
come	come	vvn	come	come	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
imperfect	imperfect	j	imperfect	imperfect	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
away	away	av	away	away	0
;	;	;	;	;	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
held	held	vvd	held	hold	0
forth	forth	av	forth	forth	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
though	though	cs	though	though	0
with	with	p-acp	with	with	0
more	more	av-dc	more	more	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
and	and	cc	and	and	0
less	less	dc	less	less	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
;	;	;	;	;	0
such	such	d	such	such	0
addition	addition	n1	addition	addition	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
innovation	innovation	n1	innovation	innovation	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
an	an	dt	and	a	0
illustration	illustration	n1	illustration	illustration	0
,	,	,	,	,	0
not	not	xx	not	not	0
new	new	j	new	new	0
light	light	n1	light	light	0
but	but	p-acp	but	but	0
new	new	j	new	new	0
sight	sight	n1	sighed	sight	0
;	;	;	;	;	0
a	a	dt	a	a	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
said	said	vvn	said	say	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
new	new	j	new	new	0
world	world	n1	world	world	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
makes	makes	vvz	makes	make	0
a	a	dt	a	a	0
new	new	j	new	new	0
discovery	discovery	n1	discovery	discovery	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
old	old	j	old	old	0
world	world	n1	world	world	0
;	;	;	;	;	0
despise	despise	vvb	despise	despise	0
not	not	xx	not	not	0
the	the	dt	the	the	0
providences	providences	n2	providences	providence	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
signs	signs	n2	signs	sign	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
love	love	n1	love	love	0
,	,	,	,	,	0
read	read	vvb	read	read	0
your	your	po22	your	your	0
own	own	d	own	own	0
hearts	hearts	n2	hearts	heart	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
defects	defects	n2	defects	defect	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
put	put	vvb	put	put	0
your	your	po22	your	your	0
confidence	confidence	n1	confidence	confidence	0
in	in	p-acp	in	in	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
beneath	beneath	p-acp	beneath	beneath	0
God	God	np1	God	God	0
himself	himself	px31	himself	himself	0
:	:	:	:	:	0
Can	Can	vmb	Can	can	0
the	the	dt	the	the	0
stone	stone	n1	stone	stone	0
rest	rest	n1	rest	rest	0
without	without	p-acp	without	without	0
its	its	po31	its	its	0
center	center	n1	centre	centre	0
,	,	,	,	,	0
the	the	dt	the	the	0
Ca	Ca	zz	Ca	ca	0
∣	∣	sy	∣	∣	0
melion	melion	n1	melion	melion	0
without	without	p-acp	without	without	0
air	air	n1	air	air	0
,	,	,	,	,	0
the	the	dt	the	the	0
Salamander	Salamander	n1	Salamander	salamander	0
without	without	p-acp	without	without	0
fire	fire	n1	fire	fire	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
Fish	Fish	n1	Fish	fish	0
without	without	p-acp	without	without	0
wa	wa	zz	wa	wa	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
?	?	?	?	?	0
surely	surely	av-j	surely	sure	0
they	they	pns32	they	they	0
cannot	cannot	vmbx	cannot	can	0
;	;	;	;	;	0
Our	Our	po12	Our	our	0
center	center	n1	centre	centre	0
is	is	vbz	is	be	0
God	God	np1	God	God	0
,	,	,	,	,	0
all	all	d	all	all	0
things	things	n2	things	thing	0
beneath	beneath	p-acp	beneath	beneath	0
him	him	pno31	him	he	0
are	are	vbr	are	be	0
mu	mu	crd	mu	mu	0
∣	∣	sy	∣	∣	0
table	table	n1	table	table	0
,	,	,	,	,	0
and	and	cc	and	and	0
fleeting	fleeting	vvg	fleeting	fleet	0
and	and	cc	and	and	0
failing	failing	vvg	failing	fail	0
,	,	,	,	,	0
viz	viz	av	videlicet	viz	0
our	our	po12	our	our	0
best	best	js	best	best	0
friends	friends	n2	friends	friend	0
may	may	vmb	may	may	0
fail	fail	vvi	fail	fail	0
us	us	pno12	us	we	0
,	,	,	,	,	0
our	our	po12	our	our	0
eyes	eyes	n2	eyes	eye	0
fail	fail	vvi	fail	fail	0
,	,	,	,	,	0
our	our	po12	our	our	0
tongues	tongues	n2	tongues	tongue	0
fail	fail	vvi	fail	fail	0
,	,	,	,	,	0
our	our	po12	our	our	0
strength	strength	n1	strength	strength	0
fail	fail	vvi	fail	fail	0
,	,	,	,	,	0
our	our	po12	our	our	0
flesh	flesh	n1	flesh	flesh	0
and	and	cc	and	and	0
our	our	po12	our	our	0
heart	heart	n1	heart	heart	0
may	may	vmb	may	may	0
fail	fail	vvi	fail	fail	0
,	,	,	,	,	0
nay	nay	uh-x	nay	nay	0
our	our	po12	our	our	0
spirits	spirits	n2	spirits	spirit	0
may	may	vmb	may	may	0
fail	fail	vvi	fail	fail	0
,	,	,	,	,	0
Ps.	Ps.	np1	Ps.	Ps.	1
143.	143.	crd	143.	143.	0
7.	7.	crd	7.	7.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
trust	trust	vvb	trust	trust	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
,	,	,	,	,	0
will	will	vmb	will	will	0
neither	neither	av-dx	neither	neither	0
fail	fail	vvi	fail	fail	0
nor	nor	ccx	nor	nor	0
forsake	forsake	vvi	forsake	forsake	0
us	us	pno12	us	we	0
,	,	,	,	,	0
Heb	Heb	n1	Heb	heb	0
135.	135.	crd	135.	135.	1
In	In	p-acp	In	in	0
a	a	dt	a	a	0
word	word	n1	word	word	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Sanctuary	Sanctuary	n1	Sanctuary	sanctuary	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
oppressed	oppressed	j-vvn	oppressed	oppress	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
life	life	n1	life	life	0
indeath	indeath	uh	indeath	indeath	0
,	,	,	,	,	0
health	health	n1	health	health	0
in	in	p-acp	in	in	0
sickness	sickness	n1	sickness	sickness	0
,	,	,	,	,	0
joy	joy	vvb	joy	joy	0
in	in	p-acp	in	in	0
grief	grief	n1	grief	grief	0
,	,	,	,	,	0
liberty	liberty	n1	liberty	liberty	0
in	in	p-acp	in	in	0
bondage	bondage	n1	bondage	bondage	0
,	,	,	,	,	0
comfort	comfort	n1	comfort	comfort	0
in	in	p-acp	in	in	0
despair	despair	n1	despair	despair	0
,	,	,	,	,	0
riches	riches	n2	riches	riches	0
in	in	p-acp	in	in	0
poverty	poverty	n1	poverty	poverty	0
,	,	,	,	,	0
honour	honour	n1	honour	honour	0
in	in	p-acp	in	in	0
disgrace	disgrace	n1	disgrace	disgrace	0
,	,	,	,	,	0
heaven	heaven	n1	heaven	heaven	0
in	in	p-acp	in	in	0
hell	hell	n1	hell	hell	0
:	:	:	:	:	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
hold	hold	vvi	hold	hold	0
you	you	pn22	you	you	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Porch	Porch	n1	Porch	porch	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
invite	invite	vvb	invite	invite	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
house	house	n1	house	house	0
,	,	,	,	,	0
&	&	cc	&	and	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
set	set	vvi	set	set	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
,	,	,	,	,	0
desiring	desiring	vvg	desiring	desire	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
taste	taste	vvi	taste	taste	0
of	of	pp-f	of	of	0
eve	eve	n1	eve	eve	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
dish	dish	n1	dish	dish	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
spend	spend	vvb	spend	spend	0
your	your	po22	your	your	0
judge	judge	n1	judge	judge	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Feast	Feast	n1	Feast	feast	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
want	want	n1	want	want	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
course	course	n1	course	course	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
second	second	ord	second	second	0
;	;	;	;	;	0
account	account	vvb	account	account	0
nothing	nothing	pix	nothing	nothing	0
so	so	av	so	so	0
pretious	pretious	j	precious	precious	0
as	as	c-acp	as	as	0
Gods	Gods	npg1	Gods	God	0
favour	favour	n1	favour	favour	0
,	,	,	,	,	0
nothing	nothing	pix	nothing	nothing	0
so	so	av	so	so	0
fearfull	fearfull	j	fearful	fearful	0
as	as	c-acp	as	as	0
his	his	po31	his	his	0
displeasure	displeasure	n1	displeasure	displeasure	0
,	,	,	,	,	0
nothing	nothing	pix	nothing	nothing	0
so	so	av	so	so	0
hatefull	hatefull	j	hateful	hateful	0
as	as	c-acp	as	as	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
nothing	nothing	pix	nothing	nothing	0
so	so	av	so	so	0
desirable	desirable	j	desirable	desirable	0
as	as	c-acp	as	as	0
grace	grace	n1	grace	grace	0
;	;	;	;	;	0
beware	beware	vvb	beware	beware	0
of	of	pp-f	of	of	0
partial	partial	j	partial	partial	0
obedience	obedience	n1	obedience	obedience	0
,	,	,	,	,	0
mercenary	mercenary	j-jn	mercenary	mercenary	0
love	love	n1	love	love	0
,	,	,	,	,	0
pretended	pretended	j-vvn	pretended	pretend	0
zeal	zeal	n1	zeal	zeal	0
,	,	,	,	,	0
legal	legal	j	legal	legal	0
sorrow	sorrow	n1	sorrow	sorrow	0
,	,	,	,	,	0
and	and	cc	and	and	0
feigned	feigned	j-vvn	feigned	feign	0
humility	humility	n1	humility	humility	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
cept	cept	vvb	cept	cept	0
your	your	po22	your	your	0
rig	rig	vvi	rig	rig	0
hteousness	hteousness	n1	hteousness	hteousness	0
exceed	exceed	vvi	exceed	exceed	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Pharises	Pharises	n2	Pharisees	pharisee	0
,	,	,	,	,	0
your	your	po22	your	your	0
Sacrifice	Sacrifice	n1	Sacrifice	sacrifice	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
Cain	Cain	np1	Cain	Cain	0
,	,	,	,	,	0
your	your	po22	your	your	0
Confession	Confession	n1	Confession	confession	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
Pharaoh	Pharaoh	np1	Pharaoh	Pharaoh	0
,	,	,	,	,	0
your	your	po22	your	your	0
Fasting	Fasting	vvg	Fasting	fast	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
Ahabs	Ahabs	n2	Ahabs	ahab	0
,	,	,	,	,	0
your	your	po22	your	your	0
Weeping	Weeping	vvg	Weeping	weep	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
Sauls	Sauls	np1	Sauls	Sauls	0
,	,	,	,	,	0
your	your	po22	your	your	0
Reformation	Reformation	n1	Reformation	reformation	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
Iebu's	Iebu's	npg1	Iebu's	iebu	0
,	,	,	,	,	0
your	your	po22	your	your	0
Restitution	Restitution	n1	Restitution	restitution	0
that	that	cst	that	that	0
of	of	a-acp	of	off	0
Iu	Iu	p-acp	Ju	in	0
∣	∣	sy	∣	∣	0
das's	das's	npg1-j	das's	das's	0
,	,	,	,	,	0
your	your	po22	your	your	0
Faith	Faith	n1	Faith	faith	0
that	that	cst	that	that	0
of	of	pp-f	of	of	0
Simon-Ma	Simon-Ma	j	Simon-Ma	simon-ma	0
∣	∣	sy	∣	∣	0
gus's	gus's	npg1-j	gus's	gus's	0
,	,	,	,	,	0
your	your	po22	your	your	0
Fear	Fear	n1	Fear	fear	0
and	and	cc	and	and	0
Trembling	Trembling	vvg	Trembling	tremble	0
that	that	cst	that	that	0
of	of	pp-f	of	of	0
Felix's	Felix's	npg1	Felix's	Felix	0
,	,	,	,	,	0
ye	ye	pn22	you	you	0
may	may	vmb	may	may	0
die	die	vvi	die	die	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
sins	sins	n2	sins	sin	0
.	.	.	.	.	1
Read	Read	np1	Read	Read	0
well	well	av	well	well	0
this	this	d	this	this	0
book	book	n1	book	book	0
,	,	,	,	,	0
and	and	cc	and	and	0
mark	mark	vvb	mark	mark	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
ligently	ligently	av-j	ligently	ligent	0
what	what	r-crq	what	what	0
variety	variety	n1	variety	variety	0
of	of	pp-f	of	of	0
heavenly	heavenly	j	heavenly	heavenly	0
treasure	treasure	n1	treasure	treasure	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
comprized	comprized	vvd	comprised	comprise	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Cabinet	Cabinet	n1	Cabinet	cabinet	0
,	,	,	,	,	0
and	and	cc	and	and	0
forget	forget	vvb	forget	forget	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
buy	buy	vvi	buy	buy	0
much	much	av-d	much	much	0
for	for	p-acp	for	for	0
little	little	j	little	little	0
cost	cost	n1	cost	cost	0
,	,	,	,	,	0
and	and	cc	and	and	0
read	read	vvb	read	read	0
much	much	d	much	much	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
great	great	j	great	great	0
gain	gain	n1	gain	gain	0
:	:	:	:	:	0
If	If	cs	If	if	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
prevail	prevail	vvi	prevail	prevail	0
with	with	p-acp	with	with	0
thee	thee	pno21	thee	thou	0
to	to	p-acp	to	to	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
it	it	pn31	it	it	0
once	once	a-acp	once	once	0
,	,	,	,	,	0
thy	thy	po21	thy	thy	0
Love	Love	n1	Love	love	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
constrain	constrain	vvi	constrain	constrain	0
thee	thee	pno21	thee	thou	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
it	it	pn31	it	it	0
again	again	av	again	again	0
and	and	cc	and	and	0
again	again	av	again	again	0
:	:	:	:	:	0
thou	thou	pns21	thou	thou	0
shalt	shalt	vm2	shalt	shall	0
find	find	vvi	find	find	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
or	or	cc	or	or	0
∣	∣	sy	∣	∣	0
der	der	fw-mi	der	der	0
Methodicall	Methodicall	j	Methodical	methodical	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
matter	matter	n1	matter	matter	0
Spiritual	Spiritual	j	Spiritual	spiritual	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
brevity	brevity	n1	brevity	brevity	0
Compendious	Compendious	j	Compendious	compendious	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
use	use	n1	use	use	0
Precious	Precious	j	Precious	precious	0
.	.	.	.	.	1
I	I	pns11	I	i	0
leave	leave	vvb	leave	leave	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
never	never	av-x	never	never	0
