GOd	GOd	np1	GOd	God	0
be	be	vbi	be	be	0
burnte	burnte	vvn	burnt	burn	0
wyth	wyth	p-acp	with	with	0
fyery	fyery	j	fiery	fiery	0
carbuncles	carbuncles	n2	carbuncles	carbuncle	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
when	when	c-crq	when	when	0
our	our	po12	our	our	0
fleshe	fleshe	n1	flesh	flesh	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
toren	toren	j	toren	toren	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
bones	bones	n2	bones	bone	0
,	,	,	,	,	0
&	&	cc	&	and	0
eaten	eaten	vvn	eaten	eat	0
vp	vp	a-acp	up	up	0
wyth	wyth	p-acp	with	with	0
lothsome	lothsome	j	loathsome	loathsome	0
cankers	cankers	n2	cankers	canker	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
whē	whē	c-crq	when	when	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
ben	ben	vbn	been	be	0
myse	myse	n1	mouse	mouse	0
∣	∣	sy	∣	∣	0
rably	rably	av-j	rably	rable	0
tormēted	tormēted	vvn	tormented	torment	0
,	,	,	,	,	0
wyth	wyth	p-acp	with	with	0
yt	yt	pn31	that	it	0
moste	moste	av-ds	most	most	0
fylthy	fylthy	j	filthy	filthy	0
,	,	,	,	,	0
pestiferous	pestiferous	j	pestiferous	pestiferous	0
,	,	,	,	,	0
&	&	cc	&	and	0
abominable	abominable	j	abominable	abominable	0
dysease	dysease	n1	disease	disease	0
the	the	dt	the	the	0
Frenche	Frenche	jp	French	french	0
or	or	cc	or	or	0
spanyshe	spanyshe	jp	spanish	spanish	0
pockes	pockes	n2	pocks	pock	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
these	these	d	these	these	0
I	I	pns11	I	i	0
saye	saye	vvb	say	say	0
so	so	av	so	so	0
manyfest	manyfest	j	manifest	manifest	0
punyshmentes	punyshmentes	n2	punishments	punishment	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
outragious	outragious	j	outrageous	outrageous	0
transgression	transgression	n1	transgression	transgression	0
of	of	pp-f	of	of	0
hys	hys	po31	his	his	0
lawes	lawes	n2	laws	law	0
,	,	,	,	,	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
acknowle	acknowle	j	acknowle	acknowle	0
∣	∣	sy	∣	∣	0
ged	ged	j	ged	ged	0
the	the	dt	the	the	0
excedynge	excedynge	j-vvg	exceeding	exceed	0
wyckednesse	wyckednesse	n1	wickedness	wickedness	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
nether	nether	j	neither	nether	0
haue	haue	vhb	have	have	0
prayed	prayed	vvn	prayed	pray	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
sprite	sprite	n1	sprite	spirit	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
,	,	,	,	,	0
whych	whych	r-crq	which	which	0
mought	mought	vmd	might	may	0
chaū	chaū	j	chaun	chaun	0
∣	∣	sy	∣	∣	0
ge	ge	zz	ge	ge	0
,	,	,	,	,	0
&	&	cc	&	and	0
transforme	transforme	vvb	transform	transform	0
our	our	po12	our	our	0
corrupte	corrupte	j	corrupt	corrupt	0
byrthe	byrthe	n1	birth	birth	0
,	,	,	,	,	0
&	&	cc	&	and	0
create	create	vvi	create	create	0
in	in	p-acp	in	in	0
vs	vs	pno12	us	we	0
new	new	j	new	new	0
hertes	hertes	n2	herts	heart	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
ye	ye	dt	the	the	0
printe	printe	n1	print	print	0
of	of	pp-f	of	of	0
fere	fere	n1	fere	fere	0
&	&	cc	&	and	0
hūble	hūble	j	humble	humble	0
reuerence	reuerence	n1	reverence	reverence	0
to	to	p-acp	to	to	0
godward	godward	n1	godward	godward	0
.	.	.	.	.	1
Yea	Yea	uh	Yea	yea	0
,	,	,	,	,	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
ben	ben	vbn	been	be	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
of	of	pp-f	of	of	0
frō	frō	p-acp	from	from	0
suche	suche	d	such	such	0
a	a	dt	a	a	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
yt	yt	pn31	that	it	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
vs	vs	pno12	us	we	0
haue	haue	vhb	have	have	0
bragged	bragged	vvn	bragged	brag	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
natural	natural	j	natural	natural	0
strēgthes	strēgthes	ng1	strength's	strength	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
shame	shame	n1	shame	shame	0
,	,	,	,	,	0
&	&	cc	&	and	0
confusion	confusion	n1	confusion	confusion	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
as	as	c-acp	as	as	0
thys	thys	d	this	this	0
oure	oure	po12	our	our	0
blyndnesse	blyndnesse	n1	blindness	blindness	0
,	,	,	,	,	0
and	and	cc	and	and	0
moste	moste	av-ds	most	most	0
shamefull	shamefull	j	shameful	shameful	0
wyc	wyc	fw-mi	wyc	wyc	0
∣	∣	sy	∣	∣	0
kednesse	kednesse	n1	kednesse	kednesse	0
,	,	,	,	,	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
men	men	n2	men	man	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
abhorred	abhorred	vvn	abhorred	abhor	0
&	&	cc	&	and	0
detested	detested	j-vvn	detested	detest	0
,	,	,	,	,	0
so	so	av	so	so	0
the	the	dt	the	the	0
vnmeasurable	vnmeasurable	j	unmeasurable	unmeasurable	0
mercye	mercye	n1	mercy	mercy	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
enbraced	enbraced	vvn	embraced	embrace	0
,	,	,	,	,	0
reuerented	reuerented	vvn	reverented	reverent	0
&	&	cc	&	and	0
merueyled	merueyled	vvn	marveled	marvele	0
at	at	p-acp	at	at	0
,	,	,	,	,	0
whych	whych	r-crq	which	which	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
myddest	myddest	n1	midst	midst	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
abomination	abomination	n1	abomination	abomination	0
,	,	,	,	,	0
&	&	cc	&	and	0
deseruyng	deseruyng	vvg	deserving	deserve	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
ex	ex	fw-la	ex	ex	0
¦	¦	sy	¦	¦	0
treme	treme	j-jn	treme	treme	0
tormētes	tormētes	n2	torments	torment	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
euer	euer	av	ever	ever	0
remembred	remembred	vvn	remembered	remember	0
hys	hys	po31	his	his	0
natural	natural	j	natural	natural	0
goodnesse	goodnesse	n1	goodness	goodness	0
,	,	,	,	,	0
both	both	d	both	both	0
gyuynge	gyuynge	j-vvg	gyving	gyve	0
vertues	vertues	n2	virtues	virtue	0
to	to	p-acp	to	to	0
herbes	herbes	n2	herbs	herb	0
,	,	,	,	,	0
stones	stones	n2	stones	stone	0
,	,	,	,	,	0
trees	trees	n2	trees	tree	0
,	,	,	,	,	0
&	&	cc	&	and	0
me	me	pno11	me	i	0
∣	∣	sy	∣	∣	0
talles	talles	n2	tales	tale	0
,	,	,	,	,	0
wherewyth	wherewyth	c-crq	wherewith	wherewith	0
our	our	po12	our	our	0
euels	euels	n2-jn	evils	evil	0
myghte	myghte	vmd	might	may	0
be	be	vbi	be	be	0
eased	eased	vvn	eased	ease	0
,	,	,	,	,	0
&	&	cc	&	and	0
also	also	av	also	also	0
styrryng	styrryng	vvg	stirring	stir	0
vp	vp	a-acp	up	up	0
mē	mē	n2	men	man	0
to	to	pc-acp	to	to	0
note	note	vvi	note	note	0
suche	suche	d	such	such	0
thynges	thynges	n2	things	thing	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
practyse	practyse	vvi	practise	practise	0
them	them	pno32	them	they	0
vpō	vpō	p-acp	upon	upon	0
our	our	po12	our	our	0
paynfull	paynfull	j	painful	painful	0
griefes	griefes	n2	griefs	grief	0
.	.	.	.	.	1
So	So	av	So	so	0
yt	yt	pn31	that	it	0
we	we	pns12	we	we	0
maye	maye	vmb	may	may	0
playnlyse	playnlyse	vvb	playnlyse	playnlyse	0
,	,	,	,	,	0
yt	yt	pn31	that	it	0
he	he	pns31	he	he	0
delyteth	delyteth	vvz	delighteth	delight	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
byt	byt	n1	bit	bit	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
punyshmentes	punyshmentes	n2	punishments	punishment	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
rather	rather	av-c	rather	rather	0
leadeth	leadeth	vvz	leads	lead	0
vs	vs	pno12	us	we	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
knowlege	knowlege	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
horriblenes	horriblenes	n1	horribleness	horribleness	0
of	of	pp-f	of	of	0
synne	synne	n1	sin	sin	0
,	,	,	,	,	0
yt	yt	pn31	that	it	0
we	we	pns12	we	we	0
might	might	vmd	might	may	0
hate	hate	vvi	hate	hate	0
,	,	,	,	,	0
&	&	cc	&	and	0
abhorre	abhorre	vvb	abhor	abhor	0
ye	ye	pn22	you	you	0
same	same	d	same	same	0
,	,	,	,	,	0
&	&	cc	&	and	0
seke	seke	vvi	seek	seek	0
the	the	dt	the	the	0
true	true	j	true	true	0
&	&	cc	&	and	0
certayne	certayne	j	certain	certain	0
reme	reme	n1	reme	reme	0
∣	∣	sy	∣	∣	0
dy	dy	vvb	die	die	0
therof	therof	av	thereof	thereof	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
hys	hys	po31	his	his	0
dearly	dearly	av-jn	dearly	dear	0
beloued	beloued	j-vvn	beloved	belove	0
sonne	sonne	n1	son	son	0
Christ	Christ	np1	Christ	Christ	0
Iesus	Iesus	np1	Iesus	Jesus	0
our	our	po12	our	our	0
only	only	j	only	only	0
sauiour	sauiour	n1	saviour	saviour	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
bene	bene	vbp	be	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
cōmended	cōmended	vvn	commended	commend	0
,	,	,	,	,	0
whyche	whyche	r-crq	which	which	0
haue	haue	vhb	have	have	0
endeuoured	endeuoured	vvd	endeavoured	endeavour	0
thē	thē	pno32	them	they	0
selues	selues	n2	selves	self	0
,	,	,	,	,	0
wt	wt	p-acp	with	with	0
great	great	j	great	great	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
studye	studye	n1	study	study	0
,	,	,	,	,	0
&	&	cc	&	and	0
trauayle	trauayle	n1	travail	travail	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
consyder	consyder	vvi	consider	consider	0
the	the	dt	the	the	0
wonderful	wonderful	j	wondered	wonderful	0
workes	workes	n2	works	work	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
in	in	p-acp	in	in	0
ye	ye	pn22	you	you	0
fyr	fyr	vvi	fyr	fyr	0
¦	¦	sy	¦	¦	0
mament	mament	n1	mament	mament	0
,	,	,	,	,	0
&	&	cc	&	and	0
heauēly	heauēly	j	heavenly	heavenly	0
bodyes	bodyes	n2	bodies	body	0
:	:	:	:	:	0
So	So	av	So	so	0
they	they	pns32	they	they	0
ben	ben	vbn	been	be	0
not	not	xx	not	not	0
worthye	worthye	j-jn	worthy	worthy	0
the	the	dt	the	the	0
lest	lest	ds	lest	least	0
prayse	prayse	n1	praise	praise	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
haue	haue	vhb	have	have	0
crept	crept	vvn	crept	creep	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
groūde	groūde	n1	ground	ground	0
,	,	,	,	,	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
thought	thought	vvn	thought	think	0
it	it	pn31	it	it	0
expediēt	expediēt	j	expedient	expedient	0
,	,	,	,	,	0
&	&	cc	&	and	0
fruteful	fruteful	j	fruitful	fruitful	0
to	to	pc-acp	to	to	0
serch	serch	vvi	search	search	0
out	out	av	out	out	0
suche	suche	d	such	such	0
proprieties	proprieties	n2	proprieties	propriety	0
,	,	,	,	,	0
and	and	cc	and	and	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
god	god	n1	god	god	0
hath	hath	vhz	hath	have	0
gyuen	gyuen	vvn	given	give	0
to	to	p-acp	to	to	0
thynges	thynges	n2	things	thing	0
in	in	p-acp	in	in	0
or	or	cc	or	or	0
vpō	vpō	p-acp	upon	upon	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
succourre	succourre	n1	succour	succour	0
,	,	,	,	,	0
&	&	cc	&	and	0
cōforte	cōforte	n1	comfort	comfort	0
of	of	pp-f	of	of	0
mortall	mortall	j-jn	mortal	mortal	0
men	men	n2	men	man	0
.	.	.	.	.	1
Howbeit	Howbeit	a-acp	Howbeit	howbeit	0
of	of	pp-f	of	of	0
thys	thys	d	this	this	0
sorte	sorte	n1	sort	sort	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
some	some	d	some	some	0
haue	haue	vhb	have	have	0
studied	studied	vvn	studied	study	0
only	only	av-j	only	only	0
for	for	p-acp	for	for	0
know	know	vvi	know	know	0
¦	¦	sy	¦	¦	0
leges	leges	fw-la	leges	leges	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
&	&	cc	&	and	0
some	some	d	some	some	0
haue	haue	vhb	have	have	0
applyed	applyed	vvd	applied	apply	0
theyr	theyr	po32	their	their	0
knowlege	knowlege	n1	knowledge	knowledge	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ryght	ryght	j-jn	right	right	0
vse	vse	n1	use	use	0
,	,	,	,	,	0
&	&	cc	&	and	0
haue	haue	vhb	have	have	0
ther	ther	a-acp	there	there	0
to	to	p-acp	to	to	0
left	left	j	left	left	0
in	in	p-acp	in	in	0
bokes	bokes	n2	books	book	0
ye	ye	pn22	you	you	0
thynges	thynges	n2	things	thing	0
yt	yt	pn31	that	it	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
noted	noted	vvn	noted	note	0
,	,	,	,	,	0
obserued	obserued	vvn	observed	observe	0
&	&	cc	&	and	0
proued	proued	vvd	proved	prove	0
to	to	pc-acp	to	to	0
procure	procure	vvi	procure	procure	0
ye	ye	pn22	you	you	0
easement	easement	n1	easement	easement	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
myseries	myseries	n2	miseries	misery	0
&	&	cc	&	and	0
greuouse	greuouse	j	grievous	grievous	0
maladyes	maladyes	n2	maladies	malady	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
which	which	r-crq	which	which	0
nōbre	nōbre	n1	number	number	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
,	,	,	,	,	0
&	&	cc	&	and	0
studiouse	studiouse	j	studious	studious	0
men	men	n2	men	man	0
Iohanne	Iohanne	np1	Iohanne	Iohanne	0
Vigo	Vigo	np1	Vigo	Vigo	0
(	(	(	(	(	0
whom	whom	r-crq	whom	who	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
request	request	n1	request	request	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
frende	frende	n1	friend	friend	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
tur	tur	fw-la	tur	tur	0
¦	¦	sy	¦	¦	0
ned	ned	zz	ned	ned	0
into	into	p-acp	into	into	0
our	our	po12	our	our	0
language	language	n1	language	language	0
)	)	)	)	)	0
obtayneth	obtayneth	vvz	obtaineth	obtain	0
not	not	xx	not	not	0
the	the	dt	the	the	0
last	last	ord	last	last	0
place	place	n1	place	place	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
though	though	cs	though	though	0
he	he	pns31	he	he	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
brought	brought	vvn	brought	bring	0
vp	vp	a-acp	up	up	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
knowlege	knowlege	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
ye	ye	pn22	you	you	0
ton	ton	zz	ton	ton	0
∣	∣	sy	∣	∣	0
ges	ges	n1	ges	guess	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
through	through	p-acp	through	through	0
hys	hys	po31	his	his	0
synguler	synguler	j	singular	singular	0
wytte	wytte	n1	wit	wit	0
,	,	,	,	,	0
longe	longe	av-j	long	long	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
&	&	cc	&	and	0
diligent	diligent	j	diligent	diligent	0
studye	studye	n1	study	study	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
inuented	inuented	vvn	invented	invent	0
,	,	,	,	,	0
and	and	cc	and	and	0
set	set	vvd	set	set	0
forth	forth	av	forth	forth	0
more	more	av-dc	more	more	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
table	table	n1	table	table	0
thinges	thinges	n2	things	thing	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
arte	arte	n1	art	art	0
of	of	pp-f	of	of	0
chirurge	chirurge	n1	chirurge	chirurge	0
∣	∣	sy	∣	∣	0
rye	rye	n1	rye	rye	0
,	,	,	,	,	0
than	than	cs	than	than	0
anye	anye	d	any	any	0
other	other	n-jn	other	other	0
hytherto	hytherto	av	hitherto	hitherto	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
thynke	thynke	vvb	think	think	0
that	that	cst	that	that	0
nothyng	nothyng	pix	nothing	nothing	0
canne	canne	vmb	can	can	0
better	better	vvi	better	better	0
tes	tes	zz	tes	tes	0
∣	∣	sy	∣	∣	0
tifie	tifie	n1	tifie	tifie	0
and	and	cc	and	and	0
prooue	prooue	vvi	prove	prove	0
the	the	dt	the	the	0
connynge	connynge	j-jn	conning	cunning	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
man	man	n1	man	man	0
,	,	,	,	,	0
than	than	cs	than	than	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
continued	continued	vvd	continued	continue	0
so	so	av	so	so	0
long	long	av-j	long	long	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
greate	greate	j	great	great	0
prayse	prayse	n1	praise	praise	0
,	,	,	,	,	0
practysynge	practysynge	vvg	practysynge	practysynge	0
at	at	p-acp	at	at	0
rome	rome	n1	room	room	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
suche	suche	d	such	such	0
a	a	dt	a	a	0
multitude	multitude	n1	multitude	multitude	0
of	of	pp-f	of	of	0
pockye	pockye	j	pocky	pocky	0
curtisanes	curtisanes	n2	curtisanes	curtisane	0
,	,	,	,	,	0
neyther	neyther	dx	neither	neither	0
priestes	priestes	n2	priests	priest	0
,	,	,	,	,	0
bysshop	bysshop	n1	bishop	bishop	0
∣	∣	sy	∣	∣	0
pes	pes	fw-la	pes	pes	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
cardinalles	cardinalles	n2	cardinals	cardinal	0
,	,	,	,	,	0
excepted	excepted	vvn	excepted	except	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
playnlye	playnlye	av-j	plainly	plain	0
appeareth	appeareth	vvz	appears	appear	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
booke	booke	n1	book	book	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
where	where	c-crq	where	where	0
suche	suche	d	such	such	0
carions	carions	n2	carrions	carrion	0
ben	ben	zz	ben	ben	0
,	,	,	,	,	0
the	the	dt	the	the	0
best	best	js	best	best	0
Ae	Ae	dt	A	a	0
∣	∣	sy	∣	∣	0
gles	gles	fw-fr	gles	gles	0
wyll	wyll	vmb	will	will	0
resorte	resorte	vvi	resort	resort	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
co	co	vvn	counterfeit	continue	0
∣	∣	sy	∣	∣	0
mendable	mendable	j	mendable	mendable	0
to	to	pc-acp	to	to	0
sette	sette	vvi	set	set	0
forth	forth	av	forth	forth	0
Vigo	Vigo	np1	Vigo	Vigo	0
his	his	po31	his	his	0
sci	sci	fw-la	sci	sci	0
∣	∣	sy	∣	∣	0
ence	ence	n1	ence	ence	0
,	,	,	,	,	0
and	and	cc	and	and	0
cunnyng	cunnyng	j-jn	cunning	cunning	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
clearly	clearly	av-j	clearly	clear	0
shi	shi	fw-la	shi	shi	0
∣	∣	sy	∣	∣	0
neth	neth	n1	neth	neth	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
nedeth	nedeth	vvz	needeth	need	0
no	no	dx	no	no	0
borow	borow	vvb	borrow	borrow	0
¦	¦	sy	¦	¦	0
ed	ed	wd	ed	ed	0
lyght	lyght	vvi	light	light	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
worthy	worthy	j	worthy	worthy	0
shame	shame	n1	shame	shame	0
and	and	cc	and	and	0
reprofe	reprofe	n1	reproof	reproof	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
rasshe	rasshe	j	rash	rash	0
iudgement	iudgement	n1	judgement	judgement	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
repre	repre	vvi	repre	repre	0
¦	¦	sy	¦	¦	0
hēde	hēde	n1	hend	hend	0
or	or	cc	or	or	0
fynde	fynde	vvi	find	find	0
a	a	dt	a	a	0
faut	faut	n1	fault	fault	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
fayre	fayre	j	fair	fair	0
a	a	dt	a	a	0
face	face	n1	face	face	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
touchyng	touchyng	j-vvg	touching	touch	0
my	my	po11	my	my	0
laboure	laboure	n1	labour	labour	0
,	,	,	,	,	0
applyed	applyed	vvd	applied	apply	0
to	to	p-acp	to	to	0
ye	ye	pn22	you	you	0
translation	translation	n1	translation	translation	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
present	present	j	present	present	0
worke	worke	n1	work	work	0
in	in	p-acp	in	in	0
consideration	consideration	n1	consideration	consideration	0
of	of	pp-f	of	of	0
youre	youre	po22	your	your	0
sondrye	sondrye	j	sundry	sundry	0
benefit	benefit	n1	benefit	benefit	0
¦	¦	sy	¦	¦	0
tes	tes	zz	tes	tes	0
conferred	conferred	vvn	conferred	confer	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
dedycate	dedycate	vvb	dedicate	dedicate	0
it	it	pn31	it	it	0
vnto	vnto	p-acp	unto	unto	0
youe	youe	po22	youe	your	0
,	,	,	,	,	0
good	good	j	good	good	0
myaster	myaster	n1	myaster	myaster	0
Tracie	Tracie	np1	Tracie	Tracie	0
.	.	.	.	.	1
Not	Not	xx	Not	not	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
thynke	thynke	vvb	think	think	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
thyng	thyng	n1	thing	thing	0
moste	moste	av-ds	most	most	0
fyt	fyt	j	fit	fit	0
for	for	p-acp	for	for	0
