ALthough	ALthough	cs	ALthough	although	0
meet	meet	vvb	meet	meet	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Comfort	Comfort	n1	Comfort	comfort	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
make	make	vvb	make	make	0
good	good	j	good	good	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
and	and	cc	and	and	0
Posterity	Posterity	n1	Posterity	posterity	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
lessened	lessened	vvn	lessened	lessen	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
little	little	j	little	little	0
.	.	.	.	.	1
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sure	sure	j	sure	sure	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
abroad	abroad	av	abroad	abroad	0
so	so	av	so	so	0
accounted	accounted	vvn	accounted	account	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
so	so	av	so	so	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
you	you	pn22	you	you	0
bring	bring	vvb	bring	bring	0
it	it	pn31	it	it	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
own	own	d	own	own	0
Act	Act	n1	Act	act	0
and	and	cc	and	and	0
Deed	Deed	n1	Deed	deed	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Clemency	Clemency	n1	Clemency	clemency	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Traitors	Traitors	n2	Traitors	traitor	0
and	and	cc	and	and	0
Betrayers	Betrayers	n2	Betrayers	betrayer	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Liberties	Liberties	n2	Liberties	liberty	0
.	.	.	.	.	1
The	The	dt	The	the	0
choice	choice	n1	choice	choice	0
of	of	pp-f	of	of	0
three	three	crd	three	three	0
things	things	n2	things	thing	0
lies	lies	vvz	lies	lie	0
now	now	av	now	now	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
;	;	;	;	;	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
great	great	j	great	great	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
little	little	j	little	little	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
nothing	nothing	pix	nothing	nothing	0
:	:	:	:	:	0
Ʋtrum	Ʋtrum	fw-la	Ʋtrum	ʋtrum	0
horum	horum	fw-la	horum	horum	0
mavultis	mavultis	fw-la	mavultis	mavultis	0
accipite	accipite	fw-la	accipite	accipite	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
Papers	Papers	n2	Papers	paper	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
stir	stir	vvi	stir	stir	0
up	up	a-acp	up	up	0
your	your	po22	your	your	0
Anger	Anger	n1	Anger	anger	0
or	or	cc	or	or	0
Revenge	Revenge	n1	Revenge	revenge	0
at	at	p-acp	at	at	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
past	past	j	past	past	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
look	look	vvi	look	look	0
forward	forward	av-j	forward	forward	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
prevent	prevent	vvi	prevent	prevent	0
the	the	dt	the	the	0
like	like	j	like	like	0
Mischiefs	Mischiefs	n2	Mischiefs	mischief	0
for	for	p-acp	for	for	0
time	time	n1	time	time	0
coming	coming	vvg	coming	come	0
:	:	:	:	:	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
your	your	po22	your	your	0
profound	profound	j	profound	profound	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
and	and	cc	and	and	0
Pru	Pru	np1	Pru	Pru	0
∣	∣	sy	∣	∣	0
dence	dence	n1	dence	dence	0
will	will	vmb	will	will	0
take	take	vvi	take	take	0
care	care	n1	care	care	0
to	to	pc-acp	to	to	0
build	build	vvi	built	build	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
old	old	j	old	old	0
waste	waste	n1	waste	waste	0
Places	Places	n2	Places	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
good	good	j	good	good	0
the	the	dt	the	the	0
Fences	Fences	n2	Fences	fence	0
and	and	cc	and	and	0
Bulwarks	Bulwarks	n2	Bulwarks	bulwark	0
,	,	,	,	,	0
that	that	cst	that	that	0
neither	neither	dx	neither	neither	0
the	the	dt	the	the	0
wild	wild	j	wild	wild	0
Boars	Boars	n2	Boars	boar	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Forest	Forest	n1	Forest	forest	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
Wolves	Wolves	n2	Wolves	wolf	0
in	in	p-acp	in	in	0
Sheeps	Sheeps	n2	Sheeps	sheep	0
Clothing	Clothing	vvg	Clothing	clothe	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
break	break	vvi	break	break	0
over	over	a-acp	over	over	0
;	;	;	;	;	0
and	and	cc	and	and	0
stop	stop	vvb	stop	stop	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
Holes	Holes	n2	Holes	hole	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Foxes	Foxes	n2	Foxes	fox	0
,	,	,	,	,	0
the	the	dt	the	the	0
little	little	j	little	little	0
Foxes	Foxes	n2	Foxes	fox	0
,	,	,	,	,	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
creep	creep	vvi	creep	creep	0
through	through	p-acp	through	through	0
,	,	,	,	,	0
and	and	cc	and	and	0
hurt	hurt	vvi	hurt	hurt	0
the	the	dt	the	the	0
Sheep	Sheep	n1	Sheep	sheep	0
and	and	cc	and	and	0
Lambs	Lambs	n2	Lambs	lamb	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Flocks	Flocks	n2	Flocks	flock	0
:	:	:	:	:	0
that	that	cst	that	that	0
all	all	d	all	all	0
your	your	po22	your	your	0
Fortifications	Fortifications	n2	Fortifications	fortification	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
so	so	av	so	so	0
artificially	artificially	av-j	artificially	artificial	0
strong	strong	j	strong	strong	0
,	,	,	,	,	0
that	that	cst	that	that	0
no	no	dx	no	no	0
Confederacies	Confederacies	n2	Confederacies	confederacy	0
of	of	pp-f	of	of	0
Jesuitical	Jesuitical	j	Jesuitical	jesuitical	0
Priestcraft	Priestcraft	n1	Priestcraft	priestcraft	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
battering	battering	j-vvg	battering	batter	0
Rams	Rams	n2	Rams	ram	0
,	,	,	,	,	0
may	may	vmb	may	may	0
hurt	hurt	vvi	hurt	hurt	0
,	,	,	,	,	0
annoy	annoy	n1	annoy	annoy	0
or	or	cc	or	or	0
indanger	indanger	vvi	endanger	endanger	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Many	Many	av-d	Many	many	0
great	great	j	great	great	0
and	and	cc	and	and	0
weighty	weighty	j	weighty	weighty	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	crd	one	one	0
thing	thing	n1	thing	thing	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
recommend	recommend	vvb	recommend	recommend	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
;	;	;	;	;	0
Let	Let	vvb	Let	let	0
not	not	xx	not	not	0
the	the	dt	the	the	0
black	black	j-jn	black	black	0
Infamy	Infamy	n1	Infamy	infamy	0
and	and	cc	and	and	0
horrid	horrid	j	horrid	horrid	0
Imputation	Imputation	n1	Imputation	imputation	0
of	of	pp-f	of	of	0
Self-Murder	Self-Murder	n1	Self-Murder	self-murder	0
lie	lie	vvb	lie	lie	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Memory	Memory	n1	Memory	memory	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
Essex	Essex	np1	Essex	Essex	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Family	Family	n1	Family	family	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
that	that	cst	that	that	0
knew	knew	vvd	knew	know	0
him	him	pno31	him	he	0
,	,	,	,	,	0
a	a	dt	a	a	0
Man	Man	n1	Man	man	0
great	great	j	great	great	0
for	for	p-acp	for	for	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
and	and	cc	and	and	0
Parts	Parts	n2	Parts	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
Love	Love	n1	Love	love	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Liberties	Liberties	n2	Liberties	liberty	0
of	of	pp-f	of	of	0
Mankind	Mankind	n1	Mankind	mankind	0
,	,	,	,	,	0
valued	valued	vvd	valued	value	0
neither	neither	dx	neither	neither	0
Life	Life	n1	Life	life	0
nor	nor	ccx	nor	nor	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
else	else	av	else	else	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
World	World	n1	World	world	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
comparison	comparison	n1	comparison	comparison	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
.	.	.	.	.	1
That	That	d	That	that	0
which	which	r-crq	which	which	0
prompts	prompts	vvz	prompts	prompt	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
this	this	d	this	this	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
Though	Though	cs	Though	though	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
point	point	vvi	point	point	0
out	out	av	out	out	0
the	the	dt	the	the	0
individual	individual	j-jn	individual	individual	0
Murderers	Murderers	n2	Murderers	murderer	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
give	give	vvi	give	give	0
that	that	d	that	that	0
circumstantial	circumstantial	j	circumstantial	circumstantial	0
Proof	Proof	n1	Proof	proof	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
satisfy	satisfy	vvi	satisfy	satisfy	0
all	all	d	all	all	0
Mankind	Mankind	n1	Mankind	mankind	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
cutting	cutting	vvg	cutting	cut	0
his	his	po31	his	his	0
Throat	Throat	n1	Throat	throat	0
was	was	vbds	was	be	0
designedly	designedly	av-j	designedly	designed	0
premeditated	premeditated	vvn	premeditated	premeditate	0
both	both	d	both	both	0
for	for	p-acp	for	for	0
Time	Time	n1	Time	time	0
and	and	cc	and	and	0
Place	Place	n1	Place	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
perpetrated	perpetrated	vvn	perpetrated	perpetrate	0
by	by	p-acp	by	by	0
bloody	bloody	j	bloody	bloody	0
Men	Men	n2	Men	man	0
.	.	.	.	.	1
It	It	pn31	It	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
some	some	d	some	some	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
supposed	supposed	j-vvn	supposed	suppose	0
Reasons	Reasons	n2	Reasons	reason	0
of	of	pp-f	of	of	0
State	State	n1	State	state	0
,	,	,	,	,	0
may	may	vmb	may	may	0
oppose	oppose	vvi	oppose	oppose	0
doing	doing	vdg	doing	do	0
of	of	pp-f	of	of	0
Ju	Ju	np1	Ju	Ju	0
∣	∣	sy	∣	∣	0
stice	stice	n1	stice	stice	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Dead	Dead	j	Dead	dead	0
,	,	,	,	,	0
or	or	cc	or	or	0
making	making	vvg	making	make	0
Reparation	Reparation	n1	Reparation	reparation	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Living	Living	j-vvg	Living	live	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
ill	ill	j-jn	ill	ill	0
Precedents	Precedents	n2	Precedents	precedent	0
,	,	,	,	,	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
dangerous	dangerous	j	dangerous	dangerous	0
Conse	Conse	n1	Conse	conse	0
∣	∣	sy	∣	∣	0
quence	quence	n1	quence	quence	0
to	to	p-acp	to	to	0
encourage	encourage	vvi	encourage	encourage	0
others	others	n2-jn	others	other	0
to	to	p-acp	to	to	0
withstand	withstand	vvi	withstand	withstand	0
the	the	dt	the	the	0
like	like	j	like	like	0
black	black	j-jn	black	black	0
At	At	p-acp	At	at	0
∣	∣	sy	∣	∣	0
tempts	tempts	vvz	tempts	tempt	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
design	design	n1	design	design	0
to	to	pc-acp	to	to	0
begin	begin	vvi	begin	begin	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
late	late	av-j	late	late	0
Reigns	Reigns	vvz	Reigns	reign	0
left	left	vvn	left	leave	0
off	off	a-acp	off	off	0
.	.	.	.	.	1
I	I	pns11	I	i	0
will	will	vmb	will	will	0
hope	hope	vvi	hope	hope	0
that	that	cst	that	that	0
amongst	amongst	p-acp	among	among	0
others	others	n2-jn	others	other	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
weighty	weighty	j	weighty	weighty	0
Af	Af	pp-f	Of	of	0
∣	∣	sy	∣	∣	0
fairs	fairs	n2	fairs	fair	0
,	,	,	,	,	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
carefully	carefully	av-j	carefully	careful	0
maintain	maintain	vvi	maintain	maintain	0
and	and	cc	and	and	0
defend	defend	vvi	defend	defend	0
the	the	dt	the	the	0
Right	Right	n-jn	Right	right	0
of	of	pp-f	of	of	0
Ju	Ju	np1	Ju	Ju	0
∣	∣	sy	∣	∣	0
ries	ries	vvz	rises	rise	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Shields	Shields	n2	Shields	shield	0
and	and	cc	and	and	0
Bucklers	Bucklers	n2	Bucklers	buckler	0
under	under	p-acp	under	under	0
a	a	dt	a	a	0
Civil	Civil	j	Civil	civil	0
Govern	Govern	vvb	Govern	govern	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
quiet	quiet	j-jn	quiet	quiet	0
possession	possession	n1	possession	possession	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Lives	Lives	n2	Lives	life	0
,	,	,	,	,	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
nours	nours	ng1	nours	nours	0
and	and	cc	and	and	0
Estates	Estates	n2	Estates	estate	0
.	.	.	.	.	1
If	If	cs	If	if	0
Corruption	Corruption	n1	Corruption	corruption	0
be	be	vbb	be	be	0
amongst	amongst	p-acp	among	among	0
them	them	pno32	them	they	0
,	,	,	,	,	0
no	no	dx	no	no	0
Pu	Pu	fw-fr	Pu	pu	0
∣	∣	sy	∣	∣	0
nishment	nishment	n1	nishment	nishment	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
great	great	j	great	great	0
enough	enough	av-d	enough	enough	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
no	no	dx	no	no	0
such	such	d	such	such	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
bad	bad	j	bad	bad	0
Consequence	Consequence	n1	Consequence	consequence	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
them	them	pno32	them	they	0
punished	punished	vvn	punished	punish	0
,	,	,	,	,	0
ruined	ruined	vvn	ruined	ruin	0
and	and	cc	and	and	0
un	un	fw-it	un	un	0
∣	∣	sy	∣	∣	0
done	done	vdn	done	do	0
,	,	,	,	,	0
meerly	meerly	av-j	merely	mere	0
for	for	p-acp	for	for	0
giving	giving	vvg	giving	give	0
in	in	p-acp	in	in	0
Verdicts	Verdicts	vvz	Verdicts	verdict	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Con	Con	vvb	Con	con	0
∣	∣	sy	∣	∣	0
sciences	sciences	n2	sciences	science	0
,	,	,	,	,	0
guided	guided	vvn	guided	guide	0
by	by	p-acp	by	by	0
right	right	j-jn	right	right	0
Reason	Reason	n1	Reason	reason	0
.	.	.	.	.	1
Bear	Bear	n1	Bear	bear	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
you	you	pn22	you	you	0
,	,	,	,	,	0
my	my	po11	my	my	0
Lords	Lords	n2	Lords	lord	0
and	and	cc	and	and	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
declaring	declaring	vvg	declaring	declare	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
fully	fully	av-j	fully	full	0
satisfied	satisfied	vvn	satisfied	satisfy	0
,	,	,	,	,	0
that	that	cst	that	that	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Sword	Sword	n1	Sword	sword	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
drawn	drawn	vvn	drawn	draw	0
be	be	vbb	be	be	0
put	put	vvn	put	put	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
convince	convince	vvi	convince	convince	0
the	the	dt	the	the	0
World	World	n1	World	world	0
of	of	pp-f	of	of	0
Sin	Sin	n1	since	sin	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
and	and	cc	and	and	0
Judgment	Judgment	n1	Judgement	judgement	0
;	;	;	;	;	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
open	open	vvi	open	open	0
the	the	dt	the	the	0
Eyes	Eyes	n2	Eyes	eye	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
