Dear	Dear	j-jn	Dear	dear	0
our	our	po12	our	our	0
eport	eport	n1	eport	eport	0
,	,	,	,	,	0
or	or	cc	or	or	0
that	that	cst	that	that	0
the	the	dt	the	the	0
arme	arme	n1	arm	arm	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
revealed	revealed	vvn	revealed	reveal	0
but	but	cc-acp	but	but	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
few	few	d	few	few	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
successe	successe	n1	success	success	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
hath	hath	vhz	hath	have	0
had	had	vhn	had	have	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
Soules	Soules	n2	Souls	soul	0
,	,	,	,	,	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
leave	leave	vvi	leave	leave	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
own	own	d	own	own	0
consciences	consciences	n2	consciences	conscience	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
searcher	searcher	n1	searcher	searcher	0
of	of	pp-f	of	of	0
hearts	hearts	n2	hearts	heart	0
;	;	;	;	;	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
loath	loath	j	loath	loath	0
to	to	pc-acp	to	to	0
print	print	vvi	print	print	0
my	my	po11	my	my	0
thoughts	thoughts	n2	thoughts	thought	0
,	,	,	,	,	0
least	least	cs	lest	lest	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
constrained	constrained	vvn	constrained	constrain	0
to	to	pc-acp	to	to	0
speak	speak	vvi	speak	speak	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
language	language	n1	language	language	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
15.34	15.34	crd	15.34	15.34	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
I	I	pns11	I	i	0
speake	speake	vvb	speak	speak	0
this	this	d	this	this	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
shame	shame	n1	shame	shame	0
.	.	.	.	.	1
If	If	cs	If	if	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
embraced	embraced	vvn	embraced	embrace	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
bought	bought	vvn	bought	buy	0
the	the	dt	the	the	0
field	field	n1	field	field	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
hid	hid	j-vvn	hid	hide	0
treasure	treasure	n1	treasure	treasure	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
though	though	cs	though	though	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
never	never	av	never	never	0
so	so	av	so	so	0
poor	poor	j	poor	poor	0
,	,	,	,	,	0
and	and	cc	and	and	0
mean	mean	j	mean	mean	0
of	of	pp-f	of	of	0
birth	birth	n1	birth	birth	0
,	,	,	,	,	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
richer	richer	jc	richer	rich	0
far	far	j	far	far	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
honourable	honourable	j	honourable	honourable	0
than	than	cs	than	than	0
graceless	graceless	j	graceless	graceless	0
Kings	Kings	n2	Kings	king	0
,	,	,	,	,	0
and	and	cc	and	and	0
Christless	Christless	j	Christless	christless	0
Monarchs	Monarchs	n2	Monarchs	monarch	0
.	.	.	.	.	1
If	If	cs	If	if	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
refused	refused	vvn	refused	refuse	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
to	to	p-acp	to	to	0
im	im	pno31	im	he	0
∣	∣	sy	∣	∣	0
brace	brace	n1	brace	brace	0
the	the	cs	the	than	0
World	World	n1	World	world	0
,	,	,	,	,	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
find	find	vvi	find	find	0
it	it	pn31	it	it	0
the	the	dt	the	the	0
worst	worst	js	worst	worst	0
match	match	n1	match	match	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
you	you	pn22	you	you	0
made	made	vvd	made	make	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
understand	understand	vvi	understand	understand	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
pleased	pleased	vvn	pleased	please	0
the	the	dt	the	the	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
and	and	cc	and	and	0
gratifyed	gratifyed	vvd	gratified	gratify	0
the	the	dt	the	the	0
Di	Di	zz	Di	di	0
∣	∣	sy	∣	∣	0
vel	vel	uh-av	vel	well	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
God	God	np1	God	God	0
your	your	po22	your	your	0
enemy	enemy	n1	enemy	enemy	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
never	never	av-x	never	never	0
so	so	av	so	so	0
much	much	av-d	much	much	0
pelfe	pelfe	n1	pelf	pelf	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
profit	profit	vvi	profit	profit	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
wrath	wrath	n1	wrath	wrath	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
but	but	p-acp	but	but	0
base	base	j	base	base	0
and	and	cc	and	and	0
beggarly	beggarly	j	beggarly	beggarly	0
,	,	,	,	,	0
so	so	av	so	so	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
without	without	p-acp	without	without	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
without	without	p-acp	without	without	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
World	World	n1	World	world	0
.	.	.	.	.	1
Oh	Oh	uh	O	oh	0
persist	persist	vvb	persist	persist	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
refusing	refusing	vvg	refusing	refuse	0
this	this	d	this	this	0
great	great	j	great	great	0
Salvation	Salvation	n1	Salvation	salvation	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
many	many	d	many	many	0
offers	offers	n2	offers	offer	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	pi	one	one	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
last	last	ord	last	last	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
are	are	vbr	are	be	0
past	past	vvn	passed	pass	0
,	,	,	,	,	0
the	the	dt	the	the	0
neerer	neerer	jc	nearer	near	0
the	the	cs	the	than	0
last	last	ord	last	last	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
who	who	r-crq	who	who	0
knowes	knowes	vvz	knows	know	0
if	if	cs	if	if	0
this	this	d	this	this	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
last	last	ord	last	last	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
?	?	?	?	?	1
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
that	that	cst	that	that	0
these	these	d	these	these	0
words	words	n2	words	word	0
which	which	r-crq	which	which	0
come	come	vvb	come	come	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
very	very	j	very	very	0
heart-root	heart-root	n1	heartroot	heartroot	0
may	may	vmb	may	may	0
reach	reach	vvi	reach	reach	0
to	to	p-acp	to	to	0
yours	yours	png22	yours	you	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
espouse	espouse	vvi	espouse	espouse	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
is	is	vbz	is	be	0
all	all	d	all	all	0
the	the	dt	the	the	0
business	business	n1	business	business	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
;	;	;	;	;	0
I	I	pns11	I	i	0
came	came	vvd	came	come	0
not	not	xx	not	not	0
hither	hither	av	hither	hither	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
tythes	tythes	n2	tithes	tithe	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
winn	winn	vvi	win	win	0
Soules	Soules	n2	Souls	soul	0
;	;	;	;	;	0
The	The	dt	The	the	0
malevolent	malevolent	j	malevolent	malevolent	0
adversaries	adversaries	n2	adversaries	adversary	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
standing	standing	j-vvg	standing	stand	0
Ministry	Ministry	n1	Ministry	ministry	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
call	call	vvb	call	call	0
us	us	pno12	us	we	0
hirelings	hirelings	n2	hirelings	hireling	0
(	(	(	(	(	0
and	and	cc	and	and	0
its	its	pn31|vbz	its	it|be	0
a	a	dt	a	a	0
miracle	miracle	n1	miracle	miracle	0
of	of	pp-f	of	of	0
provi	provi	fw-la	provi	provi	0
∣	∣	sy	∣	∣	0
dence	dence	n1	dence	dence	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
our	our	po12	our	our	0
lives	lives	n2	lives	life	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
prey	prey	n1	prey	prey	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
a	a	dt	a	a	0
blood-thirsty	blood-thirsty	j	bloodthirsty	bloodthirsty	0
ge	ge	zz	ge	ge	0
∣	∣	sy	∣	∣	0
neration	neration	n1	neration	neration	0
of	of	pp-f	of	of	0
unreasonable	unreasonable	j	unreasonable	unreasonable	0
men	men	n2	men	man	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
we	we	pns12	we	we	0
so	so	av	so	so	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
desire	desire	vvi	desire	desire	0
you	you	pn22	you	you	0
,	,	,	,	,	0
than	than	cs	than	than	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
make	make	vvi	make	make	0
this	this	d	this	this	0
our	our	po12	our	our	0
hire	hire	n1	hire	hire	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
up	up	a-acp	up	up	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
Ministry	Ministry	n1	Ministry	ministry	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
taking	taking	vvg	taking	take	0
heed	heed	n1	heed	heed	0
unto	unto	p-acp	unto	unto	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
save	save	vvi	save	save	0
both	both	d	both	both	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
hear	hear	vvb	hear	hear	0
us	us	pno12	us	we	0
,	,	,	,	,	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
call	call	vvi	call	call	0
us	us	pno12	us	we	0
Divells	Divells	n2	Devils	devil	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
but	but	cc-acp	but	but	0
adde	adde	vvi	add	add	0
unto	unto	p-acp	unto	unto	0
our	our	po12	our	our	0
Crown	Crown	n1	Crown	crown	0
,	,	,	,	,	0
while	while	cs	while	while	0
we	we	pns12	we	we	0
all	all	d	all	all	0
study	study	n1	study	study	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
approve	approve	vvi	approve	approve	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	1
