WHat	WHat	q-crq	WHat	what	0
but	but	cc-acp	but	but	0
)	)	)	)	)	0
the	the	dt	the	the	0
bulk	bulk	n1	bulk	bulk	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
it	it	pn31	it	it	0
must	must	vmb	must	must	0
have	have	vhi	have	have	0
Officers	Officers	n2	Officers	officer	0
and	and	cc	and	and	0
subordina	subordina	fw-la	subordina	subordina	0
∣	∣	sy	∣	∣	0
tions	tions	j	tions	tions	0
accordingly	accordingly	av-vvg	accordingly	accord	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
no	no	dx	no	no	0
less	less	dc	less	less	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
expected	expected	vvn	expected	expect	0
,	,	,	,	,	0
then	then	av	then	then	0
that	that	cst	that	that	0
the	the	dt	the	the	0
generality	generality	n1	generality	generality	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Officers	Officers	n2	Officers	officer	0
&	&	cc	&	and	0
members	members	n2	members	member	0
,	,	,	,	,	0
be	be	vbb	be	be	0
an	an	dt	and	a	0
abo	abo	zz	abo	abo	0
∣	∣	sy	∣	∣	0
mination	mination	n1	mination	mination	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
his	his	po31	his	his	0
people	people	n1	people	people	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
Gospel-communion	Gospel-communion	n1	Gospel-communion	gospel-communion	0
.	.	.	.	.	1
Nor	Nor	ccx	Nor	nor	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
any	any	d	any	any	0
wonder	wonder	n1	wonder	wonder	0
,	,	,	,	,	0
that	that	cst	that	that	0
those	those	d	those	those	0
few	few	d	few	few	0
Saints	Saints	n2	Saints	saint	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
lost	lost	vvn	lost	lose	0
and	and	cc	and	and	0
drowned	drowned	vvn	drowned	drown	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ministers	Ministers	n2	Ministers	minister	0
and	and	cc	and	and	0
people	people	n1	people	people	0
,	,	,	,	,	0
be	be	vbb	be	be	0
an	an	dt	and	a	0
abomination	abomination	n1	abomination	abomination	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
a	a	dt	a	a	0
Church	Church	n1	Church	church	0
.	.	.	.	.	1
If	If	cs	If	if	0
such	such	d	such	such	0
Saints	Saints	n2	Saints	saint	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
company	company	n1	company	company	0
of	of	pp-f	of	of	0
