BEcause	BEcause	c-acp	BEcause	because	0
subtiltie	subtiltie	n1	subtlety	subtlety	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
warneth	warneth	vvz	warneth	warn	0
,	,	,	,	,	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
bee	bee	vbi	be	be	0
corrupted	corrupted	vvn	corrupted	corrupt	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
simplicitie	simplicitie	n1	simplicity	simplicity	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
I	I	pns11	I	i	0
nothing	nothing	pix	nothing	nothing	0
doubting	doubting	vvg	doubting	doubt	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
zeale	zeale	n1	zeal	zeal	0
and	and	cc	and	and	0
diligence	diligence	n1	diligence	diligence	0
,	,	,	,	,	0
my	my	po11	my	my	0
reuerende	reuerende	j-jn	reverend	reverend	0
Fathers	Fathers	n2	Father's	father	0
&	&	cc	&	and	0
deare	deare	j-jn	deer	dear	0
Brethrē	Brethrē	n2	Brothers	brethren	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
authoritie	authoritie	n1	authority	authority	0
,	,	,	,	,	0
are	are	vbr	are	be	0
first	first	ord	first	first	0
called	called	vvn	called	call	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
battell	battell	n1	battle	battle	0
to	to	pc-acp	to	to	0
striue	striue	vvi	strive	strive	0
for	for	p-acp	for	for	0
Gods	Gods	ng1	Gods	god	0
glorie	glorie	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
edifi	edifi	n2	edifi	edifi	0
∣	∣	sy	∣	∣	0
cation	cation	n1	cation	cation	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
people	people	n1	people	people	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Romishe	Romishe	jp	Romish	romish	0
reliques	reliques	n2	relics	relic	0
and	and	cc	and	and	0
ragges	ragges	n2	rags	rag	0
of	of	pp-f	of	of	0
Antichrist	Antichrist	np1	Antichrist	Antichrist	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
yee	yee	pn22	ye	you	0
will	will	vmb	will	will	0
coura	coura	fw-la	coura	coura	0
∣	∣	sy	∣	∣	0
giously	giously	av-j	giously	gious	0
and	and	cc	and	and	0
constantly	constantly	av-j	constantly	constant	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
throwe	throwe	vvi	throw	throw	0
out	out	av	out	out	0
these	these	d	these	these	0
ragges	ragges	n2	rags	rag	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
enemies	enemies	n2	enemies	enemy	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
further	further	av-jc	further	further	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
quire	quire	n1	choir	choir	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
(	(	(	(	(	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
as	as	c-acp	as	as	0
my	my	po11	my	my	0
sim	sim	fw-la	sim	sim	0
∣	∣	sy	∣	∣	0
plicitie	plicitie	n1	plicitie	plicitie	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
bolde	bolde	j	bold	bold	0
to	to	pc-acp	to	to	0
require	require	vvi	require	require	0
your	your	po22	your	your	0
wisedomes	wisedomes	n2	wisdoms	wisdom	0
)	)	)	)	)	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
will	will	vmb	will	will	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
occasion	occasion	n1	occasion	occasion	0
,	,	,	,	,	0
laye	laye	vvd	say	lie	0
open	open	j	open	open	0
other	other	j-jn	other	other	0
as	as	c-acp	as	as	0
great	great	j	great	great	0
enormities	enormities	n2	enormities	enormity	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
all	all	d	all	all	0
knowe	knowe	vvb	know	know	0
,	,	,	,	,	0
and	and	cc	and	and	0
labour	labour	n1	labour	labour	0
to	to	pc-acp	to	to	0
race	race	vvi	raze	raze	0
out	out	av	out	out	0
all	all	d	all	all	0
the	the	dt	the	the	0
dregges	dregges	n2	dregs	dregs	0
and	and	cc	and	and	0
remnauntes	remnauntes	n2	remnants	remnant	0
of	of	pp-f	of	of	0
trans	trans	ng1	trans	trans	0
∣	∣	sy	∣	∣	0
formed	formed	vvn	formed	form	0
Poperie	Poperie	n1	Popery	popery	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
crept	crept	vvn	crept	creep	0
into	into	p-acp	into	into	0
Englande	Englande	np1	Englande	England	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
too	too	av	too	too	0
much	much	d	much	much	0
lenitie	lenitie	n1	lenity	lenity	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
wilbe	wilbe	vmb|vbi	will	will|be	0
accounted	accounted	vvn	accounted	account	0
the	the	dt	the	the	0
Lordes	Lordes	n2	Lords	lord	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Cleargie	Cleargie	n1	Clergy	clergy	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
part	part	n1	part	part	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
God	God	n1	God	god	0
,	,	,	,	,	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
sinfull	sinfull	j	sinful	sinful	0
wretch	wretch	n1	wretch	wretch	0
haue	haue	vhb	have	have	0
no	no	dx	no	no	0
such	such	d	such	such	0
giftes	giftes	n2	gifts	gift	0
nor	nor	ccx	nor	nor	0
authoritie	authoritie	n1	authority	authority	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
can	can	vmb	can	can	0
much	much	av-d	much	much	0
further	further	av-j	further	further	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
or	or	cc	or	or	0
comfort	comfort	vvi	comfort	comfort	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
god	god	n1	god	god	0
∣	∣	sy	∣	∣	0
lie	lie	vvb	lie	lie	0
trauailes	trauailes	n2	travails	travail	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
shall	shall	vmb	shall	shall	0
I	I	pns11	I	i	0
and	and	cc	and	and	0
many	many	d	many	many	0
more	more	dc	more	more	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
,	,	,	,	,	0
A	A	dt	A	a	0
good	good	j	good	good	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
sire	sire	n1	sire	sire	0
.	.	.	.	.	0
pray	pray	vvb	pray	pray	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
simple	simple	j	simple	simple	0
giftes	giftes	n2	gifts	gift	0
will	will	vmb	will	will	0
desire	desire	vvi	desire	desire	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
ioyne	ioyne	vvi	join	join	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
suffer	suffer	vvi	suffer	suffer	0
togither	togither	av	together	together	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
good	good	j	good	good	0
a	a	dt	a	a	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
so	so	av	so	so	0
much	much	av-d	much	much	0
for	for	c-acp	for	for	0
gods	gods	ng1	gods	god	0
glorie	glorie	n1	glory	glory	0
and	and	cc	and	and	0
the	the	dt	the	the	0
edificatiō	edificatiō	n1	edification	edification	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
pure	pure	j	pure	pure	0
simplicitie	simplicitie	n1	simplicity	simplicity	0
of	of	pp-f	of	of	0
Christes	Christes	npg1	Christes	Christ	0
worde	worde	n1	word	word	0
and	and	cc	and	and	0
Sacramentes	Sacramentes	n2	Sacraments	sacrament	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
our	our	po12	our	our	0
enemies	enemies	n2	enemies	enemy	0
and	and	cc	and	and	0
persecutours	persecutours	n2	persecutors	persecutor	0
are	are	vbr	are	be	0
straūg	straūg	j	strange	strange	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
bewitched	bewitched	vvn	bewitched	bewitch	0
,	,	,	,	,	0
I	I	pns11	I	i	0
wote	wote	vvb	wot	wot	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
what	what	r-crq	what	what	0
diuelishe	diuelishe	j	devilish	devilish	0
cuppe	cuppe	n1	cup	cup	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
make	make	vvi	make	make	0
such	such	d	such	such	0
a	a	dt	a	a	0
diuersitie	diuersitie	n1	diversity	diversity	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
Christs	Christs	npg1	Christs	Christ	0
wordes	wordes	n2	words	word	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Sacramentes	Sacramentes	n2	Sacraments	sacrament	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
thinke	thinke	vvi	think	think	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
safely	safely	av-j	safely	safe	0
inough	inough	d	enough	enough	0
prea	prea	vvb	prea	pray	0
∣	∣	sy	∣	∣	0
ched	ched	pns31|vmb	ched	she|will	0
,	,	,	,	,	0
&	&	cc	&	and	0
honorably	honorably	av-j	honorably	honorable	0
inough	inough	av-d	enough	enough	0
handled	handled	vvn	handled	handle	0
without	without	p-acp	without	without	0
cappe	cappe	n1	cap	cap	0
,	,	,	,	,	0
Cope	Cope	n1	Cope	cope	0
,	,	,	,	,	0
or	or	cc	or	or	0
surplesse	surplesse	j	surplesse	surplesse	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Sacramentes	Sacramentes	n2	Sacraments	sacrament	0
,	,	,	,	,	0
the	the	dt	the	the	0
Marrying	Marrying	vvg	Marrying	marry	0
,	,	,	,	,	0
the	the	dt	the	the	0
Burying	Burying	vvg	Burying	bury	0
,	,	,	,	,	0
the	the	dt	the	the	0
Churching	Churching	j-vvg	Churching	church	0
of	of	pp-f	of	of	0
wo	wo	n1	woe	woe	0
∣	∣	sy	∣	∣	0
men	men	n1	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
church	church	n1	church	church	0
seruice	seruice	n1	service	service	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
call	call	vvb	call	call	0
it	it	pn31	it	it	0
,	,	,	,	,	0
muste	muste	vmb	must	must	0
needes	needes	av	needs	needs	0
be	be	vbi	be	be	0
declared	declared	vvn	declared	declare	0
with	with	p-acp	with	with	0
Crossing	Crossing	vvg	Crossing	cross	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
Coping	Coping	vvg	Coping	cope	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
Surplessing	Surplessing	n1	Surplessing	surplessing	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
kneeling	kneeling	vvg	kneeling	kneel	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
prety	prety	j	pretty	pretty	0
wa	wa	zz	wa	wa	0
∣	∣	sy	∣	∣	0
fer	fer	fw-fr	fer	fer	0
kakes	kakes	vvz	kakes	kake	0
,	,	,	,	,	0
&	&	cc	&	and	0
other	other	j-jn	other	other	0
knackes	knackes	n2	knacks	knack	0
of	of	pp-f	of	of	0
Poperie	Poperie	n1	Popery	popery	0
.	.	.	.	.	1
O	O	sy	O	o	0
Paule	Paule	np1	Paule	Paul	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
wert	wert	vbd2r	wertenberg	be	0
aliue	aliue	j	alive	alive	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
durst	durst	vv2	durst	dare	0
tell	tell	vvi	tell	tell	0
these	these	d	these	these	0
politicke	politicke	j	politic	politic	0
gentlemen	gentlemen	n2	gentlemen	gentleman	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
hath	hath	vhz	hath	have	0
bin	bin	vbn	been	be	0
to	to	p-acp	to	to	0
much	much	d	much	much	0
labour	labour	n1	labour	labour	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
stowed	stowed	vvn	stowed	stow	0
vpon	vpon	p-acp	upon	upon	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
vayne	vayne	j	vain	vain	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
durst	durst	vv2	durst	dare	0
say	say	vvi	say	say	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
as	as	c-acp	as	as	0
thou	thou	pns21	thou	thou	0
diddest	diddest	vdd2	didst	do	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Corinthes	Corinthes	njp2	Corinthes	corinthian	0
,	,	,	,	,	0
That	That	cst	That	that	0
they	they	pns32	they	they	0
éate	éate	vvb	éate	éate	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Lordes	Lordes	ng1	Lords	lord	0
supper	supper	n1	supper	supper	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
playe	playe	vvi	play	play	0
a	a	dt	a	a	0
pageaunt	pageaunt	n1	pageant	pageant	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
blinde	blinde	vvi	blind	blind	0
the	the	dt	the	the	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
keepe	keepe	vvi	keep	keep	0
them	them	pno32	them	they	0
still	still	av	still	still	0
in	in	p-acp	in	in	0
superstition	superstition	n1	superstition	superstition	0
,	,	,	,	,	0
farre	farre	av-j	far	far	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
simplicitie	simplicitie	n1	simplicity	simplicity	0
of	of	pp-f	of	of	0
Christes	Christes	npg1	Christes	Christ	0
supper	supper	n1	supper	supper	0
:	:	:	:	:	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
selie	selie	j	silly	silly	0
soules	soules	n2	souls	soul	0
beleeue	beleeue	vvb	believe	believe	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
an	an	dt	and	a	0
Englishe	Englishe	jp	English	english	0
Masse	Masse	n1	Mass	mass	0
:	:	:	:	:	0
and	and	cc	and	and	0
so	so	av	so	so	0
put	put	vvd	put	put	0
no	no	dx	no	no	0
Too	Too	av	Too	too	0
true	true	j	true	true	0
.	.	.	.	.	0
difference	difference	n1	difference	difference	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
trueth	trueth	n1	truth	truth	0
and	and	cc	and	and	0
falshoode	falshoode	n1	falsehood	falsehood	0
,	,	,	,	,	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
Christ	Christ	np1	Christ	Christ	0
&	&	cc	&	and	0
Antichrist	Antichrist	np1	Antichrist	Antichrist	0
,	,	,	,	,	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
God	God	np1	God	God	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Deuill	Deuill	n1	Devil	devil	0
.	.	.	.	.	1
They	They	pns32	They	they	0
are	are	vbr	are	be	0
straungly	straungly	av-j	strangely	strange	0
bewitched	bewitched	vvn	bewitched	bewitch	0
,	,	,	,	,	0
I	I	pns11	I	i	0
saye	saye	vvb	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
binde	binde	vvi	bind	bind	0
their	their	po32	their	their	0
Englishe	Englishe	jp	English	english	0
priesthoode	priesthoode	n1	priesthood	priesthood	0
and	and	cc	and	and	0
sacramentes	sacramentes	n2	sacraments	sacrament	0
to	to	p-acp	to	to	0
garments	garments	n2	garments	garment	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
enchaunted	enchaunted	j-vvn	enchanted	enchant	0
,	,	,	,	,	0
that	that	cst	that	that	0
can	can	vmb	can	can	0
finde	finde	vvi	find	find	0
no	no	dx	no	no	0
garments	garments	n2	garments	garment	0
to	to	pc-acp	to	to	0
please	please	vvi	please	please	0
them	them	pno32	them	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
haue	haue	vhb	have	have	0
bin	bin	vbn	been	be	0
openly	openly	av-j	openly	open	0
poluted	poluted	vvn	polluted	pollute	0
with	with	p-acp	with	with	0
Poperie	Poperie	n1	Popery	popery	0
,	,	,	,	,	0
superstition	superstition	n1	superstition	superstition	0
and	and	cc	and	and	0
Idolatrie	Idolatrie	n1	Idolatry	idolatry	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
most	most	ds	most	most	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
poynt	poynt	n1	point	point	0
shall	shall	vmb	shall	shall	0
their	their	po32	their	their	0
madnes	madnes	n1	madness	madness	0
appeare	appeare	vvi	appear	appear	0
to	to	p-acp	to	to	0
al	al	d	all	all	0
posteritie	posteritie	n1	posterity	posterity	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
make	make	vvb	make	make	0
these	these	d	these	these	0
Antichristes	Antichristes	npg1	Antichristes	Antichrist	0
ragges	ragges	n2	rags	rag	0
Causa	Causa	fw-la	Causa	causa	0
sine	sine	fw-la	sine	sine	0
qua	qua	fw-la	qua	qua	0
non	non	fw-la	non	non	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Christes	Christes	npg1	Christes	Christ	0
holy	holy	j	holy	holy	0
Ministerie	Ministerie	n1	Ministry	ministry	0
:	:	:	:	:	0
so	so	av	so	so	0
that	that	cst	that	that	0
these	these	d	these	these	0
shall	shall	vmb	shall	shall	0
make	make	vvi	make	make	0
an	an	dt	and	a	0
English	English	jp	English	english	0
Priest	Priest	n1	Priest	priest	0
,	,	,	,	,	0
be	be	vbb	be	be	0
he	he	pns31	he	he	0
neuer	neuer	av-x	never	never	0
such	such	d	such	such	0
a	a	dt	a	a	0
dolt	dolt	n1	dolt	dolt	0
or	or	cc	or	or	0
vil	vil	zz	vil	vil	0
∣	∣	sy	∣	∣	0
laine	laine	vvn	lain	lie	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
very	very	av	very	very	0
many	many	d	many	many	0
,	,	,	,	,	0
and	and	cc	and	and	0
without	without	p-acp	without	without	0
these	these	d	these	these	0
Romishe	Romishe	jp	Romish	romish	0
reliques	reliques	n2	relics	relic	0
not	not	xx	not	not	0
Paule	Paule	np1	Paule	Paul	0
him	him	pno31	him	he	0
selfe	selfe	n1	self	self	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
did	did	vdd	did	do	0
blaspheme	blaspheme	vvi	blaspheme	blaspheme	0
)	)	)	)	)	0
and	and	cc	and	and	0
the	the	dt	the	the	0
reste	reste	n1	rest	rest	0
in	in	p-acp	in	in	0
effect	effect	n1	effect	effect	0
do	do	vdb	do	do	0
plain	plain	vvi	plain	plain	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
affirme	affirme	vvb	affirm	affirm	0
.	.	.	.	.	1
Well	Well	uh-av	Well	well	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
Gods	Gods	ng1	Gods	god	0
power	power	n1	power	power	0
wee	wee	pns12	we	we	0
haue	haue	vhb	have	have	0
fought	fought	vvn	fought	fight	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
wolues	wolues	n2	wolves	wolf	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
these	these	d	these	these	0
and	and	cc	and	and	0
such	such	d	such	such	0
like	like	av-j	like	like	0
Popishe	Popishe	j	Popish	popish	0
chaffe	chaffe	n1	chaff	chafe	0
,	,	,	,	,	0
and	and	cc	and	and	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
giuen	giuen	vvn	given	give	0
the	the	dt	the	the	0
victorie	victorie	n1	victory	victory	0
:	:	:	:	:	0
wee	wee	pns12	we	we	0
haue	haue	vhb	have	have	0
nowe	nowe	av	now	now	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Foxes	Foxes	n2	Foxes	fox	0
,	,	,	,	,	0
let	let	vvb	let	let	0
vs	vs	pno12	us	we	0
not	not	xx	not	not	0
feare	feare	vvi	fear	fear	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
crafte	crafte	n1	craft	craft	0
,	,	,	,	,	0
cunning	cunning	j-jn	cunning	cunning	0
,	,	,	,	,	0
or	or	cc	or	or	0
pollicie	pollicie	n1	policy	policy	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Lorde	Lorde	n1	Lord	lord	0
.	.	.	.	.	1
Our	Our	np1	Our	Oure	0
B.	B.	np1	B.	B.	0
are	are	vbr	are	be	0
Foxes	Foxes	n2	Foxes	fox	0
.	.	.	.	.	1
We	We	pns12	We	we	0
haue	haue	vhb	have	have	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Apostles	Apostles	n2	Apostles	apostle	0
,	,	,	,	,	0
and	and	cc	and	and	0
al	al	d	all	all	0
the	the	dt	the	the	0
Pro	Pro	fw-la	Pro	pro	0
∣	∣	sy	∣	∣	0
phetes	phetes	fw-gr	phetes	phetes	0
euer	euer	av	ever	ever	0
stryuing	stryuing	vvg	striving	strive	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
hypocrites	hypocrites	n2	hypocrites	hypocrite	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
tyme	tyme	n1	time	time	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
our	our	po12	our	our	0
side	side	n1	side	side	0
.	.	.	.	.	1
A	A	dt	A	a	0
strawe	strawe	n1	straw	straw	0
for	for	p-acp	for	for	0
Popishe	Popishe	j	Popish	popish	0
policie	policie	n1	policy	policy	0
.	.	.	.	.	1
We	We	pns12	We	we	0
haue	haue	vhb	have	have	0
the	the	dt	the	the	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
warrant	warrant	vvi	warrant	warrant	0
vs	vs	pno12	us	we	0
to	to	pc-acp	to	to	0
roote	roote	vvi	root	root	0
out	out	av	out	out	0
all	all	d	all	all	0
monumentes	monumentes	n2	monuments	monument	0
of	of	pp-f	of	of	0
superstition	superstition	n1	superstition	superstition	0
and	and	cc	and	and	0
Idolatrie	Idolatrie	n1	Idolatry	idolatry	0
:	:	:	:	:	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
charged	charged	vvn	charged	charge	0
to	to	pc-acp	to	to	0
abhorre	abhorre	vvi	abhor	abhor	0
them	them	pno32	them	they	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
count	count	vvi	count	count	0
them	them	pno32	them	they	0
accursed	accursed	vvn	accursed	accurse	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
defye	defye	vvi	defy	defy	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
deteste	deteste	vvb	detest	dete	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
