Christian	Christian	np1	Christian	Christian	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
unpleasant	unpleasant	j	unpleasant	unpleasant	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Adversary	Adversary	n1	Adversary	adversary	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
his	his	po31	his	his	0
Ignorance	Ignorance	n1	Ignorance	ignorance	0
,	,	,	,	,	0
Er	Er	zz	Er	er	0
∣	∣	sy	∣	∣	0
rors	rors	n1	rors	rors	0
,	,	,	,	,	0
Falshoods	Falshoods	n2	Falsehoods	falsehood	0
and	and	cc	and	and	0
Injuries	Injuries	n2	Injuries	injury	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
and	and	cc	and	and	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
made	made	vvd	made	make	0
known	known	vvn	known	know	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
disgrace	disgrace	n1	disgrace	disgrace	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
that	that	d	that	that	0
proved	proved	vvn	proved	prove	0
an	an	dt	and	a	0
odious	odious	j	odious	odious	0
Error	Error	n1	Error	error	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
taketh	taketh	vvz	takes	take	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Beam	Beam	n1	Beam	beam	0
from	from	p-acp	from	from	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Divine	Divine	j-jn	Divine	divine	0
Off-spring	Off-spring	n1	Offspring	offspring	0
,	,	,	,	,	0
and	and	cc	and	and	0
perhaps	perhaps	av	perhaps	perhaps	0
necessary	necessary	j	necessary	necessary	0
to	to	p-acp	to	to	0
Salvation	Salvation	n1	Salvation	salvation	0
,	,	,	,	,	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
some	some	d	some	some	0
excellent	excellent	j	excellent	excellent	0
thing	thing	n1	thing	thing	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
cannot	cannot	vmbx	cannot	can	0
spare	spare	vvi	spare	spare	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
unpleasant	unpleasant	j	unpleasant	unpleasant	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
sober	sober	j	sober	sober	0
pious	pious	j	pious	pious	0
Writer	Writer	n1	Writer	writer	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
think	think	vvi	think	think	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
must	must	vmb	must	must	0
thus	thus	av	thus	thus	0
displease	displease	vvi	displease	displease	0
and	and	cc	and	and	0
exasperate	exasperate	vvi	exasperate	exasperate	0
his	his	po31	his	his	0
Brother	Brother	n1	Brother	brother	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
way	way	n1	way	way	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
oppugneth	oppugneth	vvz	oppugneth	oppugn	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
thereby	thereby	av	thereby	thereby	0
he	he	pns31	he	he	0
must	must	vmb	must	must	0
provoke	provoke	vvi	provoke	provoke	0
so	so	av	so	so	0
many	many	d	many	many	0
to	to	pc-acp	to	to	0
esteem	esteem	vvi	esteem	esteem	0
and	and	cc	and	and	0
defame	defame	vvi	defame	defame	0
him	him	pno31	him	he	0
as	as	p-acp	as	as	0
an	an	dt	and	a	0
enemy	enemy	n1	enemy	enemy	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
.	.	.	.	.	1
And	And	cc	And	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
pleasant	pleasant	j	pleasant	pleasant	0
to	to	pc-acp	to	to	0
think	think	vvi	think	think	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
hard	hard	j	hard	hard	0
study	study	n1	study	study	0
and	and	cc	and	and	0
labour	labour	vvi	labour	labour	0
it	it	pn31	it	it	0
must	must	vmb	must	must	0
cost	cost	vvi	cost	cost	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
procure	procure	vvi	procure	procure	0
this	this	d	this	this	0
bitter	bitter	j	bitter	bitter	0
fruit	fruit	n1	fruit	fruit	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
by	by	p-acp	by	by	0
Ignorance	Ignorance	n1	Ignorance	ignorance	0
,	,	,	,	,	0
Sloth	Sloth	n1	Sloth	sloth	0
or	or	cc	or	or	0
treacherous	treacherous	j	treacherous	treacherous	0
Silence	Silence	n1	Silence	silence	0
,	,	,	,	,	0
we	we	pns12	we	we	0
could	could	vmd	could	can	0
have	have	vhi	have	have	0
kept	kept	vvn	kept	keep	0
our	our	po12	our	our	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
mens	mens	ng2	men's	man	0
Love	Love	n1	Love	love	0
.	.	.	.	.	1
And	And	cc	And	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
un	un	j	un	unacustomated	0
∣	∣	sy	∣	∣	0
pleasant	pleasant	j	pleasant	pleasant	0
to	to	pc-acp	to	to	0
the	the	dt	the	the	0
best	best	js	best	best	0
of	of	pp-f	of	of	0
Readers	Readers	n2	Readers	reader	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
find	find	vvi	find	find	0
mens	mens	ng2	men's	man	0
Minds	Minds	n2	Minds	mind	0
thus	thus	av	thus	thus	0
manifesting	manifesting	vvg	manifesting	manifest	0
their	their	po32	their	their	0
dissensions	dissensions	n2	dissensions	dissension	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
think	think	vvi	think	think	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Exaspera	Exaspera	np1	Exaspera	Exaspera	0
∣	∣	sy	∣	∣	0
tions	tions	n1	tions	tions	0
and	and	cc	and	and	0
wrath	wrath	n1	wrath	wrath	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
ensue	ensue	vvi	ensue	ensue	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
such	such	d	such	such	0
Wars	Wars	n2	Wars	war	0
kept	kept	vvd	kept	keep	0
up	up	a-acp	up	up	0
among	among	p-acp	among	among	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
notified	notified	vvn	notified	notify	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
World	World	n1	World	world	0
by	by	p-acp	by	by	0
an	an	dt	and	a	0
Eminency	Eminency	n1	Eminency	eminency	0
of	of	pp-f	of	of	0
Love	Love	n1	Love	love	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
pleasant	pleasant	j	pleasant	pleasant	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
Hy	Hy	uh	High	hy	0
∣	∣	sy	∣	∣	0
pocrites	pocrites	n2	pocrites	pocrite	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
Religion	Religion	n1	Religion	religion	0
consisteth	consisteth	vvz	consisteth	consist	0
in	in	p-acp	in	in	0
Opinions	Opinions	n2	Opinions	opinion	0
,	,	,	,	,	0
Parties	Parties	n2	Parties	party	0
and	and	cc	and	and	0
Disputes	Disputes	vvz	Disputes	dispute	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
mind	mind	n1	mind	mind	0
whose	whose	rg-crq	whose	who	0
Works	Works	vvz	Works	work	0
they	they	pns32	they	they	0
read	read	vvb	read	read	0
;	;	;	;	;	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
bittersweet	bittersweet	j	bittersweet	bittersweet	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
wise	wise	j	wise	wise	0
and	and	cc	and	and	0
pious	pious	j	pious	pious	0
men	men	n2	men	man	0
that	that	cst	that	that	0
find	find	vvb	find	find	0
it	it	pn31	it	it	0
Necessary	Necessary	j	Necessary	necessary	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
Necessary	Necessary	j	Necessary	necessary	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
too	too	av	too	too	0
oft	oft	av	oft	oft	0
is	is	vbz	is	be	0
:	:	:	:	:	0
It's	It's	pn31|vbz	It's	it|be	0
hard	hard	av-j	hard	hard	0
keeping	keeping	vvg	keeping	keep	0
our	our	po12	our	our	0
own	own	d	own	own	0
or	or	cc	or	or	0
the	the	dt	the	the	0
Churches	Churches	ng1	Churches	church	0
Peace	Peace	n1	Peace	peace	0
,	,	,	,	,	0
unless	unless	cs	unless	unless	0
both	both	d	both	both	0
Parties	Parties	n2	Parties	party	0
will	will	vmb	will	will	0
consent	consent	vvi	consent	consent	0
:	:	:	:	:	0
As	As	c-acp	As	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
us	us	pno12	us	we	0
lieth	lieth	vvz	lies	lie	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
possible	possible	j	possible	possible	0
,	,	,	,	,	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
live	live	vvi	live	live	0
peaceably	peaceably	av-j	peaceably	peaceable	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
men	men	n2	men	man	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
pos	pos	fw-fr	pos	pos	0
∣	∣	sy	∣	∣	0
sible	sible	av-j	sible	sible	0
,	,	,	,	,	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
lament	lament	vvi	lament	lament	0
the	the	dt	the	the	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
obtain	obtain	vvi	obtain	obtain	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
all	all	d	all	all	0
Christ's	Christ's	npg1	Christ's	Christ	0
Ministers	Ministers	n2	Ministers	minister	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
by	by	p-acp	by	by	0
and	and	cc	and	and	0
see	see	vvi	see	see	0
well-meaning	well-meaning	j	well-meaning	well-meaning	0
ignorant	ignorant	j	ignorant	ignorant	0
people	people	n1	people	people	0
,	,	,	,	,	0
called	called	vvn	called	call	0
as	as	a-acp	as	as	0
in	in	p-acp	in	in	0
God's	God's	npg1	God's	God	0
name	name	n1	name	name	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
sin	sin	vvi	sin	sin	0
against	against	p-acp	against	against	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
flattered	flattered	vvd	flattered	flatter	0
or	or	cc	or	or	0
frightned	frightned	vvn	frighted	fright	0
from	from	p-acp	from	from	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
Duty	Duty	n1	Duty	duty	0
and	and	cc	and	and	0
Privileges	Privileges	n2	Privileges	privilege	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
such	such	d	such	such	0
work	work	n1	work	work	0
go	go	vvb	go	go	0
on	on	a-acp	on	on	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
danger	danger	n1	danger	danger	0
of	of	pp-f	of	of	0
Souls	Souls	n2	Souls	soul	0
,	,	,	,	,	0
and	and	cc	and	and	0
distracting	distracting	n-vvg	distracting	distract	0
of	of	pp-f	of	of	0
Christ's	Christ's	npg1	Christ's	Christ	0
Churches	Churches	n2	Churches	church	0
without	without	p-acp	without	without	0
contra	contra	fw-la	contra	contra	0
∣	∣	sy	∣	∣	0
diction	diction	n1	diction	diction	0
,	,	,	,	,	0
will	will	vmb	will	will	0
hardly	hardly	av	hardly	hardly	0
consist	consist	vvi	consist	consist	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
Ministerial	Ministerial	j	Ministerial	ministerial	0
Fidelity	Fidelity	n1	Fidelity	fidelity	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
as	as	c-acp	as	as	0
unnecessary	unnecessary	j	unnecessary	unnecessary	0
Wars	Wars	n2	Wars	war	0
,	,	,	,	,	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
complicate	complicate	j	complicate	complicate	0
sins	sins	n2	sins	sin	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
necessary	necessary	j	necessary	necessary	0
Wars	Wars	n2	Wars	war	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
means	means	n2	means	mean	0
of	of	pp-f	of	of	0
Peace	Peace	n1	Peace	peace	0
;	;	;	;	;	0
so	so	av	so	so	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
Theological	Theological	j	Theological	theological	0
Wars	Wars	n2	Wars	war	0
:	:	:	:	:	0
And	And	cc	And	and	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
vali	vali	fw-la	vali	vali	0
∣	∣	sy	∣	∣	0
ant	ant	pp-f|pn31	ant	of|it	0
Defenders	Defenders	n2	Defenders	defender	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Country	Country	n1	Country	country	0
in	in	p-acp	in	in	0
necessary	necessary	j	necessary	necessary	0
Wars	Wars	n2	Wars	war	0
,	,	,	,	,	0
have	have	vhb	have	have	0
right	right	j-jn	right	right	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
praises	praises	n2	praises	praise	0
given	given	vvn	given	give	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
;	;	;	;	;	0
so	so	av	so	so	0
those	those	d	those	those	0
that	that	d	that	that	0
neces	neces	n2	nieces	niece	0
∣	∣	sy	∣	∣	0
sarily	sarily	av-j	sarily	sary	0
defend	defend	vvb	defend	defend	0
God's	God's	npg1	God's	God	0
Truth	Truth	n1	Truth	truth	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Churches	Churches	ng1	Churches	church	0
Rights	Rights	n2-jn	Rights	right	0
,	,	,	,	,	0
deserve	deserve	vvb	deserve	deserve	0
acceptance	acceptance	n1	acceptance	acceptance	0
.	.	.	.	.	1
Among	Among	p-acp	Among	among	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
judge	judge	vvb	judge	judge	0
the	the	dt	the	the	0
Reverend	Reverend	n-jn	Reverend	reverend	0
Author	Author	n1	Author	author	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
worthy	worthy	j	worthy	worthy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Churches	Churches	n2	Churches	church	0
thanks	thanks	n2	thanks	thank	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
several	several	j	several	several	0
accounts	accounts	n2	accounts	account	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
contemptible	contemptible	j	contemptible	contemptible	0
Privilege	Privilege	n1	Privilege	privilege	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
vindica	vindica	fw-la	vindica	vindica	0
∣	∣	sy	∣	∣	0
teth	teth	vvz	teth	t	0
.	.	.	.	.	1
The	The	dt	The	the	0
Interest	Interest	n1	Interest	interest	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Christians	Christians	njpg2	Christians	christian	0
Children	Children	n2	Children	child	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Covenant	Covenant	n1	Covenant	covenant	0
and	and	cc	and	and	0
Visible	Visible	j	Visible	visible	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
greater	greater	jc	greater	great	0
moment	moment	n1	moment	moment	0
,	,	,	,	,	0
than	than	cs	than	than	0
most	most	ds	most	most	0
that	that	cst	that	that	0
acknowledge	acknowledge	vvb	acknowledge	acknowledge	0
it	it	pn31	it	it	0
do	do	vdi	do	do	0
duly	duly	av-jn	duly	due	0
lay	lay	vvd	lay	lie	0
to	to	p-acp	to	to	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
the	the	dt	the	the	0
unthankful	unthankful	j	unthankful	unthankful	0
Rejecters	Rejecters	n2	Rejecters	rejecter	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
understand	understand	vvi	understand	understand	0
.	.	.	.	.	1
The	The	dt	The	the	0
Title	Title	n1	Title	title	0
given	given	vvn	given	give	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Pelagians	Pelagians	njp2	Pelagians	pelagians	0
was	was	vbds	was	be	0
In	In	p-acp	In	in	0
∣	∣	sy	∣	∣	0
grati	grati	fw-la	grati	grati	0
,	,	,	,	,	0
the	the	dt	the	the	0
Unthankful	Unthankful	j-u	Unthankful	thankful	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
disputed	disputed	vvn	disputed	dispute	0
against	against	p-acp	against	against	0
God's	God's	npg1	God's	God	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
themselves	themselves	px32	themselves	themselves	0
did	did	vdd	did	do	0
need	need	vvi	need	need	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
others	others	n2-jn	others	other	0
:	:	:	:	:	0
Such	Such	d	Such	such	0
Cicero	Cicero	np1	Cicero	Cicero	0
thought	thought	vvd	thought	think	0
those	those	d	those	those	0
Philosophers	Philosophers	n2	Philosophers	philosopher	0
that	that	d	that	that	0
disputed	disputed	vvn	disputed	dispute	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Immortality	Immortality	n1	Immortality	immortality	0
of	of	pp-f	of	of	0
Mans	Mans	ng1	men	man	0
Soul	Soul	n1	Soul	soul	0
:	:	:	:	:	0
And	And	cc	And	and	0
Mr.	Mr.	n1	Mr.	mr.	1
Tombes	Tombes	n2	Tombs	tomb	0
was	was	vbds	was	be	0
long	long	av-j	long	long	0
ago	ago	av	ago	ago	0
angry	angry	j	angry	angry	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
giving	giving	vvg	giving	give	0
that	that	d	that	that	0
Title	Title	n1	Title	title	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
so	so	av	so	so	0
vehemently	vehemently	av-j	vehemently	vehement	0
dispute	dispute	vvi	dispute	dispute	0
all	all	d	all	all	0
Infants	Infants	n2	Infants	infant	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
visible	visible	j	visible	visible	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
Covenant	Covenant	n1	Covenant	covenant	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
let	let	vvb	let	let	0
the	the	dt	the	the	0
Evidence	Evidence	n1	Evidence	evidence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Cause	Cause	n1	Cause	cause	0
well	well	av	well	well	0
consider	consider	vvi	consider	consider	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
inform	inform	vvi	inform	inform	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
too	too	av	too	too	0
sure	sure	j	sure	sure	0
,	,	,	,	,	0
that	that	cst	that	that	0
Publick	Publick	j	Public	public	0
Repen	Repen	np1	Repen	Repen	0
∣	∣	sy	∣	∣	0
tance	tance	n1	tance	tance	0
would	would	vmd	would	will	0
far	far	av-j	far	far	0
better	better	vvi	better	better	0
beseem	beseem	vvi	beseem	beseem	0
such	such	d	such	such	0
Writers	Writers	n2	Writers	writer	0
as	as	c-acp	as	as	0
Mr.	Mr.	n1	Mr.	mr.	1
Danvers	Danvers	np1	Danvers	Danvers	0
,	,	,	,	,	0
than	than	cs	than	than	0
stiff	stiff	j	stiff	stiff	0
persisting	persisting	vvg	persisting	persist	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
unthankful	unthankful	j	unthankful	unthankful	0
Error	Error	n1	Error	error	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
written	written	vvn	written	write	0
somewhat	somewhat	av	somewhat	somewhat	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
Mr.	Mr.	n1	Mr.	mr.	1
Danvers	Danvers	np1	Danvers	Danvers	0
vehement	vehement	j	vehement	vehement	0
instigation	instigation	n1	instigation	instigation	0
,	,	,	,	,	0
once	once	a-acp	once	once	0
more	more	av-dc	more	more	0
on	on	p-acp	on	on	0
this	this	d	this	this	0
Subject	Subject	j-jn	Subject	subject	0
,	,	,	,	,	0
partly	partly	av	partly	partly	0
in	in	p-acp	in	in	0
answer	answer	n1	answer	answer	0
to	to	p-acp	to	to	0
Mr.	Mr.	n1	Mr.	mr.	0
Tombes	Tombes	n2	Tombs	tomb	0
and	and	cc	and	and	0
partly	partly	av	partly	partly	0
to	to	p-acp	to	to	0
himself	himself	px31	himself	himself	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
let	let	vvb	let	let	0
not	not	xx	not	not	0
the	the	dt	the	the	0
notice	notice	n1	notice	notice	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
hinder	hinder	vvi	hinder	hinder	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
reading	reading	vvg	reading	read	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
dealt	dealt	vvn	dealt	deal	0
with	with	p-acp	with	with	0
Mr.	Mr.	n1	Mr.	mr.	1
Danvers	Danvers	np1	Danvers	Danvers	0
only	only	av-j	only	only	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
pretended	pretended	j-vvn	pretended	pretend	0
Witnesses	Witnesses	n2	Witnesses	witness	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
thousand	thousand	crd	thousand	thousand	0
years	years	n2	years	year	0
after	after	p-acp	after	after	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
quarrels	quarrels	n2	quarrels	quarrel	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
self	self	n1	self	self	0
;	;	;	;	;	0
having	having	vhg	having	have	0
neither	neither	dx	neither	neither	0
leisure	leisure	n1	leisure	leisure	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
will	will	vmb	will	will	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
patience	patience	n1	patience	patience	0
(	(	(	(	(	0
all	all	d	all	all	0
things	things	n2	things	thing	0
considered	considered	vvn	considered	consider	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
meddle	meddle	vvi	meddle	meddle	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
Ar	Ar	vbr	are	be	0
∣	∣	sy	∣	∣	0
guments	guments	n2	guments	gument	0
(	(	(	(	(	0
or	or	cc	or	or	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
