HEre	HEre	av	HEre	here	0
moste	moste	av-ds	most	most	0
principall	principall	j-jn	principal	principal	0
poyntes	poyntes	n2	points	point	0
of	of	pp-f	of	of	0
oure	oure	po12	our	our	0
relygion	relygion	n1	religion	religion	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
predestination	predestination	n1	predestination	predestination	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
frutefull	frutefull	j	fruitful	fruitful	0
and	and	cc	and	and	0
necessarye	necessarye	j	necessary	necessary	0
the	the	dt	the	the	0
doctrine	doctrine	n1	doctrine	doctrine	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
so	so	av	so	so	0
euer	euer	av	ever	ever	0
the	the	dt	the	the	0
swynishe	swynishe	j	swynishe	swynishe	0
gruntynge	gruntynge	j-vvg	grunting	grunt	0
Epicures	Epicures	n2	Epicures	epicure	0
,	,	,	,	,	0
and	and	cc	and	and	0
carnall	carnall	j	carnal	carnal	0
worldelinges	worldelinges	n2	worldelinges	worldelinge	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
saye	saye	vvi	say	say	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
contrary	contrary	n-jn	contrary	contrary	0
,	,	,	,	,	0
I	I	pns11	I	i	0
wyl	wyl	vmb	will	will	0
speake	speake	vvi	speak	speak	0
nothing	nothing	pix	nothing	nothing	0
nowe	nowe	av	now	now	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
presente	presente	n1	present	present	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
fullye	fullye	av-j	fully	ful	0
determined	determined	vvn	determined	determine	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
healpe	healpe	vvb	help	help	0
and	and	cc	and	and	0
assi	assi	n1	assi	assi	0
∣	∣	sy	∣	∣	0
staunce	staunce	n1	stance	stance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
holye	holye	j	holy	holy	0
spirite	spirite	n1	spirit	spirit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
short	short	j	short	short	0
∣	∣	sy	∣	∣	0
lye	lye	vvb	lie	lie	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
foorthe	foorthe	av	forth	forth	0
an	an	dt	and	a	0
Apologye	Apologye	n1	Apology	apology	0
or	or	cc	or	or	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
touchinge	touchinge	vvg	touching	touch	0
that	that	d	that	that	0
poynte	poynte	n1	point	point	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
beyng	beyng	vbg	being	be	0
directed	directed	vvn	directed	direct	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
quenes	quenes	ng1	queens	queen	0
maiestye	maiestye	n1	majesty	majesty	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
whome	whome	ro-crq	whom	who	0
the	the	dt	the	the	0
treatyse	treatyse	n1	treatise	treatise	0
ther	ther	zz	ther	ther	0
∣	∣	sy	∣	∣	0
of	of	a-acp	of	off	0
is	is	vbz	is	be	0
dedicated	dedicated	vvn	dedicated	dedicate	0
.	.	.	.	.	1
Neyther	Neyther	av-dx	Neither	neither	0
do	do	vdb	do	do	0
I	I	pns11	I	i	0
nede	nede	vvi	need	need	0
great	great	j	great	great	0
∣	∣	sy	∣	∣	0
lye	lye	vvb	lie	lie	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
doctrine	doctrine	n1	doctrine	doctrine	0
of	of	pp-f	of	of	0
free	free	j	free	free	0
wyll	wyll	n1	will	will	0
sythe	sythe	c-acp	sith	since	0
that	that	d	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
settinge	settinge	vvg	setting	set	0
foorthe	foorthe	av	forth	forth	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
so	so	av	so	so	0
tempered	tempered	vvn	tempered	temper	0
my	my	po11	my	my	0
style	style	n1	style	style	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
kepte	kepte	vvd	kept	keep	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
alwayes	alwayes	av	always	always	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
lymites	lymites	n2	lymites	lymite	0
and	and	cc	and	and	0
boundes	boundes	n2	bounds	bound	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
worde	worde	n1	word	word	0
,	,	,	,	,	0
goinge	goinge	vvg	going	go	0
neyther	neyther	dx	neither	neither	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
ryghte	ryghte	j-jn	right	right	0
nor	nor	ccx	nor	nor	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
lefte	lefte	j	left	left	0
hande	hande	n1	hand	hand	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
walkinge	walkinge	vvg	walking	walk	0
styll	styll	av	still	still	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
most	most	av-ds	most	most	0
sure	sure	j	sure	sure	0
and	and	cc	and	and	0
plain	plain	j	plain	plain	0
hyghe	hyghe	j	high	high	0
waye	waye	n1	way	way	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Patriarches	Patriarches	n2	Patriarchs	patriarch	0
,	,	,	,	,	0
Pro	Pro	fw-la	Pro	pro	0
∣	∣	sy	∣	∣	0
phettes	phettes	n1	phettes	phettes	0
,	,	,	,	,	0
and	and	cc	and	and	0
Apostels	Apostels	n2	Apostles	apostle	0
,	,	,	,	,	0
wyth	wyth	p-acp	with	with	0
the	the	dt	the	the	0
Godlye	Godlye	j	Godly	godly	0
aunciente	aunciente	j	ancient	ancient	0
wryters	wryters	n2	writers	writer	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
primitiue	primitiue	j	primitive	primitive	0
church	church	n1	church	church	0
had	had	vhd	had	have	0
alreadye	alreadye	av	already	already	0
trodden	trodden	vvn	trodden	tread	0
or	or	cc	or	or	0
beaten	beaten	vvn	beaten	beat	0
vnto	vnto	p-acp	unto	unto	0
vs.	vs.	pno12	us	we	0
Many	Many	d	Many	many	0
obiections	obiections	n2	objections	objection	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Popepelagians	Popepelagians	njp2	Popepelagians	popepelagians	0
,	,	,	,	,	0
and	and	cc	and	and	0
free	free	j	free	free	0
wyllmen	wyllmen	n2	wyllmen	wyllman	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
tyme	tyme	n1	time	time	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
ne	ne	ccx	ne	ne	0
∣	∣	sy	∣	∣	0
uer	uer	p-acp	ver	for	0
were	were	vbdr	were	be	0
touched	touched	vvn	touched	touch	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
I	I	pns11	I	i	0
fully	fully	av-j	fully	full	0
an	an	dt	and	a	0
∣	∣	sy	∣	∣	0
swered	swered	vvd	swered	swer	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
playnlye	playnlye	av-j	plainly	plain	0
appeare	appeare	vvi	appear	appear	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
wyll	wyll	vmb	will	will	0
wyth	wyth	p-acp	with	with	0
a	a	dt	a	a	0
syngle	syngle	j	single	single	0
eye	eye	n1	eye	eye	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
vprighte	vprighte	j	upright	upright	0
iudgement	iudgement	n1	judgement	judgement	0
,	,	,	,	,	0
reade	reade	vvb	read	read	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
treatise	treatise	n1	treatise	treatise	0
.	.	.	.	.	1
The	The	dt	The	the	0
only	only	j	only	only	0
marke	marke	n1	mark	mark	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
shoote	shoote	vvb	shoot	shoot	0
at	at	p-acp	at	at	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
these	these	d	these	these	0
woorkes	woorkes	n2	works	work	0
,	,	,	,	,	0
is	is	vbz	is	be	0
that	that	d	that	that	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
maye	maye	vmb	may	may	0
be	be	vbi	be	be	0
throughlye	throughlye	av-j	thoroughly	thorough	0
mag	mag	zz	mag	mag	0
∣	∣	sy	∣	∣	0
nified	nified	vvn	nified	nify	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
vayne	vayne	j	vain	vain	0
gloryinge	gloryinge	vvg	glorying	glory	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
theyr	theyr	po32	their	their	0
owne	owne	d	own	own	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
thinges	thinges	n2	things	thing	0
beynge	beynge	vbg	being	be	0
rightly	rightly	av-jn	rightly	right	0
considered	considered	vvn	considered	consider	0
,	,	,	,	,	0
and	and	cc	and	and	0
diligently	diligently	av-j	diligently	diligent	0
wayed	wayed	vvd	weighed	weigh	0
,	,	,	,	,	0
is	is	vbz	is	be	0
nothinge	nothinge	pix	nothing	nothing	0
at	at	p-acp	at	at	0
al	al	d	all	all	0
)	)	)	)	)	0
beinge	beinge	vbg	being	be	0
taken	taken	vvn	taken	take	0
a	a	pp-f	a	of	0
∣	∣	sy	∣	∣	0
waye	waye	n1	way	way	0
,	,	,	,	,	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
glorye	glorye	n1	glory	glory	0
of	of	pp-f	of	of	0
oure	oure	po12	our	our	0
saluation	saluation	n1	salvation	salvation	0
shuld	shuld	vmd	should	shall	0
be	be	vbi	be	be	0
geuen	geuen	vvn	given	give	0
only	only	av-j	only	only	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
mercy	mercy	n1	mercy	mercy	0
&	&	cc	&	and	0
good	good	av-j	good	good	0
¦	¦	sy	¦	¦	0
nes	nes	zz	nes	nes	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
heauenly	heauenly	j	heavenly	heavenly	0
father	father	n1	father	father	0
▪	▪	▪	▪	▪	0
who	who	q-crq	who	who	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
death	death	n1	death	death	0
passion	passion	n1	passion	passion	0
&	&	cc	&	and	0
bloudshedding	bloudshedding	n1	bloodshedding	bloodshedding	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
son	son	n1	son	son	0
Iesu	Iesu	np1	Iesu	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
doeth	doeth	vdz	doth	do	0
fully	fully	av-j	fully	full	0
saue	saue	vvi	save	save	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
so	so	av	so	so	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
holye	holye	j	holy	holy	0
spirit	spirit	n1	spirit	spirit	0
he	he	pns31	he	he	0
doeth	doeth	vdz	doth	do	0
regenerate	regenerate	vvn	regenerate	regenerate	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
takinge	takinge	vvg	taking	take	0
awaye	awaye	av	away	away	0
our	our	po12	our	our	0
stony	stony	j	stony	stony	0
heartes	heartes	n2	hearts	heart	0
from	from	p-acp	from	from	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
he	he	pns31	he	he	0
geueth	geueth	vvz	giveth	give	0
vs	vs	pno12	us	we	0
fleshy	fleshy	j	fleshy	fleshy	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
obedy	obedy	j	obedy	obedy	0
∣	∣	sy	∣	∣	0
ente	ente	n1	ente	ente	0
and	and	cc	and	and	0
treatable	treatable	j-u	treatable	treatable	0
:	:	:	:	:	0
he	he	pns31	he	he	0
maketh	maketh	vvz	makes	make	0
vs	vs	pno12	us	we	0
of	of	pp-f	of	of	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
wyllinge	wyllinge	j-vvg	willing	will	0
,	,	,	,	,	0
wyllinge	wyllinge	j	willing	willing	0
▪	▪	▪	▪	▪	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
bounde	bounde	vvn	bound	bind	0
slaues	slaues	n2	slaves	slave	0
of	of	pp-f	of	of	0
synne	synne	n1	sin	sin	0
,	,	,	,	,	0
the	the	dt	the	the	0
seruauntes	seruauntes	n2	servants	servant	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
sonne	sonne	n1	son	son	0
Ie	Ie	fw-fr	Ie	je	0
∣	∣	sy	∣	∣	0
su	su	n1	sum	sum	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
to	to	pc-acp	to	to	0
serue	serue	vvi	serve	serve	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
holynesse	holynesse	n1	holiness	holiness	0
and	and	cc	and	and	0
righteousnesse	righteousnesse	n1	righteousness	righteousness	0
all	all	d	all	all	0
the	the	dt	the	the	0
dayes	dayes	n2	days	day	0
of	of	pp-f	of	of	0
oure	oure	po12	our	our	0
lyfe	lyfe	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
brynginge	brynginge	vvg	bringing	bring	0
vs	vs	pno12	us	we	0
in	in	p-acp	in	in	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
free	free	j	free	free	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
is	is	vbz	is	be	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
fredome	fredome	ng1	freedom's	freedom	0
)	)	)	)	)	0
he	he	pns31	he	he	0
maketh	maketh	vvz	makes	make	0
vs	vs	pno12	us	we	0
to	to	pc-acp	to	to	0
walke	walke	vvi	walk	walk	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
good	good	j	good	good	0
wor	wor	zz	wor	wor	0
∣	∣	sy	∣	∣	0
kes	kes	n1	kes	kes	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
prepared	prepared	vvn	prepared	prepare	0
for	for	p-acp	for	for	0
vs	vs	pno12	us	we	0
to	to	pc-acp	to	to	0
walke	walke	vvi	walk	walk	0
in	in	p-acp	in	in	0
.	.	.	.	.	1
Neyther	Neyther	av-dx	Neither	neither	0
can	can	vmb	can	can	0
it	it	pn31	it	it	0
iustely	iustely	av-j	justly	just	0
be	be	vbi	be	be	0
sayed	sayed	vvn	said	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
eyther	eyther	d	either	either	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
booke	booke	n1	book	book	0
of	of	pp-f	of	of	0
predestination	predestination	n1	predestination	predestination	0
,	,	,	,	,	0
or	or	cc	or	or	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
booke	booke	n1	book	book	0
of	of	pp-f	of	of	0
free	free	j	free	free	0
wyll	wyll	n1	will	will	0
,	,	,	,	,	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
minister	minister	vvi	minister	minister	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
man	man	n1	man	man	0
occasion	occasion	n1	occasion	occasion	0
,	,	,	,	,	0
eyther	eyther	av-d	either	either	0
to	to	pc-acp	to	to	0
lyue	lyue	vvi	live	live	0
lycen	lycen	n1	lycen	lycen	0
∣	∣	sy	∣	∣	0
tiouslye	tiouslye	av-j	tiouslye	tiouslye	0
,	,	,	,	,	0
asthough	asthough	uh	asthough	asthough	0
it	it	pn31	it	it	0
made	made	vvd	made	make	0
no	no	dx	no	no	0
matter	matter	n1	matter	matter	0
how	how	c-crq	how	how	0
they	they	pns32	they	they	0
lyue	lyue	vvi	live	live	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
immutable	immutable	j	immutable	immutable	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
cree	cree	n1	cree	cree	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
ordayned	ordayned	vvn	ordained	ordain	0
vnto	vnto	p-acp	unto	unto	0
lyfe	lyfe	n1	life	life	0
euerla	euerla	fw-fr	euerla	euerla	0
∣	∣	sy	∣	∣	0
stinge	stinge	n1	sting	sting	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	p-acp	to	to	0
beslacke	beslacke	j-jn	beslacke	beslacke	0
in	in	p-acp	in	in	0
doynge	doynge	vdg	doing	do	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
good	good	j	good	good	0
woorkes	woorkes	n2	works	work	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
required	required	vvn	required	require	0
of	of	pp-f	of	of	0
vs	vs	pno12	us	we	0
in	in	p-acp	in	in	0
Goddes	Goddes	npg1	Goddes	God	0
booke	booke	n1	book	book	0
.	.	.	.	.	1
Whiche	Whiche	r-crq	Which	which	0
all	all	d	all	all	0
menne	menne	n2	men	man	0
shall	shall	vmb	shall	shall	0
moste	moste	av-ds	most	most	0
euidently	euidently	av-j	evidently	evident	0
see	see	vvb	see	see	0
(	(	(	(	(	0
excepte	excepte	c-acp	except	except	0
they	they	pns32	they	they	0
wyll	wyll	vmb	will	will	0
be	be	vbi	be	be	0
wylfullye	wylfullye	av-j	wylfullye	wylfullye	0
blinde	blinde	j	blind	blind	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
that	that	cst	that	that	0
now	now	av	now	now	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
present	present	j	present	present	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
set	set	vvn	set	set	0
foorth	foorth	av	forth	forth	0
,	,	,	,	,	0
and	and	cc	and	and	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
dicated	dicated	vvn	dicated	dicate	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
honourable	honourable	j	honourable	honourable	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
see	see	vvb	see	see	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
men	men	n2	men	man	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
most	most	av-ds	most	most	0
earnest	earnest	j	earnest	earnest	0
∣	∣	sy	∣	∣	0
lye	lye	zz	lye	lye	0
geuen	geuen	vvn	given	give	0
vnto	vnto	p-acp	unto	unto	0
good	good	j	good	good	0
letters	letters	n2	letters	letter	0
,	,	,	,	,	0
and	and	cc	and	and	0
moste	moste	av-ds	most	most	0
principally	principally	av-j	principally	principal	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
study	study	n1	study	study	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
and	and	cc	and	and	0
sa	sa	uh	sa	sa	0
¦	¦	sy	¦	¦	0
cred	cred	j	cred	cred	0
scriptures	scriptures	n2	scriptures	scripture	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
thinge	thinge	n1	thing	thing	0
verye	verye	av	very	very	0
rare	rare	j	rare	rare	0
amonge	amonge	p-acp	among	among	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
noble	noble	j	noble	noble	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
tyme	tyme	n1	time	time	0
:	:	:	:	:	0
so	so	av	so	so	0
wyl	wyl	vmb	will	will	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
precious	precious	j	precious	precious	0
ornamente	ornamente	n1	ornament	ornament	0
,	,	,	,	,	0
bothe	bothe	av-d	both	both	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
honourable	honourable	j	honourable	honourable	0
stocke	stocke	n1	stock	stock	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
come	come	vvb	come	come	0
of	of	pp-f	of	of	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
greater	greater	jc	greater	great	0
cōmendacion	cōmendacion	n1	commendation	commendation	0
can	can	vmb	can	can	0
there	there	a-acp	there	there	0
be	be	vbi	be	be	0
to	to	p-acp	to	to	0
suche	suche	d	such	such	0
as	as	c-acp	as	as	0
ye	ye	pn22	you	you	0
are	are	vbr	are	be	0
,	,	,	,	,	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
a	a	dt	a	a	0
know	know	vvi	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
and	and	cc	and	and	0
vnderstandinge	vnderstandinge	n1	understanding	understanding	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
liberall	liberall	j	liberal	liberal	0
sciences	sciences	n2	sciences	science	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
tonges	tonges	n2	tongues	tongue	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
written	written	vvn	written	write	0
in	in	p-acp	in	in	0
:	:	:	:	:	0
and	and	cc	and	and	0
specially	specially	av-j	specially	special	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
so	so	av	so	so	0
acquain	acquain	j	acquain	acquain	0
∣	∣	sy	∣	∣	0
ted	ted	vvd	ted	t	0
wyth	wyth	p-acp	with	with	0
the	the	dt	the	the	0
infallible	infallible	j	infallible	infallible	0
worde	worde	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
