SYR	SYR	n1	SYR	sir	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
but	but	p-acp	but	but	0
too	too	av	too	too	0
sure	sure	j	sure	sure	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
wil	wil	vmb	will	will	0
loue	loue	vvi	love	love	0
the	the	dt	the	the	0
part	part	n1	part	part	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
therein	therein	av	therein	therein	0
;	;	;	;	;	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
same	same	d	same	same	0
Loue	Loue	n1	Love	love	0
hath	hath	vhz	hath	have	0
ceeled	ceeled	vvn	ceeled	seel	0
vp	vp	a-acp	up	up	0
the	the	dt	the	the	0
eyes	eyes	n2	eyes	eye	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
iudgement	iudgement	n1	judgement	judgement	0
concerning	concerning	vvg	concerning	concern	0
me	me	pno11	me	i	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
if	if	cs	if	if	0
(	(	(	(	(	0
abstracting	abstracting	vvg	abstracting	abstract	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
)	)	)	)	)	0
you	you	pn22	you	you	0
chance	chance	vvb	chance	chance	0
to	to	pc-acp	to	to	0
like	like	vvi	like	like	0
it	it	pn31	it	it	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
stand	stand	vvi	stand	stand	0
in	in	p-acp	in	in	0
little	little	j	little	little	0
feare	feare	n1	fear	fear	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
cen	cen	n1	cen	cen	0
∣	∣	sy	∣	∣	0
sure	sure	j	sure	sure	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
must	must	vmb	must	must	0
giue	giue	vvi	give	give	0
me	me	pno11	me	i	0
leaue	leaue	n1	leave	leave	0
to	to	pc-acp	to	to	0
belieue	belieue	vvi	believe	believe	0
,	,	,	,	,	0
that	that	cst	that	that	0
ther	ther	a-acp	there	there	0
liues	liues	vvz	lives	live	0
not	not	xx	not	not	0
amōgst	amōgst	p-acp	amongst	among	0
them	them	pno32	them	they	0
all	all	d	all	all	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
ought	ought	pi	ought	aught	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
)	)	)	)	)	0
a	a	dt	a	a	0
man	man	n1	man	man	0
that	that	cst	that	that	0
can	can	vmb	can	can	0
outstrippe	outstrippe	vvi	outstrip	outstrip	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
Translating	Translating	n-vvg	Translating	translate	0
.	.	.	.	.	1
Heerein	Heerein	av	Herein	herein	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
seene	seene	vvn	seen	see	0
pretious	pretious	j	precious	precious	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
doing	doing	vdg	doing	do	0
;	;	;	;	;	0
both	both	av-d	both	both	0
inProse	inProse	vvd	inProse	inprose	0
,	,	,	,	,	0
and	and	cc	and	and	0
Verse	Verse	n1	Verse	verse	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
seue	seue	crd	seue	seven	0
∣	∣	sy	∣	∣	0
rall	rall	av	rall	rall	0
Languages	Languages	n2	Languages	language	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
neuer	neuer	av-x	never	never	0
misliked	misliked	vvd	misliked	mislike	0
any	any	d	any	any	0
Translation	Translation	n1	Translation	translation	0
of	of	pp-f	of	of	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
one	one	pi	one	one	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
trāslated	trāslated	vvn	translated	translate	0
your	your	po22	your	your	0
Presence	Presence	n1	Presence	presence	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
eyes	eyes	n2	eyes	eye	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
body	body	n1	body	body	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
whose	whose	rg-crq	whose	who	0
Absēce	Absēce	n1	Absence	absence	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
in	in	p-acp	in	in	0
part	part	n1	part	part	0
depriued	depriued	vvn	deprived	deprive	0
of	of	pp-f	of	of	0
being	being	vbg	being	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
translate	translate	vvi	translate	translate	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
vertues	vertues	n2	virtues	virtue	0
into	into	p-acp	into	into	0
my	my	po11	my	my	0
soule	soule	n1	soul	soul	0
.	.	.	.	.	1
The	The	dt	The	the	0
least	least	ds	least	least	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
do	do	vdi	do	do	0
against	against	p-acp	against	against	0
Absence	Absence	n1	Absence	absence	0
&	&	cc	&	and	0
Distance	Distance	n1	Distance	distance	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
wrong	wrong	n-jn	wrong	wrong	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
them	them	pno32	them	they	0
a	a	dt	a	a	0
Defi	Defi	np1	Defi	Defi	0
∣	∣	sy	∣	∣	0
ance	ance	n1	ance	ance	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
bid	bid	vvi	bid	bid	0
them	them	pno32	them	they	0
be	be	vbi	be	be	0
sure	sure	j	sure	sure	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
mean	mean	vvb	mean	mean	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
me	me	pno11	me	i	0
loue	loue	vvi	love	love	0
you	you	pn22	you	you	0
one	one	crd	one	one	0
haires	haires	n2	hairs	hair	0
breadth	breadth	n1	breadth	breadth	0
the	the	dt	the	the	0
lesse	lesse	av-dc	less	less	0
,	,	,	,	,	0
they	they	pns32	they	they	0
shal	shal	vmb	shall	shall	0
loose	loose	vvi	lose	loose	0
their	their	po32	their	their	0
labour	labour	n1	labour	labour	0
.	.	.	.	.	1
Nay	Nay	uh-x	Nay	nay	0
they	they	pns32	they	they	0
kindle	kindle	vvb	kindle	kindle	0
me	me	pno11	me	i	0
rather	rather	av-c	rather	rather	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
this	this	d	this	this	0
expressi	expressi	n1	expressi	expressi	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
acknow	acknow	vvi	acknow	acknow	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
say	say	vvi	say	say	0
)	)	)	)	)	0
this	this	d	this	this	0
Statute	Statute	n1	Statute	statute	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
hart	hart	n1	heart	hart	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
World	World	n1	World	world	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
fixt	fixt	vvn	fixed	fix	0
in	in	p-acp	in	in	0
giuing	giuing	vvg	giving	give	0
you	you	pn22	you	you	0
all	all	d	all	all	0
power	power	n1	power	power	0
ouer	ouer	p-acp	over	over	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
glory	glory	vvb	glory	glory	0
in	in	p-acp	in	in	0
being	being	vbg	being	be	0
subiect	subiect	j-jn	subject	subject	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
a	a	dt	a	a	0
Friend	Friend	n1	Friend	friend	0
.	.	.	.	.	1
