Worshipful	Worshipful	j	Worshipful	worshipful	0
your	your	po22	your	your	0
Name	Name	n1	Name	name	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
Papers	Papers	n2	Papers	paper	0
:	:	:	:	:	0
They	They	pns32	They	they	0
are	are	vbr	are	be	0
intended	intended	vvn	intended	intend	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
Cordial	Cordial	j	Cordial	cordial	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
fear	fear	n1	fear	fear	0
of	of	pp-f	of	of	0
Death	Death	n1	Death	death	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
those	those	d	those	those	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
perswaded	perswaded	vvn	persuaded	persuade	0
to	to	pc-acp	to	to	0
fear	fear	vvi	fear	fear	0
it	it	pn31	it	it	0
more	more	av-dc	more	more	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
Image	Image	n1	Image	image	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
those	those	d	those	those	0
divine	divine	j-jn	divine	divine	0
qualifi	qualifi	n2	qualifi	qualifi	0
∣	∣	sy	∣	∣	0
cations	cations	n2	cations	cation	0
which	which	r-crq	which	which	0
accompany	accompany	vvb	accompany	accompany	0
salvation	salvation	n1	salvation	salvation	0
,	,	,	,	,	0
appear	appear	vvi	appear	appear	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
these	these	d	these	these	0
Meditations	Meditations	n2	Meditations	meditation	0
,	,	,	,	,	0
nay	nay	uh-x	nay	nay	0
nor	nor	ccx	nor	nor	0
Death	Death	n1	Death	death	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
,	,	,	,	,	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
startle	startle	vvi	startle	startle	0
you	you	pn22	you	you	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
let	let	vvb	let	let	0
me	me	pno11	me	i	0
tell	tell	vvi	tell	tell	0
you	you	pn22	you	you	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
flattery	flattery	n1	flattery	flattery	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
some	some	d	some	some	0
qualifications	qualifications	n2	qualifications	qualification	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
that	that	cst	that	that	0
draw	draw	vvb	draw	draw	0
the	the	dt	the	the	0
eyes	eyes	n2	eyes	eye	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
after	after	p-acp	after	after	0
you	you	pn22	you	you	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
draw	draw	vvb	draw	draw	0
out	out	av	out	out	0
their	their	po32	their	their	0
affections	affections	n2	affections	affection	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
;	;	;	;	;	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
Justice	Justice	n1	Justice	justice	0
,	,	,	,	,	0
Tem	Tem	fw-la	Tem	tem	0
∣	∣	sy	∣	∣	0
perance	perance	n1	perance	perance	0
,	,	,	,	,	0
Prudence	Prudence	n1	Prudence	prudence	0
,	,	,	,	,	0
Charity	Charity	n1	Charity	charity	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
These	These	np1	These	Theise	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
rare	rare	j	rare	rare	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
times	times	n2	times	time	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
persons	persons	n2	persons	person	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
rank	rank	n1	rank	rank	0
,	,	,	,	,	0
so	so	av	so	so	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
lovely	lovely	j	lovely	lovely	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
other	other	j-jn	other	other	0
qualifications	qualifications	n2	qualifications	qualification	0
,	,	,	,	,	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
Piety	Piety	n1	Piety	piety	0
and	and	cc	and	and	0
Holiness	Holiness	n1	Holiness	holiness	0
,	,	,	,	,	0
the	the	dt	the	the	0
Image	Image	n1	Image	image	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Graces	Graces	n2	Graces	grace	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
that	that	cst	that	that	0
make	make	vvb	make	make	0
you	you	pn22	you	you	0
lovely	lovely	j	lovely	lovely	0
both	both	av-d	both	both	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
and	and	cc	and	and	0
good	good	j	good	good	0
men	men	n2	men	man	0
;	;	;	;	;	0
these	these	d	these	these	0
the	the	dt	the	the	0
World	World	n1	World	world	0
take	take	vvb	take	take	0
no	no	dx	no	no	0
notice	notice	n1	notice	notice	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
love	love	n1	love	love	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
they	they	pns32	they	they	0
eem	eem	pno32	eem	they	0
Grace	Grace	n1	Grace	grace	0
and	and	cc	and	and	0
Holiness	Holiness	n1	Holiness	holiness	0
no	no	av-dx	no	no	0
better	better	av-jc	better	better	0
than	than	cs	than	than	0
renzie	renzie	n1	renzie	renzie	0
or	or	cc	or	or	0
Madness	Madness	n1	Madness	madness	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
the	the	dt	the	the	0
time	time	n1	time	time	0
is	is	vbz	is	be	0
coming	coming	vvg	coming	come	0
,	,	,	,	,	0
e	e	uh	e	e	0
greatest	greatest	js	greatest	great	0
Gallants	Gallants	n2-jn	Gallants	gallant	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
glad	glad	j	glad	glad	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
und	und	fw-ge	und	und	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Garb	Garb	n1	Garb	garb	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
now	now	av	now	now	0
is	is	vbz	is	be	0
grown	grown	vvn	grown	grow	0
so	so	av	so	so	0
uch	uch	d	such	such	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
fashion	fashion	n1	fashion	fashion	0
;	;	;	;	;	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
now	now	av	now	now	0
,	,	,	,	,	0
like	like	j	like	like	0
Da	Da	n1	Dam	dam	0
∣	∣	sy	∣	∣	0
ocles	ocles	j	ocles	ocles	0
,	,	,	,	,	0
sporting	sporting	vvg	sporting	sport	0
themselves	themselves	px32	themselves	themselves	0
amidst	amidst	p-acp	amid	amid	0
their	their	po32	their	their	0
inties	inties	n2	inties	inty	0
,	,	,	,	,	0
and	and	cc	and	and	0
priding	priding	vvg	priding	pride	0
themselves	themselves	px32	themselves	themselves	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
incely	incely	j	incely	incely	0
Attendants	Attendants	n2-jn	Attendants	attendant	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
forget	forget	vvb	forget	forget	0
the	the	dt	the	the	0
Sword	Sword	n1	Sword	sword	0
at	at	p-acp	at	at	0
hangs	hangs	vvz	hangs	hang	0
over	over	p-acp	over	over	0
their	their	po32	their	their	0
heads	heads	n2	heads	head	0
,	,	,	,	,	0
ready	ready	j	ready	ready	0
every	every	d	every	every	0
mo	mo	dc	more	more	0
∣	∣	sy	∣	∣	0
nt	nt	j	nt	nt	0
to	to	pc-acp	to	to	0
end	end	vvi	end	end	0
their	their	po32	their	their	0
dayes	dayes	n2	days	day	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
ner	ner	zz	ner	ner	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
though	though	cs	though	though	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
given	given	vvn	given	give	0
you	you	pn22	you	you	0
ndance	ndance	n1	ndance	ndance	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
outward	outward	j	outward	outward	0
things	things	n2	things	thing	0
beyond	beyond	p-acp	beyond	beyond	0
ny	ny	av-j	nigh	nigh	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
you	you	pn22	you	you	0
take	take	vvb	take	take	0
them	them	pno32	them	they	0
not	not	xx	not	not	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
e	e	fw-la	e	e	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
portion	portion	n1	portion	portion	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
say	say	vvb	say	say	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
as	as	c-acp	as	as	0
ther	ther	zz	ther	ther	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Cardinals	Cardinals	ng1	Cardinals	cardinal	0
Hat	Hat	n1	Hat	hat	0
when	when	c-crq	when	when	0
offered	offered	vvd	offered	offer	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
,	,	,	,	,	0
God	God	np1	God	God	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
put	put	vvi	put	put	0
me	me	pno11	me	i	0
off	off	a-acp	off	off	0
with	with	p-acp	with	with	0
h	h	zz	h	h	0
poor	poor	j	poor	poor	0
triffes	triffes	n2	triffes	triffe	0
;	;	;	;	;	0
or	or	cc	or	or	0
as	as	c-acp	as	as	0
Galeacius	Galeacius	np1	Galeacius	Galeacius	0
,	,	,	,	,	0
that	that	cst	that	that	0
lian	lian	j-jn	lian	lian	0
Marquess	Marquess	n1	Marquis	marquis	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
offered	offered	vvd	offered	offer	0
great	great	j	great	great	0
riches	riches	n2	riches	riches	0
forsake	forsake	vvi	forsake	forsake	0
his	his	po31	his	his	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
Let	Let	vvb	Let	let	0
their	their	po32	their	their	0
Money	Money	n1	Money	money	0
ish	ish	vbz	is	be	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
hold	hold	vvb	hold	hold	0
all	all	d	all	all	0
the	the	dt	the	the	0
Wealth	Wealth	n1	Wealth	wealth	0
he	he	pns31	he	he	0
world	world	n1	world	world	0
worth	worth	j	worth	worth	0
one	one	crd	one	one	0
dayes	dayes	ng2	days	day	0
communion	communion	n1	communion	communion	0
h	h	p-acp	h	h	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
You	You	pn22	You	you	0
seek	seek	vvb	seek	seek	0
after	after	p-acp	after	after	0
better	better	jc	better	better	0
Riches	Riches	n2	Riches	riches	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
Solomon	Solomon	np1	Solomon	Solomon	0
found	found	vvd	found	find	0
out	out	av	out	out	0
by	by	p-acp	by	by	0
Experience	Experience	n1	Experience	experience	0
,	,	,	,	,	0
Eccles.	Eccles.	np1	Eccles.	Eccles.	1
1.14	1.14	crd	1.14	1.14	0
.	.	.	.	.	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
was	was	vbds	was	be	0
Vanity	Vanity	n1	Vanity	vanity	0
and	and	cc	and	and	0
Vexation	Vexation	n1	Vexation	vexation	0
of	of	pp-f	of	of	0
spi	spi	vvb	spi	spi	0
∣	∣	sy	∣	∣	0
so	so	av	so	so	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
write	write	vvi	write	write	0
a	a	dt	a	a	0
Probatum	Probatum	fw-la	Probatum	probatum	0
est	est	fw-la	est	est	0
upon	upon	p-acp	upon	upon	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
lye	lye	vvb	lie	lie	0
under	under	p-acp	under	under	0
great	great	j	great	great	0
Temptati	Temptati	n1	Temptati	temptati	0
∣	∣	sy	∣	∣	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
Gods	Gods	npg1	Gods	God	0
grace	grace	n1	grace	grace	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
)	)	)	)	)	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
sufficient	sufficient	j	sufficient	sufficient	0
;	;	;	;	;	0
2	2	crd	2	2	0
Cor.	Cor.	np1	Cor.	Cor.	1
12.9	12.9	crd	12.9	12.9	0
and	and	cc	and	and	0
'tis	'tis	pn31|vbz	it's	it|be	0
small	small	j	small	small	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
digest	digest	vvb	digest	digest	0
Prosperity	Prosperity	n1	Prosperity	prosperity	0
without	without	p-acp	without	without	0
a	a	dt	a	a	0
surfeit	surfeit	n1	surfeit	surfeit	0
.	.	.	.	.	1
I	I	pns11	I	i	0
spea	spea	n1	spea	spea	0
not	not	xx	not	not	0
these	these	d	these	these	0
things	things	n2	things	thing	0
to	to	pc-acp	to	to	0
lay	lay	vvi	lay	lay	0
a	a	dt	a	a	0
stumbling-block	stumbling-block	n1	stumbling-block	stumbling-block	0
o	o	fw-fr	o	o	0
pride	pride	n1	pride	pride	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
;	;	;	;	;	0
I	I	pns11	I	i	0
stand	stand	vvb	stand	stand	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
own	own	d	own	own	0
appre	appre	fw-fr	appre	appre	0
∣	∣	sy	∣	∣	0
hensions	hensions	n2	hensions	hension	0
too	too	av	too	too	0
near	near	av-j	near	near	0
the	the	dt	the	the	0
brink	brink	n1	brink	brink	0
of	of	pp-f	of	of	0
Eternity	Eternity	n1	Eternity	eternity	0
to	to	p-acp	to	to	0
b	b	sy	b	b	0
guilty	guilty	j	guilty	guilty	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
folly	folly	n1	folly	folly	0
,	,	,	,	,	0
and	and	cc	and	and	0
can	can	vmb	can	can	0
say	say	vvi	say	say	0
,	,	,	,	,	0
'tis	'tis	pn31|vbz	it's	it|be	0
your	your	po22	your	your	0
Hu	Hu	uh	Hu	hu	0
∣	∣	sy	∣	∣	0
mility	mility	n1	mility	mility	0
that	that	cst	that	that	0
makes	makes	vvz	makes	make	0
you	you	pn22	you	you	0
lovely	lovely	j	lovely	lovely	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
eyes	eyes	n2	eyes	eye	0
:	:	:	:	:	0
know	know	vvb	know	know	0
the	the	dt	the	the	0
way	way	n1	way	way	0
to	to	pc-acp	to	to	0
throw	throw	vvi	throw	throw	0
you	you	pn22	you	you	0
down	down	a-acp	down	down	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	p-acp	to	to	0
lif	lif	n1	life	life	0
you	you	pn22	you	you	0
up	up	a-acp	up	up	0
;	;	;	;	;	0
and	and	cc	and	and	0
whosoever	whosoever	r-crq	whosoever	whosoever	0
brings	brings	vvz	brings	bring	0
fuel	fuel	n1	fuel	fuel	0
to	to	p-acp	to	to	0
th	th	dt	that	the	0
fire	fire	n1	fire	fire	0
,	,	,	,	,	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
Enemy	Enemy	n1	Enemy	enemy	0
and	and	cc	and	and	0
not	not	xx	not	not	0
your	your	po22	your	your	0
Friend	Friend	n1	Friend	friend	0
but	but	p-acp	but	but	0
seeing	seeing	vvg	seeing	see	0
your	your	po22	your	your	0
works	works	n2	works	work	0
praise	praise	vvb	praise	praise	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
th	th	dt	that	the	0
gates	gates	n2	gates	gate	0
,	,	,	,	,	0
Pro.	Pro.	np1	Pro.	Pro.	1
31.31	31.31	crd	31.31	31.31	0
.	.	.	.	.	0
as	as	c-acp	as	as	0
Solomon	Solomon	np1	Solomon	Solomon	0
saith	saith	vvz	says	say	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
good	good	j	good	good	0
Hou	Hou	q-crq	How	how	0
wife	wife	n1	wife	wife	0
,	,	,	,	,	0
why	why	q-crq	why	why	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
I	I	pns11	I	i	0
and	and	cc	and	and	0
others	others	ng2-jn	others	other	0
praise	praise	n1	praise	praise	0
yo	yo	pn22	the	you	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
doth	doth	vdz	does	do	0
her	her	po31	her	her	0
;	;	;	;	;	0
that	that	cst	that	that	0
God	God	np1	God	God	0
may	may	vmb	may	may	0
glorified	glorified	vvn	glorified	glorify	0
,	,	,	,	,	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
strengthened	strengthened	vvn	strengthened	strengthen	0
,	,	,	,	,	0
and	and	cc	and	and	0
othe	othe	n-jn	other	other	0
encouraged	encouraged	vvn	encouraged	encourage	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Example	Example	n1	Example	example	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
the	the	dt	the	the	0
lik	lik	av-j	like	like	0
hoping	hoping	vvg	hoping	hope	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
shine	shine	vvi	shine	shine	0
more	more	dc	more	more	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
unto	unto	p-acp	unto	unto	0
t	t	pn31	tO	it	0
perfect	perfect	j	perfect	perfect	0
day	day	n1	day	day	0
,	,	,	,	,	0
Pro.	Pro.	np1	Pro.	Pro.	1
4.18	4.18	crd	4.18	4.18	0
.	.	.	.	.	0
untill	untill	c-acp	until	until	0
you	you	pn22	you	you	0
come	come	vvb	come	come	0
to	to	pc-acp	to	to	0
shine	shine	vvi	shine	shine	0
as	as	p-acp	as	as	0
t	t	sy	tO	t	0
Sun	Sun	n1	Sun	sun	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Father	Father	n1	Father	father	0
?	?	?	?	?	1
Mat.	Mat.	np1	Mat.	Mat	0
13.4	13.4	crd	13.4	13.4	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
two	two	crd	two	two	0
or	or	cc	or	or	0
three	three	crd	three	three	0
things	things	n2	things	thing	0
whi	whi	q-crq	whi	why	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
desire	desire	vvi	desire	desire	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
satisfied	satisfied	vvn	satisfied	satisfy	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
this	this	d	this	this	0
Dedication	Dedication	n1	Dedication	dedication	0
:	:	:	:	:	0
As	As	c-acp	As	as	0
first	first	ord	first	first	0
,	,	,	,	,	0
Why	Why	c-crq	Why	why	0
I	I	pns11	I	i	0
write	write	vvb	write	write	0
up	up	a-acp	up	up	0
this	this	d	this	this	0
Subject	Subject	j-jn	Subject	subject	0
?	?	?	?	?	1
And	And	cc	And	and	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
I	I	pns11	I	i	0
answer	answer	vvb	answer	answer	0
:	:	:	:	:	0
That	That	cst	That	that	0
Discourse	Discourse	n1	Discourse	discourse	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
nature	nature	n1	nature	nature	0
can	can	vmb	can	can	0
never	never	av-x	never	never	0
be	be	vbi	be	be	0
out	out	av	out	out	0
season	season	n1	season	season	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
as	as	c-acp	as	as	0
soon	soon	av	soon	soon	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
born	born	vvn	born	bear	0
,	,	,	,	,	0
we	we	pns12	we	we	0
a	a	dt	a	a	0
subject	subject	n-jn	subject	subject	0
to	to	pc-acp	to	to	0
die	die	vvi	die	die	0
:	:	:	:	:	0
And	And	cc	And	and	0
as	as	c-acp	as	as	0
'tis	'tis	pn31|vbz	it's	it|be	0
suitable	suitable	j	suitable	suitable	0
for	for	p-acp	for	for	0
Times	Times	n2	Times	time	0
,	,	,	,	,	0
so	so	av	so	so	0
also	also	av	also	also	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
Persons	Persons	n2	Persons	person	0
,	,	,	,	,	0
none	none	pix	none	none	0
exempted	exempted	vvn	exempted	exempt	0
;	;	;	;	;	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
greater	greater	jc	greater	great	0
work	work	n1	work	work	0
doe	doe	vdb	do	do	0
,	,	,	,	,	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
prepare	prepare	vvi	prepare	prepare	0
for	for	p-acp	for	for	0
Death	Death	n1	Death	death	0
:	:	:	:	:	0
'Tis	'Tis	pn31|vbz	It's	it|be	0
g	g	zz	g	g	0
therefore	therefore	av	therefore	therefore	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
15.31	15.31	crd	15.31	15.31	0
.	.	.	.	.	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
d	d	n2	worser	penny	0
daily	daily	av-j	daily	daily	0
;	;	;	;	;	0
