MAY	MAY	vmb	MAY	may	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
shall	shall	vmb	shall	shall	0
make	make	vvi	make	make	0
it's	it's	pn31|vbz	it's	it|be	0
tollerable	tollerable	j	tolerable	tolerable	0
things	things	n2	things	thing	0
acceptable	acceptable	j	acceptable	acceptable	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
very	very	j	very	very	0
defects	defects	n2	defects	defect	0
passant	passant	j	passant	passant	0
.	.	.	.	.	1
Neither	Neither	av-d	Neither	neither	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
a	a	dt	a	a	0
slender	slender	j	slender	slender	0
foundation	foundation	n1	foundation	foundation	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
my	my	po11	my	my	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
jecture	jecture	n1	jecture	jecture	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
tho	tho	cs	though	though	0
your	your	po22	your	your	0
Lordships	Lordships	ng1	Lordship's	lordship	0
singular	singular	j	singular	singular	0
erudition	erudition	n1	erudition	erudition	0
,	,	,	,	,	0
and	and	cc	and	and	0
vivacity	vivacity	n1	vivacity	vivacity	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
denyed	denyed	vvn	denied	deny	0
their	their	po32	their	their	0
just	just	j	just	just	0
claim	claim	n1	claim	claim	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
mighty	mighty	j	mighty	mighty	0
veneration	veneration	n1	veneration	veneration	0
to	to	p-acp	to	to	0
what	what	r-crq	what	what	0
your	your	po22	your	your	0
Lordships	Lordships	n2	Lordship's	lordship	0
give	give	vvb	give	give	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
smalest	smalest	js	smallest	small	0
encouragement	encouragement	n1	encouragement	encouragement	0
:	:	:	:	:	0
Yet	Yet	av	Yet	yet	0
the	the	dt	the	the	0
incomparable	incomparable	j	incomparable	incomparable	0
Zeal	Zeal	n1	Zeal	zeal	0
and	and	cc	and	and	0
dexterity	dexterity	n1	dexterity	dexterity	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
your	your	po22	your	your	0
Lordships	Lordships	n2	Lordship's	lordship	0
have	have	vhb	have	have	0
managed	managed	vvn	managed	manage	0
the	the	dt	the	the	0
important	important	j	important	important	0
affairs	affairs	n2	affairs	affair	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
present	present	j	present	present	0
trust	trust	n1	trust	trust	0
,	,	,	,	,	0
so	so	av	so	so	0
incredibly	incredibly	av-j	incredibly	incredible	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
advantages	advantages	n2	advantages	advantage	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
decayed	decayed	j-vvn	decayed	decay	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
and	and	cc	and	and	0
loyalty	loyalty	n1	loyalty	loyalty	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
uneasie	uneasie	j	uneasy	uneasy	0
corner	corner	n1	corner	corner	0
;	;	;	;	;	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
so	so	av	so	so	0
strongly	strongly	av-j	strongly	strong	0
,	,	,	,	,	0
inflame	inflame	vvb	inflame	inflame	0
the	the	dt	the	the	0
affections	affections	n2	affections	affection	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
good	good	j	good	good	0
Subjects	Subjects	n2-jn	Subject's	subject	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
reflect	reflect	vvi	reflect	reflect	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
compassionat	compassionat	j	compassionate	compassionate	0
tenderness	tenderness	n1	tenderness	tenderness	0
to	to	p-acp	to	to	0
what	what	q-crq	what	what	0
presumes	presumes	vv2	presumest	presume	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
smal	smal	j	small	small	0
∣	∣	sy	∣	∣	0
est	est	zz	est	est	0
relation	relation	n1	relation	relation	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
noble	noble	j	noble	noble	0
Personages	Personages	n2	Personages	personage	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
stamped	stamped	vvn	stamped	stamp	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
great	great	j	great	great	0
and	and	cc	and	and	0
endearing	endearing	vvg	endearing	endear	0
an	an	dt	and	a	0
authority	authority	n1	authority	authority	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
whatever	whatever	r-crq	whatever	whatever	0
aversion	aversion	n1	aversion	aversion	0
,	,	,	,	,	0
I	I	pns11	I	i	0
so	so	av	so	so	0
justly	justly	av-j	justly	just	0
entertain	entertain	vvi	entertain	entertain	0
to	to	p-acp	to	to	0
publick	publick	j	public	public	0
appearances	appearances	n2	appearances	appearance	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
having	having	vhg	having	have	0
had	had	vhn	had	have	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
so	so	av	so	so	0
eminently	eminently	av-j	eminently	eminent	0
publick	publick	j	public	public	0
,	,	,	,	,	0
As	As	c-acp	As	as	0
your	your	po22	your	your	0
Lordships	Lordships	ng1	Lordship's	lordship	0
presence	presence	n1	presence	presence	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
import	import	vvi	import	import	0
;	;	;	;	;	0
I	I	pns11	I	i	0
make	make	vvb	make	make	0
no	no	dx	no	no	0
scruple	scruple	n1	scruple	scruple	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
this	this	d	this	this	0
abroad	abroad	av	abroad	abroad	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
a	a	dt	a	a	0
greater	greater	jc	greater	great	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
further	further	jc	further	further	0
adventure	adventure	n1	adventure	adventure	0
)	)	)	)	)	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
cluding	cluding	vvg	cluding	clude	0
it	it	pn31	it	it	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
measure	measure	n1	measure	measure	0
worthy	worthy	j	worthy	worthy	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worlds	worlds	ng1	world's	world	0
view	view	n1	view	view	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
misse	misse	vvi	miss	miss	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
gracious	gracious	j	gracious	gracious	0
acceptance	acceptance	n1	acceptance	acceptance	0
;	;	;	;	;	0
there	there	a-acp	there	there	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
command	command	n1	command	command	0
for	for	c-acp	for	for	0
it's	it's	pn31|vbz	it's	it|be	0
publication	publication	n1	publication	publication	0
laïd	laïd	vvn	laïd	laïd	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Lord	Lord	n1	Lord	lord	0
∣	∣	sy	∣	∣	0
ships	ships	n2	ships	ship	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
him	him	pno31	him	he	0
,	,	,	,	,	0
Who	Who	r-crq	Who	who	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
profoundest	profoundest	js	profoundest	profound	0
veneration	veneration	n1	veneration	veneration	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
great	great	j	great	great	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
obliga	obliga	n1	obliga	obliga	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
duty	duty	n1	duty	duty	0
,	,	,	,	,	0
then	then	av	then	then	0
zealous	zealous	j	zealous	zealous	0
inclination	inclination	n1	inclination	inclination	0
&	&	cc	&	and	0
affection	affection	n1	affection	affection	0
of	of	pp-f	of	of	0
soul	soul	n1	soul	soul	0
.	.	.	.	.	1
