CVstome	CVstome	n1	CVstome	cvstome	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
little	little	j	little	little	0
Booke	Booke	n1	Book	book	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
heere	heere	av	here	here	0
made	made	vvn	made	make	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
commend	commend	vvi	commend	commend	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
wit	wit	vvi	wit	wit	0
,	,	,	,	,	0
The	The	dt	The	the	0
Chri	Chri	np1	Chri	Chri	0
∣	∣	sy	∣	∣	0
stians	stians	n2	stians	stian	0
Race	Race	n1	Raze	race	0
:	:	:	:	:	0
A	A	dt	A	a	0
Race	Race	n1	Raze	race	0
indeed	indeed	av	indeed	indeed	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Wisemen	Wisemen	n2	Wisemen	wiseman	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
World	World	n1	World	world	0
doe	doe	vdb	do	do	0
vtterly	vtterly	av-j	utterly	utter	0
refuse	refuse	vvi	refuse	refuse	0
to	to	pc-acp	to	to	0
runne	runne	vvi	run	run	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
yet	yet	av	yet	yet	0
but	but	p-acp	but	but	0
Worldly	Worldly	j	Worldly	worldly	0
wise	wise	n1	wise	wise	0
:	:	:	:	:	0
and	and	cc	and	and	0
what	what	q-crq	what	what	0
our	our	po12	our	our	0
ignorant	ignorant	j	ignorant	ignorant	0
ones	ones	pi2	ones	one	0
dreame	dreame	vvb	dream	dream	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
that	that	cst	that	that	0
their	their	po32	their	their	0
eyes	eyes	n2	eyes	eye	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
are	are	vbr	are	be	0
blinded	blinded	vvn	blinded	blind	0
:	:	:	:	:	0
and	and	cc	and	and	0
what	what	q-crq	what	what	0
our	our	po12	our	our	0
Naturalists	Naturalists	n2	Naturalists	naturalist	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
Be	Be	vbb	Be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
that	that	cst	that	that	0
this	this	d	this	this	0
Race	Race	n1	Raze	race	0
is	is	vbz	is	be	0
spiritually	spiritually	av-j	spiritually	spiritual	0
discerned	discerned	vvn	discerned	discern	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	q-crq	what	what	0
our	our	po12	our	our	0
Earth-wormes	Earth-wormes	n2	Earthworms	earthworm	0
thinke	thinke	vvb	think	think	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
that	that	cst	that	that	0
all	all	d	all	all	0
such	such	d	such	such	0
are	are	vbr	are	be	0
but	but	cc-acp	but	but	0
earthly	earthly	j	earthly	earthly	0
minded	minded	j-vvn	minded	mind	0
:	:	:	:	:	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
our	our	po12	our	our	0
prophane	prophane	j	profane	profane	0
ones	ones	pi2	ones	one	0
vtterly	vtterly	av-j	utterly	utter	0
despise	despise	vvb	despise	despise	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
that	that	d	that	that	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
together	together	av	together	together	0
irreligious	irreligious	j	irreligious	irreligious	0
:	:	:	:	:	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
our	our	po12	our	our	0
vngodly	vngodly	j	ungodly	ungodly	0
ones	ones	pi2	ones	one	0
as	as	p-acp	as	as	0
yet	yet	av	yet	yet	0
regard	regard	vvb	regard	regard	0
not	not	xx	not	not	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
that	that	cst	that	that	0
their	their	po32	their	their	0
hearts	hearts	n2	hearts	heart	0
are	are	vbr	are	be	0
hard	hard	j	hard	hard	0
and	and	cc	and	and	0
stony	stony	j	stony	stony	0
,	,	,	,	,	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
our	our	po12	our	our	0
Hypocrites	Hypocrites	n2	Hypocrites	hypocrite	0
know	know	vvb	know	know	0
right	right	av-jn	right	right	0
wel	wel	av	well	well	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
yet	yet	av	yet	yet	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
runne	runne	vvi	run	run	0
,	,	,	,	,	0
vnlesse	vnlesse	cs	unless	unless	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
only	only	j	only	only	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
season	season	n1	season	season	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
the	the	dt	the	the	0
applause	applause	n1	applause	applause	0
and	and	cc	and	and	0
prayse	prayse	n1	praise	praise	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
:	:	:	:	:	0
and	and	cc	and	and	0
lastly	lastly	ord	lastly	last	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
our	our	po12	our	our	0
truly	truly	av-j	truly	true	0
Religious	Religious	j	Religious	religious	0
ones	ones	pi2	ones	one	0
striue	striue	vvi	strive	strive	0
to	to	pc-acp	to	to	0
runne	runne	vvi	run	run	0
;	;	;	;	;	0
albeit	albeit	cs	albeit	albeit	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
faintings	faintings	n2-vvg	faintings	faint	0
,	,	,	,	,	0
failings	failings	n2-vvg	failings	failing	0
,	,	,	,	,	0
and	and	cc	and	and	0
desertions	desertions	n2	desertions	desertion	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
(	(	(	(	(	0
now	now	av	now	now	0
Right	Right	j-jn	Right	right	0
Honoura	Honoura	np1	Honoura	Honoura	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
only	only	j	only	only	0
end	end	n1	end	end	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
our	our	po12	our	our	0
Worldly	Worldly	j	Worldly	worldly	0
wise	wise	n1	wise	wise	0
(	(	(	(	(	0
bene	bene	fw-la	bene	bene	0
¦	¦	sy	¦	¦	0
dictione	dictione	n1	diction	diction	0
diuina	diuina	n1	divinam	divinam	0
)	)	)	)	)	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
yet	yet	av	yet	yet	0
more	more	av-dc	more	more	0
truly	truly	av-j	truly	true	0
wise	wise	j	wise	wise	0
vnto	vnto	p-acp	unto	unto	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
saluation	saluation	n1	salvation	salvation	0
:	:	:	:	:	0
and	and	cc	and	and	0
all	all	d	all	all	0
our	our	po12	our	our	0
ignorant	ignorant	j	ignorant	ignorant	0
ones	ones	pi2	ones	one	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
enlightned	enlightned	vvn	enlightened	enlighten	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
our	our	po12	our	our	0
Naturalists	Naturalists	n2	Naturalists	naturalist	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
renewed	renewed	vvn	renewed	renew	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
our	our	po12	our	our	0
Worldly	Worldly	j	Worldly	worldly	0
ones	ones	pi2	ones	one	0
may	may	vmb	may	may	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
haue	haue	vhi	have	have	0
their	their	po32	their	their	0
minds	minds	n2	minds	mind	0
set	set	vvn	set	set	0
on	on	p-acp	on	on	0
heauenly	heauenly	j	heavenly	heavenly	0
things	things	n2	things	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
our	our	po12	our	our	0
prophane	prophane	j	profane	profane	0
ones	ones	pi2	ones	one	0
may	may	vmb	may	may	0
yet	yet	av	yet	yet	0
proue	proue	vvi	prove	prove	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
pious	pious	j	pious	pious	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
our	our	po12	our	our	0
vngodly	vngodly	j	ungodly	ungodly	0
ones	ones	pi2	ones	one	0
may	may	vmb	may	may	0
come	come	vvi	come	come	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
to	to	pc-acp	to	to	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
pentance	pentance	n1	pentance	pentance	0
:	:	:	:	:	0
and	and	cc	and	and	0
all	all	d	all	all	0
our	our	po12	our	our	0
Hypocrites	Hypocrites	n2	Hypocrites	hypocrite	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
zealous	zealous	j	zealous	zealous	0
,	,	,	,	,	0
so	so	av	so	so	0
many	many	av-d	many	many	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
found	found	vvn	found	find	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
ranke	ranke	n1	rank	rank	0
of	of	pp-f	of	of	0
Election	Election	n1	Election	election	0
.	.	.	.	.	1
And	And	cc	And	and	0
finally	finally	av-j	finally	final	0
,	,	,	,	,	0
all	all	d	all	all	0
our	our	po12	our	our	0
Religious	Religious	j	Religious	religious	0
ones	ones	pi2	ones	one	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
strengthened	strengthened	vvn	strengthened	strengthen	0
,	,	,	,	,	0
and	and	cc	and	and	0
animated	animated	vvn	animated	animate	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
good	good	j	good	good	0
course	course	n1	course	course	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
hither	hither	av	hither	hither	0
vnto	vnto	p-acp	unto	unto	0
begunne	begunne	vvn	begun	begin	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
constantly	constantly	av-j	constantly	constant	0
and	and	cc	and	and	0
comfortably	comfortably	av-j	comfortably	comfortable	0
continuing	continuing	vvg	continuing	continue	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Goales	Goales	n2	Goals	goal	0
end	end	vvb	end	end	0
,	,	,	,	,	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
reape	reape	vvi	reap	reap	0
that	that	d	that	that	0
rich	rich	j	rich	rich	0
price	price	n1	price	price	0
of	of	pp-f	of	of	0
eternall	eternall	j	eternal	eternal	0
blisse	blisse	n1	bliss	bliss	0
.	.	.	.	.	1
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
heere	heere	av	here	here	0
made	made	vvn	made	make	0
bold	bold	j	bold	bold	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
publike	publike	j	public	public	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
commit	commit	vvi	commit	commit	0
this	this	d	this	this	0
short	short	j	short	short	0
Sermon	Sermon	n1	Sermon	sermon	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Presse	Presse	vvb	Press	press	0
:	:	:	:	:	0
teaching	teaching	vvg	teaching	teach	0
both	both	d	both	both	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
in	in	p-acp	in	in	0
parti	parti	fw-la	parti	parti	0
∣	∣	sy	∣	∣	0
cular	cular	j-jn	cular	cular	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
true	true	j	true	true	0
Christians	Christians	np1	Christians	Christians	0
else	else	av	else	else	0
in	in	p-acp	in	in	0
generall	generall	n1	general	general	0
,	,	,	,	,	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
ginne	ginne	vvb	gin	gin	0
,	,	,	,	,	0
hold	hold	vvb	hold	hold	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
and	and	cc	and	and	0
continue	continue	vvi	continue	continue	0
this	this	d	this	this	0
our	our	po12	our	our	0
true	true	j	true	true	0
Christian	Christian	njp	Christian	christian	0
Race	Race	n1	Raze	race	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
very	very	j	very	very	0
end	end	n1	end	end	0
and	and	cc	and	and	0
vpshot	vpshot	n1	upshot	upshot	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
liues	liues	n2	lives	life	0
:	:	:	:	:	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
death	death	n1	death	death	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
enioy	enioy	vvi	enjoy	enjoy	0
eternall	eternall	j	eternal	eternal	0
life	life	n1	life	life	0
.	.	.	.	.	1
Vouchsafe	Vouchsafe	vvb	Vouchsafe	vouchsafe	0
therefore	therefore	av	therefore	therefore	0
(	(	(	(	(	0
Right	Right	j-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
,	,	,	,	,	0
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
you	you	pn22	you	you	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
permit	permit	vvi	permit	permit	0
this	this	d	this	this	0
little	little	j	little	little	0
Worke	Worke	n1	Work	work	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
World	World	n1	World	world	0
vnder	vnder	p-acp	under	under	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
Name	Name	n1	Name	name	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
truth	truth	n1	truth	truth	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
be	be	vbi	be	be	0
euen	euen	av	even	even	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
shield	shield	n1	shield	shield	0
to	to	pc-acp	to	to	0
protect	protect	vvi	protect	protect	0
it	it	pn31	it	it	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
bitter	bitter	j	bitter	bitter	0
and	and	cc	and	and	0
biting	biting	j-vvg	biting	bite	0
Tongues	Tongues	n2	Tongues	tongue	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
our	our	po12	our	our	0
car	car	n1	car	car	0
∣	∣	sy	∣	∣	0
ping	ping	n1	ping	ping	0
and	and	cc	and	and	0
captious	captious	j	captious	captious	0
Ones	Ones	pi2	Ones	one	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
bee	bee	vbi	be	be	0
as	as	p-acp	as	as	0
an	an	dt	and	a	0
Oint	Oint	n1	Oint	oint	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
powred	powred	vvn	poured	pour	0
out	out	av	out	out	0
,	,	,	,	,	0
yeelding	yeelding	vvg	yielding	yield	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
sweete	sweete	j	sweet	sweet	0
and	and	cc	and	and	0
redo	redo	fw-la	redo	redo	0
∣	∣	sy	∣	∣	0
lent	lent	n1	lent	lent	0
sauour	sauour	n1	savour	savour	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
odorife	odorife	n1	odorife	odorife	0
∣	∣	sy	∣	∣	0
rous	rous	fw-la	rous	rous	0
indeed	indeed	av	indeed	indeed	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
and	and	cc	and	and	0
minds	minds	n2	minds	mind	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
true	true	j	true	true	0
Chri	Chri	np1	Chri	Chri	0
∣	∣	sy	∣	∣	0
stian	stian	n1	stian	stian	0
Readers	Readers	n2	Readers	reader	0
,	,	,	,	,	0
and	and	cc	and	and	0
Hearers	Hearers	n2	Hearers	hearer	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
And	And	cc	And	and	0
thus	thus	av	thus	thus	0
most	most	av-ds	most	most	0
humbly	humbly	av-j	humbly	humble	0
crauing	crauing	vvg	craving	crave	0
pardon	pardon	n1	pardon	pardon	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
my	my	po11	my	my	0
boldnesse	boldnesse	n1	boldness	boldness	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
being	being	vbg	being	be	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
detayne	detayne	vvi	detain	detain	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
any	any	d	any	any	0
longer	longer	av-jc	longer	long	0
,	,	,	,	,	0
least	least	cs	lest	lest	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
too	too	av	too	too	0
tedious	tedious	j	tedious	tedious	0
.	.	.	.	.	1
I	I	pns11	I	i	0
commend	commend	vvb	commend	commend	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
yours	yours	png22	yours	you	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
most	most	av-ds	most	most	0
gracious	gracious	j	gracious	gracious	0
God	God	np1	God	God	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
you	you	pn22	you	you	0
daily	daily	av-j	daily	daily	0
serue	serue	vvi	serve	serve	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
build	build	vvi	built	build	0
further	further	av-jc	further	further	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
both	both	d	both	both	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
you	you	pn22	you	you	0
an	an	dt	and	a	0
inheritance	inheritance	n1	inheritance	inheritance	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
mong	mong	p-acp	mong	among	0
all	all	d	all	all	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
satisfied	satisfied	vvn	satisfied	satisfy	0
.	.	.	.	.	1
