NAoman	NAoman	n1	NAoman	naoman	0
land	land	n1	land	land	0
,	,	,	,	,	0
vowing	vowing	vvg	vowing	vow	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
neuer	neuer	av-x	never	never	0
after	after	c-acp	after	after	0
of	of	pp-f	of	of	0
∣	∣	sy	∣	∣	0
fer	fer	fw-fr	fer	fer	0
burnt	burnt	j-vvn	burned	burn	0
offering	offering	n1	offering	offering	0
or	or	cc	or	or	0
sacrifice	sacrifice	n1	sacrifice	sacrifice	0
to	to	p-acp	to	to	0
other	other	j-jn	other	other	0
gods	gods	n2	gods	god	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
The	The	dt	The	the	0
good	good	j	good	good	0
acceptance	acceptance	n1	acceptance	acceptance	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
mercie	mercie	n1	mercy	mercy	0
and	and	cc	and	and	0
prouidence	prouidence	n1	providence	providence	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
therein	therein	av	therein	therein	0
considered	considered	vvn	considered	consider	0
,	,	,	,	,	0
(	(	(	(	(	0
Right	Right	av-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
)	)	)	)	)	0
mooued	mooued	vvd	moved	move	0
mee	mee	pno11	me	i	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
an	an	dt	and	a	0
∣	∣	sy	∣	∣	0
swere	swere	vvb	swear	swear	0
vnto	vnto	p-acp	unto	unto	0
some	some	d	some	some	0
such	such	d	such	such	0
demands	demands	n2	demands	demand	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
haue	haue	vhb	have	have	0
been	been	vbn	been	be	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
pounded	pounded	vvn	pounded	pound	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
here	here	av	here	here	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
fatherland	fatherland	n1	fatherland	fatherland	0
,	,	,	,	,	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
fruitfulnesse	fruitfulnesse	n1	fruitfulness	fruitfulness	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
good	good	j	good	good	0
land	land	n1	land	land	0
,	,	,	,	,	0
where	where	q-crq	where	where	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
vpper	vpper	jc	upper	upper	0
springs	springs	n2	springs	spring	0
and	and	cc	and	and	0
the	the	dt	the	the	0
nether	nether	j	neither	nether	0
springs	springs	n2	springs	spring	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
alot	alot	vvi	allot	allot	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Othoniel	Othoniel	np1	Othoniel	Othoniel	0
and	and	cc	and	and	0
Achsah	Achsah	np1	Achsah	Achsah	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
times	times	n2	times	time	0
,	,	,	,	,	0
the	the	dt	the	the	0
sonne	sonne	n1	son	son	0
in	in	p-acp	in	in	0
law	law	n1	law	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
daughter	daughter	n1	daughter	daughter	0
to	to	p-acp	to	to	0
Caleb	Caleb	np1	Caleb	Caleb	0
,	,	,	,	,	0
the	the	cs	the	than	0
the	the	dt	the	the	0
noblest	noblest	js	noblest	noble	0
Prince	Prince	n1	Prince	prince	0
and	and	cc	and	and	0
longest	longest	js	longest	long	0
liuer	liuer	n1	liver	liver	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
peo	peo	fw-la	peo	peo	0
∣	∣	sy	∣	∣	0
ple	ple	n1	ple	ple	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
seene	seene	vvn	seen	see	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
wonders	wonders	n2	wonders	wonder	0
and	and	cc	and	and	0
deliuerances	deliuerances	n2	deliverances	deliverance	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Egypt	Egypt	np1	Egypt	Egypt	0
,	,	,	,	,	0
the	the	dt	the	the	0
red	red	j-jn	read	red	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
Wildernes	Wildernes	n1	Wilderness	wilderness	0
,	,	,	,	,	0
and	and	cc	and	and	0
land	land	n1	land	land	0
of	of	pp-f	of	of	0
Promise	Promise	n1	Promise	promise	0
,	,	,	,	,	0
(	(	(	(	(	0
Preserue	Preserue	vvb	Preserve	preserve	0
them	them	pno32	them	they	0
still	still	av	still	still	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
the	the	dt	the	the	0
Canaanites	Canaanites	np2	Canaanites	Canaanite	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
among	among	p-acp	among	among	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
liue	liue	vvb	live	live	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
them	them	pno32	them	they	0
all	all	d	all	all	0
for	for	p-acp	for	for	0
strength	strength	n1	strength	strength	0
of	of	pp-f	of	of	0
body	body	n1	body	body	0
,	,	,	,	,	0
wise	wise	j	wise	wise	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
,	,	,	,	,	0
constancie	constancie	n1	constancy	constancy	0
and	and	cc	and	and	0
yeares	yeares	n2	years	year	0
like	like	av-j	like	like	0
vnto	vnto	p-acp	unto	unto	0
Caleb	Caleb	np1	Caleb	Caleb	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
Othoniel	Othoniel	np1	Othoniel	Othoniel	0
to	to	pc-acp	to	to	0
subdue	subdue	vvi	subdue	subdue	0
the	the	dt	the	the	0
enemies	enemies	n2	enemies	enemy	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
.	.	.	.	.	0
)	)	)	)	)	1
And	And	cc	And	and	0
not	not	xx	not	not	0
hauing	hauing	vhg	having	have	0
any	any	d	any	any	0
better	better	j	better	better	0
meanes	meanes	n2	means	mean	0
then	then	cs	then	than	0
this	this	d	this	this	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
content	content	j	content	content	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
now	now	av	now	now	0
presented	presented	vvn	presented	present	0
my	my	po11	my	my	0
little	little	j	little	little	0
cake	cake	n1	cake	cake	0
,	,	,	,	,	0
and	and	cc	and	and	0
offered	offered	vvd	offered	offer	0
my	my	po11	my	my	0
two	two	crd	two	two	0
mites	mites	n2	mites	mite	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
ser	ser	zz	ser	ser	0
∣	∣	sy	∣	∣	0
uants	uants	vvz	vaunts	vaunt	0
and	and	cc	and	and	0
treasurie	treasurie	n1	treasury	treasury	0
,	,	,	,	,	0
being	being	vbg	being	be	0
all	all	d	all	all	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
.	.	.	.	.	1
The	The	dt	The	the	0
former	former	j	former	former	0
being	being	vbg	being	be	0
,	,	,	,	,	0
A	A	dt	A	a	0
faithfull	faithfull	j	faithful	faithful	0
Admonition	Admonition	n1	Admonition	admonition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Prince	Prince	n1	Prince	prince	0
Ele	Ele	uh	Ele	ele	0
∣	∣	sy	∣	∣	0
ctor	ctor	n1	ctor	ctor	0
Palatines	Palatines	njp2	Palatines	palatine	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
aduising	aduising	vvg	advising	advise	0
to	to	p-acp	to	to	0
vnity	vnity	n1	unity	unity	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
,	,	,	,	,	0
A	A	dt	A	a	0
full	full	j	full	full	0
Declaration	Declaration	n1	Declaration	declaration	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
faith	faith	n1	faith	faith	0
.	.	.	.	.	1
So	So	av	So	so	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
this	this	d	this	this	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
an	an	dt	and	a	0
Apollogie	Apollogie	n1	Apology	apology	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
former	former	j	former	former	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
appea	appea	n1	appea	appea	0
∣	∣	sy	∣	∣	0
reth	reth	n1	reth	reth	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
8.	8.	crd	8.	8.	1
Chapter	Chapter	n1	Chapter	chapter	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
is	is	vbz	is	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
full	full	j	full	full	0
satis	satis	fw-la	satis	satis	0
∣	∣	sy	∣	∣	0
faction	faction	n1	faction	faction	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
such	such	d	such	such	0
honest	honest	j	honest	honest	0
people	people	n1	people	people	0
as	as	p-acp	as	as	0
desire	desire	n1	desire	desire	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
what	what	r-crq	what	what	0
to	to	pc-acp	to	to	0
trust	trust	vvi	trust	trust	0
to	to	p-acp	to	to	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
For	For	p-acp	For	for	0
which	which	r-crq	which	which	0
end	end	n1	end	end	0
they	they	pns32	they	they	0
first	first	ord	first	first	0
published	published	vvd	published	publish	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
appeareth	appeareth	vvz	appears	appear	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
1.	1.	crd	1.	1.	1
Chapter	Chapter	n1	Chapter	chapter	0
,	,	,	,	,	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
only	only	av-j	only	only	0
aimed	aimed	vvd	aimed	aim	0
at	at	p-acp	at	at	0
in	in	p-acp	in	in	0
translating	translating	n-vvg	translating	translate	0
it	it	pn31	it	it	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
as	as	a-acp	as	as	0
for	for	p-acp	for	for	0
peace	peace	n1	peace	peace	0
haters	haters	n2	haters	hater	0
nothing	nothing	pix	nothing	nothing	0
wil	wil	vmb	will	will	0
satisfie	satisfie	vvi	satisfy	satisfy	0
them	them	pno32	them	they	0
,	,	,	,	,	0
God-fea	God-fea	j	God-fea	god-fea	0
∣	∣	sy	∣	∣	0
ring	ring	n1	ring	ring	0
people	people	n1	people	people	0
then	then	av	then	then	0
finding	finding	vvg	finding	find	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
seeke	seeke	vvb	seek	seek	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
none	none	pix	none	none	0
will	will	vmb	will	will	0
blame	blame	vvi	blame	blame	0
mee	mee	pno11	me	i	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
taught	taught	vvn	taught	teach	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
English	English	jp	English	english	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
plaine	plaine	j	plain	plain	0
a	a	dt	a	a	0
stile	stile	n1	style	stile	0
;	;	;	;	;	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
know	know	vvb	know	know	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
done	done	vdn	done	do	0
it	it	pn31	it	it	0
so	so	av	so	so	0
faithfullie	faithfullie	av-j	faithfully	faithful	0
as	as	c-acp	as	as	0
possibly	possibly	av-j	possibly	possible	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
.	.	.	.	.	1
The	The	dt	The	the	0
causes	causes	n2	causes	cause	0
moouing	moouing	vvg	moving	move	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
so	so	av	so	so	0
bold	bold	j	bold	bold	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
your	your	po22	your	your	0
Honors	Honors	ng1	Honours	honour	0
cognisance	cognisance	n1	cognisance	cognisance	0
vpon	vpon	p-acp	upon	upon	0
this	this	d	this	this	0
Prince	Prince	n1	Prince	prince	0
Electors	Electors	n2	Electors	elector	0
man	man	n1	man	man	0
,	,	,	,	,	0
are	are	vbr	are	be	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
mooue	mooue	vvi	move	move	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
dread	dread	j	dread	dread	0
Soueraigne	Soueraigne	n-jn	Sovereign	sovereign	0
to	to	pc-acp	to	to	0
assigne	assigne	vvi	assign	assign	0
your	your	po22	your	your	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
nour	nour	vvi	nou_r_	nou_r_	0
a	a	dt	a	a	0
generall	generall	j	general	general	0
charge	charge	n1	charge	charge	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
iustice	iustice	n1	justice	justice	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
oppres	oppres	vvi	oppress	oppress	0
∣	∣	sy	∣	∣	0
sed	sed	fw-la	sed	sed	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
the	the	dt	the	the	0
fatherlesse	fatherlesse	j	fatherless	fatherless	0
,	,	,	,	,	0
the	the	dt	the	the	0
widow	widow	n1	widow	widow	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
stranger	stranger	n1	stranger	stranger	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
serued	serued	vvd	served	serve	0
in	in	p-acp	in	in	0
the	the	pno32	thee	they	0
for	for	c-acp	for	for	0
∣	∣	sy	∣	∣	0
mer	mer	uh	mere	mer	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Table	Table	n1	Table	table	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Right	Right	j-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
Oliuer	Oliuer	np1	Oliuer	Oliver	0
Lord	Lord	n1	Lord	lord	0
S.	S.	np1	S.	S.	0
Iohn	Iohn	np1	Iohn	John	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
dish	dish	n1	dish	dish	0
of	of	pp-f	of	of	0
Renish	Renish	jp	Renish	rhenish	0
Grapes	Grapes	n2	Grapes	grape	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
thers	thers	pc-acp|vbz	the	there|be	0
might	might	n1	might	might	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
willingly	willingly	av-j	willingly	willing	0
taste	taste	vvi	taste	taste	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
so	so	av	so	so	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
good	good	j	good	good	0
acceptance	acceptance	n1	acceptance	acceptance	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
tree	tree	n1	tree	tree	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Orchard	Orchard	n1	Orchard	orchard	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
spread	spread	vvi	spread	spread	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
the	the	dt	the	the	0
further	further	jc	further	further	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
vineyard	vineyard	n1	vineyard	vineyard	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
planted	planted	vvn	planted	plant	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Ise	Ise	n1	I'm	ice	0
∣	∣	sy	∣	∣	0
land	land	n1	land	land	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
that	that	d	that	that	0
good	good	j	good	good	0
land	land	n1	land	land	0
may	may	vmb	may	may	0
haue	haue	vhi	have	have	0
,	,	,	,	,	0
two	two	crd	two	two	0
faith	faith	n1	faith	faith	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
and	and	cc	and	and	0
Honourable	Honourable	j	Honourable	honourable	0
witnesses	witnesses	n2	witnesses	witness	0
sufficient	sufficient	j	sufficient	sufficient	0
to	to	pc-acp	to	to	0
auouch	auouch	vvi	avouch	avouch	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
against	against	p-acp	against	against	0
any	any	d	any	any	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
bring	bring	vvi	bring	bring	0
an	an	dt	and	a	0
euill	euill	j-jn	evil	evil	0
report	report	n1	report	report	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
And	And	cc	And	and	0
though	though	cs	though	though	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
now	now	av	now	now	0
so	so	av	so	so	0
homely	homely	j	homely	homely	0
apparrelled	apparrelled	vvn	appareled	apparel	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
English	English	jp	English	english	0
shepheards	shepheards	ng1	shepherds	shepherd	0
weede	weede	n1	weed	weed	0
,	,	,	,	,	0
the	the	dt	the	the	0
fault	fault	n1	fault	fault	0
thereof	thereof	av	thereof	thereof	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ascribed	ascribed	vvn	ascribed	ascribe	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
assure	assure	vvb	assure	assure	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
Ionathan	Ionathan	np1	Ionathan	Jonathan	0
got	got	vvd	god	get	0
his	his	po31	his	his	0
acquaintance	acquaintance	n1	acquaintance	acquaintance	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
haue	haue	vhi	have	have	0
honoured	honoured	vvn	honoured	honour	0
him	him	pno31	him	he	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
now	now	av	now	now	0
is	is	vbz	is	be	0
,	,	,	,	,	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
shall	shall	vmb	shall	shall	0
reape	reape	vvi	reap	reap	0
no	no	dx	no	no	0
disgrace	disgrace	n1	disgrace	disgrace	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
borne	borne	vvn	born	bear	0
in	in	p-acp	in	in	0
Ishaies	Ishaies	ng1	Ishaies	ishaies	0
house	house	n1	house	house	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
strong	strong	j	strong	strong	0
,	,	,	,	,	0
valient	valient	j	valiant	valiant	0
and	and	cc	and	and	0
wise	wise	j	wise	wise	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
is	is	vbz	is	be	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
:	:	:	:	:	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
fought	fought	vvd	fought	fight	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Lion	Lion	n1	Lion	lion	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Beare	Beare	n1	Bear	bear	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
father-land	father-land	n1	fatherland	fatherland	0
,	,	,	,	,	0
so	so	av	so	so	0
dare	dare	vvb	dare	dare	0
he	he	pns31	he	he	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
5.	5.	crd	5.	5.	0
smooth	smooth	j	smooth	smooth	0
stones	stones	n2	stones	stone	0
ta	ta	dt	ta	a	0
∣	∣	sy	∣	∣	0
ken	ken	vvb	ken	ken	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
brooke	brooke	vvi	brook	brook	0
)	)	)	)	)	0
encounter	encounter	n1	encounter	encounter	0
Goliah	Goliah	np1	Goliah	Goliath	0
a	a	zz	a	a	0
∣	∣	sy	∣	∣	0
abroad	abroad	av	abroad	abroad	0
,	,	,	,	,	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
heare	heare	vvb	hear	hear	0
him	him	pno31	him	he	0
blaspheme	blaspheme	vvi	blaspheme	blaspheme	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
his	his	po31	his	his	0
hoast	hoast	n1	host	host	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
better	better	jc	better	better	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
himselfe	himselfe	px31	himself	himself	0
take	take	vvb	take	take	0
no	no	dx	no	no	0
harme	harme	n1	harm	harm	0
,	,	,	,	,	0
being	being	vbg	being	be	0
so	so	av	so	so	0
honourably	honourably	av-j	honourably	honourable	0
har	har	zz	har	har	0
∣	∣	sy	∣	∣	0
nished	nished	vvn	nished	nish	0
.	.	.	.	.	1
And	And	cc	And	and	0
no	no	dx	no	no	0
doubt	doubt	n1	doubt	doubt	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
find	find	vvi	find	find	0
some	some	d	some	some	0
oppo	oppo	n1	oppo	oppo	0
∣	∣	sy	∣	∣	0
sition	sition	n1	sition	sition	0
abroad	abroad	av	abroad	abroad	0
,	,	,	,	,	0
it	it	pn31	it	it	0
so	so	av	so	so	0
being	being	vbg	being	be	0
that	that	d	that	that	0
his	his	po31	his	his	0
brethren	brethren	n2	brothers	brethren	0
(	(	(	(	(	0
the	the	dt	the	the	0
sons	sons	n2	sons	son	0
of	of	pp-f	of	of	0
Bilhah	Bilhah	np1	Bilhah	Bilhah	0
and	and	cc	and	and	0
Zilpah	Zilpah	np1	Zilpah	Zilpah	0
)	)	)	)	)	0
hate	hate	vvb	hate	hate	0
him	him	pno31	him	he	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
his	his	po31	his	his	0
father	father	n1	father	father	0
loueth	loueth	vvz	loves	love	0
him	him	pno31	him	he	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
them	them	pno32	them	they	0
:	:	:	:	:	0
and	and	cc	and	and	0
because	because	c-acp	because	because	0
his	his	po31	his	his	0
workes	workes	n2	works	work	0
are	are	vbr	are	be	0
good	good	j	good	good	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
common	common	j	common	common	0
case	case	n1	case	case	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
dearest	dearest	js-jn	dearest	dear	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
