SIRS	SIRS	np1	SIRS	Sirs	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
people	people	n1	people	people	0
;	;	;	;	;	0
it	it	pn31	it	it	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
belong	belong	vvi	belong	belong	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
parties	parties	n2	parties	party	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
judge	judge	vvi	judge	judge	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
differences	differences	n2	differences	difference	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
moderate	moderate	j	moderate	moderate	0
and	and	cc	and	and	0
meek	meek	j	meek	meek	0
spirit	spirit	n1	spirit	spirit	0
between	between	p-acp	between	between	0
people	people	n1	people	people	0
and	and	cc	and	and	0
people	people	n1	people	people	0
;	;	;	;	;	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
suffer	suffer	vvi	suffer	suffer	0
flesh	flesh	n1	flesh	flesh	0
or	or	cc	or	or	0
selfish	selfish	n1	selfish	selfish	0
distem	distem	vvi	distem	distem	0
∣	∣	sy	∣	∣	0
per	per	fw-la	per	per	0
to	to	pc-acp	to	to	0
breake	breake	vvi	break	break	0
forth	forth	av	forth	forth	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
;	;	;	;	;	0
a	a	dt	a	a	0
hasty	hasty	j	hasty	hasty	0
rash	rash	j	rash	rash	0
spirit	spirit	n1	spirit	spirit	0
cannot	cannot	vmbx	cannot	can	0
judge	judge	vvi	judge	judge	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
are	are	vbr	are	be	0
onely	onely	av-j	only	only	0
these	these	d	these	these	0
two	two	crd	two	two	0
roots	roots	n2	roots	root	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
these	these	d	these	these	0
differences	differences	n2	differences	difference	0
spring	spring	vvb	spring	spring	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
either	either	av-d	either	either	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
that	that	cst	that	that	0
made	made	vvd	made	make	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
or	or	cc	or	or	0
from	from	p-acp	from	from	0
humane	humane	j	humane	humane	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Creature	Creature	n1	Creature	creature	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
gone	gone	vvn	gone	go	0
astray	astray	av	astray	astray	0
;	;	;	;	;	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
walks	walks	vvz	walks	walk	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
denies	denies	vvz	denies	deny	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
be	be	vbb	be	be	0
spirituall	spirituall	j	spiritual	spiritual	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
say	say	vvb	say	say	0
,	,	,	,	,	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
judge	judge	vvi	judge	judge	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
differences	differences	n2	differences	difference	0
,	,	,	,	,	0
and	and	cc	and	and	0
declare	declare	vvi	declare	declare	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
stand	stand	vvi	stand	stand	0
;	;	;	;	;	0
and	and	cc	and	and	0
what	what	q-crq	what	what	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
flesh	flesh	n1	flesh	flesh	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
trod	trod	vvn	trod	tread	0
under	under	p-acp	under	under	0
foot	foot	n1	foot	foot	0
;	;	;	;	;	0
that	that	cst	that	that	0
so	so	av	so	so	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
that	that	cst	that	that	0
made	made	vvd	made	make	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
exalted	exalted	vvn	exalted	exalt	0
above	above	p-acp	above	above	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
power	power	n1	power	power	0
,	,	,	,	,	0
that	that	cst	that	that	0
doth	doth	vdz	does	do	0
begin	begin	vvi	begin	begin	0
to	to	pc-acp	to	to	0
shine	shine	vvi	shine	shine	0
forth	forth	av	forth	forth	0
.	.	.	.	.	1
The	The	dt	The	the	0
rule	rule	n1	rule	rule	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
judge	judge	vvb	judge	judge	0
by	by	p-acp	by	by	0
,	,	,	,	,	0
you	you	pn22	you	you	0
say	say	vvb	say	say	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
of	of	pp-f	of	of	0
Prophets	Prophets	n2	Prophets	prophet	0
,	,	,	,	,	0
Apostles	Apostles	n2	Apostles	apostle	0
and	and	cc	and	and	0
ancient	ancient	j	ancient	ancient	0
writers	writers	n2	writers	writer	0
;	;	;	;	;	0
if	if	cs	if	if	0
so	so	av	so	so	0
,	,	,	,	,	0
then	then	cs	then	than	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
spirituall	spirituall	j	spiritual	spiritual	0
,	,	,	,	,	0
or	or	cc	or	or	0
all	all	d	all	all	0
spirit	spirit	n1	spirit	spirit	0
;	;	;	;	;	0
neither	neither	av-dx	neither	neither	0
have	have	vhb	have	have	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
alone	alone	j	alone	alone	0
priviledge	priviledge	n1	privilege	privilege	0
to	to	pc-acp	to	to	0
judge	judge	vvi	judge	judge	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
People	People	n1	People	people	0
having	having	vhg	having	have	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
may	may	vmb	may	may	0
judge	judge	vvi	judge	judge	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
.	.	.	.	.	1
If	If	cs	If	if	0
you	you	pn22	you	you	0
say	say	vvb	say	say	0
no	no	av-dx	no	no	0
,	,	,	,	,	0
the	the	dt	the	the	0
People	People	n1	People	people	0
cannot	cannot	vmbx	cannot	can	0
judge	judge	vvi	judge	judge	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
the	the	dt	the	the	0
ori	ori	fw-la	ori	ori	0
∣	∣	sy	∣	∣	0
ginall	ginall	n1	ginall	ginall	0
:	:	:	:	:	0
I	I	pns11	I	i	0
answer	answer	vvb	answer	answer	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
doe	doe	vdb	do	do	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
the	the	dt	the	the	0
originall	originall	n-jn	original	original	0
;	;	;	;	;	0
though	though	cs	though	though	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
learning	learning	n1	learning	learning	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
translate	translate	vvi	translate	translate	0
a	a	dt	a	a	0
writing	writing	n-vvg	writing	write	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Hebrew	Hebrew	njp	Hebrew	hebrew	0
or	or	cc	or	or	0
Greek	Greek	jp	Greek	greek	0
into	into	p-acp	into	into	0
our	our	po12	our	our	0
mother	mother	n1	mother	mother	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
English	English	np1	English	English	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
riginall	riginall	n-jn	riginall	riginall	0
Scripture	Scripture	n1	Scripture	scripture	0
you	you	pn22	you	you	0
cannot	cannot	vmbx	cannot	can	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
those	those	d	those	those	0
very	very	j	very	very	0
Copies	Copies	n2	Copies	copy	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Prophets	Prophets	n2	Prophets	prophet	0
and	and	cc	and	and	0
Apostles	Apostles	n2	Apostles	apostle	0
writ	writ	vvn	writ	write	0
,	,	,	,	,	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
seen	seen	vvn	seen	see	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Universities	Universities	n2	Universities	university	0
.	.	.	.	.	1
You	You	pn22	You	you	0
say	say	vvb	say	say	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
the	the	dt	the	the	0
just	just	j	just	just	0
Copies	Copies	n2	Copies	copy	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
writings	writings	n2	writings	write	0
;	;	;	;	;	0
you	you	pn22	you	you	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
know	know	vvi	know	know	0
that	that	cst	that	that	0
but	but	p-acp	but	but	0
as	as	a-acp	as	as	0
your	your	po22	your	your	0
Fathers	Fathers	n2	Father's	father	0
have	have	vhb	have	have	0
told	told	vvn	told	tell	0
you	you	pn22	you	you	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
as	as	a-acp	as	as	0
well	well	av	well	well	0
false	false	j	false	false	0
as	as	c-acp	as	as	0
true	true	j	true	true	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
better	better	jc	better	better	0
ground	ground	n1	ground	ground	0
then	then	cs	then	than	0
tradi	tradi	n1	tradi	tradi	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
.	.	.	.	.	1
You	You	pn22	You	you	0
say	say	vvb	say	say	0
that	that	cst	that	that	0
the	the	dt	the	the	0
interpretation	interpretation	n1	interpretation	interpretation	0
of	of	pp-f	of	of	0
Scripture	Scripture	n1	Scripture	scripture	0
into	into	p-acp	into	into	0
our	our	po12	our	our	0
mother	mother	n1	mother	mother	0
tongue	tongue	n1	tongue	tongue	0
is	is	vbz	is	be	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
mind	mind	n1	mind	mind	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
;	;	;	;	;	0
you	you	pn22	you	you	0
cannot	cannot	vmbx	cannot	can	0
tell	tell	vvi	tell	tell	0
that	that	d	that	that	0
neither	neither	av-dx	neither	neither	0
,	,	,	,	,	0
unlesse	unlesse	cs	unless	unless	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
did	did	vdd	did	do	0
nterpret	nterpret	vvi	nterpret	nterpret	0
those	those	d	those	those	0
writings	writings	n2	writings	write	0
,	,	,	,	,	0
had	had	vhd	had	have	0
had	had	vhn	had	have	0
the	the	av	the	then	0
same	same	d	same	same	0
testimony	testimony	n1	testimony	testimony	0
of	of	pp-f	of	of	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
pen-men	pen-men	n2	penmen	penman	0
of	of	pp-f	of	of	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
had	had	vhd	had	have	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
within	within	p-acp	within	within	0
that	that	d	that	that	0
must	must	vmb	must	must	0
prove	prove	vvi	prove	prove	0
those	those	d	those	those	0
co	co	n1	counterfeit	counterfeit	0
∣	∣	sy	∣	∣	0
pies	pies	n2	pies	pie	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
true	true	j	true	true	0
:	:	:	:	:	0
now	now	av	now	now	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
many	many	d	many	many	0
translations	translations	n2	translations	translation	0
and	and	cc	and	and	0
inter	inter	fw-la	inter	inter	0
∣	∣	sy	∣	∣	0
pretations	pretations	n2	pretations	pretation	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
differ	differ	vvb	differ	differ	0
much	much	d	much	much	0
one	one	pi	one	one	0
from	from	p-acp	from	from	0
another	another	n-jn	another	another	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
must	must	vmb	must	must	0
the	the	dt	the	the	0
People	People	n1	People	people	0
take	take	vvb	take	take	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
truest	truest	js	truest	true	0
;	;	;	;	;	0
seeing	seeing	vvg	seeing	see	0
you	you	pn22	you	you	0
yourselves	yourselves	px22	yourselves	yourselves	0
are	are	vbr	are	be	0
at	at	p-acp	at	at	0
losse	losse	n1	loss	loss	0
?	?	?	?	?	1
One	One	crd	One	one	0
company	company	n1	company	company	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
sayes	sayes	vvz	says	say	0
,	,	,	,	,	0
this	this	d	this	this	0
translation	translation	n1	translation	translation	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
;	;	;	;	;	0
and	and	cc	and	and	0
then	then	av	then	then	0
the	the	dt	the	the	0
People	People	n1	People	people	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
forced	forced	vvn	forced	force	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
you	you	pn22	you	you	0
:	:	:	:	:	0
loe	loe	uh	lo	lo	0
,	,	,	,	,	0
here	here	av	here	here	0
is	is	vbz	is	be	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
saith	saith	vvz	says	say	0
the	the	dt	the	the	0
Prelats	Prelats	n2	Prelates	prelate	0
;	;	;	;	;	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
nother	nother	av-dx	neither	neither	0
company	company	n1	company	company	0
of	of	pp-f	of	of	0
yours	yours	png22	yours	you	0
saies	saies	vvz	says	say	0
,	,	,	,	,	0
such	such	d	such	such	0
a	a	dt	a	a	0
translation	translation	n1	translation	translation	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
truest	truest	js	truest	true	0
;	;	;	;	;	0
and	and	cc	and	and	0
then	then	av	then	then	0
the	the	dt	the	the	0
People	People	n1	People	people	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
forced	forced	vvn	forced	force	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
them	them	pno32	them	they	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
halfe-day	halfe-day	n1	halfe-day	halfe-day	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Beast	Beast	n1	Beast	beast	0
,	,	,	,	,	0
cry	cry	vvb	cry	cry	0
,	,	,	,	,	0
loe	loe	uh	lo	lo	0
here	here	av	here	here	0
is	is	vbz	is	be	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
First	First	ord	First	first	0
,	,	,	,	,	0
here	here	av	here	here	0
▪	▪	▪	▪	▪	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Presytery	Presytery	n1	Presytery	presytery	0
;	;	;	;	;	0
then	then	av	then	then	0
there	there	a-acp	there	there	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Independency	Independency	n1	Independency	independency	0
:	:	:	:	:	0
and	and	cc	and	and	0
thus	thus	av	thus	thus	0
you	you	pn22	you	you	0
leade	leade	vvb	lead	lead	0
the	the	dt	the	the	0
People	People	n1	People	people	0
like	like	av-j	like	like	0
horses	horses	n2	horses	horse	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
noses	noses	n2	noses	nose	0
;	;	;	;	;	0
&	&	cc	&	and	0
ride	ride	vvb	ride	ride	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
sure	sure	j	sure	sure	0
▪	▪	▪	▪	▪	0
from	from	p-acp	from	from	0
one	one	crd	one	one	0
forme	forme	n1	form	form	0
and	and	cc	and	and	0
custome	custome	n1	custom	custom	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
quite	quite	av	quite	quite	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
.	.	.	.	.	1
You	You	pn22	You	you	0
presse	presse	vvb	press	press	0
the	the	dt	the	the	0
People	People	n1	People	people	0
with	with	p-acp	with	with	0
much	much	d	much	much	0
violence	violence	n1	violence	violence	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
maintain	maintain	vvi	maintain	maintain	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
:	:	:	:	:	0
the	the	dt	the	the	0
People	People	n1	People	people	0
demands	demands	vvz	demands	demand	0
,	,	,	,	,	0
What	What	q-crq	What	what	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
?	?	?	?	?	1
You	You	pn22	You	you	0
say	say	vvb	say	say	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
.	.	.	.	.	1
The	The	dt	The	the	0
Peo	Peo	fw-la	Peo	peo	0
∣	∣	sy	∣	∣	0
ple	ple	n1	ple	ple	0
replies	replies	vvz	replies	reply	0
again	again	av	again	again	0
;	;	;	;	;	0
How	How	q-crq	How	how	0
can	can	vmb	can	can	0
these	these	d	these	these	0
Scrip	Scrip	n1	Scrip	scrip	0
∣	∣	sy	∣	∣	0
tures	tures	av	tures	tures	0
be	be	vbi	be	be	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
everlasting	everlasting	j	everlasting	everlasting	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
see	see	vvi	see	see	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
torne	torne	vvn	torn	tear	0
in	in	p-acp	in	in	0
peeces	peeces	n2	pieces	piece	0
daily	daily	av-j	daily	daily	0
amongst	amongst	p-acp	among	among	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
various	various	j	various	various	0
translations	translations	n2	translations	translation	0
,	,	,	,	,	0
infe	infe	n1	infe	infe	0
∣	∣	sy	∣	∣	0
rences	rences	n2	rences	rence	0
and	and	cc	and	and	0
conclusions	conclusions	n2	conclusions	conclusion	0
;	;	;	;	;	0
one	one	pi	one	one	0
pressing	pressing	vvg	pressing	press	0
this	this	d	this	this	0
,	,	,	,	,	0
another	another	j-jn	another	another	0
that	that	d	that	that	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
People	People	n1	People	people	0
are	are	vbr	are	be	0
lost	lost	vvn	lost	lose	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
waters	waters	n2	waters	water	0
?	?	?	?	?	1
If	If	cs	If	if	0
you	you	pn22	you	you	0
say	say	vvb	say	say	0
,	,	,	,	,	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
judge	judge	vvi	judge	judge	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Spi	Spi	vvb	Spi	spi	0
∣	∣	sy	∣	∣	0
rit	rit	n1	rit	rit	0
,	,	,	,	,	0
why	why	uh-crq	why	why	0
,	,	,	,	,	0
then	then	cs	then	than	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
the	the	dt	the	the	0
alone	alone	j	alone	alone	0
priviledge	priviledge	n1	privilege	privilege	0
to	to	pc-acp	to	to	0
judge	judge	vvi	judge	judge	0
neither	neither	av-dx	neither	neither	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
confined	confined	vvn	confined	confine	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Univer	Univer	n1	Univer	univer	0
∣	∣	sy	∣	∣	0
sities	sities	n2	sities	sity	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
spreads	spreads	vvz	spreads	spread	0
from	from	p-acp	from	from	0
East	East	n1	East	east	0
to	to	p-acp	to	to	0
West	West	n1	West	west	0
,	,	,	,	,	0
and	and	cc	and	and	0
enlightens	enlightens	vvz	enlightens	enlighten	0
sons	sons	n2	sons	son	0
and	and	cc	and	and	0
daughters	daughters	n2	daughters	daughter	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
parts	parts	n2	parts	part	0
.	.	.	.	.	1
If	If	cs	If	if	0
you	you	pn22	you	you	0
say	say	vvb	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
visions	visions	n2	visions	vision	0
and	and	cc	and	and	0
revelati	revelati	fw-la	revelati	revelati	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
are	are	vbr	are	be	0
ceased	ceased	vvn	ceased	cease	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
and	and	cc	and	and	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
are	are	vbr	are	be	0
still	still	av	still	still	0
together	together	av	together	together	0
;	;	;	;	;	0
then	then	cs	then	than	0
you	you	pn22	you	you	0
erre	erre	vvb	err	err	0
mightily	mightily	av-j	mightily	mighty	0
in	in	p-acp	in	in	0
spending	spending	vvg	spending	spend	0
constructi	constructi	fw-la	constructi	constructi	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
velation	velation	n1	velation	velation	0
;	;	;	;	;	0
and	and	cc	and	and	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
rather	rather	av-c	rather	rather	0
leave	leave	vvi	leave	leave	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
own	own	d	own	own	0
genuine	genuine	j	genuine	genuine	0
lan	lan	zz	lan	lan	0
∣	∣	sy	∣	∣	0
guage	guage	n1	guage	guage	0
,	,	,	,	,	0
that	that	cst	that	that	0
People	People	n1	People	people	0
may	may	vmb	may	may	0
read	read	vvi	read	read	0
the	the	dt	the	the	0
very	very	j	very	very	0
lettter	lettter	n1	lettter	letter	0
without	without	p-acp	without	without	0
alteration	alteration	n1	alteration	alteration	0
.	.	.	.	.	1
Two	Two	crd	Two	two	0
things	things	n2	things	thing	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
Scripture	Scripture	n1	Scripture	scripture	0
men	men	n2	men	man	0
,	,	,	,	,	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
judge	judge	vvi	judge	judge	0
of	of	pp-f	of	of	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
.	.	.	.	.	1
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
port	port	n1	port	port	0
