REuerend	REuerend	n-jn	REuerend	reuerend	0
aduersaries	aduersaries	n2	adversaries	adversary	0
,	,	,	,	,	0
part	part	n1	part	part	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
desire	desire	n1	desire	desire	0
and	and	cc	and	and	0
expectation	expectation	n1	expectation	expectation	0
of	of	pp-f	of	of	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
very	very	av	very	very	0
requisite	requisite	j	requisite	requisite	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
mine	mine	po11	mine	my	0
owne	owne	d	own	own	0
priuate	priuate	j	private	private	0
dutie	dutie	n1	duty	duty	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
offer	offer	vvi	offer	offer	0
these	these	d	these	these	0
my	my	po11	my	my	0
simple	simple	j	simple	simple	0
labours	labours	n2	labours	labour	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
protection	protection	n1	protection	protection	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
LL.	LL.	np1	LL.	Ll.	1
The	The	dt	The	the	0
matter	matter	n1	matter	matter	0
hereof	hereof	av	hereof	hereof	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
begin	begin	vvi	begin	begin	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
was	was	vbds	was	be	0
only	only	av-j	only	only	0
priuate	priuate	j	private	private	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Romish	Romish	jp	Romish	romish	0
Priest	Priest	n1	Priest	priest	0
,	,	,	,	,	0
one	one	crd	one	one	0
Paul	Paul	np1	Paul	Paul	0
Spence	Spence	np1	Spence	Spence	0
,	,	,	,	,	0
deteined	deteined	vvn	detained	detain	0
as	as	p-acp	as	as	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Castle	Castle	n1	Castle	castle	0
of	of	pp-f	of	of	0
Worcester	Worcester	np1	Worcester	Worcester	0
,	,	,	,	,	0
now	now	av	now	now	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
vpon	vpon	p-acp	upon	upon	0
what	what	r-crq	what	what	0
occasion	occasion	n1	occasion	occasion	0
,	,	,	,	,	0
liuing	liuing	vvg	living	live	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
libertie	libertie	n1	liberty	liberty	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
broad	broad	j	broad	broad	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
when	when	c-crq	when	when	0
by	by	p-acp	by	by	0
speech	speech	n1	speech	speech	0
and	and	cc	and	and	0
report	report	vvi	report	report	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
drawne	drawne	vvn	drawn	draw	0
to	to	pc-acp	to	to	0
occa	occa	fw-it	occa	occa	0
∣	∣	sy	∣	∣	0
sion	sion	n1	sion	sion	0
of	of	pp-f	of	of	0
publicke	publicke	j	public	public	0
scandall	scandall	n1	scandal	scandal	0
,	,	,	,	,	0
the	the	dt	the	the	0
aduersary	aduersary	n1	adversary	adversary	0
bragging	bragging	vvg	bragging	brag	0
in	in	p-acp	in	in	0
secret	secret	j-jn	secret	secret	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
victory	victory	n1	victory	victory	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
doubting	doubting	vvg	doubting	doubt	0
what	what	r-crq	what	what	0
to	to	pc-acp	to	to	0
thinke	thinke	vvi	think	think	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
saw	saw	vvd	saw	see	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
contrary	contrary	n-jn	contrary	contrary	0
,	,	,	,	,	0
I	I	pns11	I	i	0
iudged	iudged	vvd	judged	judge	0
it	it	pn31	it	it	0
necessary	necessary	j	necessary	necessary	0
after	after	c-acp	after	after	0
long	long	av-j	long	long	0
debating	debating	vvg	debating	debate	0
&	&	cc	&	and	0
deliberating	deliberating	vvg	deliberating	deliberate	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
all	all	d	all	all	0
men	men	n2	men	man	0
see	see	vvb	see	see	0
how	how	c-crq	how	how	0
litle	litle	j	little	little	0
reason	reason	n1	reason	reason	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
such	such	d	such	such	0
insolent	insolent	j	insolent	insolent	0
tryumph	tryumph	n1	triumph	triumph	0
:	:	:	:	:	0
suppo	suppo	fw-it	suppo	suppo	0
∣	∣	sy	∣	∣	0
sing	sing	vvb	sing	sing	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
turned	turned	vvn	turned	turn	0
vppon	vppon	p-acp	upon	upon	0
mee	mee	pno11	me	i	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
iust	iust	j	just	just	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
proofe	proofe	n1	proof	proof	0
and	and	cc	and	and	0
blame	blame	n1	blame	blame	0
,	,	,	,	,	0
if	if	cs	if	if	0
my	my	po11	my	my	0
concealing	concealing	n-vvg	concealing	conceal	0
hereof	hereof	av	hereof	hereof	0
should	should	vmd	should	shall	0
cause	cause	vvi	cause	cause	0
any	any	d	any	any	0
disaduantage	disaduantage	n1	disadvantage	disadvantage	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
discredite	discredite	n1	discredit	discredit	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Ministery	Ministery	n1	Ministry	ministry	0
&	&	cc	&	and	0
seruice	seruice	n1	service	service	0
which	which	r-crq	which	which	0
vnder	vnder	p-acp	under	under	0
your	your	po22	your	your	0
LL.	LL.	np1	LL.	Ll.	1
I	I	pns11	I	i	0
execute	execute	vvb	execute	execute	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
place	place	n1	place	place	0
where	where	c-crq	where	where	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
professe	professe	vvi	profess	profess	0
that	that	cst	that	that	0
my	my	po11	my	my	0
thus	thus	av	thus	thus	0
doing	doing	vdg	doing	do	0
,	,	,	,	,	0
is	is	vbz	is	be	0
only	only	av-j	only	only	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Citie	Citie	n1	City	city	0
of	of	pp-f	of	of	0
Worcester	Worcester	np1	Worcester	Worcester	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
thereabout	thereabout	av	thereabouts	thereabouts	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
haue	haue	vhb	have	have	0
desired	desired	vvn	desired	desire	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
satisfied	satisfied	vvn	satisfied	satisfy	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
LL.	LL.	np1	LL.	Ll.	0
are	are	vbr	are	be	0
both	both	av-d	both	both	0
by	by	p-acp	by	by	0
speciall	speciall	j	special	special	0
occasion	occasion	n1	occasion	occasion	0
affectio	affectio	fw-la	affectio	affectio	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
place	place	n1	place	place	0
.	.	.	.	.	1
I	I	pns11	I	i	0
know	know	vvb	know	know	0
my	my	po11	my	my	0
paines	paines	n2	pains	pain	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
the	the	dt	the	the	0
better	better	av-jc	better	better	0
accepted	accepted	vvn	accepted	accept	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
vouchsafed	vouchsafed	vvn	vouchsafed	vouchsafe	0
your	your	po22	your	your	0
LL.	LL.	np1	LL.	Ll.	0
gracious	gracious	j	gracious	gracious	0
and	and	cc	and	and	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
uourable	uourable	j	uourable	uourable	0
acceptation	acceptation	n1	acceptation	acceptation	0
.	.	.	.	.	1
Moreouer	Moreouer	av	Moreover	moreover	0
,	,	,	,	,	0
the	the	dt	the	the	0
fauour	fauour	n1	favour	favour	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
ceiued	ceiued	vvn	ceiued	ceiue	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
your	your	po22	your	your	0
LL	LL	zz	LL	ll	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
one	one	crd	one	one	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
commending	commending	vvg	commending	commend	0
mee	mee	pno11	me	i	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
place	place	n1	place	place	0
where	where	c-crq	where	where	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
:	:	:	:	:	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
yeelding	yeelding	vvg	yielding	yield	0
me	me	pno11	me	i	0
speciall	speciall	j	special	special	0
pa	pa	n1	pa	pa	0
∣	∣	sy	∣	∣	0
tronage	tronage	n1	tronage	tronage	0
&	&	cc	&	and	0
eountenance	eountenance	n1	eountenance	eountenance	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
bound	bound	vvn	bound	bind	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
yeeld	yeeld	vvi	yield	yield	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
these	these	d	these	these	0
my	my	po11	my	my	0
first	first	ord	first	first	0
frutes	frutes	n2	fruits	fruit	0
,	,	,	,	,	0
though	though	cs	though	though	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
handful	handful	n1	handful	handful	0
of	of	pp-f	of	of	0
water	water	n1	water	water	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
a	a	dt	a	a	0
testimony	testimony	n1	testimony	testimony	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
dutifull	dutifull	j	dutiful	dutiful	0
and	and	cc	and	and	0
thankfull	thankfull	j	thankful	thankful	0
minde	minde	n1	mind	mind	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
finde	finde	vvi	find	find	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
liked	liked	vvn	liked	like	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
approued	approued	vvn	approved	approve	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
iust	iust	j	just	just	0
defense	defense	n1	defence	defence	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
vaine	vaine	j	vain	vain	0
cauillations	cauillations	n2	cavillations	cavillation	0
of	of	pp-f	of	of	0
error	error	n1	error	error	0
.	.	.	.	.	1
The	The	dt	The	the	0
speciall	speciall	j	special	special	0
drift	drift	n1	drift	drift	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
writing	writing	n1	writing	writing	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
approue	approue	vvi	approve	approve	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
matters	matters	n2	matters	matter	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
heere	heere	av	here	here	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
our	our	po12	our	our	0
faithful	faithful	j	faithful	faithful	0
&	&	cc	&	and	0
vpright	vpright	av-j	upright	upright	0
dealing	dealing	vvg	dealing	deal	0
in	in	p-acp	in	in	0
alleaging	alleaging	vvg	alleging	allege	0
the	the	dt	the	the	0
Fathers	Fathers	n2	Father's	father	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
doctrine	doctrine	n1	doctrine	doctrine	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
church	church	n1	church	church	0
of	of	pp-f	of	of	0
Rome	Rome	np1	Rome	Rome	0
.	.	.	.	.	1
Whose	Whose	rg-crq	Whose	who	0
proctors	proctors	n2	proctors	proctor	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
time	time	n1	time	time	0
vsed	vsed	vvd	used	use	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
catholick	catholick	jp	catholic	catholic	0
church	church	n1	church	church	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
fray-bug	fray-bug	n1	fray-bug	fray-bug	0
to	to	pc-acp	to	to	0
terrifie	terrifie	vvi	terrify	terrify	0
al	al	d	all	all	0
mē	mē	n2	men	man	0
from	from	p-acp	from	from	0
speaking	speaking	vvg	speaking	speak	0
against	against	p-acp	against	against	0
them	them	pno32	them	they	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
perforce	perforce	av	perforce	perforce	0
vr	vr	n1	vr	vr	0
∣	∣	sy	∣	∣	0
ged	ged	j	ged	ged	0
to	to	pc-acp	to	to	0
the	the	dt	the	the	0
scriptures	scriptures	n2	scriptures	scripture	0
,	,	,	,	,	0
they	they	pns32	they	they	0
cryed	cryed	vvd	cried	cry	0
out	out	av	out	out	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
expounde	expounde	vvi	expound	expound	0
the	the	dt	the	the	0
scriptures	scriptures	n2	scriptures	scripture	0
amisse	amisse	av	amiss	amiss	0
,	,	,	,	,	0
and	and	cc	and	and	0
otherwise	otherwise	av	otherwise	otherwise	0
then	then	av	then	then	0
the	the	dt	the	the	0
auncient	auncient	j-jn	ancient	ancient	0
Fathers	Fathers	n2	Father's	father	0
did	did	vdd	did	do	0
vnderstand	vnderstand	vvi	understand	understand	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Being	Being	vbg	Being	be	0
further	further	av-j	further	further	0
pressed	pressed	vvn	pressed	press	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
testimonies	testimonies	n2	testimonies	testimony	0
and	and	cc	and	and	0
authorities	authorities	n2	authorities	authority	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
auncient	auncient	j-jn	ancient	ancient	0
Fathers	Fathers	n2	Father's	father	0
,	,	,	,	,	0
they	they	pns32	they	they	0
stil	stil	av	still	still	0
notwithstan	notwithstan	fw-mi	notwithstan	notwithstan	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
exclaime	exclaime	vvb	exclaim	exclaim	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
abuse	abuse	vvb	abuse	abuse	0
them	them	pno32	them	they	0
also	also	av	also	also	0
,	,	,	,	,	0
and	and	cc	and	and	0
alleage	alleage	vvi	allege	allege	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
other	other	j-jn	other	other	0
purpose	purpose	n1	purpose	purpose	0
then	then	av	then	then	0
euer	euer	av	ever	ever	0
they	they	pns32	they	they	0
entended	entended	vvd	intended	intend	0
.	.	.	.	.	1
A	A	dt	A	a	0
strange	strange	j	strange	strange	0
matter	matter	n1	matter	matter	0
that	that	cst	that	that	0
the	the	dt	the	the	0
plaine	plaine	j	plain	plain	0
words	words	n2	words	word	0
both	both	av-d	both	both	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
scriptures	scriptures	n2	scriptures	scripture	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Fathers	Fathers	n2	Father's	father	0
,	,	,	,	,	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
so	so	av	so	so	0
expresly	expresly	av-j	expressly	express	0
for	for	p-acp	for	for	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
their	their	po32	their	their	0
meaning	meaning	n1	meaning	meaning	0
and	and	cc	and	and	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
these	these	d	these	these	0
men	men	n2	men	man	0
pretend	pretend	vvb	pretend	pretend	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
altogither	altogither	av	altogether	altogether	0
against	against	p-acp	against	against	0
vs.	vs.	pno12	us	we	0
But	But	p-acp	But	but	0
whilest	whilest	cs	whilst	while	0
they	they	pns32	they	they	0
endeuour	endeuour	n1	endeavour	endeavour	0
to	to	pc-acp	to	to	0
iustifie	iustifie	vvi	justify	justify	0
this	this	d	this	this	0
,	,	,	,	,	0
either	either	d	either	either	0
open	open	j	open	open	0
exclamation	exclamation	n1	exclamation	exclamation	0
,	,	,	,	,	0
or	or	cc	or	or	0
priuie	priuie	j	privy	privy	0
whispering	whispering	n-vvg	whispering	whisper	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
strange	strange	j	strange	strange	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
how	how	c-crq	how	how	0
strangely	strangely	av-j	strangely	strange	0
and	and	cc	and	and	0
madly	madly	av-j	madly	mad	0
they	they	pns32	they	they	0
deale	deale	vvb	deal	deal	0
.	.	.	.	.	1
Eccl.	Eccl.	np1	Eccl.	Eccl.	0
19.	19.	crd	19.	19	0
24.	24.	crd	24.	24.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
,	,	,	,	,	0
saith	saith	vvz	says	say	0
the	the	dt	the	the	0
wise	wise	j	wise	wise	0
man	man	n1	man	man	0
,	,	,	,	,	0
a	a	dt	a	a	0
subtiltie	subtiltie	n1	subtlety	subtlety	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
fine	fine	j	fine	fine	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
vnrighteous	vnrighteous	j-u	unrighteous	unrighteous	0
:	:	:	:	:	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
that	that	cst	that	that	0
wresteth	wresteth	vvz	wresteth	wrest	0
the	the	dt	the	the	0
open	open	j	open	open	0
and	and	cc	and	and	0
manifest	manifest	j	manifest	manifest	0
lawe	lawe	n1	law	law	0
.	.	.	.	.	1
Verily	Verily	av-j	Verily	very	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
so	so	av	so	so	0
euident	euident	j	evident	evident	0
,	,	,	,	,	0
nothing	nothing	pix	nothing	nothing	0
so	so	av	so	so	0
manifest	manifest	j	manifest	manifest	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
these	these	d	these	these	0
men	men	n2	men	man	0
haue	haue	vhb	have	have	0
a	a	dt	a	a	0
speciall	speciall	j	special	special	0
facultie	facultie	n1	faculty	faculty	0
to	to	pc-acp	to	to	0
turne	turne	vvi	turn	turn	0
it	it	pn31	it	it	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
way	way	n1	way	way	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
goe	goe	vvi	go	go	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
distinction	distinction	n1	distinction	distinction	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
maner	maner	n1	manner	manner	0
and	and	cc	and	and	0
that	that	d	that	that	0
maner	maner	n1	manner	manner	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
a	a	dt	a	a	0
meaning	meaning	n1	meaning	meaning	0
vppon	vppon	p-acp	upon	upon	0
it	it	pn31	it	it	0
which	which	r-crq	which	which	0
neuer	neuer	av	never	never	0
came	came	vvd	came	come	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
meaning	meaning	n1	meaning	meaning	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
wrote	wrote	vvd	wrote	write	0
it	it	pn31	it	it	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
which	which	r-crq	which	which	0
practise	practise	n1	practice	practice	0
and	and	cc	and	and	0
occupa	occupa	fw-la	occupa	occupa	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
it	it	pn31	it	it	0
falleth	falleth	vvz	falls	fall	0
out	out	av	out	out	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
which	which	r-crq	which	which	0
Ireneus	Ireneus	np1	Ireneus	Ireneus	0
sayd	sayd	vvd	said	say	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
here	here	av	here	here	0
∣	∣	sy	∣	∣	0
tickes	tickes	n1	ticks	ticks	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
time	time	n1	time	time	0
:	:	:	:	:	0
Iren	Iren	n1	Iron	iron	0
lib	lib	n1	lib	lib	0
..	..	..	..	..	0
cap	cap	fw-es	cap	cap	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
none	none	pix	none	none	0
perfect	perfect	j	perfect	perfect	0
amongst	amongst	p-acp	among	among	0
them	them	pno32	them	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
such	such	d	such	such	0
a	a	dt	a	a	0
one	one	pi	one	one	0
as	as	p-acp	as	as	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
ably	ably	av-j	ably	able	0
cogge	cogge	vvi	cog	cog	0
and	and	cc	and	and	0
lye	lye	vvi	lie	lie	0
.	.	.	.	.	1
Indeed	Indeed	np1	Indeed	Indeed	0
lyes	lyes	vvz	lies	lie	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
defen	defen	fw-ge	defen	defen	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
lying	lying	vvg	lying	lie	0
,	,	,	,	,	0
and	and	cc	and	and	0
false	false	j	false	false	0
gloses	gloses	n1	gloss	gloss	0
must	must	vmb	must	must	0
serue	serue	vvi	serve	serve	0
to	to	pc-acp	to	to	0
maintaine	maintaine	vvi	maintain	maintain	0
false	false	j	false	false	0
and	and	cc	and	and	0
erroneous	erroneous	j	erroneous	erroneous	0
assertions	assertions	n2	assertions	assertion	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
a	a	dt	a	a	0
litle	litle	j	little	little	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
seen	seen	vvn	seen	see	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
libell	libell	n1	libel	libel	0
or	or	cc	or	or	0
pamphlet	pamphlet	n1	pamphlet	pamphlet	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
here	here	av	here	here	0
to	to	pc-acp	to	to	0
refute	refute	vvi	refute	refute	0
,	,	,	,	,	0
the	the	dt	the	the	0
Authour	Authour	n1	Author	author	0
whereof	whereof	c-crq	whereof	whereof	0
taketh	taketh	vvz	takes	take	0
vpon	vpon	p-acp	upon	upon	0
him	him	pno31	him	he	0
lyke	lyke	av-j	like	like	0
a	a	dt	a	a	0
