Serene	Serene	np1	Serene	Serena	0
judicious	judicious	j	judicious	judicious	0
acceptance	acceptance	n1	acceptance	acceptance	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
,	,	,	,	,	0
then	then	av	then	then	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
these	these	d	these	these	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
free	free	j	free	free	0
and	and	cc	and	and	0
unprejudiced	unprejudiced	j	unprejudiced	unprejudiced	0
spirits	spirits	n2	spirits	spirit	0
,	,	,	,	,	0
will	will	vmb	will	will	0
neither	neither	av-dx	neither	neither	0
antiquate	antiquate	j-jn	antiquate	antiquate	0
Truth	Truth	n1	Truth	truth	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
oldness	oldness	n1	oldness	oldness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Notion	Notion	n1	Notion	notion	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
slight	slight	n1	slight	slight	0
her	her	pno31	her	she	0
for	for	p-acp	for	for	0
looking	looking	vvg	looking	look	0
so	so	av	so	so	0
young	young	j	young	young	0
,	,	,	,	,	0
or	or	cc	or	or	0
bearing	bearing	vvg	bearing	bear	0
the	the	dt	the	the	0
face	face	n1	face	face	0
of	of	pp-f	of	of	0
Novelty	Novelty	n1	Novelty	novelty	0
:	:	:	:	:	0
He	He	pns31	He	he	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
above	above	p-acp	above	above	0
other	other	j-jn	other	other	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
goodness	goodness	n1	goodness	goodness	0
his	his	po31	his	his	0
Friend	Friend	n1	Friend	friend	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
greatness	greatness	n1	greatness	greatness	0
his	his	po31	his	his	0
Companion	Companion	n1	Companion	companion	0
;	;	;	;	;	0
Besides	Besides	p-acp	Beside	beside	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
none	none	pix	none	none	0
that	that	cst	that	that	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
better	better	av-jc	better	better	0
assured	assured	vvn	assured	assure	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sincerity	sincerity	n1	sincerity	sincerity	0
and	and	cc	and	and	0
efficacy	efficacy	n1	efficacy	efficacy	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
present	present	j	present	present	0
design	design	n1	design	design	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
appointed	appointed	vvn	appointed	appoint	0
to	to	pc-acp	to	to	0
run	run	vvi	run	run	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Laws	Laws	n2	Laws	law	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
and	and	cc	and	and	0
men	men	n2	men	man	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
as	as	c-acp	as	as	0
many	many	d	many	many	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
meer	meer	j	mere	mere	0
sons	sons	n2	sons	son	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Letter	Letter	n1	Letter	letter	0
,	,	,	,	,	0
know	know	vvb	know	know	0
very	very	av	very	very	0
well	well	av	well	well	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
much	much	d	much	much	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
inward	inward	j	inward	inward	0
and	and	cc	and	and	0
mysterious	mysterious	j	mysterious	mysterious	0
meaning	meaning	n1	meaning	meaning	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Idea	Idea	n1	Idea	idea	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
makes	makes	vvz	makes	make	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
reverence	reverence	n1	reverence	reverence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Scripture	Scripture	n1	Scripture	scripture	0
.	.	.	.	.	1
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
my	my	po11	my	my	0
design	design	n1	design	design	0
being	being	vbg	being	be	0
so	so	av	so	so	0
pious	pious	j	pious	pious	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
proves	proves	vvz	proves	prove	0
,	,	,	,	,	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
do	do	vdi	do	do	0
nothing	nothing	pix	nothing	nothing	0
more	more	av-dc	more	more	0
fit	fit	j	fit	fit	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
choyce	choyce	n1	choice	choice	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
true	true	j	true	true	0
a	a	dt	a	a	0
lover	lover	n1	lover	lover	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
piety	piety	n1	piety	piety	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
self	self	n1	self	self	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
Patron	Patron	n1	Patron	patron	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
present	present	j	present	present	0
labours	labours	n2	labours	labour	0
;	;	;	;	;	0
especially	especially	av-j	especially	especial	0
,	,	,	,	,	0
you	you	pn22	you	you	0
being	being	vbg	being	be	0
so	so	av	so	so	0
well	well	av	well	well	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
proper	proper	j	proper	proper	0
office	office	n1	office	office	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Patron	Patron	n1	Patron	patron	0
;	;	;	;	;	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
the	the	dt	the	the	0
Idea	Idea	n1	Idea	idea	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Laws	Laws	n2	Laws	law	0
and	and	cc	and	and	0
Statutes	Statutes	n2	Statutes	statute	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
here	here	av	here	here	0
presented	presented	vvn	presented	present	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
up	up	a-acp	up	up	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
rich	rich	j	rich	rich	0
treasury	treasury	n1	treasury	treasury	0
of	of	pp-f	of	of	0
Learning	Learning	n1	Learning	learning	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
my	my	po11	my	my	0
penury	penury	n1	penury	penury	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
reach	reach	vvi	reach	reach	0
to	to	p-acp	to	to	0
,	,	,	,	,	0
or	or	cc	or	or	0
inadvertency	inadvertency	n1	inadvertency	inadvertency	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
omitted	omitted	vvn	omitted	omit	0
:	:	:	:	:	0
And	And	cc	And	and	0
truly	truly	av-j	truly	true	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
hope	hope	vvi	hope	hope	0
this	this	d	this	this	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
whence	whence	c-crq	whence	whence	0
to	to	pc-acp	to	to	0
expect	expect	vvi	expect	expect	0
it	it	pn31	it	it	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
know	know	vvi	know	know	0
where	where	c-crq	where	where	0
to	to	pc-acp	to	to	0
meet	meet	vvi	meet	meet	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
so	so	av	so	so	0
universally	universally	av-j	universally	universal	0
and	and	cc	and	and	0
fully	fully	av-j	fully	full	0
accompli	accompli	vvn	accompli	accompli	0
∣	∣	sy	∣	∣	0
shed	shed	vvb	shed	shed	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
and	and	cc	and	and	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
and	and	cc	and	and	0
indeed	indeed	av	indeed	indeed	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
choycest	choycest	js	choicest	choice	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
Lear	Lear	np1	Lear	Lear	0
∣	∣	sy	∣	∣	0
ning	ning	j-jn	ning	ning	0
;	;	;	;	;	0
any	any	d	any	any	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
acquisitions	acquisitions	n2	acquisitions	acquisition	0
is	is	vbz	is	be	0
enough	enough	d	enough	enough	0
to	to	pc-acp	to	to	0
fill	fill	vvi	fill	fill	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
swell	swell	vvi	swell	swell	0
,	,	,	,	,	0
an	an	dt	and	a	0
ordinary	ordinary	j	ordinary	ordinary	0
man	man	n1	man	man	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
conceit	conceit	n1	conceit	conceit	0
and	and	cc	and	and	0
pride	pride	n1	pride	pride	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
sole	sole	j	sole	sole	0
priviledg	priviledg	n1	privilege	privilege	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
them	them	pno32	them	they	0
all	all	d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
more	more	av-dc	more	more	0
Im	Im	p-acp	Im	in	0
∣	∣	sy	∣	∣	0
perious	perious	j	perious	perious	0
or	or	cc	or	or	0
Censorious	Censorious	j	Censorious	censorious	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
then	then	cs	then	than	0
they	they	pns32	they	they	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
who	who	zz	who	who	0
know	know	vvb	know	know	0
the	the	dt	the	the	0
least	least	ds	least	least	0
:	:	:	:	:	0
These	These	d	These	these	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
true	true	j	true	true	0
considerations	considerations	n2	considerations	consideration	0
that	that	cst	that	that	0
direct	direct	vvb	direct	direct	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Dedication	Dedication	n1	Dedication	dedication	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
little	little	j	little	little	0
treatise	treatise	n1	treatise	treatise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
accordingly	accordingly	av-vvg	accordingly	accord	0
please	please	vvi	please	please	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
favourable	favourable	j	favourable	favourable	0
Patronage	Patronage	n1	Patronage	patronage	0
,	,	,	,	,	0
and	and	cc	and	and	0
accept	accept	vvi	accept	accept	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Monument	Monument	n1	Monument	monument	0
or	or	cc	or	or	0
Remembrance	Remembrance	n1	Remembrance	remembrance	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
will	will	n1	will	will	0
,	,	,	,	,	0
You	You	pn22	You	you	0
will	will	vmb	will	will	0
oblige	oblige	vvi	oblige	oblige	0
,	,	,	,	,	0
Aprill	Aprill	np1	Aprill	April	0
27.	27.	crd	27.	27.	0
1660.	1660.	crd	1660.	1660.	1
